ANADIA-AL,,,,,,,,AL,,,"756,46",,,,,,,-,,,,,,,"756,46",,,,,,,"5.626,05",,,,,,,,,,,
ATALAIA-AL,,,,,,,,AL,,,"1.008,61",,,,,,,-,,,,,,,"1.008,61",,,,,,,"7.501,40",,,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,,"693,42",,,,,,,-,,,,,,,"693,42",,,,,,,"5.157,21",,,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"4.688,38",,,,,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,,"851,02",,,,,,,-,,,,,,,"851,02",,,,,,,"6.329,31",,,,,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,,"661,90",,,,,,,-,,,,,,,"661,90",,,,,,,"4.922,79",,,,,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,,"819,50",,,,,,,-,,,,,,,"819,50",,,,,,,"6.094,88",,,,,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"4.688,38",,,,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,,"977,09",,,,,,,-,,,,,,,"977,09",,,,,,,"7.266,99",,,,,,,,,,,
CAPELA-AL,,,,,,,,AL,,,"756,46",,,,,,,-,,,,,,,"756,46",,,,,,,"5.626,05",,,,,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"4.688,38",,,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,,"787,98",,,,,,,-,,,,,,,"787,98",,,,,,,"5.860,48",,,,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,,"725,72",,,,,,,"61,49",,,,,,,"787,21",,,,,,,"6.424,70",,,,,,,,,,,
CORURIPE-AL,,,,,,,,AL,,,"738.158,06",,,,,,,"53.765,31",,,,,,,"791.923,37",,,,,,,"5.364.241,36",,,,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,,"22.657,54",,,,,,,"31.663,91",,,,,,,"54.321,45",,,,,,,"404.007,56",,,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,,"661,90",,,,,,,-,,,,,,,"661,90",,,,,,,"4.922,79",,,,,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,,"724,94",,,,,,,-,,,,,,,"724,94",,,,,,,"5.391,64",,,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,,"819,50",,,,,,,-,,,,,,,"819,50",,,,,,,"6.094,88",,,,,,,,,,,
JACUIPE-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"4.688,38",,,,,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"4.688,38",,,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,,"661,90",,,,,,,-,,,,,,,"661,90",,,,,,,"54.877,50",,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,,"819,50",,,,,,,-,,,,,,,"819,50",,,,,,,"6.094,88",,,,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"4.710,86",,,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,,"851,02",,,,,,,-,,,,,,,"851,02",,,,,,,"6.329,31",,,,,,,,,,,
MACEIO-AL,,,,,,,,AL,,,"65.048,86",,,,,,,"16.819,92",,,,,,,"81.868,78",,,,,,,"500.244,14",,,,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,,"851,02",,,,,,,-,,,,,,,"851,02",,,,,,,"6.329,31",,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,,"74.377,26",,,,,,,"61.802,05",,,,,,,"136.179,31",,,,,,,"893.129,04",,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,,"851,02",,,,,,,-,,,,,,,"851,02",,,,,,,"6.329,31",,,,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,,"724,94",,,,,,,-,,,,,,,"724,94",,,,,,,"5.391,64",,,,,,,,,,,
MURICI-AL,,,,,,,,AL,,,"851,02",,,,,,,-,,,,,,,"851,02",,,,,,,"6.329,31",,,,,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,,"661,90",,,,,,,-,,,,,,,"661,90",,,,,,,"4.922,79",,,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,,"630,38",,,,,,,"8.207,63",,,,,,,"8.838,01",,,,,,,"48.424,18",,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,,"693,42",,,,,,,-,,,,,,,"693,42",,,,,,,"5.157,21",,,,,,,,,,,
PENEDO-AL,,,,,,,,AL,,,"560.165,40",,,,,,,-,,,,,,,"560.165,40",,,,,,,"3.131.505,72",,,,,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,,"756,46",,,,,,,-,,,,,,,"756,46",,,,,,,"5.626,05",,,,,,,,,,,
PILAR-AL,,,,,,,,AL,,,"74.743,05",,,,,,,"47.640,03",,,,,,,"122.383,08",,,,,,,"991.614,07",,,,,,,,,,,
PINDOBA-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"4.688,38",,,,,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,,"851,02",,,,,,,-,,,,,,,"851,02",,,,,,,"6.329,31",,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,,"661,90",,,,,,,-,,,,,,,"661,90",,,,,,,"4.922,79",,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,,"756,46",,,,,,,-,,,,,,,"756,46",,,,,,,"5.626,05",,,,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,,"12.649,83",,,,,,,"7.467,93",,,,,,,"20.117,76",,,,,,,"154.180,51",,,,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,,"1.520,07",,,,,,,"573,85",,,,,,,"2.093,92",,,,,,,"9.993,96",,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"100.159,29",,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,,"661,90",,,,,,,-,,,,,,,"661,90",,,,,,,"4.922,79",,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,,"819,50",,,,,,,-,,,,,,,"819,50",,,,,,,"6.094,88",,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,,"882,54",,,,,,,-,,,,,,,"882,54",,,,,,,"6.563,73",,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,,"262.480,38",,,,,,,"170.430,17",,,,,,,"432.910,55",,,,,,,"3.147.608,51",,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,,"630,38",,,,,,,-,,,,,,,"630,38",,,,,,,"4.688,38",,,,,,,,,,,
SATUBA-AL,,,,,,,,AL,,,"575.558,45",,,,,,,"10.131,81",,,,,,,"585.690,26",,,,,,,"3.325.473,44",,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,,"977,09",,,,,,,-,,,,,,,"977,09",,,,,,,"7.266,99",,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"1.040,13",,,,,,,-,,,,,,,"1.040,13",,,,,,,"7.735,84",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"851,02",,,,,,,-,,,,,,,"851,02",,,,,,,"6.329,31",,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"2.419.130,96",,,,,,,"408.564,10",,,,,,,"2.827.695,06",,,,,,,"18.348.509,47",,,,,,,,,,,
ANAMA-AM,,,,,,,,AM,,,-,,,,,,,"2.167,94",,,,,,,"2.167,94",,,,,,,"12.929,62",,,,,,,,,,,
ANORI-AM,,,,,,,,AM,,,-,,,,,,,"2.167,94",,,,,,,"2.167,94",,,,,,,"12.929,62",,,,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,,"2.167,94",,,,,,,"2.167,94",,,,,,,"12.929,62",,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.057,31",,,,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,,-,,,,,,,"2.167,94",,,,,,,"2.167,94",,,,,,,"12.929,62",,,,,,,,,,,
COARI-AM,,,,,,,,AM,,,"1.801.923,53",,,,,,,"1.714.118,47",,,,,,,"3.516.042,00",,,,,,,"21.231.381,30",,,,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,,-,,,,,,,"2.167,94",,,,,,,"2.167,94",,,,,,,"12.929,62",,,,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.057,31",,,,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,,"2.167,94",,,,,,,"2.167,94",,,,,,,"12.929,62",,,,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,,"2.167,94",,,,,,,"2.167,94",,,,,,,"12.929,62",,,,,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"770.002,09",,,,,,,"69.647,14",,,,,,,"839.649,23",,,,,,,"5.486.986,51",,,,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"2.571.925,62",,,,,,,"1.849.865,35",,,,,,,"4.421.790,97",,,,,,,"27.124.386,88",,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,"5.658,24",,,,,,,"5.658,24",,,,,,,"35.056,73",,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,"16.974,72",,,,,,,"16.974,72",,,,,,,"105.170,19",,,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"1.008,49",,,,,,,-,,,,,,,"1.008,49",,,,,,,"6.933,30",,,,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"1.008,49",,,,,,,-,,,,,,,"1.008,49",,,,,,,"6.933,30",,,,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"1.008,49",,,,,,,-,,,,,,,"1.008,49",,,,,,,"6.933,30",,,,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"876,94",,,,,,,-,,,,,,,"876,94",,,,,,,"6.028,94",,,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"221.809,77",,,,,,,"118.775,88",,,,,,,"340.585,65",,,,,,,"2.196.173,60",,,,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.096,18",,,,,,,-,,,,,,,"1.096,18",,,,,,,"7.536,19",,,,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"876,94",,,,,,,-,,,,,,,"876,94",,,,,,,"6.028,94",,,,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"1.271,57",,,,,,,-,,,,,,,"1.271,57",,,,,,,"8.741,99",,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.140,03",,,,,,,-,,,,,,,"1.140,03",,,,,,,"7.837,64",,,,,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.183,88",,,,,,,-,,,,,,,"1.183,88",,,,,,,"8.139,10",,,,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"876,94",,,,,,,-,,,,,,,"876,94",,,,,,,"6.028,94",,,,,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.052,33",,,,,,,-,,,,,,,"1.052,33",,,,,,,"7.234,75",,,,,,,,,,,
