ROTEIRO-AL,,,,AL,,,,"697,00",,,,,,-,,,,,,,"697,00",,,,,,,,"8.780,45",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,"47.185,47",,,,,,"1.048,41",,,,,,,"48.233,88",,,,,,,,"242.564,35",,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,"731,85",,,,,,-,,,,,,,"731,85",,,,,,,,"4.045,78",,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,"906,11",,,,,,-,,,,,,,"906,11",,,,,,,,"5.009,07",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,"975,81",,,,,,-,,,,,,,"975,81",,,,,,,,"5.394,39",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,"337.997,58",,,,,,"252.075,75",,,,,,,"590.073,33",,,,,,,,"3.454.399,34",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,"697,00",,,,,,-,,,,,,,"697,00",,,,,,,,"3.853,12",,,,,,,,
SATUBA-AL,,,,AL,,,,"609.094,07",,,,,,"18.162,42",,,,,,,"627.256,49",,,,,,,,"3.623.874,38",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,"1.080,36",,,,,,-,,,,,,,"1.080,36",,,,,,,,"5.972,36",,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,"1.150,06",,,,,,-,,,,,,,"1.150,06",,,,,,,,"6.357,67",,,,,,,,
VICOSA-AL,,,,AL,,,,"940,96",,,,,,-,,,,,,,"940,96",,,,,,,,"5.201,74",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,"2.349.118,64",,,,,,"646.713,81",,,,,,,"2.995.832,45",,,,,,,,"18.214.810,72",,,,,,,,
ANAMA-AM,,,,AM,,,,-,,,,,,"2.877,99",,,,,,,"2.877,99",,,,,,,,"16.030,06",,,,,,,,
ANORI-AM,,,,AM,,,,-,,,,,,"2.877,99",,,,,,,"2.877,99",,,,,,,,"16.030,06",,,,,,,,
AUTAZES-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
BERURI-AM,,,,AM,,,,-,,,,,,"2.877,99",,,,,,,"2.877,99",,,,,,,,"16.030,06",,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
CAREIRO-AM,,,,AM,,,,-,,,,,,"2.877,99",,,,,,,"2.877,99",,,,,,,,"16.030,06",,,,,,,,
COARI-AM,,,,AM,,,,"2.212.694,93",,,,,,"2.149.004,81",,,,,,,"4.361.699,74",,,,,,,,"24.269.243,29",,,,,,,,
CODAJAS-AM,,,,AM,,,,-,,,,,,"2.877,99",,,,,,,"2.877,99",,,,,,,,"16.030,06",,,,,,,,
IRANDUBA-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
ITACOATIARA-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
ITAPIRANGA-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
MANACAPURU-AM,,,,AM,,,,-,,,,,,"2.877,99",,,,,,,"2.877,99",,,,,,,,"16.030,06",,,,,,,,
MANAQUIRI-AM,,,,AM,,,,-,,,,,,"2.877,99",,,,,,,"2.877,99",,,,,,,,"16.030,06",,,,,,,,
MANAUS-AM,,,,AM,,,,"910.052,53",,,,,,"99.371,52",,,,,,,"1.009.424,05",,,,,,,,"6.532.618,90",,,,,,,,
PARINTINS-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
SILVES-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
URUCARA-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
URUCURITUBA-AM,,,,AM,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,"3.122.747,46",,,,,,"2.339.343,53",,,,,,,"5.462.090,99",,,,,,,,"31.308.767,16",,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
MACAPA-AP,,,,AP,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
MAZAGAO-AP,,,,AP,,,,-,,,,,,"7.869,03",,,,,,,"7.869,03",,,,,,,,"43.854,95",,,,,,,,
AMAPA  TOTAL,,,,,,,,-,,,,,,"23.607,09",,,,,,,"23.607,09",,,,,,,,"131.564,85",,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,"996,78",,,,,,-,,,,,,,"996,78",,,,,,,,"5.471,01",,,,,,,,
ADUSTINA-BA,,,,BA,,,,"996,78",,,,,,-,,,,,,,"996,78",,,,,,,,"5.471,01",,,,,,,,
AGUA FRIA-BA,,,,BA,,,,"996,78",,,,,,-,,,,,,,"996,78",,,,,,,,"5.471,01",,,,,,,,
AIQUARA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,"334.835,60",,,,,,"190.250,94",,,,,,,"525.086,54",,,,,,,,"3.017.087,27",,,,,,,,
ALCOBACA-BA,,,,BA,,,,"1.077,15",,,,,,-,,,,,,,"1.077,15",,,,,,,,"5.911,47",,,,,,,,
ALMADINA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
AMARGOSA-BA,,,,BA,,,,"1.263,12",,,,,,-,,,,,,,"1.263,12",,,,,,,,"6.933,52",,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,"1.120,50",,,,,,-,,,,,,,"1.120,50",,,,,,,,"6.149,38",,,,,,,,
ANAGE-BA,,,,BA,,,,"1.163,83",,,,,,-,,,,,,,"1.163,83",,,,,,,,"6.387,24",,,,,,,,
ANGUERA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
ANTAS-BA,,,,BA,,,,"1.046,43",,,,,,-,,,,,,,"1.046,43",,,,,,,,"5.744,14",,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,"959,76",,,,,,-,,,,,,,"959,76",,,,,,,,"5.268,43",,,,,,,,
APORA-BA,,,,BA,,,,"1.040,13",,,,,,-,,,,,,,"1.040,13",,,,,,,,"5.708,91",,,,,,,,
APUAREMA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
ARACAS-BA,,,,BA,,,,"300.412,52",,,,,,"156.669,77",,,,,,,"457.082,29",,,,,,,,"2.662.075,06",,,,,,,,
ARACI-BA,,,,BA,,,,"1.393,14",,,,,,-,,,,,,,"1.393,14",,,,,,,,"7.647,12",,,,,,,,
ARAMARI-BA,,,,BA,,,,"2.407,66",,,,,,"647,17",,,,,,,"3.054,83",,,,,,,,"22.520,72",,,,,,,,
ARATACA-BA,,,,BA,,,,"910,11",,,,,,-,,,,,,,"910,11",,,,,,,,"4.995,31",,,,,,,,
ARATUIPE-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
AURELINO LEAL-BA,,,,BA,,,,"990,48",,,,,,-,,,,,,,"990,48",,,,,,,,"5.435,79",,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,"1.126,80",,,,,,-,,,,,,,"1.126,80",,,,,,,,"6.184,61",,,,,,,,
BANZAE-BA,,,,BA,,,,"910,11",,,,,,-,,,,,,,"910,11",,,,,,,,"4.995,31",,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,"1.244,20",,,,,,-,,,,,,,"1.244,20",,,,,,,,"6.827,72",,,,,,,,
BARRA DO ROCHA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRO PRETO-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
BARROCAS-BA,,,,BA,,,,"953,45",,,,,,-,,,,,,,"953,45",,,,,,,,"5.233,14",,,,,,,,
BELMONTE-BA,,,,BA,,,,"1.126,80",,,,,,-,,,,,,,"1.126,80",,,,,,,,"6.184,61",,,,,,,,
BELO CAMPO-BA,,,,BA,,,,"990,48",,,,,,-,,,,,,,"990,48",,,,,,,,"5.435,79",,,,,,,,
BIRITINGA-BA,,,,BA,,,,"947,14",,,,,,-,,,,,,,"947,14",,,,,,,,"5.197,86",,,,,,,,
BOA NOVA-BA,,,,BA,,,,"1.027,51",,,,,,-,,,,,,,"1.027,51",,,,,,,,"5.638,34",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,"1.033,82",,,,,,-,,,,,,,"1.033,82",,,,,,,,"5.673,62",,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,"910,11",,,,,,-,,,,,,,"910,11",,,,,,,,"4.995,31",,,,,,,,
BREJOES-BA,,,,BA,,,,"947,14",,,,,,-,,,,,,,"947,14",,,,,,,,"5.197,86",,,,,,,,
BUERAREMA-BA,,,,BA,,,,"1.083,46",,,,,,-,,,,,,,"1.083,46",,,,,,,,"5.946,76",,,,,,,,
CAATIBA-BA,,,,BA,,,,"897,49",,,,,,-,,,,,,,"897,49",,,,,,,,"4.924,73",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,"1.046,43",,,,,,-,,,,,,,"1.046,43",,,,,,,,"5.744,14",,,,,,,,
CACHOEIRA-BA,,,,BA,,,,"1.263,12",,,,,,-,,,,,,,"1.263,12",,,,,,,,"6.933,52",,,,,,,,
CAEM-BA,,,,BA,,,,"903,80",,,,,,-,,,,,,,"903,80",,,,,,,,"4.960,02",,,,,,,,
CAETANOS-BA,,,,BA,,,,"953,45",,,,,,-,,,,,,,"953,45",,,,,,,,"5.233,14",,,,,,,,
CAIRU-BA,,,,BA,,,,"31.710,85",,,,,,"387.814,98",,,,,,,"419.525,83",,,,,,,,"2.351.100,21",,,,,,,,
CAMACAN-BA,,,,BA,,,,"1.213,48",,,,,,-,,,,,,,"1.213,48",,,,,,,,"6.660,37",,,,,,,,
CAMACARI-BA,,,,BA,,,,"2.495,12",,,,,,"338,06",,,,,,,"2.833,18",,,,,,,,"15.596,54",,,,,,,,
CAMAMU-BA,,,,BA,,,,"1.256,81",,,,,,-,,,,,,,"1.256,81",,,,,,,,"6.898,23",,,,,,,,
CANAVIEIRAS-BA,,,,BA,,,,"1.256,81",,,,,,-,,,,,,,"1.256,81",,,,,,,,"6.898,23",,,,,,,,
CANDEAL-BA,,,,BA,,,,"860,47",,,,,,-,,,,,,,"860,47",,,,,,,,"4.722,16",,,,,,,,
CANDEIAS-BA,,,,BA,,,,"242.101,93",,,,,,"328.467,85",,,,,,,"570.569,78",,,,,,,,"3.244.922,42",,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,"1.163,83",,,,,,-,,,,,,,"1.163,83",,,,,,,,"6.387,24",,,,,,,,
CANSANCAO-BA,,,,BA,,,,"1.263,12",,,,,,-,,,,,,,"1.263,12",,,,,,,,"6.933,52",,,,,,,,
CANUDOS-BA,,,,BA,,,,"1.003,09",,,,,,-,,,,,,,"1.003,09",,,,,,,,"5.506,30",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,"959,76",,,,,,-,,,,,,,"959,76",,,,,,,,"5.268,43",,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,"1.176,44",,,,,,-,,,,,,,"1.176,44",,,,,,,,"6.457,75",,,,,,,,
CARAVELAS-BA,,,,BA,,,,"1.126,80",,,,,,-,,,,,,,"1.126,80",,,,,,,,"6.184,61",,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,"128.374,29",,,,,,"40.501,72",,,,,,,"168.876,01",,,,,,,,"976.814,03",,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,"1.170,14",,,,,,-,,,,,,,"1.170,14",,,,,,,,"6.422,52",,,,,,,,
CATU-BA,,,,BA,,,,"201.869,36",,,,,,"109.616,07",,,,,,,"311.485,43",,,,,,,,"1.878.453,91",,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,"1.213,48",,,,,,-,,,,,,,"1.213,48",,,,,,,,"6.660,37",,,,,,,,
CIPO-BA,,,,BA,,,,"996,78",,,,,,-,,,,,,,"996,78",,,,,,,,"5.471,01",,,,,,,,
COARACI-BA,,,,BA,,,,"1.120,50",,,,,,-,,,,,,,"1.120,50",,,,,,,,"6.149,38",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,"1.089,77",,,,,,-,,,,,,,"1.089,77",,,,,,,,"5.982,04",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,"1.033,82",,,,,,-,,,,,,,"1.033,82",,,,,,,,"5.673,62",,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,"1.430,17",,,,,,-,,,,,,,"1.430,17",,,,,,,,"7.849,74",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,"1.170,14",,,,,,-,,,,,,,"1.170,14",,,,,,,,"6.422,52",,,,,,,,
CONDE-BA,,,,BA,,,,"3.197,39",,,,,,"1.335,53",,,,,,,"4.532,92",,,,,,,,"30.710,15",,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,"1.126,80",,,,,,-,,,,,,,"1.126,80",,,,,,,,"6.184,61",,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,"1.083,46",,,,,,-,,,,,,,"1.083,46",,,,,,,,"5.946,76",,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,"1.083,46",,,,,,-,,,,,,,"1.083,46",,,,,,,,"5.946,76",,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,"1.386,83",,,,,,-,,,,,,,"1.386,83",,,,,,,,"7.611,83",,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,"947,14",,,,,,-,,,,,,,"947,14",,,,,,,,"5.197,86",,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,"1.393,14",,,,,,-,,,,,,,"1.393,14",,,,,,,,"7.647,12",,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,"1.107,88",,,,,,-,,,,,,,"1.107,88",,,,,,,,"6.078,81",,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,"235.998,92",,,,,,"176.437,69",,,,,,,"412.436,61",,,,,,,,"2.381.673,66",,,,,,,,
ESPLANADA-BA,,,,BA,,,,"1.272.502,92",,,,,,"499.776,10",,,,,,,"1.772.279,02",,,,,,,,"8.385.922,57",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,"1.436,47",,,,,,-,,,,,,,"1.436,47",,,,,,,,"7.884,97",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EUNAPOLIS-BA,,,,BA,,,,"1.560,18",,,,,,-,,,,,,,"1.560,18",,,,,,,,"8.563,29",,,,,,,,
FATIMA-BA,,,,BA,,,,"1.083,46",,,,,,-,,,,,,,"1.083,46",,,,,,,,"5.946,76",,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,"1.733,54",,,,,,-,,,,,,,"1.733,54",,,,,,,,"9.514,82",,,,,,,,
FIRMINO ALVES-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
FLORESTA AZUL-BA,,,,BA,,,,"910,11",,,,,,-,,,,,,,"910,11",,,,,,,,"4.995,31",,,,,,,,
GANDU-BA,,,,BA,,,,"1.219,79",,,,,,-,,,,,,,"1.219,79",,,,,,,,"6.695,66",,,,,,,,
GAVIAO-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
GLORIA-BA,,,,BA,,,,"947,14",,,,,,-,,,,,,,"947,14",,,,,,,,"5.197,86",,,,,,,,
GONGOGI-BA,,,,BA,,,,"860,47",,,,,,-,,,,,,,"860,47",,,,,,,,"4.722,16",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,"1.089,77",,,,,,-,,,,,,,"1.089,77",,,,,,,,"5.982,04",,,,,,,,
GUARATINGA-BA,,,,BA,,,,"1.120,50",,,,,,-,,,,,,,"1.120,50",,,,,,,,"6.149,38",,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,"1.003,09",,,,,,-,,,,,,,"1.003,09",,,,,,,,"5.506,30",,,,,,,,
IACU-BA,,,,BA,,,,"1.163,83",,,,,,-,,,,,,,"1.163,83",,,,,,,,"6.387,24",,,,,,,,
IBICARAI-BA,,,,BA,,,,"1.163,83",,,,,,-,,,,,,,"1.163,83",,,,,,,,"6.387,24",,,,,,,,
IBICUI-BA,,,,BA,,,,"996,78",,,,,,-,,,,,,,"996,78",,,,,,,,"5.471,01",,,,,,,,
IBIQUERA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
IBIRAPITANGA-BA,,,,BA,,,,"1.126,80",,,,,,-,,,,,,,"1.126,80",,,,,,,,"6.184,61",,,,,,,,
IBIRAPUA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
IBIRATAIA-BA,,,,BA,,,,"1.120,50",,,,,,-,,,,,,,"1.120,50",,,,,,,,"6.149,38",,,,,,,,
ICHU-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
IGRAPIUNA-BA,,,,BA,,,,"947,14",,,,,,-,,,,,,,"947,14",,,,,,,,"5.197,86",,,,,,,,
IGUAI-BA,,,,BA,,,,"1.170,14",,,,,,-,,,,,,,"1.170,14",,,,,,,,"6.422,52",,,,,,,,
ILHEUS-BA,,,,BA,,,,"1.733,54",,,,,,-,,,,,,,"1.733,54",,,,,,,,"9.514,82",,,,,,,,
INHAMBUPE-BA,,,,BA,,,,"2.459,81",,,,,,"610,31",,,,,,,"3.070,12",,,,,,,,"20.222,00",,,,,,,,
IPECAETA-BA,,,,BA,,,,"1.033,82",,,,,,-,,,,,,,"1.033,82",,,,,,,,"5.673,62",,,,,,,,
IPIAU-BA,,,,BA,,,,"1.343,49",,,,,,-,,,,,,,"1.343,49",,,,,,,,"7.373,99",,,,,,,,
IPIRA-BA,,,,BA,,,,"1.430,17",,,,,,-,,,,,,,"1.430,17",,,,,,,,"7.849,74",,,,,,,,
IRAJUBA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
IRARA-BA,,,,BA,,,,"1.170,14",,,,,,-,,,,,,,"1.170,14",,,,,,,,"6.422,52",,,,,,,,
ITABELA-BA,,,,BA,,,,"1.170,14",,,,,,-,,,,,,,"1.170,14",,,,,,,,"6.422,52",,,,,,,,
ITABERABA-BA,,,,BA,,,,"1.430,17",,,,,,-,,,,,,,"1.430,17",,,,,,,,"7.849,74",,,,,,,,
ITABUNA-BA,,,,BA,,,,"1.733,54",,,,,,-,,,,,,,"1.733,54",,,,,,,,"9.514,82",,,,,,,,
ITACARE-BA,,,,BA,,,,"1.182,75",,,,,,-,,,,,,,"1.182,75",,,,,,,,"6.493,04",,,,,,,,
ITAGI-BA,,,,BA,,,,"947,14",,,,,,-,,,,,,,"947,14",,,,,,,,"5.197,86",,,,,,,,
ITAGIBA-BA,,,,BA,,,,"1.040,13",,,,,,-,,,,,,,"1.040,13",,,,,,,,"5.708,91",,,,,,,,
ITAGIMIRIM-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
ITAJU DO COLONIA-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
ITAJUIPE-BA,,,,BA,,,,"1.126,80",,,,,,-,,,,,,,"1.126,80",,,,,,,,"6.184,61",,,,,,,,
ITAMARAJU-BA,,,,BA,,,,"1.473,51",,,,,,-,,,,,,,"1.473,51",,,,,,,,"8.087,60",,,,,,,,
ITAMARI-BA,,,,BA,,,,"866,77",,,,,,-,,,,,,,"866,77",,,,,,,,"4.757,39",,,,,,,,
ITAMBE-BA,,,,BA,,,,"1.263,12",,,,,,-,,,,,,,"1.263,12",,,,,,,,"6.933,52",,,,,,,,
ITANAGRA-BA,,,,BA,,,,"89.338,43",,,,,,"17.468,91",,,,,,,"106.807,34",,,,,,,,"635.169,44",,,,,,,,
ITANHEM-BA,,,,BA,,,,"1.126,80",,,,,,-,,,,,,,"1.126,80",,,,,,,,"6.184,61",,,,,,,,
ITAPARICA-BA,,,,BA,,,,"43.367,92",,,,,,"220.375,06",,,,,,,"263.742,98",,,,,,,,"1.474.382,92",,,,,,,,
ITAPE-BA,,,,BA,,,,"897,49",,,,,,-,,,,,,,"897,49",,,,,,,,"4.924,73",,,,,,,,
ITAPEBI-BA,,,,BA,,,,"910,11",,,,,,-,,,,,,,"910,11",,,,,,,,"4.995,31",,,,,,,,
