PARA  TOTAL,,,,,,,,,,,-,,,,,,,,,,,"137.306,45",,,,,,,"137.306,45",,,,,,,,,,"611.760,64",,,,,,
BAYEUX-PB,,,,,,,PB,,,,-,,,,,,,,,,,-,,,,,,,-,,,,,,,,,,"1.426,66",,,,,,
CALDAS BRANDAO-PB,,,,,,,PB,,,,"45.699,07",,,,,,,,,,,-,,,,,,,"45.699,07",,,,,,,,,,"45.699,07",,,,,,
PEDRAS DE FOGO-PB,,,,,,,PB,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"2.497.776,71",,,,,,
SANTA RITA-PB,,,,,,,PB,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"1.006.342,86",,,,,,
PARAIBA  TOTAL,,,,,,,,,,,"1.101.281,75",,,,,,,,,,,-,,,,,,,"1.101.281,75",,,,,,,,,,"3.551.245,30",,,,,,
CABO DE SANTO AGOSTINHO-PE,,,,,,,PE,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.728.982,87",,,,,,
CAMARAGIBE-PE,,,,,,,PE,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"2.500.621,17",,,,,,
GOIANA-PE,,,,,,,PE,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.723.765,15",,,,,,
ITAMBE-PE,,,,,,,PE,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"4.243.976,32",,,,,,
ITAQUITINGA-PE,,,,,,,PE,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.720.864,06",,,,,,
JABOATAO DOS GUARARAPES-PE,,,,,,,PE,,,,"45.699,07",,,,,,,,,,,-,,,,,,,"45.699,07",,,,,,,,,,"228.005,48",,,,,,
MORENO-PE,,,,,,,PE,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"2.492.845,42",,,,,,
PAULISTA-PE,,,,,,,PE,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"2.500.760,46",,,,,,
RECIFE-PE,,,,,,,PE,,,,"45.699,07",,,,,,,,,,,-,,,,,,,"45.699,07",,,,,,,,,,"228.005,48",,,,,,
SAO LOURENCO DA MATA-PE,,,,,,,PE,,,,"573.490,41",,,,,,,,,,,-,,,,,,,"573.490,41",,,,,,,,,,"2.708.393,02",,,,,,
VITORIA DE SANTO ANTAO-PE,,,,,,,PE,,,,"527.791,34",,,,,,,,,,,-,,,,,,,"527.791,34",,,,,,,,,,"2.502.914,78",,,,,,
PERNAMBUCO  TOTAL,,,,,,,,,,,"5.070.015,55",,,,,,,,,,,-,,,,,,,"5.070.015,55",,,,,,,,,,"25.579.134,21",,,,,,
ADRIANOPOLIS-PR,,,,,,,PR,,,,"2.848,21",,,,,,,,,,,-,,,,,,,"2.848,21",,,,,,,,,,"10.887,35",,,,,,
AGUDOS DO SUL-PR,,,,,,,PR,,,,"2.848,21",,,,,,,,,,,-,,,,,,,"2.848,21",,,,,,,,,,"10.887,35",,,,,,
ALMIRANTE TAMANDARE-PR,,,,,,,PR,,,,"5.126,78",,,,,,,,,,,-,,,,,,,"5.126,78",,,,,,,,,,"19.597,25",,,,,,
ANTONINA-PR,,,,,,,PR,,,,"3.417,85",,,,,,,,,,,-,,,,,,,"3.417,85",,,,,,,,,,"13.064,82",,,,,,
ARAUCARIA-PR,,,,,,,PR,,,,"5.269,19",,,,,,,,,,,-,,,,,,,"5.269,19",,,,,,,,,,"20.141,62",,,,,,
BALSA NOVA-PR,,,,,,,PR,,,,"2.990,62",,,,,,,,,,,-,,,,,,,"2.990,62",,,,,,,,,,"11.431,72",,,,,,
BOCAIUVA DO SUL-PR,,,,,,,PR,,,,"2.848,21",,,,,,,,,,,-,,,,,,,"2.848,21",,,,,,,,,,"10.887,35",,,,,,
CAMPINA GRANDE DO SUL-PR,,,,,,,PR,,,,"4.129,90",,,,,,,,,,,-,,,,,,,"4.129,90",,,,,,,,,,"15.786,67",,,,,,
CAMPO DO TENENTE-PR,,,,,,,PR,,,,"2.848,21",,,,,,,,,,,-,,,,,,,"2.848,21",,,,,,,,,,"10.887,35",,,,,,
CAMPO LARGO-PR,,,,,,,PR,,,,"5.269,19",,,,,,,,,,,-,,,,,,,"5.269,19",,,,,,,,,,"20.141,62",,,,,,
CAMPO MAGRO-PR,,,,,,,PR,,,,"3.702,67",,,,,,,,,,,-,,,,,,,"3.702,67",,,,,,,,,,"14.153,56",,,,,,
CERRO AZUL-PR,,,,,,,PR,,,,"3.417,85",,,,,,,,,,,-,,,,,,,"3.417,85",,,,,,,,,,"13.064,82",,,,,,
COLOMBO-PR,,,,,,,PR,,,,"5.696,42",,,,,,,,,,,-,,,,,,,"5.696,42",,,,,,,,,,"21.774,73",,,,,,
CONTENDA-PR,,,,,,,PR,,,,"3.275,44",,,,,,,,,,,-,,,,,,,"3.275,44",,,,,,,,,,"12.520,46",,,,,,
CURITIBA-PR,,,,,,,PR,,,,"5.696,42",,,,,,,,,,,-,,,,,,,"5.696,42",,,,,,,,,,"21.774,73",,,,,,
DOUTOR ULYSSES-PR,,,,,,,PR,,,,"2.848,21",,,,,,,,,,,-,,,,,,,"2.848,21",,,,,,,,,,"10.887,35",,,,,,
FAZENDA RIO GRANDE-PR,,,,,,,PR,,,,"4.984,37",,,,,,,,,,,-,,,,,,,"4.984,37",,,,,,,,,,"19.052,89",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARAQUECABA-PR,,,,,,,PR,,,,"2.848,21",,,,,,,,,,,-,,,,,,,"2.848,21",,,,,,,,,,"10.887,35",,,,,,
GUARATUBA-PR,,,,,,,PR,,,,"106.665,59",,,,,,,,,,,"89.999,09",,,,,,,"196.664,68",,,,,,,,,,"751.756,32",,,,,,
ITAPERUCU-PR,,,,,,,PR,,,,"3.702,67",,,,,,,,,,,-,,,,,,,"3.702,67",,,,,,,,,,"14.153,56",,,,,,
LAPA-PR,,,,,,,PR,,,,"4.414,73",,,,,,,,,,,-,,,,,,,"4.414,73",,,,,,,,,,"16.875,41",,,,,,
MANDIRITUBA-PR,,,,,,,PR,,,,"3.702,67",,,,,,,,,,,-,,,,,,,"3.702,67",,,,,,,,,,"14.153,56",,,,,,
MATINHOS-PR,,,,,,,PR,,,,"99.046,62",,,,,,,,,,,"73.766,86",,,,,,,"172.813,48",,,,,,,,,,"660.584,42",,,,,,
MORRETES-PR,,,,,,,PR,,,,"3.417,85",,,,,,,,,,,-,,,,,,,"3.417,85",,,,,,,,,,"13.064,82",,,,,,
PARANAGUA-PR,,,,,,,PR,,,,"5.554,01",,,,,,,,,,,"299,33",,,,,,,"5.853,34",,,,,,,,,,"22.374,55",,,,,,
PIEN-PR,,,,,,,PR,,,,"2.990,62",,,,,,,,,,,-,,,,,,,"2.990,62",,,,,,,,,,"11.431,72",,,,,,
PINHAIS-PR,,,,,,,PR,,,,"5.411,60",,,,,,,,,,,-,,,,,,,"5.411,60",,,,,,,,,,"20.685,99",,,,,,
PIRAQUARA-PR,,,,,,,PR,,,,"5.126,78",,,,,,,,,,,-,,,,,,,"5.126,78",,,,,,,,,,"19.597,25",,,,,,
PONTAL DO PARANA-PR,,,,,,,PR,,,,"3.417,85",,,,,,,,,,,"15.932,90",,,,,,,"19.350,75",,,,,,,,,,"73.968,76",,,,,,
PORTO AMAZONAS-PR,,,,,,,PR,,,,"2.848,21",,,,,,,,,,,-,,,,,,,"2.848,21",,,,,,,,,,"10.887,35",,,,,,
QUATRO BARRAS-PR,,,,,,,PR,,,,"3.560,26",,,,,,,,,,,-,,,,,,,"3.560,26",,,,,,,,,,"13.609,19",,,,,,
QUITANDINHA-PR,,,,,,,PR,,,,"3.275,44",,,,,,,,,,,-,,,,,,,"3.275,44",,,,,,,,,,"12.520,46",,,,,,
RIO BRANCO DO SUL-PR,,,,,,,PR,,,,"3.987,49",,,,,,,,,,,-,,,,,,,"3.987,49",,,,,,,,,,"15.242,30",,,,,,
RIO NEGRO-PR,,,,,,,PR,,,,"3.987,49",,,,,,,,,,,-,,,,,,,"3.987,49",,,,,,,,,,"15.242,30",,,,,,
SAO JOSE DOS PINHAIS-PR,,,,,,,PR,,,,"5.696,42",,,,,,,,,,,-,,,,,,,"5.696,42",,,,,,,,,,"21.774,73",,,,,,
TIJUCAS DO SUL-PR,,,,,,,PR,,,,"3.133,03",,,,,,,,,,,-,,,,,,,"3.133,03",,,,,,,,,,"11.976,08",,,,,,
TUNAS DO PARANA-PR,,,,,,,PR,,,,"2.848,21",,,,,,,,,,,-,,,,,,,"2.848,21",,,,,,,,,,"10.887,35",,,,,,
PARANA  TOTAL,,,,,,,,,,,"342.853,50",,,,,,,,,,,"179.998,18",,,,,,,"522.851,68",,,,,,,,,,"1.998.615,11",,,,,,
ANGRA DOS REIS-RJ,,,,,,,RJ,,,,"5.114.102,54",,,,,,,,,,,"2.152.336,70",,,,,,,"7.266.439,24",,,,,,,,,,"33.950.915,77",,,,,,
APERIBE-RJ,,,,,,,RJ,,,,"297.578,72",,,,,,,,,,,-,,,,,,,"297.578,72",,,,,,,,,,"1.316.291,28",,,,,,
ARARUAMA-RJ,,,,,,,RJ,,,,"550.520,65",,,,,,,,,,,-,,,,,,,"550.520,65",,,,,,,,,,"2.438.732,89",,,,,,
ARMACAO DOS BUZIOS-RJ,,,,,,,RJ,,,,"2.739.500,90",,,,,,,,,,,"1.694.523,72",,,,,,,"4.434.024,62",,,,,,,,,,"21.705.082,08",,,,,,
ARRAIAL DO CABO-RJ,,,,,,,RJ,,,,"401.731,28",,,,,,,,,,,"144.302,17",,,,,,,"546.033,45",,,,,,,,,,"2.462.594,12",,,,,,
BARRA DO PIRAI-RJ,,,,,,,RJ,,,,"550.520,65",,,,,,,,,,,-,,,,,,,"550.520,65",,,,,,,,,,"2.568.114,49",,,,,,
BARRA MANSA-RJ,,,,,,,RJ,,,,"1.122.948,79",,,,,,,,,,,-,,,,,,,"1.122.948,79",,,,,,,,,,"5.278.475,75",,,,,,
BELFORD ROXO-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,-,,,,,,,"595.157,45",,,,,,,,,,"2.632.582,61",,,,,,
BOM JARDIM-RJ,,,,,,,RJ,,,,"401.731,28",,,,,,,,,,,-,,,,,,,"401.731,28",,,,,,,,,,"1.780.587,20",,,,,,
BOM JESUS DO ITABAPOANA-RJ,,,,,,,RJ,,,,"431.489,15",,,,,,,,,,,-,,,,,,,"431.489,15",,,,,,,,,,"1.908.622,38",,,,,,
CABO FRIO-RJ,,,,,,,RJ,,,,"4.058.519,85",,,,,,,,,,,"7.348.929,37",,,,,,,"11.407.449,22",,,,,,,,,,"56.677.403,67",,,,,,
CACHOEIRAS DE MACACU-RJ,,,,,,,RJ,,,,"2.423.884,45",,,,,,,,,,,-,,,,,,,"2.423.884,45",,,,,,,,,,"11.307.137,74",,,,,,
CAMBUCI-RJ,,,,,,,RJ,,,,"342.215,53",,,,,,,,,,,-,,,,,,,"342.215,53",,,,,,,,,,"1.513.734,98",,,,,,
CAMPOS DOS GOYTACAZES-RJ,,,,,,,RJ,,,,"4.058.519,85",,,,,,,,,,,"39.845.446,39",,,,,,,"43.903.966,24",,,,,,,,,,"202.439.046,34",,,,,,
CANTAGALO-RJ,,,,,,,RJ,,,,"371.973,41",,,,,,,,,,,-,,,,,,,"371.973,41",,,,,,,,,,"1.645.364,12",,,,,,
CARAPEBUS-RJ,,,,,,,RJ,,,,"2.130.722,92",,,,,,,,,,,"638.473,85",,,,,,,"2.769.196,77",,,,,,,,,,"12.855.131,71",,,,,,
CARDOSO MOREIRA-RJ,,,,,,,RJ,,,,"327.336,60",,,,,,,,,,,-,,,,,,,"327.336,60",,,,,,,,,,"1.447.920,46",,,,,,
CARMO-RJ,,,,,,,RJ,,,,"357.094,47",,,,,,,,,,,-,,,,,,,"357.094,47",,,,,,,,,,"1.583.143,50",,,,,,
CASIMIRO DE ABREU-RJ,,,,,,,RJ,,,,"2.739.500,90",,,,,,,,,,,"1.927.763,79",,,,,,,"4.667.264,69",,,,,,,,,,"21.995.404,60",,,,,,
CONCEICAO DE MACABU-RJ,,,,,,,RJ,,,,"371.973,41",,,,,,,,,,,-,,,,,,,"371.973,41",,,,,,,,,,"1.645.364,12",,,,,,
CORDEIRO-RJ,,,,,,,RJ,,,,"371.973,41",,,,,,,,,,,-,,,,,,,"371.973,41",,,,,,,,,,"1.645.364,12",,,,,,
DUAS BARRAS-RJ,,,,,,,RJ,,,,"312.457,66",,,,,,,,,,,-,,,,,,,"312.457,66",,,,,,,,,,"1.382.105,87",,,,,,
DUQUE DE CAXIAS-RJ,,,,,,,RJ,,,,"4.058.519,85",,,,,,,,,,,"135.174,23",,,,,,,"4.193.694,08",,,,,,,,,,"19.418.333,52",,,,,,
ENGENHEIRO PAULO DE FRONTIN-RJ,,,,,,,RJ,,,,"327.336,60",,,,,,,,,,,-,,,,,,,"327.336,60",,,,,,,,,,"2.482.060,62",,,,,,
GUAPIMIRIM-RJ,,,,,,,RJ,,,,"2.591.048,89",,,,,,,,,,,"135.174,23",,,,,,,"2.726.223,12",,,,,,,,,,"12.572.752,95",,,,,,
IGUABA GRANDE-RJ,,,,,,,RJ,,,,"371.973,41",,,,,,,,,,,-,,,,,,,"371.973,41",,,,,,,,,,"1.652.552,00",,,,,,
ITABORAI-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,"135.174,23",,,,,,,"730.331,68",,,,,,,,,,"3.118.395,21",,,,,,
ITAGUAI-RJ,,,,,,,RJ,,,,"535.641,71",,,,,,,,,,,-,,,,,,,"535.641,71",,,,,,,,,,"2.369.324,38",,,,,,
ITALVA-RJ,,,,,,,RJ,,,,"327.336,60",,,,,,,,,,,-,,,,,,,"327.336,60",,,,,,,,,,"1.447.920,46",,,,,,
ITAOCARA-RJ,,,,,,,RJ,,,,"386.852,34",,,,,,,,,,,-,,,,,,,"386.852,34",,,,,,,,,,"1.711.178,68",,,,,,
ITAPERUNA-RJ,,,,,,,RJ,,,,"535.641,71",,,,,,,,,,,-,,,,,,,"535.641,71",,,,,,,,,,"2.369.324,38",,,,,,
ITATIAIA-RJ,,,,,,,RJ,,,,"416.610,22",,,,,,,,,,,-,,,,,,,"416.610,22",,,,,,,,,,"1.943.437,97",,,,,,
JAPERI-RJ,,,,,,,RJ,,,,"1.063.433,05",,,,,,,,,,,-,,,,,,,"1.063.433,05",,,,,,,,,,"4.871.460,15",,,,,,
LAJE DO MURIAE-RJ,,,,,,,RJ,,,,"297.578,72",,,,,,,,,,,-,,,,,,,"297.578,72",,,,,,,,,,"1.316.291,28",,,,,,
MACAE-RJ,,,,,,,RJ,,,,"21.449.644,97",,,,,,,,,,,"10.899.186,65",,,,,,,"32.348.831,62",,,,,,,,,,"151.342.819,35",,,,,,
MACUCO-RJ,,,,,,,RJ,,,,"297.578,72",,,,,,,,,,,-,,,,,,,"297.578,72",,,,,,,,,,"1.316.291,28",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MAGE-RJ,,,,,,,RJ,,,,"3.008.960,00",,,,,,,,,,,"135.174,23",,,,,,,"3.144.134,23",,,,,,,,,,"14.522.259,44",,,,,,
MANGARATIBA-RJ,,,,,,,RJ,,,,"416.610,22",,,,,,,,,,,"1.614.252,52",,,,,,,"2.030.862,74",,,,,,,,,,"9.651.385,32",,,,,,
MARICA-RJ,,,,,,,RJ,,,,"550.520,65",,,,,,,,,,,-,,,,,,,"550.520,65",,,,,,,,,,"2.442.326,81",,,,,,
MENDES-RJ,,,,,,,RJ,,,,"357.094,47",,,,,,,,,,,-,,,,,,,"357.094,47",,,,,,,,,,"2.707.702,46",,,,,,
MESQUITA-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,-,,,,,,,"595.157,45",,,,,,,,,,"2.632.582,61",,,,,,
MIGUEL PEREIRA-RJ,,,,,,,RJ,,,,"401.731,28",,,,,,,,,,,-,,,,,,,"401.731,28",,,,,,,,,,"3.002.752,84",,,,,,
MIRACEMA-RJ,,,,,,,RJ,,,,"401.731,28",,,,,,,,,,,-,,,,,,,"401.731,28",,,,,,,,,,"1.776.993,28",,,,,,
NATIVIDADE-RJ,,,,,,,RJ,,,,"342.215,53",,,,,,,,,,,-,,,,,,,"342.215,53",,,,,,,,,,"1.513.734,98",,,,,,
NILOPOLIS-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,-,,,,,,,"595.157,45",,,,,,,,,,"2.632.582,61",,,,,,
NITEROI-RJ,,,,,,,RJ,,,,"4.058.519,85",,,,,,,,,,,"135.174,23",,,,,,,"4.193.694,08",,,,,,,,,,"19.418.333,52",,,,,,
NOVA FRIBURGO-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,-,,,,,,,"595.157,45",,,,,,,,,,"2.632.582,61",,,,,,
NOVA IGUACU-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,-,,,,,,,"595.157,45",,,,,,,,,,"2.632.582,61",,,,,,
PARACAMBI-RJ,,,,,,,RJ,,,,"461.247,03",,,,,,,,,,,-,,,,,,,"461.247,03",,,,,,,,,,"2.040.251,55",,,,,,
PARATI-RJ,,,,,,,RJ,,,,"431.489,15",,,,,,,,,,,"1.614.252,52",,,,,,,"2.045.741,67",,,,,,,,,,"9.817.830,01",,,,,,
PATY DO ALFERES-RJ,,,,,,,RJ,,,,"401.731,28",,,,,,,,,,,-,,,,,,,"401.731,28",,,,,,,,,,"3.002.752,84",,,,,,
PETROPOLIS-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,-,,,,,,,"595.157,45",,,,,,,,,,"2.632.582,61",,,,,,
PINHEIRAL-RJ,,,,,,,RJ,,,,"386.852,34",,,,,,,,,,,-,,,,,,,"386.852,34",,,,,,,,,,"1.804.620,96",,,,,,
PIRAI-RJ,,,,,,,RJ,,,,"929.522,62",,,,,,,,,,,-,,,,,,,"929.522,62",,,,,,,,,,"4.376.165,26",,,,,,
PORCIUNCULA-RJ,,,,,,,RJ,,,,"357.094,47",,,,,,,,,,,-,,,,,,,"357.094,47",,,,,,,,,,"1.583.143,50",,,,,,
PORTO REAL-RJ,,,,,,,RJ,,,,"342.215,53",,,,,,,,,,,-,,,,,,,"342.215,53",,,,,,,,,,"1.596.395,46",,,,,,
QUATIS-RJ,,,,,,,RJ,,,,"327.336,60",,,,,,,,,,,-,,,,,,,"327.336,60",,,,,,,,,,"1.526.986,98",,,,,,
QUEIMADOS-RJ,,,,,,,RJ,,,,"580.278,52",,,,,,,,,,,-,,,,,,,"580.278,52",,,,,,,,,,"2.570.362,00",,,,,,
QUISSAMA-RJ,,,,,,,RJ,,,,"2.435.111,91",,,,,,,,,,,"5.154.414,62",,,,,,,"7.589.526,53",,,,,,,,,,"38.324.679,66",,,,,,
RESENDE-RJ,,,,,,,RJ,,,,"565.399,58",,,,,,,,,,,-,,,,,,,"565.399,58",,,,,,,,,,"2.637.522,98",,,,,,
RIO BONITO-RJ,,,,,,,RJ,,,,"476.125,96",,,,,,,,,,,-,,,,,,,"476.125,96",,,,,,,,,,"2.106.066,10",,,,,,
RIO CLARO-RJ,,,,,,,RJ,,,,"357.094,47",,,,,,,,,,,-,,,,,,,"357.094,47",,,,,,,,,,"1.665.803,98",,,,,,
RIO DAS FLORES-RJ,,,,,,,RJ,,,,"297.578,72",,,,,,,,,,,-,,,,,,,"297.578,72",,,,,,,,,,"1.388.169,96",,,,,,
RIO DAS OSTRAS-RJ,,,,,,,RJ,,,,"3.551.204,87",,,,,,,,,,,"9.510.829,45",,,,,,,"13.062.034,32",,,,,,,,,,"61.141.341,17",,,,,,
RIO DE JANEIRO-RJ,,,,,,,RJ,,,,"5.114.102,54",,,,,,,,,,,"540.696,93",,,,,,,"5.654.799,47",,,,,,,,,,"25.536.333,87",,,,,,
SANTA MARIA MADALENA-RJ,,,,,,,RJ,,,,"312.457,66",,,,,,,,,,,-,,,,,,,"312.457,66",,,,,,,,,,"1.382.105,87",,,,,,
SANTO ANTONIO DE PADUA-RJ,,,,,,,RJ,,,,"461.247,03",,,,,,,,,,,-,,,,,,,"461.247,03",,,,,,,,,,"2.043.845,47",,,,,,
SAO FIDELIS-RJ,,,,,,,RJ,,,,"446.368,09",,,,,,,,,,,-,,,,,,,"446.368,09",,,,,,,,,,"1.974.436,98",,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,,,,,,RJ,,,,"461.247,03",,,,,,,,,,,-,,,,,,,"461.247,03",,,,,,,,,,"2.040.251,55",,,,,,
SAO GONCALO-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,"135.174,23",,,,,,,"730.331,68",,,,,,,,,,"3.118.395,21",,,,,,
SAO JOAO DA BARRA-RJ,,,,,,,RJ,,,,"2.840.963,90",,,,,,,,,,,"3.117.720,84",,,,,,,"5.958.684,74",,,,,,,,,,"23.979.194,19",,,,,,
SAO JOAO DE MERITI-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,-,,,,,,,"595.157,45",,,,,,,,,,"2.632.582,61",,,,,,
SAO JOSE DE UBA-RJ,,,,,,,RJ,,,,"297.578,72",,,,,,,,,,,-,,,,,,,"297.578,72",,,,,,,,,,"1.316.291,28",,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,,,,,,RJ,,,,"371.973,41",,,,,,,,,,,-,,,,,,,"371.973,41",,,,,,,,,,"1.645.364,12",,,,,,
SAO PEDRO DA ALDEIA-RJ,,,,,,,RJ,,,,"520.762,77",,,,,,,,,,,-,,,,,,,"520.762,77",,,,,,,,,,"2.310.697,67",,,,,,
SAO SEBASTIAO DO ALTO-RJ,,,,,,,RJ,,,,"297.578,72",,,,,,,,,,,-,,,,,,,"297.578,72",,,,,,,,,,"1.316.291,28",,,,,,
SAQUAREMA-RJ,,,,,,,RJ,,,,"491.004,90",,,,,,,,,,,-,,,,,,,"491.004,90",,,,,,,,,,"2.175.474,61",,,,,,
SEROPEDICA-RJ,,,,,,,RJ,,,,"520.762,77",,,,,,,,,,,-,,,,,,,"520.762,77",,,,,,,,,,"2.307.103,75",,,,,,
SILVA JARDIM-RJ,,,,,,,RJ,,,,"2.173.137,78",,,,,,,,,,,-,,,,,,,"2.173.137,78",,,,,,,,,,"10.137.433,84",,,,,,
SUMIDOURO-RJ,,,,,,,RJ,,,,"342.215,53",,,,,,,,,,,-,,,,,,,"342.215,53",,,,,,,,,,"1.513.734,98",,,,,,
TANGUA-RJ,,,,,,,RJ,,,,"416.610,22",,,,,,,,,,,-,,,,,,,"416.610,22",,,,,,,,,,"1.846.401,77",,,,,,
TERESOPOLIS-RJ,,,,,,,RJ,,,,"595.157,45",,,,,,,,,,,-,,,,,,,"595.157,45",,,,,,,,,,"2.636.176,57",,,,,,
TRAJANO DE MORAIS-RJ,,,,,,,RJ,,,,"297.578,72",,,,,,,,,,,-,,,,,,,"297.578,72",,,,,,,,,,"1.312.697,36",,,,,,
VALENCA-RJ,,,,,,,RJ,,,,"505.883,84",,,,,,,,,,,-,,,,,,,"505.883,84",,,,,,,,,,"2.359.888,97",,,,,,
VARRE-SAI-RJ,,,,,,,RJ,,,,"297.578,72",,,,,,,,,,,-,,,,,,,"297.578,72",,,,,,,,,,"1.316.291,28",,,,,,
VASSOURAS-RJ,,,,,,,RJ,,,,"431.489,15",,,,,,,,,,,-,,,,,,,"431.489,15",,,,,,,,,,"3.228.394,70",,,,,,
VOLTA REDONDA-RJ,,,,,,,RJ,,,,"1.122.948,79",,,,,,,,,,,-,,,,,,,"1.122.948,79",,,,,,,,,,"5.278.475,75",,,,,,
RIO DE JANEIRO  TOTAL,,,,,,,,,,,"107.248.224,33",,,,,,,,,,,"87.014.174,90",,,,,,,"194.262.399,23",,,,,,,,,,"907.299.619,82",,,,,,
ACARI-RN,,,,,,,RN,,,,"4.569,56",,,,,,,,,,,-,,,,,,,"4.569,56",,,,,,,,,,"21.441,22",,,,,,
ACU-RN,,,,,,,RN,,,,"240.550,68",,,,,,,,,,,"120.602,49",,,,,,,"361.153,17",,,,,,,,,,"1.691.169,55",,,,,,
AFONSO BEZERRA-RN,,,,,,,RN,,,,"4.569,56",,,,,,,,,,,-,,,,,,,"4.569,56",,,,,,,,,,"25.462,51",,,,,,
AGUA NOVA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
ALEXANDRIA-RN,,,,,,,RN,,,,"4.787,16",,,,,,,,,,,-,,,,,,,"4.787,16",,,,,,,,,,"22.462,25",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALMINO AFONSO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
ALTO DO RODRIGUES-RN,,,,,,,RN,,,,"268.995,54",,,,,,,,,,,"118.275,96",,,,,,,"387.271,50",,,,,,,,,,"1.823.875,78",,,,,,
ANTONIO MARTINS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
APODI-RN,,,,,,,RN,,,,"261.804,88",,,,,,,,,,,"156.447,42",,,,,,,"418.252,30",,,,,,,,,,"1.909.729,59",,,,,,
AREIA BRANCA-RN,,,,,,,RN,,,,"534.067,25",,,,,,,,,,,"416.082,50",,,,,,,"950.149,75",,,,,,,,,,"4.709.076,91",,,,,,
AUGUSTO SEVERO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
BARAUNA-RN,,,,,,,RN,,,,"51.356,62",,,,,,,,,,,-,,,,,,,"51.356,62",,,,,,,,,,"113.814,60",,,,,,
CAICO-RN,,,,,,,RN,,,,"7.180,74",,,,,,,,,,,-,,,,,,,"7.180,74",,,,,,,,,,"33.693,37",,,,,,
CARAUBAS-RN,,,,,,,RN,,,,"194.479,30",,,,,,,,,,,"102.286,98",,,,,,,"296.766,28",,,,,,,,,,"1.384.109,89",,,,,,
CARNAUBA DOS DANTAS-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
CARNAUBAIS-RN,,,,,,,RN,,,,"141.293,16",,,,,,,,,,,"32.608,50",,,,,,,"173.901,66",,,,,,,,,,"856.827,87",,,,,,
CERRO CORA-RN,,,,,,,RN,,,,"4.569,56",,,,,,,,,,,-,,,,,,,"4.569,56",,,,,,,,,,"21.441,22",,,,,,
CORONEL JOAO PESSOA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
CRUZETA-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
CURRAIS NOVOS-RN,,,,,,,RN,,,,"6.745,55",,,,,,,,,,,-,,,,,,,"6.745,55",,,,,,,,,,"31.651,36",,,,,,
DOUTOR SEVERIANO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
ENCANTO-RN,,,,,,,RN,,,,"4.351,96",,,,,,,,,,,-,,,,,,,"4.351,96",,,,,,,,,,"20.420,21",,,,,,
