PASSO DE CAMARAGIBE-AL,,,,,AL,,,,"395,11",,,,,,-,,,,,,"395,10",,,,,,,"3.420,31",,,,,,,,,
PENEDO-AL,,,,,AL,,,,"574,70",,,,,,-,,,,,,"574,70",,,,,,,"4.975,03",,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,"413,07",,,,,,-,,,,,,"413,06",,,,,,,"3.575,77",,,,,,,,,
PILAR-AL,,,,,AL,,,,"90.512,25",,,,,,"45.307,27",,,,,,"135.819,51",,,,,,,"1.097.388,55",,,,,,,,,
PINDOBA-AL,,,,,AL,,,,"359,19",,,,,,-,,,,,,"359,18",,,,,,,"3.109,36",,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,,"484,90",,,,,,-,,,,,,"484,90",,,,,,,"4.197,67",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,"377,15",,,,,,-,,,,,,"377,14",,,,,,,"3.264,84",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,"431,03",,,,,,-,,,,,,"431,02",,,,,,,"3.731,26",,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,"592,66",,,,,,-,,,,,,"592,66",,,,,,,"5.130,50",,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,"671,24",,,,,,"201,41",,,,,,"872,64",,,,,,,"7.489,85",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,"20.193,84",,,,,,-,,,,,,"20.193,82",,,,,,,"180.337,36",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,"395,11",,,,,,-,,,,,,"395,10",,,,,,,"3.420,31",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,"466,95",,,,,,-,,,,,,"466,94",,,,,,,"4.042,20",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,"502,86",,,,,,-,,,,,,"502,86",,,,,,,"4.353,13",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,"64.036,54",,,,,,"23.856,55",,,,,,"87.893,09",,,,,,,"682.758,01",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,"359,19",,,,,,-,,,,,,"359,18",,,,,,,"3.109,36",,,,,,,,,
SATUBA-AL,,,,,AL,,,,"4.336,42",,,,,,"2.547,27",,,,,,"6.883,66",,,,,,,"88.194,39",,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,"520,82",,,,,,-,,,,,,"520,82",,,,,,,"4.508,61",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,"574,70",,,,,,-,,,,,,"574,70",,,,,,,"4.975,03",,,,,,,,,
VICOSA-AL,,,,,AL,,,,"484,90",,,,,,-,,,,,,"484,90",,,,,,,"4.197,67",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,-,,,,,,"24.922,71",,,,,,"24.922,70",,,,,,,"267.471,53",,,,,,,,,
COARI-AM,,,,,AM,,,,"730.674,09",,,,,,"662.754,69",,,,,,"1.393.428,76",,,,,,,"12.478.112,22",,,,,,,,,
IRANDUBA-AM,,,,,AM,,,,-,,,,,,"24.922,71",,,,,,"24.922,70",,,,,,,"267.471,53",,,,,,,,,
MANAUS-AM,,,,,AM,,,,"19.834,65",,,,,,-,,,,,,"19.834,64",,,,,,,"429.888,02",,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
AIQUARA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,"124.831,50",,,,,,"66.312,26",,,,,,"191.143,75",,,,,,,"1.707.520,92",,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
ANAGE-BA,,,,,BA,,,,"21,37",,,,,,-,,,,,,"21,37",,,,,,,"383,42",,,,,,,,,
ANGUERA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
ANTAS-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
APORA-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
APUAREMA-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
ARACAS-BA,,,,,BA,,,,"50.856,63",,,,,,"18.338,02",,,,,,"69.194,63",,,,,,,"567.689,79",,,,,,,,,
ARACI-BA,,,,,BA,,,,"22,06",,,,,,-,,,,,,"22,06",,,,,,,"395,80",,,,,,,,,
ARAMARI-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
BANZAE-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,"20,69",,,,,,-,,,,,,"20,68",,,,,,,"371,08",,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,"17,24",,,,,,-,,,,,,"17,23",,,,,,,"309,20",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
BREJOES-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
CAATIBA-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
CAEM-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
CAETANOS-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
CAMACARI-BA,,,,,BA,,,,"19.861,54",,,,,,-,,,,,,"19.861,53",,,,,,,"179.584,31",,,,,,,,,
CANDEAL-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,"248.889,91",,,,,,"112.784,10",,,,,,"361.674,00",,,,,,,"3.200.490,07",,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
CANUDOS-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
CARAVELAS-BA,,,,,BA,,,,"19.882,02",,,,,,"21,78",,,,,,"19.903,79",,,,,,,"203.844,61",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,"51.410,70",,,,,,"20.375,78",,,,,,"71.786,48",,,,,,,"608.116,76",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
CATU-BA,,,,,BA,,,,"72.177,23",,,,,,"134.164,74",,,,,,"206.341,95",,,,,,,"1.497.584,83",,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
CIPO-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,"17,24",,,,,,-,,,,,,"17,23",,,,,,,"309,20",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,"22,06",,,,,,-,,,,,,"22,06",,,,,,,"395,80",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
CONDE-BA,,,,,BA,,,,"17,24",,,,,,-,,,,,,"17,23",,,,,,,"309,20",,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,"17,24",,,,,,-,,,,,,"17,23",,,,,,,"309,20",,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,"22,06",,,,,,-,,,,,,"22,06",,,,,,,"395,80",,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,"147,51",,,,,,"53,28",,,,,,"200,78",,,,,,,"2.045,50",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,"138.526,51",,,,,,"76.641,15",,,,,,"215.167,64",,,,,,,"1.863.997,37",,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,"173.922,05",,,,,,"99.394,83",,,,,,"273.316,87",,,,,,,"2.517.139,73",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,"22,06",,,,,,-,,,,,,"22,06",,,,,,,"395,80",,,,,,,,,
FATIMA-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,"27,58",,,,,,-,,,,,,"27,58",,,,,,,"494,77",,,,,,,,,
GAVIAO-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
GLORIA-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
IACU-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
ICHU-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
IPECAETA-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
IPIRA-BA,,,,,BA,,,,"22,75",,,,,,-,,,,,,"22,75",,,,,,,"408,16",,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
IRARA-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
ITABERABA-BA,,,,,BA,,,,"22,75",,,,,,-,,,,,,"22,75",,,,,,,"408,16",,,,,,,,,
ITAGI-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
ITAMBE-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,"26.729,32",,,,,,"4.385,64",,,,,,"31.114,95",,,,,,,"256.183,27",,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"462,72",,,,,,"639,44",,,,,,"1.102,14",,,,,,,"19.048,94",,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,"22,06",,,,,,-,,,,,,"22,06",,,,,,,"395,80",,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
ITATIM-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
ITIUBA-BA,,,,,BA,,,,"20,00",,,,,,-,,,,,,"19,99",,,,,,,"358,68",,,,,,,,,
JACOBINA-BA,,,,,BA,,,,"24,82",,,,,,-,,,,,,"24,82",,,,,,,"445,28",,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,"21,37",,,,,,-,,,,,,"21,37",,,,,,,"383,42",,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
JEQUIE-BA,,,,,BA,,,,"27,58",,,,,,-,,,,,,"27,58",,,,,,,"494,77",,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,"20,00",,,,,,-,,,,,,"19,99",,,,,,,"358,68",,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
JITAUNA-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
LAJE-BA,,,,,BA,,,,"17,24",,,,,,-,,,,,,"17,23",,,,,,,"309,20",,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
LAREJO DO TABOCAL-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
LAMARAO-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,"25,51",,,,,,-,,,,,,"25,51",,,,,,,"457,65",,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
MACARANI-BA,,,,,BA,,,,"16,55",,,,,,-,,,,,,"16,54",,,,,,,"296,85",,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"157.385,44",,,,,,"240.607,77",,,,,,"397.993,19",,,,,,,"3.365.329,34",,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
MAIRI-BA,,,,,BA,,,,"17,24",,,,,,-,,,,,,"17,23",,,,,,,"309,20",,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
MARACAS-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,"20,00",,,,,,-,,,,,,"19,99",,,,,,,"358,68",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
MATA DE SÃO JOAO-BA,,,,,BA,,,,"68.391,38",,,,,,"26.891,32",,,,,,"95.282,69",,,,,,,"840.009,61",,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,"20,00",,,,,,-,,,,,,"19,99",,,,,,,"358,68",,,,,,,,,
MILAGRES-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
MIRANTE-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,"22,06",,,,,,-,,,,,,"22,06",,,,,,,"395,80",,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
MURITIBA-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,"17,24",,,,,,-,,,,,,"17,23",,,,,,,"309,20",,,,,,,,,
NAZARE-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
OLINDINA-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,"18,62",,,,,,-,,,,,,"18,61",,,,,,,"333,95",,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,"24,82",,,,,,-,,,,,,"24,82",,,,,,,"445,28",,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
PEDRAO-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
PINTADAS-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
PIRITIBA-BA,,,,,BA,,,,"17,24",,,,,,-,,,,,,"17,23",,,,,,,"309,20",,,,,,,,,
PLANALTINO-BA,,,,,BA,,,,"13,79",,,,,,-,,,,,,"13,79",,,,,,,"247,36",,,,,,,,,
PLANALTO-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
POCOES-BA,,,,,BA,,,,"20,69",,,,,,-,,,,,,"20,68",,,,,,,"371,08",,,,,,,,,
POJUCA-BA,,,,,BA,,,,"233.145,95",,,,,,"150.044,32",,,,,,"383.190,25",,,,,,,"3.353.508,88",,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,"15,86",,,,,,-,,,,,,"15,85",,,,,,,"284,45",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,"17,93",,,,,,-,,,,,,"17,92",,,,,,,"321,59",,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,,"14,48",,,,,,-,,,,,,"14,47",,,,,,,"259,73",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,,"21,37",,,,,,-,,,,,,"21,37",,,,,,,"383,42",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,BA,,,,"15,17",,,,,,-,,,,,,"15,16",,,,,,,"272,08",,,,,,,,,
RIO REAL-BA,,,,,BA,,,,"19,31",,,,,,-,,,,,,"19,30",,,,,,,"346,33",,,,,,,,,
