ANADIA,,,AL,,,,,,"375,21",,,,,,-,,,,,,"375,21",,,,,,"3.759,30",,,,,,,,,
ATALAIA,,,AL,,,,,,"484,65",,,,,,-,,,,,,"484,65",,,,,,"4.855,79",,,,,,,,,
BARRA DE SANTO ANTONIO,,,AL,,,,,,"328,31",,,,,,-,,,,,,"328,31",,,,,,"3.289,40",,,,,,,,,
BARRA DE SAO MIGUEL,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
BOCA DA MATA,,,AL,,,,,,"422,11",,,,,,-,,,,,,"422,11",,,,,,"4.229,22",,,,,,,,,
BRANQUINHA,,,AL,,,,,,"328,31",,,,,,-,,,,,,"328,31",,,,,,"3.289,40",,,,,,,,,
CAJUEIRO,,,AL,,,,,,"390,85",,,,,,-,,,,,,"390,85",,,,,,"3.915,94",,,,,,,,,
CAMPESTRE,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
CAMPO ALEGRE,,,AL,,,,,,"484,65",,,,,,-,,,,,,"484,65",,,,,,"4.855,79",,,,,,,,,
CAPELA,,,AL,,,,,,"390,85",,,,,,-,,,,,,"390,85",,,,,,"3.915,94",,,,,,,,,
CHA PRETA,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
COLONIA LEOPOLDINA,,,AL,,,,,,"375,21",,,,,,-,,,,,,"375,21",,,,,,"3.759,30",,,,,,,,,
COQUEIRO SECO,,,AL,,,,,,"1.517,31",,,,,,"776,98",,,,,,"2.294,29",,,,,,"9.085,75",,,,,,,,,
CORURIPE,,,AL,,,,,,"1.010.276,88",,,,,,"32.119,07",,,,,,"1.042.395,95",,,,,,"6.809.410,64",,,,,,,,,
FELIZ DESERTO,,,AL,,,,,,"11.348,47",,,,,,"15.554,49",,,,,,"26.902,96",,,,,,"268.623,54",,,,,,,,,
FLEXEIRAS,,,AL,,,,,,"328,31",,,,,,-,,,,,,"328,31",,,,,,"3.362,60",,,,,,,,,
IBATEGUARA,,,AL,,,,,,"359,58",,,,,,-,,,,,,"359,58",,,,,,"3.602,67",,,,,,,,,
IGREJA NOVA,,,AL,,,,,,"406,48",,,,,,-,,,,,,"406,48",,,,,,"4.072,58",,,,,,,,,
JACUIPE,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
JAPARATINGA,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
JEQUIA DA PRAIA,,,AL,,,,,,"3.017,87",,,,,,"1.123,05",,,,,,"4.140,92",,,,,,"56.565,03",,,,,,,,,
JOAQUIM GOMES,,,AL,,,,,,"406,48",,,,,,-,,,,,,"406,48",,,,,,"4.072,58",,,,,,,,,
JUNDIA,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
JUNQUEIRO,,,AL,,,,,,"406,48",,,,,,-,,,,,,"406,48",,,,,,"4.072,58",,,,,,,,,
MACEIO,,,AL,,,,,,"77.097,82",,,,,,"17.194,21",,,,,,"94.292,03",,,,,,"649.287,86",,,,,,,,,
MARAGOGI,,,AL,,,,,,"406,48",,,,,,-,,,,,,"406,48",,,,,,"4.072,58",,,,,,,,,
MARECHAL DEODORO,,,AL,,,,,,"136.995,26",,,,,,"107.462,70",,,,,,"244.457,96",,,,,,"1.800.359,85",,,,,,,,,
MATRIZ DE CAMARAGIBE,,,AL,,,,,,"422,11",,,,,,-,,,,,,"422,11",,,,,,"4.156,00",,,,,,,,,
MESSIAS,,,AL,,,,,,"328,31",,,,,,-,,,,,,"328,31",,,,,,"3.289,40",,,,,,,,,
MURICI,,,AL,,,,,,"422,11",,,,,,-,,,,,,"422,11",,,,,,"4.229,22",,,,,,,,,
NOVO LINO,,,AL,,,,,,"328,31",,,,,,-,,,,,,"328,31",,,,,,"3.289,40",,,,,,,,,
PARIPUEIRA,,,AL,,,,,,"312,68",,,,,,"8.938,14",,,,,,"9.250,82",,,,,,"50.847,98",,,,,,,,,
PASSO DE CAMARAGIBE,,,AL,,,,,,"343,94",,,,,,-,,,,,,"343,94",,,,,,"3.446,02",,,,,,,,,
PENEDO,,,AL,,,,,,"515,92",,,,,,-,,,,,,"515,92",,,,,,"5.169,06",,,,,,,,,
PIACABUCU,,,AL,,,,,,"375,21",,,,,,-,,,,,,"375,21",,,,,,"3.759,30",,,,,,,,,
PILAR,,,AL,,,,,,"194.294,92",,,,,,"125.037,87",,,,,,"319.332,79",,,,,,"1.711.220,80",,,,,,,,,
PINDOBA,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
PORTO CALVO,,,AL,,,,,,"406,48",,,,,,-,,,,,,"406,48",,,,,,"4.072,58",,,,,,,,,
PORTO DE PEDRAS,,,AL,,,,,,"328,31",,,,,,-,,,,,,"328,31",,,,,,"3.289,40",,,,,,,,,
PORTO REAL DO COLEGIO,,,AL,,,,,,"390,85",,,,,,-,,,,,,"390,85",,,,,,"3.915,94",,,,,,,,,
RIO LARGO,,,AL,,,,,,"3.291,02",,,,,,"1.789,94",,,,,,"5.080,96",,,,,,"47.787,08",,,,,,,,,
ROTEIRO,,,AL,,,,,,"530,73",,,,,,"140,64",,,,,,"671,37",,,,,,"5.802,29",,,,,,,,,
SANTA LUZIA DO NORTE,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
SANTANA DO MUNDAU,,,AL,,,,,,"328,31",,,,,,-,,,,,,"328,31",,,,,,"3.289,40",,,,,,,,,
SAO JOSE DA LAJE,,,AL,,,,,,"406,48",,,,,,-,,,,,,"406,48",,,,,,"4.072,58",,,,,,,,,
SAO LUIS DO QUITUNDE,,,AL,,,,,,"437,75",,,,,,-,,,,,,"437,75",,,,,,"4.385,87",,,,,,,,,
SAO MIGUEL DOS CAMPOS,,,AL,,,,,,"213.715,34",,,,,,"129.409,21",,,,,,"343.124,55",,,,,,"2.392.742,71",,,,,,,,,
SAO MIGUEL DOS MILAGRES,,,AL,,,,,,"312,68",,,,,,-,,,,,,"312,68",,,,,,"3.132,76",,,,,,,,,
SATUBA,,,AL,,,,,,"26.239,96",,,,,,"16.702,93",,,,,,"42.942,89",,,,,,"475.440,19",,,,,,,,,
TEOTONIO VILELA,,,AL,,,,,,"469,02",,,,,,-,,,,,,"469,02",,,,,,"4.699,15",,,,,,,,,
UNIAO DOS PALMARES,,,AL,,,,,,"515,92",,,,,,-,,,,,,"515,92",,,,,,"5.169,06",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA,,,AL,,,,,,"422,11",,,,,,-,,,,,,"422,11",,,,,,"4.229,22",,,,,,,,,
TOTAL ALAGOAS,,,,,,,,,"1.693.787,48",,,,,,"456.249,23",,,,,,"2.150.036,71",,,,,,"14.428.955,83",,,,,,,,,
ANAMA,,,AM,,,,,,-,,,,,,"2.102,90",,,,,,"2.102,90",,,,,,"15.224,47",,,,,,,,,
ANORI,,,AM,,,,,,-,,,,,,"2.102,90",,,,,,"2.102,90",,,,,,"15.224,47",,,,,,,,,
AUTAZES,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
BERURI,,,AM,,,,,,-,,,,,,"2.102,90",,,,,,"2.102,90",,,,,,"15.224,47",,,,,,,,,
CAREIRO DA VARZEA,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
CAREIRO,,,AM,,,,,,-,,,,,,"2.102,90",,,,,,"2.102,90",,,,,,"15.224,47",,,,,,,,,
COARI,,,AM,,,,,,"1.615.888,44",,,,,,"1.517.303,66",,,,,,"3.133.192,10",,,,,,"22.706.384,26",,,,,,,,,
CODAJAS,,,AM,,,,,,-,,,,,,"2.102,90",,,,,,"2.102,90",,,,,,"15.224,47",,,,,,,,,
IRANDUBA,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
ITACOATIARA,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
ITAPIRANGA,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
MANACAPURU,,,AM,,,,,,-,,,,,,"2.102,90",,,,,,"2.102,90",,,,,,"15.224,47",,,,,,,,,
MANAQUIRI,,,AM,,,,,,-,,,,,,"2.102,90",,,,,,"2.102,90",,,,,,"15.224,47",,,,,,,,,
MANAUS,,,AM,,,,,,"68.291,54",,,,,,"46.831,72",,,,,,"115.123,26",,,,,,"5.567.189,69",,,,,,,,,
PARINTINS,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
SILVES,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
URUCARA,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
URUCURITUBA,,,AM,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
TOTAL AMAZONAS,,,,,,,,,"1.684.179,98",,,,,,"1.618.603,82",,,,,,"3.302.783,80",,,,,,"28.724.611,78",,,,,,,,,
LARANJAL DO JARI,,,AP,,,,,,-,,,,,,"4.416,46",,,,,,"4.416,46",,,,,,"38.274,06",,,,,,,,,
