ANADIA-AL,,,,AL,,,,,"357,11",,,,,,,-,,,,,,"357,11",,,,,,,"2.510,51",,,,,,,,,,,,,
ATALAIA-AL,,,,AL,,,,,"446,39",,,,,,,-,,,,,,"446,39",,,,,,,"3.138,14",,,,,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"2.092,08",,,,,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"2.092,08",,,,,,,,,,,,,
BOCA DA MATA-AL,,,,AL,,,,,"386,87",,,,,,,-,,,,,,"386,87",,,,,,,"2.719,72",,,,,,,,,,,,,
BRANQUINHA-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"2.092,08",,,,,,,,,,,,,
CAJUEIRO-AL,,,,AL,,,,,"357,11",,,,,,,-,,,,,,"357,11",,,,,,,"2.510,51",,,,,,,,,,,,,
CAMPESTRE-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"2.092,08",,,,,,,,,,,,,
CAMPO ALEGRE-AL,,,,AL,,,,,"446,39",,,,,,,-,,,,,,"446,39",,,,,,,"3.138,14",,,,,,,,,,,,,
CAPELA-AL,,,,AL,,,,,"386,87",,,,,,,-,,,,,,"386,87",,,,,,,"2.719,72",,,,,,,,,,,,,
CHA PRETA-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"2.092,08",,,,,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,AL,,,,,"357,11",,,,,,,-,,,,,,"357,11",,,,,,,"2.510,51",,,,,,,,,,,,,
COQUEIRO SECO-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"35.392,45",,,,,,,,,,,,,
CORURIPE-AL,,,,AL,,,,,"35.973,08",,,,,,,"15.108,45",,,,,,"51.081,53",,,,,,,"345.059,08",,,,,,,,,,,,,
FELIZ DESERTO-AL,,,,AL,,,,,"10.485,84",,,,,,,"14.371,23",,,,,,"24.857,07",,,,,,,"174.758,94",,,,,,,,,,,,,
FLEXEIRAS-AL,,,,AL,,,,,"327,35",,,,,,,-,,,,,,"327,35",,,,,,,"2.301,29",,,,,,,,,,,,,
IBATEGUARA-AL,,,,AL,,,,,"342,23",,,,,,,-,,,,,,"342,23",,,,,,,"2.405,89",,,,,,,,,,,,,
IGREJA NOVA-AL,,,,AL,,,,,"371,99",,,,,,,-,,,,,,"371,99",,,,,,,"2.615,11",,,,,,,,,,,,,
JACUIPE-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"2.092,08",,,,,,,,,,,,,
JAPARATINGA-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"2.092,08",,,,,,,,,,,,,
JOAQUIM GOMES-AL,,,,AL,,,,,"371,99",,,,,,,-,,,,,,"371,99",,,,,,,"2.615,11",,,,,,,,,,,,,
JUNDIA-AL,,,,AL,,,,,"297,59",,,,,,,-,,,,,,"297,59",,,,,,,"2.092,08",,,,,,,,,,,,,
JUNQUEIRO-AL,,,,AL,,,,,"386,87",,,,,,,-,,,,,,"386,87",,,,,,,"2.719,72",,,,,,,,,,,,,
MACEIO-AL,,,,AL,,,,,"22.472,76",,,,,,,"12.871,28",,,,,,"35.344,04",,,,,,,"273.648,91",,,,,,,,,,,,,
MARAGOGI-AL,,,,AL,,,,,"357,11",,,,,,,-,,,,,,"357,11",,,,,,,"2.510,51",,,,,,,,,,,,,
MARECHAL DEODORO-AL,,,,AL,,,,,"43.899,72",,,,,,,"23.217,90",,,,,,"67.117,62",,,,,,,"409.521,60",,,,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,,,"386,87",,,,,,,-,,,,,,"386,87",,,,,,,"2.719,72",,,,,,,,,,,,,
