IGRAPIUNA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,,"2.411,20",,,,,,,-,,,,,,,"2.411,20",,,,,,,,,,"7.049,16",,,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,,"2.038,07",,,,,,,"117,13",,,,,,,"2.155,20",,,,,,,,,,"6.786,17",,,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,,"1.868,68",,,,,,,-,,,,,,,"1.868,68",,,,,,,,,,"5.463,09",,,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,,"1.989,24",,,,,,,-,,,,,,,"1.989,24",,,,,,,,,,"5.815,55",,,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
IRARA-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,,"1.687,84",,,,,,,-,,,,,,,"1.687,84",,,,,,,,,,"4.934,41",,,,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,,"1.989,24",,,,,,,-,,,,,,,"1.989,24",,,,,,,,,,"5.815,55",,,,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,,"2.411,20",,,,,,,-,,,,,,,"2.411,20",,,,,,,,,,"7.049,16",,,,,,,,,,
ITACARE-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
ITAGI-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
ITAJUIPE-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
ITAMARAJU-BA,,,,,,,,,BA,,,"1.989,24",,,,,,,-,,,,,,,"1.989,24",,,,,,,,,,"5.815,55",,,,,,,,,,
ITAMARI-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
ITAMBE-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
ITANAGRA-BA,,,,,,,,,BA,,,"125.273,16",,,,,,,"19.935,00",,,,,,,"145.208,16",,,,,,,,,,"429.026,12",,,,,,,,,,
ITANHEM-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
ITAPARICA-BA,,,,,,,,,BA,,,"149.190,96",,,,,,,"334.466,77",,,,,,,"483.657,73",,,,,,,,,,"1.391.949,06",,,,,,,,,,
ITAPE-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
ITAPEBI-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
ITAPETINGA-BA,,,,,,,,,BA,,,"2.049,52",,,,,,,-,,,,,,,"2.049,52",,,,,,,,,,"5.991,78",,,,,,,,,,
ITAPICURU-BA,,,,,,,,,BA,,,"1.748,12",,,,,,,-,,,,,,,"1.748,12",,,,,,,,,,"5.110,63",,,,,,,,,,
ITAPITANGA-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
ITAQUARA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
ITARANTIM-BA,,,,,,,,,BA,,,"1.507,00",,,,,,,-,,,,,,,"1.507,00",,,,,,,,,,"4.405,72",,,,,,,,,,
ITATIM-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
ITIRUCU-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
ITIUBA-BA,,,,,,,,,BA,,,"1.808,40",,,,,,,-,,,,,,,"1.808,40",,,,,,,,,,"5.286,86",,,,,,,,,,
ITORORO-BA,,,,,,,,,BA,,,"1.507,00",,,,,,,-,,,,,,,"1.507,00",,,,,,,,,,"4.405,72",,,,,,,,,,
ITUBERA-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
JACOBINA-BA,,,,,,,,,BA,,,"2.109,80",,,,,,,-,,,,,,,"2.109,80",,,,,,,,,,"6.168,01",,,,,,,,,,
JAGUAQUARA-BA,,,,,,,,,BA,,,"1.928,96",,,,,,,-,,,,,,,"1.928,96",,,,,,,,,,"5.639,32",,,,,,,,,,
JAGUARIPE-BA,,,,,,,,,BA,,,"64.961,85",,,,,,,-,,,,,,,"64.961,85",,,,,,,,,,"189.916,29",,,,,,,,,,
JANDAIRA-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
JEQUIE-BA,,,,,,,,,BA,,,"2.411,20",,,,,,,-,,,,,,,"2.411,20",,,,,,,,,,"7.049,16",,,,,,,,,,
JEREMOABO-BA,,,,,,,,,BA,,,"1.808,40",,,,,,,-,,,,,,,"1.808,40",,,,,,,,,,"5.286,86",,,,,,,,,,
JIQUIRICA-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
JITAUNA-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
JUCURUCU-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
JUSSARI-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
LAJE-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
LAJEDAO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDINHO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
LAMARAO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
LAURO DE FREITAS-BA,,,,,,,,,BA,,,"2.411,20",,,,,,,-,,,,,,,"2.411,20",,,,,,,,,,"7.049,16",,,,,,,,,,
MACAJUBA-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
MACARANI-BA,,,,,,,,,BA,,,"1.446,72",,,,,,,-,,,,,,,"1.446,72",,,,,,,,,,"4.229,49",,,,,,,,,,
MADRE DE DEUS-BA,,,,,,,,,BA,,,"1.995.919,89",,,,,,,"1.545.158,09",,,,,,,"3.541.077,98",,,,,,,,,,"10.305.260,57",,,,,,,,,,
MAIQUINIQUE-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
MAIRI-BA,,,,,,,,,BA,,,"1.507,00",,,,,,,-,,,,,,,"1.507,00",,,,,,,,,,"4.405,72",,,,,,,,,,
MANOEL VITORINO-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
MARACAS-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
MARAGOGIPE-BA,,,,,,,,,BA,,,"56.134,28",,,,,,,-,,,,,,,"56.134,28",,,,,,,,,,"164.108,85",,,,,,,,,,
MARAU-BA,,,,,,,,,BA,,,"1.507,00",,,,,,,-,,,,,,,"1.507,00",,,,,,,,,,"4.405,72",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
MASCOTE-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
MATA DE SAO JOAO-BA,,,,,,,,,BA,,,"236.157,55",,,,,,,"105.812,29",,,,,,,"341.969,84",,,,,,,,,,"1.011.189,41",,,,,,,,,,
MEDEIROS NETO-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
MIGUEL CALMON-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
MILAGRES-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
MIRANTE-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
MONTE SANTO-BA,,,,,,,,,BA,,,"1.928,96",,,,,,,-,,,,,,,"1.928,96",,,,,,,,,,"5.639,32",,,,,,,,,,
MUCURI-BA,,,,,,,,,BA,,,"1.808,40",,,,,,,-,,,,,,,"1.808,40",,,,,,,,,,"5.286,86",,,,,,,,,,
MUNDO NOVO-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
MURITIBA-BA,,,,,,,,,BA,,,"1.687,84",,,,,,,-,,,,,,,"1.687,84",,,,,,,,,,"4.934,41",,,,,,,,,,
MUTUIPE-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
NAZARE-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
NILO PECANHA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
NORDESTINA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
NOVA CANAA-BA,,,,,,,,,BA,,,"1.446,72",,,,,,,-,,,,,,,"1.446,72",,,,,,,,,,"4.229,49",,,,,,,,,,
NOVA FATIMA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
NOVA IBIA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
NOVA ITARANA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
NOVA SOURE-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
NOVA VICOSA-BA,,,,,,,,,BA,,,"1.808,40",,,,,,,-,,,,,,,"1.808,40",,,,,,,,,,"5.286,86",,,,,,,,,,
NOVO TRIUNFO-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
OLINDINA-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
OURICANGAS-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
OUROLANDIA-BA,,,,,,,,,BA,,,"1.446,72",,,,,,,-,,,,,,,"1.446,72",,,,,,,,,,"4.229,49",,,,,,,,,,
PARIPIRANGA-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
PAU BRASIL-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
PAULO AFONSO-BA,,,,,,,,,BA,,,"2.230,36",,,,,,,-,,,,,,,"2.230,36",,,,,,,,,,"6.520,47",,,,,,,,,,
PE DE SERRA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
PEDRAO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,,,,BA,,,"1.446,72",,,,,,,-,,,,,,,"1.446,72",,,,,,,,,,"4.229,49",,,,,,,,,,
PINTADAS-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
PIRAI DO NORTE-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
PIRITIBA-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
PLANALTINO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
PLANALTO-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
POCOES-BA,,,,,,,,,BA,,,"1.868,68",,,,,,,-,,,,,,,"1.868,68",,,,,,,,,,"5.463,09",,,,,,,,,,
POJUCA-BA,,,,,,,,,BA,,,"699.984,97",,,,,,,"529.225,39",,,,,,,"1.229.210,36",,,,,,,,,,"3.748.696,16",,,,,,,,,,
PORTO SEGURO-BA,,,,,,,,,BA,,,"2.290,64",,,,,,,-,,,,,,,"2.290,64",,,,,,,,,,"6.696,70",,,,,,,,,,
POTIRAGUA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
PRADO-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
QUEIMADAS-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
QUIXABEIRA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
RETIROLANDIA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,,,,BA,,,"1.748,12",,,,,,,-,,,,,,,"1.748,12",,,,,,,,,,"5.110,63",,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,,,,BA,,,"1.868,68",,,,,,,-,,,,,,,"1.868,68",,,,,,,,,,"5.463,09",,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
RIO REAL-BA,,,,,,,,,BA,,,"1.808,40",,,,,,,-,,,,,,,"1.808,40",,,,,,,,,,"5.286,86",,,,,,,,,,
RUY BARBOSA-BA,,,,,,,,,BA,,,"1.687,84",,,,,,,-,,,,,,,"1.687,84",,,,,,,,,,"4.934,41",,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,,,,BA,,,"39.837,23",,,,,,,"333.474,54",,,,,,,"373.311,77",,,,,,,,,,"1.065.494,27",,,,,,,,,,
SALVADOR-BA,,,,,,,,,BA,,,"72.431,34",,,,,,,"333.474,54",,,,,,,"405.905,88",,,,,,,,,,"1.160.783,29",,,,,,,,,,
SANTA BARBARA-BA,,,,,,,,,BA,,,"1.507,00",,,,,,,-,,,,,,,"1.507,00",,,,,,,,,,"4.405,72",,,,,,,,,,
SANTA BRIGIDA-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
SANTA INES-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
SANTA LUZIA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
SANTA TERESINHA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
SANTALUZ-BA,,,,,,,,,BA,,,"1.748,12",,,,,,,-,,,,,,,"1.748,12",,,,,,,,,,"5.110,63",,,,,,,,,,
SANTANOPOLIS-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
SANTO AMARO-BA,,,,,,,,,BA,,,"59.755,85",,,,,,,"333.474,54",,,,,,,"393.230,39",,,,,,,,,,"1.123.726,45",,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,,,,BA,,,"2.170,08",,,,,,,-,,,,,,,"2.170,08",,,,,,,,,,"6.344,24",,,,,,,,,,
SANTO ESTEVAO-BA,,,,,,,,,BA,,,"1.868,68",,,,,,,-,,,,,,,"1.868,68",,,,,,,,,,"5.463,09",,,,,,,,,,
SAO DOMINGOS-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
SAO FELIPE-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
SAO FELIX-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,,,,BA,,,"2.323.371,38",,,,,,,"1.251.018,65",,,,,,,"3.574.390,03",,,,,,,,,,"10.496.119,34",,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,,,,BA,,,"1.748,12",,,,,,,-,,,,,,,"1.748,12",,,,,,,,,,"5.110,63",,,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,,,,BA,,,"1.265,88",,,,,,,-,,,,,,,"1.265,88",,,,,,,,,,"3.700,80",,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,,,,BA,,,"501.326,97",,,,,,,"262.267,77",,,,,,,"763.594,74",,,,,,,,,,"2.253.243,34",,,,,,,,,,
SAPEACU-BA,,,,,,,,,BA,,,"1.446,72",,,,,,,-,,,,,,,"1.446,72",,,,,,,,,,"4.229,49",,,,,,,,,,
SATIRO DIAS-BA,,,,,,,,,BA,,,"102.977,51",,,,,,,"1.672,05",,,,,,,"104.649,56",,,,,,,,,,"107.548,28",,,,,,,,,,
SAUBARA-BA,,,,,,,,,BA,,,"38.026,45",,,,,,,"333.474,54",,,,,,,"371.500,99",,,,,,,,,,"1.060.200,43",,,,,,,,,,
SERRA PRETA-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
SERRINHA-BA,,,,,,,,,BA,,,"2.109,80",,,,,,,-,,,,,,,"2.109,80",,,,,,,,,,"6.168,01",,,,,,,,,,
SERROLANDIA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
SIMOES FILHO-BA,,,,,,,,,BA,,,"103.640,41",,,,,,,"1.713,79",,,,,,,"105.354,20",,,,,,,,,,"314.987,15",,,,,,,,,,
SITIO DO QUINTO-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
TANQUINHO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
TAPEROA-BA,,,,,,,,,BA,,,"1.507,00",,,,,,,-,,,,,,,"1.507,00",,,,,,,,,,"4.405,72",,,,,,,,,,
TAPIRAMUTA-BA,,,,,,,,,BA,,,"1.446,72",,,,,,,-,,,,,,,"1.446,72",,,,,,,,,,"4.229,49",,,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,,,,,BA,,,"2.350,92",,,,,,,-,,,,,,,"2.350,92",,,,,,,,,,"6.872,93",,,,,,,,,,
TEODORO SAMPAIO-BA,,,,,,,,,BA,,,"101.831,09",,,,,,,"876,58",,,,,,,"102.707,67",,,,,,,,,,"304.696,55",,,,,,,,,,
TEOFILANDIA-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
TEOLANDIA-BA,,,,,,,,,BA,,,"1.386,44",,,,,,,-,,,,,,,"1.386,44",,,,,,,,,,"4.053,26",,,,,,,,,,
TERRA NOVA-BA,,,,,,,,,BA,,,"1.360,01",,,,,,,"21,83",,,,,,,"1.381,84",,,,,,,,,,"4.358,69",,,,,,,,,,
TUCANO-BA,,,,,,,,,BA,,,"1.928,96",,,,,,,-,,,,,,,"1.928,96",,,,,,,,,,"5.639,32",,,,,,,,,,
UAUA-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
UBAIRA-BA,,,,,,,,,BA,,,"1.507,00",,,,,,,-,,,,,,,"1.507,00",,,,,,,,,,"4.405,72",,,,,,,,,,
UBAITABA-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
UBATA-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
UNA-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
URUCUCA-BA,,,,,,,,,BA,,,"1.507,00",,,,,,,-,,,,,,,"1.507,00",,,,,,,,,,"4.405,72",,,,,,,,,,
VALENCA-BA,,,,,,,,,BA,,,"64.961,85",,,,,,,-,,,,,,,"64.961,85",,,,,,,,,,"189.916,29",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALENTE-BA,,,,,,,,,BA,,,"1.627,56",,,,,,,-,,,,,,,"1.627,56",,,,,,,,,,"4.758,18",,,,,,,,,,
VARZEA DA ROCA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
VARZEA DO POCO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
VARZEA NOVA-BA,,,,,,,,,BA,,,"1.326,16",,,,,,,-,,,,,,,"1.326,16",,,,,,,,,,"3.877,03",,,,,,,,,,
VARZEDO-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
VERA CRUZ-BA,,,,,,,,,BA,,,"105.703,71",,,,,,,"1.297,11",,,,,,,"107.000,82",,,,,,,,,,"315.842,57",,,,,,,,,,
VEREDA-BA,,,,,,,,,BA,,,"1.205,60",,,,,,,-,,,,,,,"1.205,60",,,,,,,,,,"3.524,57",,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,,,,BA,,,"2.411,20",,,,,,,-,,,,,,,"2.411,20",,,,,,,,,,"7.049,16",,,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,,,,,BA,,,"1.567,28",,,,,,,-,,,,,,,"1.567,28",,,,,,,,,,"4.581,95",,,,,,,,,,
