JACUIPE-AL,,,,,AL,,,,"74,71",,,,,,,,,-,,,,,,"74,71",,,,,,,,,"922,19",,,,,,,,,,,,
JAPARATINGA-AL,,,,,AL,,,,"74,71",,,,,,,,,-,,,,,,"74,71",,,,,,,,,"922,19",,,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,AL,,,,"93,39",,,,,,,,,-,,,,,,"93,39",,,,,,,,,"1.152,74",,,,,,,,,,,,
JUNDIA-AL,,,,,AL,,,,"74,71",,,,,,,,,-,,,,,,"74,71",,,,,,,,,"922,19",,,,,,,,,,,,
JUNQUEIRO-AL,,,,,AL,,,,"97,13",,,,,,,,,-,,,,,,"97,13",,,,,,,,,"1.198,86",,,,,,,,,,,,
MACEIO-AL,,,,,AL,,,,"43.933,26",,,,,,,,,"30.002,49",,,,,,"73.935,75",,,,,,,,,"147.166,51",,,,,,,,,,,,
MARAGOGI-AL,,,,,AL,,,,"89,66",,,,,,,,,-,,,,,,"89,66",,,,,,,,,"1.106,64",,,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,AL,,,,"46.565,25",,,,,,,,,"21.851,69",,,,,,"68.416,94",,,,,,,,,"168.818,59",,,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,AL,,,,"97,13",,,,,,,,,-,,,,,,"97,13",,,,,,,,,"1.198,86",,,,,,,,,,,,
MESSIAS-AL,,,,,AL,,,,"78,45",,,,,,,,,-,,,,,,"78,45",,,,,,,,,"968,30",,,,,,,,,,,,
MURICI-AL,,,,,AL,,,,"97,13",,,,,,,,,-,,,,,,"97,13",,,,,,,,,"1.198,86",,,,,,,,,,,,
NOVO LINO-AL,,,,,AL,,,,"78,45",,,,,,,,,-,,,,,,"78,45",,,,,,,,,"968,30",,,,,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,,"74,71",,,,,,,,,-,,,,,,"74,71",,,,,,,,,"922,19",,,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,"82,18",,,,,,,,,-,,,,,,"82,18",,,,,,,,,"1.014,41",,,,,,,,,,,,
PENEDO-AL,,,,,AL,,,,"119,54",,,,,,,,,-,,,,,,"119,54",,,,,,,,,"1.475,52",,,,,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,"85,92",,,,,,,,,-,,,,,,"85,92",,,,,,,,,"1.060,52",,,,,,,,,,,,
PILAR-AL,,,,,AL,,,,"72.314,12",,,,,,,,,"35.248,81",,,,,,"107.562,93",,,,,,,,,"302.158,14",,,,,,,,,,,,
PINDOBA-AL,,,,,AL,,,,"74,71",,,,,,,,,-,,,,,,"74,71",,,,,,,,,"922,19",,,,,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,,"100,87",,,,,,,,,-,,,,,,"100,87",,,,,,,,,"1.244,97",,,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,"78,45",,,,,,,,,-,,,,,,"78,45",,,,,,,,,"968,30",,,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,"89,66",,,,,,,,,-,,,,,,"89,66",,,,,,,,,"1.106,64",,,,,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,"123,28",,,,,,,,,-,,,,,,"123,28",,,,,,,,,"1.521,63",,,,,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,"320,68",,,,,,,,,"158,50",,,,,,"479,18",,,,,,,,,"2.179,86",,,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,"17.691,25",,,,,,,,,-,,,,,,"17.691,25",,,,,,,,,"51.235,82",,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,"82,18",,,,,,,,,-,,,,,,"82,18",,,,,,,,,"1.014,41",,,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,"97,13",,,,,,,,,-,,,,,,"97,13",,,,,,,,,"1.198,86",,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,"104,60",,,,,,,,,-,,,,,,"104,60",,,,,,,,,"1.291,07",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,"49.146,39",,,,,,,,,"17.105,07",,,,,,"66.251,46",,,,,,,,,"198.928,32",,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,"74,71",,,,,,,,,-,,,,,,"74,71",,,,,,,,,"922,19",,,,,,,,,,,,
SATUBA-AL,,,,,AL,,,,"5.338,47",,,,,,,,,"3.391,91",,,,,,"8.730,38",,,,,,,,,"27.619,61",,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,"108,33",,,,,,,,,-,,,,,,"108,33",,,,,,,,,"1.337,18",,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,"119,54",,,,,,,,,-,,,,,,"119,54",,,,,,,,,"1.475,52",,,,,,,,,,,,
VICOSA-AL,,,,,AL,,,,"100,87",,,,,,,,,-,,,,,,"100,87",,,,,,,,,"1.244,97",,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,"18.949,00",,,,,,,,,"33.437,86",,,,,,"52.386,86",,,,,,,,,"80.310,75",,,,,,,,,,,,
COARI-AM,,,,,AM,,,,"701.963,82",,,,,,,,,"565.941,04",,,,,,"1.267.904,86",,,,,,,,,"3.133.764,12",,,,,,,,,,,,
IRANDUBA-AM,,,,,AM,,,,"18.949,00",,,,,,,,,"33.437,86",,,,,,"52.386,86",,,,,,,,,"80.310,75",,,,,,,,,,,,
MANAUS-AM,,,,,AM,,,,"74.463,56",,,,,,,,,"100.313,86",,,,,,"174.777,42",,,,,,,,,"291.764,11",,,,,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
AIQUARA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,"108.585,24",,,,,,,,,"57.070,53",,,,,,"165.655,77",,,,,,,,,"479.906,71",,,,,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,"11,34",,,,,,,,,-,,,,,,"11,34",,,,,,,,,"103,02",,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,"10,53",,,,,,,,,-,,,,,,"10,53",,,,,,,,,"95,66",,,,,,,,,,,,
ANAGE-BA,,,,,BA,,,,"12,55",,,,,,,,,-,,,,,,"12,55",,,,,,,,,"114,05",,,,,,,,,,,,
ANGUERA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
ANTAS-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
APORA-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
APUAREMA-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
ARACAS-BA,,,,,BA,,,,"38.550,00",,,,,,,,,"13.369,32",,,,,,"51.919,32",,,,,,,,,"148.647,53",,,,,,,,,,,,
ARACI-BA,,,,,BA,,,,"12,96",,,,,,,,,-,,,,,,"12,96",,,,,,,,,"117,73",,,,,,,,,,,,
ARAMARI-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,"10,53",,,,,,,,,-,,,,,,"10,53",,,,,,,,,"95,66",,,,,,,,,,,,
BANZAE-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,"12,14",,,,,,,,,-,,,,,,"12,14",,,,,,,,,"110,38",,,,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,"10,12",,,,,,,,,-,,,,,,"10,12",,,,,,,,,"91,98",,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
BREJOES-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
CAATIBA-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,"11,34",,,,,,,,,-,,,,,,"11,34",,,,,,,,,"103,02",,,,,,,,,,,,
CAEM-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
CAETANOS-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
CAMACARI-BA,,,,,BA,,,,"17.822,55",,,,,,,,,"79,69",,,,,,"17.902,24",,,,,,,,,"51.387,51",,,,,,,,,,,,
CANDEAL-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,"173.511,53",,,,,,,,,"83.712,51",,,,,,"257.224,04",,,,,,,,,"929.378,86",,,,,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,"11,34",,,,,,,,,-,,,,,,"11,34",,,,,,,,,"103,02",,,,,,,,,,,,
CANUDOS-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
CARAVELAS-BA,,,,,BA,,,,"19.339,87",,,,,,,,,"1.289,93",,,,,,"20.629,80",,,,,,,,,"59.931,54",,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,"40.948,86",,,,,,,,,"15.040,56",,,,,,"55.989,42",,,,,,,,,"165.361,74",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
CATU-BA,,,,,BA,,,,"61.776,86",,,,,,,,,"27.303,59",,,,,,"89.080,45",,,,,,,,,"244.097,80",,,,,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,"11,34",,,,,,,,,-,,,,,,"11,34",,,,,,,,,"103,02",,,,,,,,,,,,
CIPO-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,"10,12",,,,,,,,,-,,,,,,"10,12",,,,,,,,,"91,98",,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,"12,96",,,,,,,,,-,,,,,,"12,96",,,,,,,,,"117,73",,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
CONDE-BA,,,,,BA,,,,"10,12",,,,,,,,,-,,,,,,"10,12",,,,,,,,,"91,98",,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,"10,53",,,,,,,,,-,,,,,,"10,53",,,,,,,,,"95,66",,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,"10,12",,,,,,,,,-,,,,,,"10,12",,,,,,,,,"91,98",,,,,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,"12,96",,,,,,,,,-,,,,,,"12,96",,,,,,,,,"117,73",,,,,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,"69,30",,,,,,,,,"23,81",,,,,,"93,11",,,,,,,,,"473,85",,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,"11,34",,,,,,,,,-,,,,,,"11,34",,,,,,,,,"103,02",,,,,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,"118.275,08",,,,,,,,,"64.912,19",,,,,,"183.187,27",,,,,,,,,"545.280,52",,,,,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,"159.939,34",,,,,,,,,"91.771,48",,,,,,"251.710,82",,,,,,,,,"738.300,61",,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,"12,96",,,,,,,,,-,,,,,,"12,96",,,,,,,,,"117,73",,,,,,,,,,,,
FATIMA-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,"16,20",,,,,,,,,-,,,,,,"16,20",,,,,,,,,"147,17",,,,,,,,,,,,
GAVIAO-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
GLORIA-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
IACU-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
ICHU-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
IPECAETA-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
IPIRA-BA,,,,,BA,,,,"13,36",,,,,,,,,-,,,,,,"13,36",,,,,,,,,"121,41",,,,,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
IRARA-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
ITABERABA-BA,,,,,BA,,,,"13,36",,,,,,,,,-,,,,,,"13,36",,,,,,,,,"121,41",,,,,,,,,,,,
ITAGI-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
ITAMBE-BA,,,,,BA,,,,"11,34",,,,,,,,,-,,,,,,"11,34",,,,,,,,,"103,02",,,,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,"21.887,98",,,,,,,,,"2.702,75",,,,,,"24.590,73",,,,,,,,,"70.347,51",,,,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"1.456,74",,,,,,,,,"1.274,14",,,,,,"2.730,88",,,,,,,,,"5.779,59",,,,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,"12,96",,,,,,,,,-,,,,,,"12,96",,,,,,,,,"117,73",,,,,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
ITATIM-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
ITIUBA-BA,,,,,BA,,,,"11,74",,,,,,,,,-,,,,,,"11,74",,,,,,,,,"106,69",,,,,,,,,,,,
JACOBINA-BA,,,,,BA,,,,"14,57",,,,,,,,,-,,,,,,"14,57",,,,,,,,,"132,45",,,,,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,"12,55",,,,,,,,,-,,,,,,"12,55",,,,,,,,,"114,05",,,,,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
JEQUIE-BA,,,,,BA,,,,"16,20",,,,,,,,,-,,,,,,"16,20",,,,,,,,,"147,17",,,,,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,"11,74",,,,,,,,,-,,,,,,"11,74",,,,,,,,,"106,69",,,,,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
JITAUNA-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
LAJE-BA,,,,,BA,,,,"10,12",,,,,,,,,-,,,,,,"10,12",,,,,,,,,"91,98",,,,,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
LAJE DO DO TABOCAL-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
LAMARAO-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,"14,98",,,,,,,,,-,,,,,,"14,98",,,,,,,,,"136,13",,,,,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
MACARANI-BA,,,,,BA,,,,"9,72",,,,,,,,,-,,,,,,"9,72",,,,,,,,,"88,30",,,,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"215.862,41",,,,,,,,,"129.122,64",,,,,,"344.985,05",,,,,,,,,"904.134,61",,,,,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
MAIRI-BA,,,,,BA,,,,"10,12",,,,,,,,,-,,,,,,"10,12",,,,,,,,,"91,98",,,,,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,"9,31",,,,,,,,,-,,,,,,"9,31",,,,,,,,,"84,61",,,,,,,,,,,,
MARACAS-BA,,,,,BA,,,,"11,34",,,,,,,,,-,,,,,,"11,34",,,,,,,,,"103,02",,,,,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,"11,74",,,,,,,,,-,,,,,,"11,74",,,,,,,,,"106,69",,,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
MATA DE SÃO JOAO-BA,,,,,BA,,,,"63.799,56",,,,,,,,,"26.371,98",,,,,,"90.171,54",,,,,,,,,"255.902,33",,,,,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,"11,74",,,,,,,,,-,,,,,,"11,74",,,,,,,,,"106,69",,,,,,,,,,,,
MILAGRES-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
MIRANTE-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,"12,96",,,,,,,,,-,,,,,,"12,96",,,,,,,,,"117,73",,,,,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,"10,53",,,,,,,,,-,,,,,,"10,53",,,,,,,,,"95,66",,,,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
MURITIBA-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,"10,12",,,,,,,,,-,,,,,,"10,12",,,,,,,,,"91,98",,,,,,,,,,,,
NAZARE-BA,,,,,BA,,,,"10,93",,,,,,,,,-,,,,,,"10,93",,,,,,,,,"99,34",,,,,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,"8,51",,,,,,,,,-,,,,,,"8,51",,,,,,,,,"77,26",,,,,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,"10,53",,,,,,,,,-,,,,,,"10,53",,,,,,,,,"95,66",,,,,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,"8,90",,,,,,,,,-,,,,,,"8,90",,,,,,,,,"80,93",,,,,,,,,,,,
OLINDINA-BA,,,,,BA,,,,"10,53",,,,,,,,,-,,,,,,"10,53",,,,,,,,,"95,66",,,,,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,"8,10",,,,,,,,,-,,,,,,"8,10",,,,,,,,,"73,58",,,,,,,,,,,,
