AMONTADA-CE,,,,,,CE,,,"47.456,71",,,,,,,,,"68.462,35",,,,,,,,,"115.919,06",,,,,,,,,,"414.425,80",,,,,,,,,
APUIARES-CE,,,,,,CE,,,"1.527,58",,,,,,,,,-,,,,,,,,,"1.527,58",,,,,,,,,,"6.058,01",,,,,,,,,
AQUIRAZ-CE,,,,,,CE,,,-,,,,,,,,,"6.717,97",,,,,,,,,"6.717,97",,,,,,,,,,"21.913,18",,,,,,,,,
ARACATI-CE,,,,,,CE,,,"621.771,19",,,,,,,,,"20.132,98",,,,,,,,,"641.904,17",,,,,,,,,,"1.920.283,49",,,,,,,,,
ARARENDA-CE,,,,,,CE,,,"1.458,15",,,,,,,,,-,,,,,,,,,"1.458,15",,,,,,,,,,"5.782,65",,,,,,,,,
BARROQUINHA-CE,,,,,,CE,,,"1.597,02",,,,,,,,,-,,,,,,,,,"1.597,02",,,,,,,,,,"6.333,38",,,,,,,,,
BELA CRUZ-CE,,,,,,CE,,,"1.944,20",,,,,,,,,-,,,,,,,,,"1.944,20",,,,,,,,,,"7.710,21",,,,,,,,,
CAMOCIM-CE,,,,,,CE,,,"2.291,38",,,,,,,,,-,,,,,,,,,"2.291,38",,,,,,,,,,"9.087,03",,,,,,,,,
CANINDE-CE,,,,,,CE,,,"2.430,25",,,,,,,,,-,,,,,,,,,"2.430,25",,,,,,,,,,"9.637,76",,,,,,,,,
CARIDADE-CE,,,,,,CE,,,"1.666,45",,,,,,,,,-,,,,,,,,,"1.666,45",,,,,,,,,,"6.608,74",,,,,,,,,
CARIRE-CE,,,,,,CE,,,"1.735,89",,,,,,,,,-,,,,,,,,,"1.735,89",,,,,,,,,,"6.884,11",,,,,,,,,
CARNAUBAL-CE,,,,,,CE,,,"1.666,45",,,,,,,,,-,,,,,,,,,"1.666,45",,,,,,,,,,"6.608,74",,,,,,,,,
CATUNDA-CE,,,,,,CE,,,"1.458,15",,,,,,,,,-,,,,,,,,,"1.458,15",,,,,,,,,,"5.782,65",,,,,,,,,
CAUCAIA-CE,,,,,,CE,,,-,,,,,,,,,"6.717,97",,,,,,,,,"6.717,97",,,,,,,,,,"21.913,18",,,,,,,,,
CHAVAL-CE,,,,,,CE,,,"1.527,58",,,,,,,,,-,,,,,,,,,"1.527,58",,,,,,,,,,"6.058,01",,,,,,,,,
COREAU-CE,,,,,,CE,,,"1.805,33",,,,,,,,,-,,,,,,,,,"1.805,33",,,,,,,,,,"7.159,48",,,,,,,,,
CRATEUS-CE,,,,,,CE,,,"2.430,25",,,,,,,,,-,,,,,,,,,"2.430,25",,,,,,,,,,"9.637,76",,,,,,,,,
CROATA-CE,,,,,,CE,,,"1.666,45",,,,,,,,,-,,,,,,,,,"1.666,45",,,,,,,,,,"6.608,74",,,,,,,,,
CRUZ-CE,,,,,,CE,,,"1.805,33",,,,,,,,,-,,,,,,,,,"1.805,33",,,,,,,,,,"7.159,48",,,,,,,,,
FORQUILHA-CE,,,,,,CE,,,"1.805,33",,,,,,,,,-,,,,,,,,,"1.805,33",,,,,,,,,,"7.159,48",,,,,,,,,
FORTALEZA-CE,,,,,,CE,,,"107.239,85",,,,,,,,,"8.957,30",,,,,,,,,"116.197,15",,,,,,,,,,"403.222,35",,,,,,,,,
FRECHEIRINHA-CE,,,,,,CE,,,"1.527,58",,,,,,,,,-,,,,,,,,,"1.527,58",,,,,,,,,,"6.058,01",,,,,,,,,
GENERAL SAMPAIO-CE,,,,,,CE,,,"1.388,71",,,,,,,,,-,,,,,,,,,"1.388,71",,,,,,,,,,"5.507,28",,,,,,,,,
GRACA-CE,,,,,,CE,,,"1.597,02",,,,,,,,,-,,,,,,,,,"1.597,02",,,,,,,,,,"6.333,38",,,,,,,,,
GRANJA-CE,,,,,,CE,,,"2.221,94",,,,,,,,,-,,,,,,,,,"2.221,94",,,,,,,,,,"8.811,66",,,,,,,,,
GROAIRAS-CE,,,,,,CE,,,"1.388,71",,,,,,,,,-,,,,,,,,,"1.388,71",,,,,,,,,,"5.507,28",,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,,CE,,,"2.083,07",,,,,,,,,-,,,,,,,,,"2.083,07",,,,,,,,,,"8.260,93",,,,,,,,,
HIDROLANDIA-CE,,,,,,CE,,,"1.735,89",,,,,,,,,-,,,,,,,,,"1.735,89",,,,,,,,,,"6.884,11",,,,,,,,,
HORIZONTE-CE,,,,,,CE,,,"558.895,78",,,,,,,,,-,,,,,,,,,"558.895,78",,,,,,,,,,"1.648.342,38",,,,,,,,,
IBIAPINA-CE,,,,,,CE,,,"1.805,33",,,,,,,,,-,,,,,,,,,"1.805,33",,,,,,,,,,"7.159,48",,,,,,,,,
ICAPUI-CE,,,,,,CE,,,"80.155,71",,,,,,,,,"15.371,16",,,,,,,,,"95.526,87",,,,,,,,,,"306.262,75",,,,,,,,,
INDEPENDENCIA-CE,,,,,,CE,,,"1.874,76",,,,,,,,,-,,,,,,,,,"1.874,76",,,,,,,,,,"7.434,84",,,,,,,,,
IPAPORANGA-CE,,,,,,CE,,,"1.458,15",,,,,,,,,-,,,,,,,,,"1.458,15",,,,,,,,,,"5.782,65",,,,,,,,,
IPU-CE,,,,,,CE,,,"2.083,07",,,,,,,,,-,,,,,,,,,"2.083,07",,,,,,,,,,"8.260,93",,,,,,,,,
IPUEIRAS-CE,,,,,,CE,,,"2.083,07",,,,,,,,,-,,,,,,,,,"2.083,07",,,,,,,,,,"8.260,93",,,,,,,,,
IRAUCUBA-CE,,,,,,CE,,,"1.805,33",,,,,,,,,-,,,,,,,,,"1.805,33",,,,,,,,,,"7.159,48",,,,,,,,,
ITAPAGE-CE,,,,,,CE,,,"2.152,51",,,,,,,,,-,,,,,,,,,"2.152,51",,,,,,,,,,"8.536,30",,,,,,,,,
ITAPIPOCA-CE,,,,,,CE,,,"58.529,95",,,,,,,,,"68.200,02",,,,,,,,,"126.729,97",,,,,,,,,,"453.258,95",,,,,,,,,
ITAREMA-CE,,,,,,CE,,,"45.874,82",,,,,,,,,"17.571,95",,,,,,,,,"63.446,77",,,,,,,,,,"346.213,94",,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,,CE,,,"1.597,02",,,,,,,,,-,,,,,,,,,"1.597,02",,,,,,,,,,"6.333,38",,,,,,,,,
MARACANAU-CE,,,,,,CE,,,"558.897,20",,,,,,,,,-,,,,,,,,,"558.897,20",,,,,,,,,,"1.640.285,03",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCO-CE,,,,,,CE,,,"1.805,33",,,,,,,,,-,,,,,,,,,"1.805,33",,,,,,,,,,"7.159,48",,,,,,,,,
MARTINOPOLE-CE,,,,,,CE,,,"1.458,15",,,,,,,,,-,,,,,,,,,"1.458,15",,,,,,,,,,"5.782,65",,,,,,,,,
MASSAPE-CE,,,,,,CE,,,"2.013,63",,,,,,,,,-,,,,,,,,,"2.013,63",,,,,,,,,,"7.985,56",,,,,,,,,
MERUOCA-CE,,,,,,CE,,,"1.527,58",,,,,,,,,-,,,,,,,,,"1.527,58",,,,,,,,,,"6.058,01",,,,,,,,,
MIRAIMA-CE,,,,,,CE,,,"1.527,58",,,,,,,,,-,,,,,,,,,"1.527,58",,,,,,,,,,"6.058,01",,,,,,,,,
MONSENHOR TABOSA-CE,,,,,,CE,,,"1.666,45",,,,,,,,,-,,,,,,,,,"1.666,45",,,,,,,,,,"6.608,74",,,,,,,,,
MORAUJO-CE,,,,,,CE,,,"1.388,71",,,,,,,,,-,,,,,,,,,"1.388,71",,,,,,,,,,"5.507,28",,,,,,,,,
MORRINHOS-CE,,,,,,CE,,,"1.805,33",,,,,,,,,-,,,,,,,,,"1.805,33",,,,,,,,,,"7.159,48",,,,,,,,,
MUCAMBO-CE,,,,,,CE,,,"1.597,02",,,,,,,,,-,,,,,,,,,"1.597,02",,,,,,,,,,"6.333,38",,,,,,,,,
NOVA RUSSAS-CE,,,,,,CE,,,"1.944,20",,,,,,,,,-,,,,,,,,,"1.944,20",,,,,,,,,,"7.710,21",,,,,,,,,
NOVO ORIENTE-CE,,,,,,CE,,,"1.874,76",,,,,,,,,-,,,,,,,,,"1.874,76",,,,,,,,,,"7.434,84",,,,,,,,,
PACUJA-CE,,,,,,CE,,,"1.388,71",,,,,,,,,-,,,,,,,,,"1.388,71",,,,,,,,,,"5.507,28",,,,,,,,,
PARACURU-CE,,,,,,CE,,,"44.292,93",,,,,,,,,"85.943,89",,,,,,,,,"130.236,82",,,,,,,,,,"448.549,62",,,,,,,,,
PARAIPABA-CE,,,,,,CE,,,"1.944,20",,,,,,,,,"1.382,20",,,,,,,,,"3.326,40",,,,,,,,,,"19.893,78",,,,,,,,,
PARAMOTI-CE,,,,,,CE,,,"1.458,15",,,,,,,,,-,,,,,,,,,"1.458,15",,,,,,,,,,"5.782,65",,,,,,,,,
PENTECOSTE-CE,,,,,,CE,,,"2.013,63",,,,,,,,,-,,,,,,,,,"2.013,63",,,,,,,,,,"7.985,56",,,,,,,,,
PIRES FERREIRA-CE,,,,,,CE,,,"1.388,71",,,,,,,,,-,,,,,,,,,"1.388,71",,,,,,,,,,"5.507,28",,,,,,,,,
PORANGA-CE,,,,,,CE,,,"1.458,15",,,,,,,,,-,,,,,,,,,"1.458,15",,,,,,,,,,"5.782,65",,,,,,,,,
QUITERIANOPOLIS-CE,,,,,,CE,,,"1.805,33",,,,,,,,,-,,,,,,,,,"1.805,33",,,,,,,,,,"7.159,48",,,,,,,,,
RERIUTABA-CE,,,,,,CE,,,"1.735,89",,,,,,,,,-,,,,,,,,,"1.735,89",,,,,,,,,,"6.884,11",,,,,,,,,
SANTA QUITERIA-CE,,,,,,CE,,,"2.152,51",,,,,,,,,-,,,,,,,,,"2.152,51",,,,,,,,,,"8.536,30",,,,,,,,,
SANTANA DO ACARAU-CE,,,,,,CE,,,"1.944,20",,,,,,,,,-,,,,,,,,,"1.944,20",,,,,,,,,,"7.710,21",,,,,,,,,
SAO BENEDITO-CE,,,,,,CE,,,"2.152,51",,,,,,,,,-,,,,,,,,,"2.152,51",,,,,,,,,,"8.536,30",,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,,,CE,,,"561.048,29",,,,,,,,,-,,,,,,,,,"561.048,29",,,,,,,,,,"1.644.866,16",,,,,,,,,
SAO LUIS DO CURU-CE,,,,,,CE,,,"1.527,58",,,,,,,,,-,,,,,,,,,"1.527,58",,,,,,,,,,"6.058,01",,,,,,,,,
SENADOR SA-CE,,,,,,CE,,,"1.388,71",,,,,,,,,-,,,,,,,,,"1.388,71",,,,,,,,,,"5.507,28",,,,,,,,,
SOBRAL-CE,,,,,,CE,,,"2.777,43",,,,,,,,,-,,,,,,,,,"2.777,43",,,,,,,,,,"11.014,58",,,,,,,,,
TAMBORIL-CE,,,,,,CE,,,"1.874,76",,,,,,,,,-,,,,,,,,,"1.874,76",,,,,,,,,,"7.434,84",,,,,,,,,
TEJUCUOCA-CE,,,,,,CE,,,"1.597,02",,,,,,,,,-,,,,,,,,,"1.597,02",,,,,,,,,,"6.333,38",,,,,,,,,
TIANGUA-CE,,,,,,CE,,,"2.360,81",,,,,,,,,-,,,,,,,,,"2.360,81",,,,,,,,,,"9.362,39",,,,,,,,,
TRAIRI-CE,,,,,,CE,,,"50.620,49",,,,,,,,,"66.908,24",,,,,,,,,"117.528,73",,,,,,,,,,"527.323,90",,,,,,,,,
TURURU-CE,,,,,,CE,,,"1.527,58",,,,,,,,,-,,,,,,,,,"1.527,58",,,,,,,,,,"6.058,01",,,,,,,,,
UBAJARA-CE,,,,,,CE,,,"1.944,20",,,,,,,,,-,,,,,,,,,"1.944,20",,,,,,,,,,"7.710,21",,,,,,,,,
UMIRIM-CE,,,,,,CE,,,"1.735,89",,,,,,,,,-,,,,,,,,,"1.735,89",,,,,,,,,,"6.884,11",,,,,,,,,
URUBURETAMA-CE,,,,,,CE,,,"1.735,89",,,,,,,,,-,,,,,,,,,"1.735,89",,,,,,,,,,"6.884,11",,,,,,,,,
URUOCA-CE,,,,,,CE,,,"1.527,58",,,,,,,,,-,,,,,,,,,"1.527,58",,,,,,,,,,"6.058,01",,,,,,,,,
VARJOTA-CE,,,,,,CE,,,"1.666,45",,,,,,,,,-,,,,,,,,,"1.666,45",,,,,,,,,,"6.608,74",,,,,,,,,
VICOSA DO CEARA-CE,,,,,,CE,,,"2.221,94",,,,,,,,,-,,,,,,,,,"2.221,94",,,,,,,,,,"8.811,66",,,,,,,,,
CEARA  TOTAL,,,,,,,,,"2.856.017,53",,,,,,,,,"366.366,03",,,,,,,,,"3.222.383,56",,,,,,,,,,"10.289.830,48",,,,,,,,,
AFONSO CLAUDIO-ES,,,,,,ES,,,"59.475,43",,,,,,,,,-,,,,,,,,,"59.475,43",,,,,,,,,,"183.747,86",,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,,,ES,,,"44.608,83",,,,,,,,,-,,,,,,,,,"44.608,83",,,,,,,,,,"137.907,03",,,,,,,,,
AGUIA BRANCA-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
ALEGRE-ES,,,,,,ES,,,"59.466,40",,,,,,,,,-,,,,,,,,,"59.466,40",,,,,,,,,,"183.363,35",,,,,,,,,
ALFREDO CHAVES-ES,,,,,,ES,,,"46.723,60",,,,,,,,,-,,,,,,,,,"46.723,60",,,,,,,,,,"144.071,20",,,,,,,,,
ALTO RIO NOVO-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
ANCHIETA-ES,,,,,,ES,,,"287.759,06",,,,,,,,,-,,,,,,,,,"287.759,06",,,,,,,,,,"903.929,22",,,,,,,,,
APIACA-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
ARACRUZ-ES,,,,,,ES,,,"463.741,05",,,,,,,,,"2.344.062,78",,,,,,,,,"2.807.803,83",,,,,,,,,,"9.253.213,83",,,,,,,,,
ATILIO VIVACQUA-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BAIXO GUANDU-ES,,,,,,ES,,,"59.457,37",,,,,,,,,-,,,,,,,,,"59.457,37",,,,,,,,,,"182.978,83",,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,,ES,,,"63.714,01",,,,,,,,,-,,,,,,,,,"63.714,01",,,,,,,,,,"196.460,74",,,,,,,,,
BOA ESPERANCA-ES,,,,,,ES,,,"46.723,60",,,,,,,,,-,,,,,,,,,"46.723,60",,,,,,,,,,"144.071,20",,,,,,,,,
BOM JESUS DO NORTE-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
BREJETUBA-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,,ES,,,"84.952,01",,,,,,,,,-,,,,,,,,,"84.952,01",,,,,,,,,,"261.947,66",,,,,,,,,
CARIACICA-ES,,,,,,ES,,,"84.952,01",,,,,,,,,-,,,,,,,,,"84.952,01",,,,,,,,,,"261.947,66",,,,,,,,,
CASTELO-ES,,,,,,ES,,,"61.590,20",,,,,,,,,-,,,,,,,,,"61.590,20",,,,,,,,,,"189.912,03",,,,,,,,,
COLATINA-ES,,,,,,ES,,,"78.580,61",,,,,,,,,-,,,,,,,,,"78.580,61",,,,,,,,,,"242.301,58",,,,,,,,,
CONCEICAO DA BARRA-ES,,,,,,ES,,,"131.617,58",,,,,,,,,"30.305,78",,,,,,,,,"161.923,36",,,,,,,,,,"502.104,52",,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
DOMINGOS MARTINS-ES,,,,,,ES,,,"59.466,40",,,,,,,,,-,,,,,,,,,"59.466,40",,,,,,,,,,"183.363,35",,,,,,,,,
DORES DO RIO PRETO-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
ECOPORANGA-ES,,,,,,ES,,,"55.218,80",,,,,,,,,-,,,,,,,,,"55.218,80",,,,,,,,,,"170.265,96",,,,,,,,,
FUNDAO-ES,,,,,,ES,,,"374.433,64",,,,,,,,,"332.345,10",,,,,,,,,"706.778,74",,,,,,,,,,"2.282.508,20",,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
GUACUI-ES,,,,,,ES,,,"57.342,61",,,,,,,,,-,,,,,,,,,"57.342,61",,,,,,,,,,"176.814,67",,,,,,,,,
GUARAPARI-ES,,,,,,ES,,,"78.571,57",,,,,,,,,-,,,,,,,,,"78.571,57",,,,,,,,,,"241.917,04",,,,,,,,,
IBATIBA-ES,,,,,,ES,,,"53.095,00",,,,,,,,,-,,,,,,,,,"53.095,00",,,,,,,,,,"163.717,28",,,,,,,,,
IBIRACU-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
IBITIRAMA-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
ICONHA-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
IRUPI-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
ITAGUACU-ES,,,,,,ES,,,"46.732,63",,,,,,,,,-,,,,,,,,,"46.732,63",,,,,,,,,,"144.455,72",,,,,,,,,
ITAPEMIRIM-ES,,,,,,ES,,,"322.290,15",,,,,,,,,"1.095.739,41",,,,,,,,,"1.418.029,56",,,,,,,,,,"4.094.001,09",,,,,,,,,
ITARANA-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
IUNA-ES,,,,,,ES,,,"57.342,61",,,,,,,,,-,,,,,,,,,"57.342,61",,,,,,,,,,"176.814,67",,,,,,,,,
JAGUARE-ES,,,,,,ES,,,"533.342,74",,,,,,,,,"221.371,29",,,,,,,,,"754.714,03",,,,,,,,,,"2.179.754,34",,,,,,,,,
JERONIMO MONTEIRO-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
JOAO NEIVA-ES,,,,,,ES,,,"48.847,40",,,,,,,,,-,,,,,,,,,"48.847,40",,,,,,,,,,"150.619,89",,,,,,,,,
LARANJA DA TERRA-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
LINHARES-ES,,,,,,ES,,,"2.818.937,26",,,,,,,,,"635.922,32",,,,,,,,,"3.454.859,58",,,,,,,,,,"10.151.523,75",,,,,,,,,
MANTENOPOLIS-ES,,,,,,ES,,,"44.608,83",,,,,,,,,-,,,,,,,,,"44.608,83",,,,,,,,,,"137.907,03",,,,,,,,,
MARATAIZES-ES,,,,,,ES,,,"59.466,40",,,,,,,,,"156.417,03",,,,,,,,,"215.883,43",,,,,,,,,,"623.262,45",,,,,,,,,
MARECHAL FLORIANO-ES,,,,,,ES,,,"46.723,60",,,,,,,,,-,,,,,,,,,"46.723,60",,,,,,,,,,"144.071,20",,,,,,,,,
MARILANDIA-ES,,,,,,ES,,,"44.590,76",,,,,,,,,-,,,,,,,,,"44.590,76",,,,,,,,,,"137.137,97",,,,,,,,,
MIMOSO DO SUL-ES,,,,,,ES,,,"57.342,61",,,,,,,,,-,,,,,,,,,"57.342,61",,,,,,,,,,"176.814,67",,,,,,,,,
MONTANHA-ES,,,,,,ES,,,"50.971,20",,,,,,,,,-,,,,,,,,,"50.971,20",,,,,,,,,,"157.168,59",,,,,,,,,
MUCURICI-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
MUNIZ FREIRE-ES,,,,,,ES,,,"53.095,00",,,,,,,,,-,,,,,,,,,"53.095,00",,,,,,,,,,"163.717,28",,,,,,,,,
MUQUI-ES,,,,,,ES,,,"46.723,60",,,,,,,,,-,,,,,,,,,"46.723,60",,,,,,,,,,"144.071,20",,,,,,,,,
NOVA VENECIA-ES,,,,,,ES,,,"65.837,80",,,,,,,,,-,,,,,,,,,"65.837,80",,,,,,,,,,"203.009,42",,,,,,,,,
PANCAS-ES,,,,,,ES,,,"53.104,03",,,,,,,,,-,,,,,,,,,"53.104,03",,,,,,,,,,"164.101,80",,,,,,,,,
PEDRO CANARIO-ES,,,,,,ES,,,"55.218,80",,,,,,,,,-,,,,,,,,,"55.218,80",,,,,,,,,,"170.265,96",,,,,,,,,
PINHEIROS-ES,,,,,,ES,,,"55.218,80",,,,,,,,,-,,,,,,,,,"55.218,80",,,,,,,,,,"170.265,96",,,,,,,,,
PIUMA-ES,,,,,,ES,,,"50.962,16",,,,,,,,,-,,,,,,,,,"50.962,16",,,,,,,,,,"156.784,05",,,,,,,,,
PONTO BELO-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,,,ES,,,"242.383,63",,,,,,,,,"2.391.269,94",,,,,,,,,"2.633.653,57",,,,,,,,,,"6.881.146,20",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
RIO BANANAL-ES,,,,,,ES,,,"50.971,20",,,,,,,,,-,,,,,,,,,"50.971,20",,,,,,,,,,"157.168,59",,,,,,,,,
RIO NOVO DO SUL-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
SANTA LEOPOLDINA-ES,,,,,,ES,,,"46.723,60",,,,,,,,,-,,,,,,,,,"46.723,60",,,,,,,,,,"144.071,20",,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,,,ES,,,"59.466,40",,,,,,,,,-,,,,,,,,,"59.466,40",,,,,,,,,,"183.363,35",,,,,,,,,
SANTA TERESA-ES,,,,,,ES,,,"55.218,80",,,,,,,,,-,,,,,,,,,"55.218,80",,,,,,,,,,"170.265,96",,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,,,ES,,,"59.457,37",,,,,,,,,-,,,,,,,,,"59.457,37",,,,,,,,,,"182.978,83",,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
SAO MATEUS-ES,,,,,,ES,,,"1.450.773,40",,,,,,,,,"108.668,68",,,,,,,,,"1.559.442,08",,,,,,,,,,"4.887.420,35",,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,,,ES,,,"44.599,80",,,,,,,,,-,,,,,,,,,"44.599,80",,,,,,,,,,"137.522,51",,,,,,,,,
SERRA-ES,,,,,,ES,,,"491.299,36",,,,,,,,,"972.480,07",,,,,,,,,"1.463.779,43",,,,,,,,,,"4.783.472,93",,,,,,,,,
SOORETAMA-ES,,,,,,ES,,,"55.209,77",,,,,,,,,-,,,,,,,,,"55.209,77",,,,,,,,,,"169.881,44",,,,,,,,,
VARGEM ALTA-ES,,,,,,ES,,,"50.971,20",,,,,,,,,-,,,,,,,,,"50.971,20",,,,,,,,,,"157.168,59",,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,,,ES,,,"53.085,97",,,,,,,,,-,,,,,,,,,"53.085,97",,,,,,,,,,"163.332,76",,,,,,,,,
VIANA-ES,,,,,,ES,,,"70.076,37",,,,,,,,,-,,,,,,,,,"70.076,37",,,,,,,,,,"215.722,28",,,,,,,,,
VILA PAVAO-ES,,,,,,ES,,,"42.476,00",,,,,,,,,-,,,,,,,,,"42.476,00",,,,,,,,,,"130.973,81",,,,,,,,,
VILA VALERIO-ES,,,,,,ES,,,"46.723,60",,,,,,,,,-,,,,,,,,,"46.723,60",,,,,,,,,,"144.071,20",,,,,,,,,
VILA VELHA-ES,,,,,,ES,,,"460.414,50",,,,,,,,,-,,,,,,,,,"460.414,50",,,,,,,,,,"1.446.286,76",,,,,,,,,
VITORIA-ES,,,,,,ES,,,"460.414,50",,,,,,,,,"103.546,50",,,,,,,,,"563.961,00",,,,,,,,,,"1.785.186,06",,,,,,,,,
ESPIRITO SANTO  TOTAL,,,,,,,,,"11.458.821,63",,,,,,,,,"8.392.128,90",,,,,,,,,"19.850.950,53",,,,,,,,,,"60.139.233,89",,,,,,,,,
JUIZ DE FORA-MG,,,,,,MG,,,"511.827,63",,,,,,,,,-,,,,,,,,,"511.827,63",,,,,,,,,,"1.504.653,67",,,,,,,,,
MINAS GERAIS  TOTAL,,,,,,,,,"511.827,63",,,,,,,,,-,,,,,,,,,"511.827,63",,,,,,,,,,"1.504.653,67",,,,,,,,,
AFUA-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
ALENQUER-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
ALMEIRIM-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
ANAJAS-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
BREVES-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
CHAVES-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
CURUA-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
FARO-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
GURUPA-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
JURUTI-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
MELGACO-PA,,,,,,PA,,,-,,,,,,,,,"8.152,00",,,,,,,,,"8.152,00",,,,,,,,,,"21.969,02",,,,,,,,,
