ANADIA-AL,,,,AL,,,,,"828,67",,,,,,,-,,,,,,"828,67",,,,,"6.006,47",,,,,,,,,
ATALAIA-AL,,,,AL,,,,,"1.070,37",,,,,,,-,,,,,,"1.070,37",,,,,"7.758,39",,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,AL,,,,,"725,09",,,,,,,-,,,,,,"725,09",,,,,"5.255,67",,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
BOCA DA MATA-AL,,,,AL,,,,,"932,26",,,,,,,-,,,,,,"932,26",,,,,"6.757,31",,,,,,,,,
BRANQUINHA-AL,,,,AL,,,,,"725,09",,,,,,,-,,,,,,"725,09",,,,,"5.255,67",,,,,,,,,
CAJUEIRO-AL,,,,AL,,,,,"863,20",,,,,,,-,,,,,,"863,20",,,,,"6.256,76",,,,,,,,,
CAMPESTRE-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
CAMPO ALEGRE-AL,,,,AL,,,,,"1.070,37",,,,,,,-,,,,,,"1.070,37",,,,,"7.758,39",,,,,,,,,
CAPELA-AL,,,,AL,,,,,"863,20",,,,,,,-,,,,,,"863,20",,,,,"6.256,76",,,,,,,,,
CHAPRETA-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,AL,,,,,"828,67",,,,,,,-,,,,,,"828,67",,,,,"6.006,47",,,,,,,,,
COQUEIRO SECO-AL,,,,AL,,,,,"821,63",,,,,,,"84,54",,,,,,"906,17",,,,,"8.672,00",,,,,,,,,
CORURIPE-AL,,,,AL,,,,,"1.273.712,10",,,,,,,"69.384,34",,,,,,"1.343.096,44",,,,,"9.110.872,11",,,,,,,,,
FELIZ DESERTO-AL,,,,AL,,,,,"25.063,41",,,,,,,"34.352,53",,,,,,"59.415,94",,,,,"430.666,50",,,,,,,,,
FLEXEIRAS-AL,,,,AL,,,,,"725,09",,,,,,,-,,,,,,"725,09",,,,,"5.255,67",,,,,,,,,
IBATEGUARA-AL,,,,AL,,,,,"794,14",,,,,,,-,,,,,,"794,14",,,,,"5.756,21",,,,,,,,,
IGREJA NOVA-AL,,,,AL,,,,,"897,73",,,,,,,-,,,,,,"897,73",,,,,"6.507,03",,,,,,,,,
JACUIPE-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
JAPARATINGA-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,AL,,,,,"759,62",,,,,,,-,,,,,,"759,62",,,,,"24.977,23",,,,,,,,,
JOAQUIM GOMES-AL,,,,AL,,,,,"897,73",,,,,,,-,,,,,,"897,73",,,,,"6.507,03",,,,,,,,,
JUNDIA-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
JUNQUEIRO-AL,,,,AL,,,,,"897,73",,,,,,,-,,,,,,"897,73",,,,,"6.507,03",,,,,,,,,
MACEIO-AL,,,,AL,,,,,"90.110,73",,,,,,,"21.389,79",,,,,,"111.500,52",,,,,"857.533,59",,,,,,,,,
MARAGOGI-AL,,,,AL,,,,,"897,73",,,,,,,-,,,,,,"897,73",,,,,"6.507,03",,,,,,,,,
MARECHAL DEODORO-AL,,,,AL,,,,,"139.380,66",,,,,,,"113.088,70",,,,,,"252.469,36",,,,,"2.069.892,25",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,,,"932,26",,,,,,,-,,,,,,"932,26",,,,,"6.757,31",,,,,,,,,
MESSIAS-AL,,,,AL,,,,,"725,09",,,,,,,-,,,,,,"725,09",,,,,"5.255,67",,,,,,,,,
MURICI-AL,,,,AL,,,,,"932,26",,,,,,,-,,,,,,"932,26",,,,,"6.757,31",,,,,,,,,
NOVO LINO-AL,,,,AL,,,,,"725,09",,,,,,,-,,,,,,"725,09",,,,,"5.255,67",,,,,,,,,
PARIPUEIRA-AL,,,,AL,,,,,"690,56",,,,,,,"11.020,88",,,,,,"11.711,44",,,,,"82.301,78",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,,,"759,62",,,,,,,-,,,,,,"759,62",,,,,"5.505,94",,,,,,,,,
PENEDO-AL,,,,AL,,,,,"1.139,43",,,,,,,-,,,,,,"1.139,43",,,,,"8.258,94",,,,,,,,,
PIACABUCU-AL,,,,AL,,,,,"828,67",,,,,,,-,,,,,,"828,67",,,,,"6.006,47",,,,,,,,,
PILAR-AL,,,,AL,,,,,"231.087,29",,,,,,,"148.427,73",,,,,,"379.515,02",,,,,"3.068.092,56",,,,,,,,,
PINDOBA-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
PORTO CALVO-AL,,,,AL,,,,,"897,73",,,,,,,-,,,,,,"897,73",,,,,"6.507,03",,,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,,"725,09",,,,,,,-,,,,,,"725,09",,,,,"5.255,67",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,,"863,20",,,,,,,-,,,,,,"863,20",,,,,"6.256,76",,,,,,,,,
RIO LARGO-AL,,,,AL,,,,,"14.920,18",,,,,,,"8.888,58",,,,,,"23.808,76",,,,,"152.811,22",,,,,,,,,
ROTEIRO-AL,,,,AL,,,,,"1.091,14",,,,,,,"258,37",,,,,,"1.349,51",,,,,"12.067,72",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,,"725,09",,,,,,,-,,,,,,"725,09",,,,,"5.255,67",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,,"897,73",,,,,,,-,,,,,,"897,73",,,,,"6.507,03",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,,"966,78",,,,,,,-,,,,,,"966,78",,,,,"7.007,56",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,,"340.628,22",,,,,,,"214.274,77",,,,,,"554.902,99",,,,,"4.149.821,31",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,,"690,56",,,,,,,-,,,,,,"690,56",,,,,"5.005,39",,,,,,,,,
SATUBA-AL,,,,AL,,,,,"25.780,25",,,,,,,"16.138,31",,,,,,"41.918,56",,,,,"338.180,49",,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,,"1.035,84",,,,,,,-,,,,,,"1.035,84",,,,,"7.508,12",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,,"1.139,43",,,,,,,-,,,,,,"1.139,43",,,,,"8.258,94",,,,,,,,,
VICOSA-AL,,,,AL,,,,,"932,26",,,,,,,-,,,,,,"932,26",,,,,"6.757,31",,,,,,,,,
ALAGOAS TOTAL,,,,,,,,,"2.177.503,47",,,,,,,"637.308,54",,,,,,"2.814.812,01",,,,,"20.548.400,56",,,,,,,,,
ANAMA-AM,,,,AM,,,,,-,,,,,,,"2.646,17",,,,,,"2.646,17",,,,,"18.178,12",,,,,,,,,
ANORI-AM,,,,AM,,,,,-,,,,,,,"2.646,17",,,,,,"2.646,17",,,,,"18.178,12",,,,,,,,,
AUTAZES-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
BERURI-AM,,,,AM,,,,,-,,,,,,,"2.646,17",,,,,,"2.646,17",,,,,"18.178,12",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
CAREIRO-AM,,,,AM,,,,,-,,,,,,,"2.646,17",,,,,,"2.646,17",,,,,"18.178,12",,,,,,,,,
COARI-AM,,,,AM,,,,,"2.029.931,53",,,,,,,"1.918.238,29",,,,,,"3.948.169,82",,,,,"28.590.372,80",,,,,,,,,
CODAJAS-AM,,,,AM,,,,,-,,,,,,,"2.646,17",,,,,,"2.646,17",,,,,"18.178,12",,,,,,,,,
IRANDUBA-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
ITACOATIARA-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
ITAPIRANGA-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
MANACAPURU-AM,,,,AM,,,,,-,,,,,,,"2.646,17",,,,,,"2.646,17",,,,,"18.178,12",,,,,,,,,
MANAQUIRI-AM,,,,AM,,,,,-,,,,,,,"2.646,17",,,,,,"2.646,17",,,,,"18.178,12",,,,,,,,,
MANAUS-AM,,,,AM,,,,,"1.310.597,48",,,,,,,"65.782,04",,,,,,"1.376.379,52",,,,,"9.693.623,06",,,,,,,,,
PARINTINS-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
SILVES-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
URUCARA-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
URUCURITUBA-AM,,,,AM,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
AMAZONAS TOTAL,,,,,,,,,"3.340.529,01",,,,,,,"2.055.749,90",,,,,,"5.396.278,91",,,,,"38.858.727,02",,,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
MACAPA-AP,,,,AP,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
MAZAGAO-AP,,,,AP,,,,,-,,,,,,,"5.911,82",,,,,,"5.911,82",,,,,"49.720,48",,,,,,,,,
AMAPA TOTAL,,,,,,,,,-,,,,,,,"17.735,46",,,,,,"17.735,46",,,,,"149.161,44",,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,,"76,54",,,,,,,-,,,,,,"76,54",,,,,"591,29",,,,,,,,,
ADUSTINA-BA,,,,BA,,,,,"76,54",,,,,,,-,,,,,,"76,54",,,,,"591,29",,,,,,,,,
AGUA FRIA-BA,,,,BA,,,,,"76,54",,,,,,,-,,,,,,"76,54",,,,,"591,29",,,,,,,,,
AIQUARA-BA,,,,BA,,,,,"66,55",,,,,,,-,,,,,,"66,55",,,,,"514,16",,,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,,"270.485,18",,,,,,,"136.142,52",,,,,,"406.627,70",,,,,"2.897.682,57",,,,,,,,,
AMARGOSA-BA,,,,BA,,,,,"93,17",,,,,,,-,,,,,,"93,17",,,,,"719,84",,,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,,"89,85",,,,,,,-,,,,,,"89,85",,,,,"694,14",,,,,,,,,
ANAGE-BA,,,,BA,,,,,"93,17",,,,,,,-,,,,,,"93,17",,,,,"719,84",,,,,,,,,
ANGUERA-BA,,,,BA,,,,,"66,55",,,,,,,-,,,,,,"66,55",,,,,"514,16",,,,,,,,,
ANTAS-BA,,,,BA,,,,,"76,54",,,,,,,-,,,,,,"76,54",,,,,"591,29",,,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,,"69,88",,,,,,,-,,,,,,"69,88",,,,,"539,87",,,,,,,,,
APORA-BA,,,,BA,,,,,"79,86",,,,,,,-,,,,,,"79,86",,,,,"616,99",,,,,,,,,
APUAREMA-BA,,,,BA,,,,,"66,55",,,,,,,-,,,,,,"66,55",,,,,"514,16",,,,,,,,,
ARACAS-BA,,,,BA,,,,,"245.454,47",,,,,,,"111.337,90",,,,,,"356.792,37",,,,,"2.717.524,06",,,,,,,,,
ARACI-BA,,,,BA,,,,,"103,16",,,,,,,-,,,,,,"103,16",,,,,"796,96",,,,,,,,,
ARAMARI-BA,,,,BA,,,,,"66,55",,,,,,,-,,,,,,"66,55",,,,,"514,16",,,,,,,,,
ARATUIPE-BA,,,,BA,,,,,"66,55",,,,,,,-,,,,,,"66,55",,,,,"514,16",,,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,,"86,52",,,,,,,-,,,,,,"86,52",,,,,"668,41",,,,,,,,,
BANZAE-BA,,,,BA,,,,,"69,88",,,,,,,-,,,,,,"69,88",,,,,"539,87",,,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,,"103,16",,,,,,,-,,,,,,"103,16",,,,,"796,96",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARROCAS-BA,,,,BA,,,,,"73,21",,,,,,,-,,,,,,"73,21",,,,,"565,58",,,,,,,,,
BELO CAMPO-BA,,,,BA,,,,,"79,86",,,,,,,-,,,,,,"79,86",,,,,"616,99",,,,,,,,,
BIRITINGA-BA,,,,BA,,,,,"76,54",,,,,,,-,,,,,,"76,54",,,,,"591,29",,,,,,,,,
BOA NOVA-BA,,,,BA,,,,,"86,52",,,,,,,-,,,,,,"86,52",,,,,"668,41",,,,,,,,,
