ANADIA-AL,,,,AL,,,,"350,40",,,,,,,,-,,,,,,,"350,40",,,,,,,,"1.457,04",,,,,,,,,,,
ATALAIA-AL,,,,AL,,,,"438,00",,,,,,,,-,,,,,,,"438,00",,,,,,,,"1.821,30",,,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
BOCA DA MATA-AL,,,,AL,,,,"379,60",,,,,,,,-,,,,,,,"379,60",,,,,,,,"1.578,46",,,,,,,,,,,
BRANQUINHA-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
CAJUEIRO-AL,,,,AL,,,,"350,40",,,,,,,,-,,,,,,,"350,40",,,,,,,,"1.457,04",,,,,,,,,,,
CAMPESTRE-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
CAMPO ALEGRE-AL,,,,AL,,,,"438,00",,,,,,,,-,,,,,,,"438,00",,,,,,,,"1.821,30",,,,,,,,,,,
CAPELA-AL,,,,AL,,,,"379,60",,,,,,,,-,,,,,,,"379,60",,,,,,,,"1.578,46",,,,,,,,,,,
CHAPRETA-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,AL,,,,"350,40",,,,,,,,-,,,,,,,"350,40",,,,,,,,"1.457,04",,,,,,,,,,,
COQUEIRO SECO-AL,,,,AL,,,,"311,89",,,,,,,,-,,,,,,,"311,89",,,,,,,,"34.513,86",,,,,,,,,,,
CORURIPE-AL,,,,AL,,,,"34.384,79",,,,,,,,"14.791,95",,,,,,,"49.176,74",,,,,,,,"199.459,14",,,,,,,,,,,
FELIZ DESERTO-AL,,,,AL,,,,"10.319,98",,,,,,,,"14.118,70",,,,,,,"24.438,68",,,,,,,,"101.445,06",,,,,,,,,,,
FLEXEIRAS-AL,,,,AL,,,,"321,20",,,,,,,,-,,,,,,,"321,20",,,,,,,,"1.335,61",,,,,,,,,,,
IBATEGUARA-AL,,,,AL,,,,"335,80",,,,,,,,-,,,,,,,"335,80",,,,,,,,"1.396,32",,,,,,,,,,,
IGREJA NOVA-AL,,,,AL,,,,"365,00",,,,,,,,-,,,,,,,"365,00",,,,,,,,"1.517,74",,,,,,,,,,,
JACUIPE-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
JAPARATINGA-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
JOAQUIM GOMES-AL,,,,AL,,,,"365,00",,,,,,,,-,,,,,,,"365,00",,,,,,,,"1.517,74",,,,,,,,,,,
JUNDIA-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
JUNQUEIRO-AL,,,,AL,,,,"379,60",,,,,,,,-,,,,,,,"379,60",,,,,,,,"1.578,46",,,,,,,,,,,
MACEIO-AL,,,,AL,,,,"21.527,55",,,,,,,,"9.342,46",,,,,,,"30.870,01",,,,,,,,"178.036,52",,,,,,,,,,,
MARAGOGI-AL,,,,AL,,,,"350,40",,,,,,,,-,,,,,,,"350,40",,,,,,,,"1.457,04",,,,,,,,,,,
MARECHAL DEODORO-AL,,,,AL,,,,"41.049,97",,,,,,,,"19.797,78",,,,,,,"60.847,75",,,,,,,,"229.666,34",,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,,"379,60",,,,,,,,-,,,,,,,"379,60",,,,,,,,"1.578,46",,,,,,,,,,,
MESSIAS-AL,,,,AL,,,,"306,60",,,,,,,,-,,,,,,,"306,60",,,,,,,,"1.274,90",,,,,,,,,,,
MURICI-AL,,,,AL,,,,"379,60",,,,,,,,-,,,,,,,"379,60",,,,,,,,"1.578,46",,,,,,,,,,,
NOVO LINO-AL,,,,AL,,,,"306,60",,,,,,,,-,,,,,,,"306,60",,,,,,,,"1.274,90",,,,,,,,,,,
PARIPUEIRA-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,,"321,20",,,,,,,,-,,,,,,,"321,20",,,,,,,,"1.335,61",,,,,,,,,,,
PENEDO-AL,,,,AL,,,,"467,20",,,,,,,,-,,,,,,,"467,20",,,,,,,,"1.942,72",,,,,,,,,,,
PIACABUCU-AL,,,,AL,,,,"335,80",,,,,,,,-,,,,,,,"335,80",,,,,,,,"1.396,32",,,,,,,,,,,
PILAR-AL,,,,AL,,,,"72.084,45",,,,,,,,"35.037,53",,,,,,,"107.121,98",,,,,,,,"409.280,12",,,,,,,,,,,
PINDOBA-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
PORTO CALVO-AL,,,,AL,,,,"394,20",,,,,,,,-,,,,,,,"394,20",,,,,,,,"1.639,17",,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,"306,60",,,,,,,,-,,,,,,,"306,60",,,,,,,,"1.274,90",,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,"350,40",,,,,,,,-,,,,,,,"350,40",,,,,,,,"1.457,04",,,,,,,,,,,
RIO LARGO-AL,,,,AL,,,,"481,80",,,,,,,,-,,,,,,,"481,80",,,,,,,,"2.003,43",,,,,,,,,,,
ROTEIRO-AL,,,,AL,,,,"554,59",,,,,,,,"169,55",,,,,,,"724,14",,,,,,,,"2.904,00",,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,"17.654,43",,,,,,,,-,,,,,,,"17.654,43",,,,,,,,"68.890,25",,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,"321,20",,,,,,,,-,,,,,,,"321,20",,,,,,,,"1.335,61",,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,"379,60",,,,,,,,-,,,,,,,"379,60",,,,,,,,"1.578,46",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,"408,80",,,,,,,,-,,,,,,,"408,80",,,,,,,,"1.699,87",,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,"47.240,11",,,,,,,,"15.962,88",,,,,,,"63.202,99",,,,,,,,"262.131,31",,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,"292,00",,,,,,,,-,,,,,,,"292,00",,,,,,,,"1.214,19",,,,,,,,,,,
SATUBA-AL,,,,AL,,,,"5.844,42",,,,,,,,"3.575,05",,,,,,,"9.419,47",,,,,,,,"37.039,08",,,,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,"423,40",,,,,,,,-,,,,,,,"423,40",,,,,,,,"1.760,58",,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,"467,20",,,,,,,,-,,,,,,,"467,20",,,,,,,,"1.942,72",,,,,,,,,,,
VICOSA-AL,,,,AL,,,,"394,20",,,,,,,,-,,,,,,,"394,20",,,,,,,,"1.639,17",,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,"38,86",,,,,,,,"26.741,69",,,,,,,"26.780,55",,,,,,,,"107.091,30",,,,,,,,,,,
COARI-AM,,,,AM,,,,"662.421,01",,,,,,,,"583.960,06",,,,,,,"1.246.381,07",,,,,,,,"4.380.145,19",,,,,,,,,,,
IRANDUBA-AM,,,,AM,,,,"38,86",,,,,,,,"26.741,69",,,,,,,"26.780,55",,,,,,,,"107.091,30",,,,,,,,,,,
MANAUS-AM,,,,AM,,,,"17.479,03",,,,,,,,"1.254,11",,,,,,,"18.733,14",,,,,,,,"310.497,25",,,,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,"23,63",,,,,,,,-,,,,,,,"23,63",,,,,,,,"104,56",,,,,,,,,,,
ADUSTINA-BA,,,,BA,,,,"22,56",,,,,,,,-,,,,,,,"22,56",,,,,,,,"99,82",,,,,,,,,,,
AGUAFRIA-BA,,,,BA,,,,"24,71",,,,,,,,-,,,,,,,"24,71",,,,,,,,"109,32",,,,,,,,,,,
