MARECHAL DEODORO-AL,,,,AL,,,,,"144.635,44",,,,,"121.068,22",,,,,,"265.703,66",,,,,,"2.335.595,91",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,,,"1.058,46",,,,,-,,,,,,"1.058,46",,,,,,"7.815,77",,,,,,,,,
MESSIAS-AL,,,,AL,,,,,"823,24",,,,,-,,,,,,"823,24",,,,,,"6.078,91",,,,,,,,,
MURICI-AL,,,,AL,,,,,"1.058,46",,,,,-,,,,,,"1.058,46",,,,,,"7.815,77",,,,,,,,,
NOVO LINO-AL,,,,AL,,,,,"823,24",,,,,-,,,,,,"823,24",,,,,,"6.078,91",,,,,,,,,
PARIPUEIRA-AL,,,,AL,,,,,"784,04",,,,,"10.295,39",,,,,,"11.079,43",,,,,,"93.381,21",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,,,"862,45",,,,,-,,,,,,"862,45",,,,,,"6.368,39",,,,,,,,,
PENEDO-AL,,,,AL,,,,,"1.293,67",,,,,-,,,,,,"1.293,67",,,,,,"9.552,61",,,,,,,,,
PIACABUCU-AL,,,,AL,,,,,"940,85",,,,,-,,,,,,"940,85",,,,,,"6.947,32",,,,,,,,,
PILAR-AL,,,,AL,,,,,"252.597,07",,,,,"162.217,12",,,,,,"414.814,19",,,,,,"3.482.906,75",,,,,,,,,
PINDOBA-AL,,,,AL,,,,,"784,04",,,,,-,,,,,,"784,04",,,,,,"5.789,43",,,,,,,,,
PORTO CALVO-AL,,,,AL,,,,,"1.019,25",,,,,-,,,,,,"1.019,25",,,,,,"7.526,28",,,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,,"823,24",,,,,-,,,,,,"823,24",,,,,,"6.078,91",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,,"980,05",,,,,-,,,,,,"980,05",,,,,,"7.236,81",,,,,,,,,
RIO LARGO-AL,,,,AL,,,,,"14.896,52",,,,,"8.773,84",,,,,,"23.670,36",,,,,,"176.481,58",,,,,,,,,
ROTEIRO-AL,,,,AL,,,,,"784,04",,,,,-,,,,,,"784,04",,,,,,"12.851,76",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,,"784,04",,,,,-,,,,,,"784,04",,,,,,"5.789,43",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,,"823,24",,,,,-,,,,,,"823,24",,,,,,"6.078,91",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,,"1.019,25",,,,,-,,,,,,"1.019,25",,,,,,"7.526,28",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,,"1.097,66",,,,,-,,,,,,"1.097,66",,,,,,"8.105,22",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,,"365.802,98",,,,,"247.827,06",,,,,,"613.630,04",,,,,,"4.763.451,35",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,,"784,04",,,,,-,,,,,,"784,04",,,,,,"5.789,43",,,,,,,,,
SATUBA-AL,,,,AL,,,,,"24.861,08",,,,,"15.479,11",,,,,,"40.340,19",,,,,,"378.520,68",,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,,"1.176,06",,,,,-,,,,,,"1.176,06",,,,,,"8.684,18",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,,"1.293,67",,,,,-,,,,,,"1.293,67",,,,,,"9.552,61",,,,,,,,,
VICOSA-AL,,,,AL,,,,,"1.058,46",,,,,-,,,,,,"1.058,46",,,,,,"7.815,77",,,,,,,,,
ALAGOAS TOTAL,,,,,,,,,"2.314.846,15",,,,,"709.180,05",,,,,,"3.024.026,20",,,,,,"23.572.426,76",,,,,,,,,
ANAMA-AM,,,,AM,,,,,-,,,,,"2.634,55",,,,,,"2.634,55",,,,,,"20.812,67",,,,,,,,,
ANORI-AM,,,,AM,,,,,-,,,,,"2.634,55",,,,,,"2.634,55",,,,,,"20.812,67",,,,,,,,,
AUTAZES-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
BERURI-AM,,,,AM,,,,,-,,,,,"2.634,55",,,,,,"2.634,55",,,,,,"20.812,67",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
CAREIRO-AM,,,,AM,,,,,-,,,,,"2.634,55",,,,,,"2.634,55",,,,,,"20.812,67",,,,,,,,,
COARI-AM,,,,AM,,,,,"2.164.719,03",,,,,"2.046.574,90",,,,,,"4.211.293,93",,,,,,"32.801.666,73",,,,,,,,,
CODAJAS-AM,,,,AM,,,,,-,,,,,"2.634,55",,,,,,"2.634,55",,,,,,"20.812,67",,,,,,,,,
IRANDUBA-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
ITACOATIARA-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
ITAPIRANGA-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
MANACAPURU-AM,,,,AM,,,,,-,,,,,"2.634,55",,,,,,"2.634,55",,,,,,"20.812,67",,,,,,,,,
MANAQUIRI-AM,,,,AM,,,,,-,,,,,"2.634,55",,,,,,"2.634,55",,,,,,"20.812,67",,,,,,,,,
MANAUS-AM,,,,AM,,,,,"1.382.388,11",,,,,"93.717,60",,,,,,"1.476.105,71",,,,,,"11.169.728,77",,,,,,,,,
PARINTINS-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
SILVES-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
URUCARA-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
URUCURITUBA-AM,,,,AM,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
AMAZONAS TOTAL,,,,,,,,,"3.547.107,14",,,,,"2.224.845,92",,,,,,"5.771.953,06",,,,,,"44.630.680,08",,,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
MACAPA-AP,,,,AP,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
MAZAGAO-AP,,,,AP,,,,,-,,,,,"7.345,73",,,,,,"7.345,73",,,,,,"57.066,21",,,,,,,,,
AMAPA TOTAL,,,,,,,,,-,,,,,"22.037,19",,,,,,"22.037,19",,,,,,"171.198,63",,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
ADUSTINA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
AGUA FRIA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
AIQUARA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,,"211.706,65",,,,,"130.862,02",,,,,,"342.568,67",,,,,,"3.240.251,24",,,,,,,,,
AMARGOSA-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,,"97,19",,,,,-,,,,,,"97,19",,,,,,"791,33",,,,,,,,,
ANAGE-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
ANGUERA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
ANTAS-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
APORA-BA,,,,BA,,,,,"86,39",,,,,-,,,,,,"86,39",,,,,,"703,38",,,,,,,,,
APUAREMA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
ARACAS-BA,,,,BA,,,,,"257.631,28",,,,,"113.722,54",,,,,,"371.353,82",,,,,,"3.088.877,88",,,,,,,,,
ARACI-BA,,,,BA,,,,,"111,59",,,,,-,,,,,,"111,59",,,,,,"908,55",,,,,,,,,
ARAMARI-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
ARATUIPE-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
BANZAE-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,,"111,59",,,,,-,,,,,,"111,59",,,,,,"908,55",,,,,,,,,
BARROCAS-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
BELO CAMPO-BA,,,,BA,,,,,"86,39",,,,,-,,,,,,"86,39",,,,,,"703,38",,,,,,,,,
BIRITINGA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
BOA NOVA-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,,"89,99",,,,,-,,,,,,"89,99",,,,,,"732,71",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
BREJOES-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
CAATIBA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
CACHOEIRA-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
CAEM-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
CAETANOS-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
CAMACARI-BA,,,,BA,,,,,"240,62",,,,,"55,07",,,,,,"295,69",,,,,,"2.771,85",,,,,,,,,
CANDEAL-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
CANDEIAS-BA,,,,BA,,,,,"227.003,65",,,,,"250.700,54",,,,,,"477.704,19",,,,,,"4.453.064,00",,,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
CANSANCAO-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
CANUDOS-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,,"154.090,63",,,,,"43.743,68",,,,,,"197.834,31",,,,,,"1.581.199,27",,,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,,"97,19",,,,,-,,,,,,"97,19",,,,,,"791,33",,,,,,,,,
CATU-BA,,,,BA,,,,,"279.885,43",,,,,"144.496,66",,,,,,"424.382,09",,,,,,"3.393.286,50",,,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
CIPO-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,,"86,39",,,,,-,,,,,,"86,39",,,,,,"703,38",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,,"89,99",,,,,-,,,,,,"89,99",,,,,,"732,71",,,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,,"118,79",,,,,-,,,,,,"118,79",,,,,,"967,18",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,,"97,19",,,,,-,,,,,,"97,19",,,,,,"791,33",,,,,,,,,
CONDE-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"830,49",,,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,,"89,99",,,,,-,,,,,,"89,99",,,,,,"732,71",,,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,,"89,99",,,,,-,,,,,,"89,99",,,,,,"732,71",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,,"115,19",,,,,-,,,,,,"115,19",,,,,,"937,86",,,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,,"111,59",,,,,-,,,,,,"111,59",,,,,,"908,55",,,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,,"104,39",,,,,-,,,,,,"104,39",,,,,,"849,93",,,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,,"250.267,03",,,,,"138.381,24",,,,,,"388.648,27",,,,,,"3.567.114,62",,,,,,,,,
ESPLANADA-BA,,,,BA,,,,,"606.560,67",,,,,"385.829,03",,,,,,"992.389,70",,,,,,"7.294.737,67",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,,"115,19",,,,,-,,,,,,"115,19",,,,,,"937,86",,,,,,,,,
FATIMA-BA,,,,BA,,,,,"89,99",,,,,-,,,,,,"89,99",,,,,,"732,71",,,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,,"143,99",,,,,-,,,,,,"143,99",,,,,,"1.172,34",,,,,,,,,
GAVIAO-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
GLORIA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,,"86,39",,,,,-,,,,,,"86,39",,,,,,"703,38",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
IACU-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
IBIQUERA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
ICHU-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
INHAMBUPE-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
IPECAETA-BA,,,,BA,,,,,"89,99",,,,,-,,,,,,"89,99",,,,,,"732,71",,,,,,,,,
IPIRA-BA,,,,BA,,,,,"118,79",,,,,-,,,,,,"118,79",,,,,,"967,18",,,,,,,,,
IRAJUBA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
IRARA-BA,,,,BA,,,,,"97,19",,,,,-,,,,,,"97,19",,,,,,"791,33",,,,,,,,,
ITABERABA-BA,,,,BA,,,,,"118,79",,,,,-,,,,,,"118,79",,,,,,"967,18",,,,,,,,,
ITAGI-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
ITAMBE-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
ITANAGRA-BA,,,,BA,,,,,"108.974,88",,,,,"16.849,21",,,,,,"125.824,09",,,,,,"976.228,14",,,,,,,,,
ITAPARICA-BA,,,,BA,,,,,"3.484,34",,,,,"146.201,55",,,,,,"149.685,89",,,,,,"1.511.511,14",,,,,,,,,
ITAPETINGA-BA,,,,BA,,,,,"118,79",,,,,-,,,,,,"118,79",,,,,,"967,18",,,,,,,,,
ITAPICURU-BA,,,,BA,,,,,"97,19",,,,,-,,,,,,"97,19",,,,,,"791,33",,,,,,,,,
ITAQUARA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
ITARANTIM-BA,,,,BA,,,,,"86,39",,,,,-,,,,,,"86,39",,,,,,"703,38",,,,,,,,,
ITATIM-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
ITIRUCU-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
ITIUBA-BA,,,,BA,,,,,"104,39",,,,,-,,,,,,"104,39",,,,,,"849,93",,,,,,,,,
JACOBINA-BA,,,,BA,,,,,"125,99",,,,,-,,,,,,"125,99",,,,,,"1.025,79",,,,,,,,,
JAGUAQUARA-BA,,,,BA,,,,,"111,59",,,,,-,,,,,,"111,59",,,,,,"908,55",,,,,,,,,
JAGUARIPE-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
JANDAIRA-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
JEQUIE-BA,,,,BA,,,,,"143,99",,,,,-,,,,,,"143,99",,,,,,"1.172,34",,,,,,,,,
JEREMOABO-BA,,,,BA,,,,,"104,39",,,,,-,,,,,,"104,39",,,,,,"849,93",,,,,,,,,
JIQUIRICA-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
JITAUNA-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
LAJE-BA,,,,BA,,,,,"89,99",,,,,-,,,,,,"89,99",,,,,,"732,71",,,,,,,,,
LAJEDINHO-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
LAMARAO-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,,,"136,79",,,,,-,,,,,,"136,79",,,,,,"1.113,73",,,,,,,,,
MACAJUBA-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
MACARANI-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,,,"1.384.579,77",,,,,"669.191,44",,,,,,"2.053.771,21",,,,,,"17.144.190,79",,,,,,,,,
MAIQUINIQUE-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
MAIRI-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,,,"86,39",,,,,-,,,,,,"86,39",,,,,,"703,38",,,,,,,,,
MARACAS-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
MARAGOGIPE-BA,,,,BA,,,,,"111,59",,,,,-,,,,,,"111,59",,,,,,"908,55",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
MATA DE SAO JOAO-BA,,,,BA,,,,,"203.274,01",,,,,"86.528,38",,,,,,"289.802,39",,,,,,"2.312.074,95",,,,,,,,,
MIGUEL CALMON-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
MILAGRES-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
MIRANTE-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
MONTE SANTO-BA,,,,BA,,,,,"115,19",,,,,-,,,,,,"115,19",,,,,,"937,86",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MUNDO NOVO-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
MURITIBA-BA,,,,BA,,,,,"100,79",,,,,-,,,,,,"100,79",,,,,,"820,63",,,,,,,,,
MUTUIPE-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
NAZARE-BA,,,,BA,,,,,"97,19",,,,,-,,,,,,"97,19",,,,,,"791,33",,,,,,,,,
NORDESTINA-BA,,,,BA,,,,,"75,59",,,,,-,,,,,,"75,59",,,,,,"615,46",,,,,,,,,
NOVA CANAA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
NOVA FATIMA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
NOVA ITARANA-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
NOVA SOURE-BA,,,,BA,,,,,"97,19",,,,,-,,,,,,"97,19",,,,,,"791,33",,,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
OLINDINA-BA,,,,BA,,,,,"93,59",,,,,-,,,,,,"93,59",,,,,,"762,00",,,,,,,,,
OURICANGAS-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
OUROLANDIA-BA,,,,BA,,,,,"82,79",,,,,-,,,,,,"82,79",,,,,,"674,08",,,,,,,,,
PARIPIRANGA-BA,,,,BA,,,,,"97,19",,,,,-,,,,,,"97,19",,,,,,"791,33",,,,,,,,,
PAULO AFONSO-BA,,,,BA,,,,,"133,19",,,,,-,,,,,,"133,19",,,,,,"1.084,42",,,,,,,,,
PE DE SERRA-BA,,,,BA,,,,,"79,19",,,,,-,,,,,,"79,19",,,,,,"644,77",,,,,,,,,
PEDRAO-BA,,,,BA,,,,,"71,99",,,,,-,,,,,,"71,99",,,,,,"586,15",,,,,,,,,
