ITAMARAJU-BA,,,,,BA,,,,,"999,17",,,,,,,,,-,,,,,,,,,"999,17",,,,,,"9.153,48",,,,,,,
ITAMARI-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.384,36",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.693,07",,,,,,,
ITANAGRA-BA,,,,,BA,,,,,"85.981,37",,,,,,,,,"13.792,76",,,,,,,,,"99.774,13",,,,,,"1.172.442,95",,,,,,,
ITANHEM-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"6.999,70",,,,,,,
ITAPARICA-BA,,,,,BA,,,,,"31.841,19",,,,,,,,,"163.977,09",,,,,,,,,"195.818,28",,,,,,"2.062.702,13",,,,,,,
ITAPE-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.192,02",,,,,,,
ITAPEBI-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.653,61",,,,,,,
ITAPETINGA-BA,,,,,BA,,,,,"969,78",,,,,,,,,-,,,,,,,,,"969,78",,,,,,"9.066,86",,,,,,,
ITAPICURU-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.418,32",,,,,,,
ITAPITANGA-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.653,61",,,,,,,
ITAQUARA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
ITARANTIM-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
ITATIM-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
ITIRUCU-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
ITIUBA-BA,,,,,BA,,,,,"852,23",,,,,,,,,-,,,,,,,,,"852,23",,,,,,"7.967,87",,,,,,,
ITORORO-BA,,,,,BA,,,,,"734,68",,,,,,,,,-,,,,,,,,,"734,68",,,,,,"6.730,48",,,,,,,
ITUBERA-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.268,92",,,,,,,
JACOBINA-BA,,,,,BA,,,,,"1.028,55",,,,,,,,,-,,,,,,,,,"1.028,55",,,,,,"9.616,36",,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,,"911,00",,,,,,,,,-,,,,,,,,,"911,00",,,,,,"8.517,34",,,,,,,
JAGUARIPE-BA,,,,,BA,,,,,"39.283,27",,,,,,,,,-,,,,,,,,,"39.283,27",,,,,,"65.073,13",,,,,,,
JANDAIRA-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.769,82",,,,,,,
JEQUIE-BA,,,,,BA,,,,,"1.175,49",,,,,,,,,-,,,,,,,,,"1.175,49",,,,,,"10.990,14",,,,,,,
JEREMOABO-BA,,,,,BA,,,,,"852,23",,,,,,,,,-,,,,,,,,,"852,23",,,,,,"7.967,87",,,,,,,
JIQUIRICA-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
JITAUNA-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
JUCURUCU-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"5.922,82",,,,,,,
JUSSARI-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.384,36",,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
LAJE-BA,,,,,BA,,,,,"734,68",,,,,,,,,-,,,,,,,,,"734,68",,,,,,"6.868,82",,,,,,,
LAJEDAO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.384,36",,,,,,,
LAJEDINHO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
LAMARAO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,,"1.116,71",,,,,,,,,-,,,,,,,,,"1.116,71",,,,,,"10.440,63",,,,,,,
MACAJUBA-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.769,82",,,,,,,
MACARANI-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.319,30",,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,,"759.917,73",,,,,,,,,"756.672,54",,,,,,,,,"1.516.590,27",,,,,,"19.401.898,38",,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
MAIRI-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
MARACAS-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.693,07",,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,,"39.047,78",,,,,,,,,-,,,,,,,,,"39.047,78",,,,,,"66.781,40",,,,,,,
MARAU-BA,,,,,BA,,,,,"734,68",,,,,,,,,-,,,,,,,,,"734,68",,,,,,"6.730,48",,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.769,82",,,,,,,
MASCOTE-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.461,25",,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,,"159.643,58",,,,,,,,,"70.585,78",,,,,,,,,"230.229,36",,,,,,"2.620.943,22",,,,,,,
MEDEIROS NETO-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"6.999,70",,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.693,07",,,,,,,
MILAGRES-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
MIRANTE-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,,"940,39",,,,,,,,,-,,,,,,,,,"940,39",,,,,,"8.792,11",,,,,,,
MUCURI-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.538,13",,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
MURITIBA-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.693,07",,,,,,,
MUTUIPE-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
NAZARE-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.418,32",,,,,,,
NILO PECANHA-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.653,61",,,,,,,
NORDESTINA-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.769,82",,,,,,,
NOVA CANAA-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.319,30",,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
NOVA IBIA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.384,36",,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
NOVA SOURE-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.418,32",,,,,,,
NOVA VICOSA-BA,,,,,BA,,,,,"852,23",,,,,,,,,-,,,,,,,,,"852,23",,,,,,"7.807,38",,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
OLINDINA-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
OURICANGAS-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
OUROLANDIA-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.319,30",,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.418,32",,,,,,,
PAU BRASIL-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"5.922,82",,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,,"1.087,33",,,,,,,,,-,,,,,,,,,"1.087,33",,,,,,"10.165,88",,,,,,,
PE DE SERRA-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
PEDRAO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
PINTADAS-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.769,82",,,,,,,
PIRAI DO NORTE-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.653,61",,,,,,,
PIRITIBA-BA,,,,,BA,,,,,"734,68",,,,,,,,,-,,,,,,,,,"734,68",,,,,,"6.868,82",,,,,,,
PLANALTINO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
PLANALTO-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
POCOES-BA,,,,,BA,,,,,"911,00",,,,,,,,,-,,,,,,,,,"911,00",,,,,,"8.517,34",,,,,,,
POJUCA-BA,,,,,BA,,,,,"550.044,62",,,,,,,,,"463.175,93",,,,,,,,,"1.013.220,55",,,,,,"12.082.309,61",,,,,,,
PORTO SEGURO-BA,,,,,BA,,,,,"1.057,93",,,,,,,,,-,,,,,,,,,"1.057,93",,,,,,"9.691,91",,,,,,,
POTIRAGUA-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.192,02",,,,,,,
PRADO-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.268,92",,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,BA,,,,,"734,68",,,,,,,,,-,,,,,,,,,"734,68",,,,,,"6.730,48",,,,,,,
QUEIMADAS-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.418,32",,,,,,,
QUIJINGUE-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.418,32",,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
RETIROLANDIA-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.769,82",,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.693,07",,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,,,"911,00",,,,,,,,,-,,,,,,,,,"911,00",,,,,,"8.517,34",,,,,,,
RIBEIRAO DO LARGO-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.319,30",,,,,,,
RIO REAL-BA,,,,,BA,,,,,"852,23",,,,,,,,,-,,,,,,,,,"852,23",,,,,,"7.967,87",,,,,,,
RUY BARBOSA-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.693,07",,,,,,,
SALINAS DA MARGARIDA-BA,,,,,BA,,,,,"25.960,92",,,,,,,,,"163.724,55",,,,,,,,,"189.685,47",,,,,,"2.011.223,19",,,,,,,
SALVADOR-BA,,,,,BA,,,,,"49.449,37",,,,,,,,,"163.724,55",,,,,,,,,"213.173,92",,,,,,"2.199.378,55",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA BARBARA-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
SANTA BRIGIDA-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"6.999,70",,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.384,36",,,,,,,
SANTA INES-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.769,82",,,,,,,
SANTA LUZIA-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.192,02",,,,,,,
SANTA TERESINHA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
SANTALUZ-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.693,07",,,,,,,
SANTANOPOLIS-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
SANTO AMARO-BA,,,,,BA,,,,,"40.795,73",,,,,,,,,"163.724,55",,,,,,,,,"204.520,28",,,,,,"2.130.058,15",,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,BA,,,,,"1.028,55",,,,,,,,,-,,,,,,,,,"1.028,55",,,,,,"9.616,36",,,,,,,
SANTO ESTEVAO-BA,,,,,BA,,,,,"911,00",,,,,,,,,-,,,,,,,,,"911,00",,,,,,"8.517,34",,,,,,,
SAO DOMINGOS-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
SAO FELIPE-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
SAO FELIX-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,BA,,,,,"908.719,66",,,,,,,,,"490.695,94",,,,,,,,,"1.399.415,60",,,,,,"15.356.920,04",,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.418,32",,,,,,,
SAO JOSE DA VITORIA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.384,36",,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,BA,,,,,"617,14",,,,,,,,,-,,,,,,,,,"617,14",,,,,,"5.769,82",,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,,,"307.842,63",,,,,,,,,"168.124,47",,,,,,,,,"475.967,10",,,,,,"5.323.193,14",,,,,,,
SAPEACU-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
SATIRO DIAS-BA,,,,,BA,,,,,"21.561,80",,,,,,,,,"10.636,82",,,,,,,,,"32.198,62",,,,,,"405.529,45",,,,,,,
SAUBARA-BA,,,,,BA,,,,,"25.960,92",,,,,,,,,"163.724,55",,,,,,,,,"189.685,47",,,,,,"2.011.223,19",,,,,,,
SERRA PRETA-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
SERRINHA-BA,,,,,BA,,,,,"999,17",,,,,,,,,-,,,,,,,,,"999,17",,,,,,"9.341,63",,,,,,,
SERROLANDIA-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
SIMOES FILHO-BA,,,,,BA,,,,,"1.057,93",,,,,,,,,-,,,,,,,,,"1.057,93",,,,,,"642.537,38",,,,,,,
SITIO DO QUINTO-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
TANQUINHO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
TAPEROA-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.192,02",,,,,,,
TAPIRAMUTA-BA,,,,,BA,,,,,"705,30",,,,,,,,,-,,,,,,,,,"705,30",,,,,,"6.594,05",,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,BA,,,,,"1.087,33",,,,,,,,,-,,,,,,,,,"1.087,33",,,,,,"9.961,12",,,,,,,
TEODORO SAMPAIO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
TEOFILANDIA-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
TEOLANDIA-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"5.922,82",,,,,,,
TERRA NOVA-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
TUCANO-BA,,,,,BA,,,,,"940,39",,,,,,,,,-,,,,,,,,,"940,39",,,,,,"8.792,11",,,,,,,
UAUA-BA,,,,,BA,,,,,"793,46",,,,,,,,,-,,,,,,,,,"793,46",,,,,,"7.418,32",,,,,,,
UBAIRA-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"7.143,57",,,,,,,
UBAITABA-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"6.999,70",,,,,,,
UBATA-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"6.999,70",,,,,,,
UNA-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.538,13",,,,,,,
URUCUCA-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"6.999,70",,,,,,,
VALENCA-BA,,,,,BA,,,,,"38.942,56",,,,,,,,,-,,,,,,,,,"38.942,56",,,,,,"67.346,39",,,,,,,
VALENTE-BA,,,,,BA,,,,,"734,68",,,,,,,,,-,,,,,,,,,"734,68",,,,,,"6.868,82",,,,,,,
VARZEA DA ROCA-BA,,,,,BA,,,,,"646,52",,,,,,,,,-,,,,,,,,,"646,52",,,,,,"6.044,57",,,,,,,
VARZEA DO POCO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
VARZEA NOVA-BA,,,,,BA,,,,,"675,90",,,,,,,,,-,,,,,,,,,"675,90",,,,,,"6.319,30",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VARZEDO-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.495,02",,,,,,,
VERA CRUZ-BA,,,,,BA,,,,,"822,84",,,,,,,,,-,,,,,,,,,"822,84",,,,,,"7.693,07",,,,,,,
VEREDA-BA,,,,,BA,,,,,"587,74",,,,,,,,,-,,,,,,,,,"587,74",,,,,,"5.384,36",,,,,,,
VITORIA DA CONQUISTA-BA,,,,,BA,,,,,"1.175,49",,,,,,,,,-,,,,,,,,,"1.175,49",,,,,,"10.990,14",,,,,,,
WENCESLAU GUIMARAES-BA,,,,,BA,,,,,"764,06",,,,,,,,,-,,,,,,,,,"764,06",,,,,,"6.999,70",,,,,,,
BAHIA  TOTAL,,,,,,,,,,"5.304.742,44",,,,,,,,,"4.388.028,10",,,,,,,,,"9.692.770,54",,,,,,"106.774.842,53",,,,,,,
ACARAU-CE,,,,,CE,,,,,"3.186,89",,,,,,,,,-,,,,,,,,,"3.186,89",,,,,,"31.931,60",,,,,,,
ALCANTARAS-CE,,,,,CE,,,,,"1.991,80",,,,,,,,,-,,,,,,,,,"1.991,80",,,,,,"19.957,24",,,,,,,
AMONTADA-CE,,,,,CE,,,,,"66.522,47",,,,,,,,,"76.288,33",,,,,,,,,"142.810,80",,,,,,"1.462.453,48",,,,,,,
APUIARES-CE,,,,,CE,,,,,"2.190,99",,,,,,,,,-,,,,,,,,,"2.190,99",,,,,,"21.952,96",,,,,,,
AQUIRAZ-CE,,,,,CE,,,,,-,,,,,,,,,"5.725,92",,,,,,,,,"5.725,92",,,,,,"65.255,94",,,,,,,
ARACATI-CE,,,,,CE,,,,,"534.197,58",,,,,,,,,"19.679,49",,,,,,,,,"553.877,07",,,,,,"7.537.944,69",,,,,,,
ARARENDA-CE,,,,,CE,,,,,"2.091,39",,,,,,,,,-,,,,,,,,,"2.091,39",,,,,,"20.955,08",,,,,,,
BARROQUINHA-CE,,,,,CE,,,,,"2.190,99",,,,,,,,,-,,,,,,,,,"2.190,99",,,,,,"21.952,96",,,,,,,
BELA CRUZ-CE,,,,,CE,,,,,"2.788,53",,,,,,,,,-,,,,,,,,,"2.788,53",,,,,,"27.940,16",,,,,,,
CAMOCIM-CE,,,,,CE,,,,,"3.186,89",,,,,,,,,-,,,,,,,,,"3.186,89",,,,,,"31.931,60",,,,,,,
CANINDE-CE,,,,,CE,,,,,"3.386,07",,,,,,,,,-,,,,,,,,,"3.386,07",,,,,,"33.927,33",,,,,,,
CARIDADE-CE,,,,,CE,,,,,"2.290,58",,,,,,,,,-,,,,,,,,,"2.290,58",,,,,,"22.950,82",,,,,,,
CARIRE-CE,,,,,CE,,,,,"2.489,76",,,,,,,,,-,,,,,,,,,"2.489,76",,,,,,"24.946,56",,,,,,,
CARNAUBAL-CE,,,,,CE,,,,,"2.290,58",,,,,,,,,-,,,,,,,,,"2.290,58",,,,,,"22.950,82",,,,,,,
CATUNDA-CE,,,,,CE,,,,,"1.991,80",,,,,,,,,-,,,,,,,,,"1.991,80",,,,,,"19.957,24",,,,,,,
CAUCAIA-CE,,,,,CE,,,,,-,,,,,,,,,"5.725,92",,,,,,,,,"5.725,92",,,,,,"65.255,94",,,,,,,
CHAVAL-CE,,,,,CE,,,,,"2.190,99",,,,,,,,,-,,,,,,,,,"2.190,99",,,,,,"21.952,96",,,,,,,
COREAU-CE,,,,,CE,,,,,"2.489,76",,,,,,,,,-,,,,,,,,,"2.489,76",,,,,,"24.946,56",,,,,,,
CRATEUS-CE,,,,,CE,,,,,"3.386,07",,,,,,,,,-,,,,,,,,,"3.386,07",,,,,,"33.927,33",,,,,,,
CROATA-CE,,,,,CE,,,,,"2.390,17",,,,,,,,,-,,,,,,,,,"2.390,17",,,,,,"23.948,69",,,,,,,
CRUZ-CE,,,,,CE,,,,,"2.489,76",,,,,,,,,-,,,,,,,,,"2.489,76",,,,,,"24.946,56",,,,,,,
FORQUILHA-CE,,,,,CE,,,,,"2.390,17",,,,,,,,,-,,,,,,,,,"2.390,17",,,,,,"23.948,69",,,,,,,
FORTALEZA-CE,,,,,CE,,,,,"101.806,29",,,,,,,,,"7.634,57",,,,,,,,,"109.440,86",,,,,,"2.049.508,71",,,,,,,
FRECHEIRINHA-CE,,,,,CE,,,,,"2.091,39",,,,,,,,,-,,,,,,,,,"2.091,39",,,,,,"20.955,08",,,,,,,
GENERAL SAMPAIO-CE,,,,,CE,,,,,"1.991,80",,,,,,,,,-,,,,,,,,,"1.991,80",,,,,,"19.957,24",,,,,,,
GRACA-CE,,,,,CE,,,,,"2.290,58",,,,,,,,,-,,,,,,,,,"2.290,58",,,,,,"22.950,82",,,,,,,
GRANJA-CE,,,,,CE,,,,,"3.186,89",,,,,,,,,-,,,,,,,,,"3.186,89",,,,,,"31.931,60",,,,,,,
GROAIRAS-CE,,,,,CE,,,,,"1.991,80",,,,,,,,,-,,,,,,,,,"1.991,80",,,,,,"19.957,24",,,,,,,
GUARACIABA DO NORTE-CE,,,,,CE,,,,,"2.888,12",,,,,,,,,-,,,,,,,,,"2.888,12",,,,,,"28.938,01",,,,,,,
HIDROLANDIA-CE,,,,,CE,,,,,"2.390,17",,,,,,,,,-,,,,,,,,,"2.390,17",,,,,,"23.948,69",,,,,,,
HORIZONTE-CE,,,,,CE,,,,,"468.483,49",,,,,,,,,-,,,,,,,,,"468.483,49",,,,,,"3.878.575,92",,,,,,,
IBIAPINA-CE,,,,,CE,,,,,"2.589,35",,,,,,,,,-,,,,,,,,,"2.589,35",,,,,,"25.944,44",,,,,,,
ICAPUI-CE,,,,,CE,,,,,"84.153,90",,,,,,,,,"16.530,18",,,,,,,,,"100.684,08",,,,,,"1.128.905,69",,,,,,,
INDEPENDENCIA-CE,,,,,CE,,,,,"2.688,94",,,,,,,,,-,,,,,,,,,"2.688,94",,,,,,"26.942,29",,,,,,,
IPAPORANGA-CE,,,,,CE,,,,,"2.091,39",,,,,,,,,-,,,,,,,,,"2.091,39",,,,,,"20.955,08",,,,,,,
