ANADIA-AL,,,AL,,,"536,43",,,,,,-,,,,,,,"536,43",,,,,,,"4.404,25",,,,,,,,,,,,
ATALAIA-AL,,,AL,,,"692,89",,,,,,-,,,,,,,"692,89",,,,,,,"5.688,84",,,,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,AL,,,"514,08",,,,,,-,,,,,,,"514,08",,,,,,,"4.220,73",,,,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,AL,,,"447,02",,,,,,-,,,,,,,"447,02",,,,,,,"3.670,19",,,,,,,,,,,,
BOCA DA MATA-AL,,,AL,,,"603,48",,,,,,-,,,,,,,"603,48",,,,,,,"4.954,77",,,,,,,,,,,,
BRANQUINHA-AL,,,AL,,,"469,37",,,,,,-,,,,,,,"469,37",,,,,,,"3.853,68",,,,,,,,,,,,
CAJUEIRO-AL,,,AL,,,"581,13",,,,,,-,,,,,,,"581,13",,,,,,,"4.771,27",,,,,,,,,,,,
CAMPESTRE-AL,,,AL,,,"447,02",,,,,,-,,,,,,,"447,02",,,,,,,"3.670,19",,,,,,,,,,,,
CAMPO ALEGRE-AL,,,AL,,,"715,24",,,,,,-,,,,,,,"715,24",,,,,,,"5.872,35",,,,,,,,,,,,
CAPELA-AL,,,AL,,,"536,43",,,,,,-,,,,,,,"536,43",,,,,,,"4.404,25",,,,,,,,,,,,
CHA PRETA-AL,,,AL,,,"447,02",,,,,,-,,,,,,,"447,02",,,,,,,"3.670,19",,,,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,AL,,,"581,13",,,,,,-,,,,,,,"581,13",,,,,,,"4.771,27",,,,,,,,,,,,
COQUEIRO SECO-AL,,,AL,,,"71.642,73",,,,,,"128,38",,,,,,,"71.771,11",,,,,,,"618.111,92",,,,,,,,,,,,
CORURIPE-AL,,,AL,,,"1.337.490,17",,,,,,"50.434,51",,,,,,,"1.387.924,68",,,,,,,"12.038.280,40",,,,,,,,,,,,
FELIZ DESERTO-AL,,,AL,,,"16.170,33",,,,,,"22.598,04",,,,,,,"38.768,37",,,,,,,"318.301,32",,,,,,,,,,,,
FLEXEIRAS-AL,,,AL,,,"491,72",,,,,,-,,,,,,,"491,72",,,,,,,"4.037,22",,,,,,,,,,,,
IBATEGUARA-AL,,,AL,,,"514,08",,,,,,-,,,,,,,"514,08",,,,,,,"4.220,73",,,,,,,,,,,,
IGREJA NOVA-AL,,,AL,,,"581,13",,,,,,-,,,,,,,"581,13",,,,,,,"4.771,27",,,,,,,,,,,,
JACUIPE-AL,,,AL,,,"447,02",,,,,,-,,,,,,,"447,02",,,,,,,"3.670,19",,,,,,,,,,,,
JAPARATINGA-AL,,,AL,,,"447,02",,,,,,-,,,,,,,"447,02",,,,,,,"3.670,19",,,,,,,,,,,,
