ANADIA-AL,,,,AL,,,,"726,55",,,,,,,,,-,,,,,,,,,,"726,55",,,,,,,"2.983,13",,,,,,,,
ATALAIA-AL,,,,AL,,,,"968,73",,,,,,,,,-,,,,,,,,,,"968,73",,,,,,,"3.977,51",,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,AL,,,,"666,00",,,,,,,,,-,,,,,,,,,,"666,00",,,,,,,"2.734,53",,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"2.485,94",,,,,,,,
BOCA DA MATA-AL,,,,AL,,,,"817,37",,,,,,,,,-,,,,,,,,,,"817,37",,,,,,,"3.356,03",,,,,,,,
BRANQUINHA-AL,,,,AL,,,,"635,73",,,,,,,,,-,,,,,,,,,,"635,73",,,,,,,"2.610,24",,,,,,,,
CAJUEIRO-AL,,,,AL,,,,"787,09",,,,,,,,,-,,,,,,,,,,"787,09",,,,,,,"3.231,72",,,,,,,,
CAMPESTRE-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"2.485,94",,,,,,,,
CAMPO ALEGRE-AL,,,,AL,,,,"938,46",,,,,,,,,-,,,,,,,,,,"938,46",,,,,,,"3.853,22",,,,,,,,
CAPELA-AL,,,,AL,,,,"726,55",,,,,,,,,-,,,,,,,,,,"726,55",,,,,,,"2.983,13",,,,,,,,
CHA PRETA-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"2.485,94",,,,,,,,
COLONIA LEOPOLDINA-AL,,,,AL,,,,"756,82",,,,,,,,,-,,,,,,,,,,"756,82",,,,,,,"3.107,43",,,,,,,,
COQUEIRO SECO-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"8.588,34",,,,,,,,
CORURIPE-AL,,,,AL,,,,"834.823,06",,,,,,,,,"60.042,64",,,,,,,,,,"894.865,70",,,,,,,"3.974.222,14",,,,,,,,
FELIZ DESERTO-AL,,,,AL,,,,"21.761,64",,,,,,,,,"30.411,90",,,,,,,,,,"52.173,54",,,,,,,"214.219,29",,,,,,,,
FLEXEIRAS-AL,,,,AL,,,,"635,73",,,,,,,,,-,,,,,,,,,,"635,73",,,,,,,"2.610,24",,,,,,,,
IBATEGUARA-AL,,,,AL,,,,"696,27",,,,,,,,,-,,,,,,,,,,"696,27",,,,,,,"2.858,84",,,,,,,,
IGREJA NOVA-AL,,,,AL,,,,"787,09",,,,,,,,,-,,,,,,,,,,"787,09",,,,,,,"3.231,72",,,,,,,,
JACUIPE-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"2.485,94",,,,,,,,
JAPARATINGA-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"2.485,94",,,,,,,,
JEQUIA DA PRAIA-AL,,,,AL,,,,"635,73",,,,,,,,,-,,,,,,,,,,"635,73",,,,,,,"3.106,40",,,,,,,,
JOAQUIM GOMES-AL,,,,AL,,,,"787,09",,,,,,,,,-,,,,,,,,,,"787,09",,,,,,,"3.231,72",,,,,,,,
JUNDIA-AL,,,,AL,,,,"42.174,71",,,,,,,,,-,,,,,,,,,,"42.174,71",,,,,,,"44.055,19",,,,,,,,
JUNQUEIRO-AL,,,,AL,,,,"817,37",,,,,,,,,-,,,,,,,,,,"817,37",,,,,,,"3.356,03",,,,,,,,
MACEIO-AL,,,,AL,,,,"62.814,53",,,,,,,,,"13.310,87",,,,,,,,,,"76.125,40",,,,,,,"450.611,20",,,,,,,,
MARAGOGI-AL,,,,AL,,,,"817,37",,,,,,,,,-,,,,,,,,,,"817,37",,,,,,,"3.356,03",,,,,,,,
MARECHAL DEODORO-AL,,,,AL,,,,"99.575,45",,,,,,,,,"101.686,64",,,,,,,,,,"201.262,09",,,,,,,"874.196,18",,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,,"817,37",,,,,,,,,-,,,,,,,,,,"817,37",,,,,,,"3.356,03",,,,,,,,
MESSIAS-AL,,,,AL,,,,"696,27",,,,,,,,,-,,,,,,,,,,"696,27",,,,,,,"2.858,84",,,,,,,,
MURICI-AL,,,,AL,,,,"817,37",,,,,,,,,-,,,,,,,,,,"817,37",,,,,,,"3.356,03",,,,,,,,
NOVO LINO-AL,,,,AL,,,,"635,73",,,,,,,,,-,,,,,,,,,,"635,73",,,,,,,"2.610,24",,,,,,,,
PARIPUEIRA-AL,,,,AL,,,,"605,46",,,,,,,,,"9.983,15",,,,,,,,,,"10.588,61",,,,,,,"44.099,32",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,,"666,00",,,,,,,,,-,,,,,,,,,,"666,00",,,,,,,"2.734,53",,,,,,,,
PENEDO-AL,,,,AL,,,,"999,00",,,,,,,,,-,,,,,,,,,,"999,00",,,,,,,"4.101,81",,,,,,,,
PIACABUCU-AL,,,,AL,,,,"726,55",,,,,,,,,-,,,,,,,,,,"726,55",,,,,,,"2.983,13",,,,,,,,
PILAR-AL,,,,AL,,,,"212.685,63",,,,,,,,,"136.635,50",,,,,,,,,,"349.321,13",,,,,,,"1.349.061,02",,,,,,,,
PINDOBA-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"2.485,94",,,,,,,,
PORTO CALVO-AL,,,,AL,,,,"817,37",,,,,,,,,-,,,,,,,,,,"817,37",,,,,,,"3.356,03",,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,"635,73",,,,,,,,,-,,,,,,,,,,"635,73",,,,,,,"2.610,24",,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,"726,55",,,,,,,,,-,,,,,,,,,,"726,55",,,,,,,"2.983,13",,,,,,,,
RIO LARGO-AL,,,,AL,,,,"13.709,93",,,,,,,,,"8.179,02",,,,,,,,,,"21.888,95",,,,,,,"92.780,05",,,,,,,,
ROTEIRO-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"7.413,27",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,"43.197,76",,,,,,,,,"659,87",,,,,,,,,,"43.857,63",,,,,,,"144.293,79",,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,"635,73",,,,,,,,,-,,,,,,,,,,"635,73",,,,,,,"2.610,24",,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,"787,09",,,,,,,,,-,,,,,,,,,,"787,09",,,,,,,"3.231,72",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,"847,64",,,,,,,,,-,,,,,,,,,,"847,64",,,,,,,"3.480,32",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,"309.602,23",,,,,,,,,"220.507,14",,,,,,,,,,"530.109,37",,,,,,,"2.296.566,11",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,"605,46",,,,,,,,,-,,,,,,,,,,"605,46",,,,,,,"2.485,94",,,,,,,,
SATUBA-AL,,,,AL,,,,"541.033,26",,,,,,,,,"18.754,65",,,,,,,,,,"559.787,91",,,,,,,"2.361.847,42",,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,"938,46",,,,,,,,,-,,,,,,,,,,"938,46",,,,,,,"3.853,22",,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,"999,00",,,,,,,,,-,,,,,,,,,,"999,00",,,,,,,"4.101,81",,,,,,,,
VICOSA-AL,,,,AL,,,,"817,37",,,,,,,,,-,,,,,,,,,,"817,37",,,,,,,"3.356,03",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,"2.212.195,98",,,,,,,,,"600.171,38",,,,,,,,,,"2.812.367,36",,,,,,,"11.981.526,17",,,,,,,,
ANAMA-AM,,,,AM,,,,-,,,,,,,,,"2.613,47",,,,,,,,,,"2.613,47",,,,,,,"10.464,85",,,,,,,,
ANORI-AM,,,,AM,,,,-,,,,,,,,,"2.613,47",,,,,,,,,,"2.613,47",,,,,,,"10.464,85",,,,,,,,
AUTAZES-AM,,,,AM,,,,-,,,,,,,,,"5.940,05",,,,,,,,,,"5.940,05",,,,,,,"27.909,07",,,,,,,,
BERURI-AM,,,,AM,,,,-,,,,,,,,,"2.613,47",,,,,,,,,,"2.613,47",,,,,,,"10.464,85",,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,-,,,,,,,,,"5.940,05",,,,,,,,,,"5.940,05",,,,,,,"27.909,07",,,,,,,,
CAREIRO-AM,,,,AM,,,,-,,,,,,,,,"2.613,47",,,,,,,,,,"2.613,47",,,,,,,"10.464,85",,,,,,,,
COARI-AM,,,,AM,,,,"1.969.173,18",,,,,,,,,"1.899.404,46",,,,,,,,,,"3.868.577,64",,,,,,,"15.520.047,06",,,,,,,,
CODAJAS-AM,,,,AM,,,,-,,,,,,,,,"2.613,47",,,,,,,,,,"2.613,47",,,,,,,"10.464,85",,,,,,,,
IRANDUBA-AM,,,,AM,,,,-,,,,,,,,,"5.940,05",,,,,,,,,,"5.940,05",,,,,,,"27.909,07",,,,,,,,
ITACOATIARA-AM,,,,AM,,,,-,,,,,,,,,"5.940,05",,,,,,,,,,"5.940,05",,,,,,,"27.909,07",,,,,,,,
