ARACATI-CE,,,,,CE,,,,"319.119,79",,,,,,,,,"20.297,39",,,,,,,"339.417,18",,,,,,,,,"1.719.304,29",,,,,,,,,,
ARARENDA-CE,,,,,CE,,,,"1.391,25",,,,,,,,,-,,,,,,,"1.391,25",,,,,,,,,"6.914,65",,,,,,,,,,
BARROQUINHA-CE,,,,,CE,,,,"1.523,75",,,,,,,,,-,,,,,,,"1.523,75",,,,,,,,,"7.573,19",,,,,,,,,,
BELA CRUZ-CE,,,,,CE,,,,"1.855,01",,,,,,,,,-,,,,,,,"1.855,01",,,,,,,,,"9.219,55",,,,,,,,,,
CAMOCIM-CE,,,,,CE,,,,"2.186,26",,,,,,,,,-,,,,,,,"2.186,26",,,,,,,,,"10.865,90",,,,,,,,,,
CANINDE-CE,,,,,CE,,,,"2.318,76",,,,,,,,,-,,,,,,,"2.318,76",,,,,,,,,"11.524,44",,,,,,,,,,
CARIDADE-CE,,,,,CE,,,,"1.722,51",,,,,,,,,-,,,,,,,"1.722,51",,,,,,,,,"8.561,01",,,,,,,,,,
CARIRE-CE,,,,,CE,,,,"1.656,26",,,,,,,,,-,,,,,,,"1.656,26",,,,,,,,,"8.231,73",,,,,,,,,,
CARNAUBAL-CE,,,,,CE,,,,"1.590,00",,,,,,,,,-,,,,,,,"1.590,00",,,,,,,,,"7.902,47",,,,,,,,,,
CATUNDA-CE,,,,,CE,,,,"1.325,00",,,,,,,,,-,,,,,,,"1.325,00",,,,,,,,,"6.585,38",,,,,,,,,,
CAUCAIA-CE,,,,,CE,,,,"50,76",,,,,,,,,"14.768,80",,,,,,,"14.819,56",,,,,,,,,"971.019,95",,,,,,,,,,
CHAVAL-CE,,,,,CE,,,,"1.457,50",,,,,,,,,-,,,,,,,"1.457,50",,,,,,,,,"7.243,92",,,,,,,,,,
COREAU-CE,,,,,CE,,,,"1.722,51",,,,,,,,,-,,,,,,,"1.722,51",,,,,,,,,"8.561,01",,,,,,,,,,
CRATEUS-CE,,,,,CE,,,,"2.318,76",,,,,,,,,-,,,,,,,"2.318,76",,,,,,,,,"11.524,44",,,,,,,,,,
CROATA-CE,,,,,CE,,,,"1.590,00",,,,,,,,,-,,,,,,,"1.590,00",,,,,,,,,"7.902,47",,,,,,,,,,
CRUZ-CE,,,,,CE,,,,"1.722,51",,,,,,,,,-,,,,,,,"1.722,51",,,,,,,,,"8.561,01",,,,,,,,,,
FORQUILHA-CE,,,,,CE,,,,"1.722,51",,,,,,,,,-,,,,,,,"1.722,51",,,,,,,,,"8.561,01",,,,,,,,,,
FORTALEZA-CE,,,,,CE,,,,"281.552,40",,,,,,,,,"19.691,47",,,,,,,"301.243,87",,,,,,,,,"1.584.753,00",,,,,,,,,,
FRECHEIRINHA-CE,,,,,CE,,,,"1.457,50",,,,,,,,,-,,,,,,,"1.457,50",,,,,,,,,"7.243,92",,,,,,,,,,
GENERAL SAMPAIO-CE,,,,,CE,,,,"1.325,00",,,,,,,,,-,,,,,,,"1.325,00",,,,,,,,,"6.585,38",,,,,,,,,,
GRACA-CE,,,,,CE,,,,"1.523,75",,,,,,,,,-,,,,,,,"1.523,75",,,,,,,,,"7.573,19",,,,,,,,,,
GRANJA-CE,,,,,CE,,,,"2.120,01",,,,,,,,,-,,,,,,,"2.120,01",,,,,,,,,"10.536,63",,,,,,,,,,
GROAIRAS-CE,,,,,CE,,,,"1.391,25",,,,,,,,,-,,,,,,,"1.391,25",,,,,,,,,"6.914,65",,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,CE,,,,"1.987,51",,,,,,,,,-,,,,,,,"1.987,51",,,,,,,,,"9.878,09",,,,,,,,,,
HIDROLANDIA-CE,,,,,CE,,,,"1.656,26",,,,,,,,,-,,,,,,,"1.656,26",,,,,,,,,"8.231,73",,,,,,,,,,
HORIZONTE-CE,,,,,CE,,,,"286.518,33",,,,,,,,,"66,66",,,,,,,"286.584,99",,,,,,,,,"1.445.013,92",,,,,,,,,,
IBIAPINA-CE,,,,,CE,,,,"1.722,51",,,,,,,,,-,,,,,,,"1.722,51",,,,,,,,,"8.561,01",,,,,,,,,,
ICAPUI-CE,,,,,CE,,,,"79.935,08",,,,,,,,,"13.106,49",,,,,,,"93.041,57",,,,,,,,,"420.162,98",,,,,,,,,,
INDEPENDENCIA-CE,,,,,CE,,,,"1.788,76",,,,,,,,,-,,,,,,,"1.788,76",,,,,,,,,"8.890,28",,,,,,,,,,
IPAPORANGA-CE,,,,,CE,,,,"1.391,25",,,,,,,,,-,,,,,,,"1.391,25",,,,,,,,,"6.914,65",,,,,,,,,,
IPU-CE,,,,,CE,,,,"2.053,76",,,,,,,,,-,,,,,,,"2.053,76",,,,,,,,,"10.207,35",,,,,,,,,,
IPUEIRAS-CE,,,,,CE,,,,"1.987,51",,,,,,,,,-,,,,,,,"1.987,51",,,,,,,,,"9.878,09",,,,,,,,,,
IRAUCUBA-CE,,,,,CE,,,,"1.722,51",,,,,,,,,-,,,,,,,"1.722,51",,,,,,,,,"8.561,01",,,,,,,,,,
ITAPAGE-CE,,,,,CE,,,,"2.120,01",,,,,,,,,-,,,,,,,"2.120,01",,,,,,,,,"10.536,63",,,,,,,,,,
ITAPIPOCA-CE,,,,,CE,,,,"314.297,02",,,,,,,,,"95.352,26",,,,,,,"409.649,28",,,,,,,,,"1.871.117,24",,,,,,,,,,
ITAREMA-CE,,,,,CE,,,,"44.958,03",,,,,,,,,"41.375,53",,,,,,,"86.333,56",,,,,,,,,"427.457,26",,,,,,,,,,
JAGUARUANA-CE,,,,,CE,,,,"46.737,46",,,,,,,,,"2.132,43",,,,,,,"48.869,89",,,,,,,,,"217.995,06",,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,CE,,,,"1.590,00",,,,,,,,,-,,,,,,,"1.590,00",,,,,,,,,"7.902,47",,,,,,,,,,
MARACANAU-CE,,,,,CE,,,,"291.277,01",,,,,,,,,"67,89",,,,,,,"291.344,90",,,,,,,,,"1.146.577,25",,,,,,,,,,
MARCO-CE,,,,,CE,,,,"1.788,76",,,,,,,,,-,,,,,,,"1.788,76",,,,,,,,,"8.890,28",,,,,,,,,,
MARTINOPOLE-CE,,,,,CE,,,,"1.391,25",,,,,,,,,-,,,,,,,"1.391,25",,,,,,,,,"6.914,65",,,,,,,,,,
MASSAPE-CE,,,,,CE,,,,"1.921,26",,,,,,,,,-,,,,,,,"1.921,26",,,,,,,,,"9.548,81",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MERUOCA-CE,,,,,CE,,,,"1.457,50",,,,,,,,,-,,,,,,,"1.457,50",,,,,,,,,"7.243,92",,,,,,,,,,
MIRAIMA-CE,,,,,CE,,,,"1.457,50",,,,,,,,,-,,,,,,,"1.457,50",,,,,,,,,"7.243,92",,,,,,,,,,
MONSENHOR TABOSA-CE,,,,,CE,,,,"1.590,00",,,,,,,,,-,,,,,,,"1.590,00",,,,,,,,,"7.902,47",,,,,,,,,,
MORAUJO-CE,,,,,CE,,,,"1.325,00",,,,,,,,,-,,,,,,,"1.325,00",,,,,,,,,"6.585,38",,,,,,,,,,
MORRINHOS-CE,,,,,CE,,,,"1.722,51",,,,,,,,,-,,,,,,,"1.722,51",,,,,,,,,"8.561,01",,,,,,,,,,
MUCAMBO-CE,,,,,CE,,,,"1.523,75",,,,,,,,,-,,,,,,,"1.523,75",,,,,,,,,"7.573,19",,,,,,,,,,
NOVA RUSSAS-CE,,,,,CE,,,,"1.855,01",,,,,,,,,-,,,,,,,"1.855,01",,,,,,,,,"9.219,55",,,,,,,,,,
NOVO ORIENTE-CE,,,,,CE,,,,"1.788,76",,,,,,,,,-,,,,,,,"1.788,76",,,,,,,,,"8.890,28",,,,,,,,,,
PACUJA-CE,,,,,CE,,,,"1.325,00",,,,,,,,,-,,,,,,,"1.325,00",,,,,,,,,"6.585,38",,,,,,,,,,
PARACURU-CE,,,,,CE,,,,"41.960,83",,,,,,,,,"65.372,23",,,,,,,"107.333,06",,,,,,,,,"534.864,54",,,,,,,,,,
PARAIPABA-CE,,,,,CE,,,,"1.855,01",,,,,,,,,"2.088,68",,,,,,,"3.943,69",,,,,,,,,"19.518,66",,,,,,,,,,
PARAMOTI-CE,,,,,CE,,,,"1.391,25",,,,,,,,,-,,,,,,,"1.391,25",,,,,,,,,"6.914,65",,,,,,,,,,
PENTECOSTE-CE,,,,,CE,,,,"1.921,26",,,,,,,,,-,,,,,,,"1.921,26",,,,,,,,,"9.548,81",,,,,,,,,,
PIRES FERREIRA-CE,,,,,CE,,,,"1.391,25",,,,,,,,,-,,,,,,,"1.391,25",,,,,,,,,"6.914,65",,,,,,,,,,
PORANGA-CE,,,,,CE,,,,"1.457,50",,,,,,,,,-,,,,,,,"1.457,50",,,,,,,,,"7.243,92",,,,,,,,,,
QUITERIANOPOLIS-CE,,,,,CE,,,,"1.656,26",,,,,,,,,-,,,,,,,"1.656,26",,,,,,,,,"8.231,73",,,,,,,,,,
RERIUTABA-CE,,,,,CE,,,,"1.656,26",,,,,,,,,-,,,,,,,"1.656,26",,,,,,,,,"8.231,73",,,,,,,,,,
SANTA QUITERIA-CE,,,,,CE,,,,"2.053,76",,,,,,,,,-,,,,,,,"2.053,76",,,,,,,,,"10.207,35",,,,,,,,,,
SANTANA DO ACARAU-CE,,,,,CE,,,,"1.855,01",,,,,,,,,-,,,,,,,"1.855,01",,,,,,,,,"9.219,55",,,,,,,,,,
SAO BENEDITO-CE,,,,,CE,,,,"2.053,76",,,,,,,,,-,,,,,,,"2.053,76",,,,,,,,,"10.207,35",,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,,CE,,,,"290.844,65",,,,,,,,,"0,08",,,,,,,"290.844,73",,,,,,,,,"634.423,13",,,,,,,,,,
SAO LUIS DO CURU-CE,,,,,CE,,,,"1.457,50",,,,,,,,,-,,,,,,,"1.457,50",,,,,,,,,"7.243,92",,,,,,,,,,
SENADOR SA-CE,,,,,CE,,,,"1.325,00",,,,,,,,,-,,,,,,,"1.325,00",,,,,,,,,"6.585,38",,,,,,,,,,
SOBRAL-CE,,,,,CE,,,,"2.650,01",,,,,,,,,-,,,,,,,"2.650,01",,,,,,,,,"13.170,78",,,,,,,,,,
TAMBORIL-CE,,,,,CE,,,,"1.788,76",,,,,,,,,-,,,,,,,"1.788,76",,,,,,,,,"8.890,28",,,,,,,,,,
TEJUCUOCA-CE,,,,,CE,,,,"1.590,00",,,,,,,,,-,,,,,,,"1.590,00",,,,,,,,,"7.902,47",,,,,,,,,,
TIANGUA-CE,,,,,CE,,,,"2.252,51",,,,,,,,,-,,,,,,,"2.252,51",,,,,,,,,"11.195,17",,,,,,,,,,
TRAIRI-CE,,,,,CE,,,,"47.955,23",,,,,,,,,"80.525,93",,,,,,,"128.481,16",,,,,,,,,"637.234,45",,,,,,,,,,
TURURU-CE,,,,,CE,,,,"1.523,75",,,,,,,,,-,,,,,,,"1.523,75",,,,,,,,,"7.573,19",,,,,,,,,,
UBAJARA-CE,,,,,CE,,,,"1.855,01",,,,,,,,,-,,,,,,,"1.855,01",,,,,,,,,"9.219,55",,,,,,,,,,
UMIRIM-CE,,,,,CE,,,,"1.656,26",,,,,,,,,-,,,,,,,"1.656,26",,,,,,,,,"8.231,73",,,,,,,,,,
URUBURETAMA-CE,,,,,CE,,,,"1.656,26",,,,,,,,,-,,,,,,,"1.656,26",,,,,,,,,"8.231,73",,,,,,,,,,
URUOCA-CE,,,,,CE,,,,"1.457,50",,,,,,,,,-,,,,,,,"1.457,50",,,,,,,,,"7.243,92",,,,,,,,,,
VARJOTA-CE,,,,,CE,,,,"1.590,00",,,,,,,,,-,,,,,,,"1.590,00",,,,,,,,,"7.902,47",,,,,,,,,,
VICOSA DO CEARA-CE,,,,,CE,,,,"2.120,01",,,,,,,,,-,,,,,,,"2.120,01",,,,,,,,,"10.536,63",,,,,,,,,,
CEARA  TOTAL,,,,,,,,,"2.505.679,93",,,,,,,,,"380.902,73",,,,,,,"2.886.582,66",,,,,,,,,"13.913.140,89",,,,,,,,,,
AFONSO CLAUDIO-ES,,,,,ES,,,,"163.518,43",,,,,,,,,-,,,,,,,"163.518,43",,,,,,,,,"916.224,21",,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
AGUIA BRANCA-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
ALEGRE-ES,,,,,ES,,,,"163.518,43",,,,,,,,,-,,,,,,,"163.518,43",,,,,,,,,"916.224,21",,,,,,,,,,
ALFREDO CHAVES-ES,,,,,ES,,,,"128.478,77",,,,,,,,,-,,,,,,,"128.478,77",,,,,,,,,"719.890,43",,,,,,,,,,
ALTO RIO NOVO-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
ANCHIETA-ES,,,,,ES,,,,"976.008,57",,,,,,,,,"1.030.378,88",,,,,,,"2.006.387,45",,,,,,,,,"10.675.548,77",,,,,,,,,,
APIACA-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
ARACRUZ-ES,,,,,ES,,,,"1.233.751,27",,,,,,,,,"546.471,49",,,,,,,"1.780.222,76",,,,,,,,,"11.585.922,04",,,,,,,,,,
ATILIO VIVACQUA-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
BAIXO GUANDU-ES,,,,,ES,,,,"163.518,43",,,,,,,,,-,,,,,,,"163.518,43",,,,,,,,,"916.224,21",,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,ES,,,,"181.038,27",,,,,,,,,-,,,,,,,"181.038,27",,,,,,,,,"1.014.391,10",,,,,,,,,,
BOA ESPERANCA-ES,,,,,ES,,,,"134.318,71",,,,,,,,,-,,,,,,,"134.318,71",,,,,,,,,"752.612,74",,,,,,,,,,
BOM JESUS DO NORTE-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
BREJETUBA-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,ES,,,,"233.597,77",,,,,,,,,-,,,,,,,"233.597,77",,,,,,,,,"1.308.891,77",,,,,,,,,,
CARIACICA-ES,,,,,ES,,,,"233.597,77",,,,,,,,,-,,,,,,,"233.597,77",,,,,,,,,"1.308.891,77",,,,,,,,,,
CASTELO-ES,,,,,ES,,,,"169.358,38",,,,,,,,,-,,,,,,,"169.358,38",,,,,,,,,"948.946,53",,,,,,,,,,
COLATINA-ES,,,,,ES,,,,"216.077,94",,,,,,,,,-,,,,,,,"216.077,94",,,,,,,,,"1.210.724,87",,,,,,,,,,
CONCEICAO DA BARRA-ES,,,,,ES,,,,"208.363,36",,,,,,,,,"26.479,64",,,,,,,"234.843,00",,,,,,,,,"1.254.287,35",,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
DOMINGOS MARTINS-ES,,,,,ES,,,,"163.518,43",,,,,,,,,-,,,,,,,"163.518,43",,,,,,,,,"916.224,21",,,,,,,,,,
DORES DO RIO PRETO-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
ECOPORANGA-ES,,,,,ES,,,,"151.838,55",,,,,,,,,-,,,,,,,"151.838,55",,,,,,,,,"850.779,65",,,,,,,,,,
FUNDAO-ES,,,,,ES,,,,"659.474,87",,,,,,,,,"85.518,45",,,,,,,"744.993,32",,,,,,,,,"4.195.507,40",,,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
GUACUI-ES,,,,,ES,,,,"157.678,50",,,,,,,,,-,,,,,,,"157.678,50",,,,,,,,,"883.501,94",,,,,,,,,,
GUARAPARI-ES,,,,,ES,,,,"216.077,94",,,,,,,,,-,,,,,,,"216.077,94",,,,,,,,,"1.210.724,87",,,,,,,,,,
IBATIBA-ES,,,,,ES,,,,"151.838,55",,,,,,,,,-,,,,,,,"151.838,55",,,,,,,,,"850.779,65",,,,,,,,,,
IBIRACU-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
IBITIRAMA-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
ICONHA-ES,,,,,ES,,,,"128.478,77",,,,,,,,,-,,,,,,,"128.478,77",,,,,,,,,"719.890,43",,,,,,,,,,
IRUPI-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
ITAGUACU-ES,,,,,ES,,,,"134.318,71",,,,,,,,,-,,,,,,,"134.318,71",,,,,,,,,"752.612,74",,,,,,,,,,
ITAPEMIRIM-ES,,,,,ES,,,,"1.013.926,31",,,,,,,,,"5.726.793,95",,,,,,,"6.740.720,26",,,,,,,,,"37.980.929,37",,,,,,,,,,
ITARANA-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
IUNA-ES,,,,,ES,,,,"157.678,50",,,,,,,,,-,,,,,,,"157.678,50",,,,,,,,,"883.501,94",,,,,,,,,,
JAGUARE-ES,,,,,ES,,,,"355.040,84",,,,,,,,,"107.450,04",,,,,,,"462.490,88",,,,,,,,,"2.240.410,74",,,,,,,,,,
JERONIMO MONTEIRO-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
JOAO NEIVA-ES,,,,,ES,,,,"134.318,71",,,,,,,,,-,,,,,,,"134.318,71",,,,,,,,,"752.612,74",,,,,,,,,,
LARANJA DA TERRA-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
LINHARES-ES,,,,,ES,,,,"5.305.892,21",,,,,,,,,"1.092.575,22",,,,,,,"6.398.467,43",,,,,,,,,"35.751.336,84",,,,,,,,,,
MANTENOPOLIS-ES,,,,,ES,,,,"128.478,77",,,,,,,,,-,,,,,,,"128.478,77",,,,,,,,,"719.890,43",,,,,,,,,,
MARATAIZES-ES,,,,,ES,,,,"796.865,47",,,,,,,,,"3.461.535,09",,,,,,,"4.258.400,56",,,,,,,,,"22.695.165,70",,,,,,,,,,
MARECHAL FLORIANO-ES,,,,,ES,,,,"134.318,71",,,,,,,,,-,,,,,,,"134.318,71",,,,,,,,,"752.612,74",,,,,,,,,,
MARILANDIA-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
MIMOSO DO SUL-ES,,,,,ES,,,,"157.678,50",,,,,,,,,-,,,,,,,"157.678,50",,,,,,,,,"883.501,94",,,,,,,,,,
MONTANHA-ES,,,,,ES,,,,"140.158,66",,,,,,,,,-,,,,,,,"140.158,66",,,,,,,,,"785.335,05",,,,,,,,,,
MUCURICI-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
MUNIZ FREIRE-ES,,,,,ES,,,,"145.998,60",,,,,,,,,-,,,,,,,"145.998,60",,,,,,,,,"818.057,33",,,,,,,,,,
MUQUI-ES,,,,,ES,,,,"134.318,71",,,,,,,,,-,,,,,,,"134.318,71",,,,,,,,,"752.612,74",,,,,,,,,,
NOVA VENECIA-ES,,,,,ES,,,,"181.038,27",,,,,,,,,-,,,,,,,"181.038,27",,,,,,,,,"1.014.391,10",,,,,,,,,,
PANCAS-ES,,,,,ES,,,,"151.838,55",,,,,,,,,-,,,,,,,"151.838,55",,,,,,,,,"850.779,65",,,,,,,,,,
PEDRO CANARIO-ES,,,,,ES,,,,"151.838,55",,,,,,,,,-,,,,,,,"151.838,55",,,,,,,,,"850.779,65",,,,,,,,,,
PINHEIROS-ES,,,,,ES,,,,"151.838,55",,,,,,,,,-,,,,,,,"151.838,55",,,,,,,,,"850.779,65",,,,,,,,,,
PIUMA-ES,,,,,ES,,,,"686.952,99",,,,,,,,,"421.524,72",,,,,,,"1.108.477,71",,,,,,,,,"6.122.955,71",,,,,,,,,,
PONTO BELO-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
PRESIDENTE KENNEDY-ES,,,,,ES,,,,"577.040,51",,,,,,,,,"8.638.513,73",,,,,,,"9.215.554,24",,,,,,,,,"48.607.919,89",,,,,,,,,,
RIO BANANAL-ES,,,,,ES,,,,"140.158,66",,,,,,,,,-,,,,,,,"140.158,66",,,,,,,,,"785.335,05",,,,,,,,,,
RIO NOVO DO SUL-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
SANTA LEOPOLDINA-ES,,,,,ES,,,,"128.478,77",,,,,,,,,-,,,,,,,"128.478,77",,,,,,,,,"719.890,43",,,,,,,,,,
SANTA MARIA DE JETIBA-ES,,,,,ES,,,,"169.358,38",,,,,,,,,-,,,,,,,"169.358,38",,,,,,,,,"948.946,53",,,,,,,,,,
SANTA TERESA-ES,,,,,ES,,,,"151.838,55",,,,,,,,,-,,,,,,,"151.838,55",,,,,,,,,"850.779,65",,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
SAO GABRIEL DA PALHA-ES,,,,,ES,,,,"163.518,43",,,,,,,,,-,,,,,,,"163.518,43",,,,,,,,,"916.224,21",,,,,,,,,,
SAO JOSE DO CALCADO-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
SAO MATEUS-ES,,,,,ES,,,,"2.548.092,53",,,,,,,,,"176.317,21",,,,,,,"2.724.409,74",,,,,,,,,"13.820.919,17",,,,,,,,,,
SAO ROQUE DO CANAA-ES,,,,,ES,,,,"122.638,82",,,,,,,,,-,,,,,,,"122.638,82",,,,,,,,,"687.168,14",,,,,,,,,,
SERRA-ES,,,,,ES,,,,"1.343.663,75",,,,,,,,,"272.005,80",,,,,,,"1.615.669,55",,,,,,,,,"8.844.077,33",,,,,,,,,,
SOORETAMA-ES,,,,,ES,,,,"151.838,55",,,,,,,,,-,,,,,,,"151.838,55",,,,,,,,,"850.779,65",,,,,,,,,,
VARGEM ALTA-ES,,,,,ES,,,,"145.998,60",,,,,,,,,-,,,,,,,"145.998,60",,,,,,,,,"818.057,33",,,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,,,,ES,,,,"151.838,55",,,,,,,,,-,,,,,,,"151.838,55",,,,,,,,,"850.779,65",,,,,,,,,,
VIANA-ES,,,,,ES,,,,"443.097,05",,,,,,,,,"7.041,48",,,,,,,"450.138,53",,,,,,,,,"2.389.409,67",,,,,,,,,,
VILA PAVAO-ES,,,,,ES,,,,"116.798,88",,,,,,,,,-,,,,,,,"116.798,88",,,,,,,,,"654.445,85",,,,,,,,,,
VILA VALERIO-ES,,,,,ES,,,,"128.478,77",,,,,,,,,-,,,,,,,"128.478,77",,,,,,,,,"719.890,43",,,,,,,,,,
VILA VELHA-ES,,,,,ES,,,,"1.099.124,80",,,,,,,,,-,,,,,,,"1.099.124,80",,,,,,,,,"6.158.600,74",,,,,,,,,,
VITORIA-ES,,,,,ES,,,,"1.343.663,75",,,,,,,,,"66.565,02",,,,,,,"1.410.228,77",,,,,,,,,"7.829.382,21",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ESPIRITO SANTO  TOTAL,,,,,,,,,"27.578.632,19",,,,,,,,,"21.659.170,72",,,,,,,"49.237.802,91",,,,,,,,,"270.511.982,17",,,,,,,,,,
BARREIRINHAS-MA,,,,,MA,,,,"1,05",,,,,,,,,"0,02",,,,,,,"1,07",,,,,,,,,"31.506,56",,,,,,,,,,
SANTO ANTONIO DOS LOPES-MA,,,,,MA,,,,"536.720,72",,,,,,,,,"617.966,03",,,,,,,"1.154.686,75",,,,,,,,,"5.785.618,83",,,,,,,,,,
MARANHAO TOTAL,,,,,,,,,"536.721,77",,,,,,,,,"617.966,05",,,,,,,"1.154.687,82",,,,,,,,,"5.817.125,39",,,,,,,,,,
BARBACENA-MG,,,,,MG,,,,"244.538,95",,,,,,,,,"182,64",,,,,,,"244.721,59",,,,,,,,,"1.246.385,94",,,,,,,,,,
BETIM-MG,,,,,MG,,,,"244.538,95",,,,,,,,,"65.793,21",,,,,,,"310.332,16",,,,,,,,,"1.604.234,48",,,,,,,,,,
BRUMADINHO-MG,,,,,MG,,,,"244.538,95",,,,,,,,,"8.923,64",,,,,,,"253.462,59",,,,,,,,,"1.291.912,37",,,,,,,,,,
JUIZ DE FORA-MG,,,,,MG,,,,"244.538,95",,,,,,,,,"22.860,13",,,,,,,"267.399,08",,,,,,,,,"1.366.855,63",,,,,,,,,,
SAO BRAS DO SUACUI-MG,,,,,MG,,,,"244.538,95",,,,,,,,,"49.311,05",,,,,,,"293.850,00",,,,,,,,,"1.532.753,09",,,,,,,,,,
MINAS GERAIS  TOTAL,,,,,,,,,"1.222.694,75",,,,,,,,,"147.070,67",,,,,,,"1.369.765,42",,,,,,,,,"7.042.141,51",,,,,,,,,,
AFUA-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
ALENQUER-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
ALMEIRIM-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
ANAJAS-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
BREVES-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
CHAVES-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
CURUA-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
FARO-PA,,,,,PA,,,,-,,,,,,,,,"5.566,43",,,,,,,"5.566,43",,,,,,,,,"29.747,36",,,,,,,,,,
