SANTA INES-BA,,,BA,,,"51,87",,,,,-,,,,,,,"51,87",,,,,,,"297,63",,,,,,,,,,
SANTA TERESINHA-BA,,,BA,,,"49,26",,,,,-,,,,,,,"49,26",,,,,,,"282,93",,,,,,,,,,
SANTALUZ-BA,,,BA,,,"69,26",,,,,-,,,,,,,"69,26",,,,,,,"397,24",,,,,,,,,,
SANTANOPOLIS-BA,,,BA,,,"49,26",,,,,-,,,,,,,"49,26",,,,,,,"282,93",,,,,,,,,,
SANTO AMARO-BA,,,BA,,,"2.260,38",,,,,"45.691,97",,,,,,,"47.952,35",,,,,,,"180.910,89",,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,BA,,,"86,36",,,,,-,,,,,,,"86,36",,,,,,,"495,71",,,,,,,,,,
SANTO ESTEVAO-BA,,,BA,,,"76,51",,,,,-,,,,,,,"76,51",,,,,,,"439,13",,,,,,,,,,
SAO DOMINGOS-BA,,,BA,,,"49,26",,,,,-,,,,,,,"49,26",,,,,,,"282,93",,,,,,,,,,
SAO FELIPE-BA,,,BA,,,"64,33",,,,,-,,,,,,,"64,33",,,,,,,"368,94",,,,,,,,,,
SAO FELIX-BA,,,BA,,,"54,48",,,,,-,,,,,,,"54,48",,,,,,,"312,35",,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,BA,,,"619.148,27",,,,,"64.843,55",,,,,,,"683.991,82",,,,,,,"3.192.221,57",,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,BA,,,"66,65",,,,,-,,,,,,,"66,65",,,,,,,"382,51",,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,BA,,,"49,26",,,,,-,,,,,,,"49,26",,,,,,,"282,93",,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,BA,,,"51,87",,,,,-,,,,,,,"51,87",,,,,,,"297,63",,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,BA,,,"109.155,77",,,,,"62.415,80",,,,,,,"171.571,57",,,,,,,"878.395,56",,,,,,,,,,
SAPEACU-BA,,,BA,,,"59,41",,,,,-,,,,,,,"59,41",,,,,,,"340,65",,,,,,,,,,
SATIRO DIAS-BA,,,BA,,,"59,41",,,,,-,,,,,,,"59,41",,,,,,,"340,65",,,,,,,,,,
SAUBARA-BA,,,BA,,,"1.437,37",,,,,"45.691,97",,,,,,,"47.129,34",,,,,,,"176.192,14",,,,,,,,,,
SERRA PRETA-BA,,,BA,,,"59,41",,,,,-,,,,,,,"59,41",,,,,,,"340,65",,,,,,,,,,
SERRINHA-BA,,,BA,,,"88,97",,,,,-,,,,,,,"88,97",,,,,,,"510,42",,,,,,,,,,
SERROLANDIA-BA,,,BA,,,"54,48",,,,,-,,,,,,,"54,48",,,,,,,"312,35",,,,,,,,,,
SIMOES FILHO-BA,,,BA,,,"50.067,54",,,,,"4.962,15",,,,,,,"55.029,69",,,,,,,"248.849,10",,,,,,,,,,
SITIO DO QUINTO-BA,,,BA,,,"59,41",,,,,-,,,,,,,"59,41",,,,,,,"340,65",,,,,,,,,,
TANQUINHO-BA,,,BA,,,"49,26",,,,,-,,,,,,,"49,26",,,,,,,"282,93",,,,,,,,,,
TAPIRAMUTA-BA,,,BA,,,"59,41",,,,,-,,,,,,,"59,41",,,,,,,"340,65",,,,,,,,,,
TEODORO SAMPAIO-BA,,,BA,,,"49,26",,,,,-,,,,,,,"49,26",,,,,,,"282,93",,,,,,,,,,
TEOFILANDIA-BA,,,BA,,,"64,33",,,,,-,,,,,,,"64,33",,,,,,,"368,94",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TERRA NOVA-BA,,,BA,,,"54,48",,,,,-,,,,,,,"54,48",,,,,,,"312,35",,,,,,,,,,
TUCANO-BA,,,BA,,,"79,11",,,,,-,,,,,,,"79,11",,,,,,,"453,82",,,,,,,,,,
UAUA-BA,,,BA,,,"66,65",,,,,-,,,,,,,"66,65",,,,,,,"382,51",,,,,,,,,,
UBAIRA-BA,,,BA,,,"64,33",,,,,-,,,,,,,"64,33",,,,,,,"368,94",,,,,,,,,,
VALENTE-BA,,,BA,,,"61,73",,,,,-,,,,,,,"61,73",,,,,,,"354,25",,,,,,,,,,
VARZEA DA ROCA-BA,,,BA,,,"54,48",,,,,-,,,,,,,"54,48",,,,,,,"312,35",,,,,,,,,,
VARZEA DO POCO-BA,,,BA,,,"49,26",,,,,-,,,,,,,"49,26",,,,,,,"282,93",,,,,,,,,,
VARZEA NOVA-BA,,,BA,,,"56,80",,,,,-,,,,,,,"56,80",,,,,,,"325,94",,,,,,,,,,
VARZEDO-BA,,,BA,,,"49,26",,,,,-,,,,,,,"49,26",,,,,,,"282,93",,,,,,,,,,
VERA CRUZ-BA,,,BA,,,"69,26",,,,,-,,,,,,,"69,26",,,,,,,"397,24",,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,BA,,,"98,82",,,,,-,,,,,,,"98,82",,,,,,,"567,01",,,,,,,,,,
ACARAPE-CE,,,CE,,,"560,53",,,,,-,,,,,,,"560,53",,,,,,,"3.231,33",,,,,,,,,,
ACARAU-CE,,,CE,,,"815,09",,,,,-,,,,,,,"815,09",,,,,,,"4.699,23",,,,,,,,,,
ALCANTARAS-CE,,,CE,,,"509,11",,,,,-,,,,,,,"509,11",,,,,,,"2.935,75",,,,,,,,,,
ALTO SANTO-CE,,,CE,,,"586,25",,,,,-,,,,,,,"586,25",,,,,,,"3.379,13",,,,,,,,,,
AMONTADA-CE,,,CE,,,"21.508,57",,,,,"40.950,70",,,,,,,"62.459,27",,,,,,,"350.038,13",,,,,,,,,,
APUIARES-CE,,,CE,,,"560,53",,,,,-,,,,,,,"560,53",,,,,,,"3.231,33",,,,,,,,,,
ARACATI-CE,,,CE,,,"76.912,87",,,,,"6.869,41",,,,,,,"83.782,28",,,,,,,"713.604,31",,,,,,,,,,
ARACOIABA-CE,,,CE,,,"686,53",,,,,-,,,,,,,"686,53",,,,,,,"3.960,25",,,,,,,,,,
ARARENDA-CE,,,CE,,,"534,82",,,,,-,,,,,,,"534,82",,,,,,,"3.083,55",,,,,,,,,,
ARATUBA-CE,,,CE,,,"560,53",,,,,-,,,,,,,"560,53",,,,,,,"3.231,33",,,,,,,,,,
BANABUIU-CE,,,CE,,,"611,96",,,,,-,,,,,,,"611,96",,,,,,,"3.526,93",,,,,,,,,,
BARREIRA-CE,,,CE,,,"611,96",,,,,-,,,,,,,"611,96",,,,,,,"3.526,93",,,,,,,,,,
BARROQUINHA-CE,,,CE,,,"560,53",,,,,-,,,,,,,"560,53",,,,,,,"3.231,33",,,,,,,,,,
BATURITE-CE,,,CE,,,"712,24",,,,,-,,,,,,,"712,24",,,,,,,"4.108,04",,,,,,,,,,
BEBERIBE-CE,,,CE,,,"789,38",,,,,-,,,,,,,"789,38",,,,,,,"4.551,41",,,,,,,,,,
BELA CRUZ-CE,,,CE,,,"712,24",,,,,-,,,,,,,"712,24",,,,,,,"4.108,04",,,,,,,,,,
BOA VIAGEM-CE,,,CE,,,"815,09",,,,,-,,,,,,,"815,09",,,,,,,"4.699,23",,,,,,,,,,
CAMOCIM-CE,,,CE,,,"815,09",,,,,-,,,,,,,"815,09",,,,,,,"4.699,23",,,,,,,,,,
CANINDE-CE,,,CE,,,"866,51",,,,,-,,,,,,,"866,51",,,,,,,"4.994,80",,,,,,,,,,
CAPISTRANO-CE,,,CE,,,"586,25",,,,,-,,,,,,,"586,25",,,,,,,"3.379,13",,,,,,,,,,
CARIDADE-CE,,,CE,,,"586,25",,,,,-,,,,,,,"586,25",,,,,,,"3.379,13",,,,,,,,,,
CARIRE-CE,,,CE,,,"637,67",,,,,-,,,,,,,"637,67",,,,,,,"3.674,71",,,,,,,,,,
CARNAUBAL-CE,,,CE,,,"586,25",,,,,-,,,,,,,"586,25",,,,,,,"3.379,13",,,,,,,,,,
CASCAVEL-CE,,,CE,,,"840,80",,,,,-,,,,,,,"840,80",,,,,,,"4.847,00",,,,,,,,,,
CATUNDA-CE,,,CE,,,"509,11",,,,,-,,,,,,,"509,11",,,,,,,"2.935,75",,,,,,,,,,
CHAVAL-CE,,,CE,,,"560,53",,,,,-,,,,,,,"560,53",,,,,,,"3.231,33",,,,,,,,,,
CHOROZINHO-CE,,,CE,,,"637,67",,,,,-,,,,,,,"637,67",,,,,,,"3.674,71",,,,,,,,,,
COREAU-CE,,,CE,,,"637,67",,,,,-,,,,,,,"637,67",,,,,,,"3.674,71",,,,,,,,,,
CRATEUS-CE,,,CE,,,"866,51",,,,,-,,,,,,,"866,51",,,,,,,"4.994,80",,,,,,,,,,
CROATA-CE,,,CE,,,"611,96",,,,,-,,,,,,,"611,96",,,,,,,"3.526,93",,,,,,,,,,
CRUZ-CE,,,CE,,,"637,67",,,,,-,,,,,,,"637,67",,,,,,,"3.674,71",,,,,,,,,,
DEPUTADO IRAPUAN PINHEIRO-CE,,,CE,,,"509,11",,,,,-,,,,,,,"509,11",,,,,,,"2.935,75",,,,,,,,,,
ERERE-CE,,,CE,,,"509,11",,,,,-,,,,,,,"509,11",,,,,,,"2.935,75",,,,,,,,,,
FORQUILHA-CE,,,CE,,,"611,96",,,,,-,,,,,,,"611,96",,,,,,,"3.526,93",,,,,,,,,,
FORTALEZA-CE,,,CE,,,"63.936,90",,,,,"1.452,90",,,,,,,"65.389,80",,,,,,,"580.403,77",,,,,,,,,,
FORTIM-CE,,,CE,,,-,,,,,-,,,,,,,-,,,,,,,"141,12",,,,,,,,,,
FRECHEIRINHA-CE,,,CE,,,"534,82",,,,,-,,,,,,,"534,82",,,,,,,"3.083,55",,,,,,,,,,
GENERAL SAMPAIO-CE,,,CE,,,"509,11",,,,,-,,,,,,,"509,11",,,,,,,"2.935,75",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GRACA-CE,,,CE,,,"586,25",,,,,-,,,,,,,"586,25",,,,,,,"3.379,13",,,,,,,,,,
GRANJA-CE,,,CE,,,"815,09",,,,,-,,,,,,,"815,09",,,,,,,"4.699,23",,,,,,,,,,
GROAIRAS-CE,,,CE,,,"509,11",,,,,-,,,,,,,"509,11",,,,,,,"2.935,75",,,,,,,,,,
GUARACIABA DO NORTE-CE,,,CE,,,"737,95",,,,,-,,,,,,,"737,95",,,,,,,"4.255,82",,,,,,,,,,
GUARAMIRANGA-CE,,,CE,,,"509,11",,,,,-,,,,,,,"509,11",,,,,,,"2.935,75",,,,,,,,,,
HIDROLANDIA-CE,,,CE,,,"611,96",,,,,-,,,,,,,"611,96",,,,,,,"3.526,93",,,,,,,,,,
HORIZONTE-CE,,,CE,,,"737,95",,,,,-,,,,,,,"737,95",,,,,,,"4.255,82",,,,,,,,,,
IBARETAMA-CE,,,CE,,,"560,53",,,,,-,,,,,,,"560,53",,,,,,,"3.231,33",,,,,,,,,,
IBIAPINA-CE,,,CE,,,"663,38",,,,,-,,,,,,,"663,38",,,,,,,"3.822,51",,,,,,,,,,
IBICUITINGA-CE,,,CE,,,"509,11",,,,,-,,,,,,,"509,11",,,,,,,"2.935,75",,,,,,,,,,
ICAPUI-CE,,,CE,,,"77.073,05",,,,,"13.268,69",,,,,,,"90.341,74",,,,,,,"480.157,69",,,,,,,,,,
INDEPENDENCIA-CE,,,CE,,,"688,84",,,,,-,,,,,,,"688,84",,,,,,,"3.969,30",,,,,,,,,,
IPAPORANGA-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
IPU-CE,,,CE,,,"765,21",,,,,-,,,,,,,"765,21",,,,,,,"4.409,66",,,,,,,,,,
IPUEIRAS-CE,,,CE,,,"765,21",,,,,-,,,,,,,"765,21",,,,,,,"4.409,66",,,,,,,,,,
IRACEMA-CE,,,CE,,,"561,56",,,,,-,,,,,,,"561,56",,,,,,,"3.235,35",,,,,,,,,,
IRAUCUBA-CE,,,CE,,,"637,93",,,,,-,,,,,,,"637,93",,,,,,,"3.675,73",,,,,,,,,,
ITAICABA-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
ITAPAGE-CE,,,CE,,,"790,66",,,,,-,,,,,,,"790,66",,,,,,,"4.556,44",,,,,,,,,,
ITAPIPOCA-CE,,,CE,,,"26.702,52",,,,,"30.943,60",,,,,,,"57.646,12",,,,,,,"314.878,91",,,,,,,,,,
ITAPIUNA-CE,,,CE,,,"612,47",,,,,-,,,,,,,"612,47",,,,,,,"3.528,93",,,,,,,,,,
ITAREMA-CE,,,CE,,,"20.768,05",,,,,"24.527,88",,,,,,,"45.295,93",,,,,,,"286.843,79",,,,,,,,,,
ITATIRA-CE,,,CE,,,"587,02",,,,,-,,,,,,,"587,02",,,,,,,"3.382,15",,,,,,,,,,
JAGUARETAMA-CE,,,CE,,,"637,93",,,,,-,,,,,,,"637,93",,,,,,,"3.675,73",,,,,,,,,,
JAGUARIBARA-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
JAGUARIBE-CE,,,CE,,,"739,75",,,,,-,,,,,,,"739,75",,,,,,,"4.262,88",,,,,,,,,,
JAGUARUANA-CE,,,CE,,,"714,30",,,,,-,,,,,,,"714,30",,,,,,,"4.116,10",,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,CE,,,"561,56",,,,,-,,,,,,,"561,56",,,,,,,"3.235,35",,,,,,,,,,
LIMOEIRO DO NORTE-CE,,,CE,,,"816,12",,,,,-,,,,,,,"816,12",,,,,,,"4.703,25",,,,,,,,,,
MADALENA-CE,,,CE,,,"587,02",,,,,-,,,,,,,"587,02",,,,,,,"3.382,15",,,,,,,,,,
MARCO-CE,,,CE,,,"663,38",,,,,-,,,,,,,"663,38",,,,,,,"3.822,51",,,,,,,,,,
MARTINOPOLE-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
MASSAPE-CE,,,CE,,,"714,30",,,,,-,,,,,,,"714,30",,,,,,,"4.116,10",,,,,,,,,,
MERUOCA-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
MILHA-CE,,,CE,,,"561,56",,,,,-,,,,,,,"561,56",,,,,,,"3.235,35",,,,,,,,,,
MIRAIMA-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
MOMBACA-CE,,,CE,,,"790,66",,,,,-,,,,,,,"790,66",,,,,,,"4.556,44",,,,,,,,,,
MONSENHOR TABOSA-CE,,,CE,,,"612,47",,,,,-,,,,,,,"612,47",,,,,,,"3.528,93",,,,,,,,,,
MORADA NOVA-CE,,,CE,,,"867,03",,,,,-,,,,,,,"867,03",,,,,,,"4.996,82",,,,,,,,,,
MORAUJO-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
MORRINHOS-CE,,,CE,,,"612,47",,,,,-,,,,,,,"612,47",,,,,,,"3.528,93",,,,,,,,,,
MUCAMBO-CE,,,CE,,,"561,56",,,,,-,,,,,,,"561,56",,,,,,,"3.235,35",,,,,,,,,,
MULUNGU-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
NOVA RUSSAS-CE,,,CE,,,"714,30",,,,,-,,,,,,,"714,30",,,,,,,"4.116,10",,,,,,,,,,
NOVO ORIENTE-CE,,,CE,,,"688,84",,,,,-,,,,,,,"688,84",,,,,,,"3.969,30",,,,,,,,,,
OCARA-CE,,,CE,,,"663,38",,,,,-,,,,,,,"663,38",,,,,,,"3.822,51",,,,,,,,,,
PACAJUS-CE,,,CE,,,"790,66",,,,,-,,,,,,,"790,66",,,,,,,"4.556,44",,,,,,,,,,
PACOTI-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
PACUJA-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PALHANO-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
PALMACIA-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
PARACURU-CE,,,CE,,,"20.027,53",,,,,"52.852,74",,,,,,,"72.880,27",,,,,,,"407.614,88",,,,,,,,,,
PARAIPABA-CE,,,CE,,,"688,84",,,,,"1.801,74",,,,,,,"2.490,58",,,,,,,"16.162,68",,,,,,,,,,
PARAMOTI-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
PEDRA BRANCA-CE,,,CE,,,"790,66",,,,,-,,,,,,,"790,66",,,,,,,"4.556,44",,,,,,,,,,
PENTECOSTE-CE,,,CE,,,"739,75",,,,,-,,,,,,,"739,75",,,,,,,"4.262,88",,,,,,,,,,
PEREIRO-CE,,,CE,,,"587,02",,,,,-,,,,,,,"587,02",,,,,,,"3.382,15",,,,,,,,,,
PINDORETAMA-CE,,,CE,,,"587,02",,,,,-,,,,,,,"587,02",,,,,,,"3.382,15",,,,,,,,,,
PIQUET CARNEIRO-CE,,,CE,,,"561,56",,,,,-,,,,,,,"561,56",,,,,,,"3.235,35",,,,,,,,,,
PIRES FERREIRA-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
PORANGA-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
POTIRETAMA-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
QUITERIANOPOLIS-CE,,,CE,,,"637,93",,,,,-,,,,,,,"637,93",,,,,,,"3.675,73",,,,,,,,,,
QUIXADA-CE,,,CE,,,"867,03",,,,,-,,,,,,,"867,03",,,,,,,"4.996,82",,,,,,,,,,
QUIXERAMOBIM-CE,,,CE,,,"841,57",,,,,-,,,,,,,"841,57",,,,,,,"4.850,02",,,,,,,,,,
QUIXERE-CE,,,CE,,,"612,47",,,,,-,,,,,,,"612,47",,,,,,,"3.528,93",,,,,,,,,,
REDENCAO-CE,,,CE,,,"688,84",,,,,-,,,,,,,"688,84",,,,,,,"3.969,30",,,,,,,,,,
RERIUTABA-CE,,,CE,,,"663,38",,,,,-,,,,,,,"663,38",,,,,,,"3.822,51",,,,,,,,,,
RUSSAS-CE,,,CE,,,"841,57",,,,,-,,,,,,,"841,57",,,,,,,"4.850,02",,,,,,,,,,
SANTA QUITERIA-CE,,,CE,,,"790,66",,,,,-,,,,,,,"790,66",,,,,,,"4.556,44",,,,,,,,,,
SANTANA DO ACARAU-CE,,,CE,,,"688,84",,,,,-,,,,,,,"688,84",,,,,,,"3.969,30",,,,,,,,,,
SAO BENEDITO-CE,,,CE,,,"765,21",,,,,-,,,,,,,"765,21",,,,,,,"4.409,66",,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,CE,,,"739,75",,,,,-,,,,,,,"739,75",,,,,,,"4.262,88",,,,,,,,,,
SAO JOAO DO JAGUARIBE-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
SAO LUIS DO CURU-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
SENADOR POMPEU-CE,,,CE,,,"688,84",,,,,-,,,,,,,"688,84",,,,,,,"3.969,30",,,,,,,,,,
SENADOR SA-CE,,,CE,,,"509,88",,,,,-,,,,,,,"509,88",,,,,,,"2.938,76",,,,,,,,,,
SOBRAL-CE,,,CE,,,"1.020,53",,,,,-,,,,,,,"1.020,53",,,,,,,"5.880,57",,,,,,,,,,
SOLONOPOLE-CE,,,CE,,,"612,47",,,,,-,,,,,,,"612,47",,,,,,,"3.528,93",,,,,,,,,,
TABULEIRO DO NORTE-CE,,,CE,,,"688,84",,,,,-,,,,,,,"688,84",,,,,,,"3.969,30",,,,,,,,,,
TAMBORIL-CE,,,CE,,,"688,84",,,,,-,,,,,,,"688,84",,,,,,,"3.969,30",,,,,,,,,,
TEJUCUOCA-CE,,,CE,,,"561,56",,,,,-,,,,,,,"561,56",,,,,,,"3.235,35",,,,,,,,,,
TIANGUA-CE,,,CE,,,"841,57",,,,,-,,,,,,,"841,57",,,,,,,"4.850,02",,,,,,,,,,
TRAIRI-CE,,,CE,,,"22.992,19",,,,,"41.767,69",,,,,,,"64.759,88",,,,,,,"382.358,12",,,,,,,,,,
TURURU-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
UBAJARA-CE,,,CE,,,"688,84",,,,,-,,,,,,,"688,84",,,,,,,"3.969,30",,,,,,,,,,
UMIRIM-CE,,,CE,,,"612,47",,,,,-,,,,,,,"612,47",,,,,,,"3.528,93",,,,,,,,,,
URUBURETAMA-CE,,,CE,,,"612,47",,,,,-,,,,,,,"612,47",,,,,,,"3.528,93",,,,,,,,,,
URUOCA-CE,,,CE,,,"535,34",,,,,-,,,,,,,"535,34",,,,,,,"3.085,57",,,,,,,,,,
VARJOTA-CE,,,CE,,,"612,47",,,,,-,,,,,,,"612,47",,,,,,,"3.528,93",,,,,,,,,,
VICOSA DO CEARA-CE,,,CE,,,"790,66",,,,,-,,,,,,,"790,66",,,,,,,"4.556,44",,,,,,,,,,
AFONSO CLAUDIO-ES,,,ES,,,"59,19",,,,,-,,,,,,,"59,19",,,,,,,"346,15",,,,,,,,,,
AGUA DOCE DO NORTE-ES,,,ES,,,"44,89",,,,,-,,,,,,,"44,89",,,,,,,"262,54",,,,,,,,,,
AGUIA BRANCA-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
ALEGRE-ES,,,ES,,,"57,15",,,,,-,,,,,,,"57,15",,,,,,,"334,21",,,,,,,,,,
ALFREDO CHAVES-ES,,,ES,,,"44,89",,,,,-,,,,,,,"44,89",,,,,,,"262,54",,,,,,,,,,
ALTO RIO NOVO-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
APIACA-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ATILIO VIVACQUA-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
BAIXO GUANDU-ES,,,ES,,,"55,12",,,,,-,,,,,,,"55,12",,,,,,,"322,31",,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,ES,,,"61,23",,,,,-,,,,,,,"61,23",,,,,,,"358,07",,,,,,,,,,
BOA ESPERANCA-ES,,,ES,,,"44,89",,,,,-,,,,,,,"44,89",,,,,,,"262,54",,,,,,,,,,
BOM JESUS DO NORTE-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
BREJETUBA-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,ES,,,"81,64",,,,,-,,,,,,,"81,64",,,,,,,"477,42",,,,,,,,,,
CASTELO-ES,,,ES,,,"59,19",,,,,-,,,,,,,"59,19",,,,,,,"346,15",,,,,,,,,,
COLATINA-ES,,,ES,,,"77,56",,,,,-,,,,,,,"77,56",,,,,,,"453,56",,,,,,,,,,
CONCEICAO DA BARRA -ES,,,ES,,,"44.127,44",,,,,"3.043,14",,,,,,,"47.170,58",,,,,,,"223.605,05",,,,,,,,,,
CONCEICAO DO CASTELO-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
DOMINGOS MARTINS-ES,,,ES,,,"57,15",,,,,-,,,,,,,"57,15",,,,,,,"334,21",,,,,,,,,,
DORES DO RIO PRETO-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
ECOPORANGA-ES,,,ES,,,"53,08",,,,,-,,,,,,,"53,08",,,,,,,"310,39",,,,,,,,,,
FUNDAO-ES,,,ES,,,"44,89",,,,,-,,,,,,,"44,89",,,,,,,"262,54",,,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,ES,,,"40,85",,,,,-,,,,,,,"40,85",,,,,,,"238,85",,,,,,,,,,
GUACUI-ES,,,ES,,,"55,12",,,,,-,,,,,,,"55,12",,,,,,,"322,31",,,,,,,,,,
GUARAPARI-ES,,,ES,,,"73,49",,,,,-,,,,,,,"73,49",,,,,,,"429,74",,,,,,,,,,
IBATIBA-ES,,,ES,,,"51,04",,,,,-,,,,,,,"51,04",,,,,,,"298,46",,,,,,,,,,
IBIRACU-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
IBITIRAMA-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
ICONHA-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
IRUPI-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
ITAGUACU-ES,,,ES,,,"46,93",,,,,-,,,,,,,"46,93",,,,,,,"274,46",,,,,,,,,,
ITAPEMIRIM-ES,,,ES,,,"57,15",,,,,-,,,,,,,"57,15",,,,,,,"334,21",,,,,,,,,,
ITARANA-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
IUNA-ES,,,ES,,,"55,12",,,,,-,,,,,,,"55,12",,,,,,,"322,31",,,,,,,,,,
JAGUARE-ES,,,ES,,,"274.473,85",,,,,"124.079,48",,,,,,,"398.553,33",,,,,,,"1.847.711,82",,,,,,,,,,
JERONIMO MONTEIRO-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
JOAO NEIVA-ES,,,ES,,,"46,93",,,,,-,,,,,,,"46,93",,,,,,,"274,46",,,,,,,,,,
LARANJA DA TERRA-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
LINHARES-ES,,,ES,,,"1.306.295,24",,,,,"145.136,32",,,,,,,"1.451.431,56",,,,,,,"4.203.984,12",,,,,,,,,,
MANTENOPOLIS-ES,,,ES,,,"42,86",,,,,-,,,,,,,"42,86",,,,,,,"250,63",,,,,,,,,,
MARATAIZES-ES,,,ES,,,"57,15",,,,,-,,,,,,,"57,15",,,,,,,"334,21",,,,,,,,,,
MARECHAL FLORIANO-ES,,,ES,,,"44,89",,,,,-,,,,,,,"44,89",,,,,,,"262,54",,,,,,,,,,
MARILANDIA-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
MIMOSO DO SUL-ES,,,ES,,,"55,12",,,,,-,,,,,,,"55,12",,,,,,,"322,31",,,,,,,,,,
MONTANHA-ES,,,ES,,,"48,97",,,,,-,,,,,,,"48,97",,,,,,,"286,40",,,,,,,,,,
MUCURICI-ES,,,ES,,,"40,82",,,,,-,,,,,,,"40,82",,,,,,,"238,72",,,,,,,,,,
