SANTANA DO MUNDAU-AL,,,,AL,,,,,"738,67",,,,,-,,,,,"738,67",,,,,,"5.995,15",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,,"914,55",,,,,-,,,,,"914,55",,,,,,"7.422,56",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,,"984,90",,,,,-,,,,,"984,90",,,,,,"7.993,54",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,,"216.050,24",,,,,"117.695,00",,,,,"333.745,24",,,,,,"3.026.029,98",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,,"703,50",,,,,-,,,,,"703,50",,,,,,"5.709,65",,,,,,,,,,
SATUBA-AL,,,,AL,,,,,"29.185,35",,,,,"18.325,42",,,,,"47.510,77",,,,,,"434.793,76",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,,"1.055,25",,,,,-,,,,,"1.055,25",,,,,,"8.564,51",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,,"1.160,78",,,,,-,,,,,"1.160,78",,,,,,"9.420,97",,,,,,,,,,
VICOSA-AL,,,,AL,,,,,"949,73",,,,,-,,,,,"949,73",,,,,,"7.708,06",,,,,,,,,,
ALAGOAS TOTAL,,,,,,,,,"2.064.434,48",,,,,"536.196,45",,,,,"2.600.630,93",,,,,,"21.100.311,84",,,,,,,,,,
ANAMA-AM,,,,AM,,,,,-,,,,,"2.455,01",,,,,"2.455,01",,,,,,"19.954,20",,,,,,,,,,
ANORI-AM,,,,AM,,,,,-,,,,,"2.455,01",,,,,"2.455,01",,,,,,"19.954,20",,,,,,,,,,
AUTAZES-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
BERURI-AM,,,,AM,,,,,-,,,,,"2.455,01",,,,,"2.455,01",,,,,,"19.954,20",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
CAREIRO-AM,,,,AM,,,,,-,,,,,"2.455,01",,,,,"2.455,01",,,,,,"19.954,20",,,,,,,,,,
COARI-AM,,,,AM,,,,,"2.272.248,93",,,,,"2.076.325,93",,,,,"4.348.574,86",,,,,,"33.765.269,89",,,,,,,,,,
CODAJAS-AM,,,,AM,,,,,-,,,,,"2.455,01",,,,,"2.455,01",,,,,,"19.954,20",,,,,,,,,,
IRANDUBA-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
ITACOATIARA-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
ITAPIRANGA-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
MANACAPURU-AM,,,,AM,,,,,-,,,,,"2.455,01",,,,,"2.455,01",,,,,,"19.954,20",,,,,,,,,,
MANAQUIRI-AM,,,,AM,,,,,-,,,,,"2.455,01",,,,,"2.455,01",,,,,,"19.954,20",,,,,,,,,,
MANAUS-AM,,,,AM,,,,,"1.325.025,63",,,,,"98.203,13",,,,,"1.423.228,76",,,,,,"8.224.703,47",,,,,,,,,,
PARINTINS-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
SILVES-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
URUCARA-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
URUCURITUBA-AM,,,,AM,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
AMAZONAS TOTAL,,,,,,,,,"3.597.274,56",,,,,"2.258.381,63",,,,,"5.855.656,19",,,,,,"42.592.638,77",,,,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
MACAPA-AP,,,,AP,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
MAZAGAO-AP,,,,AP,,,,,-,,,,,"7.407,50",,,,,"7.407,50",,,,,,"51.442,89",,,,,,,,,,
AMAPA TOTAL,,,,,,,,,-,,,,,"22.222,50",,,,,"22.222,50",,,,,,"154.328,67",,,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
ADUSTINA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
AGUAFRIA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
AIQUARA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,,"288.478,87",,,,,"130.596,71",,,,,"419.075,58",,,,,,"3.651.554,78",,,,,,,,,,
AMARGOSA-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,,"102,71",,,,,-,,,,,"102,71",,,,,,"872,25",,,,,,,,,,
ANAGE-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
ANGUERA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
ANTAS-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
APORA-BA,,,,BA,,,,,"91,30",,,,,-,,,,,"91,30",,,,,,"775,34",,,,,,,,,,
APUAREMA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
ARACAS-BA,,,,BA,,,,,"248.291,38",,,,,"108.508,72",,,,,"356.800,10",,,,,,"2.799.848,41",,,,,,,,,,
ARACI-BA,,,,BA,,,,,"117,93",,,,,-,,,,,"117,93",,,,,,"1.001,49",,,,,,,,,,
ARAMARI-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
ARATUIPE-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
BANZAE-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,,"117,93",,,,,-,,,,,"117,93",,,,,,"1.001,49",,,,,,,,,,
BARROCAS-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
BELO CAMPO-BA,,,,BA,,,,,"91,30",,,,,-,,,,,"91,30",,,,,,"775,34",,,,,,,,,,
BIRITINGA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"9.077,98",,,,,,,,,,
BOA NOVA-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,,"95,10",,,,,-,,,,,"95,10",,,,,,"807,64",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
CAATIBA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
CACHOEIRA-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
CAEM-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
CAETANOS-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
CAMACARI-BA,,,,BA,,,,,"769,09",,,,,"351,64",,,,,"1.120,73",,,,,,"6.587,19",,,,,,,,,,
CANDEAL-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
CANDEIAS-BA,,,,BA,,,,,"233.553,76",,,,,"290.817,36",,,,,"524.371,12",,,,,,"4.160.540,73",,,,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
CANSANCAO-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
CANUDOS-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,,"150.945,39",,,,,"44.078,00",,,,,"195.023,39",,,,,,"1.555.678,75",,,,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,,"102,71",,,,,-,,,,,"102,71",,,,,,"872,25",,,,,,,,,,
CATU-BA,,,,BA,,,,,"230.671,78",,,,,"112.917,71",,,,,"343.589,49",,,,,,"2.838.078,80",,,,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
CIPO-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,,"91,30",,,,,-,,,,,"91,30",,,,,,"775,34",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,,"95,10",,,,,-,,,,,"95,10",,,,,,"807,64",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,,"125,54",,,,,-,,,,,"125,54",,,,,,"1.066,12",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,,"102,71",,,,,-,,,,,"102,71",,,,,,"872,25",,,,,,,,,,
CONDE-BA,,,,BA,,,,,"167,21",,,,,"44,05",,,,,"211,26",,,,,,"1.769,81",,,,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,,"95,10",,,,,-,,,,,"95,10",,,,,,"807,64",,,,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,,"95,10",,,,,-,,,,,"95,10",,,,,,"807,64",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,,"121,73",,,,,-,,,,,"121,73",,,,,,"1.033,80",,,,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,,"117,93",,,,,-,,,,,"117,93",,,,,,"1.026,84",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,,"110,32",,,,,-,,,,,"110,32",,,,,,"936,89",,,,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,,"247.765,23",,,,,"152.197,10",,,,,"399.962,33",,,,,,"3.351.084,16",,,,,,,,,,
ESPLANADA-BA,,,,BA,,,,,"439.883,27",,,,,"263.470,33",,,,,"703.353,60",,,,,,"6.008.543,00",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,,"121,73",,,,,-,,,,,"121,73",,,,,,"1.033,80",,,,,,,,,,
FATIMA-BA,,,,BA,,,,,"95,10",,,,,-,,,,,"95,10",,,,,,"807,64",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,,"152,17",,,,,-,,,,,"152,17",,,,,,"1.292,26",,,,,,,,,,
GAVIAO-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
GLORIA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,,"91,30",,,,,-,,,,,"91,30",,,,,,"775,34",,,,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
IACU-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
IBIQUERA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
ICHU-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
INHAMBUPE-BA,,,,BA,,,,,"4.746,62",,,,,"2.366,45",,,,,"7.113,07",,,,,,"22.848,10",,,,,,,,,,
IPECAETA-BA,,,,BA,,,,,"95,10",,,,,-,,,,,"95,10",,,,,,"807,64",,,,,,,,,,
IPIRA-BA,,,,BA,,,,,"125,54",,,,,-,,,,,"125,54",,,,,,"1.066,12",,,,,,,,,,
IRAJUBA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
IRARA-BA,,,,BA,,,,,"102,71",,,,,-,,,,,"102,71",,,,,,"872,25",,,,,,,,,,
ITABERABA-BA,,,,BA,,,,,"125,54",,,,,-,,,,,"125,54",,,,,,"1.066,12",,,,,,,,,,
ITAGI-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
ITANAGRA-BA,,,,BA,,,,,"97.110,16",,,,,"10.897,87",,,,,"108.008,03",,,,,,"883.125,63",,,,,,,,,,
ITAPARICA-BA,,,,BA,,,,,"2.631,97",,,,,"168.164,64",,,,,"170.796,61",,,,,,"1.245.572,26",,,,,,,,,,
ITAPETINGA-BA,,,,BA,,,,,"125,54",,,,,-,,,,,"125,54",,,,,,"1.066,12",,,,,,,,,,
ITAPICURU-BA,,,,BA,,,,,"102,71",,,,,-,,,,,"102,71",,,,,,"872,25",,,,,,,,,,
ITAQUARA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
ITARANTIM-BA,,,,BA,,,,,"91,30",,,,,-,,,,,"91,30",,,,,,"775,34",,,,,,,,,,
ITATIM-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
ITIRUCU-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
ITIUBA-BA,,,,BA,,,,,"110,32",,,,,-,,,,,"110,32",,,,,,"936,89",,,,,,,,,,
JACOBINA-BA,,,,BA,,,,,"133,15",,,,,-,,,,,"133,15",,,,,,"1.130,73",,,,,,,,,,
JAGUAQUARA-BA,,,,BA,,,,,"117,93",,,,,-,,,,,"117,93",,,,,,"1.001,49",,,,,,,,,,
JAGUARIPE-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
JANDAIRA-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
JEQUIE-BA,,,,BA,,,,,"152,17",,,,,-,,,,,"152,17",,,,,,"1.292,26",,,,,,,,,,
JEREMOABO-BA,,,,BA,,,,,"110,32",,,,,-,,,,,"110,32",,,,,,"936,89",,,,,,,,,,
JIQUIRICA-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
JITAUNA-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
LAJE-BA,,,,BA,,,,,"95,10",,,,,-,,,,,"95,10",,,,,,"807,64",,,,,,,,,,
LAJEDINHO-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
LAMARAO-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,,,"144,56",,,,,-,,,,,"144,56",,,,,,"1.227,66",,,,,,,,,,
MACAJUBA-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
MACARANI-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,,,"1.327.341,77",,,,,"772.371,58",,,,,"2.099.713,35",,,,,,"15.664.306,53",,,,,,,,,,
MAIQUINIQUE-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
MAIRI-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,,,"91,30",,,,,-,,,,,"91,30",,,,,,"775,34",,,,,,,,,,
MARACAS-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
MARAGOGIPE-BA,,,,BA,,,,,"117,93",,,,,-,,,,,"117,93",,,,,,"1.001,49",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
MATA DE SÃO JOAO-BA,,,,BA,,,,,"189.199,68",,,,,"80.777,52",,,,,"269.977,20",,,,,,"2.107.932,71",,,,,,,,,,
MIGUEL CALMON-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
MILAGRES-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
MIRANTE-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
MONTE SANTO-BA,,,,BA,,,,,"121,73",,,,,-,,,,,"121,73",,,,,,"1.033,80",,,,,,,,,,
MUNDO NOVO-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
MURITIBA-BA,,,,BA,,,,,"106,52",,,,,-,,,,,"106,52",,,,,,"904,59",,,,,,,,,,
MUTUIPE-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
NAZARE-BA,,,,BA,,,,,"102,71",,,,,-,,,,,"102,71",,,,,,"872,25",,,,,,,,,,
NORDESTINA-BA,,,,BA,,,,,"79,89",,,,,-,,,,,"79,89",,,,,,"678,43",,,,,,,,,,
NOVA CANAA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
NOVA FATIMA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
NOVA ITARANA-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
NOVA SOURE-BA,,,,BA,,,,,"102,71",,,,,-,,,,,"102,71",,,,,,"872,25",,,,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
OLINDINA-BA,,,,BA,,,,,"98,91",,,,,-,,,,,"98,91",,,,,,"839,96",,,,,,,,,,
OURICANGAS-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
OUROLANDIA-BA,,,,BA,,,,,"87,50",,,,,-,,,,,"87,50",,,,,,"743,04",,,,,,,,,,
PARIPIRANGA-BA,,,,BA,,,,,"102,71",,,,,-,,,,,"102,71",,,,,,"872,25",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PAULO AFONSO-BA,,,,BA,,,,,"140,76",,,,,-,,,,,"140,76",,,,,,"1.195,36",,,,,,,,,,
PE DE SERRA-BA,,,,BA,,,,,"83,69",,,,,-,,,,,"83,69",,,,,,"710,74",,,,,,,,,,
PEDRAO-BA,,,,BA,,,,,"76,08",,,,,-,,,,,"76,08",,,,,,"646,10",,,,,,,,,,
