AMELIA RODRIGUES-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
ANAGE-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
ANGUERA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
ANTAS-BA,,,,,,BA,,"1.185,98",,,,,,,"0,07",,,,,"1.186,05",,,,,,"1.186,05",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
APORA-BA,,,,,,BA,,"1.185,98",,,,,,,"0,07",,,,,"1.186,05",,,,,,"1.186,05",,,,,,,,
APUAREMA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
ARACAS-BA,,,,,,BA,,"261.988,21",,,,,,,"141.525,24",,,,,"403.513,45",,,,,,"403.513,45",,,,,,,,
ARACI-BA,,,,,,BA,,"1.581,31",,,,,,,"0,09",,,,,"1.581,40",,,,,,"1.581,40",,,,,,,,
ARAMARI-BA,,,,,,BA,,"1.621,60",,,,,,,"266,04",,,,,"1.887,64",,,,,,"1.887,64",,,,,,,,
ARATACA-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
ARATUIPE-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
AURELINO LEAL-BA,,,,,,BA,,"1.136,55",,,,,,,"0,06",,,,,"1.136,61",,,,,,"1.136,61",,,,,,,,
BAIXA GRANDE-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
BANZAE-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
BARRA DO CHOCA-BA,,,,,,BA,,"1.433,06",,,,,,,"0,08",,,,,"1.433,14",,,,,,"1.433,14",,,,,,,,
BARRA DO ROCHA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
BARRO PRETO-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
BARROCAS-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
BELMONTE-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
BELO CAMPO-BA,,,,,,BA,,"1.136,55",,,,,,,"0,06",,,,,"1.136,61",,,,,,"1.136,61",,,,,,,,
BIRITINGA-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
BOA NOVA-BA,,,,,,BA,,"1.185,98",,,,,,,"0,07",,,,,"1.186,05",,,,,,"1.186,05",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,BA,,"1.185,98",,,,,,,"0,07",,,,,"1.186,05",,,,,,"1.186,05",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
BREJOES-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
BUERAREMA-BA,,,,,,BA,,"1.235,39",,,,,,,"0,07",,,,,"1.235,46",,,,,,"1.235,46",,,,,,,,
CAATIBA-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,BA,,"1.185,98",,,,,,,"0,07",,,,,"1.186,05",,,,,,"1.186,05",,,,,,,,
CACHOEIRA-BA,,,,,,BA,,"1.433,06",,,,,,,"0,08",,,,,"1.433,14",,,,,,"1.433,14",,,,,,,,
CAEM-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
CAETANOS-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
CAIRU-BA,,,,,,BA,,"37.129,87",,,,,,,"384.213,80",,,,,"421.343,67",,,,,,"421.343,67",,,,,,,,
CAMACAN-BA,,,,,,BA,,"1.383,64",,,,,,,"0,08",,,,,"1.383,72",,,,,,"1.383,72",,,,,,,,
CAMACARI-BA,,,,,,BA,,"2.592,48",,,,,,,"258,77",,,,,"2.851,25",,,,,,"2.851,25",,,,,,,,
CAMAMU-BA,,,,,,BA,,"1.433,06",,,,,,,"0,08",,,,,"1.433,14",,,,,,"1.433,14",,,,,,,,
CANAVIEIRAS-BA,,,,,,BA,,"1.433,06",,,,,,,"0,08",,,,,"1.433,14",,,,,,"1.433,14",,,,,,,,
CANDEAL-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
CANDEIAS-BA,,,,,,BA,,"207.392,94",,,,,,,"271.765,82",,,,,"479.158,76",,,,,,"479.158,76",,,,,,,,
CANDIDO SALES-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
CANSANCAO-BA,,,,,,BA,,"1.433,06",,,,,,,"0,08",,,,,"1.433,14",,,,,,"1.433,14",,,,,,,,
CANUDOS-BA,,,,,,BA,,"1.136,55",,,,,,,"0,06",,,,,"1.136,61",,,,,,"1.136,61",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
CAPIM GROSSO-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
CARAVELAS-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,BA,,"116.571,16",,,,,,,"36.499,41",,,,,"153.070,57",,,,,,"153.070,57",,,,,,,,
CASTRO ALVES-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
CATU-BA,,,,,,BA,,"158.876,19",,,,,,,"72.433,49",,,,,"231.309,68",,,,,,"231.309,68",,,,,,,,
CICERO DANTAS-BA,,,,,,BA,,"1.383,64",,,,,,,"0,08",,,,,"1.383,72",,,,,,"1.383,72",,,,,,,,
CIPO-BA,,,,,,BA,,"1.136,55",,,,,,,"0,06",,,,,"1.136,61",,,,,,"1.136,61",,,,,,,,
COARACI-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,BA,,"1.235,39",,,,,,,"0,07",,,,,"1.235,46",,,,,,"1.235,46",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,BA,,"1.185,98",,,,,,,"0,07",,,,,"1.186,05",,,,,,"1.186,05",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,BA,,"1.630,72",,,,,,,"0,09",,,,,"1.630,81",,,,,,"1.630,81",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
CONDE-BA,,,,,,BA,,"2.595,84",,,,,,,"845,68",,,,,"3.441,52",,,,,,"3.441,52",,,,,,,,
CORACAO DE MARIA-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
CORONEL JOAO SA-BA,,,,,,BA,,"1.235,39",,,,,,,"0,07",,,,,"1.235,46",,,,,,"1.235,46",,,,,,,,
CRAVOLANDIA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
CRISOPOLIS-BA,,,,,,BA,,"1.235,39",,,,,,,"0,07",,,,,"1.235,46",,,,,,"1.235,46",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,BA,,"1.581,31",,,,,,,"0,09",,,,,"1.581,40",,,,,,"1.581,40",,,,,,,,
DARIO MEIRA-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
DIAS D'AVILA-BA,,,,,,BA,,"1.581,31",,,,,,,"0,09",,,,,"1.581,40",,,,,,"1.581,40",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
ELISIO MEDRADO-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
ENCRUZILHADA-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
ENTRE RIOS-BA,,,,,,BA,,"219.182,78",,,,,,,"159.017,42",,,,,"378.200,20",,,,,,"378.200,20",,,,,,,,
ESPLANADA-BA,,,,,,BA,,"1.070.275,73",,,,,,,"308.414,91",,,,,"1.378.690,64",,,,,,"1.378.690,64",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,BA,,"1.630,72",,,,,,,"0,09",,,,,"1.630,81",,,,,,"1.630,81",,,,,,,,
EUNAPOLIS-BA,,,,,,BA,,"1.778,97",,,,,,,"0,10",,,,,"1.779,07",,,,,,"1.779,07",,,,,,,,
FATIMA-BA,,,,,,BA,,"1.235,39",,,,,,,"0,07",,,,,"1.235,46",,,,,,"1.235,46",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,BA,,"1.976,63",,,,,,,"0,11",,,,,"1.976,74",,,,,,"1.976,74",,,,,,,,
FIRMINO ALVES-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
FLORESTA AZUL-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
GANDU-BA,,,,,,BA,,"1.383,64",,,,,,,"0,08",,,,,"1.383,72",,,,,,"1.383,72",,,,,,,,
GAVIAO-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
GLORIA-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
GONGOGI-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,BA,,"1.235,39",,,,,,,"0,07",,,,,"1.235,46",,,,,,"1.235,46",,,,,,,,
GUARATINGA-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
HELIOPOLIS-BA,,,,,,BA,,"1.136,55",,,,,,,"0,06",,,,,"1.136,61",,,,,,"1.136,61",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IACU-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
IBICARAI-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
IBICUI-BA,,,,,,BA,,"1.136,55",,,,,,,"0,06",,,,,"1.136,61",,,,,,"1.136,61",,,,,,,,
IBIQUERA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
IBIRAPITANGA-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
IBIRAPUA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
IBIRATAIA-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
ICHU-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
IGRAPIUNA-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
IGUAI-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
ILHEUS-BA,,,,,,BA,,"1.976,63",,,,,,,"0,11",,,,,"1.976,74",,,,,,"1.976,74",,,,,,,,
INHAMBUPE-BA,,,,,,BA,,"2.246,47",,,,,,,"414,91",,,,,"2.661,38",,,,,,"2.661,38",,,,,,,,
IPECAETA-BA,,,,,,BA,,"1.185,98",,,,,,,"0,07",,,,,"1.186,05",,,,,,"1.186,05",,,,,,,,
IPIAU-BA,,,,,,BA,,"1.531,89",,,,,,,"0,09",,,,,"1.531,98",,,,,,"1.531,98",,,,,,,,
IPIRA-BA,,,,,,BA,,"1.630,72",,,,,,,"0,09",,,,,"1.630,81",,,,,,"1.630,81",,,,,,,,
IRAJUBA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
IRARA-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
ITABELA-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
ITABERABA-BA,,,,,,BA,,"1.630,72",,,,,,,"0,09",,,,,"1.630,81",,,,,,"1.630,81",,,,,,,,
ITABUNA-BA,,,,,,BA,,"1.976,63",,,,,,,"0,11",,,,,"1.976,74",,,,,,"1.976,74",,,,,,,,
ITACARE-BA,,,,,,BA,,"1.334,22",,,,,,,"0,07",,,,,"1.334,29",,,,,,"1.334,29",,,,,,,,
ITAGI-BA,,,,,,BA,,"1.087,15",,,,,,,"0,06",,,,,"1.087,21",,,,,,"1.087,21",,,,,,,,
ITAGIBA-BA,,,,,,BA,,"1.185,98",,,,,,,"0,07",,,,,"1.186,05",,,,,,"1.186,05",,,,,,,,
ITAGIMIRIM-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
ITAJU DO COLONIA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
ITAJUIPE-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
ITAMARAJU-BA,,,,,,BA,,"1.680,13",,,,,,,"0,09",,,,,"1.680,22",,,,,,"1.680,22",,,,,,,,
ITAMARI-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
ITAMBE-BA,,,,,,BA,,"1.433,06",,,,,,,"0,08",,,,,"1.433,14",,,,,,"1.433,14",,,,,,,,
ITANAGRA-BA,,,,,,BA,,"75.471,20",,,,,,,"12.171,78",,,,,"87.642,98",,,,,,"87.642,98",,,,,,,,
ITANHEM-BA,,,,,,BA,,"1.284,81",,,,,,,"0,07",,,,,"1.284,88",,,,,,"1.284,88",,,,,,,,
ITAPARICA-BA,,,,,,BA,,"42.634,76",,,,,,,"187.958,37",,,,,"230.593,13",,,,,,"230.593,13",,,,,,,,
ITAPE-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
ITAPEBI-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
ITAPETINGA-BA,,,,,,BA,,"1.630,72",,,,,,,"0,09",,,,,"1.630,81",,,,,,"1.630,81",,,,,,,,
ITAPICURU-BA,,,,,,BA,,"1.383,64",,,,,,,"0,08",,,,,"1.383,72",,,,,,"1.383,72",,,,,,,,
ITAPITANGA-BA,,,,,,BA,,"1.037,73",,,,,,,"0,06",,,,,"1.037,79",,,,,,"1.037,79",,,,,,,,
ITAQUARA-BA,,,,,,BA,,"988,31",,,,,,,"0,06",,,,,"988,37",,,,,,"988,37",,,,,,,,
