ALEGRE-ES,,ES,,,"16,43",,,,,,,-,,,,,,"16,43",,,,,"16,43",,,,,,,,,,,
ALFREDO CHAVES-ES,,ES,,,"12,91",,,,,,,-,,,,,,"12,91",,,,,"12,91",,,,,,,,,,,
ALTO RIO NOVO-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
ANCHIETA-ES,,ES,,,"14,09",,,,,,,-,,,,,,"14,09",,,,,"14,09",,,,,,,,,,,
APIACA-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
ATILIO VIVACQUA-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
BAIXO GUANDU-ES,,ES,,,"15,85",,,,,,,-,,,,,,"15,85",,,,,"15,85",,,,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,ES,,,"17,61",,,,,,,-,,,,,,"17,61",,,,,"17,61",,,,,,,,,,,
BOA ESPERANCA-ES,,ES,,,"12,91",,,,,,,-,,,,,,"12,91",,,,,"12,91",,,,,,,,,,,
BOM JESUS DO NORTE-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
BREJETUBA-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,ES,,,"23,48",,,,,,,-,,,,,,"23,48",,,,,"23,48",,,,,,,,,,,
CARIACICA-ES,,ES,,,"23,48",,,,,,,-,,,,,,"23,48",,,,,"23,48",,,,,,,,,,,
CASTELO-ES,,ES,,,"16,43",,,,,,,-,,,,,,"16,43",,,,,"16,43",,,,,,,,,,,
COLATINA-ES,,ES,,,"21,72",,,,,,,-,,,,,,"21,72",,,,,"21,72",,,,,,,,,,,
CONCEICAO DA BARRA-ES,,ES,,,"6.728,80",,,,,,,"745,28",,,,,,"7.474,08",,,,,"7.474,08",,,,,,,,,,,
CONCEICAO DO CASTELO-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
DOMINGOS MARTINS-ES,,ES,,,"15,85",,,,,,,-,,,,,,"15,85",,,,,"15,85",,,,,,,,,,,
DORES DO RIO PRETO-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
ECOPORANGA-ES,,ES,,,"15,26",,,,,,,-,,,,,,"15,26",,,,,"15,26",,,,,,,,,,,
FUNDAO-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
GUACUI-ES,,ES,,,"15,26",,,,,,,-,,,,,,"15,26",,,,,"15,26",,,,,,,,,,,
GUARAPARI-ES,,ES,,,"20,54",,,,,,,-,,,,,,"20,54",,,,,"20,54",,,,,,,,,,,
IBATIBA-ES,,ES,,,"14,09",,,,,,,-,,,,,,"14,09",,,,,"14,09",,,,,,,,,,,
IBIRACU-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
IBITIRAMA-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
ICONHA-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
IRUPI-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
ITAGUACU-ES,,ES,,,"13,50",,,,,,,-,,,,,,"13,50",,,,,"13,50",,,,,,,,,,,
ITAPEMIRIM-ES,,ES,,,"15,85",,,,,,,-,,,,,,"15,85",,,,,"15,85",,,,,,,,,,,
ITARANA-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
IUNA-ES,,ES,,,"15,85",,,,,,,-,,,,,,"15,85",,,,,"15,85",,,,,,,,,,,
JAGUARE-ES,,ES,,,"1.903,59",,,,,,,"651,68",,,,,,"2.555,27",,,,,"2.555,27",,,,,,,,,,,
JERONIMO MONTEIRO-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
JOAO NEIVA-ES,,ES,,,"13,50",,,,,,,-,,,,,,"13,50",,,,,"13,50",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LARANJA DA TERRA-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
LINHARES-ES,,ES,,,"75.384,93",,,,,,,"39.770,71",,,,,,"115.155,64",,,,,"115.155,64",,,,,,,,,,,
MANTENOPOLIS-ES,,ES,,,"12,91",,,,,,,-,,,,,,"12,91",,,,,"12,91",,,,,,,,,,,
MARATAIZES-ES,,ES,,,"15,85",,,,,,,-,,,,,,"15,85",,,,,"15,85",,,,,,,,,,,
MARECHAL FLORIANO-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
MARILANDIA-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
MIMOSO DO SUL-ES,,ES,,,"15,85",,,,,,,-,,,,,,"15,85",,,,,"15,85",,,,,,,,,,,
MONTANHA-ES,,ES,,,"14,67",,,,,,,-,,,,,,"14,67",,,,,"14,67",,,,,,,,,,,
MUCURICI-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
MUNIZ FREIRE-ES,,ES,,,"14,67",,,,,,,-,,,,,,"14,67",,,,,"14,67",,,,,,,,,,,
MUQUI-ES,,ES,,,"12,91",,,,,,,-,,,,,,"12,91",,,,,"12,91",,,,,,,,,,,
NOVA VENECIA-ES,,ES,,,"18,20",,,,,,,-,,,,,,"18,20",,,,,"18,20",,,,,,,,,,,
PANCAS-ES,,ES,,,"15,26",,,,,,,-,,,,,,"15,26",,,,,"15,26",,,,,,,,,,,
PEDRO CANARIO-ES,,ES,,,"15,26",,,,,,,-,,,,,,"15,26",,,,,"15,26",,,,,,,,,,,
PINHEIROS-ES,,ES,,,"15,26",,,,,,,-,,,,,,"15,26",,,,,"15,26",,,,,,,,,,,
PIUMA-ES,,ES,,,"12,91",,,,,,,-,,,,,,"12,91",,,,,"12,91",,,,,,,,,,,
PONTO BELO-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
PRESIDENTE KENNEDY-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
RIO BANANAL-ES,,ES,,,"13,50",,,,,,,-,,,,,,"13,50",,,,,"13,50",,,,,,,,,,,
RIO NOVO DO SUL-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
SANTA LEOPOLDINA-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
SANTA MARIA DE JETIBA-ES,,ES,,,"15,85",,,,,,,-,,,,,,"15,85",,,,,"15,85",,,,,,,,,,,
SANTA TERESA-ES,,ES,,,"14,67",,,,,,,-,,,,,,"14,67",,,,,"14,67",,,,,,,,,,,
SAO DOMINGOS DO NORTE-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
SAO GABRIEL DA PALHA-ES,,ES,,,"15,85",,,,,,,-,,,,,,"15,85",,,,,"15,85",,,,,,,,,,,
SAO JOSE DO CALCADO-ES,,ES,,,"12,32",,,,,,,-,,,,,,"12,32",,,,,"12,32",,,,,,,,,,,
SAO MATEUS-ES,,ES,,,"58.452,89",,,,,,,"11.964,24",,,,,,"70.417,13",,,,,"70.417,13",,,,,,,,,,,
SAO ROQUE DO CANAA-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
SOORETAMA-ES,,ES,,,"13,50",,,,,,,-,,,,,,"13,50",,,,,"13,50",,,,,,,,,,,
VARGEM ALTA-ES,,ES,,,"12,91",,,,,,,-,,,,,,"12,91",,,,,"12,91",,,,,,,,,,,
VENDA NOVA DO IMIGRANTE-ES,,ES,,,"13,50",,,,,,,-,,,,,,"13,50",,,,,"13,50",,,,,,,,,,,
VIANA-ES,,ES,,,"18,20",,,,,,,-,,,,,,"18,20",,,,,"18,20",,,,,,,,,,,
VILA PAVAO-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
VILA VALERIO-ES,,ES,,,"12,91",,,,,,,-,,,,,,"12,91",,,,,"12,91",,,,,,,,,,,
VILA VELHA-ES,,ES,,,"23,48",,,,,,,-,,,,,,"23,48",,,,,"23,48",,,,,,,,,,,
VITORIA-ES,,ES,,,"36.953,79",,,,,,,-,,,,,,"36.953,79",,,,,"36.953,79",,,,,,,,,,,
ADRIANOPOLIS-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
AGUDOS DO SUL-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
ALMIRANTE TAMANDARE-PR,,PR,,,"633,27",,,,,,,-,,,,,,"633,27",,,,,"633,27",,,,,,,,,,,
ANTONINA-PR,,PR,,,"452,33",,,,,,,-,,,,,,"452,33",,,,,"452,33",,,,,,,,,,,
BALSA NOVA-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
BOCAIUVA DO SUL-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
CAMPINA GRANDE DO SUL-PR,,PR,,,"506,61",,,,,,,-,,,,,,"506,61",,,,,"506,61",,,,,,,,,,,
CAMPO DO TENENTE-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
CAMPO LARGO-PR,,PR,,,"651,36",,,,,,,-,,,,,,"651,36",,,,,"651,36",,,,,,,,,,,
CAMPO MAGRO-PR,,PR,,,"434,24",,,,,,,-,,,,,,"434,24",,,,,"434,24",,,,,,,,,,,
CERRO AZUL-PR,,PR,,,"434,24",,,,,,,-,,,,,,"434,24",,,,,"434,24",,,,,,,,,,,
COLOMBO-PR,,PR,,,"723,73",,,,,,,-,,,,,,"723,73",,,,,"723,73",,,,,,,,,,,
CONTENDA-PR,,PR,,,"398,05",,,,,,,-,,,,,,"398,05",,,,,"398,05",,,,,,,,,,,
CURITIBA-PR,,PR,,,"723,73",,,,,,,-,,,,,,"723,73",,,,,"723,73",,,,,,,,,,,
DOUTOR ULYSSES-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
FAZENDA RIO GRANDE-PR,,PR,,,"560,89",,,,,,,-,,,,,,"560,89",,,,,"560,89",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARAQUECABA-PR,,PR,,,"361,86",,,,,,,"879,01",,,,,,"1.240,87",,,,,"1.240,87",,,,,,,,,,,
GUARATUBA-PR,,PR,,,-,,,,,,,"2.691,75",,,,,,"2.691,75",,,,,"2.691,75",,,,,,,,,,,
ITAPERUCU-PR,,PR,,,"434,24",,,,,,,-,,,,,,"434,24",,,,,"434,24",,,,,,,,,,,
LAPA-PR,,PR,,,"542,80",,,,,,,-,,,,,,"542,80",,,,,"542,80",,,,,,,,,,,
MANDIRITUBA-PR,,PR,,,"416,14",,,,,,,-,,,,,,"416,14",,,,,"416,14",,,,,,,,,,,
MATINHOS-PR,,PR,,,"11.841,81",,,,,,,"6.252,54",,,,,,"18.094,35",,,,,"18.094,35",,,,,,,,,,,
MORRETES-PR,,PR,,,"416,14",,,,,,,-,,,,,,"416,14",,,,,"416,14",,,,,,,,,,,
PARANAGUA-PR,,PR,,,"687,55",,,,,,,"13,38",,,,,,"700,93",,,,,"700,93",,,,,,,,,,,
PIEN-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
PINHAIS-PR,,PR,,,"651,36",,,,,,,-,,,,,,"651,36",,,,,"651,36",,,,,,,,,,,
PIRAQUARA-PR,,PR,,,"578,99",,,,,,,-,,,,,,"578,99",,,,,"578,99",,,,,,,,,,,
PONTAL DO PARANA-PR,,PR,,,"361,86",,,,,,,"524,75",,,,,,"886,61",,,,,"886,61",,,,,,,,,,,
PORTO AMAZONAS-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
QUATRO BARRAS-PR,,PR,,,"398,05",,,,,,,-,,,,,,"398,05",,,,,"398,05",,,,,,,,,,,
QUITANDINHA-PR,,PR,,,"416,14",,,,,,,-,,,,,,"416,14",,,,,"416,14",,,,,,,,,,,
RIO BRANCO DO SUL-PR,,PR,,,"470,42",,,,,,,-,,,,,,"470,42",,,,,"470,42",,,,,,,,,,,
RIO NEGRO-PR,,PR,,,"488,52",,,,,,,-,,,,,,"488,52",,,,,"488,52",,,,,,,,,,,
SAO JOSE DOS PINHAIS-PR,,PR,,,"723,73",,,,,,,-,,,,,,"723,73",,,,,"723,73",,,,,,,,,,,
TIJUCAS DO SUL-PR,,PR,,,"379,96",,,,,,,-,,,,,,"379,96",,,,,"379,96",,,,,,,,,,,
TUNAS DO PARANA-PR,,PR,,,"361,86",,,,,,,-,,,,,,"361,86",,,,,"361,86",,,,,,,,,,,
ANGRA DOS REIS-RJ,,RJ,,,"36.390,77",,,,,,,"79.773,96",,,,,,"116.164,73",,,,,"116.164,73",,,,,,,,,,,
APERIBE-RJ,,RJ,,,"24.403,82",,,,,,,-,,,,,,"24.403,82",,,,,"24.403,82",,,,,,,,,,,
ARARUAMA-RJ,,RJ,,,"41.486,49",,,,,,,-,,,,,,"41.486,49",,,,,"41.486,49",,,,,,,,,,,
ARMACAO DOS BUZIOS-RJ,,RJ,,,"188.814,20",,,,,,,"97.197,84",,,,,,"286.012,04",,,,,"286.012,04",,,,,,,,,,,
ARRAIAL DO CABO-RJ,,RJ,,,"31.724,97",,,,,,,-,,,,,,"31.724,97",,,,,"31.724,97",,,,,,,,,,,
BARRA MANSA-RJ,,RJ,,,"31.332,64",,,,,,,-,,,,,,"31.332,64",,,,,"31.332,64",,,,,,,,,,,
BOM JARDIM-RJ,,RJ,,,"31.724,97",,,,,,,-,,,,,,"31.724,97",,,,,"31.724,97",,,,,,,,,,,
BOM JESUS DO ITABAPOANA-RJ,,RJ,,,"35.385,54",,,,,,,-,,,,,,"35.385,54",,,,,"35.385,54",,,,,,,,,,,
CABO FRIO-RJ,,RJ,,,"303.744,59",,,,,,,"225.471,88",,,,,,"529.216,47",,,,,"529.216,47",,,,,,,,,,,
CACHOEIRAS DE MACACU-RJ,,RJ,,,"69.177,84",,,,,,,-,,,,,,"69.177,84",,,,,"69.177,84",,,,,,,,,,,
CAMBUCI-RJ,,RJ,,,"28.064,39",,,,,,,-,,,,,,"28.064,39",,,,,"28.064,39",,,,,,,,,,,
CAMPOS DOS GOYTACAZES-RJ,,RJ,,,"328.372,53",,,,,,,"1.489.100,10",,,,,,"1.817.472,63",,,,,"1.817.472,63",,,,,,,,,,,
CANTAGALO-RJ,,RJ,,,"30.504,77",,,,,,,-,,,,,,"30.504,77",,,,,"30.504,77",,,,,,,,,,,
CARAPEBUS-RJ,,RJ,,,"164.186,26",,,,,,,"91.372,06",,,,,,"255.558,32",,,,,"255.558,32",,,,,,,,,,,
CARDOSO MOREIRA-RJ,,RJ,,,"25.624,01",,,,,,,-,,,,,,"25.624,01",,,,,"25.624,01",,,,,,,,,,,
CARMO-RJ,,RJ,,,"28.064,39",,,,,,,-,,,,,,"28.064,39",,,,,"28.064,39",,,,,,,,,,,
CASIMIRO DE ABREU-RJ,,RJ,,,"213.442,14",,,,,,,"33.609,64",,,,,,"247.051,78",,,,,"247.051,78",,,,,,,,,,,
CONCEICAO DE MACABU-RJ,,RJ,,,"30.504,77",,,,,,,-,,,,,,"30.504,77",,,,,"30.504,77",,,,,,,,,,,
CORDEIRO-RJ,,RJ,,,"29.284,58",,,,,,,-,,,,,,"29.284,58",,,,,"29.284,58",,,,,,,,,,,
DUAS BARRAS-RJ,,RJ,,,"24.403,82",,,,,,,-,,,,,,"24.403,82",,,,,"24.403,82",,,,,,,,,,,
DUQUE DE CAXIAS-RJ,,RJ,,,"138.876,47",,,,,,,"38.769,27",,,,,,"177.645,74",,,,,"177.645,74",,,,,,,,,,,
GUAPIMIRIM-RJ,,RJ,,,"74.302,12",,,,,,,-,,,,,,"74.302,12",,,,,"74.302,12",,,,,,,,,,,
IGUABA GRANDE-RJ,,RJ,,,"24.403,82",,,,,,,-,,,,,,"24.403,82",,,,,"24.403,82",,,,,,,,,,,
ITALVA-RJ,,RJ,,,"26.844,20",,,,,,,-,,,,,,"26.844,20",,,,,"26.844,20",,,,,,,,,,,
ITAOCARA-RJ,,RJ,,,"31.724,97",,,,,,,-,,,,,,"31.724,97",,,,,"31.724,97",,,,,,,,,,,
ITAPERUNA-RJ,,RJ,,,"43.926,88",,,,,,,-,,,,,,"43.926,88",,,,,"43.926,88",,,,,,,,,,,
JAPERI-RJ,,RJ,,,"31.332,64",,,,,,,-,,,,,,"31.332,64",,,,,"31.332,64",,,,,,,,,,,
LAJE DO MURIAE-RJ,,RJ,,,"24.403,82",,,,,,,-,,,,,,"24.403,82",,,,,"24.403,82",,,,,,,,,,,
MACAE-RJ,,RJ,,,"835.845,35",,,,,,,"263.607,03",,,,,,"1.099.452,38",,,,,"1.099.452,38",,,,,,,,,,,
MACUCO-RJ,,RJ,,,"24.403,82",,,,,,,-,,,,,,"24.403,82",,,,,"24.403,82",,,,,,,,,,,
MAGE-RJ,,RJ,,,"92.237,12",,,,,,,"7.320,73",,,,,,"99.557,85",,,,,"99.557,85",,,,,,,,,,,
MANGARATIBA-RJ,,RJ,,,-,,,,,,,"53.182,63",,,,,,"53.182,63",,,,,"53.182,63",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MIRACEMA-RJ,,RJ,,,"32.945,16",,,,,,,-,,,,,,"32.945,16",,,,,"32.945,16",,,,,,,,,,,
NATIVIDADE-RJ,,RJ,,,"28.064,39",,,,,,,-,,,,,,"28.064,39",,,,,"28.064,39",,,,,,,,,,,
NITEROI-RJ,,RJ,,,-,,,,,,,"9.062,57",,,,,,"9.062,57",,,,,"9.062,57",,,,,,,,,,,
NOVA FRIBURGO-RJ,,RJ,,,"48.807,64",,,,,,,-,,,,,,"48.807,64",,,,,"48.807,64",,,,,,,,,,,
PETROPOLIS-RJ,,RJ,,,"48.807,64",,,,,,,-,,,,,,"48.807,64",,,,,"48.807,64",,,,,,,,,,,
PIRAI-RJ,,RJ,,,"31.332,64",,,,,,,-,,,,,,"31.332,64",,,,,"31.332,64",,,,,,,,,,,
PORCIUNCULA-RJ,,RJ,,,"28.064,39",,,,,,,-,,,,,,"28.064,39",,,,,"28.064,39",,,,,,,,,,,
QUISSAMA-RJ,,RJ,,,"211.937,53",,,,,,,"393.793,24",,,,,,"605.730,77",,,,,"605.730,77",,,,,,,,,,,
RIO BONITO-RJ,,RJ,,,"37.825,92",,,,,,,-,,,,,,"37.825,92",,,,,"37.825,92",,,,,,,,,,,
RIO DAS OSTRAS-RJ,,RJ,,,"229.860,77",,,,,,,"414.992,27",,,,,,"644.853,04",,,,,"644.853,04",,,,,,,,,,,
RIO DE JANEIRO-RJ,,RJ,,,"36.390,77",,,,,,,"35.556,08",,,,,,"71.946,85",,,,,"71.946,85",,,,,,,,,,,
SANTA MARIA MADALENA-RJ,,RJ,,,"25.624,01",,,,,,,-,,,,,,"25.624,01",,,,,"25.624,01",,,,,,,,,,,
SANTO ANTONIO DE PADUA-RJ,,RJ,,,"35.385,54",,,,,,,-,,,,,,"35.385,54",,,,,"35.385,54",,,,,,,,,,,
SAO FIDELIS-RJ,,RJ,,,"36.605,73",,,,,,,-,,,,,,"36.605,73",,,,,"36.605,73",,,,,,,,,,,
SAO FRANCISCO DE ITABAPOANA-RJ,,RJ,,,"35.385,54",,,,,,,-,,,,,,"35.385,54",,,,,"35.385,54",,,,,,,,,,,
SAO GONCALO-RJ,,RJ,,,-,,,,,,,"7.320,73",,,,,,"7.320,73",,,,,"7.320,73",,,,,,,,,,,
SAO JOAO DA BARRA-RJ,,RJ,,,"34.165,35",,,,,,,-,,,,,,"34.165,35",,,,,"34.165,35",,,,,,,,,,,
SAO JOSE DE UBA-RJ,,RJ,,,"24.403,82",,,,,,,-,,,,,,"24.403,82",,,,,"24.403,82",,,,,,,,,,,
SAO JOSE DO VALE DO RIO PRETO-RJ,,RJ,,,"29.284,58",,,,,,,-,,,,,,"29.284,58",,,,,"29.284,58",,,,,,,,,,,
SAO PEDRO DA ALDEIA-RJ,,RJ,,,"39.046,11",,,,,,,-,,,,,,"39.046,11",,,,,"39.046,11",,,,,,,,,,,
SAO SEBASTIAO DO ALTO-RJ,,RJ,,,"24.403,82",,,,,,,-,,,,,,"24.403,82",,,,,"24.403,82",,,,,,,,,,,
SAQUAREMA-RJ,,RJ,,,"37.825,92",,,,,,,-,,,,,,"37.825,92",,,,,"37.825,92",,,,,,,,,,,
SILVA JARDIM-RJ,,RJ,,,"64.053,55",,,,,,,-,,,,,,"64.053,55",,,,,"64.053,55",,,,,,,,,,,
SUMIDOURO-RJ,,RJ,,,"26.844,20",,,,,,,-,,,,,,"26.844,20",,,,,"26.844,20",,,,,,,,,,,
TERESOPOLIS-RJ,,RJ,,,"46.367,26",,,,,,,-,,,,,,"46.367,26",,,,,"46.367,26",,,,,,,,,,,
TRAJANO DE MORAIS-RJ,,RJ,,,"25.624,01",,,,,,,-,,,,,,"25.624,01",,,,,"25.624,01",,,,,,,,,,,
VARRE-SAI-RJ,,RJ,,,"24.403,82",,,,,,,-,,,,,,"24.403,82",,,,,"24.403,82",,,,,,,,,,,
VOLTA REDONDA-RJ,,RJ,,,"31.332,64",,,,,,,-,,,,,,"31.332,64",,,,,"31.332,64",,,,,,,,,,,
ACARI-RN,,RN,,,"374,25",,,,,,,-,,,,,,"374,25",,,,,"374,25",,,,,,,,,,,
ACU-RN,,RN,,,"25.717,82",,,,,,,"9.854,88",,,,,,"35.572,70",,,,,"35.572,70",,,,,,,,,,,
AFONSO BEZERRA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
AGUA NOVA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
ALEXANDRIA-RN,,RN,,,"392,07",,,,,,,-,,,,,,"392,07",,,,,"392,07",,,,,,,,,,,
ALMINO AFONSO-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
ALTO DO RODRIGUES-RN,,RN,,,"42.596,47",,,,,,,"17.582,31",,,,,,"60.178,78",,,,,"60.178,78",,,,,,,,,,,
ANTONIO MARTINS-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
APODI-RN,,RN,,,"38.453,72",,,,,,,"22.738,12",,,,,,"61.191,84",,,,,"61.191,84",,,,,,,,,,,
AREIA BRANCA-RN,,RN,,,"64.246,44",,,,,,,"48.243,00",,,,,,"112.489,44",,,,,"112.489,44",,,,,,,,,,,
AUGUSTO SEVERO-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
BARAUNA-RN,,RN,,,"427,71",,,,,,,-,,,,,,"427,71",,,,,"427,71",,,,,,,,,,,
CAICO-RN,,RN,,,"570,28",,,,,,,-,,,,,,"570,28",,,,,"570,28",,,,,,,,,,,
CARAUBAS-RN,,RN,,,"12.991,98",,,,,,,"4.706,15",,,,,,"17.698,13",,,,,"17.698,13",,,,,,,,,,,
CARNAUBA DOS DANTAS-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
CARNAUBAIS-RN,,RN,,,"19.718,79",,,,,,,"7.255,39",,,,,,"26.974,18",,,,,"26.974,18",,,,,,,,,,,
CERRO CORA-RN,,RN,,,"374,25",,,,,,,-,,,,,,"374,25",,,,,"374,25",,,,,,,,,,,
CORONEL JOAO PESSOA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
CRUZETA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
CURRAIS NOVOS-RN,,RN,,,"552,46",,,,,,,-,,,,,,"552,46",,,,,"552,46",,,,,,,,,,,
DOUTOR SEVERIANO-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
ENCANTO-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
EQUADOR-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
FELIPE GUERRA-RN,,RN,,,"14.318,47",,,,,,,"5.761,41",,,,,,"20.079,88",,,,,"20.079,88",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FLORANIA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
FRANCISCO DANTAS-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
FRUTUOSO GOMES-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
GALINHOS-RN,,RN,,,"356,42",,,,,,,"17,96",,,,,,"374,38",,,,,"374,38",,,,,,,,,,,
GOVERNADOR DIX-SEPT ROSADO-RN,,RN,,,"18.512,53",,,,,,,"9.446,16",,,,,,"27.958,69",,,,,"27.958,69",,,,,,,,,,,
GROSSOS-RN,,RN,,,"5.633,47",,,,,,,"14.583,93",,,,,,"20.217,40",,,,,"20.217,40",,,,,,,,,,,
GUAMARE-RN,,RN,,,"53.599,18",,,,,,,"123.305,71",,,,,,"176.904,89",,,,,"176.904,89",,,,,,,,,,,
IPANGUACU-RN,,RN,,,"374,25",,,,,,,-,,,,,,"374,25",,,,,"374,25",,,,,,,,,,,
IPUEIRA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
ITAJA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
ITAU-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
JANDAIRA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
JANDUIS-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
JARDIM DE PIRANHAS-RN,,RN,,,"374,25",,,,,,,-,,,,,,"374,25",,,,,"374,25",,,,,,,,,,,
JARDIM DO SERIDO-RN,,RN,,,"374,25",,,,,,,-,,,,,,"374,25",,,,,"374,25",,,,,,,,,,,
JOAO DIAS-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
JOSE DA PENHA-RN,,RN,,,"356,42",,,,,,,-,,,,,,"356,42",,,,,"356,42",,,,,,,,,,,
