SATUBA-AL,,AL,,,"2.576,17",,,,,,,"1.556,34",,,,,,"4.132,51",,,,,"4.132,51",,,,,,,,,,,
TEOTONIO VILELA-AL,,AL,,,"181,20",,,,,,,-,,,,,,"181,20",,,,,"181,20",,,,,,,,,,,
UNIAO DOS PALMARES-AL,,AL,,,"199,95",,,,,,,-,,,,,,"199,95",,,,,"199,95",,,,,,,,,,,
VICOSA-AL,,AL,,,"168,71",,,,,,,-,,,,,,"168,71",,,,,"168,71",,,,,,,,,,,
COARI-AM,,AM,,,"131.286,27",,,,,,,"108.110,87",,,,,,"239.397,14",,,,,"239.397,14",,,,,,,,,,,
CODAJAS-AM,,AM,,,-,,,,,,,"10.572,28",,,,,,"10.572,28",,,,,"10.572,28",,,,,,,,,,,
MANAUS-AM,,AM,,,"5.058,13",,,,,,,"31.536,42",,,,,,"36.594,55",,,,,"36.594,55",,,,,,,,,,,
ALAGOINHAS-BA,,BA,,,"31.238,25",,,,,,,"15.686,84",,,,,,"46.925,09",,,,,"46.925,09",,,,,,,,,,,
ARACAS-BA,,BA,,,"12.105,41",,,,,,,"4.279,71",,,,,,"16.385,12",,,,,"16.385,12",,,,,,,,,,,
CAMACARI-BA,,BA,,,"5.121,22",,,,,,,"0,96",,,,,,"5.122,18",,,,,"5.122,18",,,,,,,,,,,
CANDEIAS-BA,,BA,,,"67.622,11",,,,,,,"26.038,26",,,,,,"93.660,37",,,,,"93.660,37",,,,,,,,,,,
CARAVELAS-BA,,BA,,,"5.427,22",,,,,,,"300,48",,,,,,"5.727,70",,,,,"5.727,70",,,,,,,,,,,
CARDEAL DA SILVA-BA,,BA,,,"14.446,84",,,,,,,"5.802,78",,,,,,"20.249,62",,,,,"20.249,62",,,,,,,,,,,
CATU-BA,,BA,,,"21.803,60",,,,,,,"10.148,77",,,,,,"31.952,37",,,,,"31.952,37",,,,,,,,,,,
DIAS D'AVILA-BA,,BA,,,"53,94",,,,,,,"0,73",,,,,,"54,67",,,,,"54,67",,,,,,,,,,,
ENTRE RIOS-BA,,BA,,,"38.043,49",,,,,,,"20.590,10",,,,,,"58.633,59",,,,,"58.633,59",,,,,,,,,,,
ESPLANADA-BA,,BA,,,"45.244,83",,,,,,,"26.394,64",,,,,,"71.639,47",,,,,"71.639,47",,,,,,,,,,,
ITANAGRA-BA,,BA,,,"7.184,59",,,,,,,"1.350,79",,,,,,"8.535,38",,,,,"8.535,38",,,,,,,,,,,
ITAPARICA-BA,,BA,,,"36.511,82",,,,,,,"469,92",,,,,,"36.981,74",,,,,"36.981,74",,,,,,,,,,,
MADRE DE DEUS-BA,,BA,,,"36.634,90",,,,,,,"35.980,11",,,,,,"72.615,01",,,,,"72.615,01",,,,,,,,,,,
MATA DE SAO JOAO-BA,,BA,,,"27.652,23",,,,,,,"9.720,13",,,,,,"37.372,36",,,,,"37.372,36",,,,,,,,,,,
POJUCA-BA,,BA,,,"98.401,59",,,,,,,"74.066,53",,,,,,"172.468,12",,,,,"172.468,12",,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,BA,,,-,,,,,,,"469,92",,,,,,"469,92",,,,,"469,92",,,,,,,,,,,
SALVADOR-BA,,BA,,,-,,,,,,,"8.361,07",,,,,,"8.361,07",,,,,"8.361,07",,,,,,,,,,,
SANTO AMARO-BA,,BA,,,-,,,,,,,"469,92",,,,,,"469,92",,,,,"469,92",,,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,BA,,,"41.913,06",,,,,,,"43.069,56",,,,,,"84.982,62",,,,,"84.982,62",,,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,BA,,,"21.324,23",,,,,,,"9.383,16",,,,,,"30.707,39",,,,,"30.707,39",,,,,,,,,,,
SAUBARA-BA,,BA,,,-,,,,,,,"469,92",,,,,,"469,92",,,,,"469,92",,,,,,,,,,,
SIMOES FILHO-BA,,BA,,,"8.013,40",,,,,,,"1.081,95",,,,,,"9.095,35",,,,,"9.095,35",,,,,,,,,,,
TEODORO SAMPAIO-BA,,BA,,,"5.085,38",,,,,,,"74,05",,,,,,"5.159,43",,,,,"5.159,43",,,,,,,,,,,
ACARAPE-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
ACARAU-CE,,CE,,,"250,54",,,,,,,-,,,,,,"250,54",,,,,"250,54",,,,,,,,,,,
ALCANTARAS-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
ALTO SANTO-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
AMONTADA-CE,,CE,,,"3.408,04",,,,,,,"8.523,32",,,,,,"11.931,36",,,,,"11.931,36",,,,,,,,,,,
APUIARES-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
AQUIRAZ-CE,,CE,,,"258,62",,,,,,,-,,,,,,"258,62",,,,,"258,62",,,,,,,,,,,
ARACATI-CE,,CE,,,"13.782,71",,,,,,,"2.946,73",,,,,,"16.729,44",,,,,"16.729,44",,,,,,,,,,,
ARACOIABA-CE,,CE,,,"210,13",,,,,,,-,,,,,,"210,13",,,,,"210,13",,,,,,,,,,,
ARARENDA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
ARATUBA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
BANABUIU-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
BARREIRA-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
BARROQUINHA-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
BATURITE-CE,,CE,,,"226,29",,,,,,,-,,,,,,"226,29",,,,,"226,29",,,,,,,,,,,
BEBERIBE-CE,,CE,,,"242,46",,,,,,,-,,,,,,"242,46",,,,,"242,46",,,,,,,,,,,
BELA CRUZ-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
BOA VIAGEM-CE,,CE,,,"250,54",,,,,,,-,,,,,,"250,54",,,,,"250,54",,,,,,,,,,,
CAMOCIM-CE,,CE,,,"258,62",,,,,,,-,,,,,,"258,62",,,,,"258,62",,,,,,,,,,,
CANINDE-CE,,CE,,,"274,79",,,,,,,-,,,,,,"274,79",,,,,"274,79",,,,,,,,,,,
CAPISTRANO-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CARIDADE-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
CARIRE-CE,,CE,,,"202,05",,,,,,,-,,,,,,"202,05",,,,,"202,05",,,,,,,,,,,
CARNAUBAL-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
CASCAVEL-CE,,CE,,,"258,62",,,,,,,-,,,,,,"258,62",,,,,"258,62",,,,,,,,,,,
CATUNDA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
CAUCAIA-CE,,CE,,,"323,28",,,,,,,-,,,,,,"323,28",,,,,"323,28",,,,,,,,,,,
CHAVAL-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
CHORO-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
CHOROZINHO-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
COREAU-CE,,CE,,,"202,05",,,,,,,-,,,,,,"202,05",,,,,"202,05",,,,,,,,,,,
CRATEUS-CE,,CE,,,"274,79",,,,,,,-,,,,,,"274,79",,,,,"274,79",,,,,,,,,,,
CROATA-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
CRUZ-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
DEPUTADO IRAPUAN PINHEIRO-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
ERERE-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
EUSEBIO-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
FORQUILHA-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
FORTALEZA-CE,,CE,,,"36.201,27",,,,,,,"1.803,99",,,,,,"38.005,26",,,,,"38.005,26",,,,,,,,,,,
FORTIM-CE,,CE,,,"169,72",,,,,,,"193,82",,,,,,"363,54",,,,,"363,54",,,,,,,,,,,
FRECHEIRINHA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
GENERAL SAMPAIO-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
GRACA-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
GRANJA-CE,,CE,,,"250,54",,,,,,,-,,,,,,"250,54",,,,,"250,54",,,,,,,,,,,
GROAIRAS-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
GUAIUBA-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
GUARACIABA DO NORTE-CE,,CE,,,"226,29",,,,,,,-,,,,,,"226,29",,,,,"226,29",,,,,,,,,,,
GUARAMIRANGA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
HIDROLANDIA-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
HORIZONTE-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
IBARETAMA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
IBIAPINA-CE,,CE,,,"210,13",,,,,,,-,,,,,,"210,13",,,,,"210,13",,,,,,,,,,,
IBICUITINGA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
ICAPUI-CE,,CE,,,"15.101,90",,,,,,,"4.785,89",,,,,,"19.887,79",,,,,"19.887,79",,,,,,,,,,,
INDEPENDENCIA-CE,,CE,,,"210,13",,,,,,,-,,,,,,"210,13",,,,,"210,13",,,,,,,,,,,
IPAPORANGA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
IPU-CE,,CE,,,"234,38",,,,,,,-,,,,,,"234,38",,,,,"234,38",,,,,,,,,,,
IPUEIRAS-CE,,CE,,,"234,38",,,,,,,-,,,,,,"234,38",,,,,"234,38",,,,,,,,,,,
IRACEMA-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
IRAUCUBA-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
ITAICABA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
ITAITINGA-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
ITAPAGE-CE,,CE,,,"242,46",,,,,,,-,,,,,,"242,46",,,,,"242,46",,,,,,,,,,,
ITAPIPOCA-CE,,CE,,,"4.381,76",,,,,,,"8.178,41",,,,,,"12.560,17",,,,,"12.560,17",,,,,,,,,,,
ITAPIUNA-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
ITAREMA-CE,,CE,,,"3.286,32",,,,,,,"6.692,41",,,,,,"9.978,73",,,,,"9.978,73",,,,,,,,,,,
ITATIRA-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
JAGUARETAMA-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
JAGUARIBARA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
JAGUARIBE-CE,,CE,,,"234,38",,,,,,,-,,,,,,"234,38",,,,,"234,38",,,,,,,,,,,
JAGUARUANA-CE,,CE,,,"226,29",,,,,,,-,,,,,,"226,29",,,,,"226,29",,,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
LIMOEIRO DO NORTE-CE,,CE,,,"250,54",,,,,,,-,,,,,,"250,54",,,,,"250,54",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MADALENA-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
MARCO-CE,,CE,,,"202,05",,,,,,,-,,,,,,"202,05",,,,,"202,05",,,,,,,,,,,
MARACANAU-CE,,CE,,,"323,28",,,,,,,-,,,,,,"323,28",,,,,"323,28",,,,,,,,,,,
MARANGUAPE-CE,,CE,,,"290,95",,,,,,,-,,,,,,"290,95",,,,,"290,95",,,,,,,,,,,
MARTINOPOLE-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
MASSAPE-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
MERUOCA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
MILHA-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
MIRAIMA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
MOMBACA-CE,,CE,,,"242,46",,,,,,,-,,,,,,"242,46",,,,,"242,46",,,,,,,,,,,
MONSENHOR TABOSA-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
MORADA NOVA-CE,,CE,,,"266,70",,,,,,,-,,,,,,"266,70",,,,,"266,70",,,,,,,,,,,
MORAUJO-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
MORRINHOS-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
MUCAMBO-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
MULUNGU-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
NOVA RUSSAS-CE,,CE,,,"226,29",,,,,,,-,,,,,,"226,29",,,,,"226,29",,,,,,,,,,,
NOVO ORIENTE-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
OCARA-CE,,CE,,,"210,13",,,,,,,-,,,,,,"210,13",,,,,"210,13",,,,,,,,,,,
PACAJUS-CE,,CE,,,"242,46",,,,,,,-,,,,,,"242,46",,,,,"242,46",,,,,,,,,,,
PACATUBA-CE,,CE,,,"250,54",,,,,,,-,,,,,,"250,54",,,,,"250,54",,,,,,,,,,,
PACOTI-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
PACUJA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
PALHANO-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
PALMACIA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
PARACURU-CE,,CE,,,"13.206,16",,,,,,,"11.271,59",,,,,,"24.477,75",,,,,"24.477,75",,,,,,,,,,,
PARAIPABA-CE,,CE,,,"210,13",,,,,,,"492,17",,,,,,"702,30",,,,,"702,30",,,,,,,,,,,
PARAMOTI-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
PEDRA BRANCA-CE,,CE,,,"242,46",,,,,,,-,,,,,,"242,46",,,,,"242,46",,,,,,,,,,,
PENTECOSTE-CE,,CE,,,"226,29",,,,,,,-,,,,,,"226,29",,,,,"226,29",,,,,,,,,,,
PEREIRO-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
PINDORETAMA-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
PIQUET CARNEIRO-CE,,CE,,,"177,80",,,,,,,-,,,,,,"177,80",,,,,"177,80",,,,,,,,,,,
PIRES FERREIRA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
PORANGA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
POTIRETAMA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
QUITERIANOPOLIS-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
QUIXADA-CE,,CE,,,"274,79",,,,,,,-,,,,,,"274,79",,,,,"274,79",,,,,,,,,,,
QUIXERAMOBIM-CE,,CE,,,"266,70",,,,,,,-,,,,,,"266,70",,,,,"266,70",,,,,,,,,,,
QUIXERE-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
REDENCAO-CE,,CE,,,"210,13",,,,,,,-,,,,,,"210,13",,,,,"210,13",,,,,,,,,,,
RERIUTABA-CE,,CE,,,"210,13",,,,,,,-,,,,,,"210,13",,,,,"210,13",,,,,,,,,,,
RUSSAS-CE,,CE,,,"258,62",,,,,,,-,,,,,,"258,62",,,,,"258,62",,,,,,,,,,,
SANTA QUITERIA-CE,,CE,,,"242,46",,,,,,,-,,,,,,"242,46",,,,,"242,46",,,,,,,,,,,
SANTANA DO ACARAU-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
SAO BENEDITO-CE,,CE,,,"242,46",,,,,,,-,,,,,,"242,46",,,,,"242,46",,,,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,CE,,,"234,38",,,,,,,-,,,,,,"234,38",,,,,"234,38",,,,,,,,,,,
SAO JOAO DO JAGUARIBE-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
SAO LUIS DO CURU-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
SENADOR POMPEU-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
SENADOR SA-CE,,CE,,,"161,64",,,,,,,-,,,,,,"161,64",,,,,"161,64",,,,,,,,,,,
SOBRAL-CE,,CE,,,"315,20",,,,,,,-,,,,,,"315,20",,,,,"315,20",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SOLONOPOLE-CE,,CE,,,"193,97",,,,,,,-,,,,,,"193,97",,,,,"193,97",,,,,,,,,,,
TABULEIRO DO NORTE-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
TAMBORIL-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
TEJUCUOCA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
TIANGUA-CE,,CE,,,"258,62",,,,,,,-,,,,,,"258,62",,,,,"258,62",,,,,,,,,,,
TRAIRI-CE,,CE,,,"3.651,47",,,,,,,"11.630,38",,,,,,"15.281,85",,,,,"15.281,85",,,,,,,,,,,
TURURU-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
UBAJARA-CE,,CE,,,"218,21",,,,,,,-,,,,,,"218,21",,,,,"218,21",,,,,,,,,,,
UMIRIM-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
URUBURETAMA-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
URUOCA-CE,,CE,,,"169,72",,,,,,,-,,,,,,"169,72",,,,,"169,72",,,,,,,,,,,
VARJOTA-CE,,CE,,,"185,88",,,,,,,-,,,,,,"185,88",,,,,"185,88",,,,,,,,,,,
VICOSA DO CEARA-CE,,CE,,,"250,54",,,,,,,-,,,,,,"250,54",,,,,"250,54",,,,,,,,,,,
AFONSO CLAUDIO-ES,,ES,,,"16,43",,,,,,,-,,,,,,"16,43",,,,,"16,43",,,,,,,,,,,
AGUA DOCE DO NORTE-ES,,ES,,,"12,91",,,,,,,-,,,,,,"12,91",,,,,"12,91",,,,,,,,,,,
AGUIA BRANCA-ES,,ES,,,"11,74",,,,,,,-,,,,,,"11,74",,,,,"11,74",,,,,,,,,,,
