MURICI-AL,,,,,AL,,,,"538,65",,,,-,,,,,,,"538,65",,,,,,,"4.786,45",,,,,,,,,,
NOVO LINO-AL,,,,,AL,,,,"418,97",,,,-,,,,,,,"418,97",,,,,,,"3.849,84",,,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,,"399,01",,,,-,,,,,,,"399,01",,,,,,,"3.666,72",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,"438,92",,,,-,,,,,,,"438,92",,,,,,,"4.032,95",,,,,,,,,,
PENEDO-AL,,,,,AL,,,,"658,32",,,,-,,,,,,,"658,32",,,,,,,"5.886,20",,,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,"478,77",,,,-,,,,,,,"478,77",,,,,,,"4.236,53",,,,,,,,,,
PILAR-AL,,,,,AL,,,,"96.072,98",,,,"45.889,71",,,,,,,"141.962,69",,,,,,,"1.329.976,47",,,,,,,,,,
PINDOBA-AL,,,,,AL,,,,"399,01",,,,-,,,,,,,"399,01",,,,,,,"3.666,72",,,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,,"518,68",,,,-,,,,,,,"518,68",,,,,,,"4.930,24",,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,"418,97",,,,-,,,,,,,"418,97",,,,,,,"3.849,84",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,"498,73",,,,-,,,,,,,"498,73",,,,,,,"4.419,65",,,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,"6.840,05",,,,"3.987,21",,,,,,,"10.827,26",,,,,,,"59.892,42",,,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,"657,07",,,,"166,45",,,,,,,"823,52",,,,,,,"8.389,24",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,"24.766,55",,,,-,,,,,,,"24.766,55",,,,,,,"219.962,68",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,"418,97",,,,-,,,,,,,"418,97",,,,,,,"4.013,00",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,"518,68",,,,-,,,,,,,"518,68",,,,,,,"4.766,48",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,"558,60",,,,-,,,,,,,"558,60",,,,,,,"5.133,29",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,"66.518,45",,,,"22.985,11",,,,,,,"89.503,56",,,,,,,"886.201,30",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,"399,01",,,,-,,,,,,,"399,01",,,,,,,"3.666,72",,,,,,,,,,
SATUBA-AL,,,,,AL,,,,"6.037,32",,,,"3.610,97",,,,,,,"9.648,29",,,,,,,"74.837,37",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,"598,51",,,,-,,,,,,,"598,51",,,,,,,"5.336,36",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,"658,32",,,,-,,,,,,,"658,32",,,,,,,"5.886,20",,,,,,,,,,
VICOSA-AL,,,,,AL,,,,"538,65",,,,-,,,,,,,"538,65",,,,,,,"4.950,21",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,-,,,,"14.628,81",,,,,,,"14.628,81",,,,,,,"186.149,66",,,,,,,,,,
COARI-AM,,,,,AM,,,,"876.397,61",,,,"781.280,15",,,,,,,"1.657.677,76",,,,,,,"15.596.911,57",,,,,,,,,,
IRANDUBA-AM,,,,,AM,,,,-,,,,"14.628,81",,,,,,,"14.628,81",,,,,,,"186.149,66",,,,,,,,,,
MANAUS-AM,,,,,AM,,,,"24.367,54",,,,"43.886,42",,,,,,,"68.253,96",,,,,,,"537.177,43",,,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"317,88",,,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"304,89",,,,,,,,,,
AGUAFRIA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"331,03",,,,,,,,,,
AIQUARA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,"125.044,55",,,,"63.097,48",,,,,,,"188.142,03",,,,,,,"1.944.760,79",,,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"402,94",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"375,5",,,,,,,,,,
ANAGE-BA,,,,,BA,,,,"40,30",,,,-,,,,,,,"40,30",,,,,,,"446,12",,,,,,,,,,
ANGUERA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
ANTAS-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"304,89",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
APORA-BA,,,,,BA,,,,"31,20",,,,-,,,,,,,"31,20",,,,,,,"332,33",,,,,,,,,,
APUAREMA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"300,99",,,,,,,,,,
ARACAS-BA,,,,,BA,,,,"58.929,37",,,,"20.415,72",,,,,,,"79.345,09",,,,,,,"705.394,83",,,,,,,,,,
ARACI-BA,,,,,BA,,,,"40,30",,,,-,,,,,,,"40,30",,,,,,,"459,29",,,,,,,,,,
ARAMARI-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"374,19",,,,,,,,,,
BANZAE-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,"40,30",,,,-,,,,,,,"40,30",,,,,,,"433,15",,,,,,,,,,
BARROCAS-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"28,59",,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,"31,20",,,,-,,,,,,,"31,20",,,,,,,"332,33",,,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"317,88",,,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"348,06",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,"32,49",,,,-,,,,,,,"32,49",,,,,,,"359,76",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
BREJOES-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"331,03",,,,,,,,,,
CAATIBA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"331,03",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"331,03",,,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"402,94",,,,,,,,,,
CAEM-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"342,86",,,,,,,,,,
CAETANOS-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"303,58",,,,,,,,,,
CAMACARI-BA,,,,,BA,,,,"24.533,23",,,,"47,75",,,,,,,"24.580,98",,,,,,,"218.641,72",,,,,,,,,,
CANDEAL-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,"305.025,82",,,,"147.894,39",,,,,,,"452.920,21",,,,,,,"4.033.704,54",,,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"389,96",,,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"402,94",,,,,,,,,,
CANUDOS-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"342,86",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"387,35",,,,,,,,,,
CARAVELAS-BA,,,,,BA,,,,"24.367,54",,,,-,,,,,,,"24.367,54",,,,,,,"216.295,96",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,"54.319,61",,,,"19.302,32",,,,,,,"73.621,93",,,,,,,"678.068,59",,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"388,66",,,,,,,,,,
CATU-BA,,,,,BA,,,,"95.893,35",,,,"161.631,33",,,,,,,"257.524,68",,,,,,,"2.323.276,84",,,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"402,94",,,,,,,,,,
CIPO-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"317,88",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,"31,20",,,,-,,,,,,,"31,20",,,,,,,"345,47",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,"32,49",,,,-,,,,,,,"32,49",,,,,,,"359,76",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,"42,91",,,,-,,,,,,,"42,91",,,,,,,"461,9",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"388,66",,,,,,,,,,
CONDE-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"361,06",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"374,19",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,"32,49",,,,-,,,,,,,"32,49",,,,,,,"359,76",,,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,"32,49",,,,-,,,,,,,"32,49",,,,,,,"346,76",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,"41,59",,,,-,,,,,,,"41,59",,,,,,,"460,58",,,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"331,03",,,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,"40,30",,,,-,,,,,,,"40,30",,,,,,,"433,15",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,"37,69",,,,-,,,,,,,"37,69",,,,,,,"404,23",,,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,"157.568,97",,,,"85.889,77",,,,,,,"243.458,74",,,,,,,"2.253.313,92",,,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,"194.573,85",,,,"109.760,43",,,,,,,"304.334,28",,,,,,,"2.865.432,10",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,"41,59",,,,-,,,,,,,"41,59",,,,,,,"460,58",,,,,,,,,,
FATIMA-BA,,,,,BA,,,,"32,49",,,,-,,,,,,,"32,49",,,,,,,"346,76",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,"52,00",,,,-,,,,,,,"52,00",,,,,,,"575,69",,,,,,,,,,
GAVIAO-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
GLORIA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"317,88",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,"31,20",,,,-,,,,,,,"31,20",,,,,,,"345,47",,,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"316,57",,,,,,,,,,
IACU-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"389,96",,,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
ICHU-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"389,96",,,,,,,,,,
IPECAETA-BA,,,,,BA,,,,"32,49",,,,-,,,,,,,"32,49",,,,,,,"346,76",,,,,,,,,,
IPIRA-BA,,,,,BA,,,,"42,91",,,,-,,,,,,,"42,91",,,,,,,"475,04",,,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
IRARA-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"388,66",,,,,,,,,,
ITABERABA-BA,,,,,BA,,,,"42,91",,,,-,,,,,,,"42,91",,,,,,,"475,04",,,,,,,,,,
ITAGI-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"331,03",,,,,,,,,,
ITAMBE-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"402,94",,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,"35.557,13",,,,"7.135,93",,,,,,,"42.693,06",,,,,,,"365.866,07",,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"900,08",,,,"1.228,77",,,,,,,"2.128,85",,,,,,,"23.114,73",,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,"42,91",,,,-,,,,,,,"42,91",,,,,,,"461,9",,,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"388,66",,,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"331,03",,,,,,,,,,
ITATIM-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"303,58",,,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"316,57",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITIUBA-BA,,,,,BA,,,,"37,69",,,,-,,,,,,,"37,69",,,,,,,"417,38",,,,,,,,,,
JACOBINA-BA,,,,,BA,,,,"45,49",,,,-,,,,,,,"45,49",,,,,,,"516,9",,,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,"40,30",,,,-,,,,,,,"40,30",,,,,,,"446,12",,,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"316,57",,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"289,1",,,,,,,,,,
JEQUIE-BA,,,,,BA,,,,"52,00",,,,-,,,,,,,"52,00",,,,,,,"575,69",,,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,"37,69",,,,-,,,,,,,"37,69",,,,,,,"417,38",,,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"316,57",,,,,,,,,,
JITAUNA-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"348,06",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
LAJE-BA,,,,,BA,,,,"32,49",,,,-,,,,,,,"32,49",,,,,,,"359,76",,,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
LAMARAO-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"300,99",,,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,"49,39",,,,-,,,,,,,"49,39",,,,,,,"533,78",,,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
MACARANI-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"344,17",,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"212.331,44",,,,"393.581,73",,,,,,,"605.913,17",,,,,,,"4.741.629,56",,,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
MAIRI-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"361,06",,,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,"31,20",,,,-,,,,,,,"31,20",,,,,,,"332,33",,,,,,,,,,
MARACAS-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"402,94",,,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,"40,30",,,,-,,,,,,,"40,30",,,,,,,"419,99",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"315,27",,,,,,,,,,
MATA DE SÃO JOAO-BA,,,,,BA,,,,"85.064,48",,,,"36.813,89",,,,,,,"121.878,37",,,,,,,"1.224.843,88",,,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"416,09",,,,,,,,,,
MILAGRES-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"316,57",,,,,,,,,,
MIRANTE-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"303,58",,,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,"41,59",,,,-,,,,,,,"41,59",,,,,,,"460,58",,,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"374,19",,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
MURITIBA-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"389,96",,,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"361,06",,,,,,,,,,
NAZARE-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"388,66",,,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"317,88",,,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"375,5",,,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"316,57",,,,,,,,,,
OLINDINA-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"374,19",,,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,,"29,90",,,,-,,,,,,,"29,90",,,,,,,"331,03",,,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"388,66",,,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,,"48,10",,,,-,,,,,,,"48,10",,,,,,,"519,51",,,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"316,57",,,,,,,,,,
PEDRAO-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,,"31,20",,,,-,,,,,,,"31,20",,,,,,,"332,33",,,,,,,,,,
PINTADAS-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
PIRITIBA-BA,,,,,BA,,,,"32,49",,,,-,,,,,,,"32,49",,,,,,,"359,76",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PLANALTINO-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"287,81",,,,,,,,,,
PLANALTO-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"374,19",,,,,,,,,,
POCOES-BA,,,,,BA,,,,"40,30",,,,-,,,,,,,"40,30",,,,,,,"433,15",,,,,,,,,,
POJUCA-BA,,,,,BA,,,,"301.606,32",,,,"198.044,23",,,,,,,"499.650,55",,,,,,,"4.527.060,28",,,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"375,5",,,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,,"35,10",,,,-,,,,,,,"35,10",,,,,,,"375,5",,,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,"26,00",,,,-,,,,,,,"26,00",,,,,,,"327,13",,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,"33,79",,,,-,,,,,,,"33,79",,,,,,,"374,19",,,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,,"27,29",,,,-,,,,,,,"27,29",,,,,,,"302,28",,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,,"36,40",,,,-,,,,,,,"36,40",,,,,,,"402,94",,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,,"28,59",,,,-,,,,,,,"28,59",,,,,,,"316,57",,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,,"40,30",,,,-,,,,,,,"40,30",,,,,,,"446,12",,,,,,,,,,
