ANADIA-AL,,,,,AL,,,,"472,67",,,,,,-,,,,,,,"472,67",,,,,,,"4.872,36",,,,,,,,,
ATALAIA-AL,,,,,AL,,,,"610,54",,,,,,-,,,,,,,"610,54",,,,,,,"6.130,52",,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,AL,,,,"413,59",,,,,,-,,,,,,,"413,59",,,,,,,"4.100,27",,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,AL,,,,"393,89",,,,,,-,,,,,,,"393,89",,,,,,,"4.060,61",,,,,,,,,
BOCA DA MATA-AL,,,,,AL,,,,"531,76",,,,,,-,,,,,,,"531,76",,,,,,,"5.318,21",,,,,,,,,
BRANQUINHA-AL,,,,,AL,,,,"413,59",,,,,,-,,,,,,,"413,59",,,,,,,"4.100,27",,,,,,,,,
CAJUEIRO-AL,,,,,AL,,,,"492,37",,,,,,-,,,,,,,"492,37",,,,,,,"4.912,02",,,,,,,,,
CAMPESTRE-AL,,,,,AL,,,,"393,89",,,,,,-,,,,,,,"393,89",,,,,,,"4.060,61",,,,,,,,,
CAMPO ALEGRE-AL,,,,,AL,,,,"610,54",,,,,,-,,,,,,,"610,54",,,,,,,"6.130,52",,,,,,,,,
CAPELA-AL,,,,,AL,,,,"492,37",,,,,,-,,,,,,,"492,37",,,,,,,"5.238,90",,,,,,,,,
CHA PRETA-AL,,,,,AL,,,,"393,89",,,,,,-,,,,,,,"393,89",,,,,,,"4.060,61",,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,AL,,,,"472,67",,,,,,-,,,,,,,"472,67",,,,,,,"4.872,36",,,,,,,,,
COQUEIRO SECO-AL,,,,,AL,,,,"393,89",,,,,,-,,,,,,,"393,89",,,,,,,"4.060,61",,,,,,,,,
CORURIPE-AL,,,,,AL,,,,"49.343,69",,,,,,"20.512,66",,,,,,,"69.856,35",,,,,,,"685.695,34",,,,,,,,,
FELIZ DESERTO-AL,,,,,AL,,,,"14.032,46",,,,,,"19.610,37",,,,,,,"33.642,83",,,,,,,"340.661,74",,,,,,,,,
FLEXEIRAS-AL,,,,,AL,,,,"433,28",,,,,,-,,,,,,,"433,28",,,,,,,"4.466,23",,,,,,,,,
IBATEGUARA-AL,,,,,AL,,,,"452,98",,,,,,-,,,,,,,"452,98",,,,,,,"4.669,56",,,,,,,,,
IGREJA NOVA-AL,,,,,AL,,,,"512,06",,,,,,-,,,,,,,"512,06",,,,,,,"5.115,38",,,,,,,,,
JACUIPE-AL,,,,,AL,,,,"393,89",,,,,,-,,,,,,,"393,89",,,,,,,"4.060,61",,,,,,,,,
JAPARATINGA-AL,,,,,AL,,,,"393,89",,,,,,-,,,,,,,"393,89",,,,,,,"4.060,61",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,AL,,,,"433,28",,,,,,-,,,,,,,"433,28",,,,,,,"872,2",,,,,,,,,
JOAQUIM GOMES-AL,,,,,AL,,,,"512,06",,,,,,-,,,,,,,"512,06",,,,,,,"5.115,38",,,,,,,,,
JUNDIA-AL,,,,,AL,,,,"393,89",,,,,,-,,,,,,,"393,89",,,,,,,"4.060,61",,,,,,,,,
JUNQUEIRO-AL,,,,,AL,,,,"512,06",,,,,,-,,,,,,,"512,06",,,,,,,"5.278,54",,,,,,,,,
MACEIO-AL,,,,,AL,,,,"29.549,08",,,,,,"17.109,91",,,,,,,"46.658,99",,,,,,,"447.847,34",,,,,,,,,
MARAGOGI-AL,,,,,AL,,,,"512,06",,,,,,-,,,,,,,"512,06",,,,,,,"4.951,66",,,,,,,,,
MARECHAL DEODORO-AL,,,,,AL,,,,"78.123,13",,,,,,"43.579,33",,,,,,,"121.702,46",,,,,,,"950.773,16",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,AL,,,,"512,06",,,,,,-,,,,,,,"512,06",,,,,,,"5.278,54",,,,,,,,,
MESSIAS-AL,,,,,AL,,,,"413,59",,,,,,-,,,,,,,"413,59",,,,,,,"4.263,43",,,,,,,,,
MURICI-AL,,,,,AL,,,,"531,76",,,,,,-,,,,,,,"531,76",,,,,,,"5.318,21",,,,,,,,,
NOVO LINO-AL,,,,,AL,,,,"413,59",,,,,,-,,,,,,,"413,59",,,,,,,"4.263,43",,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,,"393,89",,,,,,-,,,,,,,"393,89",,,,,,,"4.060,61",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,"433,28",,,,,,-,,,,,,,"433,28",,,,,,,"4.466,23",,,,,,,,,
PENEDO-AL,,,,,AL,,,,"649,92",,,,,,-,,,,,,,"649,92",,,,,,,"6.536,12",,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,"472,67",,,,,,-,,,,,,,"472,67",,,,,,,"4.709,20",,,,,,,,,
PILAR-AL,,,,,AL,,,,"90.059,83",,,,,,"41.290,02",,,,,,,"131.349,85",,,,,,,"1.461.326,32",,,,,,,,,
