SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,,,,"643,08",,,,,,,,,-,,,,,"643,08",,,,,,,,,,"3.223,25",,,,,,
SATUBA-AL,,,,,AL,,,,,,,"33.769,83",,,,,,,,,"21.325,27",,,,,"55.095,10",,,,,,,,,,"269.554,21",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,,,,"964,63",,,,,,,,,-,,,,,"964,63",,,,,,,,,,"4.834,90",,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,,,,"1.061,09",,,,,,,,,-,,,,,"1.061,09",,,,,,,,,,"5.318,39",,,,,,
VICOSA-AL,,,,,AL,,,,,,,"868,17",,,,,,,,,-,,,,,"868,17",,,,,,,,,,"4.351,40",,,,,,
TOTAL ALAGOAS,,,,,,,,,,,,"2.001.586,24",,,,,,,,,"609.818,38",,,,,"2.611.404,62",,,,,,,,,,"11.210.175,07",,,,,,
ANAMA-AM,,,,,AM,,,,,,,-,,,,,,,,,"2.380,52",,,,,"2.380,52",,,,,,,,,,"10.566,18",,,,,,
ANORI-AM,,,,,AM,,,,,,,-,,,,,,,,,"2.380,52",,,,,"2.380,52",,,,,,,,,,"10.566,18",,,,,,
AUTAZES-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
BERURI-AM,,,,,AM,,,,,,,-,,,,,,,,,"2.380,52",,,,,"2.380,52",,,,,,,,,,"10.566,18",,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
CAREIRO-AM,,,,,AM,,,,,,,-,,,,,,,,,"2.380,52",,,,,"2.380,52",,,,,,,,,,"10.566,18",,,,,,
COARI-AM,,,,,AM,,,,,,,"2.283.298,77",,,,,,,,,"2.061.800,71",,,,,"4.345.099,48",,,,,,,,,,"17.652.374,46",,,,,,
CODAJAS-AM,,,,,AM,,,,,,,-,,,,,,,,,"2.380,52",,,,,"2.380,52",,,,,,,,,,"10.566,18",,,,,,
IRANDUBA-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
ITACOATIARA-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
ITAPIRANGA-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
MANACAPURU-AM,,,,,AM,,,,,,,-,,,,,,,,,"2.380,52",,,,,"2.380,52",,,,,,,,,,"10.566,18",,,,,,
MANAQUIRI-AM,,,,,AM,,,,,,,-,,,,,,,,,"2.380,52",,,,,"2.380,52",,,,,,,,,,"10.566,18",,,,,,
MANAUS-AM,,,,,AM,,,,,,,"1.170.112,84",,,,,,,,,"76.316,56",,,,,"1.246.429,40",,,,,,,,,,"5.374.336,47",,,,,,
PARINTINS-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
SILVES-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
URUCARA-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
URUCURITUBA-AM,,,,,AM,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
TOTAL AMAZONAS,,,,,,,,,,,,"3.453.411,61",,,,,,,,,"2.210.624,02",,,,,"5.664.035,63",,,,,,,,,,"23.342.028,81",,,,,,
LARANJAL DO JARI-AP,,,,,AP,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
MACAPA-AP,,,,,AP,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
MAZAGAO-AP,,,,,AP,,,,,,,-,,,,,,,,,"6.204,79",,,,,"6.204,79",,,,,,,,,,"26.817,18",,,,,,
TOTAL AMAPA,,,,,,,,,,,,-,,,,,,,,,"18.614,37",,,,,"18.614,37",,,,,,,,,,"80.451,54",,,,,,
ACAJUTIBA-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
ADUSTINA-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
AGUA FRIA-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
AIQUARA-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
ALAGOINHAS-BA,,,,,BA,,,,,,,"328.480,08",,,,,,,,,"154.429,07",,,,,"482.909,15",,,,,,,,,,"2.006.984,71",,,,,,
AMARGOSA-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,,,,"108,86",,,,,,,,,-,,,,,"108,86",,,,,,,,,,"456,81",,,,,,
ANAGE-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
ANGUERA-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
ANTAS-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,,,,"84,67",,,,,,,,,-,,,,,"84,67",,,,,,,,,,"355,31",,,,,,
APORA-BA,,,,,BA,,,,,,,"96,77",,,,,,,,,-,,,,,"96,77",,,,,,,,,,"406,06",,,,,,
APUAREMA-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
ARACAS-BA,,,,,BA,,,,,,,"248.200,00",,,,,,,,,"109.784,57",,,,,"357.984,57",,,,,,,,,,"1.522.148,08",,,,,,
ARACI-BA,,,,,BA,,,,,,,"124,99",,,,,,,,,-,,,,,"124,99",,,,,,,,,,"524,49",,,,,,
ARAMARI-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
ARATUIPE-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,,,,"104,83",,,,,,,,,-,,,,,"104,83",,,,,,,,,,"439,90",,,,,,
BANZAE-BA,,,,,BA,,,,,,,"84,67",,,,,,,,,-,,,,,"84,67",,,,,,,,,,"355,31",,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,,,,"124,99",,,,,,,,,-,,,,,"124,99",,,,,,,,,,"524,49",,,,,,
BARROCAS-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
BELO CAMPO-BA,,,,,BA,,,,,,,"96,77",,,,,,,,,-,,,,,"96,77",,,,,,,,,,"406,06",,,,,,
BIRITINGA-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
BOA NOVA-BA,,,,,BA,,,,,,,"104,83",,,,,,,,,-,,,,,"104,83",,,,,,,,,,"439,90",,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,,,,"100,80",,,,,,,,,-,,,,,"100,80",,,,,,,,,,"422,98",,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,,,,"84,67",,,,,,,,,-,,,,,"84,67",,,,,,,,,,"355,31",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
CAATIBA-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
CACHOEIRA-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
CAEM-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
CAETANOS-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
CAMACARI-BA,,,,,BA,,,,,,,"565,25",,,,,,,,,"230,26",,,,,"795,51",,,,,,,,,,"2.617,19",,,,,,
CANDEAL-BA,,,,,BA,,,,,,,"84,67",,,,,,,,,-,,,,,"84,67",,,,,,,,,,"355,31",,,,,,
CANDEIAS-BA,,,,,BA,,,,,,,"243.425,19",,,,,,,,,"295.158,57",,,,,"538.583,76",,,,,,,,,,"2.237.147,14",,,,,,
CANDIDO SALES-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
CANSANCAO-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
CANUDOS-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,,,,"84,67",,,,,,,,,-,,,,,"84,67",,,,,,,,,,"355,31",,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,,,,"104,83",,,,,,,,,-,,,,,"104,83",,,,,,,,,,"439,90",,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,,,,"163.963,93",,,,,,,,,"52.404,05",,,,,"216.367,98",,,,,,,,,,"815.015,20",,,,,,
CASTRO ALVES-BA,,,,,BA,,,,,,,"108,86",,,,,,,,,-,,,,,"108,86",,,,,,,,,,"456,81",,,,,,
CATU-BA,,,,,BA,,,,,,,"242.910,91",,,,,,,,,"122.894,46",,,,,"365.805,37",,,,,,,,,,"1.520.579,40",,,,,,
CICERO DANTAS-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
CIPO-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,,,,"96,77",,,,,,,,,-,,,,,"96,77",,,,,,,,,,"406,06",,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,,,,"100,80",,,,,,,,,-,,,,,"100,80",,,,,,,,,,"422,98",,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,,,,"133,06",,,,,,,,,-,,,,,"133,06",,,,,,,,,,"558,35",,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,,,,"108,86",,,,,,,,,-,,,,,"108,86",,,,,,,,,,"456,81",,,,,,
CONDE-BA,,,,,BA,,,,,,,"187,99",,,,,,,,,"53,63",,,,,"241,62",,,,,,,,,,"926,71",,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,,,,"104,83",,,,,,,,,-,,,,,"104,83",,,,,,,,,,"439,90",,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,,,,"100,80",,,,,,,,,-,,,,,"100,80",,,,,,,,,,"422,98",,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
CRISOPOLIS-BA,,,,,BA,,,,,,,"100,80",,,,,,,,,-,,,,,"100,80",,,,,,,,,,"422,98",,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,,,,"129,02",,,,,,,,,-,,,,,"129,02",,,,,,,,,,"541,42",,,,,,
DARIO MEIRA-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,,,,"124,99",,,,,,,,,-,,,,,"124,99",,,,,,,,,,"549,84",,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,,,,"116,93",,,,,,,,,-,,,,,"116,93",,,,,,,,,,"490,67",,,,,,
ENTRE RIOS-BA,,,,,BA,,,,,,,"277.745,17",,,,,,,,,"171.316,58",,,,,"449.061,75",,,,,,,,,,"1.837.829,79",,,,,,
ESPLANADA-BA,,,,,BA,,,,,,,"487.040,28",,,,,,,,,"295.280,24",,,,,"782.320,52",,,,,,,,,,"3.295.925,49",,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,,,,"129,02",,,,,,,,,-,,,,,"129,02",,,,,,,,,,"541,42",,,,,,
FATIMA-BA,,,,,BA,,,,,,,"100,80",,,,,,,,,-,,,,,"100,80",,,,,,,,,,"422,98",,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,,,,"161,28",,,,,,,,,-,,,,,"161,28",,,,,,,,,,"676,78",,,,,,
GAVIAO-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
GLORIA-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,,,,"96,77",,,,,,,,,-,,,,,"96,77",,,,,,,,,,"406,06",,,,,,
HELIOPOLIS-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
IACU-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
IBIQUERA-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
ICHU-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
INHAMBUPE-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
IPECAETA-BA,,,,,BA,,,,,,,"100,80",,,,,,,,,-,,,,,"100,80",,,,,,,,,,"422,98",,,,,,
IPIRA-BA,,,,,BA,,,,,,,"133,06",,,,,,,,,-,,,,,"133,06",,,,,,,,,,"558,35",,,,,,
IRAJUBA-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
IRARA-BA,,,,,BA,,,,,,,"108,86",,,,,,,,,-,,,,,"108,86",,,,,,,,,,"456,81",,,,,,
ITABERABA-BA,,,,,BA,,,,,,,"133,06",,,,,,,,,-,,,,,"133,06",,,,,,,,,,"558,35",,,,,,
ITAGI-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
ITANAGRA-BA,,,,,BA,,,,,,,"100.752,97",,,,,,,,,"13.282,78",,,,,"114.035,75",,,,,,,,,,"473.859,89",,,,,,
ITAPARICA-BA,,,,,BA,,,,,,,"2.789,56",,,,,,,,,"163.165,33",,,,,"165.954,89",,,,,,,,,,"660.536,97",,,,,,
ITAPETINGA-BA,,,,,BA,,,,,,,"133,06",,,,,,,,,-,,,,,"133,06",,,,,,,,,,"558,35",,,,,,
ITAPICURU-BA,,,,,BA,,,,,,,"108,86",,,,,,,,,-,,,,,"108,86",,,,,,,,,,"456,81",,,,,,
ITAQUARA-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
ITARANTIM-BA,,,,,BA,,,,,,,"96,77",,,,,,,,,-,,,,,"96,77",,,,,,,,,,"406,06",,,,,,
ITATIM-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
ITIRUCU-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
ITIUBA-BA,,,,,BA,,,,,,,"116,93",,,,,,,,,-,,,,,"116,93",,,,,,,,,,"490,67",,,,,,
JACOBINA-BA,,,,,BA,,,,,,,"141,12",,,,,,,,,-,,,,,"141,12",,,,,,,,,,"592,19",,,,,,
JAGUAQUARA-BA,,,,,BA,,,,,,,"124,99",,,,,,,,,-,,,,,"124,99",,,,,,,,,,"524,49",,,,,,
JAGUARIPE-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
JANDAIRA-BA,,,,,BA,,,,,,,"84,67",,,,,,,,,-,,,,,"84,67",,,,,,,,,,"355,31",,,,,,
JEQUIE-BA,,,,,BA,,,,,,,"161,28",,,,,,,,,-,,,,,"161,28",,,,,,,,,,"676,78",,,,,,
JEREMOABO-BA,,,,,BA,,,,,,,"116,93",,,,,,,,,-,,,,,"116,93",,,,,,,,,,"490,67",,,,,,
JIQUIRICA-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
JITAUNA-BA,,,,,BA,,,,,,,"104,83",,,,,,,,,-,,,,,"104,83",,,,,,,,,,"439,90",,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
LAJE-BA,,,,,BA,,,,,,,"100,80",,,,,,,,,-,,,,,"100,80",,,,,,,,,,"422,98",,,,,,
LAJEDINHO-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
LAMARAO-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,,,,"153,22",,,,,,,,,-,,,,,"153,22",,,,,,,,,,"642,95",,,,,,
MACAJUBA-BA,,,,,BA,,,,,,,"84,67",,,,,,,,,-,,,,,"84,67",,,,,,,,,,"355,31",,,,,,
MACARANI-BA,,,,,BA,,,,,,,"92,73",,,,,,,,,-,,,,,"92,73",,,,,,,,,,"389,14",,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,,,,"1.172.567,65",,,,,,,,,"748.353,20",,,,,"1.920.920,85",,,,,,,,,,"8.050.004,03",,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,,,,"80,64",,,,,,,,,-,,,,,"80,64",,,,,,,,,,"338,38",,,,,,
MAIRI-BA,,,,,BA,,,,,,,"104,83",,,,,,,,,-,,,,,"104,83",,,,,,,,,,"439,90",,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,,,,"96,77",,,,,,,,,-,,,,,"96,77",,,,,,,,,,"406,06",,,,,,
MARACAS-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
MARAGOGIPE-BA,,,,,BA,,,,,,,"124,99",,,,,,,,,-,,,,,"124,99",,,,,,,,,,"524,49",,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,,,,"84,67",,,,,,,,,-,,,,,"84,67",,,,,,,,,,"355,31",,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,,,,"188.599,75",,,,,,,,,"80.810,96",,,,,"269.410,71",,,,,,,,,,"1.097.064,03",,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,,,,"112,90",,,,,,,,,-,,,,,"112,90",,,,,,,,,,"473,75",,,,,,
MILAGRES-BA,,,,,BA,,,,,,,"88,70",,,,,,,,,-,,,,,"88,70",,,,,,,,,,"372,23",,,,,,
