OURICANGAS-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
OUROLANDIA-BA,,,,,,BA,,,"77,15",,,,,,,-,,,,,,,"77,15",,,,,"154,60",,,,,,,,,
PARIPIRANGA-BA,,,,,,BA,,,"90,56",,,,,,,-,,,,,,,"90,56",,,,,"181,48",,,,,,,,,
PAULO AFONSO-BA,,,,,,BA,,,"124,11",,,,,,,-,,,,,,,"124,11",,,,,"248,71",,,,,,,,,
PE DE SERRA-BA,,,,,,BA,,,"73,79",,,,,,,-,,,,,,,"73,79",,,,,"147,88",,,,,,,,,
PEDRAO-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,BA,,,"80,50",,,,,,,-,,,,,,,"80,50",,,,,"161,32",,,,,,,,,
PINTADAS-BA,,,,,,BA,,,"70,44",,,,,,,-,,,,,,,"70,44",,,,,"141,16",,,,,,,,,
PIRITIBA-BA,,,,,,BA,,,"83,85",,,,,,,-,,,,,,,"83,85",,,,,"168,04",,,,,,,,,
PLANALTINO-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
PLANALTO-BA,,,,,,BA,,,"87,21",,,,,,,-,,,,,,,"87,21",,,,,"174,77",,,,,,,,,
POCOES-BA,,,,,,BA,,,"103,98",,,,,,,-,,,,,,,"103,98",,,,,"208,37",,,,,,,,,
POJUCA-BA,,,,,,BA,,,"588.527,12",,,,,,,"559.115,44",,,,,,,"1.147.642,56",,,,,"2.367.497,41",,,,,,,,,
QUEIMADAS-BA,,,,,,BA,,,"90,56",,,,,,,-,,,,,,,"90,56",,,,,"181,48",,,,,,,,,
QUIJINGUE-BA,,,,,,BA,,,"90,56",,,,,,,-,,,,,,,"90,56",,,,,"181,48",,,,,,,,,
QUIXABEIRA-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,BA,,,"87,21",,,,,,,-,,,,,,,"87,21",,,,,"174,77",,,,,,,,,
RETIROLANDIA-BA,,,,,,BA,,,"70,44",,,,,,,-,,,,,,,"70,44",,,,,"141,16",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,BA,,,"93,92",,,,,,,-,,,,,,,"93,92",,,,,"188,21",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,BA,,,"73,79",,,,,,,-,,,,,,,"73,79",,,,,"147,88",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,BA,,,"103,98",,,,,,,-,,,,,,,"103,98",,,,,"208,37",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,BA,,,"77,15",,,,,,,-,,,,,,,"77,15",,,,,"154,60",,,,,,,,,
RIO REAL-BA,,,,,,BA,,,"97,27",,,,,,,-,,,,,,,"97,27",,,,,"194,93",,,,,,,,,
RUY BARBOSA-BA,,,,,,BA,,,"93,92",,,,,,,-,,,,,,,"93,92",,,,,"188,21",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,BA,,,"1.949,35",,,,,,,"124.390,97",,,,,,,"126.340,32",,,,,"242.903,03",,,,,,,,,
SALVADOR-BA,,,,,,BA,,,"3.713,06",,,,,,,"124.390,97",,,,,,,"128.104,03",,,,,"246.437,46",,,,,,,,,
SANTA BARBARA-BA,,,,,,BA,,,"80,50",,,,,,,-,,,,,,,"80,50",,,,,"161,32",,,,,,,,,
SANTA BRIGIDA-BA,,,,,,BA,,,"80,50",,,,,,,-,,,,,,,"80,50",,,,,"161,32",,,,,,,,,
SANTA INES-BA,,,,,,BA,,,"70,44",,,,,,,-,,,,,,,"70,44",,,,,"141,16",,,,,,,,,
SANTA TERESINHA-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
SANTALUZ-BA,,,,,,BA,,,"93,92",,,,,,,-,,,,,,,"93,92",,,,,"188,21",,,,,,,,,
SANTANOPOLIS-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
SANTO AMARO-BA,,,,,,BA,,,"3.063,27",,,,,,,"124.390,97",,,,,,,"127.454,24",,,,,"245.135,30",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,,BA,,,"117,40",,,,,,,-,,,,,,,"117,40",,,,,"235,27",,,,,,,,,
SANTO ESTEVAO-BA,,,,,,BA,,,"103,98",,,,,,,-,,,,,,,"103,98",,,,,"208,37",,,,,,,,,
SAO DOMINGOS-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
SAO FELIPE-BA,,,,,,BA,,,"87,21",,,,,,,-,,,,,,,"87,21",,,,,"174,77",,,,,,,,,
SAO FELIX-BA,,,,,,BA,,,"73,79",,,,,,,-,,,,,,,"73,79",,,,,"147,88",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,,BA,,,"891.438,81",,,,,,,"164.647,20",,,,,,,"1.056.086,01",,,,,"2.253.707,38",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,,BA,,,"90,56",,,,,,,-,,,,,,,"90,56",,,,,"181,48",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,,BA,,,"70,44",,,,,,,-,,,,,,,"70,44",,,,,"141,16",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,,BA,,,"230.555,22",,,,,,,"166.597,65",,,,,,,"397.152,87",,,,,"816.953,17",,,,,,,,,
SAPEACU-BA,,,,,,BA,,,"80,50",,,,,,,-,,,,,,,"80,50",,,,,"161,32",,,,,,,,,
SATIRO DIAS-BA,,,,,,BA,,,"80,50",,,,,,,-,,,,,,,"80,50",,,,,"161,32",,,,,,,,,
SAUBARA-BA,,,,,,BA,,,"1.949,35",,,,,,,"124.390,97",,,,,,,"126.340,32",,,,,"242.903,03",,,,,,,,,
SERRA PRETA-BA,,,,,,BA,,,"80,50",,,,,,,-,,,,,,,"80,50",,,,,"161,32",,,,,,,,,
SERRINHA-BA,,,,,,BA,,,"114,04",,,,,,,-,,,,,,,"114,04",,,,,"228,54",,,,,,,,,
SERROLANDIA-BA,,,,,,BA,,,"73,79",,,,,,,-,,,,,,,"73,79",,,,,"147,88",,,,,,,,,
SIMOES FILHO-BA,,,,,,BA,,,"70.300,85",,,,,,,"3.967,83",,,,,,,"74.268,68",,,,,"159.107,83",,,,,,,,,
SITIO DO QUINTO-BA,,,,,,BA,,,"80,50",,,,,,,-,,,,,,,"80,50",,,,,"161,32",,,,,,,,,
TANQUINHO-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
TAPIRAMUTA-BA,,,,,,BA,,,"80,50",,,,,,,-,,,,,,,"80,50",,,,,"161,32",,,,,,,,,
TEODORO SAMPAIO-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
TEOFILANDIA-BA,,,,,,BA,,,"87,21",,,,,,,-,,,,,,,"87,21",,,,,"174,77",,,,,,,,,
TERRA NOVA-BA,,,,,,BA,,,"73,79",,,,,,,-,,,,,,,"73,79",,,,,"151,96",,,,,,,,,
TUCANO-BA,,,,,,BA,,,"107,34",,,,,,,-,,,,,,,"107,34",,,,,"215,10",,,,,,,,,
UAUA-BA,,,,,,BA,,,"90,56",,,,,,,-,,,,,,,"90,56",,,,,"181,48",,,,,,,,,
UBAIRA-BA,,,,,,BA,,,"87,21",,,,,,,-,,,,,,,"87,21",,,,,"174,77",,,,,,,,,
VALENTE-BA,,,,,,BA,,,"83,85",,,,,,,-,,,,,,,"83,85",,,,,"168,04",,,,,,,,,
VARZEA DA ROCA-BA,,,,,,BA,,,"73,79",,,,,,,-,,,,,,,"73,79",,,,,"147,88",,,,,,,,,
VARZEA DO POCO-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
VARZEA NOVA-BA,,,,,,BA,,,"77,15",,,,,,,-,,,,,,,"77,15",,,,,"154,60",,,,,,,,,
VARZEDO-BA,,,,,,BA,,,"67,08",,,,,,,-,,,,,,,"67,08",,,,,"134,43",,,,,,,,,
VERA CRUZ-BA,,,,,,BA,,,"93,92",,,,,,,-,,,,,,,"93,92",,,,,"188,21",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,,BA,,,"134,17",,,,,,,-,,,,,,,"134,17",,,,,"268,87",,,,,,,,,
TOTAL BAHIA,,,,,,,,,"4.438.428,32",,,,,,,"3.086.543,49",,,,,,,"7.524.971,81",,,,,"15.511.335,66",,,,,,,,,
ACARAU-CE,,,,,,CE,,,"2.978,82",,,,,,,-,,,,,,,"2.978,82",,,,,"5.995,12",,,,,,,,,
ALCANTARAS-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
AMONTADA-CE,,,,,,CE,,,"62.179,34",,,,,,,"81.321,23",,,,,,,"143.500,57",,,,,"284.927,76",,,,,,,,,
APUIARES-CE,,,,,,CE,,,"2.047,94",,,,,,,-,,,,,,,"2.047,94",,,,,"4.121,64",,,,,,,,,
AQUIRAZ-CE,,,,,,CE,,,-,,,,,,,"2.284,84",,,,,,,"2.284,84",,,,,"4.683,12",,,,,,,,,
ARACATI-CE,,,,,,CE,,,"427.744,29",,,,,,,"8.777,46",,,,,,,"436.521,75",,,,,"922.078,69",,,,,,,,,
ARARENDA-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
BARROQUINHA-CE,,,,,,CE,,,"2.047,94",,,,,,,-,,,,,,,"2.047,94",,,,,"4.121,64",,,,,,,,,
BELA CRUZ-CE,,,,,,CE,,,"2.606,47",,,,,,,-,,,,,,,"2.606,47",,,,,"5.245,73",,,,,,,,,
CAMOCIM-CE,,,,,,CE,,,"2.978,82",,,,,,,-,,,,,,,"2.978,82",,,,,"5.995,12",,,,,,,,,
CANINDE-CE,,,,,,CE,,,"3.165,00",,,,,,,-,,,,,,,"3.165,00",,,,,"6.369,81",,,,,,,,,
CARIDADE-CE,,,,,,CE,,,"2.141,03",,,,,,,-,,,,,,,"2.141,03",,,,,"4.308,99",,,,,,,,,
CARIRE-CE,,,,,,CE,,,"2.327,20",,,,,,,-,,,,,,,"2.327,20",,,,,"4.683,68",,,,,,,,,
CARNAUBAL-CE,,,,,,CE,,,"2.141,03",,,,,,,-,,,,,,,"2.141,03",,,,,"4.308,99",,,,,,,,,
CATUNDA-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
CAUCAIA-CE,,,,,,CE,,,-,,,,,,,"2.284,84",,,,,,,"2.284,84",,,,,"4.683,12",,,,,,,,,
CHAVAL-CE,,,,,,CE,,,"2.047,94",,,,,,,-,,,,,,,"2.047,94",,,,,"4.121,64",,,,,,,,,
COREAU-CE,,,,,,CE,,,"2.327,20",,,,,,,-,,,,,,,"2.327,20",,,,,"4.683,68",,,,,,,,,
CRATEUS-CE,,,,,,CE,,,"3.165,00",,,,,,,-,,,,,,,"3.165,00",,,,,"6.369,81",,,,,,,,,
CROATA-CE,,,,,,CE,,,"2.234,12",,,,,,,-,,,,,,,"2.234,12",,,,,"4.496,34",,,,,,,,,
CRUZ-CE,,,,,,CE,,,"2.327,20",,,,,,,-,,,,,,,"2.327,20",,,,,"4.683,68",,,,,,,,,
FORQUILHA-CE,,,,,,CE,,,"2.234,12",,,,,,,-,,,,,,,"2.234,12",,,,,"4.496,34",,,,,,,,,
FORTALEZA-CE,,,,,,CE,,,"117.697,22",,,,,,,"3.046,46",,,,,,,"120.743,68",,,,,"252.796,12",,,,,,,,,
FRECHEIRINHA-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GENERAL SAMPAIO-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
GRACA-CE,,,,,,CE,,,"2.141,03",,,,,,,-,,,,,,,"2.141,03",,,,,"4.308,99",,,,,,,,,
GRANJA-CE,,,,,,CE,,,"2.978,82",,,,,,,-,,,,,,,"2.978,82",,,,,"5.995,12",,,,,,,,,
GROAIRAS-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,,CE,,,"2.699,56",,,,,,,-,,,,,,,"2.699,56",,,,,"5.433,08",,,,,,,,,
HIDROLANDIA-CE,,,,,,CE,,,"2.234,12",,,,,,,-,,,,,,,"2.234,12",,,,,"4.496,34",,,,,,,,,
IBIAPINA-CE,,,,,,CE,,,"2.420,29",,,,,,,-,,,,,,,"2.420,29",,,,,"4.871,03",,,,,,,,,
ICAPUI-CE,,,,,,CE,,,"76.868,38",,,,,,,"14.164,29",,,,,,,"91.032,67",,,,,"196.744,28",,,,,,,,,
INDEPENDENCIA-CE,,,,,,CE,,,"2.513,38",,,,,,,-,,,,,,,"2.513,38",,,,,"5.058,38",,,,,,,,,
IPAPORANGA-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
IPU-CE,,,,,,CE,,,"2.792,65",,,,,,,-,,,,,,,"2.792,65",,,,,"5.620,43",,,,,,,,,
IPUEIRAS-CE,,,,,,CE,,,"2.792,65",,,,,,,-,,,,,,,"2.792,65",,,,,"5.620,43",,,,,,,,,
IRAUCUBA-CE,,,,,,CE,,,"2.327,20",,,,,,,-,,,,,,,"2.327,20",,,,,"4.683,68",,,,,,,,,
ITAPAGE-CE,,,,,,CE,,,"2.885,74",,,,,,,-,,,,,,,"2.885,74",,,,,"5.807,78",,,,,,,,,
ITAPIPOCA-CE,,,,,,CE,,,"77.188,15",,,,,,,"70.928,88",,,,,,,"148.117,03",,,,,"297.605,29",,,,,,,,,
ITAREMA-CE,,,,,,CE,,,"60.035,23",,,,,,,"50.100,77",,,,,,,"110.136,00",,,,,"226.027,93",,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,,CE,,,"2.047,94",,,,,,,-,,,,,,,"2.047,94",,,,,"4.121,64",,,,,,,,,
MARCO-CE,,,,,,CE,,,"2.420,29",,,,,,,-,,,,,,,"2.420,29",,,,,"4.871,03",,,,,,,,,
MARTINOPOLE-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
MASSAPE-CE,,,,,,CE,,,"2.606,47",,,,,,,-,,,,,,,"2.606,47",,,,,"5.245,73",,,,,,,,,
MERUOCA-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
MIRAIMA-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
MONSENHOR TABOSA-CE,,,,,,CE,,,"2.234,12",,,,,,,-,,,,,,,"2.234,12",,,,,"4.496,34",,,,,,,,,
MORAUJO-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
MORRINHOS-CE,,,,,,CE,,,"2.234,12",,,,,,,-,,,,,,,"2.234,12",,,,,"4.496,34",,,,,,,,,
MUCAMBO-CE,,,,,,CE,,,"2.047,94",,,,,,,-,,,,,,,"2.047,94",,,,,"4.121,64",,,,,,,,,
NOVA RUSSAS-CE,,,,,,CE,,,"2.606,47",,,,,,,-,,,,,,,"2.606,47",,,,,"5.245,73",,,,,,,,,
NOVO ORIENTE-CE,,,,,,CE,,,"2.513,38",,,,,,,-,,,,,,,"2.513,38",,,,,"5.058,38",,,,,,,,,
PACUJA-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
PARACURU-CE,,,,,,CE,,,"57.891,11",,,,,,,"108.823,42",,,,,,,"166.714,53",,,,,"326.756,71",,,,,,,,,
PARAIPABA-CE,,,,,,CE,,,"2.513,38",,,,,,,"3.691,39",,,,,,,"6.204,77",,,,,"12.811,11",,,,,,,,,
PARAMOTI-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
PENTECOSTE-CE,,,,,,CE,,,"2.699,56",,,,,,,-,,,,,,,"2.699,56",,,,,"5.433,08",,,,,,,,,
PIRES FERREIRA-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
PORANGA-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
QUITERIANOPOLIS-CE,,,,,,CE,,,"2.327,20",,,,,,,-,,,,,,,"2.327,20",,,,,"4.683,68",,,,,,,,,
RERIUTABA-CE,,,,,,CE,,,"2.420,29",,,,,,,-,,,,,,,"2.420,29",,,,,"4.871,03",,,,,,,,,
SANTA QUITERIA-CE,,,,,,CE,,,"2.885,74",,,,,,,-,,,,,,,"2.885,74",,,,,"5.807,78",,,,,,,,,
SANTANA DO ACARAU-CE,,,,,,CE,,,"2.513,38",,,,,,,-,,,,,,,"2.513,38",,,,,"5.058,38",,,,,,,,,
SAO BENEDITO-CE,,,,,,CE,,,"2.792,65",,,,,,,-,,,,,,,"2.792,65",,,,,"5.620,43",,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,,,CE,,,"2.699,56",,,,,,,-,,,,,,,"2.699,56",,,,,"5.433,08",,,,,,,,,
SAO LUIS DO CURU-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
SENADOR SA-CE,,,,,,CE,,,"1.861,76",,,,,,,-,,,,,,,"1.861,76",,,,,"3.746,94",,,,,,,,,
SOBRAL-CE,,,,,,CE,,,"3.723,53",,,,,,,-,,,,,,,"3.723,53",,,,,"7.493,90",,,,,,,,,
TAMBORIL-CE,,,,,,CE,,,"2.513,38",,,,,,,-,,,,,,,"2.513,38",,,,,"5.058,38",,,,,,,,,
TEJUCUOCA-CE,,,,,,CE,,,"2.047,94",,,,,,,-,,,,,,,"2.047,94",,,,,"4.121,64",,,,,,,,,
TIANGUA-CE,,,,,,CE,,,"3.071,91",,,,,,,-,,,,,,,"3.071,91",,,,,"6.182,46",,,,,,,,,
TRAIRI-CE,,,,,,CE,,,"66.467,58",,,,,,,"89.836,08",,,,,,,"156.303,66",,,,,"323.019,48",,,,,,,,,
TURURU-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
UBAJARA-CE,,,,,,CE,,,"2.513,38",,,,,,,-,,,,,,,"2.513,38",,,,,"5.058,38",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UMIRIM-CE,,,,,,CE,,,"2.234,12",,,,,,,-,,,,,,,"2.234,12",,,,,"4.496,34",,,,,,,,,
URUBURETAMA-CE,,,,,,CE,,,"2.234,12",,,,,,,-,,,,,,,"2.234,12",,,,,"4.496,34",,,,,,,,,
URUOCA-CE,,,,,,CE,,,"1.954,85",,,,,,,-,,,,,,,"1.954,85",,,,,"3.934,29",,,,,,,,,
VARJOTA-CE,,,,,,CE,,,"2.234,12",,,,,,,-,,,,,,,"2.234,12",,,,,"4.496,34",,,,,,,,,
VICOSA DO CEARA-CE,,,,,,CE,,,"2.885,74",,,,,,,-,,,,,,,"2.885,74",,,,,"5.807,78",,,,,,,,,
TOTAL CEARA,,,,,,,,,"1.107.951,64",,,,,,,"435.259,66",,,,,,,"1.543.211,30",,,,,"3.172.872,29",,,,,,,,,
AFONSO CLAUDIO-ES,,,,,,ES,,,"3.588,64",,,,,,,-,,,,,,,"3.588,64",,,,,"6.976,87",,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
AGUIA BRANCA-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
ALEGRE-ES,,,,,,ES,,,"3.464,89",,,,,,,-,,,,,,,"3.464,89",,,,,"6.736,29",,,,,,,,,
ALFREDO CHAVES-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
ALTO RIO NOVO-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
ANCHIETA-ES,,,,,,ES,,,"51.897,69",,,,,,,-,,,,,,,"51.897,69",,,,,"100.897,16",,,,,,,,,
APIACA-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
ARACRUZ-ES,,,,,,ES,,,"391.076,14",,,,,,,"47.966,91",,,,,,,"439.043,05",,,,,"937.008,77",,,,,,,,,
ATILIO VIVACQUA-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
BAIXO GUANDU-ES,,,,,,ES,,,"3.341,15",,,,,,,-,,,,,,,"3.341,15",,,,,"6.495,71",,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,,ES,,,"3.712,38",,,,,,,-,,,,,,,"3.712,38",,,,,"7.217,45",,,,,,,,,
BOA ESPERANCA-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
BOM JESUS DO NORTE-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
BREJETUBA-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,,ES,,,"4.949,85",,,,,,,-,,,,,,,"4.949,85",,,,,"9.623,27",,,,,,,,,
CASTELO-ES,,,,,,ES,,,"3.588,64",,,,,,,-,,,,,,,"3.588,64",,,,,"6.976,87",,,,,,,,,
COLATINA-ES,,,,,,ES,,,"4.578,61",,,,,,,-,,,,,,,"4.578,61",,,,,"8.901,53",,,,,,,,,
CONCEICAO DA BARRA-ES,,,,,,ES,,,"76.418,17",,,,,,,"5.134,25",,,,,,,"81.552,42",,,,,"173.596,98",,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
DOMINGOS MARTINS-ES,,,,,,ES,,,"3.464,89",,,,,,,-,,,,,,,"3.464,89",,,,,"6.736,29",,,,,,,,,
DORES DO RIO PRETO-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
ECOPORANGA-ES,,,,,,ES,,,"3.217,40",,,,,,,-,,,,,,,"3.217,40",,,,,"6.255,12",,,,,,,,,
FUNDAO-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
GOVERNADOR LINDENBERG-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
GUACUI-ES,,,,,,ES,,,"3.341,15",,,,,,,-,,,,,,,"3.341,15",,,,,"6.495,71",,,,,,,,,
GUARAPARI-ES,,,,,,ES,,,"4.454,86",,,,,,,-,,,,,,,"4.454,86",,,,,"8.660,94",,,,,,,,,
IBATIBA-ES,,,,,,ES,,,"3.093,65",,,,,,,-,,,,,,,"3.093,65",,,,,"6.014,54",,,,,,,,,
IBIRACU-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
IBITIRAMA-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
ICONHA-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
IRUPI-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
ITAGUACU-ES,,,,,,ES,,,"2.846,16",,,,,,,-,,,,,,,"2.846,16",,,,,"5.533,38",,,,,,,,,
ITAPEMIRIM-ES,,,,,,ES,,,"58.125,42",,,,,,,"163.429,20",,,,,,,"221.554,62",,,,,"430.432,69",,,,,,,,,
ITARANA-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
IUNA-ES,,,,,,ES,,,"3.341,15",,,,,,,-,,,,,,,"3.341,15",,,,,"6.495,71",,,,,,,,,
JAGUARE-ES,,,,,,ES,,,"326.785,37",,,,,,,"141.365,80",,,,,,,"468.151,17",,,,,"958.290,52",,,,,,,,,
JERONIMO MONTEIRO-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
JOAO NEIVA-ES,,,,,,ES,,,"2.846,16",,,,,,,-,,,,,,,"2.846,16",,,,,"5.533,38",,,,,,,,,
LARANJA DA TERRA-ES,,,,,,ES,,,"2.598,67",,,,,,,-,,,,,,,"2.598,67",,,,,"5.052,22",,,,,,,,,
LINHARES-ES,,,,,,ES,,,"1.107.032,14",,,,,,,"210.104,38",,,,,,,"1.317.136,52",,,,,"2.812.281,75",,,,,,,,,
MANTENOPOLIS-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
MARATAIZES-ES,,,,,,ES,,,"3.464,89",,,,,,,"23.329,55",,,,,,,"26.794,44",,,,,"52.049,18",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARECHAL FLORIANO-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
MARILANDIA-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
MIMOSO DO SUL-ES,,,,,,ES,,,"3.341,15",,,,,,,-,,,,,,,"3.341,15",,,,,"6.495,71",,,,,,,,,
MONTANHA-ES,,,,,,ES,,,"2.969,91",,,,,,,-,,,,,,,"2.969,91",,,,,"5.773,96",,,,,,,,,
MUCURICI-ES,,,,,,ES,,,"2.474,92",,,,,,,-,,,,,,,"2.474,92",,,,,"4.811,63",,,,,,,,,
MUNIZ FREIRE-ES,,,,,,ES,,,"3.093,65",,,,,,,-,,,,,,,"3.093,65",,,,,"6.014,54",,,,,,,,,
MUQUI-ES,,,,,,ES,,,"2.722,41",,,,,,,-,,,,,,,"2.722,41",,,,,"5.292,79",,,,,,,,,
