IELMO MARINHO-RN,,,,,,RN,,,"386.868,77",,,,,,,-,,,,,,,"386.868,77",,,,,"812.344,26",,,,,,,,,
IPANGUACU-RN,,,,,,RN,,,"4.479,48",,,,,,,-,,,,,,,"4.479,48",,,,,"9.461,62",,,,,,,,,
IPUEIRA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
ITAJA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
ITAU-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANDAIRA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
JANDUIS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
JARDIM DE PIRANHAS-RN,,,,,,RN,,,"4.479,48",,,,,,,-,,,,,,,"4.479,48",,,,,"9.461,62",,,,,,,,,
JARDIM DO SERIDO-RN,,,,,,RN,,,"4.692,79",,,,,,,-,,,,,,,"4.692,79",,,,,"9.912,18",,,,,,,,,
JOAO DIAS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
JOSE DA PENHA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
JUCURUTU-RN,,,,,,RN,,,"5.119,41",,,,,,,-,,,,,,,"5.119,41",,,,,"10.813,29",,,,,,,,,
LAGOA NOVA-RN,,,,,,RN,,,"4.692,79",,,,,,,-,,,,,,,"4.692,79",,,,,"9.912,18",,,,,,,,,
LUCRECIA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
LUIS GOMES-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
MACAIBA-RN,,,,,,RN,,,"386.868,77",,,,,,,-,,,,,,,"386.868,77",,,,,"812.344,26",,,,,,,,,
MACAU-RN,,,,,,RN,,,"1.069.261,32",,,,,,,"360.407,75",,,,,,,"1.429.669,07",,,,,"3.148.794,03",,,,,,,,,
MAJOR SALES-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
MARCELINO VIEIRA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
MARTINS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
MESSIAS TARGINO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
MOSSORO-RN,,,,,,RN,,,"1.069.250,47",,,,,,,"830.197,53",,,,,,,"1.899.448,00",,,,,"4.271.296,52",,,,,,,,,
OLHO D'AGUA DO BORGES-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
OURO BRANCO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
PARANA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
PARAU-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
PARELHAS-RN,,,,,,RN,,,"5.332,72",,,,,,,-,,,,,,,"5.332,72",,,,,"11.263,85",,,,,,,,,
PATU-RN,,,,,,RN,,,"4.479,48",,,,,,,-,,,,,,,"4.479,48",,,,,"9.461,62",,,,,,,,,
PAU DOS FERROS-RN,,,,,,RN,,,"5.759,33",,,,,,,-,,,,,,,"5.759,33",,,,,"12.164,95",,,,,,,,,
PEDRO AVELINO-RN,,,,,,RN,,,"4.340,36",,,,,,,"34,49",,,,,,,"4.374,85",,,,,"9.291,50",,,,,,,,,
PENDENCIAS-RN,,,,,,RN,,,"138.935,78",,,,,,,"53.208,26",,,,,,,"192.144,04",,,,,"445.899,92",,,,,,,,,
PILOES-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
PORTALEGRE-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
PORTO DO MANGUE-RN,,,,,,RN,,,"120.372,62",,,,,,,"247.248,88",,,,,,,"367.621,50",,,,,"770.623,32",,,,,,,,,
RAFAEL FERNANDES-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
RAFAEL GODEIRO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
RIACHO DA CRUZ-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
RIACHO DE SANTANA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
RODOLFO FERNANDES-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SANTANA DO SERIDO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SAO FERNANDO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SAO FRANCISCO DO OESTE-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SAO JOAO DO SABUGI-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SAO JOSE DO SERIDO-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SAO MIGUEL-RN,,,,,,RN,,,"5.546,03",,,,,,,-,,,,,,,"5.546,03",,,,,"11.714,40",,,,,,,,,
SAO RAFAEL-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SAO VICENTE-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SERRA DO MEL-RN,,,,,,RN,,,"85.353,90",,,,,,,"14.850,96",,,,,,,"100.204,86",,,,,"226.418,60",,,,,,,,,
SERRA NEGRA DO NORTE-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SERRINHA DOS PINTOS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
SEVERIANO MELO-RN,,,,,,RN,,,"4.479,48",,,,,,,-,,,,,,,"4.479,48",,,,,"9.461,62",,,,,,,,,
TABOLEIRO GRANDE-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
TENENTE ANANIAS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
TIBAU-RN,,,,,,RN,,,"56.334,70",,,,,,,"6.609,01",,,,,,,"62.943,71",,,,,"134.128,83",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
TRIUNFO POTIGUAR-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
UMARIZAL-RN,,,,,,RN,,,"4.479,48",,,,,,,-,,,,,,,"4.479,48",,,,,"9.461,62",,,,,,,,,
UPANEMA-RN,,,,,,RN,,,"107.329,40",,,,,,,"47.936,02",,,,,,,"155.265,42",,,,,"341.891,25",,,,,,,,,
VENHA-VER-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
VICOSA-RN,,,,,,RN,,,"4.266,17",,,,,,,-,,,,,,,"4.266,17",,,,,"9.011,07",,,,,,,,,
TOTAL RIO GRANDE DO NORTE,,,,,,,,,"6.192.245,89",,,,,,,"3.043.346,35",,,,,,,"9.235.592,24",,,,,"20.198.200,33",,,,,,,,,
CANOAS-RS,,,,,,RS,,,"346.169,25",,,,,,,-,,,,,,,"346.169,25",,,,,"726.042,32",,,,,,,,,
CIDREIRA-RS,,,,,,RS,,,-,,,,,,,"38.400,17",,,,,,,"38.400,17",,,,,"38.400,17",,,,,,,,,
IMBE-RS,,,,,,RS,,,"386.868,77",,,,,,,"38.400,17",,,,,,,"425.268,94",,,,,"850.744,43",,,,,,,,,
OSORIO-RS,,,,,,RS,,,"386.868,77",,,,,,,-,,,,,,,"386.868,77",,,,,"812.344,26",,,,,,,,,
TRAMANDAI-RS,,,,,,RS,,,"800.516,39",,,,,,,"51.200,22",,,,,,,"851.716,61",,,,,"851.716,61",,,,,,,,,
TOTAL RIO GRANDE DO SUL,,,,,,,,,"1.920.423,18",,,,,,,"128.000,56",,,,,,,"2.048.423,74",,,,,"3.279.247,79",,,,,,,,,
ARAQUARI-SC,,,,,,SC,,,-,,,,,,,-,,,,,,,-,,,,,"143.425,94",,,,,,,,,
BALNEARIO BARRA DO SUL-SC,,,,,,SC,,,-,,,,,,,"278.805,76",,,,,,,"278.805,76",,,,,"422.231,70",,,,,,,,,
GARUVA-SC,,,,,,SC,,,-,,,,,,,-,,,,,,,-,,,,,"143.425,94",,,,,,,,,
ITAPOA-SC,,,,,,SC,,,-,,,,,,,"278.805,76",,,,,,,"278.805,76",,,,,"422.231,70",,,,,,,,,
JOINVILLE-SC,,,,,,SC,,,-,,,,,,,-,,,,,,,-,,,,,"143.425,94",,,,,,,,,
SAO FRANCISCO DO SUL-SC,,,,,,SC,,,"800.516,39",,,,,,,"371.741,01",,,,,,,"1.172.257,40",,,,,"2.587.364,12",,,,,,,,,
TOTAL SANTA CATARINA,,,,,,,,,"800.516,39",,,,,,,"929.352,53",,,,,,,"1.729.868,92",,,,,"3.862.105,34",,,,,,,,,
AMPARO DE SAO FRANCISCO-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
AQUIDABA-SE,,,,,,SE,,,"3.029,09",,,,,,,-,,,,,,,"3.029,09",,,,,"6.434,07",,,,,,,,,
ARACAJU-SE,,,,,,SE,,,"954.079,83",,,,,,,"293.857,56",,,,,,,"1.247.937,39",,,,,"2.689.431,02",,,,,,,,,
ARAUA-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
AREIA BRANCA-SE,,,,,,SE,,,"3.938,03",,,,,,,"742,57",,,,,,,"4.680,60",,,,,"9.619,50",,,,,,,,,
BARRA DOS COQUEIROS-SE,,,,,,SE,,,"53.895,87",,,,,,,"115.379,41",,,,,,,"169.275,28",,,,,"355.924,42",,,,,,,,,
BOQUIM-SE,,,,,,SE,,,"3.271,42",,,,,,,-,,,,,,,"3.271,42",,,,,"6.948,80",,,,,,,,,
BREJO GRANDE-SE,,,,,,SE,,,"74.418,36",,,,,,,"6.760,42",,,,,,,"81.178,78",,,,,"175.601,02",,,,,,,,,
CAMPO DO BRITO-SE,,,,,,SE,,,"2.786,76",,,,,,,-,,,,,,,"2.786,76",,,,,"5.919,35",,,,,,,,,
CANHOBA-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
CANINDE DE SAO FRANCISCO-SE,,,,,,SE,,,"2.907,93",,,,,,,-,,,,,,,"2.907,93",,,,,"6.176,71",,,,,,,,,
CAPELA-SE,,,,,,SE,,,"4.233,31",,,,,,,"620,42",,,,,,,"4.853,73",,,,,"10.115,44",,,,,,,,,
CARIRA-SE,,,,,,SE,,,"2.907,93",,,,,,,-,,,,,,,"2.907,93",,,,,"6.176,71",,,,,,,,,
CARMOPOLIS-SE,,,,,,SE,,,"258.039,71",,,,,,,"264.498,49",,,,,,,"522.538,20",,,,,"1.090.066,13",,,,,,,,,
CEDRO DE SAO JOAO-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
CRISTINAPOLIS-SE,,,,,,SE,,,"2.786,76",,,,,,,-,,,,,,,"2.786,76",,,,,"5.919,35",,,,,,,,,
CUMBE-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
DIVINA PASTORA-SE,,,,,,SE,,,"162.294,68",,,,,,,"81.911,17",,,,,,,"244.205,85",,,,,"504.179,28",,,,,,,,,
ESTANCIA-SE,,,,,,SE,,,"3.998,40",,,,,,,-,,,,,,,"3.998,40",,,,,"8.492,98",,,,,,,,,
FEIRA NOVA-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
FREI PAULO-SE,,,,,,SE,,,"2.544,44",,,,,,,-,,,,,,,"2.544,44",,,,,"5.404,63",,,,,,,,,
GARARU-SE,,,,,,SE,,,"2.544,44",,,,,,,-,,,,,,,"2.544,44",,,,,"5.404,63",,,,,,,,,
GENERAL MAYNARD-SE,,,,,,SE,,,"3.502,30",,,,,,,"809,27",,,,,,,"4.311,57",,,,,"8.918,26",,,,,,,,,
GRACHO CARDOSO-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
ILHA DAS FLORES-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
INDIAROBA-SE,,,,,,SE,,,"2.665,60",,,,,,,-,,,,,,,"2.665,60",,,,,"5.661,99",,,,,,,,,
ITABAIANA-SE,,,,,,SE,,,"4.240,73",,,,,,,-,,,,,,,"4.240,73",,,,,"9.007,71",,,,,,,,,
ITABAIANINHA-SE,,,,,,SE,,,"3.513,75",,,,,,,-,,,,,,,"3.513,75",,,,,"7.463,53",,,,,,,,,
ITABI-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
ITAPORANGA D'AJUDA-SE,,,,,,SE,,,"60.632,85",,,,,,,"96.750,83",,,,,,,"157.383,68",,,,,"335.545,00",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAPARATUBA-SE,,,,,,SE,,,"319.875,04",,,,,,,"215.132,03",,,,,,,"535.007,07",,,,,"1.092.392,86",,,,,,,,,
JAPOATA-SE,,,,,,SE,,,"2.665,60",,,,,,,-,,,,,,,"2.665,60",,,,,"5.661,99",,,,,,,,,
LAGARTO-SE,,,,,,SE,,,"4.361,89",,,,,,,-,,,,,,,"4.361,89",,,,,"9.265,07",,,,,,,,,
LARANJEIRAS-SE,,,,,,SE,,,"3.150,25",,,,,,,-,,,,,,,"3.150,25",,,,,"6.691,43",,,,,,,,,
MACAMBIRA-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
MALHADA DOS BOIS-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
MALHADOR-SE,,,,,,SE,,,"2.544,44",,,,,,,-,,,,,,,"2.544,44",,,,,"5.404,63",,,,,,,,,
MARUIM-SE,,,,,,SE,,,"76.832,86",,,,,,,"9.938,27",,,,,,,"86.771,13",,,,,"182.209,73",,,,,,,,,
MOITA BONITA-SE,,,,,,SE,,,"2.544,44",,,,,,,-,,,,,,,"2.544,44",,,,,"5.404,63",,,,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,,,,SE,,,"2.544,44",,,,,,,-,,,,,,,"2.544,44",,,,,"5.404,63",,,,,,,,,
MURIBECA-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
NEOPOLIS-SE,,,,,,SE,,,"3.029,09",,,,,,,-,,,,,,,"3.029,09",,,,,"6.434,07",,,,,,,,,
NOSSA SENHORA APARECIDA-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
NOSSA SENHORA DA GLORIA-SE,,,,,,SE,,,"3.271,42",,,,,,,-,,,,,,,"3.271,42",,,,,"6.948,80",,,,,,,,,
NOSSA SENHORA DAS DORES-SE,,,,,,SE,,,"3.150,25",,,,,,,-,,,,,,,"3.150,25",,,,,"6.691,43",,,,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,,,,SE,,,"4.725,38",,,,,,,-,,,,,,,"4.725,38",,,,,"10.037,16",,,,,,,,,
PACATUBA-SE,,,,,,SE,,,"47.158,88",,,,,,,"2.648,52",,,,,,,"49.807,40",,,,,"106.110,70",,,,,,,,,
PEDRA MOLE-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
PEDRINHAS-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
PINHAO-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
PIRAMBU-SE,,,,,,SE,,,"911.524,14",,,,,,,"9.389,20",,,,,,,"920.913,34",,,,,"1.997.037,79",,,,,,,,,
POCO REDONDO-SE,,,,,,SE,,,"3.271,42",,,,,,,-,,,,,,,"3.271,42",,,,,"6.948,80",,,,,,,,,
POCO VERDE-SE,,,,,,SE,,,"3.029,09",,,,,,,-,,,,,,,"3.029,09",,,,,"6.434,07",,,,,,,,,
PORTO DA FOLHA-SE,,,,,,SE,,,"3.271,42",,,,,,,-,,,,,,,"3.271,42",,,,,"6.948,80",,,,,,,,,
PROPRIA-SE,,,,,,SE,,,"3.271,42",,,,,,,-,,,,,,,"3.271,42",,,,,"6.948,80",,,,,,,,,
RIACHAO DO DANTAS-SE,,,,,,SE,,,"3.029,09",,,,,,,-,,,,,,,"3.029,09",,,,,"6.434,07",,,,,,,,,
RIACHUELO-SE,,,,,,SE,,,"20.502,14",,,,,,,"11.660,87",,,,,,,"32.163,01",,,,,"65.766,97",,,,,,,,,
RIBEIROPOLIS-SE,,,,,,SE,,,"2.786,76",,,,,,,-,,,,,,,"2.786,76",,,,,"5.919,35",,,,,,,,,
ROSARIO DO CATETE-SE,,,,,,SE,,,"103.852,90",,,,,,,"30.887,94",,,,,,,"134.740,84",,,,,"276.585,25",,,,,,,,,
SALGADO-SE,,,,,,SE,,,"3.029,09",,,,,,,-,,,,,,,"3.029,09",,,,,"6.434,07",,,,,,,,,
SANTA LUZIA DO ITANHY-SE,,,,,,SE,,,"2.665,60",,,,,,,-,,,,,,,"2.665,60",,,,,"5.661,99",,,,,,,,,
SANTA ROSA DE LIMA-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
SANTANA DO SAO FRANCISCO-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
SANTO AMARO DAS BROTAS-SE,,,,,,SE,,,"71.106,05",,,,,,,"3.517,25",,,,,,,"74.623,30",,,,,"159.917,88",,,,,,,,,
SAO CRISTOVAO-SE,,,,,,SE,,,"70.191,42",,,,,,,"1.828,27",,,,,,,"72.019,69",,,,,"154.913,57",,,,,,,,,
SAO DOMINGOS-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
SAO FRANCISCO-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
SAO MIGUEL DO ALEIXO-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
SIMAO DIAS-SE,,,,,,SE,,,"3.634,91",,,,,,,-,,,,,,,"3.634,91",,,,,"7.720,89",,,,,,,,,
SIRIRI-SE,,,,,,SE,,,"125.328,11",,,,,,,"40.291,61",,,,,,,"165.619,72",,,,,"342.620,58",,,,,,,,,
TELHA-SE,,,,,,SE,,,"2.423,27",,,,,,,-,,,,,,,"2.423,27",,,,,"5.147,26",,,,,,,,,
TOBIAS BARRETO-SE,,,,,,SE,,,"3.756,07",,,,,,,-,,,,,,,"3.756,07",,,,,"7.978,25",,,,,,,,,
TOMAR DO GERU-SE,,,,,,SE,,,"2.665,60",,,,,,,-,,,,,,,"2.665,60",,,,,"5.661,99",,,,,,,,,
UMBAUBA-SE,,,,,,SE,,,"3.029,09",,,,,,,-,,,,,,,"3.029,09",,,,,"6.434,07",,,,,,,,,
TOTAL SERGIPE,,,,,,,,,"3.483.765,70",,,,,,,"1.186.624,10",,,,,,,"4.670.389,80",,,,,"9.901.821,83",,,,,,,,,
ARUJA-SP,,,,,,SP,,,"1.297,27",,,,,,,-,,,,,,,"1.297,27",,,,,"1.615,36",,,,,,,,,
BARRA DO TURVO-SP,,,,,,SP,,,"786,22",,,,,,,-,,,,,,,"786,22",,,,,"979,00",,,,,,,,,
BARUERI-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
BERTIOGA-SP,,,,,,SP,,,"48.102,58",,,,,,,"1.169.592,57",,,,,,,"1.217.695,15",,,,,"2.563.373,75",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BIRITIBA-MIRIM-SP,,,,,,SP,,,"1.061,40",,,,,,,-,,,,,,,"1.061,40",,,,,"1.321,65",,,,,,,,,
CAIEIRAS-SP,,,,,,SP,,,"1.336,58",,,,,,,-,,,,,,,"1.336,58",,,,,"1.664,31",,,,,,,,,
CAJAMAR-SP,,,,,,SP,,,"1.257,96",,,,,,,-,,,,,,,"1.257,96",,,,,"1.566,41",,,,,,,,,
CAJATI-SP,,,,,,SP,,,"1.100,71",,,,,,,-,,,,,,,"1.100,71",,,,,"1.370,60",,,,,,,,,
CANANEIA-SP,,,,,,SP,,,"37.794,88",,,,,,,"64.006,59",,,,,,,"101.801,47",,,,,"126.763,28",,,,,,,,,
CARAGUATATUBA-SP,,,,,,SP,,,-,,,,,,,"1.102.820,27",,,,,,,"1.102.820,27",,,,,"2.420.331,45",,,,,,,,,
CARAPICUIBA-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
COTIA-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
CUBATAO-SP,,,,,,SP,,,"63.564,12",,,,,,,-,,,,,,,"63.564,12",,,,,"117.421,20",,,,,,,,,
DIADEMA-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
ELDORADO-SP,,,,,,SP,,,"904,16",,,,,,,-,,,,,,,"904,16",,,,,"1.125,86",,,,,,,,,
EMBU-GUACU-SP,,,,,,SP,,,"1.297,27",,,,,,,-,,,,,,,"1.297,27",,,,,"1.615,36",,,,,,,,,
EMBU-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
FERRAZ DE VASCONCELOS-SP,,,,,,SP,,,"1.533,14",,,,,,,-,,,,,,,"1.533,14",,,,,"1.909,06",,,,,,,,,
FRANCISCO MORATO-SP,,,,,,SP,,,"1.533,14",,,,,,,-,,,,,,,"1.533,14",,,,,"1.909,06",,,,,,,,,
FRANCO DA ROCHA-SP,,,,,,SP,,,"1.454,51",,,,,,,-,,,,,,,"1.454,51",,,,,"1.811,15",,,,,,,,,
GUARAREMA-SP,,,,,,SP,,,"1.022,09",,,,,,,-,,,,,,,"1.022,09",,,,,"1.272,70",,,,,,,,,
GUARUJA-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"40.229,11",,,,,,,,,
GUARULHOS-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
IGUAPE-SP,,,,,,SP,,,"1.061,40",,,,,,,-,,,,,,,"1.061,40",,,,,"1.321,65",,,,,,,,,
ILHA COMPRIDA-SP,,,,,,SP,,,"786,22",,,,,,,-,,,,,,,"786,22",,,,,"979,00",,,,,,,,,
ILHABELA-SP,,,,,,SP,,,-,,,,,,,"1.102.820,27",,,,,,,"1.102.820,27",,,,,"2.420.331,45",,,,,,,,,
ITANHAEM-SP,,,,,,SP,,,"1.336,58",,,,,,,-,,,,,,,"1.336,58",,,,,"1.664,31",,,,,,,,,
ITAPECERICA DA SERRA-SP,,,,,,SP,,,"1.533,14",,,,,,,-,,,,,,,"1.533,14",,,,,"1.909,06",,,,,,,,,
ITAPEVI-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
ITAQUAQUECETUBA-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
ITARIRI-SP,,,,,,SP,,,"864,84",,,,,,,-,,,,,,,"864,84",,,,,"1.076,90",,,,,,,,,
JACUPIRANGA-SP,,,,,,SP,,,"943,47",,,,,,,-,,,,,,,"943,47",,,,,"1.174,81",,,,,,,,,
JANDIRA-SP,,,,,,SP,,,"1.415,20",,,,,,,-,,,,,,,"1.415,20",,,,,"1.762,21",,,,,,,,,
JUQUIA-SP,,,,,,SP,,,"1.022,09",,,,,,,-,,,,,,,"1.022,09",,,,,"1.272,70",,,,,,,,,
JUQUITIBA-SP,,,,,,SP,,,"1.061,40",,,,,,,-,,,,,,,"1.061,40",,,,,"1.321,65",,,,,,,,,
MAIRIPORA-SP,,,,,,SP,,,"1.297,27",,,,,,,-,,,,,,,"1.297,27",,,,,"1.615,36",,,,,,,,,
MAUA-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
MIRACATU-SP,,,,,,SP,,,"1.022,09",,,,,,,-,,,,,,,"1.022,09",,,,,"1.272,70",,,,,,,,,
MOJI DAS CRUZES-SP,,,,,,SP,,,"1.572,45",,,,,,,-,,,,,,,"1.572,45",,,,,"1.958,01",,,,,,,,,
MONGAGUA-SP,,,,,,SP,,,"1.140,02",,,,,,,-,,,,,,,"1.140,02",,,,,"1.419,55",,,,,,,,,
