VICOSA-AL,,,,,,,,AL,,"731,56",,,,,,-,,,,,,"731,56",,,,,,,"7.768,90",,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,"2.557.789,83",,,,,,"438.240,01",,,,,,"2.996.029,84",,,,,,,"24.406.888,19",,,,,,,,,
ANAMA-AM,,,,,,,,AM,,-,,,,,,"2.405,92",,,,,,"2.405,92",,,,,,,"17.656,45",,,,,,,,,
ANORI-AM,,,,,,,,AM,,-,,,,,,"2.405,92",,,,,,"2.405,92",,,,,,,"17.656,45",,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
BERURI-AM,,,,,,,,AM,,-,,,,,,"2.405,92",,,,,,"2.405,92",,,,,,,"17.656,45",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.810,43",,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,-,,,,,,"2.405,92",,,,,,"2.405,92",,,,,,,"17.656,45",,,,,,,,,
COARI-AM,,,,,,,,AM,,"1.912.363,42",,,,,,"1.818.671,32",,,,,,"3.731.034,74",,,,,,,"28.729.818,56",,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,-,,,,,,"2.405,92",,,,,,"2.405,92",,,,,,,"17.656,45",,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.810,43",,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,-,,,,,,"2.405,92",,,,,,"2.405,92",,,,,,,"17.656,45",,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,-,,,,,,"2.405,92",,,,,,"2.405,92",,,,,,,"17.656,45",,,,,,,,,
MANAUS-AM,,,,,,,,AM,,"857.390,30",,,,,,"65.208,52",,,,,,"922.598,82",,,,,,,"7.390.194,45",,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
SILVES-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
URUCARA-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,"2.769.753,72",,,,,,"1.951.610,16",,,,,,"4.721.363,88",,,,,,,"36.673.897,97",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
MACAPA-AP,,,,,,,,AP,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,-,,,,,,"5.654,32",,,,,,"5.654,32",,,,,,,"47.809,85",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,-,,,,,,"16.962,96",,,,,,"16.962,96",,,,,,,"143.429,55",,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,"248.308,01",,,,,,"137.702,14",,,,,,"386.010,15",,,,,,,"2.962.017,82",,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,"1.404,39",,,,,,-,,,,,,"1.404,39",,,,,,,"10.136,36",,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,"1.629,10",,,,,,-,,,,,,"1.629,10",,,,,,,"11.758,19",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
ANAGE-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
ANTAS-BA,,,,,,,,BA,,"1.348,22",,,,,,-,,,,,,"1.348,22",,,,,,,"9.730,92",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
APORA-BA,,,,,,,,BA,,"1.348,22",,,,,,-,,,,,,"1.348,22",,,,,,,"9.730,92",,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
ARACAS-BA,,,,,,,,BA,,"231.703,48",,,,,,"119.504,06",,,,,,"351.207,54",,,,,,,"2.609.471,98",,,,,,,,,
ARACI-BA,,,,,,,,BA,,"1.797,62",,,,,,-,,,,,,"1.797,62",,,,,,,"12.974,57",,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,"1.693,05",,,,,,"239,20",,,,,,"1.932,25",,,,,,,"18.846,41",,,,,,,,,
ARATACA-BA,,,,,,,,BA,,"1.179,69",,,,,,-,,,,,,"1.179,69",,,,,,,"8.514,54",,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
BANZAE-BA,,,,,,,,BA,,"1.179,69",,,,,,-,,,,,,"1.179,69",,,,,,,"8.514,54",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,"1.629,10",,,,,,-,,,,,,"1.629,10",,,,,,,"11.758,19",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,"1.348,22",,,,,,-,,,,,,"1.348,22",,,,,,,"9.730,92",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,"1.348,22",,,,,,-,,,,,,"1.348,22",,,,,,,"9.730,92",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,"1.179,69",,,,,,-,,,,,,"1.179,69",,,,,,,"8.514,54",,,,,,,,,
BREJOES-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,"1.404,39",,,,,,-,,,,,,"1.404,39",,,,,,,"10.136,36",,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,"1.179,69",,,,,,-,,,,,,"1.179,69",,,,,,,"8.514,54",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,"1.348,22",,,,,,-,,,,,,"1.348,22",,,,,,,"9.730,92",,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,"1.629,10",,,,,,-,,,,,,"1.629,10",,,,,,,"11.758,19",,,,,,,,,
CAEM-BA,,,,,,,,BA,,"1.179,69",,,,,,-,,,,,,"1.179,69",,,,,,,"8.514,54",,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
CAIRU-BA,,,,,,,,BA,,"42.209,19",,,,,,"440.559,43",,,,,,"482.768,62",,,,,,,"3.512.683,96",,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,"1.572,92",,,,,,-,,,,,,"1.572,92",,,,,,,"11.352,74",,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,"2.664,87",,,,,,"175,49",,,,,,"2.840,36",,,,,,,"25.436,20",,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,"1.629,10",,,,,,-,,,,,,"1.629,10",,,,,,,"11.758,19",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,"1.629,10",,,,,,-,,,,,,"1.629,10",,,,,,,"11.758,19",,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,"193.530,72",,,,,,"159.377,69",,,,,,"352.908,41",,,,,,,"3.089.596,70",,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,"1.629,10",,,,,,-,,,,,,"1.629,10",,,,,,,"11.758,19",,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.556,11",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,"114.269,59",,,,,,"37.397,52",,,,,,"151.667,11",,,,,,,"1.199.573,37",,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
CATU-BA,,,,,,,,BA,,"150.124,59",,,,,,"67.435,90",,,,,,"217.560,49",,,,,,,"1.947.240,12",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,"1.572,92",,,,,,-,,,,,,"1.572,92",,,,,,,"11.352,74",,,,,,,,,
CIPO-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
COARACI-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,"1.404,39",,,,,,-,,,,,,"1.404,39",,,,,,,"10.136,36",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,"1.348,22",,,,,,-,,,,,,"1.348,22",,,,,,,"9.730,92",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,"1.853,80",,,,,,-,,,,,,"1.853,80",,,,,,,"13.380,02",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
CONDE-BA,,,,,,,,BA,,"2.328,14",,,,,,"559,58",,,,,,"2.887,72",,,,,,,"26.543,37",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,"1.404,39",,,,,,-,,,,,,"1.404,39",,,,,,,"10.136,36",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,"1.404,39",,,,,,-,,,,,,"1.404,39",,,,,,,"10.136,36",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,"1.797,62",,,,,,-,,,,,,"1.797,62",,,,,,,"12.974,57",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,"1.797,62",,,,,,-,,,,,,"1.797,62",,,,,,,"12.974,57",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,"194.742,77",,,,,,"138.513,46",,,,,,"333.256,23",,,,,,,"2.626.348,51",,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,"975.013,20",,,,,,"297.557,51",,,,,,"1.272.570,71",,,,,,,"10.548.202,00",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,"1.853,80",,,,,,-,,,,,,"1.853,80",,,,,,,"13.380,02",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,"2.022,33",,,,,,-,,,,,,"2.022,33",,,,,,,"14.596,40",,,,,,,,,
FATIMA-BA,,,,,,,,BA,,"1.404,39",,,,,,-,,,,,,"1.404,39",,,,,,,"10.136,36",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,"2.247,03",,,,,,-,,,,,,"2.247,03",,,,,,,"16.218,22",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,"1.179,69",,,,,,-,,,,,,"1.179,69",,,,,,,"8.514,54",,,,,,,,,
GANDU-BA,,,,,,,,BA,,"1.572,92",,,,,,-,,,,,,"1.572,92",,,,,,,"11.352,74",,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
GLORIA-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,"1.404,39",,,,,,-,,,,,,"1.404,39",,,,,,,"10.136,36",,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
IACU-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
IBICUI-BA,,,,,,,,BA,,"1.292,04",,,,,,-,,,,,,"1.292,04",,,,,,,"9.325,46",,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
ICHU-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
IGUAI-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
ILHEUS-BA,,,,,,,,BA,,"2.247,03",,,,,,-,,,,,,"2.247,03",,,,,,,"16.218,22",,,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,"2.770,56",,,,,,"582,14",,,,,,"3.352,70",,,,,,,"22.243,14",,,,,,,,,
IPECAETA-BA,,,,,,,,BA,,"1.348,22",,,,,,-,,,,,,"1.348,22",,,,,,,"9.730,92",,,,,,,,,
IPIAU-BA,,,,,,,,BA,,"1.741,45",,,,,,-,,,,,,"1.741,45",,,,,,,"12.569,13",,,,,,,,,
IPIRA-BA,,,,,,,,BA,,"1.853,80",,,,,,-,,,,,,"1.853,80",,,,,,,"13.380,02",,,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
IRARA-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
ITABELA-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
ITABERABA-BA,,,,,,,,BA,,"1.853,80",,,,,,-,,,,,,"1.853,80",,,,,,,"13.380,02",,,,,,,,,
ITABUNA-BA,,,,,,,,BA,,"2.247,03",,,,,,-,,,,,,"2.247,03",,,,,,,"16.218,22",,,,,,,,,
ITACARE-BA,,,,,,,,BA,,"1.516,74",,,,,,-,,,,,,"1.516,74",,,,,,,"10.947,28",,,,,,,,,
ITAGI-BA,,,,,,,,BA,,"1.235,86",,,,,,-,,,,,,"1.235,86",,,,,,,"8.920,00",,,,,,,,,
ITAGIBA-BA,,,,,,,,BA,,"1.348,22",,,,,,-,,,,,,"1.348,22",,,,,,,"9.730,92",,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
ITAJUIPE-BA,,,,,,,,BA,,"1.460,57",,,,,,-,,,,,,"1.460,57",,,,,,,"10.541,82",,,,,,,,,
ITAMARAJU-BA,,,,,,,,BA,,"1.909,98",,,,,,-,,,,,,"1.909,98",,,,,,,"13.785,48",,,,,,,,,
ITAMARI-BA,,,,,,,,BA,,"1.123,51",,,,,,-,,,,,,"1.123,51",,,,,,,"8.109,07",,,,,,,,,
