ANADIA-AL,AL, 413.21 , -   , 413.21 ," 1,246.58 "
ATALAIA-AL,AL, 533.73 , -   , 533.73 ," 1,610.16 "
BARRA DE SANTO ANTONIO-AL,AL, 395.99 , -   , 395.99 ," 1,194.63 "
BARRA DE SAO MIGUEL-AL,AL, 344.34 , -   , 344.34 ," 1,038.82 "
BOCA DA MATA-AL,AL, 464.86 , -   , 464.86 ," 1,402.39 "
BRANQUINHA-AL,AL, 361.56 , -   , 361.56 ," 1,090.76 "
CAJUEIRO-AL,AL, 447.65 , -   , 447.65 ," 1,350.47 "
CAMPESTRE-AL,AL, 344.34 , -   , 344.34 ," 1,038.82 "
CAMPO ALEGRE-AL,AL, 550.95 , -   , 550.95 ," 1,662.10 "
CAPELA-AL,AL, 413.21 , -   , 413.21 ," 1,246.58 "
CHA PRETA-AL,AL, 344.34 , -   , 344.34 ," 1,038.82 "
COLONIA LEOPOLDINA-AL,AL, 447.65 , -   , 447.65 ," 1,350.47 "
COQUEIRO SECO-AL,AL," 566,198.90 ", 69.68 ," 566,268.58 "," 1,373,402.16 "
CORURIPE-AL,AL," 593,087.11 "," 36,969.22 "," 630,056.33 "," 2,274,524.71 "
FELIZ DESERTO-AL,AL," 12,456.10 "," 17,407.40 "," 29,863.50 "," 90,092.15 "
FLEXEIRAS-AL,AL, 378.78 , -   , 378.78 ," 1,142.70 "
IBATEGUARA-AL,AL, 395.99 , -   , 395.99 ," 1,194.63 "
IGREJA NOVA-AL,AL, 447.65 , -   , 447.65 ," 1,350.47 "
JACUIPE-AL,AL, 344.34 , -   , 344.34 ," 1,038.82 "
JAPARATINGA-AL,AL, 344.34 , -   , 344.34 ," 1,038.82 "
JEQUIA DA PRAIA-AL,AL, 378.78 , -   , 378.78 ," 1,142.70 "
JOAQUIM GOMES-AL,AL, 447.65 , -   , 447.65 ," 1,350.47 "
JUNDIA-AL,AL, 344.34 , -   , 344.34 ," 1,038.82 "
JUNQUEIRO-AL,AL, 447.65 , -   , 447.65 ," 1,350.47 "
MACEIO-AL,AL," 577,338.29 "," 14,434.63 "," 591,772.92 "," 713,987.80 "
MARAGOGI-AL,AL, 482.08 , -   , 482.08 ," 1,454.34 "
MARECHAL DEODORO-AL,AL," 595,254.74 "," 20,475.29 "," 615,730.03 "," 2,201,576.84 "
MATRIZ DE CAMARAGIBE-AL,AL, 447.65 , -   , 447.65 ," 1,350.47 "
MESSIAS-AL,AL, 395.99 , -   , 395.99 ," 1,194.63 "
MURICI-AL,AL, 464.86 , -   , 464.86 ," 1,402.39 "
NOVO LINO-AL,AL, 378.78 , -   , 378.78 ," 1,142.70 "
PARIPUEIRA-AL,AL," 566,123.55 ", -   ," 566,123.55 "," 4,056,031.78 "
PASSO DE CAMARAGIBE-AL,AL, 395.99 , -   , 395.99 ," 1,194.63 "
PENEDO-AL,AL," 174,114.33 ", 10.98 ," 174,125.31 "," 647,480.34 "
PIACABUCU-AL,AL, 413.21 , -   , 413.21 ," 1,246.58 "
PILAR-AL,AL," 285,548.05 "," 112,649.08 "," 398,197.13 "," 970,622.55 "
PINDOBA-AL,AL, 344.34 , -   , 344.34 ," 1,038.82 "
PORTO CALVO-AL,AL, 464.86 , -   , 464.86 ," 1,402.39 "
PORTO DE PEDRAS-AL,AL, 344.34 , -   , 344.34 ," 1,038.82 "
PORTO REAL DO COLEGIO-AL,AL, 430.43 , -   , 430.43 ," 1,298.52 "
RIO LARGO-AL,AL," 175,780.33 "," 2,035.39 "," 177,815.72 "," 658,358.11 "
ROTEIRO-AL,AL," 566,534.42 ", 319.87 ," 566,854.29 "," 2,097,460.02 "
