IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,,,"2.838,03",,,,,,,"2.838,03",,,,,,,,,,"8.338,62",,,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,,,"2.838,03",,,,,,,"2.838,03",,,,,,,,,,"8.338,62",,,,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"1.152.412,19",,,,,,,,"91.997,66",,,,,,,"1.244.409,85",,,,,,,,,,"3.209.921,04",,,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.147.365,22",,,,,,,,"2.152.398,34",,,,,,,"5.299.763,56",,,,,,,,,,"15.152.945,62",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,,"7.449,72",,,,,,,"7.449,72",,,,,,,,,,"21.311,40",,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,,"22.349,16",,,,,,,"22.349,16",,,,,,,,,,"63.934,20",,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"278.651,24",,,,,,,,"158.014,24",,,,,,,"436.665,48",,,,,,,,,,"1.246.952,54",,,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.377,33",,,,,,,,-,,,,,,,"1.377,33",,,,,,,,,,"4.186,75",,,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"1.597,71",,,,,,,,-,,,,,,,"1.597,71",,,,,,,,,,"4.856,65",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.487,52",,,,,,,,-,,,,,,,"1.487,52",,,,,,,,,,"4.521,69",,,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.322,24",,,,,,,,-,,,,,,,"1.322,24",,,,,,,,,,"4.019,29",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,,"1.212,05",,,,,,,,-,,,,,,,"1.212,05",,,,,,,,,,"3.684,35",,,,,,,,,,
APORA-BA,,,,,,,,BA,,,"1.322,24",,,,,,,,-,,,,,,,"1.322,24",,,,,,,,,,"4.019,29",,,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
ARACAS-BA,,,,,,,,BA,,,"270.420,78",,,,,,,,"144.965,50",,,,,,,"415.386,28",,,,,,,,,,"1.229.205,87",,,,,,,,,,
ARACI-BA,,,,,,,,BA,,,"1.762,99",,,,,,,,-,,,,,,,"1.762,99",,,,,,,,,,"5.359,06",,,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,,"1.988,48",,,,,,,,"372,37",,,,,,,"2.360,85",,,,,,,,,,"6.026,81",,,,,,,,,,
ARATACA-BA,,,,,,,,BA,,,"1.156,96",,,,,,,,-,,,,,,,"1.156,96",,,,,,,,,,"3.516,88",,,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
BANZAE-BA,,,,,,,,BA,,,"1.156,96",,,,,,,,-,,,,,,,"1.156,96",,,,,,,,,,"3.516,88",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,,"1.597,71",,,,,,,,-,,,,,,,"1.597,71",,,,,,,,,,"4.856,65",,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,,"1.212,05",,,,,,,,-,,,,,,,"1.212,05",,,,,,,,,,"3.684,35",,,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,,"1.212,05",,,,,,,,-,,,,,,,"1.212,05",,,,,,,,,,"3.684,35",,,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,,"1.322,24",,,,,,,,-,,,,,,,"1.322,24",,,,,,,,,,"4.019,29",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,,"1.322,24",,,,,,,,-,,,,,,,"1.322,24",,,,,,,,,,"4.019,29",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,,"1.156,96",,,,,,,,-,,,,,,,"1.156,96",,,,,,,,,,"3.516,88",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,BA,,,"1.212,05",,,,,,,,-,,,,,,,"1.212,05",,,,,,,,,,"3.684,35",,,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,,"1.377,33",,,,,,,,-,,,,,,,"1.377,33",,,,,,,,,,"4.186,75",,,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,,"1.156,96",,,,,,,,-,,,,,,,"1.156,96",,,,,,,,,,"3.516,88",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,,"1.322,24",,,,,,,,-,,,,,,,"1.322,24",,,,,,,,,,"4.019,29",,,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,,"1.597,71",,,,,,,,-,,,,,,,"1.597,71",,,,,,,,,,"4.856,65",,,,,,,,,,
CAEM-BA,,,,,,,,BA,,,"1.156,96",,,,,,,,-,,,,,,,"1.156,96",,,,,,,,,,"3.516,88",,,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,,"1.212,05",,,,,,,,-,,,,,,,"1.212,05",,,,,,,,,,"3.684,35",,,,,,,,,,
CAIRU-BA,,,,,,,,BA,,,"41.395,97",,,,,,,,"431.234,12",,,,,,,"472.630,09",,,,,,,,,,"1.436.406,80",,,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,,"1.542,62",,,,,,,,-,,,,,,,"1.542,62",,,,,,,,,,"4.689,18",,,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,,"2.754,59",,,,,,,,"231,35",,,,,,,"2.985,94",,,,,,,,,,"9.255,25",,,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,,"1.597,71",,,,,,,,-,,,,,,,"1.597,71",,,,,,,,,,"4.856,65",,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,,"1.597,71",,,,,,,,-,,,,,,,"1.597,71",,,,,,,,,,"4.856,65",,,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,,"210.798,04",,,,,,,,"243.938,96",,,,,,,"454.737,00",,,,,,,,,,"1.396.561,07",,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,,"1.487,52",,,,,,,,-,,,,,,,"1.487,52",,,,,,,,,,"4.521,69",,,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,,"1.597,71",,,,,,,,-,,,,,,,"1.597,71",,,,,,,,,,"4.856,65",,,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,,"1.212,05",,,,,,,,-,,,,,,,"1.212,05",,,,,,,,,,"3.684,35",,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,,"1.487,52",,,,,,,,-,,,,,,,"1.487,52",,,,,,,,,,"4.521,69",,,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,,"119.509,23",,,,,,,,"37.206,46",,,,,,,"156.715,69",,,,,,,,,,"459.599,33",,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,,"1.487,52",,,,,,,,-,,,,,,,"1.487,52",,,,,,,,,,"4.521,69",,,,,,,,,,
CATU-BA,,,,,,,,BA,,,"171.606,85",,,,,,,,"81.125,53",,,,,,,"252.732,38",,,,,,,,,,"727.905,86",,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,,"1.542,62",,,,,,,,-,,,,,,,"1.542,62",,,,,,,,,,"4.689,18",,,,,,,,,,
CIPO-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
COARACI-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,,"1.377,33",,,,,,,,-,,,,,,,"1.377,33",,,,,,,,,,"4.186,75",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,,"1.322,24",,,,,,,,-,,,,,,,"1.322,24",,,,,,,,,,"4.019,29",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,,"1.818,08",,,,,,,,-,,,,,,,"1.818,08",,,,,,,,,,"5.526,52",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,,"1.487,52",,,,,,,,-,,,,,,,"1.487,52",,,,,,,,,,"4.521,69",,,,,,,,,,
CONDE-BA,,,,,,,,BA,,,"5.817,10",,,,,,,,"2.828,11",,,,,,,"8.645,21",,,,,,,,,,"20.261,60",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,,"1.377,33",,,,,,,,-,,,,,,,"1.377,33",,,,,,,,,,"4.186,75",,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,,"1.377,33",,,,,,,,-,,,,,,,"1.377,33",,,,,,,,,,"4.186,75",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,,"1.762,99",,,,,,,,-,,,,,,,"1.762,99",,,,,,,,,,"5.359,06",,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,,"1.212,05",,,,,,,,-,,,,,,,"1.212,05",,,,,,,,,,"3.684,35",,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,,"1.762,99",,,,,,,,-,,,,,,,"1.762,99",,,,,,,,,,"5.359,06",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,,"232.088,38",,,,,,,,"171.471,22",,,,,,,"403.559,60",,,,,,,,,,"1.151.863,61",,,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,,"1.172.357,23",,,,,,,,"321.034,36",,,,,,,"1.493.391,59",,,,,,,,,,"4.273.821,83",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,,"1.818,08",,,,,,,,-,,,,,,,"1.818,08",,,,,,,,,,"5.526,52",,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,,"1.983,36",,,,,,,,-,,,,,,,"1.983,36",,,,,,,,,,"6.028,94",,,,,,,,,,
FATIMA-BA,,,,,,,,BA,,,"1.377,33",,,,,,,,-,,,,,,,"1.377,33",,,,,,,,,,"4.186,75",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,,"2.203,74",,,,,,,,-,,,,,,,"2.203,74",,,,,,,,,,"6.698,82",,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,,"1.156,96",,,,,,,,-,,,,,,,"1.156,96",,,,,,,,,,"3.516,88",,,,,,,,,,
GANDU-BA,,,,,,,,BA,,,"1.542,62",,,,,,,,-,,,,,,,"1.542,62",,,,,,,,,,"4.689,18",,,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
GLORIA-BA,,,,,,,,BA,,,"1.212,05",,,,,,,,-,,,,,,,"1.212,05",,,,,,,,,,"3.684,35",,,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,,"1.377,33",,,,,,,,-,,,,,,,"1.377,33",,,,,,,,,,"4.186,75",,,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
IACU-BA,,,,,,,,BA,,,"1.487,52",,,,,,,,-,,,,,,,"1.487,52",,,,,,,,,,"4.521,69",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,,"1.487,52",,,,,,,,-,,,,,,,"1.487,52",,,,,,,,,,"4.521,69",,,,,,,,,,
IBICUI-BA,,,,,,,,BA,,,"1.267,15",,,,,,,,-,,,,,,,"1.267,15",,,,,,,,,,"3.851,80",,,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,,"1.432,43",,,,,,,,-,,,,,,,"1.432,43",,,,,,,,,,"4.354,23",,,,,,,,,,
ICHU-BA,,,,,,,,BA,,,"1.101,87",,,,,,,,-,,,,,,,"1.101,87",,,,,,,,,,"3.349,41",,,,,,,,,,
