JAPARATINGA-AL,,,,,,,,,AL,,"596,23",,,,,-,,,,,,"596,23",,,,,,,"5.727,47",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,"2.365,22",,,,,"717,93",,,,,,"3.083,15",,,,,,,"26.614,64",,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,"775,10",,,,,-,,,,,,"775,10",,,,,,,"7.445,71",,,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,"596,23",,,,,-,,,,,,"596,23",,,,,,,"5.727,47",,,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,"775,10",,,,,-,,,,,,"775,10",,,,,,,"7.445,71",,,,,,,,,
MACEIO-AL,,,,,,,,,AL,,"71.816,28",,,,,"27.800,64",,,,,,"99.616,92",,,,,,,"933.942,04",,,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,"834,73",,,,,-,,,,,,"834,73",,,,,,,"8.018,47",,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,"62.557,82",,,,,"49.738,80",,,,,,"112.296,62",,,,,,,"815.714,15",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,"775,10",,,,,-,,,,,,"775,10",,,,,,,"7.445,71",,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,"685,67",,,,,-,,,,,,"685,67",,,,,,,"6.586,59",,,,,,,,,
MURICI-AL,,,,,,,,,AL,,"804,91",,,,,-,,,,,,"804,91",,,,,,,"7.732,07",,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,"655,86",,,,,-,,,,,,"655,86",,,,,,,"6.300,22",,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,"626,04",,,,,"9.985,31",,,,,,"10.611,35",,,,,,,"76.521,36",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,"685,67",,,,,-,,,,,,"685,67",,,,,,,"6.586,59",,,,,,,,,
PENEDO-AL,,,,,,,,,AL,,"395.668,73",,,,,"15,88",,,,,,"395.684,61",,,,,,,"3.686.089,92",,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,"715,48",,,,,-,,,,,,"715,48",,,,,,,"6.872,96",,,,,,,,,
PILAR-AL,,,,,,,,,AL,,"200.333,37",,,,,"117.230,50",,,,,,"317.563,87",,,,,,,"3.151.163,08",,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,"596,23",,,,,-,,,,,,"596,23",,,,,,,"5.727,47",,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,"804,91",,,,,-,,,,,,"804,91",,,,,,,"7.732,07",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,"596,23",,,,,-,,,,,,"596,23",,,,,,,"5.727,47",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,"745,29",,,,,-,,,,,,"745,29",,,,,,,"7.159,34",,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,"397.474,95",,,,,"3.195,72",,,,,,"400.670,67",,,,,,,"3.747.193,61",,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,"2.342.804,97",,,,,"491,46",,,,,,"2.343.296,43",,,,,,,"19.139.193,49",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,"51.617,84",,,,,"83,25",,,,,,"51.701,09",,,,,,,"257.453,79",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,"626,04",,,,,-,,,,,,"626,04",,,,,,,"6.013,84",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,"775,10",,,,,-,,,,,,"775,10",,,,,,,"7.445,71",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,"864,54",,,,,-,,,,,,"864,54",,,,,,,"8.304,84",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,"319.037,28",,,,,"212.461,36",,,,,,"531.498,64",,,,,,,"5.083.348,01",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,"596,23",,,,,-,,,,,,"596,23",,,,,,,"5.727,47",,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,"8.953,70",,,,,"5.332,88",,,,,,"14.286,58",,,,,,,"137.222,07",,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,"924,16",,,,,-,,,,,,"924,16",,,,,,,"8.877,59",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,"983,79",,,,,-,,,,,,"983,79",,,,,,,"9.450,34",,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,"804,91",,,,,-,,,,,,"804,91",,,,,,,"7.732,07",,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"6.384.658,47",,,,,"529.378,20",,,,,,"6.914.036,67",,,,,,,"58.825.303,53",,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,"50.908,16",,,,,"3.151,54",,,,,,"54.059,70",,,,,,,"517.230,44",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,"50.908,16",,,,,"3.338,43",,,,,,"54.246,59",,,,,,,"518.380,66",,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
BERURI-AM,,,,,,,,,AM,,-,,,,,"2.916,74",,,,,,"2.916,74",,,,,,,"26.299,22",,,,,,,,,
CAAPIRANGA-AM,,,,,,,,,AM,,"50.908,16",,,,,"240,19",,,,,,"51.148,35",,,,,,,"550.145,57",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,-,,,,,"2.916,74",,,,,,"2.916,74",,,,,,,"26.299,22",,,,,,,,,
COARI-AM,,,,,,,,,AM,,"3.003.071,57",,,,,"2.794.162,28",,,,,,"5.797.233,85",,,,,,,"56.363.088,91",,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,"50.908,16",,,,,"3.580,82",,,,,,"54.488,98",,,,,,,"578.443,89",,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,-,,,,,"2.916,74",,,,,,"2.916,74",,,,,,,"26.299,22",,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,-,,,,,"2.916,74",,,,,,"2.916,74",,,,,,,"26.299,22",,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,"394.684,94",,,,,"264.467,50",,,,,,"659.152,44",,,,,,,"6.248.855,74",,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
SILVES-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
TEFE-AM,,,,,,,,,AM,,"94.015,45",,,,,"33.845,56",,,,,,"127.861,01",,,,,,,"709.308,76",,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.695.404,60",,,,,"3.191.533,33",,,,,,"6.886.937,93",,,,,,,"66.396.074,08",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,-,,,,,"8.564,45",,,,,,"8.564,45",,,,,,,"89.491,47",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,"25.693,35",,,,,,"25.693,35",,,,,,,"268.474,41",,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,"387.620,42",,,,,"264.729,52",,,,,,"652.349,94",,,,,,,"6.448.785,56",,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.853,75",,,,,-,,,,,,"1.853,75",,,,,,,"17.510,45",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"1.534,14",,,,,-,,,,,,"1.534,14",,,,,,,"14.491,40",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
APORA-BA,,,,,,,,,BA,,"1.534,14",,,,,-,,,,,,"1.534,14",,,,,,,"14.491,40",,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"457.334,63",,,,,"274.141,59",,,,,,"731.476,22",,,,,,,"7.031.795,05",,,,,,,,,
ARACI-BA,,,,,,,,,BA,,"2.045,52",,,,,-,,,,,,"2.045,52",,,,,,,"19.321,88",,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"2.349,31",,,,,"422,91",,,,,,"2.772,22",,,,,,,"31.225,54",,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"1.406,29",,,,,-,,,,,,"1.406,29",,,,,,,"13.283,77",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.853,75",,,,,-,,,,,,"1.853,75",,,,,,,"17.510,45",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"1.534,14",,,,,-,,,,,,"1.534,14",,,,,,,"14.491,40",,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"1.534,14",,,,,-,,,,,,"1.534,14",,,,,,,"14.491,40",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"1.598,06",,,,,-,,,,,,"1.598,06",,,,,,,"15.095,20",,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"1.534,14",,,,,-,,,,,,"1.534,14",,,,,,,"14.491,40",,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.853,75",,,,,-,,,,,,"1.853,75",,,,,,,"17.510,45",,,,,,,,,
CAEM-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"1.406,29",,,,,-,,,,,,"1.406,29",,,,,,,"13.283,77",,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"44.164,59",,,,,"492.696,51",,,,,,"536.861,10",,,,,,,"4.989.122,89",,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"1.789,83",,,,,-,,,,,,"1.789,83",,,,,,,"16.906,65",,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"397.241,84",,,,,"228.127,51",,,,,,"625.369,35",,,,,,,"6.127.425,14",,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.853,75",,,,,-,,,,,,"1.853,75",,,,,,,"17.510,45",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.853,75",,,,,-,,,,,,"1.853,75",,,,,,,"17.510,45",,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"591.801,11",,,,,"580.105,70",,,,,,"1.171.906,81",,,,,,,"10.483.966,33",,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.853,75",,,,,-,,,,,,"1.853,75",,,,,,,"17.510,45",,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"110.017,45",,,,,"37.728,21",,,,,,"147.745,66",,,,,,,"1.540.713,90",,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
CATU-BA,,,,,,,,,BA,,"315.885,60",,,,,"151.136,43",,,,,,"467.022,03",,,,,,,"4.462.963,68",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.853,75",,,,,-,,,,,,"1.853,75",,,,,,,"17.510,45",,,,,,,,,
CIPO-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
COARACI-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"1.534,14",,,,,-,,,,,,"1.534,14",,,,,,,"14.491,40",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"2.109,44",,,,,-,,,,,,"2.109,44",,,,,,,"19.925,68",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"1.789,83",,,,,-,,,,,,"1.789,83",,,,,,,"16.906,65",,,,,,,,,
CONDE-BA,,,,,,,,,BA,,"3.759,53",,,,,"1.352,92",,,,,,"5.112,45",,,,,,,"46.413,45",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"1.534,14",,,,,-,,,,,,"1.534,14",,,,,,,"14.491,40",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"2.109,44",,,,,-,,,,,,"2.109,44",,,,,,,"19.925,68",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"1.406,29",,,,,-,,,,,,"1.406,29",,,,,,,"13.283,77",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"2.173,36",,,,,-,,,,,,"2.173,36",,,,,,,"20.529,49",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"353.061,14",,,,,"253.500,11",,,,,,"606.561,25",,,,,,,"5.947.830,98",,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"608.071,54",,,,,"482.124,68",,,,,,"1.090.196,22",,,,,,,"11.003.299,20",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"2.109,44",,,,,-,,,,,,"2.109,44",,,,,,,"19.925,68",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"397.050,07",,,,,"9.576,70",,,,,,"406.626,77",,,,,,,"3.576.263,72",,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"1.534,14",,,,,-,,,,,,"1.534,14",,,,,,,"14.491,40",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"2.556,90",,,,,-,,,,,,"2.556,90",,,,,,,"24.152,37",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"1.342,37",,,,,-,,,,,,"1.342,37",,,,,,,"12.679,97",,,,,,,,,
GANDU-BA,,,,,,,,,BA,,"1.789,83",,,,,-,,,,,,"1.789,83",,,,,,,"16.906,65",,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"1.598,06",,,,,-,,,,,,"1.598,06",,,,,,,"15.095,20",,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"1.406,29",,,,,-,,,,,,"1.406,29",,,,,,,"13.283,77",,,,,,,,,
IACU-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"1.598,06",,,,,-,,,,,,"1.598,06",,,,,,,"15.095,20",,,,,,,,,
ICHU-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"1.406,29",,,,,-,,,,,,"1.406,29",,,,,,,"13.283,77",,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"2.556,90",,,,,-,,,,,,"2.556,90",,,,,,,"24.152,37",,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"2.080,67",,,,,"83,13",,,,,,"2.163,80",,,,,,,"27.219,47",,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"1.981,59",,,,,-,,,,,,"1.981,59",,,,,,,"18.718,05",,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"2.109,44",,,,,-,,,,,,"2.109,44",,,,,,,"19.925,68",,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
IRARA-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"1.789,83",,,,,-,,,,,,"1.789,83",,,,,,,"16.906,65",,,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"2.109,44",,,,,-,,,,,,"2.109,44",,,,,,,"19.925,68",,,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"397.241,84",,,,,"1.809,02",,,,,,"399.050,86",,,,,,,"3.518.520,74",,,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"1.725,90",,,,,-,,,,,,"1.725,90",,,,,,,"16.302,83",,,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"1.406,29",,,,,-,,,,,,"1.406,29",,,,,,,"13.283,77",,,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,"1.470,21",,,,,-,,,,,,"1.470,21",,,,,,,"13.887,59",,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,,BA,,"1.278,45",,,,,-,,,,,,"1.278,45",,,,,,,"12.076,16",,,,,,,,,
ITAJUIPE-BA,,,,,,,,,BA,,"1.661,98",,,,,-,,,,,,"1.661,98",,,,,,,"15.699,02",,,,,,,,,
