SAO LUIS DO QUITUNDE-AL,,,AL,,,,"423,67",,,,,,-,,,,,"423,67",,,,,"423,67",,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,AL,,,,"46.144,46",,,,,,"15.980,06",,,,,"62.124,52",,,,,"62.124,52",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,AL,,,,"302,62",,,,,,-,,,,,"302,62",,,,,"302,62",,,,,,,,,,,
SATUBA-AL,,,AL,,,,"6.046,00",,,,,,"3.696,12",,,,,"9.742,12",,,,,"9.742,12",,,,,,,,,,,
TEOTONIO VILELA-AL,,,AL,,,,"438,80",,,,,,-,,,,,"438,80",,,,,"438,80",,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,AL,,,,"484,20",,,,,,-,,,,,"484,20",,,,,"484,20",,,,,,,,,,,
VICOSA-AL,,,AL,,,,"408,54",,,,,,-,,,,,"408,54",,,,,"408,54",,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,AM,,,,-,,,,,,"23.401,48",,,,,"23.401,48",,,,,"23.401,48",,,,,,,,,,,
COARI-AM,,,AM,,,,"506.935,74",,,,,,"432.049,50",,,,,"938.985,24",,,,,"938.985,24",,,,,,,,,,,
IRANDUBA-AM,,,AM,,,,-,,,,,,"23.401,48",,,,,"23.401,48",,,,,"23.401,48",,,,,,,,,,,
MANAUS-AM,,,AM,,,,"16.183,84",,,,,,"70.711,06",,,,,"86.894,90",,,,,"86.894,90",,,,,,,,,,,
ACAJUTIBA-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
ADUSTINA-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
AGUA FRIA-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
AIQUARA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
ALAGOINHAS-BA,,,BA,,,,"99.998,80",,,,,,"52.731,73",,,,,"152.730,53",,,,,"152.730,53",,,,,,,,,,,
AMARGOSA-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
AMELIA RODRIGUES-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
ANAGE-BA,,,BA,,,,"31,36",,,,,,-,,,,,"31,36",,,,,"31,36",,,,,,,,,,,
ANGUERA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
ANTAS-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
ANTONIO CARDOSO-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
APORA-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
APUAREMA-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
ARACAS-BA,,,BA,,,,"35.595,78",,,,,,"12.386,28",,,,,"47.982,06",,,,,"47.982,06",,,,,,,,,,,
ARACI-BA,,,BA,,,,"32,37",,,,,,-,,,,,"32,37",,,,,"32,37",,,,,,,,,,,
ARAMARI-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
ARATUIPE-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
BAIXA GRANDE-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
BANZAE-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
BARRA DO CHOCA-BA,,,BA,,,,"30,35",,,,,,-,,,,,"30,35",,,,,"30,35",,,,,,,,,,,
BELO CAMPO-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
BIRITINGA-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
BOA NOVA-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,BA,,,,"25,29",,,,,,-,,,,,"25,29",,,,,"25,29",,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
BREJOES-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
CAATIBA-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
CACHOEIRA-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
CAEM-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
CAETANOS-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
CAMACARI-BA,,,BA,,,,"16.469,39",,,,,,"103,18",,,,,"16.572,57",,,,,"16.572,57",,,,,,,,,,,
CANDEAL-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
CANDEIAS-BA,,,BA,,,,"216.890,21",,,,,,"87.220,60",,,,,"304.110,81",,,,,"304.110,81",,,,,,,,,,,
CANDIDO SALES-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
CANSANCAO-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
CANUDOS-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
CAPIM GROSSO-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
CARAVELAS-BA,,,BA,,,,"18.027,57",,,,,,"1.382,12",,,,,"19.409,69",,,,,"19.409,69",,,,,,,,,,,
CARDEAL DA SILVA-BA,,,BA,,,,"39.603,86",,,,,,"15.091,55",,,,,"54.695,41",,,,,"54.695,41",,,,,,,,,,,
CASTRO ALVES-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CATU-BA,,,BA,,,,"53.010,40",,,,,,"22.394,34",,,,,"75.404,74",,,,,"75.404,74",,,,,,,,,,,
CICERO DANTAS-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
CIPO-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,BA,,,,"25,29",,,,,,-,,,,,"25,29",,,,,"25,29",,,,,,,,,,,
CONCEICAO DO COITE-BA,,,BA,,,,"32,37",,,,,,-,,,,,"32,37",,,,,"32,37",,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
CONDE-BA,,,BA,,,,"25,29",,,,,,-,,,,,"25,29",,,,,"25,29",,,,,,,,,,,
CORACAO DE MARIA-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
CORONEL JOAO SA-BA,,,BA,,,,"25,29",,,,,,-,,,,,"25,29",,,,,"25,29",,,,,,,,,,,
CRAVOLANDIA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
CRISOPOLIS-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,BA,,,,"32,37",,,,,,-,,,,,"32,37",,,,,"32,37",,,,,,,,,,,
DARIO MEIRA-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
DIAS D'AVILA-BA,,,BA,,,,"140,11",,,,,,"45,98",,,,,"186,09",,,,,"186,09",,,,,,,,,,,
DOM MACEDO COSTA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
ELISIO MEDRADO-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
ENCRUZILHADA-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
ENTRE RIOS-BA,,,BA,,,,"117.603,01",,,,,,"65.394,93",,,,,"182.997,94",,,,,"182.997,94",,,,,,,,,,,
ESPLANADA-BA,,,BA,,,,"150.690,47",,,,,,"86.740,58",,,,,"237.431,05",,,,,"237.431,05",,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,BA,,,,"32,37",,,,,,-,,,,,"32,37",,,,,"32,37",,,,,,,,,,,
FATIMA-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
FEIRA DE SANTANA-BA,,,BA,,,,"40,46",,,,,,-,,,,,"40,46",,,,,"40,46",,,,,,,,,,,
GAVIAO-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
GLORIA-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
HELIOPOLIS-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
IACU-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
IBIQUERA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
ICHU-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
INHAMBUPE-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
IPECAETA-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
IPIRA-BA,,,BA,,,,"33,38",,,,,,-,,,,,"33,38",,,,,"33,38",,,,,,,,,,,
IRAJUBA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
IRARA-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
ITABERABA-BA,,,BA,,,,"33,38",,,,,,-,,,,,"33,38",,,,,"33,38",,,,,,,,,,,
ITAGI-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
ITAMBE-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
ITANAGRA-BA,,,BA,,,,"20.205,88",,,,,,"2.534,94",,,,,"22.740,82",,,,,"22.740,82",,,,,,,,,,,
ITAPARICA-BA,,,BA,,,,"591,51",,,,,,"948,73",,,,,"1.540,24",,,,,"1.540,24",,,,,,,,,,,
ITAPETINGA-BA,,,BA,,,,"32,37",,,,,,-,,,,,"32,37",,,,,"32,37",,,,,,,,,,,
ITAPICURU-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
ITAQUARA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
ITARANTIM-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
ITATIM-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
ITIRUCU-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
ITIUBA-BA,,,BA,,,,"29,33",,,,,,-,,,,,"29,33",,,,,"29,33",,,,,,,,,,,
JACOBINA-BA,,,BA,,,,"36,42",,,,,,-,,,,,"36,42",,,,,"36,42",,,,,,,,,,,
JAGUAQUARA-BA,,,BA,,,,"31,36",,,,,,-,,,,,"31,36",,,,,"31,36",,,,,,,,,,,
JAGUARIPE-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
JANDAIRA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JEQUIE-BA,,,BA,,,,"40,46",,,,,,-,,,,,"40,46",,,,,"40,46",,,,,,,,,,,
JEREMOABO-BA,,,BA,,,,"29,33",,,,,,-,,,,,"29,33",,,,,"29,33",,,,,,,,,,,
JIQUIRICA-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
JITAUNA-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
LAJE-BA,,,BA,,,,"25,29",,,,,,-,,,,,"25,29",,,,,"25,29",,,,,,,,,,,
LAJEDINHO-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
LAMARAO-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
LAURO DE FREITAS-BA,,,BA,,,,"37,43",,,,,,-,,,,,"37,43",,,,,"37,43",,,,,,,,,,,
MACAJUBA-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
MACARANI-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
MADRE DE DEUS-BA,,,BA,,,,"137.131,43",,,,,,"159.337,85",,,,,"296.469,28",,,,,"296.469,28",,,,,,,,,,,
MAIQUINIQUE-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
MAIRI-BA,,,BA,,,,"25,29",,,,,,-,,,,,"25,29",,,,,"25,29",,,,,,,,,,,
MANOEL VITORINO-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
MARACAS-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
MARAGOGIPE-BA,,,BA,,,,"29,33",,,,,,-,,,,,"29,33",,,,,"29,33",,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
MATA DE SAO JOAO-BA,,,BA,,,,"57.077,41",,,,,,"23.377,28",,,,,"80.454,69",,,,,"80.454,69",,,,,,,,,,,
MIGUEL CALMON-BA,,,BA,,,,"29,33",,,,,,-,,,,,"29,33",,,,,"29,33",,,,,,,,,,,
MILAGRES-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
MIRANTE-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
MONTE SANTO-BA,,,BA,,,,"32,37",,,,,,-,,,,,"32,37",,,,,"32,37",,,,,,,,,,,
MUNDO NOVO-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
MUNIZ FERREIRA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
MURITIBA-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
MUTUIPE-BA,,,BA,,,,"25,29",,,,,,-,,,,,"25,29",,,,,"25,29",,,,,,,,,,,
NAZARE-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
NORDESTINA-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
NOVA CANAA-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
NOVA FATIMA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
NOVA ITARANA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
NOVA SOURE-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
NOVO TRIUNFO-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
OLINDINA-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
OURICANGAS-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
OUROLANDIA-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
PARIPIRANGA-BA,,,BA,,,,"27,31",,,,,,-,,,,,"27,31",,,,,"27,31",,,,,,,,,,,
PAULO AFONSO-BA,,,BA,,,,"36,42",,,,,,-,,,,,"36,42",,,,,"36,42",,,,,,,,,,,
PE DE SERRA-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
PEDRAO-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
PINTADAS-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
PIRITIBA-BA,,,BA,,,,"25,29",,,,,,-,,,,,"25,29",,,,,"25,29",,,,,,,,,,,
PLANALTINO-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
PLANALTO-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
POCOES-BA,,,BA,,,,"30,35",,,,,,-,,,,,"30,35",,,,,"30,35",,,,,,,,,,,
POJUCA-BA,,,BA,,,,"182.530,98",,,,,,"151.741,67",,,,,"334.272,65",,,,,"334.272,65",,,,,,,,,,,
QUEIMADAS-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
QUIJINGUE-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIXABEIRA-BA,,,BA,,,,"23,26",,,,,,-,,,,,"23,26",,,,,"23,26",,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,BA,,,,"26,30",,,,,,-,,,,,"26,30",,,,,"26,30",,,,,,,,,,,
RETIROLANDIA-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,BA,,,,"31,36",,,,,,-,,,,,"31,36",,,,,"31,36",,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,BA,,,,"22,25",,,,,,-,,,,,"22,25",,,,,"22,25",,,,,,,,,,,
RIO REAL-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
RUY BARBOSA-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,BA,,,,"492,92",,,,,,"948,73",,,,,"1.441,65",,,,,"1.441,65",,,,,,,,,,,
SALVADOR-BA,,,BA,,,,"985,85",,,,,,"36.146,31",,,,,"37.132,16",,,,,"37.132,16",,,,,,,,,,,
SANTA BARBARA-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
SANTA BRIGIDA-BA,,,BA,,,,"24,28",,,,,,-,,,,,"24,28",,,,,"24,28",,,,,,,,,,,
SANTA INES-BA,,,BA,,,,"21,24",,,,,,-,,,,,"21,24",,,,,"21,24",,,,,,,,,,,
SANTA TERESINHA-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
SANTALUZ-BA,,,BA,,,,"28,32",,,,,,-,,,,,"28,32",,,,,"28,32",,,,,,,,,,,
SANTANOPOLIS-BA,,,BA,,,,"20,23",,,,,,-,,,,,"20,23",,,,,"20,23",,,,,,,,,,,
SANTO AMARO-BA,,,BA,,,,"813,32",,,,,,"948,73",,,,,"1.762,05",,,,,"1.762,05",,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,BA,,,,"34,39",,,,,,-,,,,,"34,39",,,,,"34,39",,,,,,,,,,,
