ITAPE-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"3.962,41",,,,,,,,
ITAPEBI-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.617,86",,,,,,,,
ITAPETINGA-BA,,,,BA,,,,,"1.192,08",,,,,,,-,,,,,,,"1.192,08",,,,,,,"5.867,84",,,,,,,,
ITAPICURU-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
ITAPITANGA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.617,86",,,,,,,,
ITAQUARA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
ITARANTIM-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
ITATIM-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
ITIRUCU-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
ITIUBA-BA,,,,BA,,,,,"1.047,59",,,,,,,-,,,,,,,"1.047,59",,,,,,,"5.156,60",,,,,,,,
ITORORO-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.306,98",,,,,,,,
ITUBERA-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.651,54",,,,,,,,
JACOBINA-BA,,,,BA,,,,,"1.264,33",,,,,,,-,,,,,,,"1.264,33",,,,,,,"6.223,46",,,,,,,,
JAGUAQUARA-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.512,20",,,,,,,,
JAGUARIPE-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
JANDAIRA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
JEQUIE-BA,,,,BA,,,,,"1.444,95",,,,,,,-,,,,,,,"1.444,95",,,,,,,"7.112,54",,,,,,,,
JEREMOABO-BA,,,,BA,,,,,"1.047,59",,,,,,,-,,,,,,,"1.047,59",,,,,,,"5.156,60",,,,,,,,
JIQUIRICA-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
JITAUNA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
JUCURUCU-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.790,14",,,,,,,,
JUSSARI-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
LAJE-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
LAJEDAO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
LAJEDINHO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
LAMARAO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,,,"1.372,70",,,,,,,-,,,,,,,"1.372,70",,,,,,,"6.756,91",,,,,,,,
MACAJUBA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
MACARANI-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,,,"1.043.572,66",,,,,,,"878.713,45",,,,,,,"1.922.286,11",,,,,,,"14.535.449,67",,,,,,,,
MAIQUINIQUE-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
MAIRI-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
MARACAS-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
MARAGOGIPE-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.512,20",,,,,,,,
MARAU-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.306,98",,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
MASCOTE-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.134,69",,,,,,,,
MATA DE SÃO JOAO-BA,,,,BA,,,,,"161.689,81",,,,,,,"73.702,37",,,,,,,"235.392,18",,,,,,,"1.948.518,40",,,,,,,,
MEDEIROS NETO-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
MIGUEL CALMON-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
MILAGRES-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
MIRANTE-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
MONTE SANTO-BA,,,,BA,,,,,"1.155,96",,,,,,,-,,,,,,,"1.155,96",,,,,,,"5.690,03",,,,,,,,
MUCURI-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.823,81",,,,,,,,
MUNDO NOVO-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MURITIBA-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
MUTUIPE-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
NAZARE-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
NILO PECANHA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.617,86",,,,,,,,
NORDESTINA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
NOVA CANAA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
NOVA FATIMA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
NOVA IBIA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
NOVA ITARANA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
NOVA SOURE-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
NOVA VICOSA-BA,,,,BA,,,,,"1.047,59",,,,,,,-,,,,,,,"1.047,59",,,,,,,"4.996,11",,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
OLINDINA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
OURICANGAS-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
OUROLANDIA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
PARIPIRANGA-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
PAU BRASIL-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.790,14",,,,,,,,
PAULO AFONSO-BA,,,,BA,,,,,"1.336,58",,,,,,,-,,,,,,,"1.336,58",,,,,,,"6.579,10",,,,,,,,
PE DE SERRA-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
PEDRAO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
PEDRO ALEXANDRE-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
PINTADAS-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
PIRAI DO NORTE-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.617,86",,,,,,,,
PIRITIBA-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
PLANALTINO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
PLANALTO-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
POCOES-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.512,20",,,,,,,,
POJUCA-BA,,,,BA,,,,,"537.920,57",,,,,,,"463.911,48",,,,,,,"1.001.832,05",,,,,,,"9.176.218,52",,,,,,,,
PORTO SEGURO-BA,,,,BA,,,,,"1.300,46",,,,,,,-,,,,,,,"1.300,46",,,,,,,"6.202,08",,,,,,,,
POTIRAGUA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"3.962,41",,,,,,,,
PRADO-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.651,54",,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.306,98",,,,,,,,
QUEIMADAS-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
QUIJINGUE-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
QUIXABEIRA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
RAFAEL JAMBEIRO-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
RETIROLANDIA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
RIACHAO DO JACUIPE-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
RIBEIRA DO AMPARO-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
RIBEIRA DO POMBAL-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.512,20",,,,,,,,
RIBEIRAO DO LARGO-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
RIO REAL-BA,,,,BA,,,,,"1.047,59",,,,,,,-,,,,,,,"1.047,59",,,,,,,"5.156,60",,,,,,,,
RUY BARBOSA-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
SALINAS DA MARGARIDA-BA,,,,BA,,,,,"27.020,02",,,,,,,"189.689,49",,,,,,,"216.709,51",,,,,,,"1.445.118,30",,,,,,,,
SALVADOR-BA,,,,BA,,,,,"51.466,72",,,,,,,"189.689,49",,,,,,,"241.156,21",,,,,,,"1.564.618,32",,,,,,,,
SANTA BARBARA-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
SANTA BRIGIDA-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
SANTA INES-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTA LUZIA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"3.962,41",,,,,,,,
SANTA TERESINHA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
SANTA LUZ-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
SANTANOPOLIS-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
SANTO AMARO-BA,,,,BA,,,,,"42.460,04",,,,,,,"189.689,49",,,,,,,"232.149,53",,,,,,,"1.520.592,00",,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,BA,,,,,"1.264,33",,,,,,,-,,,,,,,"1.264,33",,,,,,,"6.223,46",,,,,,,,
SANTO ESTEVAO-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.512,20",,,,,,,,
SÃO DOMINGOS-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
SÃO FELIPE-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
SÃO FELIX-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
SÃO FRANCISCO DO CONDE-BA,,,,BA,,,,,"1.071.915,60",,,,,,,"207.572,55",,,,,,,"1.279.488,15",,,,,,,"10.168.434,55",,,,,,,,
SÃO GONCALO DOS CAMPOS-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
SÃO JOSE DA VITORIA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
SÃO JOSE DO JACUIPE-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
SÃO MIGUEL DAS MATAS-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
SÃO SEBASTIAO DO PASSE-BA,,,,BA,,,,,"304.750,99",,,,,,,"170.332,73",,,,,,,"475.083,72",,,,,,,"3.987.807,77",,,,,,,,
SAPEACU-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
SATIRO DIAS-BA,,,,BA,,,,,"16.929,66",,,,,,,"8.191,97",,,,,,,"25.121,63",,,,,,,"319.115,22",,,,,,,,
SAUBARA-BA,,,,BA,,,,,"27.020,02",,,,,,,"189.689,49",,,,,,,"216.709,51",,,,,,,"1.445.118,30",,,,,,,,
SERRA PRETA-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
SERRINHA-BA,,,,BA,,,,,"1.228,21",,,,,,,-,,,,,,,"1.228,21",,,,,,,"6.045,66",,,,,,,,
SERROLANDIA-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
SIMOES FILHO-BA,,,,BA,,,,,"71.178,54",,,,,,,"2.733,25",,,,,,,"73.911,79",,,,,,,"638.991,17",,,,,,,,
SITIO DO QUINTO-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
TANQUINHO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
TAPEROA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"3.962,41",,,,,,,,
TAPIRAMUTA-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,BA,,,,,"1.336,58",,,,,,,-,,,,,,,"1.336,58",,,,,,,"6.374,34",,,,,,,,
TEODORO SAMPAIO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
TEOFILANDIA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
TEOLANDIA-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.790,14",,,,,,,,
TERRANOVA-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
TUCANO-BA,,,,BA,,,,,"1.155,96",,,,,,,-,,,,,,,"1.155,96",,,,,,,"5.690,03",,,,,,,,
UAUA-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
UBAIRA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
UBAITABA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
UBATA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
UNA-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.823,81",,,,,,,,
URUCUCA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
VALENCA-BA,,,,BA,,,,,"1.264,33",,,,,,,-,,,,,,,"1.264,33",,,,,,,"6.029,77",,,,,,,,
VALENTE-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
VARZEA DA ROCA-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
VARZEA DO POCO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
VARZEA NOVA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
VARZEDO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
VERA CRUZ-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
VEREDA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
VITORIA DA CONQUISTA-BA,,,,BA,,,,,"1.444,95",,,,,,,-,,,,,,,"1.444,95",,,,,,,"7.112,54",,,,,,,,
WENCESLAU GUIMARAES-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
BAHIA  TOTAL,,,,,,,,,"5.605.666,93",,,,,,,"4.236.581,23",,,,,,,"9.842.248,16",,,,,,,"77.427.808,46",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACARAU-CE,,,,CE,,,,,"2.713,68",,,,,,,-,,,,,,,"2.713,68",,,,,,,"23.180,31",,,,,,,,
ALCANTARAS-CE,,,,CE,,,,,"1.696,05",,,,,,,-,,,,,,,"1.696,05",,,,,,,"14.487,69",,,,,,,,
AMONTADA-CE,,,,CE,,,,,"56.644,83",,,,,,,"66.299,64",,,,,,,"122.944,47",,,,,,,"1.066.591,72",,,,,,,,
APUIARES-CE,,,,CE,,,,,"1.865,65",,,,,,,-,,,,,,,"1.865,65",,,,,,,"15.936,46",,,,,,,,
AQUIRAZ-CE,,,,CE,,,,,-,,,,,,,"6.226,51",,,,,,,"6.226,51",,,,,,,"42.520,71",,,,,,,,
ARACATI-CE,,,,CE,,,,,"729.974,75",,,,,,,"19.822,21",,,,,,,"749.796,96",,,,,,,"5.843.512,03",,,,,,,,
ARARENDA-CE,,,,CE,,,,,"1.780,85",,,,,,,-,,,,,,,"1.780,85",,,,,,,"15.212,06",,,,,,,,
BARROQUINHA-CE,,,,CE,,,,,"1.865,65",,,,,,,-,,,,,,,"1.865,65",,,,,,,"15.936,46",,,,,,,,
BELA CRUZ-CE,,,,CE,,,,,"2.374,47",,,,,,,-,,,,,,,"2.374,47",,,,,,,"20.282,78",,,,,,,,
CAMOCIM-CE,,,,CE,,,,,"2.713,68",,,,,,,-,,,,,,,"2.713,68",,,,,,,"23.180,31",,,,,,,,
CANINDE-CE,,,,CE,,,,,"2.883,29",,,,,,,-,,,,,,,"2.883,29",,,,,,,"24.629,09",,,,,,,,
CARIDADE-CE,,,,CE,,,,,"1.950,46",,,,,,,-,,,,,,,"1.950,46",,,,,,,"16.660,83",,,,,,,,
CARIRE-CE,,,,CE,,,,,"2.120,06",,,,,,,-,,,,,,,"2.120,06",,,,,,,"18.109,62",,,,,,,,
CARNAUBAL-CE,,,,CE,,,,,"1.950,46",,,,,,,-,,,,,,,"1.950,46",,,,,,,"16.660,83",,,,,,,,
CATUNDA-CE,,,,CE,,,,,"1.696,05",,,,,,,-,,,,,,,"1.696,05",,,,,,,"14.487,69",,,,,,,,
CAUCAIA-CE,,,,CE,,,,,-,,,,,,,"6.226,51",,,,,,,"6.226,51",,,,,,,"42.520,71",,,,,,,,
CHAVAL-CE,,,,CE,,,,,"1.865,65",,,,,,,-,,,,,,,"1.865,65",,,,,,,"15.936,46",,,,,,,,
COREAU-CE,,,,CE,,,,,"2.120,06",,,,,,,-,,,,,,,"2.120,06",,,,,,,"18.109,62",,,,,,,,
CRATEUS-CE,,,,CE,,,,,"2.883,29",,,,,,,-,,,,,,,"2.883,29",,,,,,,"24.629,09",,,,,,,,
CROATA-CE,,,,CE,,,,,"2.035,26",,,,,,,-,,,,,,,"2.035,26",,,,,,,"17.385,23",,,,,,,,
CRUZ-CE,,,,CE,,,,,"2.120,06",,,,,,,-,,,,,,,"2.120,06",,,,,,,"18.109,62",,,,,,,,
FORQUILHA-CE,,,,CE,,,,,"2.035,26",,,,,,,-,,,,,,,"2.035,26",,,,,,,"17.385,23",,,,,,,,
FORTALEZA-CE,,,,CE,,,,,"178.982,37",,,,,,,"8.302,02",,,,,,,"187.284,39",,,,,,,"936.507,60",,,,,,,,
FRECHEIRINHA-CE,,,,CE,,,,,"1.780,85",,,,,,,-,,,,,,,"1.780,85",,,,,,,"15.212,06",,,,,,,,
GENERAL SAMPAIO-CE,,,,CE,,,,,"1.696,05",,,,,,,-,,,,,,,"1.696,05",,,,,,,"14.487,69",,,,,,,,
GRACA-CE,,,,CE,,,,,"1.950,46",,,,,,,-,,,,,,,"1.950,46",,,,,,,"16.660,83",,,,,,,,
GRANJA-CE,,,,CE,,,,,"2.713,68",,,,,,,-,,,,,,,"2.713,68",,,,,,,"23.180,31",,,,,,,,
GROAIRAS-CE,,,,CE,,,,,"1.696,05",,,,,,,-,,,,,,,"1.696,05",,,,,,,"14.487,69",,,,,,,,
GUARACIABA DO NORTE-CE,,,,CE,,,,,"2.459,27",,,,,,,-,,,,,,,"2.459,27",,,,,,,"21.007,16",,,,,,,,
HIDROLANDIA-CE,,,,CE,,,,,"2.035,26",,,,,,,-,,,,,,,"2.035,26",,,,,,,"17.385,23",,,,,,,,
HORIZONTE-CE,,,,CE,,,,,"670.215,70",,,,,,,-,,,,,,,"670.215,70",,,,,,,"2.437.420,41",,,,,,,,
IBIAPINA-CE,,,,CE,,,,,"2.204,87",,,,,,,-,,,,,,,"2.204,87",,,,,,,"18.834,02",,,,,,,,
ICAPUI-CE,,,,CE,,,,,"84.177,85",,,,,,,"9.719,54",,,,,,,"93.897,39",,,,,,,"834.282,12",,,,,,,,
INDEPENDENCIA-CE,,,,CE,,,,,"2.289,67",,,,,,,-,,,,,,,"2.289,67",,,,,,,"19.558,39",,,,,,,,
IPAPORANGA-CE,,,,CE,,,,,"1.780,85",,,,,,,-,,,,,,,"1.780,85",,,,,,,"15.212,06",,,,,,,,
IPU-CE,,,,CE,,,,,"2.544,08",,,,,,,-,,,,,,,"2.544,08",,,,,,,"21.731,55",,,,,,,,
IPUEIRAS-CE,,,,CE,,,,,"2.544,08",,,,,,,-,,,,,,,"2.544,08",,,,,,,"21.731,55",,,,,,,,
IRAUCUBA-CE,,,,CE,,,,,"2.120,06",,,,,,,-,,,,,,,"2.120,06",,,,,,,"18.109,62",,,,,,,,
ITAPAGE-CE,,,,CE,,,,,"2.628,88",,,,,,,-,,,,,,,"2.628,88",,,,,,,"22.455,94",,,,,,,,
ITAPIPOCA-CE,,,,CE,,,,,"70.317,72",,,,,,,"55.328,93",,,,,,,"125.646,65",,,,,,,"1.116.064,17",,,,,,,,
ITAREMA-CE,,,,CE,,,,,"54.691,56",,,,,,,"62.711,28",,,,,,,"117.402,84",,,,,,,"943.671,95",,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,CE,,,,,"1.865,65",,,,,,,-,,,,,,,"1.865,65",,,,,,,"15.936,46",,,,,,,,
MARACANAU-CE,,,,CE,,,,,"670.215,70",,,,,,,-,,,,,,,"670.215,70",,,,,,,"5.220.291,12",,,,,,,,
MARCO-CE,,,,CE,,,,,"2.204,87",,,,,,,-,,,,,,,"2.204,87",,,,,,,"18.834,02",,,,,,,,
MARTINOPOLE-CE,,,,CE,,,,,"1.696,05",,,,,,,-,,,,,,,"1.696,05",,,,,,,"14.487,69",,,,,,,,
MASSAPE-CE,,,,CE,,,,,"2.374,47",,,,,,,-,,,,,,,"2.374,47",,,,,,,"20.282,78",,,,,,,,
MERUOCA-CE,,,,CE,,,,,"1.780,85",,,,,,,-,,,,,,,"1.780,85",,,,,,,"15.212,06",,,,,,,,
MIRAIMA-CE,,,,CE,,,,,"1.780,85",,,,,,,-,,,,,,,"1.780,85",,,,,,,"15.212,06",,,,,,,,
MONSENHOR TABOSA-CE,,,,CE,,,,,"2.035,26",,,,,,,-,,,,,,,"2.035,26",,,,,,,"17.385,23",,,,,,,,
