RIO LARGO-AL,,,,AL,,,,,"14.261,25",,,,,,,"8.608,46",,,,,,,"22.869,71",,,,,,,"143.928,66",,,,,,,,
ROTEIRO-AL,,,,AL,,,,,"1.116,72",,,,,,,"362,68",,,,,,,"1.479,40",,,,,,,"12.268,30",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,,"2.368,29",,,,,,,"1.169,94",,,,,,,"3.538,23",,,,,,,"22.345,63",,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,,"582,15",,,,,,,-,,,,,,,"582,15",,,,,,,"5.750,92",,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,,"720,75",,,,,,,-,,,,,,,"720,75",,,,,,,"7.120,19",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,,"776,20",,,,,,,-,,,,,,,"776,20",,,,,,,"7.667,90",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,,"327.778,09",,,,,,,"232.117,53",,,,,,,"559.895,62",,,,,,,"4.758.240,55",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,,"554,42",,,,,,,-,,,,,,,"554,42",,,,,,,"5.477,04",,,,,,,,
SATUBA-AL,,,,AL,,,,,"99.445,31",,,,,,,"31.812,02",,,,,,,"131.257,33",,,,,,,"669.258,16",,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,,"831,64",,,,,,,-,,,,,,,"831,64",,,,,,,"8.215,60",,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,,"914,80",,,,,,,-,,,,,,,"914,80",,,,,,,"9.037,17",,,,,,,,
VICOSA-AL,,,,AL,,,,,"748,47",,,,,,,-,,,,,,,"748,47",,,,,,,"7.394,04",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,"1.861.477,12",,,,,,,"629.911,78",,,,,,,"2.491.388,90",,,,,,,"20.475.880,52",,,,,,,,
ANAMA-AM,,,,AM,,,,,-,,,,,,,"2.638,33",,,,,,,"2.638,33",,,,,,,"19.273,45",,,,,,,,
ANORI-AM,,,,AM,,,,,-,,,,,,,"2.638,33",,,,,,,"2.638,33",,,,,,,"19.273,45",,,,,,,,
AUTAZES-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
BERURI-AM,,,,AM,,,,,-,,,,,,,"2.638,33",,,,,,,"2.638,33",,,,,,,"19.273,45",,,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
CAREIRO-AM,,,,AM,,,,,-,,,,,,,"2.638,33",,,,,,,"2.638,33",,,,,,,"19.273,45",,,,,,,,
COARI-AM,,,,AM,,,,,"1.740.693,58",,,,,,,"1.781.882,11",,,,,,,"3.522.575,69",,,,,,,"28.858.015,41",,,,,,,,
CODAJAS-AM,,,,AM,,,,,-,,,,,,,"2.638,33",,,,,,,"2.638,33",,,,,,,"19.273,45",,,,,,,,
IRANDUBA-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
ITACOATIARA-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
ITAPIRANGA-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
MANACAPURU-AM,,,,AM,,,,,-,,,,,,,"2.638,33",,,,,,,"2.638,33",,,,,,,"19.273,45",,,,,,,,
MANAQUIRI-AM,,,,AM,,,,,-,,,,,,,"2.638,33",,,,,,,"2.638,33",,,,,,,"19.273,45",,,,,,,,
MANAUS-AM,,,,AM,,,,,"1.015.308,45",,,,,,,"92.548,85",,,,,,,"1.107.857,30",,,,,,,"7.985.785,83",,,,,,,,
PARINTINS-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
SILVES-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
URUCARA-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
URUCURITUBA-AM,,,,AM,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,34",,,,,,,,
AMAZONAS TOTAL,,,,,,,,,"2.756.002,03",,,,,,,"1.958.499,01",,,,,,,"4.714.501,04",,,,,,,"37.472.242,21",,,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
MACAPA-AP,,,,AP,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
MAZAGAO-AP,,,,AP,,,,,-,,,,,,,"7.288,86",,,,,,,"7.288,86",,,,,,,"54.836,31",,,,,,,,
AMAPA  TOTAL,,,,,,,,,-,,,,,,,"21.866,58",,,,,,,"21.866,58",,,,,,,"164.508,93",,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
ADUSTINA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
AGUA FRIA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
AIQUARA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,,"282.974,32",,,,,,,"153.583,97",,,,,,,"436.558,29",,,,,,,"3.581.972,09",,,,,,,,
ALCOBACA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
ALMADINA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
AMARGOSA-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
ANAGE-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
ANGUERA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
ANTAS-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
APORA-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
APUAREMA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
ARACAS-BA,,,,BA,,,,,"257.603,19",,,,,,,"129.917,17",,,,,,,"387.520,36",,,,,,,"3.045.723,97",,,,,,,,
ARACI-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.512,20",,,,,,,,
ARAMARI-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
ARATACA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.617,86",,,,,,,,
ARATUIPE-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
AURELINO LEAL-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.134,69",,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
BANZAE-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.512,20",,,,,,,,
BARRA DO ROCHA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
BARRO PRETO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
BARROCAS-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
BELMONTE-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
BELO CAMPO-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
BIRITINGA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
BOA NOVA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
BREJOES-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
BUERAREMA-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.306,98",,,,,,,,
CAATIBA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
CACHOEIRA-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
CAEM-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
CAETANOS-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
CAIRU-BA,,,,BA,,,,,"27.020,02",,,,,,,"212.895,43",,,,,,,"239.915,45",,,,,,,"1.124.060,81",,,,,,,,
CAMACAN-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.823,81",,,,,,,,
CAMACARI-BA,,,,BA,,,,,"1.597,29",,,,,,,"74,99",,,,,,,"1.672,28",,,,,,,"10.731,57",,,,,,,,
CAMAMU-BA,,,,BA,,,,,"1.047,59",,,,,,,-,,,,,,,"1.047,59",,,,,,,"4.996,11",,,,,,,,
CANAVIEIRAS-BA,,,,BA,,,,,"1.047,59",,,,,,,-,,,,,,,"1.047,59",,,,,,,"4.996,11",,,,,,,,
CANDEAL-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
CANDEIAS-BA,,,,BA,,,,,"218.865,43",,,,,,,"285.891,23",,,,,,,"504.756,66",,,,,,,"3.984.456,71",,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
CANSANCAO-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
CANUDOS-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.734,07",,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
CARAVELAS-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,,"119.198,89",,,,,,,"34.196,16",,,,,,,"153.395,05",,,,,,,"1.321.744,85",,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
CATU-BA,,,,BA,,,,,"197.384,34",,,,,,,"109.745,31",,,,,,,"307.129,65",,,,,,,"2.593.263,40",,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
CIPO-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
COARACI-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.651,54",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,,"1.192,08",,,,,,,-,,,,,,,"1.192,08",,,,,,,"5.867,84",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
CONDE-BA,,,,BA,,,,,"1.258,22",,,,,,,"205,75",,,,,,,"1.463,97",,,,,,,"9.214,56",,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.623,14",,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,,"1.155,96",,,,,,,-,,,,,,,"1.155,96",,,,,,,"5.690,03",,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.512,20",,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,,"1.047,59",,,,,,,-,,,,,,,"1.047,59",,,,,,,"5.156,60",,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,,"217.438,82",,,,,,,"154.566,42",,,,,,,"372.005,24",,,,,,,"3.037.878,40",,,,,,,,
ESPLANADA-BA,,,,BA,,,,,"583.049,16",,,,,,,"386.119,34",,,,,,,"969.168,50",,,,,,,"8.519.718,21",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,,"1.155,96",,,,,,,-,,,,,,,"1.155,96",,,,,,,"5.690,03",,,,,,,,
EUNAPOLIS-BA,,,,BA,,,,,"1.300,46",,,,,,,-,,,,,,,"1.300,46",,,,,,,"6.202,08",,,,,,,,
FATIMA-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,,"1.444,95",,,,,,,-,,,,,,,"1.444,95",,,,,,,"7.112,54",,,,,,,,
FIRMINO ALVES-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
FLORESTA AZUL-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.617,86",,,,,,,,
GANDU-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.651,54",,,,,,,,
GAVIAO-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
GLORIA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
GONGOGI-BA,,,,BA,,,,,"758,60",,,,,,,-,,,,,,,"758,60",,,,,,,"3.617,86",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.267,49",,,,,,,,
GUARATINGA-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.651,54",,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,,"794,72",,,,,,,-,,,,,,,"794,72",,,,,,,"3.911,89",,,,,,,,
IACU-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
IBICARAI-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.823,81",,,,,,,,
IBICUI-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"3.962,41",,,,,,,,
IBIQUERA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
IBIRAPITANGA-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
IBIRAPUA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
IBIRATAIA-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.651,54",,,,,,,,
ICHU-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
IGRAPIUNA-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"3.962,41",,,,,,,,
IGUAI-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.651,54",,,,,,,,
ILHEUS-BA,,,,BA,,,,,"1.444,95",,,,,,,-,,,,,,,"1.444,95",,,,,,,"6.891,19",,,,,,,,
INHAMBUPE-BA,,,,BA,,,,,"2.796,49",,,,,,,"910,36",,,,,,,"3.706,85",,,,,,,"22.290,97",,,,,,,,
IPECAETA-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.445,32",,,,,,,,
IPIAU-BA,,,,BA,,,,,"1.119,84",,,,,,,-,,,,,,,"1.119,84",,,,,,,"5.340,66",,,,,,,,
IPIRA-BA,,,,BA,,,,,"1.192,08",,,,,,,-,,,,,,,"1.192,08",,,,,,,"5.867,84",,,,,,,,
IRAJUBA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.556,23",,,,,,,,
IRARA-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.800,94",,,,,,,,
ITABELA-BA,,,,BA,,,,,"975,34",,,,,,,-,,,,,,,"975,34",,,,,,,"4.651,54",,,,,,,,
ITABERABA-BA,,,,BA,,,,,"1.192,08",,,,,,,-,,,,,,,"1.192,08",,,,,,,"5.867,84",,,,,,,,
ITABUNA-BA,,,,BA,,,,,"1.444,95",,,,,,,-,,,,,,,"1.444,95",,,,,,,"6.891,19",,,,,,,,
ITACARE-BA,,,,BA,,,,,"903,09",,,,,,,-,,,,,,,"903,09",,,,,,,"4.306,98",,,,,,,,
ITAGI-BA,,,,BA,,,,,"830,84",,,,,,,-,,,,,,,"830,84",,,,,,,"4.089,69",,,,,,,,
ITAGIBA-BA,,,,BA,,,,,"866,97",,,,,,,-,,,,,,,"866,97",,,,,,,"4.134,69",,,,,,,,
ITAGIMIRIM-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
ITAJU DO COLONIA-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
ITAJUIPE-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
ITAMARAJU-BA,,,,BA,,,,,"1.228,21",,,,,,,-,,,,,,,"1.228,21",,,,,,,"5.857,51",,,,,,,,
ITAMARI-BA,,,,BA,,,,,"722,47",,,,,,,-,,,,,,,"722,47",,,,,,,"3.445,57",,,,,,,,
ITAMBE-BA,,,,BA,,,,,"1.011,46",,,,,,,-,,,,,,,"1.011,46",,,,,,,"4.978,75",,,,,,,,
ITANAGRA-BA,,,,BA,,,,,"86.161,05",,,,,,,"14.675,99",,,,,,,"100.837,04",,,,,,,"867.647,00",,,,,,,,
ITANHEM-BA,,,,BA,,,,,"939,22",,,,,,,-,,,,,,,"939,22",,,,,,,"4.479,27",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPARICA-BA,,,,BA,,,,,"32.884,72",,,,,,,"189.883,35",,,,,,,"222.768,07",,,,,,,"1.478.980,22",,,,,,,,
