ANADIA-AL,,,,,,,,AL,,,"783,77",,,,,,,,-,,,,,,"783,77",,,,,,"1.537,99",,,,,,,,,,,,
ATALAIA-AL,,,,,,,,AL,,,"1.045,03",,,,,,,,-,,,,,,"1.045,03",,,,,,"2.050,66",,,,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,,"718,46",,,,,,,,-,,,,,,"718,46",,,,,,"1.409,83",,,,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,,"653,14",,,,,,,,-,,,,,,"653,14",,,,,,"1.281,66",,,,,,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,,"881,75",,,,,,,,-,,,,,,"881,75",,,,,,"1.730,25",,,,,,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,,"685,80",,,,,,,,-,,,,,,"685,80",,,,,,"1.345,74",,,,,,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,,"849,09",,,,,,,,-,,,,,,"849,09",,,,,,"1.666,17",,,,,,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,,"653,14",,,,,,,,-,,,,,,"653,14",,,,,,"1.281,66",,,,,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,,"1.012,38",,,,,,,,-,,,,,,"1.012,38",,,,,,"1.986,59",,,,,,,,,,,,
CAPELA-AL,,,,,,,,AL,,,"783,77",,,,,,,,-,,,,,,"783,77",,,,,,"1.537,99",,,,,,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,,"653,14",,,,,,,,-,,,,,,"653,14",,,,,,"1.281,66",,,,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,,"816,43",,,,,,,,-,,,,,,"816,43",,,,,,"1.602,08",,,,,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,,"812,55",,,,,,,,"102,82",,,,,,"915,37",,,,,,"1.807,50",,,,,,,,,,,,
CORURIPE-AL,,,,,,,,AL,,,"959.448,40",,,,,,,,"57.341,25",,,,,,"1.016.789,65",,,,,,"1.872.220,41",,,,,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,,"23.475,67",,,,,,,,"32.807,26",,,,,,"56.282,93",,,,,,"110.443,85",,,,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,,"685,80",,,,,,,,-,,,,,,"685,80",,,,,,"1.345,74",,,,,,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,,"751,12",,,,,,,,-,,,,,,"751,12",,,,,,"1.473,92",,,,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,,"849,09",,,,,,,,-,,,,,,"849,09",,,,,,"1.666,17",,,,,,,,,,,,
JACUIPE-AL,,,,,,,,AL,,,"653,14",,,,,,,,-,,,,,,"653,14",,,,,,"1.281,66",,,,,,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,,"653,14",,,,,,,,-,,,,,,"653,14",,,,,,"1.281,66",,,,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,,"2.307,53",,,,,,,,"681,12",,,,,,"2.988,65",,,,,,"7.534,09",,,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,,"849,09",,,,,,,,-,,,,,,"849,09",,,,,,"1.666,17",,,,,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,,"653,14",,,,,,,,-,,,,,,"653,14",,,,,,"1.281,66",,,,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,,"881,75",,,,,,,,-,,,,,,"881,75",,,,,,"1.730,25",,,,,,,,,,,,
MACEIO-AL,,,,,,,,AL,,,"72.235,97",,,,,,,,"20.169,94",,,,,,"92.405,91",,,,,,"182.303,48",,,,,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,,"881,75",,,,,,,,-,,,,,,"881,75",,,,,,"1.730,25",,,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,,"97.419,32",,,,,,,,"87.333,15",,,,,,"184.752,47",,,,,,"368.013,20",,,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,,"881,75",,,,,,,,-,,,,,,"881,75",,,,,,"1.730,25",,,,,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,,"751,12",,,,,,,,-,,,,,,"751,12",,,,,,"1.473,92",,,,,,,,,,,,
MURICI-AL,,,,,,,,AL,,,"881,75",,,,,,,,-,,,,,,"881,75",,,,,,"1.730,25",,,,,,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,,"685,80",,,,,,,,-,,,,,,"685,80",,,,,,"1.345,74",,,,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,,"653,14",,,,,,,,"9.811,35",,,,,,"10.464,49",,,,,,"19.053,69",,,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,,"718,46",,,,,,,,-,,,,,,"718,46",,,,,,"1.409,83",,,,,,,,,,,,
PENEDO-AL,,,,,,,,AL,,,"672.891,77",,,,,,,,-,,,,,,"672.891,77",,,,,,"1.315.812,08",,,,,,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,,"783,77",,,,,,,,-,,,,,,"783,77",,,,,,"1.537,99",,,,,,,,,,,,
PILAR-AL,,,,,,,,AL,,,"114.103,77",,,,,,,,"73.007,14",,,,,,"187.110,91",,,,,,"341.179,04",,,,,,,,,,,,
PINDOBA-AL,,,,,,,,AL,,,"653,14",,,,,,,,-,,,,,,"653,14",,,,,,"1.281,66",,,,,,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,,"881,75",,,,,,,,-,,,,,,"881,75",,,,,,"1.730,25",,,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,,"685,80",,,,,,,,-,,,,,,"685,80",,,,,,"1.345,74",,,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,,"783,77",,,,,,,,-,,,,,,"783,77",,,,,,"1.537,99",,,,,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,,"12.126,76",,,,,,,,"7.105,58",,,,,,"19.232,34",,,,,,"38.373,17",,,,,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,,"1.744,01",,,,,,,,"703,61",,,,,,"2.447,62",,,,,,"4.869,19",,,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,,"684,27",,,,,,,,"20,08",,,,,,"704,35",,,,,,"2.461,70",,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,,"685,80",,,,,,,,-,,,,,,"685,80",,,,,,"1.345,74",,,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,,"849,09",,,,,,,,-,,,,,,"849,09",,,,,,"1.666,17",,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,,"914,40",,,,,,,,-,,,,,,"914,40",,,,,,"1.794,33",,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,,"340.926,76",,,,,,,,"240.099,01",,,,,,"581.025,77",,,,,,"1.117.414,31",,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,,"653,14",,,,,,,,-,,,,,,"653,14",,,,,,"1.281,66",,,,,,,,,,,,
SATUBA-AL,,,,,,,,AL,,,"702.962,67",,,,,,,,"19.606,37",,,,,,"722.569,04",,,,,,"1.424.296,77",,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,,"1.012,38",,,,,,,,-,,,,,,"1.012,38",,,,,,"1.986,59",,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"1.077,69",,,,,,,,-,,,,,,"1.077,69",,,,,,"2.114,75",,,,,,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"881,75",,,,,,,,-,,,,,,"881,75",,,,,,"1.730,25",,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"3.031.967,87",,,,,,,,"548.788,68",,,,,,"3.580.756,55",,,,,,"6.864.995,35",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,,,,AM,,,-,,,,,,,,"2.971,44",,,,,,"2.971,44",,,,,,"5.500,59",,,,,,,,,,,,
ANORI-AM,,,,,,,,AM,,,-,,,,,,,,"2.971,44",,,,,,"2.971,44",,,,,,"5.500,59",,,,,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,,,"2.971,44",,,,,,"2.971,44",,,,,,"5.500,59",,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,,-,,,,,,,,"2.971,44",,,,,,"2.971,44",,,,,,"5.500,59",,,,,,,,,,,,
COARI-AM,,,,,,,,AM,,,"1.942.012,76",,,,,,,,"1.906.822,57",,,,,,"3.848.835,33",,,,,,"7.724.411,62",,,,,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,,-,,,,,,,,"2.971,44",,,,,,"2.971,44",,,,,,"5.500,59",,,,,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,,,"2.971,44",,,,,,"2.971,44",,,,,,"5.500,59",,,,,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,,,"2.971,44",,,,,,"2.971,44",,,,,,"5.500,59",,,,,,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"979.687,44",,,,,,,,"84.700,79",,,,,,"1.064.388,23",,,,,,"1.965.511,19",,,,,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"2.921.700,20",,,,,,,,"2.077.112,82",,,,,,"4.998.813,02",,,,,,"9.853.182,06",,,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,,"7.198,82",,,,,,"7.198,82",,,,,,"13.861,68",,,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,,"21.596,46",,,,,,"21.596,46",,,,,,"41.585,04",,,,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"262.852,01",,,,,,,,"147.712,12",,,,,,"410.564,13",,,,,,"810.287,06",,,,,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.573,96",,,,,,,,-,,,,,,"1.573,96",,,,,,"2.809,42",,,,,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"1.825,80",,,,,,,,-,,,,,,"1.825,80",,,,,,"3.258,94",,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.699,88",,,,,,,,-,,,,,,"1.699,88",,,,,,"3.034,17",,,,,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.511,00",,,,,,,,-,,,,,,"1.511,00",,,,,,"2.697,05",,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
APORA-BA,,,,,,,,BA,,,"1.511,00",,,,,,,,-,,,,,,"1.511,00",,,,,,"2.697,05",,,,,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
ARACAS-BA,,,,,,,,BA,,,"266.960,40",,,,,,,,"143.345,74",,,,,,"410.306,14",,,,,,"813.819,59",,,,,,,,,,,,
ARACI-BA,,,,,,,,BA,,,"2.014,67",,,,,,,,-,,,,,,"2.014,67",,,,,,"3.596,07",,,,,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,,"1.624,77",,,,,,,,"153,55",,,,,,"1.778,32",,,,,,"3.665,96",,,,,,,,,,,,
ARATACA-BA,,,,,,,,BA,,,"1.322,13",,,,,,,,-,,,,,,"1.322,13",,,,,,"2.359,92",,,,,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
BANZAE-BA,,,,,,,,BA,,,"1.322,13",,,,,,,,-,,,,,,"1.322,13",,,,,,"2.359,92",,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,,"1.825,80",,,,,,,,-,,,,,,"1.825,80",,,,,,"3.258,94",,,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,,"1.511,00",,,,,,,,-,,,,,,"1.511,00",,,,,,"2.697,05",,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,,"1.511,00",,,,,,,,-,,,,,,"1.511,00",,,,,,"2.697,05",,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,,"1.322,13",,,,,,,,-,,,,,,"1.322,13",,,,,,"2.359,92",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BREJOES-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,,"1.573,96",,,,,,,,-,,,,,,"1.573,96",,,,,,"2.809,42",,,,,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,,"1.322,13",,,,,,,,-,,,,,,"1.322,13",,,,,,"2.359,92",,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,,"1.511,00",,,,,,,,-,,,,,,"1.511,00",,,,,,"2.697,05",,,,,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,,"1.825,80",,,,,,,,-,,,,,,"1.825,80",,,,,,"3.258,94",,,,,,,,,,,,
CAEM-BA,,,,,,,,BA,,,"1.322,13",,,,,,,,-,,,,,,"1.322,13",,,,,,"2.359,92",,,,,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
CAIRU-BA,,,,,,,,BA,,,"47.305,62",,,,,,,,"495.127,42",,,,,,"542.433,04",,,,,,"963.776,71",,,,,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,,"1.762,84",,,,,,,,-,,,,,,"1.762,84",,,,,,"3.146,56",,,,,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,,"3.151,95",,,,,,,,"266,11",,,,,,"3.418,06",,,,,,"6.269,31",,,,,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,,"1.825,80",,,,,,,,-,,,,,,"1.825,80",,,,,,"3.258,94",,,,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,,"1.825,80",,,,,,,,-,,,,,,"1.825,80",,,,,,"3.258,94",,,,,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,,"226.635,32",,,,,,,,"236.029,99",,,,,,"462.665,31",,,,,,"941.824,07",,,,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,,"1.699,88",,,,,,,,-,,,,,,"1.699,88",,,,,,"3.034,17",,,,,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,,"1.825,80",,,,,,,,-,,,,,,"1.825,80",,,,,,"3.258,94",,,,,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
