CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,,"1.699,88",,,,,,,,-,,,,,,"1.699,88",,,,,,"3.034,17",,,,,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,,"114.909,54",,,,,,,,"34.903,53",,,,,,"149.813,07",,,,,,"302.883,64",,,,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,,"1.699,88",,,,,,,,-,,,,,,"1.699,88",,,,,,"3.034,17",,,,,,,,,,,,
CATU-BA,,,,,,,,BA,,,"167.316,04",,,,,,,,"76.547,76",,,,,,"243.863,80",,,,,,"475.173,48",,,,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,,"1.762,84",,,,,,,,-,,,,,,"1.762,84",,,,,,"3.146,56",,,,,,,,,,,,
CIPO-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
COARACI-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,,"1.573,96",,,,,,,,-,,,,,,"1.573,96",,,,,,"2.809,42",,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,,"1.511,00",,,,,,,,-,,,,,,"1.511,00",,,,,,"2.697,05",,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,,"2.077,63",,,,,,,,-,,,,,,"2.077,63",,,,,,"3.708,44",,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,,"1.699,88",,,,,,,,-,,,,,,"1.699,88",,,,,,"3.034,17",,,,,,,,,,,,
CONDE-BA,,,,,,,,BA,,,"5.611,36",,,,,,,,"2.563,51",,,,,,"8.174,87",,,,,,"11.616,39",,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,,"1.573,96",,,,,,,,-,,,,,,"1.573,96",,,,,,"2.809,42",,,,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,,"1.573,96",,,,,,,,-,,,,,,"1.573,96",,,,,,"2.809,42",,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,,"2.014,67",,,,,,,,-,,,,,,"2.014,67",,,,,,"3.596,07",,,,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,,"2.014,67",,,,,,,,-,,,,,,"2.014,67",,,,,,"3.596,07",,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,,"215.686,77",,,,,,,,"154.417,04",,,,,,"370.103,81",,,,,,"748.304,01",,,,,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,,"1.096.327,45",,,,,,,,"305.412,15",,,,,,"1.401.739,60",,,,,,"2.780.430,24",,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,,"2.077,63",,,,,,,,-,,,,,,"2.077,63",,,,,,"3.708,44",,,,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,,"2.266,51",,,,,,,,-,,,,,,"2.266,51",,,,,,"4.045,58",,,,,,,,,,,,
FATIMA-BA,,,,,,,,BA,,,"1.573,96",,,,,,,,-,,,,,,"1.573,96",,,,,,"2.809,42",,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,,"2.518,34",,,,,,,,-,,,,,,"2.518,34",,,,,,"4.495,08",,,,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,,"1.322,13",,,,,,,,-,,,,,,"1.322,13",,,,,,"2.359,92",,,,,,,,,,,,
GANDU-BA,,,,,,,,BA,,,"1.762,84",,,,,,,,-,,,,,,"1.762,84",,,,,,"3.146,56",,,,,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
GLORIA-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,,"1.573,96",,,,,,,,-,,,,,,"1.573,96",,,,,,"2.809,42",,,,,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
IACU-BA,,,,,,,,BA,,,"1.699,88",,,,,,,,-,,,,,,"1.699,88",,,,,,"3.034,17",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,,"1.699,88",,,,,,,,-,,,,,,"1.699,88",,,,,,"3.034,17",,,,,,,,,,,,
IBICUI-BA,,,,,,,,BA,,,"1.448,04",,,,,,,,-,,,,,,"1.448,04",,,,,,"2.584,65",,,,,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,,"1.636,92",,,,,,,,-,,,,,,"1.636,92",,,,,,"2.921,80",,,,,,,,,,,,
ICHU-BA,,,,,,,,BA,,,"1.259,17",,,,,,,,-,,,,,,"1.259,17",,,,,,"2.247,54",,,,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,,"1.385,09",,,,,,,,-,,,,,,"1.385,09",,,,,,"2.472,30",,,,,,,,,,,,
IGUAI-BA,,,,,,,,BA,,,"1.699,88",,,,,,,,-,,,,,,"1.699,88",,,,,,"3.034,17",,,,,,,,,,,,
ILHEUS-BA,,,,,,,,BA,,,"2.518,34",,,,,,,,-,,,,,,"2.518,34",,,,,,"4.495,08",,,,,,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,,"2.371,59",,,,,,,,"278,35",,,,,,"2.649,94",,,,,,"5.311,32",,,,,,,,,,,,
IPECAETA-BA,,,,,,,,BA,,,"1.511,00",,,,,,,,-,,,,,,"1.511,00",,,,,,"2.697,05",,,,,,,,,,,,
IPIAU-BA,,,,,,,,BA,,,"1.951,71",,,,,,,,-,,,,,,"1.951,71",,,,,,"3.483,69",,,,,,,,,,,,
IPIRA-BA,,,,,,,,BA,,,"2.077,63",,,,,,,,-,,,,,,"2.077,63",,,,,,"3.708,44",,,,,,,,,,,,
