MESSIAS-AL,,,AL,,"503,69",,,,,,,,-,,,,,,,"503,69",,,,,,,,"4.848,20",,,,,,,,,,
MURICI-AL,,,AL,,"647,60",,,,,,,,-,,,,,,,"647,60",,,,,,,,"6.230,27",,,,,,,,,,
NOVO LINO-AL,,,AL,,"503,69",,,,,,,,-,,,,,,,"503,69",,,,,,,,"4.848,20",,,,,,,,,,
PARIPUEIRA-AL,,,AL,,"479,70",,,,,,,,-,,,,,,,"479,70",,,,,,,,"78.126,82",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,AL,,"527,67",,,,,,,,-,,,,,,,"527,67",,,,,,,,"5.076,84",,,,,,,,,,
PENEDO-AL,,,AL,,"791,51",,,,,,,,-,,,,,,,"791,51",,,,,,,,"7.620,41",,,,,,,,,,
PIACABUCU-AL,,,AL,,"575,64",,,,,,,,-,,,,,,,"575,64",,,,,,,,"5.542,14",,,,,,,,,,
PILAR-AL,,,AL,,"135.410,53",,,,,,,,"86.906,62",,,,,,,"222.317,15",,,,,,,,"1.658.293,75",,,,,,,,,,
PINDOBA-AL,,,AL,,"479,70",,,,,,,,-,,,,,,,"479,70",,,,,,,,"4.619,59",,,,,,,,,,
PORTO CALVO-AL,,,AL,,"623,61",,,,,,,,-,,,,,,,"623,61",,,,,,,,"6.001,63",,,,,,,,,,
PORTO DE PEDRAS-AL,,,AL,,"503,69",,,,,,,,-,,,,,,,"503,69",,,,,,,,"4.848,20",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,AL,,"599,63",,,,,,,,-,,,,,,,"599,63",,,,,,,,"5.773,02",,,,,,,,,,
RIO LARGO-AL,,,AL,,"791,51",,,,,,,,-,,,,,,,"791,51",,,,,,,,"33.033,97",,,,,,,,,,
ROTEIRO-AL,,,AL,,"962,01",,,,,,,,"311,09",,,,,,,"1.273,10",,,,,,,,"10.715,64",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,AL,,"479,70",,,,,,,,-,,,,,,,"479,70",,,,,,,,"41.799,83",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,AL,,"503,69",,,,,,,,-,,,,,,,"503,69",,,,,,,,"4.848,20",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,AL,,"623,61",,,,,,,,-,,,,,,,"623,61",,,,,,,,"6.001,63",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,AL,,"671,58",,,,,,,,-,,,,,,,"671,58",,,,,,,,"6.466,97",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,AL,,"119.251,15",,,,,,,,"33.879,12",,,,,,,"153.130,27",,,,,,,,"1.324.966,64",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,AL,,"479,70",,,,,,,,-,,,,,,,"479,70",,,,,,,,"4.619,59",,,,,,,,,,
SATUBA-AL,,,AL,,"27.322,98",,,,,,,,"17.282,97",,,,,,,"44.605,95",,,,,,,,"282.166,74",,,,,,,,,,
TEOTONIO VILELA-AL,,,AL,,"719,56",,,,,,,,-,,,,,,,"719,56",,,,,,,,"6.926,47",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,AL,,"791,51",,,,,,,,-,,,,,,,"791,51",,,,,,,,"7.620,41",,,,,,,,,,
VICOSA-AL,,,AL,,"647,60",,,,,,,,-,,,,,,,"647,60",,,,,,,,"6.231,38",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,AM,,-,,,,,,,,"5.153,13",,,,,,,"5.153,13",,,,,,,,"70.684,98",,,,,,,,,,
COARI-AM,,,AM,,"1.564.060,07",,,,,,,,"1.310.828,23",,,,,,,"2.874.888,30",,,,,,,,"22.405.387,67",,,,,,,,,,
IRANDUBA-AM,,,AM,,-,,,,,,,,"5.153,13",,,,,,,"5.153,13",,,,,,,,"70.684,98",,,,,,,,,,
MANAUS-AM,,,AM,,"66.727,31",,,,,,,,"60.804,26",,,,,,,"127.531,57",,,,,,,,"1.900.596,64",,,,,,,,,,
ACAJUTIBA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
ADUSTINA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
AGUA FRIA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
AIQUARA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
ALAGOINHAS-BA,,,BA,,"241.937,81",,,,,,,,"128.786,85",,,,,,,"370.724,66",,,,,,,,"2.713.732,24",,,,,,,,,,
AMARGOSA-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
AMELIA RODRIGUES-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,02",,,,,,,,,,
ANAGE-BA,,,BA,,"94,75",,,,,,,,-,,,,,,,"94,75",,,,,,,,"898,95",,,,,,,,,,
ANGUERA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
ANTAS-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
ANTONIO CARDOSO-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
APORA-BA,,,BA,,"73,36",,,,,,,,-,,,,,,,"73,36",,,,,,,,"696,55",,,,,,,,,,
APUAREMA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
ARACAS-BA,,,BA,,"215.507,20",,,,,,,,"99.620,34",,,,,,,"315.127,54",,,,,,,,"2.304.545,37",,,,,,,,,,
ARACI-BA,,,BA,,"94,75",,,,,,,,-,,,,,,,"94,75",,,,,,,,"898,95",,,,,,,,,,
ARAMARI-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
ARATUIPE-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
BAIXA GRANDE-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
BANZAE-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
BARRA DO CHOCA-BA,,,BA,,"94,75",,,,,,,,-,,,,,,,"94,75",,,,,,,,"898,95",,,,,,,,,,
BARROCAS-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
BELO CAMPO-BA,,,BA,,"73,36",,,,,,,,-,,,,,,,"73,36",,,,,,,,"696,55",,,,,,,,,,
BIRITINGA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
BOA NOVA-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,BA,,"76,41",,,,,,,,-,,,,,,,"76,41",,,,,,,,"725,10",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
BREJOES-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
CAATIBA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
CACHOEIRA-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
CAEM-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
CAETANOS-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
CAMACARI-BA,,,BA,,"122,26",,,,,,,,-,,,,,,,"122,26",,,,,,,,"44.992,78",,,,,,,,,,
CANDEAL-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
CANDEIAS-BA,,,BA,,"168.823,97",,,,,,,,"158.590,92",,,,,,,"327.414,89",,,,,,,,"3.165.968,77",,,,,,,,,,
CANDIDO SALES-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANSANCAO-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
CANUDOS-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
CAPIM GROSSO-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
CARAVELAS-BA,,,BA,,-,,,,,,,,-,,,,,,,-,,,,,,,,"69.605,28",,,,,,,,,,
CARDEAL DA SILVA-BA,,,BA,,"111.573,47",,,,,,,,"28.976,74",,,,,,,"140.550,21",,,,,,,,"993.619,37",,,,,,,,,,
CASTRO ALVES-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,02",,,,,,,,,,
CATU-BA,,,BA,,"177.147,09",,,,,,,,"80.067,88",,,,,,,"257.214,97",,,,,,,,"2.200.834,26",,,,,,,,,,
CICERO DANTAS-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
CIPO-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,BA,,"73,36",,,,,,,,-,,,,,,,"73,36",,,,,,,,"696,55",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,BA,,"76,41",,,,,,,,-,,,,,,,"76,41",,,,,,,,"725,10",,,,,,,,,,
CONCEICAO DO COITE-BA,,,BA,,"100,87",,,,,,,,-,,,,,,,"100,87",,,,,,,,"958,01",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,02",,,,,,,,,,
CONDE-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
CORACAO DE MARIA-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
CORONEL JOAO SA-BA,,,BA,,"76,41",,,,,,,,-,,,,,,,"76,41",,,,,,,,"725,10",,,,,,,,,,
CRAVOLANDIA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
CRISOPOLIS-BA,,,BA,,"76,41",,,,,,,,-,,,,,,,"76,41",,,,,,,,"725,10",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,BA,,"97,81",,,,,,,,-,,,,,,,"97,81",,,,,,,,"928,35",,,,,,,,,,
DARIO MEIRA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
DIAS D'AVILA-BA,,,BA,,"94,75",,,,,,,,-,,,,,,,"94,75",,,,,,,,"898,95",,,,,,,,,,
DOM MACEDO COSTA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
ELISIO MEDRADO-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
ENCRUZILHADA-BA,,,BA,,"88,64",,,,,,,,-,,,,,,,"88,64",,,,,,,,"840,99",,,,,,,,,,
ENTRE RIOS-BA,,,BA,,"210.337,09",,,,,,,,"122.117,81",,,,,,,"332.454,90",,,,,,,,"2.342.936,58",,,,,,,,,,
ESPLANADA-BA,,,BA,,"339.955,13",,,,,,,,"207.236,02",,,,,,,"547.191,15",,,,,,,,"4.126.682,43",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,BA,,"97,81",,,,,,,,-,,,,,,,"97,81",,,,,,,,"928,35",,,,,,,,,,
FATIMA-BA,,,BA,,"76,41",,,,,,,,-,,,,,,,"76,41",,,,,,,,"725,10",,,,,,,,,,
FEIRA DE SANTANA-BA,,,BA,,"122,26",,,,,,,,-,,,,,,,"122,26",,,,,,,,"1.160,42",,,,,,,,,,
GAVIAO-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
GLORIA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,BA,,"73,36",,,,,,,,-,,,,,,,"73,36",,,,,,,,"696,55",,,,,,,,,,
HELIOPOLIS-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
IACU-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
IBIQUERA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
ICHU-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
INHAMBUPE-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
IPECAETA-BA,,,BA,,"76,41",,,,,,,,-,,,,,,,"76,41",,,,,,,,"725,10",,,,,,,,,,
IPIRA-BA,,,BA,,"100,87",,,,,,,,-,,,,,,,"100,87",,,,,,,,"958,01",,,,,,,,,,
IRAJUBA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
IRARA-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,02",,,,,,,,,,
ITABERABA-BA,,,BA,,"100,87",,,,,,,,-,,,,,,,"100,87",,,,,,,,"958,01",,,,,,,,,,
ITAGI-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
ITAMBE-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
ITANAGRA-BA,,,BA,,"85.756,85",,,,,,,,"15.177,03",,,,,,,"100.933,88",,,,,,,,"778.511,10",,,,,,,,,,
ITAPARICA-BA,,,BA,,"2.116,53",,,,,,,,"86.310,65",,,,,,,"88.427,18",,,,,,,,"564.954,55",,,,,,,,,,
ITAPETINGA-BA,,,BA,,"100,87",,,,,,,,-,,,,,,,"100,87",,,,,,,,"958,01",,,,,,,,,,
ITAPICURU-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,02",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAQUARA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
ITARANTIM-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
ITATIM-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
ITIRUCU-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
ITIUBA-BA,,,BA,,"88,64",,,,,,,,-,,,,,,,"88,64",,,,,,,,"840,99",,,,,,,,,,
JACOBINA-BA,,,BA,,"106,98",,,,,,,,-,,,,,,,"106,98",,,,,,,,"1.014,86",,,,,,,,,,
JAGUAQUARA-BA,,,BA,,"94,75",,,,,,,,-,,,,,,,"94,75",,,,,,,,"898,95",,,,,,,,,,
JAGUARIPE-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
JANDAIRA-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
JEQUIE-BA,,,BA,,"122,26",,,,,,,,-,,,,,,,"122,26",,,,,,,,"1.160,42",,,,,,,,,,
JEREMOABO-BA,,,BA,,"88,64",,,,,,,,-,,,,,,,"88,64",,,,,,,,"840,99",,,,,,,,,,
JIQUIRICA-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
JITAUNA-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
LAFAIETE COUTINHO-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
LAJE-BA,,,BA,,"76,41",,,,,,,,-,,,,,,,"76,41",,,,,,,,"725,10",,,,,,,,,,
LAJEDINHO-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
LAMARAO-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
LAURO DE FREITAS-BA,,,BA,,"116,15",,,,,,,,-,,,,,,,"116,15",,,,,,,,"1.102,46",,,,,,,,,,
MACAJUBA-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
MACARANI-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
MADRE DE DEUS-BA,,,BA,,"1.010.656,40",,,,,,,,"393.301,74",,,,,,,"1.403.958,14",,,,,,,,"10.980.721,65",,,,,,,,,,
MAIQUINIQUE-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
MAIRI-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
MANOEL VITORINO-BA,,,BA,,"73,36",,,,,,,,-,,,,,,,"73,36",,,,,,,,"696,55",,,,,,,,,,
MARACAS-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
MARAGOGIPE-BA,,,BA,,"94,75",,,,,,,,-,,,,,,,"94,75",,,,,,,,"898,95",,,,,,,,,,
MARCIONILIO SOUZA-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
MATA DE SAO JOAO-BA,,,BA,,"151.183,26",,,,,,,,"58.208,01",,,,,,,"209.391,27",,,,,,,,"1.918.064,30",,,,,,,,,,
MIGUEL CALMON-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
MILAGRES-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
MIRANTE-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
MONTE SANTO-BA,,,BA,,"97,81",,,,,,,,-,,,,,,,"97,81",,,,,,,,"928,35",,,,,,,,,,
MUNDO NOVO-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
MUNIZ FERREIRA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
MURITIBA-BA,,,BA,,"85,58",,,,,,,,-,,,,,,,"85,58",,,,,,,,"812,44",,,,,,,,,,
MUTUIPE-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
NAZARE-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,02",,,,,,,,,,
NORDESTINA-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,17",,,,,,,,,,
NOVA CANAA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
NOVA FATIMA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
NOVA ITARANA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
NOVA SOURE-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,02",,,,,,,,,,
NOVO TRIUNFO-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,59",,,,,,,,,,
OLINDINA-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,49",,,,,,,,,,
OURICANGAS-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,51",,,,,,,,,,
OUROLANDIA-BA,,,BA,,"70,30",,,,,,,,-,,,,,,,"70,30",,,,,,,,"667,14",,,,,,,,,,
PARIPIRANGA-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,02",,,,,,,,,,
PAULO AFONSO-BA,,,BA,,"113,09",,,,,,,,-,,,,,,,"113,09",,,,,,,,"1.073,93",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE DE SERRA-BA,,,BA,,"67,24",,,,,,,,-,,,,,,,"67,24",,,,,,,,"638,75",,,,,,,,,,
PEDRAO-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,62",,,,,,,,,,
PEDRO ALEXANDRE-BA,,,BA,,"73,36",,,,,,,,-,,,,,,,"73,36",,,,,,,,"696,76",,,,,,,,,,
PINTADAS-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,22",,,,,,,,,,
PIRITIBA-BA,,,BA,,"76,41",,,,,,,,-,,,,,,,"76,41",,,,,,,,"725,16",,,,,,,,,,
PLANALTINO-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,62",,,,,,,,,,
PLANALTO-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,65",,,,,,,,,,
POCOES-BA,,,BA,,"94,75",,,,,,,,-,,,,,,,"94,75",,,,,,,,"899,06",,,,,,,,,,
POJUCA-BA,,,BA,,"433.694,09",,,,,,,,"398.917,46",,,,,,,"832.611,55",,,,,,,,"7.445.483,15",,,,,,,,,,
QUEIMADAS-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,13",,,,,,,,,,
QUIJINGUE-BA,,,BA,,"82,53",,,,,,,,-,,,,,,,"82,53",,,,,,,,"783,13",,,,,,,,,,
QUIXABEIRA-BA,,,BA,,"61,13",,,,,,,,-,,,,,,,"61,13",,,,,,,,"579,62",,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,BA,,"79,47",,,,,,,,-,,,,,,,"79,47",,,,,,,,"754,65",,,,,,,,,,
RETIROLANDIA-BA,,,BA,,"64,19",,,,,,,,-,,,,,,,"64,19",,,,,,,,"609,22",,,,,,,,,,
