PASSO DE CAMARAGIBE,,,AL,,,,,"590,15",,,,,,-,,,,,,,"590,15",,,,,,,"3.854,54",,,,,,,,,,,
PENEDO,,,AL,,,,,"885,23",,,,,,-,,,,,,,"885,23",,,,,,,"5.781,84",,,,,,,,,,,
PIACABUCU,,,AL,,,,,"643,80",,,,,,-,,,,,,,"643,80",,,,,,,"4.204,96",,,,,,,,,,,
PILAR,,,AL,,,,,"78.920,47",,,,,,"50.419,23",,,,,,,"129.339,70",,,,,,,"1.314.543,39",,,,,,,,,,,
PINDOBA,,,AL,,,,,"536,50",,,,,,-,,,,,,,"536,50",,,,,,,"3.504,13",,,,,,,,,,,
PORTO CALVO,,,AL,,,,,"697,46",,,,,,-,,,,,,,"697,46",,,,,,,"4.555,39",,,,,,,,,,,
PORTO DE PEDRAS,,,AL,,,,,"563,33",,,,,,-,,,,,,,"563,33",,,,,,,"3.679,34",,,,,,,,,,,
PORTO REAL DO COLEGIO,,,AL,,,,,"670,63",,,,,,-,,,,,,,"670,63",,,,,,,"4.380,18",,,,,,,,,,,
RIO LARGO,,,AL,,,,,"2.269,54",,,,,,"892,88",,,,,,,"3.162,42",,,,,,,"28.746,92",,,,,,,,,,,
ROTEIRO,,,AL,,,,,"946,64",,,,,,"264,54",,,,,,,"1.211,18",,,,,,,"8.974,14",,,,,,,,,,,
SANTA LUZIA DO NORTE,,,AL,,,,,"536,50",,,,,,-,,,,,,,"536,50",,,,,,,"3.504,13",,,,,,,,,,,
SANTANA DO MUNDAU,,,AL,,,,,"563,33",,,,,,-,,,,,,,"563,33",,,,,,,"3.679,34",,,,,,,,,,,
SAO JOSE DA LAJE,,,AL,,,,,"697,46",,,,,,-,,,,,,,"697,46",,,,,,,"4.555,39",,,,,,,,,,,
SAO LUIS DO QUITUNDE,,,AL,,,,,"751,11",,,,,,-,,,,,,,"751,11",,,,,,,"4.905,81",,,,,,,,,,,
SAO MIGUEL DOS CAMPOS,,,AL,,,,,"170.333,25",,,,,,"61.431,21",,,,,,,"231.764,46",,,,,,,"1.206.832,85",,,,,,,,,,,
SAO MIGUEL DOS MILAGRES,,,AL,,,,,"536,50",,,,,,-,,,,,,,"536,50",,,,,,,"3.504,13",,,,,,,,,,,
SATUBA,,,AL,,,,,"35.408,22",,,,,,"22.457,65",,,,,,,"57.865,87",,,,,,,"557.339,90",,,,,,,,,,,
TEOTONIO VILELA,,,AL,,,,,"804,76",,,,,,-,,,,,,,"804,76",,,,,,,"5.256,21",,,,,,,,,,,
UNIAO DOS PALMARES,,,AL,,,,,"885,23",,,,,,-,,,,,,,"885,23",,,,,,,"5.781,84",,,,,,,,,,,
VICOSA,,,AL,,,,,"724,28",,,,,,-,,,,,,,"724,28",,,,,,,"4.730,59",,,,,,,,,,,
LARANJAL DO JARI,,,AP,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MACAPA,,,AP,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
MAZAGAO,,,AP,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
ANAMA,,,AM,,,,,-,,,,,,"1.740,26",,,,,,,"1.740,26",,,,,,,"16.169,83",,,,,,,,,,,
ANORI,,,AM,,,,,-,,,,,,"1.740,26",,,,,,,"1.740,26",,,,,,,"16.169,83",,,,,,,,,,,
AUTAZES,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
BERURI,,,AM,,,,,-,,,,,,"1.740,26",,,,,,,"1.740,26",,,,,,,"16.169,83",,,,,,,,,,,
CAREIRO,,,AM,,,,,-,,,,,,"1.740,26",,,,,,,"1.740,26",,,,,,,"16.169,83",,,,,,,,,,,
CAREIRO DA VARZEA,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
COARI,,,AM,,,,,"1.024.129,86",,,,,,"868.683,69",,,,,,,"1.892.813,55",,,,,,,"17.290.117,75",,,,,,,,,,,
CODAJAS,,,AM,,,,,-,,,,,,"1.740,26",,,,,,,"1.740,26",,,,,,,"16.169,83",,,,,,,,,,,
IRANDUBA,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
ITACOATIARA,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
ITAPIRANGA,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
MANACAPURU,,,AM,,,,,-,,,,,,"1.740,26",,,,,,,"1.740,26",,,,,,,"16.169,83",,,,,,,,,,,
MANAQUIRI,,,AM,,,,,-,,,,,,"1.740,26",,,,,,,"1.740,26",,,,,,,"16.169,83",,,,,,,,,,,
MANAUS,,,AM,,,,,"714.870,20",,,,,,"58.041,42",,,,,,,"772.911,62",,,,,,,"5.187.058,16",,,,,,,,,,,
PARINTINS,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
SILVES,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
URUCARA,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
URUCURITUBA,,,AM,,,,,-,,,,,,"4.652,37",,,,,,,"4.652,37",,,,,,,"38.484,90",,,,,,,,,,,
ACAJUTIBA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
ADUSTINA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
AGUA FRIA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
AIQUARA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
ALAGOINHAS,,,BA,,,,,"196.478,20",,,,,,"104.844,53",,,,,,,"301.322,73",,,,,,,"2.397.754,27",,,,,,,,,,,
AMARGOSA,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
AMELIA RODRIGUES,,,BA,,,,,"92,13",,,,,,-,,,,,,,"92,13",,,,,,,"665,79",,,,,,,,,,,
ANAGE,,,BA,,,,,"105,77",,,,,,-,,,,,,,"105,77",,,,,,,"764,43",,,,,,,,,,,
ANGUERA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
ANTAS,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
ANTONIO CARDOSO,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
APORA,,,BA,,,,,"81,89",,,,,,-,,,,,,,"81,89",,,,,,,"591,82",,,,,,,,,,,
APUAREMA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
ARACAS,,,BA,,,,,"159.860,29",,,,,,"71.634,21",,,,,,,"231.494,50",,,,,,,"1.954.065,06",,,,,,,,,,,
ARACI,,,BA,,,,,"105,77",,,,,,-,,,,,,,"105,77",,,,,,,"764,43",,,,,,,,,,,
ARAMARI,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
ARATUIPE,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
BAIXA GRANDE,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
BANZAE,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
BARRA DO CHOCA,,,BA,,,,,"105,77",,,,,,-,,,,,,,"105,77",,,,,,,"764,43",,,,,,,,,,,
BARROCAS,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
BELO CAMPO,,,BA,,,,,"81,89",,,,,,-,,,,,,,"81,89",,,,,,,"591,82",,,,,,,,,,,
BIRITINGA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
BOA NOVA,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
BOA VISTA DO TUPIM,,,BA,,,,,"85,30",,,,,,-,,,,,,,"85,30",,,,,,,"616,48",,,,,,,,,,,
BOM JESUS DA SERRA,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
BREJOES,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
CAATIBA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
CABACEIRAS DO PARAGUACU,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
CACHOEIRA,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
CAEM,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
CAETANOS,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
CAMACARI,,,BA,,,,,"979,69",,,,,,"354,15",,,,,,,"1.333,84",,,,,,,"7.355,77",,,,,,,,,,,
CANDEAL,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
CANDEIAS,,,BA,,,,,"158.563,80",,,,,,"167.609,59",,,,,,,"326.173,39",,,,,,,"2.663.251,07",,,,,,,,,,,
CANDIDO SALES,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
CANSANCAO,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
CANUDOS,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CAPELA DO ALTO ALEGRE,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
CAPIM GROSSO,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
CARDEAL DA SILVA,,,BA,,,,,"78.928,37",,,,,,"17.761,08",,,,,,,"96.689,45",,,,,,,"800.834,39",,,,,,,,,,,
CASTRO ALVES,,,BA,,,,,"92,13",,,,,,-,,,,,,,"92,13",,,,,,,"665,79",,,,,,,,,,,
CATU,,,BA,,,,,"163.131,40",,,,,,"79.491,49",,,,,,,"242.622,89",,,,,,,"1.837.269,54",,,,,,,,,,,
CICERO DANTAS,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
CIPO,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
CONCEICAO DA FEIRA,,,BA,,,,,"81,89",,,,,,-,,,,,,,"81,89",,,,,,,"591,82",,,,,,,,,,,
CONCEICAO DO ALMEIDA,,,BA,,,,,"85,30",,,,,,-,,,,,,,"85,30",,,,,,,"616,48",,,,,,,,,,,
CONCEICAO DO COITE,,,BA,,,,,"112,60",,,,,,-,,,,,,,"112,60",,,,,,,"813,74",,,,,,,,,,,
CONCEICAO DO JACUIPE,,,BA,,,,,"92,13",,,,,,-,,,,,,,"92,13",,,,,,,"665,79",,,,,,,,,,,
CONDE,,,BA,,,,,"689,82",,,,,,"387,71",,,,,,,"1.077,53",,,,,,,"30.664,37",,,,,,,,,,,
CORACAO DE MARIA,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
CORONEL JOAO SA,,,BA,,,,,"85,30",,,,,,-,,,,,,,"85,30",,,,,,,"616,48",,,,,,,,,,,
CRAVOLANDIA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
CRISOPOLIS,,,BA,,,,,"85,30",,,,,,-,,,,,,,"85,30",,,,,,,"616,48",,,,,,,,,,,
CRUZ DAS ALMAS,,,BA,,,,,"109,19",,,,,,-,,,,,,,"109,19",,,,,,,"789,09",,,,,,,,,,,
DARIO MEIRA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
DIAS D'AVILA,,,BA,,,,,"105,77",,,,,,-,,,,,,,"105,77",,,,,,,"764,43",,,,,,,,,,,
DOM MACEDO COSTA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
ELISIO MEDRADO,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
ENCRUZILHADA,,,BA,,,,,"98,95",,,,,,-,,,,,,,"98,95",,,,,,,"715,12",,,,,,,,,,,
ENTRE RIOS,,,BA,,,,,"155.508,11",,,,,,"88.014,04",,,,,,,"243.522,15",,,,,,,"2.026.167,58",,,,,,,,,,,
ESPLANADA,,,BA,,,,,"239.721,09",,,,,,"145.151,61",,,,,,,"384.872,70",,,,,,,"3.383.890,88",,,,,,,,,,,
EUCLIDES DA CUNHA,,,BA,,,,,"109,19",,,,,,-,,,,,,,"109,19",,,,,,,"789,09",,,,,,,,,,,
FATIMA,,,BA,,,,,"85,30",,,,,,-,,,,,,,"85,30",,,,,,,"616,48",,,,,,,,,,,
FEIRA DE SANTANA,,,BA,,,,,"136,48",,,,,,-,,,,,,,"136,48",,,,,,,"986,37",,,,,,,,,,,
GAVIAO,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
GLORIA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
GOVERNADOR MANGABEIRA,,,BA,,,,,"81,89",,,,,,-,,,,,,,"81,89",,,,,,,"591,82",,,,,,,,,,,
HELIOPOLIS,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
IACU,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
IBIQUERA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
ICHU,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
INHAMBUPE,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
IPECAETA,,,BA,,,,,"85,30",,,,,,-,,,,,,,"85,30",,,,,,,"616,48",,,,,,,,,,,
IPIRA,,,BA,,,,,"112,60",,,,,,-,,,,,,,"112,60",,,,,,,"813,74",,,,,,,,,,,
IRAJUBA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
IRARA,,,BA,,,,,"92,13",,,,,,-,,,,,,,"92,13",,,,,,,"665,79",,,,,,,,,,,
ITABERABA,,,BA,,,,,"112,60",,,,,,-,,,,,,,"112,60",,,,,,,"813,74",,,,,,,,,,,
ITAGI,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
ITAMBE,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
ITANAGRA,,,BA,,,,,"66.538,04",,,,,,"12.074,65",,,,,,,"78.612,69",,,,,,,"623.376,11",,,,,,,,,,,
ITAPARICA,,,BA,,,,,"2.362,70",,,,,,"93.955,98",,,,,,,"96.318,68",,,,,,,"841.834,75",,,,,,,,,,,
ITAPETINGA,,,BA,,,,,"112,60",,,,,,-,,,,,,,"112,60",,,,,,,"813,74",,,,,,,,,,,
ITAPICURU,,,BA,,,,,"92,13",,,,,,-,,,,,,,"92,13",,,,,,,"665,79",,,,,,,,,,,
ITAQUARA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
ITARANTIM,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
ITATIM,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
ITIRUCU,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
ITIUBA,,,BA,,,,,"98,95",,,,,,-,,,,,,,"98,95",,,,,,,"715,12",,,,,,,,,,,
JACOBINA,,,BA,,,,,"119,42",,,,,,-,,,,,,,"119,42",,,,,,,"863,06",,,,,,,,,,,
JAGUAQUARA,,,BA,,,,,"105,77",,,,,,-,,,,,,,"105,77",,,,,,,"764,43",,,,,,,,,,,
JAGUARIPE,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
JANDAIRA,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
JEQUIE,,,BA,,,,,"136,48",,,,,,-,,,,,,,"136,48",,,,,,,"986,37",,,,,,,,,,,
JEREMOABO,,,BA,,,,,"98,95",,,,,,-,,,,,,,"98,95",,,,,,,"715,12",,,,,,,,,,,
JIQUIRICA,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JITAUNA,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
LAFAIETE COUTINHO,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
LAJE,,,BA,,,,,"85,30",,,,,,-,,,,,,,"85,30",,,,,,,"616,48",,,,,,,,,,,
LAJEDINHO,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
LAJEDO DO TABOCAL,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
LAMARAO,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
LAURO DE FREITAS,,,BA,,,,,"129,66",,,,,,-,,,,,,,"129,66",,,,,,,"937,06",,,,,,,,,,,
MACAJUBA,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
MACARANI,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
MADRE DE DEUS,,,BA,,,,,"716.949,37",,,,,,"428.266,70",,,,,,,"1.145.216,07",,,,,,,"10.176.214,35",,,,,,,,,,,
MAIQUINIQUE,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
MAIRI,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
MANOEL VITORINO,,,BA,,,,,"81,89",,,,,,-,,,,,,,"81,89",,,,,,,"591,82",,,,,,,,,,,
MARACAS,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
MARAGOGIPE,,,BA,,,,,"105,77",,,,,,-,,,,,,,"105,77",,,,,,,"764,43",,,,,,,,,,,
MARCIONILIO SOUZA,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
MATA DE SAO JOAO,,,BA,,,,,"139.736,07",,,,,,"57.225,13",,,,,,,"196.961,20",,,,,,,"1.499.599,07",,,,,,,,,,,
MIGUEL CALMON,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
MILAGRES,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
MIRANTE,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
MONTE SANTO,,,BA,,,,,"109,19",,,,,,-,,,,,,,"109,19",,,,,,,"789,09",,,,,,,,,,,
MUNDO NOVO,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
MUNIZ FERREIRA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
MURITIBA,,,BA,,,,,"95,54",,,,,,-,,,,,,,"95,54",,,,,,,"690,46",,,,,,,,,,,
MUTUIPE,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
NAZARE,,,BA,,,,,"92,13",,,,,,-,,,,,,,"92,13",,,,,,,"665,79",,,,,,,,,,,
NORDESTINA,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
NOVA CANAA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
NOVA FATIMA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
NOVA ITARANA,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
NOVA SOURE,,,BA,,,,,"92,13",,,,,,-,,,,,,,"92,13",,,,,,,"665,79",,,,,,,,,,,
NOVO TRIUNFO,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
OLINDINA,,,BA,,,,,"88,71",,,,,,-,,,,,,,"88,71",,,,,,,"641,13",,,,,,,,,,,
OURICANGAS,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
OUROLANDIA,,,BA,,,,,"78,48",,,,,,-,,,,,,,"78,48",,,,,,,"567,16",,,,,,,,,,,
PARIPIRANGA,,,BA,,,,,"92,13",,,,,,-,,,,,,,"92,13",,,,,,,"665,79",,,,,,,,,,,
PAULO AFONSO,,,BA,,,,,"126,25",,,,,,-,,,,,,,"126,25",,,,,,,"912,39",,,,,,,,,,,
PE DE SERRA,,,BA,,,,,"75,06",,,,,,-,,,,,,,"75,06",,,,,,,"542,48",,,,,,,,,,,
PEDRAO,,,BA,,,,,"68,24",,,,,,-,,,,,,,"68,24",,,,,,,"493,16",,,,,,,,,,,
PEDRO ALEXANDRE,,,BA,,,,,"81,89",,,,,,-,,,,,,,"81,89",,,,,,,"591,82",,,,,,,,,,,
PINTADAS,,,BA,,,,,"71,65",,,,,,-,,,,,,,"71,65",,,,,,,"517,83",,,,,,,,,,,
