ANADIA-AL,,,,,,,,AL,,,"662,36",,,,,,,-,,,,,,,"662,36",,,,,,,"4.574,97",,,,,,,,,,,
ATALAIA-AL,,,,,,,,AL,,,"883,15",,,,,,,-,,,,,,,"883,15",,,,,,,"6.099,97",,,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,,"607,16",,,,,,,-,,,,,,,"607,16",,,,,,,"4.193,72",,,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,,"551,97",,,,,,,-,,,,,,,"551,97",,,,,,,"3.812,48",,,,,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,,"745,16",,,,,,,-,,,,,,,"745,16",,,,,,,"5.146,86",,,,,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,,"579,57",,,,,,,-,,,,,,,"579,57",,,,,,,"4.003,09",,,,,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,,"717,56",,,,,,,-,,,,,,,"717,56",,,,,,,"4.956,23",,,,,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,,"551,97",,,,,,,-,,,,,,,"551,97",,,,,,,"3.812,48",,,,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,,"855,55",,,,,,,-,,,,,,,"855,55",,,,,,,"5.909,36",,,,,,,,,,,
CAPELA-AL,,,,,,,,AL,,,"662,36",,,,,,,-,,,,,,,"662,36",,,,,,,"4.574,97",,,,,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,,"551,97",,,,,,,-,,,,,,,"551,97",,,,,,,"3.812,48",,,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,,"689,96",,,,,,,-,,,,,,,"689,96",,,,,,,"4.765,61",,,,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,,"59.999,04",,,,,,,"187,55",,,,,,,"60.186,59",,,,,,,"304.339,22",,,,,,,,,,,
CORURIPE-AL,,,,,,,,AL,,,"1.299.095,80",,,,,,,"55.689,26",,,,,,,"1.354.785,06",,,,,,,"9.511.002,87",,,,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,,"19.839,15",,,,,,,"27.725,21",,,,,,,"47.564,36",,,,,,,"328.530,09",,,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,,"579,57",,,,,,,-,,,,,,,"579,57",,,,,,,"4.003,09",,,,,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,,"634,76",,,,,,,-,,,,,,,"634,76",,,,,,,"4.384,35",,,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,,"717,56",,,,,,,-,,,,,,,"717,56",,,,,,,"4.956,23",,,,,,,,,,,
JACUIPE-AL,,,,,,,,AL,,,"551,97",,,,,,,-,,,,,,,"551,97",,,,,,,"3.812,48",,,,,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,,"551,97",,,,,,,-,,,,,,,"551,97",,,,,,,"3.812,48",,,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,,"579,57",,,,,,,-,,,,,,,"579,57",,,,,,,"10.191,44",,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,,"717,56",,,,,,,-,,,,,,,"717,56",,,,,,,"4.956,23",,,,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,,"551,97",,,,,,,-,,,,,,,"551,97",,,,,,,"3.812,62",,,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,,"745,16",,,,,,,-,,,,,,,"745,16",,,,,,,"5.146,86",,,,,,,,,,,
MACEIO-AL,,,,,,,,AL,,,"72.199,65",,,,,,,"20.029,94",,,,,,,"92.229,59",,,,,,,"629.387,60",,,,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,,"745,16",,,,,,,-,,,,,,,"745,16",,,,,,,"5.146,86",,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,,"98.284,74",,,,,,,"91.504,96",,,,,,,"189.789,70",,,,,,,"1.240.988,94",,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,,"745,16",,,,,,,-,,,,,,,"745,16",,,,,,,"5.146,86",,,,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,,"634,76",,,,,,,-,,,,,,,"634,76",,,,,,,"4.384,35",,,,,,,,,,,
MURICI-AL,,,,,,,,AL,,,"745,16",,,,,,,-,,,,,,,"745,16",,,,,,,"5.146,86",,,,,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,,"579,57",,,,,,,-,,,,,,,"579,57",,,,,,,"4.003,09",,,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,,"551,97",,,,,,,"8.313,26",,,,,,,"8.865,23",,,,,,,"63.841,98",,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,,"607,16",,,,,,,-,,,,,,,"607,16",,,,,,,"4.193,72",,,,,,,,,,,
PENEDO-AL,,,,,,,,AL,,,"2.231,72",,,,,,,-,,,,,,,"2.231,72",,,,,,,"1.321.415,45",,,,,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,,"662,36",,,,,,,-,,,,,,,"662,36",,,,,,,"4.574,97",,,,,,,,,,,
