JUNDIA-AL,,,,AL,,,,"575,85",,,,,,-,,,,,,,,"575,85",,,,,,,,"3.780,02",,,,,,,
JUNQUEIRO-AL,,,,AL,,,,"748,60",,,,,,-,,,,,,,,"748,60",,,,,,,,"4.914,05",,,,,,,
MACEIO-AL,,,,AL,,,,"76.354,22",,,,,,"19.850,06",,,,,,,,"96.204,28",,,,,,,,"552.237,70",,,,,,,
MARAGOGI-AL,,,,AL,,,,"748,60",,,,,,-,,,,,,,,"748,60",,,,,,,,"4.914,05",,,,,,,
MARECHAL DEODORO-AL,,,,AL,,,,"114.577,47",,,,,,"103.317,46",,,,,,,,"217.894,93",,,,,,,,"1.152.184,29",,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,AL,,,,"777,40",,,,,,-,,,,,,,,"777,40",,,,,,,,"5.103,06",,,,,,,
MESSIAS-AL,,,,AL,,,,"604,64",,,,,,-,,,,,,,,"604,64",,,,,,,,"3.969,03",,,,,,,
MURICI-AL,,,,AL,,,,"777,40",,,,,,-,,,,,,,,"777,40",,,,,,,,"5.103,06",,,,,,,
NOVO LINO-AL,,,,AL,,,,"604,64",,,,,,-,,,,,,,,"604,64",,,,,,,,"3.969,03",,,,,,,
PARIPUEIRA-AL,,,,AL,,,,"575,85",,,,,,"9.917,12",,,,,,,,"10.492,97",,,,,,,,"57.589,72",,,,,,,
PASSO DE CAMARAGIBE-AL,,,,AL,,,,"633,43",,,,,,-,,,,,,,,"633,43",,,,,,,,"4.158,03",,,,,,,
PENEDO-AL,,,,AL,,,,"950,15",,,,,,-,,,,,,,,"950,15",,,,,,,,"6.237,07",,,,,,,
PIACABUCU-AL,,,,AL,,,,"691,02",,,,,,-,,,,,,,,"691,02",,,,,,,,"4.536,04",,,,,,,
PILAR-AL,,,,AL,,,,"179.153,30",,,,,,"115.033,89",,,,,,,,"294.187,19",,,,,,,,"1.855.334,97",,,,,,,
PINDOBA-AL,,,,AL,,,,"575,85",,,,,,-,,,,,,,,"575,85",,,,,,,,"3.780,02",,,,,,,
PORTO CALVO-AL,,,,AL,,,,"748,60",,,,,,-,,,,,,,,"748,60",,,,,,,,"4.914,05",,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,"604,64",,,,,,-,,,,,,,,"604,64",,,,,,,,"3.969,03",,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,"719,81",,,,,,-,,,,,,,,"719,81",,,,,,,,"4.725,04",,,,,,,
RIO LARGO-AL,,,,AL,,,,"7.918,52",,,,,,"4.494,59",,,,,,,,"12.413,11",,,,,,,,"93.091,08",,,,,,,
ROTEIRO-AL,,,,AL,,,,"1.126,37",,,,,,"355,09",,,,,,,,"1.481,46",,,,,,,,"7.991,80",,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,"2.903,78",,,,,,"1.501,51",,,,,,,,"4.405,29",,,,,,,,"10.536,82",,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,"604,64",,,,,,-,,,,,,,,"604,64",,,,,,,,"3.969,03",,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,"748,60",,,,,,-,,,,,,,,"748,60",,,,,,,,"4.914,05",,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,"806,19",,,,,,-,,,,,,,,"806,19",,,,,,,,"5.292,05",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,"324.179,28",,,,,,"224.789,60",,,,,,,,"548.968,88",,,,,,,,"3.168.586,49",,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,"575,85",,,,,,-,,,,,,,,"575,85",,,,,,,,"3.780,02",,,,,,,
SATUBA-AL,,,,AL,,,,"45.558,77",,,,,,"28.976,84",,,,,,,,"74.535,61",,,,,,,,"412.091,19",,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,"863,78",,,,,,-,,,,,,,,"863,78",,,,,,,,"5.670,06",,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,"950,15",,,,,,-,,,,,,,,"950,15",,,,,,,,"6.237,07",,,,,,,
VICOSA-AL,,,,AL,,,,"777,40",,,,,,-,,,,,,,,"777,40",,,,,,,,"5.103,06",,,,,,,
ALAGOAS  TOTAL,,,,,,,,"1.632.090,65",,,,,,"595.171,36",,,,,,,,"2.227.262,01",,,,,,,,"13.805.573,57",,,,,,,
ANAMA-AM,,,,AM,,,,-,,,,,,"2.220,50",,,,,,,,"2.220,50",,,,,,,,"12.311,55",,,,,,,
ANORI-AM,,,,AM,,,,-,,,,,,"2.220,50",,,,,,,,"2.220,50",,,,,,,,"12.311,55",,,,,,,
AUTAZES-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
BERURI-AM,,,,AM,,,,-,,,,,,"2.220,50",,,,,,,,"2.220,50",,,,,,,,"12.311,55",,,,,,,
CAREIRO DA VARZEA-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
CAREIRO-AM,,,,AM,,,,-,,,,,,"2.220,50",,,,,,,,"2.220,50",,,,,,,,"12.311,55",,,,,,,
COARI-AM,,,,AM,,,,"1.670.441,83",,,,,,"1.574.041,13",,,,,,,,"3.244.482,96",,,,,,,,"18.870.525,79",,,,,,,
CODAJAS-AM,,,,AM,,,,-,,,,,,"2.220,50",,,,,,,,"2.220,50",,,,,,,,"12.311,55",,,,,,,
IRANDUBA-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
ITACOATIARA-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
ITAPIRANGA-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
MANACAPURU-AM,,,,AM,,,,-,,,,,,"2.220,50",,,,,,,,"2.220,50",,,,,,,,"12.311,55",,,,,,,
MANAQUIRI-AM,,,,AM,,,,-,,,,,,"2.220,50",,,,,,,,"2.220,50",,,,,,,,"12.311,55",,,,,,,
MANAUS-AM,,,,AM,,,,"859.208,79",,,,,,"66.686,51",,,,,,,,"925.895,30",,,,,,,,"5.171.672,14",,,,,,,
PARINTINS-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
SILVES-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
URUCARA-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
URUCURITUBA-AM,,,,AM,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,91",,,,,,,
AMAZONAS  TOTAL,,,,,,,,"2.529.650,62",,,,,,"1.706.265,60",,,,,,,,"4.235.916,22",,,,,,,,"24.449.569,73",,,,,,,
LARANJAL DO JARI-AP,,,,AP,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
MACAPA-AP,,,,AP,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
MAZAGAO-AP,,,,AP,,,,-,,,,,,"5.554,94",,,,,,,,"5.554,94",,,,,,,,"35.687,88",,,,,,,
AMAPA TOTAL,,,,,,,,-,,,,,,"16.664,82",,,,,,,,"16.664,82",,,,,,,,"107.063,64",,,,,,,
ACAJUTIBA-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
ADUSTINA-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
AGUA FRIA-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
AIQUARA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
ALAGOINHAS-BA,,,,BA,,,,"263.991,76",,,,,,"143.463,62",,,,,,,,"407.455,38",,,,,,,,"2.330.977,37",,,,,,,
ALCOBACA-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"1.927,82",,,,,,,
ALMADINA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.482,93",,,,,,,
AMARGOSA-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.231,05",,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.151,36",,,,,,,
ANAGE-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.231,05",,,,,,,
ANGUERA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
ANTAS-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.673,29",,,,,,,
APORA-BA,,,,BA,,,,"747,48",,,,,,-,,,,,,,,"747,48",,,,,,,,"1.912,31",,,,,,,
APUAREMA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
ARACAS-BA,,,,BA,,,,"245.716,98",,,,,,"120.847,34",,,,,,,,"366.564,32",,,,,,,,"1.929.794,67",,,,,,,
ARACI-BA,,,,BA,,,,"965,50",,,,,,-,,,,,,,,"965,50",,,,,,,,"2.470,09",,,,,,,
ARAMARI-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
ARATACA-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.557,08",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ARATUIPE-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
AURELINO LEAL-BA,,,,BA,,,,"747,48",,,,,,-,,,,,,,,"747,48",,,,,,,,"1.779,51",,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"2.071,69",,,,,,,
BANZAE-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.673,29",,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,"965,50",,,,,,-,,,,,,,,"965,50",,,,,,,,"2.470,09",,,,,,,
BARRA DO ROCHA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.482,93",,,,,,,
BARRO PRETO-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.482,93",,,,,,,
BARROCAS-BA,,,,BA,,,,"685,19",,,,,,-,,,,,,,,"685,19",,,,,,,,"1.752,97",,,,,,,
BELMONTE-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"1.927,82",,,,,,,
BELO CAMPO-BA,,,,BA,,,,"747,48",,,,,,-,,,,,,,,"747,48",,,,,,,,"1.912,31",,,,,,,
BIRITINGA-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
BOA NOVA-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"2.071,69",,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,"778,63",,,,,,-,,,,,,,,"778,63",,,,,,,,"1.992,01",,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.673,29",,,,,,,
BREJOES-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
BUERAREMA-BA,,,,BA,,,,"778,63",,,,,,-,,,,,,,,"778,63",,,,,,,,"1.853,67",,,,,,,
CAATIBA-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
CACHOEIRA-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.231,05",,,,,,,
CAEM-BA,,,,BA,,,,"685,19",,,,,,-,,,,,,,,"685,19",,,,,,,,"1.752,97",,,,,,,
CAETANOS-BA,,,,BA,,,,"685,19",,,,,,-,,,,,,,,"685,19",,,,,,,,"1.752,97",,,,,,,
CAIRU-BA,,,,BA,,,,"23.296,15",,,,,,"183.515,26",,,,,,,,"206.811,41",,,,,,,,"471.393,71",,,,,,,
CAMACAN-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.076,11",,,,,,,
CAMACARI-BA,,,,BA,,,,"1.350,86",,,,,,"59,87",,,,,,,,"1.410,73",,,,,,,,"6.269,74",,,,,,,
CAMAMU-BA,,,,BA,,,,"903,21",,,,,,-,,,,,,,,"903,21",,,,,,,,"2.150,26",,,,,,,
CANAVIEIRAS-BA,,,,BA,,,,"903,21",,,,,,-,,,,,,,,"903,21",,,,,,,,"2.150,26",,,,,,,
CANDEAL-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.673,29",,,,,,,
CANDEIAS-BA,,,,BA,,,,"201.669,39",,,,,,"208.432,36",,,,,,,,"410.101,75",,,,,,,,"2.621.391,81",,,,,,,
CANDIDO SALES-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.231,05",,,,,,,
CANSANCAO-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.231,05",,,,,,,
CANUDOS-BA,,,,BA,,,,"685,19",,,,,,-,,,,,,,,"685,19",,,,,,,,"1.752,97",,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.673,29",,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"2.071,69",,,,,,,
CARAVELAS-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"1.927,82",,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,"115.911,85",,,,,,"32.623,02",,,,,,,,"148.534,87",,,,,,,,"870.332,55",,,,,,,
CASTRO ALVES-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.151,36",,,,,,,
CATU-BA,,,,BA,,,,"181.292,40",,,,,,"95.974,07",,,,,,,,"277.266,47",,,,,,,,"1.726.679,61",,,,,,,
CICERO DANTAS-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.231,05",,,,,,,
CIPO-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
COARACI-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.001,96",,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,"747,48",,,,,,-,,,,,,,,"747,48",,,,,,,,"1.912,31",,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,"778,63",,,,,,-,,,,,,,,"778,63",,,,,,,,"1.992,01",,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,"1.027,79",,,,,,-,,,,,,,,"1.027,79",,,,,,,,"2.629,46",,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.151,36",,,,,,,
CONDE-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"5.860,27",,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"2.071,69",,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,"778,63",,,,,,-,,,,,,,,"778,63",,,,,,,,"1.992,01",,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
CRISOPOLIS-BA,,,,BA,,,,"778,63",,,,,,-,,,,,,,,"778,63",,,,,,,,"1.992,01",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,"996,65",,,,,,-,,,,,,,,"996,65",,,,,,,,"2.549,78",,,,,,,
DARIO MEIRA-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,"965,50",,,,,,-,,,,,,,,"965,50",,,,,,,,"2.470,09",,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,"903,21",,,,,,-,,,,,,,,"903,21",,,,,,,,"2.310,75",,,,,,,
ENTRE RIOS-BA,,,,BA,,,,"203.236,93",,,,,,"138.483,57",,,,,,,,"341.720,50",,,,,,,,"1.988.521,80",,,,,,,
ESPLANADA-BA,,,,BA,,,,"493.381,12",,,,,,"318.480,30",,,,,,,,"811.861,42",,,,,,,,"5.886.934,28",,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,"996,65",,,,,,-,,,,,,,,"996,65",,,,,,,,"2.549,78",,,,,,,
EUNAPOLIS-BA,,,,BA,,,,"1.121,23",,,,,,-,,,,,,,,"1.121,23",,,,,,,,"2.669,29",,,,,,,
FATIMA-BA,,,,BA,,,,"778,63",,,,,,-,,,,,,,,"778,63",,,,,,,,"1.992,01",,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,"1.245,81",,,,,,-,,,,,,,,"1.245,81",,,,,,,,"3.187,23",,,,,,,
FIRMINO ALVES-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.482,93",,,,,,,
FLORESTA AZUL-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.557,08",,,,,,,
GANDU-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.001,96",,,,,,,
GAVIAO-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
GLORIA-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
GONGOGI-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.557,08",,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,"747,48",,,,,,-,,,,,,,,"747,48",,,,,,,,"1.912,31",,,,,,,
GUARATINGA-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.001,96",,,,,,,
HELIOPOLIS-BA,,,,BA,,,,"685,19",,,,,,-,,,,,,,,"685,19",,,,,,,,"1.752,97",,,,,,,
IACU-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.231,05",,,,,,,
IBICARAI-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.076,11",,,,,,,
IBICUI-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.705,37",,,,,,,
IBIQUERA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
IBIRAPITANGA-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"1.927,82",,,,,,,
IBIRAPUA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.482,93",,,,,,,
IBIRATAIA-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.001,96",,,,,,,
ICHU-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
IGRAPIUNA-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.705,37",,,,,,,
IGUAI-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.001,96",,,,,,,
ILHEUS-BA,,,,BA,,,,"1.245,81",,,,,,-,,,,,,,,"1.245,81",,,,,,,,"2.965,88",,,,,,,
INHAMBUPE-BA,,,,BA,,,,"2.544,06",,,,,,"852,72",,,,,,,,"3.396,78",,,,,,,,"12.362,83",,,,,,,
IPECAETA-BA,,,,BA,,,,"778,63",,,,,,-,,,,,,,,"778,63",,,,,,,,"1.992,01",,,,,,,
IPIAU-BA,,,,BA,,,,"965,50",,,,,,-,,,,,,,,"965,50",,,,,,,,"2.298,55",,,,,,,
IPIRA-BA,,,,BA,,,,"1.027,79",,,,,,-,,,,,,,,"1.027,79",,,,,,,,"2.629,46",,,,,,,
IRAJUBA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.593,59",,,,,,,
IRARA-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.151,36",,,,,,,
ITABELA-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.001,96",,,,,,,
ITABERABA-BA,,,,BA,,,,"1.027,79",,,,,,-,,,,,,,,"1.027,79",,,,,,,,"2.629,46",,,,,,,
ITABUNA-BA,,,,BA,,,,"1.245,81",,,,,,-,,,,,,,,"1.245,81",,,,,,,,"2.965,88",,,,,,,
ITACARE-BA,,,,BA,,,,"778,63",,,,,,-,,,,,,,,"778,63",,,,,,,,"1.853,67",,,,,,,
ITAGI-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.832,65",,,,,,,
ITAGIBA-BA,,,,BA,,,,"747,48",,,,,,-,,,,,,,,"747,48",,,,,,,,"1.779,51",,,,,,,
ITAGIMIRIM-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.482,93",,,,,,,
ITAJU DO COLONIA-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.482,93",,,,,,,
ITAJUIPE-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"1.927,82",,,,,,,
ITAMARAJU-BA,,,,BA,,,,"1.058,94",,,,,,-,,,,,,,,"1.058,94",,,,,,,,"2.521,00",,,,,,,
ITAMARI-BA,,,,BA,,,,"622,90",,,,,,-,,,,,,,,"622,90",,,,,,,,"1.482,93",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE-BA,,,,BA,,,,"872,06",,,,,,-,,,,,,,,"872,06",,,,,,,,"2.231,05",,,,,,,
ITANAGRA-BA,,,,BA,,,,"84.528,57",,,,,,"14.111,86",,,,,,,,"98.640,43",,,,,,,,"572.868,46",,,,,,,
ITANHEM-BA,,,,BA,,,,"809,77",,,,,,-,,,,,,,,"809,77",,,,,,,,"1.927,82",,,,,,,
ITAPARICA-BA,,,,BA,,,,"28.531,99",,,,,,"123.409,07",,,,,,,,"151.941,06",,,,,,,,"899.609,05",,,,,,,
ITAPE-BA,,,,BA,,,,"716,34",,,,,,-,,,,,,,,"716,34",,,,,,,,"1.705,37",,,,,,,
ITAPEBI-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.557,08",,,,,,,
ITAPETINGA-BA,,,,BA,,,,"1.027,79",,,,,,-,,,,,,,,"1.027,79",,,,,,,,"2.629,46",,,,,,,
ITAPICURU-BA,,,,BA,,,,"840,92",,,,,,-,,,,,,,,"840,92",,,,,,,,"2.151,36",,,,,,,
ITAPITANGA-BA,,,,BA,,,,"654,05",,,,,,-,,,,,,,,"654,05",,,,,,,,"1.557,08",,,,,,,
