PEDRO ALEXANDRE-BA,,,,,BA,,,,,"30,01",,,,,,,,,-,,,,,,"30,01",,,,,,,,,"139,33",,,,,,,,,
PINTADAS-BA,,,,,BA,,,,,"27,40",,,,,,,,,-,,,,,,"27,40",,,,,,,,,"127,22",,,,,,,,,
PIRITIBA-BA,,,,,BA,,,,,"32,62",,,,,,,,,-,,,,,,"32,62",,,,,,,,,"151,45",,,,,,,,,
PLANALTINO-BA,,,,,BA,,,,,"26,10",,,,,,,,,-,,,,,,"26,10",,,,,,,,,"121,16",,,,,,,,,
PLANALTO-BA,,,,,BA,,,,,"33,93",,,,,,,,,-,,,,,,"33,93",,,,,,,,,"157,52",,,,,,,,,
POCOES-BA,,,,,BA,,,,,"39,15",,,,,,,,,-,,,,,,"39,15",,,,,,,,,"181,76",,,,,,,,,
POJUCA-BA,,,,,BA,,,,,"203.711,42",,,,,,,,,"130.753,35",,,,,,"334.464,77",,,,,,,,,"1.617.340,06",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,,,"33,93",,,,,,,,,-,,,,,,"33,93",,,,,,,,,"157,52",,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,,,"33,93",,,,,,,,,-,,,,,,"33,93",,,,,,,,,"157,52",,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,,,"30,01",,,,,,,,,-,,,,,,"30,01",,,,,,,,,"139,33",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,,,"33,93",,,,,,,,,-,,,,,,"33,93",,,,,,,,,"157,52",,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,,,"27,40",,,,,,,,,-,,,,,,"27,40",,,,,,,,,"127,22",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,,,"36,54",,,,,,,,,-,,,,,,"36,54",,,,,,,,,"169,64",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,,,"40,45",,,,,,,,,-,,,,,,"40,45",,,,,,,,,"187,80",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
RIO REAL-BA,,,,,BA,,,,,"36,54",,,,,,,,,-,,,,,,"36,54",,,,,,,,,"169,64",,,,,,,,,
RUY BARBOSA-BA,,,,,BA,,,,,"36,54",,,,,,,,,-,,,,,,"36,54",,,,,,,,,"169,64",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,BA,,,,,"635,86",,,,,,,,,"1.213,92",,,,,,"1.849,78",,,,,,,,,"8.607,60",,,,,,,,,
SALVADOR-BA,,,,,BA,,,,,"1.271,84",,,,,,,,,"44.332,17",,,,,,"45.604,01",,,,,,,,,"195.909,50",,,,,,,,,
SANTA BARBARA-BA,,,,,BA,,,,,"31,32",,,,,,,,,-,,,,,,"31,32",,,,,,,,,"145,40",,,,,,,,,
SANTA BRIGIDA-BA,,,,,BA,,,,,"31,32",,,,,,,,,-,,,,,,"31,32",,,,,,,,,"145,40",,,,,,,,,
SANTA INES-BA,,,,,BA,,,,,"27,40",,,,,,,,,-,,,,,,"27,40",,,,,,,,,"127,22",,,,,,,,,
SANTA TERESINHA-BA,,,,,BA,,,,,"26,10",,,,,,,,,-,,,,,,"26,10",,,,,,,,,"121,16",,,,,,,,,
SANTALUZ-BA,,,,,BA,,,,,"36,54",,,,,,,,,-,,,,,,"36,54",,,,,,,,,"169,64",,,,,,,,,
SANTANOPOLIS-BA,,,,,BA,,,,,"26,10",,,,,,,,,-,,,,,,"26,10",,,,,,,,,"121,16",,,,,,,,,
SANTO AMARO-BA,,,,,BA,,,,,"1.049,17",,,,,,,,,"1.213,92",,,,,,"2.263,09",,,,,,,,,"10.526,50",,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,BA,,,,,"44,37",,,,,,,,,-,,,,,,"44,37",,,,,,,,,"205,98",,,,,,,,,
SANTO ESTEVAO-BA,,,,,BA,,,,,"39,15",,,,,,,,,-,,,,,,"39,15",,,,,,,,,"181,76",,,,,,,,,
SAO DOMINGOS-BA,,,,,BA,,,,,"26,10",,,,,,,,,-,,,,,,"26,10",,,,,,,,,"121,16",,,,,,,,,
SAO FELIPE-BA,,,,,BA,,,,,"33,93",,,,,,,,,-,,,,,,"33,93",,,,,,,,,"157,52",,,,,,,,,
SAO FELIX-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,BA,,,,,"164.709,46",,,,,,,,,"68.092,11",,,,,,"232.801,57",,,,,,,,,"1.575.713,60",,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,BA,,,,,"35,23",,,,,,,,,-,,,,,,"35,23",,,,,,,,,"163,57",,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,BA,,,,,"30,01",,,,,,,,,-,,,,,,"30,01",,,,,,,,,"139,33",,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,BA,,,,,"27,40",,,,,,,,,-,,,,,,"27,40",,,,,,,,,"127,22",,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,,,"66.809,84",,,,,,,,,"63.294,30",,,,,,"130.104,14",,,,,,,,,"526.764,24",,,,,,,,,
SAPEACU-BA,,,,,BA,,,,,"30,01",,,,,,,,,-,,,,,,"30,01",,,,,,,,,"139,33",,,,,,,,,
SATIRO DIAS-BA,,,,,BA,,,,,"30,01",,,,,,,,,-,,,,,,"30,01",,,,,,,,,"139,33",,,,,,,,,
SAUBARA-BA,,,,,BA,,,,,"635,86",,,,,,,,,"1.213,92",,,,,,"1.849,78",,,,,,,,,"8.607,60",,,,,,,,,
SERRA PRETA-BA,,,,,BA,,,,,"31,32",,,,,,,,,-,,,,,,"31,32",,,,,,,,,"145,40",,,,,,,,,
SERRINHA-BA,,,,,BA,,,,,"45,67",,,,,,,,,-,,,,,,"45,67",,,,,,,,,"212,04",,,,,,,,,
SERROLANDIA-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
SIMOES FILHO-BA,,,,,BA,,,,,"18.860,49",,,,,,,,,"511,99",,,,,,"19.372,48",,,,,,,,,"100.967,06",,,,,,,,,
SITIO DO QUINTO-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
TANQUINHO-BA,,,,,BA,,,,,"26,10",,,,,,,,,-,,,,,,"26,10",,,,,,,,,"121,16",,,,,,,,,
TAPIRAMUTA-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
TEODORO SAMPAIO-BA,,,,,BA,,,,,"18.237,67",,,,,,,,,"390,91",,,,,,"18.628,58",,,,,,,,,"91.089,17",,,,,,,,,
TEOFILANDIA-BA,,,,,BA,,,,,"33,93",,,,,,,,,-,,,,,,"33,93",,,,,,,,,"157,52",,,,,,,,,
TERRA NOVA-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
TUCANO-BA,,,,,BA,,,,,"40,45",,,,,,,,,-,,,,,,"40,45",,,,,,,,,"187,80",,,,,,,,,
UAUA-BA,,,,,BA,,,,,"35,23",,,,,,,,,-,,,,,,"35,23",,,,,,,,,"163,57",,,,,,,,,
UBAIRA-BA,,,,,BA,,,,,"35,23",,,,,,,,,-,,,,,,"35,23",,,,,,,,,"163,57",,,,,,,,,
VALENTE-BA,,,,,BA,,,,,"31,32",,,,,,,,,-,,,,,,"31,32",,,,,,,,,"145,40",,,,,,,,,
VARZEA DA ROCA-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
VARZEA DO POCO-BA,,,,,BA,,,,,"27,40",,,,,,,,,-,,,,,,"27,40",,,,,,,,,"127,22",,,,,,,,,
VARZEA NOVA-BA,,,,,BA,,,,,"28,71",,,,,,,,,-,,,,,,"28,71",,,,,,,,,"133,27",,,,,,,,,
VARZEDO-BA,,,,,BA,,,,,"26,10",,,,,,,,,-,,,,,,"26,10",,,,,,,,,"121,16",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VERA CRUZ-BA,,,,,BA,,,,,"35,23",,,,,,,,,-,,,,,,"35,23",,,,,,,,,"163,57",,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,BA,,,,,"52,20",,,,,,,,,-,,,,,,"52,20",,,,,,,,,"242,34",,,,,,,,,
ACARAU-CE,,,,,CE,,,,,"1.469,29",,,,,,,,,-,,,,,,"1.469,29",,,,,,,,,"6.600,00",,,,,,,,,
ALCANTARAS-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
AMONTADA-CE,,,,,CE,,,,,"30.875,53",,,,,,,,,"42.552,57",,,,,,"73.428,10",,,,,,,,,"307.449,79",,,,,,,,,
APUIARES-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
ARACATI-CE,,,,,CE,,,,,"163.554,05",,,,,,,,,"5.225,47",,,,,,"168.779,52",,,,,,,,,"798.845,14",,,,,,,,,
ARARENDA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
BARROQUINHA-CE,,,,,CE,,,,,"1.042,72",,,,,,,,,-,,,,,,"1.042,72",,,,,,,,,"4.683,86",,,,,,,,,
BELA CRUZ-CE,,,,,CE,,,,,"1.279,70",,,,,,,,,-,,,,,,"1.279,70",,,,,,,,,"5.748,38",,,,,,,,,
CAMOCIM-CE,,,,,CE,,,,,"1.516,68",,,,,,,,,-,,,,,,"1.516,68",,,,,,,,,"6.812,90",,,,,,,,,
CANINDE-CE,,,,,CE,,,,,"1.611,48",,,,,,,,,-,,,,,,"1.611,48",,,,,,,,,"7.238,72",,,,,,,,,
CARIDADE-CE,,,,,CE,,,,,"1.042,72",,,,,,,,,-,,,,,,"1.042,72",,,,,,,,,"4.683,86",,,,,,,,,
CARIRE-CE,,,,,CE,,,,,"1.184,91",,,,,,,,,-,,,,,,"1.184,91",,,,,,,,,"5.322,58",,,,,,,,,
CARNAUBAL-CE,,,,,CE,,,,,"1.090,11",,,,,,,,,-,,,,,,"1.090,11",,,,,,,,,"4.896,77",,,,,,,,,
CATUNDA-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
CHAVAL-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
COREAU-CE,,,,,CE,,,,,"1.184,91",,,,,,,,,-,,,,,,"1.184,91",,,,,,,,,"5.322,58",,,,,,,,,
CRATEUS-CE,,,,,CE,,,,,"1.611,48",,,,,,,,,-,,,,,,"1.611,48",,,,,,,,,"7.238,72",,,,,,,,,
CROATA-CE,,,,,CE,,,,,"1.090,11",,,,,,,,,-,,,,,,"1.090,11",,,,,,,,,"4.896,77",,,,,,,,,
CRUZ-CE,,,,,CE,,,,,"1.137,51",,,,,,,,,-,,,,,,"1.137,51",,,,,,,,,"5.109,68",,,,,,,,,
FORQUILHA-CE,,,,,CE,,,,,"1.137,51",,,,,,,,,-,,,,,,"1.137,51",,,,,,,,,"5.109,68",,,,,,,,,
FORTALEZA-CE,,,,,CE,,,,,"178.107,15",,,,,,,,,-,,,,,,"178.107,15",,,,,,,,,"824.157,30",,,,,,,,,
FRECHEIRINHA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
GENERAL SAMPAIO-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
GRACA-CE,,,,,CE,,,,,"1.090,11",,,,,,,,,-,,,,,,"1.090,11",,,,,,,,,"4.896,77",,,,,,,,,
GRANJA-CE,,,,,CE,,,,,"1.469,29",,,,,,,,,-,,,,,,"1.469,29",,,,,,,,,"6.600,00",,,,,,,,,
GROAIRAS-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,CE,,,,,"1.327,10",,,,,,,,,-,,,,,,"1.327,10",,,,,,,,,"5.961,30",,,,,,,,,
HIDROLANDIA-CE,,,,,CE,,,,,"1.137,51",,,,,,,,,-,,,,,,"1.137,51",,,,,,,,,"5.109,68",,,,,,,,,
IBIAPINA-CE,,,,,CE,,,,,"1.232,30",,,,,,,,,-,,,,,,"1.232,30",,,,,,,,,"5.535,48",,,,,,,,,
ICAPUI-CE,,,,,CE,,,,,"32.934,98",,,,,,,,,"6.472,83",,,,,,"39.407,81",,,,,,,,,"197.953,93",,,,,,,,,
INDEPENDENCIA-CE,,,,,CE,,,,,"1.232,30",,,,,,,,,-,,,,,,"1.232,30",,,,,,,,,"5.535,48",,,,,,,,,
IPAPORANGA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
IPU-CE,,,,,CE,,,,,"1.374,49",,,,,,,,,-,,,,,,"1.374,49",,,,,,,,,"6.174,20",,,,,,,,,
IPUEIRAS-CE,,,,,CE,,,,,"1.374,49",,,,,,,,,-,,,,,,"1.374,49",,,,,,,,,"6.174,20",,,,,,,,,
IRAUCUBA-CE,,,,,CE,,,,,"1.137,51",,,,,,,,,-,,,,,,"1.137,51",,,,,,,,,"5.109,68",,,,,,,,,
ITAPAGE-CE,,,,,CE,,,,,"1.421,89",,,,,,,,,-,,,,,,"1.421,89",,,,,,,,,"6.387,10",,,,,,,,,
ITAPIPOCA-CE,,,,,CE,,,,,"39.697,08",,,,,,,,,"32.242,31",,,,,,"71.939,39",,,,,,,,,"320.772,41",,,,,,,,,
ITAREMA-CE,,,,,CE,,,,,"29.772,81",,,,,,,,,"26.425,48",,,,,,"56.198,29",,,,,,,,,"246.322,38",,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
MARCO-CE,,,,,CE,,,,,"1.184,91",,,,,,,,,-,,,,,,"1.184,91",,,,,,,,,"4.620,57",,,,,,,,,
MARANGUAPE-CE,,,,,CE,,,,,-,,,,,,,,,-,,,,,,-,,,,,,,,,"702,01",,,,,,,,,
MARTINOPOLE-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
MASSAPE-CE,,,,,CE,,,,,"1.279,70",,,,,,,,,-,,,,,,"1.279,70",,,,,,,,,"5.748,38",,,,,,,,,
MERUOCA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
MIRAIMA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
MONSENHOR TABOSA-CE,,,,,CE,,,,,"1.090,11",,,,,,,,,-,,,,,,"1.090,11",,,,,,,,,"4.896,77",,,,,,,,,
MORAUJO-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
MORRINHOS-CE,,,,,CE,,,,,"1.090,11",,,,,,,,,-,,,,,,"1.090,11",,,,,,,,,"4.896,77",,,,,,,,,
MUCAMBO-CE,,,,,CE,,,,,"1.042,72",,,,,,,,,-,,,,,,"1.042,72",,,,,,,,,"4.683,86",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NOVA RUSSAS-CE,,,,,CE,,,,,"1.327,10",,,,,,,,,-,,,,,,"1.327,10",,,,,,,,,"5.961,30",,,,,,,,,
NOVO ORIENTE-CE,,,,,CE,,,,,"1.279,70",,,,,,,,,-,,,,,,"1.279,70",,,,,,,,,"5.748,38",,,,,,,,,
PACUJA-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
PARACURU-CE,,,,,CE,,,,,"28.670,12",,,,,,,,,"54.968,95",,,,,,"83.639,07",,,,,,,,,"408.236,35",,,,,,,,,
PARAIPABA-CE,,,,,CE,,,,,"1.232,31",,,,,,,,,"1.939,41",,,,,,"3.171,72",,,,,,,,,"14.490,90",,,,,,,,,
PARAMOTI-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
PENTECOSTE-CE,,,,,CE,,,,,"1.327,10",,,,,,,,,-,,,,,,"1.327,10",,,,,,,,,"5.961,30",,,,,,,,,
PIRES FERREIRA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
PORANGA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
QUITERIANOPOLIS-CE,,,,,CE,,,,,"1.137,51",,,,,,,,,-,,,,,,"1.137,51",,,,,,,,,"5.109,68",,,,,,,,,
RERIUTABA-CE,,,,,CE,,,,,"1.232,30",,,,,,,,,-,,,,,,"1.232,30",,,,,,,,,"5.535,48",,,,,,,,,
SANTA QUITERIA-CE,,,,,CE,,,,,"1.421,89",,,,,,,,,-,,,,,,"1.421,89",,,,,,,,,"6.387,10",,,,,,,,,
SANTANA DO ACARAU-CE,,,,,CE,,,,,"1.279,70",,,,,,,,,-,,,,,,"1.279,70",,,,,,,,,"5.748,38",,,,,,,,,
SAO BENEDITO-CE,,,,,CE,,,,,"1.421,89",,,,,,,,,-,,,,,,"1.421,89",,,,,,,,,"6.387,10",,,,,,,,,
SAO GONCALO DO AMARANTE-CE,,,,,CE,,,,,"1.374,49",,,,,,,,,-,,,,,,"1.374,49",,,,,,,,,"6.174,20",,,,,,,,,
SAO LUIS DO CURU-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
SENADOR SA-CE,,,,,CE,,,,,"947,92",,,,,,,,,-,,,,,,"947,92",,,,,,,,,"4.258,06",,,,,,,,,
SOBRAL-CE,,,,,CE,,,,,"1.848,46",,,,,,,,,-,,,,,,"1.848,46",,,,,,,,,"8.303,24",,,,,,,,,
TAMBORIL-CE,,,,,CE,,,,,"1.279,70",,,,,,,,,-,,,,,,"1.279,70",,,,,,,,,"5.748,38",,,,,,,,,
TEJUCUOCA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
TIANGUA-CE,,,,,CE,,,,,"1.516,68",,,,,,,,,-,,,,,,"1.516,68",,,,,,,,,"6.812,90",,,,,,,,,
TRAIRI-CE,,,,,CE,,,,,"33.080,95",,,,,,,,,"44.311,99",,,,,,"77.392,94",,,,,,,,,"346.691,21",,,,,,,,,
TURURU-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
UBAJARA-CE,,,,,CE,,,,,"1.279,70",,,,,,,,,-,,,,,,"1.279,70",,,,,,,,,"5.748,38",,,,,,,,,
UMIRIM-CE,,,,,CE,,,,,"1.090,11",,,,,,,,,-,,,,,,"1.090,11",,,,,,,,,"4.896,77",,,,,,,,,
URUBURETAMA-CE,,,,,CE,,,,,"1.090,11",,,,,,,,,-,,,,,,"1.090,11",,,,,,,,,"4.896,77",,,,,,,,,
URUOCA-CE,,,,,CE,,,,,"995,32",,,,,,,,,-,,,,,,"995,32",,,,,,,,,"4.470,96",,,,,,,,,
VARJOTA-CE,,,,,CE,,,,,"1.090,11",,,,,,,,,-,,,,,,"1.090,11",,,,,,,,,"4.896,77",,,,,,,,,
VICOSA DO CEARA-CE,,,,,CE,,,,,"1.469,29",,,,,,,,,-,,,,,,"1.469,29",,,,,,,,,"6.600,00",,,,,,,,,
AFONSO CLAUDIO-ES,,,,,ES,,,,,"51,86",,,,,,,,,-,,,,,,"51,86",,,,,,,,,"245,22",,,,,,,,,
AGUA DOCE DO NORTE-ES,,,,,ES,,,,,"40,75",,,,,,,,,-,,,,,,"40,75",,,,,,,,,"192,67",,,,,,,,,
AGUIA BRANCA-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
ALEGRE-ES,,,,,ES,,,,,"51,86",,,,,,,,,-,,,,,,"51,86",,,,,,,,,"245,22",,,,,,,,,
ALFREDO CHAVES-ES,,,,,ES,,,,,"40,75",,,,,,,,,-,,,,,,"40,75",,,,,,,,,"192,67",,,,,,,,,
ALTO RIO NOVO-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
ANCHIETA-ES,,,,,ES,,,,,"44,45",,,,,,,,,-,,,,,,"44,45",,,,,,,,,"210,18",,,,,,,,,
APIACA-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
ATILIO VIVACQUA-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
BAIXO GUANDU-ES,,,,,ES,,,,,"50,01",,,,,,,,,-,,,,,,"50,01",,,,,,,,,"236,47",,,,,,,,,
BARRA DE SAO FRANCISCO-ES,,,,,ES,,,,,"55,57",,,,,,,,,-,,,,,,"55,57",,,,,,,,,"262,75",,,,,,,,,
BOA ESPERANCA-ES,,,,,ES,,,,,"40,75",,,,,,,,,-,,,,,,"40,75",,,,,,,,,"192,67",,,,,,,,,
BOM JESUS DO NORTE-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
BREJETUBA-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
CACHOEIRO DE ITAPEMIRIM-ES,,,,,ES,,,,,"74,09",,,,,,,,,-,,,,,,"74,09",,,,,,,,,"350,32",,,,,,,,,
CARIACICA-ES,,,,,ES,,,,,"74,09",,,,,,,,,-,,,,,,"74,09",,,,,,,,,"350,32",,,,,,,,,
CASTELO-ES,,,,,ES,,,,,"51,86",,,,,,,,,-,,,,,,"51,86",,,,,,,,,"245,22",,,,,,,,,
COLATINA-ES,,,,,ES,,,,,"68,53",,,,,,,,,-,,,,,,"68,53",,,,,,,,,"324,06",,,,,,,,,
CONCEICAO DA BARRA-ES,,,,,ES,,,,,"24.759,88",,,,,,,,,"3.050,09",,,,,,"27.809,97",,,,,,,,,"134.338,33",,,,,,,,,
CONCEICAO DO CASTELO-ES,,,,,ES,,,,,"38,90",,,,,,,,,-,,,,,,"38,90",,,,,,,,,"183,91",,,,,,,,,
DIVINO DE SAO LOURENCO-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
DOMINGOS MARTINS-ES,,,,,ES,,,,,"50,01",,,,,,,,,-,,,,,,"50,01",,,,,,,,,"236,47",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DORES DO RIO PRETO-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
ECOPORANGA-ES,,,,,ES,,,,,"48,16",,,,,,,,,-,,,,,,"48,16",,,,,,,,,"227,70",,,,,,,,,
FUNDAO-ES,,,,,ES,,,,,"38,90",,,,,,,,,-,,,,,,"38,90",,,,,,,,,"183,91",,,,,,,,,
GUACUI-ES,,,,,ES,,,,,"48,16",,,,,,,,,-,,,,,,"48,16",,,,,,,,,"227,70",,,,,,,,,
GUARAPARI-ES,,,,,ES,,,,,"64,83",,,,,,,,,-,,,,,,"64,83",,,,,,,,,"306,53",,,,,,,,,
IBATIBA-ES,,,,,ES,,,,,"44,45",,,,,,,,,-,,,,,,"44,45",,,,,,,,,"210,18",,,,,,,,,
IBIRACU-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
IBITIRAMA-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
ICONHA-ES,,,,,ES,,,,,"38,90",,,,,,,,,-,,,,,,"38,90",,,,,,,,,"183,91",,,,,,,,,
IRUPI-ES,,,,,ES,,,,,"38,90",,,,,,,,,-,,,,,,"38,90",,,,,,,,,"183,91",,,,,,,,,
ITAGUACU-ES,,,,,ES,,,,,"42,60",,,,,,,,,-,,,,,,"42,60",,,,,,,,,"201,43",,,,,,,,,
ITAPEMIRIM-ES,,,,,ES,,,,,"50,01",,,,,,,,,-,,,,,,"50,01",,,,,,,,,"236,47",,,,,,,,,
ITARANA-ES,,,,,ES,,,,,"38,90",,,,,,,,,-,,,,,,"38,90",,,,,,,,,"183,91",,,,,,,,,
IUNA-ES,,,,,ES,,,,,"50,01",,,,,,,,,-,,,,,,"50,01",,,,,,,,,"236,47",,,,,,,,,
JAGUARE-ES,,,,,ES,,,,,"7.708,27",,,,,,,,,"3.875,36",,,,,,"11.583,63",,,,,,,,,"59.682,69",,,,,,,,,
JERONIMO MONTEIRO-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
JOAO NEIVA-ES,,,,,ES,,,,,"42,60",,,,,,,,,-,,,,,,"42,60",,,,,,,,,"201,43",,,,,,,,,
LARANJA DA TERRA-ES,,,,,ES,,,,,"38,90",,,,,,,,,-,,,,,,"38,90",,,,,,,,,"183,91",,,,,,,,,
LINHARES-ES,,,,,ES,,,,,"253.057,61",,,,,,,,,"89.376,33",,,,,,"342.433,94",,,,,,,,,"1.808.333,86",,,,,,,,,
MANTENOPOLIS-ES,,,,,ES,,,,,"40,75",,,,,,,,,-,,,,,,"40,75",,,,,,,,,"192,67",,,,,,,,,
MARATAIZES-ES,,,,,ES,,,,,"50,01",,,,,,,,,-,,,,,,"50,01",,,,,,,,,"236,47",,,,,,,,,
MARECHAL FLORIANO-ES,,,,,ES,,,,,"38,90",,,,,,,,,-,,,,,,"38,90",,,,,,,,,"183,91",,,,,,,,,
MARILANDIA-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
MIMOSO DO SUL-ES,,,,,ES,,,,,"50,01",,,,,,,,,-,,,,,,"50,01",,,,,,,,,"236,47",,,,,,,,,
MONTANHA-ES,,,,,ES,,,,,"46,30",,,,,,,,,-,,,,,,"46,30",,,,,,,,,"218,95",,,,,,,,,
MUCURICI-ES,,,,,ES,,,,,"37,04",,,,,,,,,-,,,,,,"37,04",,,,,,,,,"175,15",,,,,,,,,
MUNIZ FREIRE-ES,,,,,ES,,,,,"46,30",,,,,,,,,-,,,,,,"46,30",,,,,,,,,"218,95",,,,,,,,,
