JOAQUIM GOMES-AL,,,,,,,,AL,,,"741,73",,,,,,,,-,,,,,,,,"741,73",,,,,,,"9.623,62",,,,,,,,
JUNDIA-AL,,,,,,,,AL,,,"570,56",,,,,,,,-,,,,,,,,"570,56",,,,,,,"7.425,27",,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,,"770,26",,,,,,,,-,,,,,,,,"770,26",,,,,,,"9.993,78",,,,,,,,
MACEIO-AL,,,,,,,,AL,,,"72.032,05",,,,,,,,"19.240,56",,,,,,,,"91.272,61",,,,,,,"882.873,42",,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,,"770,26",,,,,,,,-,,,,,,,,"770,26",,,,,,,"9.993,78",,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,,"108.294,65",,,,,,,,"91.962,16",,,,,,,,"200.256,81",,,,,,,"1.735.030,76",,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,,"770,26",,,,,,,,-,,,,,,,,"770,26",,,,,,,"9.993,78",,,,,,,,
MESSIAS-AL,,,,,,,,AL,,,"656,15",,,,,,,,-,,,,,,,,"656,15",,,,,,,"8.513,22",,,,,,,,
MURICI-AL,,,,,,,,AL,,,"770,26",,,,,,,,-,,,,,,,,"770,26",,,,,,,"9.993,78",,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,,"599,09",,,,,,,,-,,,,,,,,"599,09",,,,,,,"7.772,92",,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,,"570,56",,,,,,,,"9.154,86",,,,,,,,"9.725,42",,,,,,,"92.522,40",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,,"627,62",,,,,,,,-,,,,,,,,"627,62",,,,,,,"8.143,07",,,,,,,,
PENEDO-AL,,,,,,,,AL,,,"641.063,30",,,,,,,,-,,,,,,,,"641.063,30",,,,,,,"6.189.948,97",,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,,"684,68",,,,,,,,-,,,,,,,,"684,68",,,,,,,"8.883,37",,,,,,,,
PILAR-AL,,,,,,,,AL,,,"88.900,29",,,,,,,,"56.825,47",,,,,,,,"145.725,76",,,,,,,"1.820.283,36",,,,,,,,
PINDOBA-AL,,,,,,,,AL,,,"570,56",,,,,,,,-,,,,,,,,"570,56",,,,,,,"7.402,79",,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,,"770,26",,,,,,,,-,,,,,,,,"770,26",,,,,,,"9.993,78",,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,,"599,09",,,,,,,,-,,,,,,,,"599,09",,,,,,,"7.772,92",,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,,"684,68",,,,,,,,-,,,,,,,,"684,68",,,,,,,"8.883,37",,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,,"11.914,52",,,,,,,,"7.059,24",,,,,,,,"18.973,76",,,,,,,"257.801,38",,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,,"1.697,15",,,,,,,,"726,65",,,,,,,,"2.423,80",,,,,,,"21.123,83",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,,"1.278,63",,,,,,,,"456,57",,,,,,,,"1.735,20",,,,,,,"104.982,20",,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,,"599,09",,,,,,,,-,,,,,,,,"599,09",,,,,,,"7.772,92",,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,,"741,73",,,,,,,,-,,,,,,,,"741,73",,,,,,,"9.623,62",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,,"798,79",,,,,,,,-,,,,,,,,"798,79",,,,,,,"10.363,92",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,,"317.822,86",,,,,,,,"225.226,45",,,,,,,,"543.049,31",,,,,,,"5.469.915,82",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,,"570,56",,,,,,,,-,,,,,,,,"570,56",,,,,,,"7.402,79",,,,,,,,
SATUBA-AL,,,,,,,,AL,,,"678.624,63",,,,,,,,"24.411,06",,,,,,,,"703.035,69",,,,,,,"6.629.356,86",,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,,"884,38",,,,,,,,-,,,,,,,,"884,38",,,,,,,"11.474,35",,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"941,43",,,,,,,,-,,,,,,,,"941,43",,,,,,,"12.214,63",,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"770,26",,,,,,,,-,,,,,,,,"770,26",,,,,,,"9.993,78",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"2.857.436,74",,,,,,,,"517.980,66",,,,,,,,"3.375.417,40",,,,,,,"33.565.151,40",,,,,,,,
ANAMA-AM,,,,,,,,AM,,,-,,,,,,,,"2.478,65",,,,,,,,"2.478,65",,,,,,,"24.499,78",,,,,,,,
ANORI-AM,,,,,,,,AM,,,-,,,,,,,,"2.478,65",,,,,,,,"2.478,65",,,,,,,"24.499,78",,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,,,"2.478,65",,,,,,,,"2.478,65",,,,,,,"24.499,78",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.842,39",,,,,,,,
CAREIRO-AM,,,,,,,,AM,,,-,,,,,,,,"2.478,65",,,,,,,,"2.478,65",,,,,,,"24.499,78",,,,,,,,
COARI-AM,,,,,,,,AM,,,"1.901.956,15",,,,,,,,"1.829.778,00",,,,,,,,"3.731.734,15",,,,,,,"39.739.769,25",,,,,,,,
CODAJAS-AM,,,,,,,,AM,,,-,,,,,,,,"2.478,65",,,,,,,,"2.478,65",,,,,,,"24.499,78",,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.842,39",,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,,,"2.478,65",,,,,,,,"2.478,65",,,,,,,"24.499,78",,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,,,"2.478,65",,,,,,,,"2.478,65",,,,,,,"24.499,78",,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"910.644,30",,,,,,,,"110.770,13",,,,,,,,"1.021.414,43",,,,,,,"9.707.217,74",,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"2.812.600,45",,,,,,,,"2.030.618,05",,,,,,,,"4.843.218,50",,,,,,,"50.220.062,90",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,,"8.079,93",,,,,,,,"8.079,93",,,,,,,"66.841,81",,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,,"24.239,79",,,,,,,,"24.239,79",,,,,,,"200.525,43",,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"254.424,92",,,,,,,,"141.576,19",,,,,,,,"396.001,11",,,,,,,"4.089.120,02",,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.275,79",,,,,,,,-,,,,,,,,"1.275,79",,,,,,,"13.814,90",,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"1.479,92",,,,,,,,-,,,,,,,,"1.479,92",,,,,,,"16.025,30",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.224,76",,,,,,,,-,,,,,,,,"1.224,76",,,,,,,"13.262,32",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
APORA-BA,,,,,,,,BA,,,"1.224,76",,,,,,,,-,,,,,,,,"1.224,76",,,,,,,"13.262,32",,,,,,,,
APUAREMA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
ARACAS-BA,,,,,,,,BA,,,"246.325,57",,,,,,,,"127.206,10",,,,,,,,"373.531,67",,,,,,,"3.638.714,39",,,,,,,,
ARACI-BA,,,,,,,,BA,,,"1.633,02",,,,,,,,-,,,,,,,,"1.633,02",,,,,,,"17.683,11",,,,,,,,
ARAMARI-BA,,,,,,,,BA,,,"1.647,72",,,,,,,,"263,38",,,,,,,,"1.911,10",,,,,,,"24.627,73",,,,,,,,
ARATACA-BA,,,,,,,,BA,,,"1.071,67",,,,,,,,-,,,,,,,,"1.071,67",,,,,,,"11.604,52",,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
BANZAE-BA,,,,,,,,BA,,,"1.071,67",,,,,,,,-,,,,,,,,"1.071,67",,,,,,,"11.604,52",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,,"1.479,92",,,,,,,,-,,,,,,,,"1.479,92",,,,,,,"16.025,30",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
BARROCAS-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
BELMONTE-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,,"1.224,76",,,,,,,,-,,,,,,,,"1.224,76",,,,,,,"13.262,32",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,,"1.224,76",,,,,,,,-,,,,,,,,"1.224,76",,,,,,,"13.262,32",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,,"1.071,67",,,,,,,,-,,,,,,,,"1.071,67",,,,,,,"11.604,52",,,,,,,,
BREJOES-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,,"1.275,79",,,,,,,,-,,,,,,,,"1.275,79",,,,,,,"13.814,90",,,,,,,,
CAATIBA-BA,,,,,,,,BA,,,"1.071,67",,,,,,,,-,,,,,,,,"1.071,67",,,,,,,"11.604,52",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,,"1.224,76",,,,,,,,-,,,,,,,,"1.224,76",,,,,,,"13.262,32",,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,,"1.479,92",,,,,,,,-,,,,,,,,"1.479,92",,,,,,,"16.025,30",,,,,,,,
CAEM-BA,,,,,,,,BA,,,"1.071,67",,,,,,,,-,,,,,,,,"1.071,67",,,,,,,"11.604,52",,,,,,,,
CAETANOS-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
CAIRU-BA,,,,,,,,BA,,,"38.344,18",,,,,,,,"395.552,65",,,,,,,,"433.896,83",,,,,,,"4.761.553,57",,,,,,,,
CAMACAN-BA,,,,,,,,BA,,,"1.428,89",,,,,,,,-,,,,,,,,"1.428,89",,,,,,,"15.472,71",,,,,,,,
CAMACARI-BA,,,,,,,,BA,,,"2.493,56",,,,,,,,"189,96",,,,,,,,"2.683,52",,,,,,,"33.206,60",,,,,,,,
CAMAMU-BA,,,,,,,,BA,,,"1.479,92",,,,,,,,-,,,,,,,,"1.479,92",,,,,,,"16.025,30",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,,"1.479,92",,,,,,,,-,,,,,,,,"1.479,92",,,,,,,"16.025,30",,,,,,,,
CANDEAL-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,,"203.089,31",,,,,,,,"221.872,18",,,,,,,,"424.961,49",,,,,,,"4.266.261,13",,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,,"1.479,92",,,,,,,,-,,,,,,,,"1.479,92",,,,,,,"16.025,30",,,,,,,,
CANUDOS-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.381,80",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,,"116.290,95",,,,,,,,"35.881,34",,,,,,,,"152.172,29",,,,,,,"1.595.940,29",,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
CATU-BA,,,,,,,,BA,,,"158.215,31",,,,,,,,"70.696,50",,,,,,,,"228.911,81",,,,,,,"2.556.531,25",,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,,"1.428,89",,,,,,,,-,,,,,,,,"1.428,89",,,,,,,"15.472,71",,,,,,,,
CIPO-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
COARACI-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,,"1.275,79",,,,,,,,-,,,,,,,,"1.275,79",,,,,,,"13.814,90",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,,"1.224,76",,,,,,,,-,,,,,,,,"1.224,76",,,,,,,"13.262,32",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,,"1.684,05",,,,,,,,-,,,,,,,,"1.684,05",,,,,,,"18.235,71",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
CONDE-BA,,,,,,,,BA,,,"2.445,92",,,,,,,,"721,81",,,,,,,,"3.167,73",,,,,,,"35.819,56",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,,"1.275,79",,,,,,,,-,,,,,,,,"1.275,79",,,,,,,"13.814,90",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,,"1.275,79",,,,,,,,-,,,,,,,,"1.275,79",,,,,,,"13.814,90",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,,"1.633,02",,,,,,,,-,,,,,,,,"1.633,02",,,,,,,"17.683,11",,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,,"1.633,02",,,,,,,,-,,,,,,,,"1.633,02",,,,,,,"17.683,11",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,,"211.992,71",,,,,,,,"150.132,96",,,,,,,,"362.125,67",,,,,,,"3.646.484,62",,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,,"1.087.709,05",,,,,,,,"320.347,33",,,,,,,,"1.408.056,38",,,,,,,"14.658.428,07",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,,"1.684,05",,,,,,,,-,,,,,,,,"1.684,05",,,,,,,"18.235,71",,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,,"1.837,15",,,,,,,,-,,,,,,,,"1.837,15",,,,,,,"19.893,51",,,,,,,,
FATIMA-BA,,,,,,,,BA,,,"1.275,79",,,,,,,,-,,,,,,,,"1.275,79",,,,,,,"13.814,90",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,,"2.041,27",,,,,,,,-,,,,,,,,"2.041,27",,,,,,,"22.103,89",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,,"1.071,67",,,,,,,,-,,,,,,,,"1.071,67",,,,,,,"11.604,52",,,,,,,,
GANDU-BA,,,,,,,,BA,,,"1.428,89",,,,,,,,-,,,,,,,,"1.428,89",,,,,,,"15.472,71",,,,,,,,
GAVIAO-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
GLORIA-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
GONGOGI-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,,"1.275,79",,,,,,,,-,,,,,,,,"1.275,79",,,,,,,"13.814,90",,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IACU-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
IBICARAI-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
IBICUI-BA,,,,,,,,BA,,,"1.173,73",,,,,,,,-,,,,,,,,"1.173,73",,,,,,,"12.709,72",,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,,"1.326,83",,,,,,,,-,,,,,,,,"1.326,83",,,,,,,"14.367,51",,,,,,,,
ICHU-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,,"1.122,70",,,,,,,,-,,,,,,,,"1.122,70",,,,,,,"12.157,12",,,,,,,,
IGUAI-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
ILHEUS-BA,,,,,,,,BA,,,"2.041,27",,,,,,,,-,,,,,,,,"2.041,27",,,,,,,"22.103,89",,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,,"2.264,94",,,,,,,,"400,36",,,,,,,,"2.665,30",,,,,,,"31.131,37",,,,,,,,
IPECAETA-BA,,,,,,,,BA,,,"1.224,76",,,,,,,,-,,,,,,,,"1.224,76",,,,,,,"13.262,32",,,,,,,,
IPIAU-BA,,,,,,,,BA,,,"1.581,99",,,,,,,,-,,,,,,,,"1.581,99",,,,,,,"17.130,54",,,,,,,,
IPIRA-BA,,,,,,,,BA,,,"1.684,05",,,,,,,,-,,,,,,,,"1.684,05",,,,,,,"18.235,71",,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,,"1.020,63",,,,,,,,-,,,,,,,,"1.020,63",,,,,,,"11.051,89",,,,,,,,
IRARA-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
ITABELA-BA,,,,,,,,BA,,,"1.377,86",,,,,,,,-,,,,,,,,"1.377,86",,,,,,,"14.920,11",,,,,,,,
