JEQUIA DA PRAIA-AL,,,,,,,,,AL,,"2.847,72",,,,,,,"899,65",,,,,,"3.747,37",,,,,,,"37.288,56",,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,"834,02",,,,,,,-,,,,,,"834,02",,,,,,,"8.721,82",,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,"641,55",,,,,,,-,,,,,,"641,55",,,,,,,"6.709,08",,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,"834,02",,,,,,,-,,,,,,"834,02",,,,,,,"8.721,82",,,,,,,,
MACEIO-AL,,,,,,,,,AL,,"84.083,97",,,,,,,"26.378,50",,,,,,"110.462,47",,,,,,,"1.340.488,19",,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,"898,17",,,,,,,-,,,,,,"898,17",,,,,,,"9.392,73",,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,"56.756,94",,,,,,,"46.001,16",,,,,,"102.758,10",,,,,,,"916.951,22",,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,"834,02",,,,,,,-,,,,,,"834,02",,,,,,,"8.721,82",,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,"737,78",,,,,,,-,,,,,,"737,78",,,,,,,"7.715,44",,,,,,,,
MURICI-AL,,,,,,,,,AL,,"866,09",,,,,,,-,,,,,,"866,09",,,,,,,"25.246,23",,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,"705,70",,,,,,,-,,,,,,"705,70",,,,,,,"7.380,00",,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,"673,63",,,,,,,"9.393,09",,,,,,"10.066,72",,,,,,,"85.573,89",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,"737,78",,,,,,,-,,,,,,"737,78",,,,,,,"7.715,44",,,,,,,,
PENEDO-AL,,,,,,,,,AL,,"346.640,41",,,,,,,"88,10",,,,,,"346.728,51",,,,,,,"2.856.741,25",,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,"769,86",,,,,,,-,,,,,,"769,86",,,,,,,"8.050,90",,,,,,,,
PILAR-AL,,,,,,,,,AL,,"213.750,47",,,,,,,"116.597,68",,,,,,"330.348,15",,,,,,,"3.337.552,11",,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,"641,55",,,,,,,-,,,,,,"641,55",,,,,,,"6.709,08",,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,"866,09",,,,,,,-,,,,,,"866,09",,,,,,,"9.057,28",,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,"641,55",,,,,,,-,,,,,,"641,55",,,,,,,"6.709,08",,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,"801,94",,,,,,,-,,,,,,"801,94",,,,,,,"8.386,36",,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,"348.463,52",,,,,,,"7.448,41",,,,,,"355.911,93",,,,,,,"3.174.664,57",,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,"2.104.551,11",,,,,,,"1.151,35",,,,,,"2.105.702,46",,,,,,,"17.180.859,15",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,"641,55",,,,,,,-,,,,,,"641,55",,,,,,,"632.885,37",,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,"673,63",,,,,,,-,,,,,,"673,63",,,,,,,"7.044,55",,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,"834,02",,,,,,,-,,,,,,"834,02",,,,,,,"8.721,82",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,"930,25",,,,,,,-,,,,,,"930,25",,,,,,,"9.728,20",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,"280.521,13",,,,,,,"166.376,98",,,,,,"446.898,11",,,,,,,"4.588.634,71",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,"641,55",,,,,,,-,,,,,,"641,55",,,,,,,"6.709,08",,,,,,,,
SATUBA-AL,,,,,,,,,AL,,"11.156,24",,,,,,,"7.195,78",,,,,,"18.352,02",,,,,,,"335.948,99",,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,"994,40",,,,,,,-,,,,,,"994,40",,,,,,,"10.399,10",,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,"1.058,56",,,,,,,-,,,,,,"1.058,56",,,,,,,"11.070,02",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,"866,09",,,,,,,-,,,,,,"866,09",,,,,,,"9.057,28",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"5.753.527,21",,,,,,,"492.833,79",,,,,,"6.246.361,00",,,,,,,"56.070.479,93",,,,,,,,
ANAMA-AM,,,,,,,,,AM,,-,,,,,,,"2.801,11",,,,,,"2.801,11",,,,,,,"35.914,12",,,,,,,,
ANORI-AM,,,,,,,,,AM,,-,,,,,,,"2.801,11",,,,,,"2.801,11",,,,,,,"35.914,12",,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
BERURI-AM,,,,,,,,,AM,,-,,,,,,,"2.801,11",,,,,,"2.801,11",,,,,,,"35.914,12",,,,,,,,
CAAPIRANGA-AM,,,,,,,,,AM,,"63.994,86",,,,,,,"6,85",,,,,,"64.001,71",,,,,,,"64.001,71",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,-,,,,,,,"2.801,11",,,,,,"2.801,11",,,,,,,"35.914,12",,,,,,,,
COARI-AM,,,,,,,,,AM,,"3.034.928,50",,,,,,,"2.852.081,78",,,,,,"5.887.010,28",,,,,,,"65.278.790,62",,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,-,,,,,,,"2.801,11",,,,,,"2.801,11",,,,,,,"242.682,44",,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,-,,,,,,,"2.801,11",,,,,,"2.801,11",,,,,,,"35.914,12",,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,-,,,,,,,"2.801,11",,,,,,"2.801,11",,,,,,,"35.914,12",,,,,,,,
MANAUS-AM,,,,,,,,,AM,,"345.581,85",,,,,,,"267.595,08",,,,,,"613.176,93",,,,,,,"14.378.563,00",,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
SILVES-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
TEFE-AM,,,,,,,,,AM,,-,,,,,,,-,,,,,,-,,,,,,,"808.347,79",,,,,,,,
URUCARA-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.444.505,21",,,,,,,"3.223.570,90",,,,,,"6.668.076,11",,,,,,,"81.864.524,28",,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
MACAPA-AP,,,,,,,,,AP,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,-,,,,,,,"9.364,38",,,,,,"9.364,38",,,,,,,"97.406,00",,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,"28.093,14",,,,,,"28.093,14",,,,,,,"292.218,00",,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,"439.932,97",,,,,,,"294.209,18",,,,,,"734.142,15",,,,,,,"7.695.251,35",,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.877,78",,,,,,,-,,,,,,"1.877,78",,,,,,,"18.620,98",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"1.554,02",,,,,,,-,,,,,,"1.554,02",,,,,,,"15.410,44",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
APORA-BA,,,,,,,,,BA,,"1.554,02",,,,,,,-,,,,,,"1.554,02",,,,,,,"15.410,44",,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"473.133,84",,,,,,,"277.805,57",,,,,,"750.939,41",,,,,,,"7.262.853,61",,,,,,,,
ARACI-BA,,,,,,,,,BA,,"2.072,03",,,,,,,-,,,,,,"2.072,03",,,,,,,"20.547,28",,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"2.828,71",,,,,,,"616,95",,,,,,"3.445,66",,,,,,,"15.827,84",,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"1.424,52",,,,,,,-,,,,,,"1.424,52",,,,,,,"14.126,25",,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.877,78",,,,,,,-,,,,,,"1.877,78",,,,,,,"18.620,98",,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"1.554,02",,,,,,,-,,,,,,"1.554,02",,,,,,,"15.410,44",,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"1.554,02",,,,,,,-,,,,,,"1.554,02",,,,,,,"15.410,44",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"1.618,77",,,,,,,-,,,,,,"1.618,77",,,,,,,"16.052,55",,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"1.554,02",,,,,,,-,,,,,,"1.554,02",,,,,,,"15.410,44",,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.877,78",,,,,,,-,,,,,,"1.877,78",,,,,,,"18.620,98",,,,,,,,
CAEM-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"1.424,52",,,,,,,-,,,,,,"1.424,52",,,,,,,"14.126,25",,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"44.737,11",,,,,,,"495.579,76",,,,,,"540.316,87",,,,,,,"5.408.400,76",,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"1.813,03",,,,,,,-,,,,,,"1.813,03",,,,,,,"17.978,88",,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"348.232,73",,,,,,,"276.219,29",,,,,,"624.452,02",,,,,,,"5.265.549,50",,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.877,78",,,,,,,-,,,,,,"1.877,78",,,,,,,"18.620,98",,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.877,78",,,,,,,-,,,,,,"1.877,78",,,,,,,"18.620,98",,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"561.447,29",,,,,,,"521.619,51",,,,,,"1.083.066,80",,,,,,,"10.534.889,11",,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.877,78",,,,,,,-,,,,,,"1.877,78",,,,,,,"18.620,98",,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"116.945,42",,,,,,,"33.633,26",,,,,,"150.578,68",,,,,,,"1.890.399,01",,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
CATU-BA,,,,,,,,,BA,,"345.911,64",,,,,,,"179.447,45",,,,,,"525.359,09",,,,,,,"5.401.164,59",,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.877,78",,,,,,,-,,,,,,"1.877,78",,,,,,,"18.620,98",,,,,,,,
CIPO-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
COARACI-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"1.554,02",,,,,,,-,,,,,,"1.554,02",,,,,,,"15.410,44",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"2.136,78",,,,,,,-,,,,,,"2.136,78",,,,,,,"21.189,38",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"1.813,03",,,,,,,-,,,,,,"1.813,03",,,,,,,"17.978,88",,,,,,,,
CONDE-BA,,,,,,,,,BA,,"3.119,83",,,,,,,"926,41",,,,,,"4.046,24",,,,,,,"41.628,32",,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"1.554,02",,,,,,,-,,,,,,"1.554,02",,,,,,,"15.410,44",,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"2.136,78",,,,,,,-,,,,,,"2.136,78",,,,,,,"21.189,38",,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"1.424,52",,,,,,,-,,,,,,"1.424,52",,,,,,,"14.126,25",,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"2.201,53",,,,,,,-,,,,,,"2.201,53",,,,,,,"21.831,50",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"396.272,34",,,,,,,"271.885,79",,,,,,"668.158,13",,,,,,,"7.216.030,89",,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"754.721,20",,,,,,,"588.433,54",,,,,,"1.343.154,74",,,,,,,"13.969.130,19",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"2.136,78",,,,,,,-,,,,,,"2.136,78",,,,,,,"21.189,38",,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"347.977,64",,,,,,,"12.892,25",,,,,,"360.869,89",,,,,,,"3.131.787,90",,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"1.554,02",,,,,,,-,,,,,,"1.554,02",,,,,,,"15.410,44",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"2.590,04",,,,,,,-,,,,,,"2.590,04",,,,,,,"25.684,14",,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"1.359,77",,,,,,,-,,,,,,"1.359,77",,,,,,,"13.484,14",,,,,,,,
GANDU-BA,,,,,,,,,BA,,"1.813,03",,,,,,,-,,,,,,"1.813,03",,,,,,,"17.978,88",,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"1.618,77",,,,,,,-,,,,,,"1.618,77",,,,,,,"16.052,55",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"1.424,52",,,,,,,-,,,,,,"1.424,52",,,,,,,"14.126,25",,,,,,,,
IACU-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"1.683,53",,,,,,,-,,,,,,"1.683,53",,,,,,,"16.694,67",,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"1.618,77",,,,,,,-,,,,,,"1.618,77",,,,,,,"16.052,55",,,,,,,,
ICHU-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"1.424,52",,,,,,,-,,,,,,"1.424,52",,,,,,,"14.126,25",,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"2.590,04",,,,,,,-,,,,,,"2.590,04",,,,,,,"25.684,14",,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"3.204,31",,,,,,,"643,50",,,,,,"3.847,81",,,,,,,"29.267,35",,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"2.007,28",,,,,,,-,,,,,,"2.007,28",,,,,,,"19.905,18",,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"2.136,78",,,,,,,-,,,,,,"2.136,78",,,,,,,"21.189,38",,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"1.295,02",,,,,,,-,,,,,,"1.295,02",,,,,,,"12.842,05",,,,,,,,
IRARA-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"1.813,03",,,,,,,-,,,,,,"1.813,03",,,,,,,"17.978,88",,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"2.136,78",,,,,,,-,,,,,,"2.136,78",,,,,,,"21.189,38",,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"348.171,89",,,,,,,"3.607,74",,,,,,"351.779,63",,,,,,,"3.088.491,63",,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"1.748,28",,,,,,,-,,,,,,"1.748,28",,,,,,,"17.336,78",,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"1.424,52",,,,,,,-,,,,,,"1.424,52",,,,,,,"14.126,25",,,,,,,,
ITAGIBA-BA,,,,,,,,,BA,,"1.489,27",,,,,,,-,,,,,,"1.489,27",,,,,,,"14.768,35",,,,,,,,
