JEQUIA DA PRAIA-AL,,,,,,AL,,"391,98",,,,,,,-,,,,,"391,98",,,,,,"391,98",,,,,,,,
JOAQUIM GOMES-AL,,,,,,AL,,"463,24",,,,,,,-,,,,,"463,24",,,,,,"463,24",,,,,,,,
JUNDIA-AL,,,,,,AL,,"356,34",,,,,,,-,,,,,"356,34",,,,,,"356,34",,,,,,,,
JUNQUEIRO-AL,,,,,,AL,,"463,24",,,,,,,-,,,,,"463,24",,,,,,"463,24",,,,,,,,
MACEIO-AL,,,,,,AL,,"21.647,50",,,,,,,"14.754,48",,,,,"36.401,98",,,,,,"36.401,98",,,,,,,,
MARAGOGI-AL,,,,,,AL,,"463,24",,,,,,,-,,,,,"463,24",,,,,,"463,24",,,,,,,,
MARECHAL DEODORO-AL,,,,,,AL,,"57.657,65",,,,,,,"33.623,49",,,,,"91.281,14",,,,,,"91.281,14",,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,AL,,"463,24",,,,,,,-,,,,,"463,24",,,,,,"463,24",,,,,,,,
MESSIAS-AL,,,,,,AL,,"374,16",,,,,,,-,,,,,"374,16",,,,,,"374,16",,,,,,,,
MURICI-AL,,,,,,AL,,"481,06",,,,,,,-,,,,,"481,06",,,,,,"481,06",,,,,,,,
NOVO LINO-AL,,,,,,AL,,"374,16",,,,,,,-,,,,,"374,16",,,,,,"374,16",,,,,,,,
PARIPUEIRA-AL,,,,,,AL,,"356,34",,,,,,,-,,,,,"356,34",,,,,,"356,34",,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,AL,,"391,98",,,,,,,-,,,,,"391,98",,,,,,"391,98",,,,,,,,
PENEDO-AL,,,,,,AL,,"587,97",,,,,,,-,,,,,"587,97",,,,,,"587,97",,,,,,,,
PIACABUCU-AL,,,,,,AL,,"427,61",,,,,,,-,,,,,"427,61",,,,,,"427,61",,,,,,,,
PILAR-AL,,,,,,AL,,"79.832,21",,,,,,,"38.969,67",,,,,"118.801,88",,,,,,"118.801,88",,,,,,,,
PINDOBA-AL,,,,,,AL,,"356,34",,,,,,,-,,,,,"356,34",,,,,,"356,34",,,,,,,,
PORTO CALVO-AL,,,,,,AL,,"463,24",,,,,,,-,,,,,"463,24",,,,,,"463,24",,,,,,,,
PORTO DE PEDRAS-AL,,,,,,AL,,"374,16",,,,,,,-,,,,,"374,16",,,,,,"374,16",,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,AL,,"445,43",,,,,,,-,,,,,"445,43",,,,,,"445,43",,,,,,,,
RIO LARGO-AL,,,,,,AL,,"3.724,81",,,,,,,"2.023,26",,,,,"5.748,07",,,,,,"5.748,07",,,,,,,,
ROTEIRO-AL,,,,,,AL,,"522,43",,,,,,,"107,12",,,,,"629,55",,,,,,"629,55",,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,AL,,"19.271,57",,,,,,,-,,,,,"19.271,57",,,,,,"19.271,57",,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,AL,,"374,16",,,,,,,-,,,,,"374,16",,,,,,"374,16",,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,AL,,"463,24",,,,,,,-,,,,,"463,24",,,,,,"463,24",,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,AL,,"498,88",,,,,,,-,,,,,"498,88",,,,,,"498,88",,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,AL,,"61.493,03",,,,,,,"22.486,21",,,,,"83.979,24",,,,,,"83.979,24",,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,AL,,"356,34",,,,,,,-,,,,,"356,34",,,,,,"356,34",,,,,,,,
SATUBA-AL,,,,,,AL,,"3.663,69",,,,,,,"2.110,25",,,,,"5.773,94",,,,,,"5.773,94",,,,,,,,
TEOTONIO VILELA-AL,,,,,,AL,,"534,51",,,,,,,-,,,,,"534,51",,,,,,"534,51",,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,AL,,"587,97",,,,,,,-,,,,,"587,97",,,,,,"587,97",,,,,,,,
VICOSA-AL,,,,,,AL,,"481,06",,,,,,,-,,,,,"481,06",,,,,,"481,06",,,,,,,,
ALAGOAS  TOTAL,,,,,,,,"318.454,07",,,,,,,"150.012,09",,,,,"468.466,16",,,,,,"468.466,16",,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,AM,,-,,,,,,,"16.000,98",,,,,"16.000,98",,,,,,"16.000,98",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
COARI-AM,,,,,,AM,,"746.083,23",,,,,,,"677.807,86",,,,,"1.423.891,09",,,,,,"1.423.891,09",,,,,,,,
IRANDUBA-AM,,,,,,AM,,-,,,,,,,"16.000,98",,,,,"16.000,98",,,,,,"16.000,98",,,,,,,,
MANAUS-AM,,,,,,AM,,"18.915,22",,,,,,,"48.002,96",,,,,"66.918,18",,,,,,"66.918,18",,,,,,,,
AMAZONAS  TOTAL,,,,,,,,"764.998,45",,,,,,,"757.812,78",,,,,"1.522.811,23",,,,,,"1.522.811,23",,,,,,,,
ACAJUTIBA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
ADUSTINA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
AGUA FRIA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
AIQUARA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
ALAGOINHAS-BA,,,,,,BA,,"97.297,38",,,,,,,"48.661,25",,,,,"145.958,63",,,,,,"145.958,63",,,,,,,,
AMARGOSA-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
AMELIA RODRIGUES-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
ANAGE-BA,,,,,,BA,,"65,35",,,,,,,-,,,,,"65,35",,,,,,"65,35",,,,,,,,
ANGUERA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
ANTAS-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
ANTONIO CARDOSO-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
APORA-BA,,,,,,BA,,"50,59",,,,,,,-,,,,,"50,59",,,,,,"50,59",,,,,,,,
APUAREMA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
ARACAS-BA,,,,,,BA,,"92.621,93",,,,,,,"46.469,99",,,,,"139.091,92",,,,,,"139.091,92",,,,,,,,
ARACI-BA,,,,,,BA,,"65,35",,,,,,,-,,,,,"65,35",,,,,,"65,35",,,,,,,,
ARAMARI-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
ARATUIPE-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
BAIXA GRANDE-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
BANZAE-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
BARRA DO CHOCA-BA,,,,,,BA,,"65,35",,,,,,,-,,,,,"65,35",,,,,,"65,35",,,,,,,,
BARROCAS-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
BELO CAMPO-BA,,,,,,BA,,"50,59",,,,,,,-,,,,,"50,59",,,,,,"50,59",,,,,,,,
BIRITINGA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
BOA NOVA-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,BA,,"52,70",,,,,,,-,,,,,"52,70",,,,,,"52,70",,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
BREJOES-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
CAATIBA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
CACHOEIRA-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
CAEM-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
CAETANOS-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
CAMACARI-BA,,,,,,BA,,"19.076,26",,,,,,,"32,21",,,,,"19.108,47",,,,,,"19.108,47",,,,,,,,
CANDEAL-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
CANDEIAS-BA,,,,,,BA,,"237.908,67",,,,,,,"126.035,68",,,,,"363.944,35",,,,,,"363.944,35",,,,,,,,
CANDIDO SALES-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
CANSANCAO-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
CANUDOS-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
CAPIM GROSSO-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
CARAVELAS-BA,,,,,,BA,,"18.915,22",,,,,,,-,,,,,"18.915,22",,,,,,"18.915,22",,,,,,,,
CARDEAL DA SILVA-BA,,,,,,BA,,"39.213,56",,,,,,,"13.065,23",,,,,"52.278,79",,,,,,"52.278,79",,,,,,,,
CASTRO ALVES-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
CATU-BA,,,,,,BA,,"78.693,81",,,,,,,"135.428,62",,,,,"214.122,43",,,,,,"214.122,43",,,,,,,,
CICERO DANTAS-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
CIPO-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,BA,,"50,59",,,,,,,-,,,,,"50,59",,,,,,"50,59",,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,BA,,"52,70",,,,,,,-,,,,,"52,70",,,,,,"52,70",,,,,,,,
CONCEICAO DO COITE-BA,,,,,,BA,,"69,56",,,,,,,-,,,,,"69,56",,,,,,"69,56",,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
CONDE-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
CORACAO DE MARIA-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
CORONEL JOAO SA-BA,,,,,,BA,,"52,70",,,,,,,-,,,,,"52,70",,,,,,"52,70",,,,,,,,
CRAVOLANDIA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CRISOPOLIS-BA,,,,,,BA,,"52,70",,,,,,,-,,,,,"52,70",,,,,,"52,70",,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,BA,,"67,45",,,,,,,-,,,,,"67,45",,,,,,"67,45",,,,,,,,
DARIO MEIRA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
DIAS D'AVILA-BA,,,,,,BA,,"65,35",,,,,,,-,,,,,"65,35",,,,,,"65,35",,,,,,,,
DOM MACEDO COSTA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
ELISIO MEDRADO-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
ENCRUZILHADA-BA,,,,,,BA,,"61,13",,,,,,,-,,,,,"61,13",,,,,,"61,13",,,,,,,,
ENTRE RIOS-BA,,,,,,BA,,"77.785,90",,,,,,,"37.930,79",,,,,"115.716,69",,,,,,"115.716,69",,,,,,,,
ESPLANADA-BA,,,,,,BA,,"145.107,37",,,,,,,"81.357,22",,,,,"226.464,59",,,,,,"226.464,59",,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,BA,,"67,45",,,,,,,-,,,,,"67,45",,,,,,"67,45",,,,,,,,
FATIMA-BA,,,,,,BA,,"52,70",,,,,,,-,,,,,"52,70",,,,,,"52,70",,,,,,,,
FEIRA DE SANTANA-BA,,,,,,BA,,"84,32",,,,,,,-,,,,,"84,32",,,,,,"84,32",,,,,,,,
GAVIAO-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
GLORIA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,BA,,"50,59",,,,,,,-,,,,,"50,59",,,,,,"50,59",,,,,,,,
HELIOPOLIS-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
IACU-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
IBIQUERA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
ICHU-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
INHAMBUPE-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
IPECAETA-BA,,,,,,BA,,"52,70",,,,,,,-,,,,,"52,70",,,,,,"52,70",,,,,,,,
IPIRA-BA,,,,,,BA,,"69,56",,,,,,,-,,,,,"69,56",,,,,,"69,56",,,,,,,,
IRAJUBA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
IRARA-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
ITABERABA-BA,,,,,,BA,,"69,56",,,,,,,-,,,,,"69,56",,,,,,"69,56",,,,,,,,
ITAGI-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
ITAMBE-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
ITANAGRA-BA,,,,,,BA,,"28.022,88",,,,,,,"5.782,10",,,,,"33.804,98",,,,,,"33.804,98",,,,,,,,
ITAPARICA-BA,,,,,,BA,,"1.459,68",,,,,,,"1.818,27",,,,,"3.277,95",,,,,,"3.277,95",,,,,,,,
ITAPETINGA-BA,,,,,,BA,,"69,56",,,,,,,-,,,,,"69,56",,,,,,"69,56",,,,,,,,
ITAPICURU-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
ITAQUARA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
ITARANTIM-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
ITATIM-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
ITIRUCU-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
ITIUBA-BA,,,,,,BA,,"61,13",,,,,,,-,,,,,"61,13",,,,,,"61,13",,,,,,,,
JACOBINA-BA,,,,,,BA,,"73,78",,,,,,,-,,,,,"73,78",,,,,,"73,78",,,,,,,,
JAGUAQUARA-BA,,,,,,BA,,"65,35",,,,,,,-,,,,,"65,35",,,,,,"65,35",,,,,,,,
JAGUARIPE-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
JANDAIRA-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
JEQUIE-BA,,,,,,BA,,"84,32",,,,,,,-,,,,,"84,32",,,,,,"84,32",,,,,,,,
JEREMOABO-BA,,,,,,BA,,"61,13",,,,,,,-,,,,,"61,13",,,,,,"61,13",,,,,,,,
JIQUIRICA-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
JITAUNA-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
LAFAIETE COUTINHO-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
LAJE-BA,,,,,,BA,,"52,70",,,,,,,-,,,,,"52,70",,,,,,"52,70",,,,,,,,
LAJEDINHO-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
LAMARAO-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
LAURO DE FREITAS-BA,,,,,,BA,,"80,10",,,,,,,-,,,,,"80,10",,,,,,"80,10",,,,,,,,
MACAJUBA-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
MACARANI-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
MADRE DE DEUS-BA,,,,,,BA,,"160.071,79",,,,,,,"337.078,15",,,,,"497.149,94",,,,,,"497.149,94",,,,,,,,
MAIQUINIQUE-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
MAIRI-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
MANOEL VITORINO-BA,,,,,,BA,,"50,59",,,,,,,-,,,,,"50,59",,,,,,"50,59",,,,,,,,
MARACAS-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
MARAGOGIPE-BA,,,,,,BA,,"65,35",,,,,,,-,,,,,"65,35",,,,,,"65,35",,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
MATA DE SAO JOAO-BA,,,,,,BA,,"76.320,18",,,,,,,"33.717,14",,,,,"110.037,32",,,,,,"110.037,32",,,,,,,,
MIGUEL CALMON-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
MILAGRES-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
MIRANTE-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
MONTE SANTO-BA,,,,,,BA,,"67,45",,,,,,,-,,,,,"67,45",,,,,,"67,45",,,,,,,,
MUNDO NOVO-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
MUNIZ FERREIRA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
MURITIBA-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
MUTUIPE-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
NAZARE-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
NORDESTINA-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
NOVA CANAA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
NOVA FATIMA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
NOVA ITARANA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
NOVA SOURE-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
NOVO TRIUNFO-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
OLINDINA-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
OURICANGAS-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
OUROLANDIA-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
PARIPIRANGA-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
PAULO AFONSO-BA,,,,,,BA,,"77,99",,,,,,,-,,,,,"77,99",,,,,,"77,99",,,,,,,,
PE DE SERRA-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
PEDRAO-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
PEDRO ALEXANDRE-BA,,,,,,BA,,"50,59",,,,,,,-,,,,,"50,59",,,,,,"50,59",,,,,,,,
PINTADAS-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
PIRITIBA-BA,,,,,,BA,,"52,70",,,,,,,-,,,,,"52,70",,,,,,"52,70",,,,,,,,
PLANALTINO-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
PLANALTO-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
POCOES-BA,,,,,,BA,,"65,35",,,,,,,-,,,,,"65,35",,,,,,"65,35",,,,,,,,
POJUCA-BA,,,,,,BA,,"246.776,89",,,,,,,"163.557,51",,,,,"410.334,40",,,,,,"410.334,40",,,,,,,,
QUEIMADAS-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
QUIJINGUE-BA,,,,,,BA,,"56,91",,,,,,,-,,,,,"56,91",,,,,,"56,91",,,,,,,,
QUIXABEIRA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,,BA,,"54,81",,,,,,,-,,,,,"54,81",,,,,,"54,81",,,,,,,,
RETIROLANDIA-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,,BA,,"46,37",,,,,,,-,,,,,"46,37",,,,,,"46,37",,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,,BA,,"65,35",,,,,,,-,,,,,"65,35",,,,,,"65,35",,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,,BA,,"48,48",,,,,,,-,,,,,"48,48",,,,,,"48,48",,,,,,,,
RIO REAL-BA,,,,,,BA,,"61,13",,,,,,,-,,,,,"61,13",,,,,,"61,13",,,,,,,,
RUY BARBOSA-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,,BA,,"1.226,13",,,,,,,"1.818,27",,,,,"3.044,40",,,,,,"3.044,40",,,,,,,,
SALVADOR-BA,,,,,,BA,,"2.335,49",,,,,,,"76.320,47",,,,,"78.655,96",,,,,,"78.655,96",,,,,,,,
SANTA BARBARA-BA,,,,,,BA,,"50,59",,,,,,,-,,,,,"50,59",,,,,,"50,59",,,,,,,,
SANTA BRIGIDA-BA,,,,,,BA,,"50,59",,,,,,,-,,,,,"50,59",,,,,,"50,59",,,,,,,,
SANTA INES-BA,,,,,,BA,,"44,26",,,,,,,-,,,,,"44,26",,,,,,"44,26",,,,,,,,
SANTA TERESINHA-BA,,,,,,BA,,"42,16",,,,,,,-,,,,,"42,16",,,,,,"42,16",,,,,,,,
SANTALUZ-BA,,,,,,BA,,"59,02",,,,,,,-,,,,,"59,02",,,,,,"59,02",,,,,,,,
