MARECHAL DEODORO,,,AL,,,,,,"145.549,79",,,,,,,,"101.283,76",,,,,,"246.833,55",,,,,"430.582,00",,,,,,,,,
MATRIZ DE CAMARAGIBE,,,AL,,,,,,"653,04",,,,,,,,-,,,,,,"653,04",,,,,"1.264,53",,,,,,,,,
MESSIAS,,,AL,,,,,,"527,45",,,,,,,,-,,,,,,"527,45",,,,,"1.021,35",,,,,,,,,
MURICI,,,AL,,,,,,"678,16",,,,,,,,-,,,,,,"678,16",,,,,"1.313,17",,,,,,,,,
NOVO LINO,,,AL,,,,,,"527,45",,,,,,,,-,,,,,,"527,45",,,,,"1.021,35",,,,,,,,,
PARIPUEIRA,,,AL,,,,,,"502,34",,,,,,,,"5.354,68",,,,,,"5.857,02",,,,,"11.504,91",,,,,,,,,
PASSO DE CAMARAGIBE,,,AL,,,,,,"552,57",,,,,,,,-,,,,,,"552,57",,,,,"1.069,98",,,,,,,,,
PENEDO,,,AL,,,,,,"828,86",,,,,,,,-,,,,,,"828,86",,,,,"1.604,98",,,,,,,,,
PIACABUCU,,,AL,,,,,,"602,80",,,,,,,,-,,,,,,"602,80",,,,,"1.167,25",,,,,,,,,
PILAR,,,AL,,,,,,"110.765,25",,,,,,,,"70.989,97",,,,,,"181.755,22",,,,,"347.725,82",,,,,,,,,
PINDOBA,,,AL,,,,,,"502,34",,,,,,,,-,,,,,,"502,34",,,,,"972,72",,,,,,,,,
PORTO CALVO,,,AL,,,,,,"653,04",,,,,,,,-,,,,,,"653,04",,,,,"1.264,53",,,,,,,,,
PORTO DE PEDRAS,,,AL,,,,,,"527,45",,,,,,,,-,,,,,,"527,45",,,,,"1.021,35",,,,,,,,,
PORTO REAL DO COLEGIO,,,AL,,,,,,"627,92",,,,,,,,-,,,,,,"627,92",,,,,"1.215,89",,,,,,,,,
RIO LARGO,,,AL,,,,,,"5.283,01",,,,,,,,"2.872,92",,,,,,"8.155,93",,,,,"15.720,45",,,,,,,,,
ROTEIRO,,,AL,,,,,,"700,60",,,,,,,,"127,88",,,,,,"828,48",,,,,"1.632,38",,,,,,,,,
SANTA LUZIA DO NORTE,,,AL,,,,,,"502,34",,,,,,,,-,,,,,,"502,34",,,,,"972,72",,,,,,,,,
SANTANA DO MUNDAU,,,AL,,,,,,"527,45",,,,,,,,-,,,,,,"527,45",,,,,"1.021,35",,,,,,,,,
SAO JOSE DA LAJE,,,AL,,,,,,"653,04",,,,,,,,-,,,,,,"653,04",,,,,"1.264,53",,,,,,,,,
SAO LUIS DO QUITUNDE,,,AL,,,,,,"703,27",,,,,,,,-,,,,,,"703,27",,,,,"1.361,80",,,,,,,,,
SAO MIGUEL DOS CAMPOS,,,AL,,,,,,"204.803,31",,,,,,,,"113.285,54",,,,,,"318.088,85",,,,,"582.057,78",,,,,,,,,
SAO MIGUEL DOS MILAGRES,,,AL,,,,,,"502,34",,,,,,,,-,,,,,,"502,34",,,,,"972,72",,,,,,,,,
SATUBA,,,AL,,,,,,"38.654,79",,,,,,,,"24.575,93",,,,,,"63.230,72",,,,,"137.575,66",,,,,,,,,
TEOTONIO VILELA,,,AL,,,,,,"753,51",,,,,,,,-,,,,,,"753,51",,,,,"1.459,08",,,,,,,,,
UNIAO DOS PALMARES,,,AL,,,,,,"828,86",,,,,,,,-,,,,,,"828,86",,,,,"1.604,98",,,,,,,,,
VICOSA,,,AL,,,,,,"678,16",,,,,,,,-,,,,,,"678,16",,,,,"1.313,17",,,,,,,,,
TOTAL ALAGOAS,,,,,,,,,"1.380.342,47",,,,,,,,"398.154,29",,,,,,"1.778.496,76",,,,,"3.351.589,45",,,,,,,,,
ANAMA,,,AM,,,,,,-,,,,,,,,"1.904,98",,,,,,"1.904,98",,,,,"3.438,47",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI,,,AM,,,,,,-,,,,,,,,"1.904,98",,,,,,"1.904,98",,,,,"3.438,47",,,,,,,,,
AUTAZES,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
BERURI,,,AM,,,,,,-,,,,,,,,"1.904,98",,,,,,"1.904,98",,,,,"3.438,47",,,,,,,,,
CAREIRO DA VARZEA,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
CAREIRO,,,AM,,,,,,-,,,,,,,,"1.904,98",,,,,,"1.904,98",,,,,"3.438,47",,,,,,,,,
COARI,,,AM,,,,,,"1.353.520,97",,,,,,,,"1.248.164,10",,,,,,"2.601.685,07",,,,,"5.087.543,42",,,,,,,,,
CODAJAS,,,AM,,,,,,-,,,,,,,,"1.904,98",,,,,,"1.904,98",,,,,"3.438,47",,,,,,,,,
IRANDUBA,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
ITACOATIARA,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
ITAPIRANGA,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
MANACAPURU,,,AM,,,,,,-,,,,,,,,"1.904,98",,,,,,"1.904,98",,,,,"3.438,47",,,,,,,,,
MANAQUIRI,,,AM,,,,,,-,,,,,,,,"1.904,98",,,,,,"1.904,98",,,,,"3.438,47",,,,,,,,,
MANAUS,,,AM,,,,,,"791.459,19",,,,,,,,"59.407,65",,,,,,"850.866,84",,,,,"1.618.270,34",,,,,,,,,
PARINTINS,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
SILVES,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
URUCARA,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
URUCURITUBA,,,AM,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
TOTAL AMAZONAS,,,,,,,,,"2.144.980,16",,,,,,,,"1.364.819,86",,,,,,"3.509.800,02",,,,,"6.810.545,82",,,,,,,,,
LARANJAL DO JARI,,,AP,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
MACAPA,,,AP,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
MAZAGAO,,,AP,,,,,,-,,,,,,,,"4.879,25",,,,,,"4.879,25",,,,,"8.962,53",,,,,,,,,
TOTAL AMAPA,,,,,,,,,-,,,,,,,,"14.637,75",,,,,,"14.637,75",,,,,"26.887,59",,,,,,,,,
ACAJUTIBA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
ADUSTINA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
AGUA FRIA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
AIQUARA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
ALAGOINHAS,,,BA,,,,,,"228.180,79",,,,,,,,"120.207,24",,,,,,"348.388,03",,,,,"680.424,97",,,,,,,,,
AMARGOSA,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
AMELIA RODRIGUES,,,BA,,,,,,"103,81",,,,,,,,-,,,,,,"103,81",,,,,"199,01",,,,,,,,,
ANAGE,,,BA,,,,,,"119,19",,,,,,,,-,,,,,,"119,19",,,,,"228,49",,,,,,,,,
ANGUERA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
ANTAS,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
ANTONIO CARDOSO,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
APORA,,,BA,,,,,,"92,27",,,,,,,,-,,,,,,"92,27",,,,,"176,89",,,,,,,,,
APUAREMA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
ARACAS,,,BA,,,,,,"187.222,11",,,,,,,,"85.167,33",,,,,,"272.389,44",,,,,"522.262,91",,,,,,,,,
ARACI,,,BA,,,,,,"119,19",,,,,,,,-,,,,,,"119,19",,,,,"228,49",,,,,,,,,
ARAMARI,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
ARATUIPE,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
BAIXA GRANDE,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
BANZAE,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
BARRA DO CHOCA,,,BA,,,,,,"119,19",,,,,,,,-,,,,,,"119,19",,,,,"228,49",,,,,,,,,
BARROCAS,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
BELO CAMPO,,,BA,,,,,,"92,27",,,,,,,,-,,,,,,"92,27",,,,,"176,89",,,,,,,,,
BIRITINGA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
BOA NOVA,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
BOA VISTA DO TUPIM,,,BA,,,,,,"96,12",,,,,,,,-,,,,,,"96,12",,,,,"184,27",,,,,,,,,
BOM JESUS DA SERRA,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
BREJOES,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
CAATIBA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
CABACEIRAS DO PARAGUACU,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
CACHOEIRA,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
CAEM,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
CAETANOS,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
CAMACARI,,,BA,,,,,,"537,28",,,,,,,,"161,06",,,,,,"698,34",,,,,"1.006,41",,,,,,,,,
CANDEAL,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
CANDEIAS,,,BA,,,,,,"186.387,89",,,,,,,,"251.525,90",,,,,,"437.913,79",,,,,"729.584,74",,,,,,,,,
CANDIDO SALES,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
CANSANCAO,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANUDOS,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
CAPELA DO ALTO ALEGRE,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
CAPIM GROSSO,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
CARDEAL DA SILVA,,,BA,,,,,,"90.313,45",,,,,,,,"21.146,52",,,,,,"111.459,97",,,,,"215.678,08",,,,,,,,,
CASTRO ALVES,,,BA,,,,,,"103,81",,,,,,,,-,,,,,,"103,81",,,,,"199,01",,,,,,,,,
CATU,,,BA,,,,,,"183.082,82",,,,,,,,"98.388,33",,,,,,"281.471,15",,,,,"535.845,95",,,,,,,,,
CICERO DANTAS,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
CIPO,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
CONCEICAO DA FEIRA,,,BA,,,,,,"92,27",,,,,,,,-,,,,,,"92,27",,,,,"176,89",,,,,,,,,
CONCEICAO DO ALMEIDA,,,BA,,,,,,"96,12",,,,,,,,-,,,,,,"96,12",,,,,"184,27",,,,,,,,,
CONCEICAO DO COITE,,,BA,,,,,,"126,88",,,,,,,,-,,,,,,"126,88",,,,,"243,23",,,,,,,,,
CONCEICAO DO JACUIPE,,,BA,,,,,,"103,81",,,,,,,,-,,,,,,"103,81",,,,,"199,01",,,,,,,,,
CONDE,,,BA,,,,,,"753,91",,,,,,,,"421,79",,,,,,"1.175,70",,,,,"2.068,68",,,,,,,,,
CORACAO DE MARIA,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
CORONEL JOAO SA,,,BA,,,,,,"96,12",,,,,,,,-,,,,,,"96,12",,,,,"184,27",,,,,,,,,
CRAVOLANDIA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
CRISOPOLIS,,,BA,,,,,,"96,12",,,,,,,,-,,,,,,"96,12",,,,,"184,27",,,,,,,,,
CRUZ DAS ALMAS,,,BA,,,,,,"123,03",,,,,,,,-,,,,,,"123,03",,,,,"235,86",,,,,,,,,
DARIO MEIRA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
DIAS D'AVILA,,,BA,,,,,,"936,46",,,,,,,,"343,25",,,,,,"1.279,71",,,,,"2.484,64",,,,,,,,,
DOM MACEDO COSTA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
ELISIO MEDRADO,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
ENCRUZILHADA,,,BA,,,,,,"111,50",,,,,,,,-,,,,,,"111,50",,,,,"213,75",,,,,,,,,
ENTRE RIOS,,,BA,,,,,,"175.112,92",,,,,,,,"106.487,08",,,,,,"281.600,00",,,,,"549.287,73",,,,,,,,,
ESPLANADA,,,BA,,,,,,"309.782,29",,,,,,,,"186.491,19",,,,,,"496.273,48",,,,,"934.264,88",,,,,,,,,
EUCLIDES DA CUNHA,,,BA,,,,,,"123,03",,,,,,,,-,,,,,,"123,03",,,,,"235,86",,,,,,,,,
FATIMA,,,BA,,,,,,"96,12",,,,,,,,-,,,,,,"96,12",,,,,"184,27",,,,,,,,,
FEIRA DE SANTANA,,,BA,,,,,,"153,79",,,,,,,,-,,,,,,"153,79",,,,,"294,83",,,,,,,,,
GAVIAO,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
GLORIA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
GOVERNADOR MANGABEIRA,,,BA,,,,,,"92,27",,,,,,,,-,,,,,,"92,27",,,,,"176,89",,,,,,,,,
HELIOPOLIS,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
IACU,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
IBIQUERA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
ICHU,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
INHAMBUPE,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
IPECAETA,,,BA,,,,,,"96,12",,,,,,,,-,,,,,,"96,12",,,,,"184,27",,,,,,,,,
IPIRA,,,BA,,,,,,"126,88",,,,,,,,-,,,,,,"126,88",,,,,"243,23",,,,,,,,,
IRAJUBA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
IRARA,,,BA,,,,,,"103,81",,,,,,,,-,,,,,,"103,81",,,,,"199,01",,,,,,,,,
ITABERABA,,,BA,,,,,,"126,88",,,,,,,,-,,,,,,"126,88",,,,,"243,23",,,,,,,,,
ITAGI,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
ITAMBE,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
ITANAGRA,,,BA,,,,,,"74.313,76",,,,,,,,"13.011,41",,,,,,"87.325,17",,,,,"170.844,92",,,,,,,,,
ITAPARICA,,,BA,,,,,,"2.662,28",,,,,,,,"149.239,48",,,,,,"151.901,76",,,,,"175.869,94",,,,,,,,,
ITAPETINGA,,,BA,,,,,,"126,88",,,,,,,,-,,,,,,"126,88",,,,,"243,23",,,,,,,,,
ITAPICURU,,,BA,,,,,,"103,81",,,,,,,,-,,,,,,"103,81",,,,,"199,01",,,,,,,,,
ITAQUARA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
ITARANTIM,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
ITATIM,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
ITIRUCU,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
ITIUBA,,,BA,,,,,,"111,50",,,,,,,,-,,,,,,"111,50",,,,,"213,75",,,,,,,,,
JACOBINA,,,BA,,,,,,"134,57",,,,,,,,-,,,,,,"134,57",,,,,"257,98",,,,,,,,,
JAGUAQUARA,,,BA,,,,,,"119,19",,,,,,,,-,,,,,,"119,19",,,,,"228,49",,,,,,,,,
JAGUARIPE,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
JANDAIRA,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
JEQUIE,,,BA,,,,,,"153,79",,,,,,,,-,,,,,,"153,79",,,,,"294,83",,,,,,,,,
JEREMOABO,,,BA,,,,,,"111,50",,,,,,,,-,,,,,,"111,50",,,,,"213,75",,,,,,,,,
JIQUIRICA,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JITAUNA,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
LAFAIETE COUTINHO,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
LAJE,,,BA,,,,,,"96,12",,,,,,,,-,,,,,,"96,12",,,,,"184,27",,,,,,,,,
LAJEDINHO,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
LAJEDO DO TABOCAL,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
LAMARAO,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
LAURO DE FREITAS,,,BA,,,,,,"146,10",,,,,,,,-,,,,,,"146,10",,,,,"280,08",,,,,,,,,
MACAJUBA,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
MACARANI,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
MADRE DE DEUS,,,BA,,,,,,"793.802,00",,,,,,,,"684.502,16",,,,,,"1.478.304,16",,,,,"2.286.473,91",,,,,,,,,
MAIQUINIQUE,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
MAIRI,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
MANOEL VITORINO,,,BA,,,,,,"92,27",,,,,,,,-,,,,,,"92,27",,,,,"176,89",,,,,,,,,
MARACAS,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
MARAGOGIPE,,,BA,,,,,,"119,19",,,,,,,,-,,,,,,"119,19",,,,,"228,49",,,,,,,,,
MARCIONILIO SOUZA,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
MATA DE SAO JOAO,,,BA,,,,,,"141.830,69",,,,,,,,"60.700,08",,,,,,"202.530,77",,,,,"391.425,58",,,,,,,,,
MIGUEL CALMON,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
MILAGRES,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
MIRANTE,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
MONTE SANTO,,,BA,,,,,,"123,03",,,,,,,,-,,,,,,"123,03",,,,,"235,86",,,,,,,,,
MUNDO NOVO,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
MUNIZ FERREIRA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
MURITIBA,,,BA,,,,,,"107,65",,,,,,,,-,,,,,,"107,65",,,,,"206,37",,,,,,,,,
MUTUIPE,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
NAZARE,,,BA,,,,,,"103,81",,,,,,,,-,,,,,,"103,81",,,,,"199,01",,,,,,,,,
NORDESTINA,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
NOVA CANAA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
NOVA FATIMA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
NOVA ITARANA,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
NOVA SOURE,,,BA,,,,,,"103,81",,,,,,,,-,,,,,,"103,81",,,,,"199,01",,,,,,,,,
NOVO TRIUNFO,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
OLINDINA,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
OURICANGAS,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
OUROLANDIA,,,BA,,,,,,"88,43",,,,,,,,-,,,,,,"88,43",,,,,"169,52",,,,,,,,,
PARIPIRANGA,,,BA,,,,,,"103,81",,,,,,,,-,,,,,,"103,81",,,,,"199,01",,,,,,,,,
PAULO AFONSO,,,BA,,,,,,"142,26",,,,,,,,-,,,,,,"142,26",,,,,"272,72",,,,,,,,,
PE DE SERRA,,,BA,,,,,,"84,58",,,,,,,,-,,,,,,"84,58",,,,,"162,15",,,,,,,,,
PEDRAO,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
PEDRO ALEXANDRE,,,BA,,,,,,"92,27",,,,,,,,-,,,,,,"92,27",,,,,"176,89",,,,,,,,,
PINTADAS,,,BA,,,,,,"80,74",,,,,,,,-,,,,,,"80,74",,,,,"154,78",,,,,,,,,
PIRITIBA,,,BA,,,,,,"96,12",,,,,,,,-,,,,,,"96,12",,,,,"184,27",,,,,,,,,
PLANALTINO,,,BA,,,,,,"76,89",,,,,,,,-,,,,,,"76,89",,,,,"147,41",,,,,,,,,
PLANALTO,,,BA,,,,,,"99,96",,,,,,,,-,,,,,,"99,96",,,,,"191,63",,,,,,,,,
POCOES,,,BA,,,,,,"119,19",,,,,,,,-,,,,,,"119,19",,,,,"228,49",,,,,,,,,
