PORTO DE PEDRAS-AL,,,,,AL,,,,,"641,90",,,,,,-,,,,,,"641,90",,,,,,"4.624,28",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,,"764,17",,,,,,-,,,,,,"764,17",,,,,,"5.505,11",,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,,"10.329,03",,,,,,"6.011,61",,,,,,"16.340,64",,,,,,"138.581,63",,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,,"657,54",,,,,,"29,80",,,,,,"687,34",,,,,,"5.864,60",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,,"611,33",,,,,,-,,,,,,"611,33",,,,,,"4.404,06",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,,"641,90",,,,,,-,,,,,,"641,90",,,,,,"4.624,28",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,,"794,73",,,,,,-,,,,,,"794,73",,,,,,"5.725,29",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,,"855,87",,,,,,-,,,,,,"855,87",,,,,,"6.165,71",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,,"240.464,29",,,,,,"137.539,14",,,,,,"378.003,43",,,,,,"2.348.138,57",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,,"611,33",,,,,,-,,,,,,"611,33",,,,,,"4.404,06",,,,,,,,,
SATUBA-AL,,,,,AL,,,,,"21.119,99",,,,,,"13.188,65",,,,,,"34.308,64",,,,,,"347.742,25",,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,,"917,00",,,,,,-,,,,,,"917,00",,,,,,"6.606,12",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,,"1.008,70",,,,,,-,,,,,,"1.008,70",,,,,,"7.266,73",,,,,,,,,
VICOSA-AL,,,,,AL,,,,,"825,30",,,,,,-,,,,,,"825,30",,,,,,"5.945,50",,,,,,,,,
TOTAL ALAGOAS,,,,,,,,,,"1.967.407,27",,,,,,"545.402,27",,,,,,"2.512.809,54",,,,,,"16.246.258,39",,,,,,,,,
ANAMA-AM,,,,,AM,,,,,-,,,,,,"2.246,68",,,,,,"2.246,68",,,,,,"15.093,40",,,,,,,,,
ANORI-AM,,,,,AM,,,,,-,,,,,,"2.246,68",,,,,,"2.246,68",,,,,,"15.093,40",,,,,,,,,
AUTAZES-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
BERURI-AM,,,,,AM,,,,,-,,,,,,"2.246,68",,,,,,"2.246,68",,,,,,"15.093,40",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
CAREIRO-AM,,,,,AM,,,,,-,,,,,,"2.246,68",,,,,,"2.246,68",,,,,,"15.093,40",,,,,,,,,
COARI-AM,,,,,AM,,,,,"2.320.153,55",,,,,,"2.134.939,95",,,,,,"4.455.093,50",,,,,,"25.538.104,88",,,,,,,,,
CODAJAS-AM,,,,,AM,,,,,-,,,,,,"2.246,68",,,,,,"2.246,68",,,,,,"15.093,40",,,,,,,,,
IRANDUBA-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
ITACOATIARA-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
ITAPIRANGA-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
MANACAPURU-AM,,,,,AM,,,,,-,,,,,,"2.246,68",,,,,,"2.246,68",,,,,,"15.093,40",,,,,,,,,
MANAQUIRI-AM,,,,,AM,,,,,-,,,,,,"2.246,68",,,,,,"2.246,68",,,,,,"15.093,40",,,,,,,,,
MANAUS-AM,,,,,AM,,,,,"81.009,00",,,,,,"77.285,82",,,,,,"158.294,82",,,,,,"5.638.518,28",,,,,,,,,
PARINTINS-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
SILVES-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
URUCARA-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
URUCURITUBA-AM,,,,,AM,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
TOTAL AMAZONAS,,,,,,,,,,"2.401.162,55",,,,,,"2.273.794,39",,,,,,"4.674.956,94",,,,,,"31.616.998,84",,,,,,,,,
LARANJAL DO JARI-AP,,,,,AP,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
MACAPA-AP,,,,,AP,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
MAZAGAO-AP,,,,,AP,,,,,-,,,,,,"5.093,54",,,,,,"5.093,54",,,,,,"37.191,32",,,,,,,,,
TOTAL AMAPA,,,,,,,,,,-,,,,,,"15.280,62",,,,,,"15.280,62",,,,,,"111.573,96",,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
AIQUARA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,,"309.952,05",,,,,,"140.937,95",,,,,,"450.890,00",,,,,,"2.827.036,13",,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,,"106,16",,,,,,-,,,,,,"106,16",,,,,,"671,72",,,,,,,,,
ANAGE-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
ANGUERA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
ANTAS-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
APORA-BA,,,,,BA,,,,,"94,36",,,,,,-,,,,,,"94,36",,,,,,"597,09",,,,,,,,,
APUAREMA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
ARACAS-BA,,,,,BA,,,,,"236.196,43",,,,,,"99.880,90",,,,,,"336.077,33",,,,,,"2.131.554,65",,,,,,,,,
ARACI-BA,,,,,BA,,,,,"121,89",,,,,,-,,,,,,"121,89",,,,,,"771,24",,,,,,,,,
ARAMARI-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
BANZAE-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,,"121,89",,,,,,-,,,,,,"121,89",,,,,,"771,24",,,,,,,,,
BARROCAS-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,,"94,36",,,,,,-,,,,,,"94,36",,,,,,"597,09",,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,,"3.538,53",,,,,,"1.758,53",,,,,,"5.297,06",,,,,,"8.907,15",,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,,"98,29",,,,,,-,,,,,,"98,29",,,,,,"621,96",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
BREJOES-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
CAATIBA-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
CAEM-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
CAETANOS-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
CAMACARI-BA,,,,,BA,,,,,"752,39",,,,,,"339,22",,,,,,"1.091,61",,,,,,"4.488,08",,,,,,,,,
CANDEAL-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,,"238.155,50",,,,,,"275.800,54",,,,,,"513.956,04",,,,,,"3.189.539,16",,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
CANUDOS-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,,"152.571,99",,,,,,"48.097,21",,,,,,"200.669,20",,,,,,"1.181.024,60",,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,,"106,16",,,,,,-,,,,,,"106,16",,,,,,"671,72",,,,,,,,,
CATU-BA,,,,,BA,,,,,"236.547,46",,,,,,"119.785,09",,,,,,"356.332,55",,,,,,"2.176.244,21",,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
CIPO-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,,"94,36",,,,,,-,,,,,,"94,36",,,,,,"597,09",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,,"98,29",,,,,,-,,,,,,"98,29",,,,,,"621,96",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,,"129,75",,,,,,-,,,,,,"129,75",,,,,,"821,02",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,,"106,16",,,,,,-,,,,,,"106,16",,,,,,"671,72",,,,,,,,,
CONDE-BA,,,,,BA,,,,,"166,48",,,,,,"41,44",,,,,,"207,92",,,,,,"1.356,27",,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,,"98,29",,,,,,-,,,,,,"98,29",,,,,,"621,96",,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,,"98,29",,,,,,-,,,,,,"98,29",,,,,,"621,96",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,,"125,82",,,,,,-,,,,,,"125,82",,,,,,"796,13",,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,,"121,89",,,,,,-,,,,,,"121,89",,,,,,"796,59",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,,"114,02",,,,,,-,,,,,,"114,02",,,,,,"721,50",,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,,"253.459,41",,,,,,"158.266,15",,,,,,"411.725,56",,,,,,"2.579.349,22",,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,,"460.287,90",,,,,,"293.025,75",,,,,,"753.313,65",,,,,,"4.646.914,65",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,,"125,82",,,,,,-,,,,,,"125,82",,,,,,"796,13",,,,,,,,,
FATIMA-BA,,,,,BA,,,,,"98,29",,,,,,-,,,,,,"98,29",,,,,,"621,96",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,,"157,27",,,,,,-,,,,,,"157,27",,,,,,"995,16",,,,,,,,,
GAVIAO-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
GLORIA-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,,"94,36",,,,,,-,,,,,,"94,36",,,,,,"597,09",,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
IACU-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
ICHU-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,,"3.964,70",,,,,,"1.965,85",,,,,,"5.930,55",,,,,,"11.791,93",,,,,,,,,
IPECAETA-BA,,,,,BA,,,,,"98,29",,,,,,-,,,,,,"98,29",,,,,,"621,96",,,,,,,,,
IPIRA-BA,,,,,BA,,,,,"129,75",,,,,,-,,,,,,"129,75",,,,,,"821,02",,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
IRARA-BA,,,,,BA,,,,,"106,16",,,,,,-,,,,,,"106,16",,,,,,"671,72",,,,,,,,,
ITABERABA-BA,,,,,BA,,,,,"129,75",,,,,,-,,,,,,"129,75",,,,,,"821,02",,,,,,,,,
ITAGI-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
ITAMBE-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,,"96.084,07",,,,,,"11.263,52",,,,,,"107.347,59",,,,,,"675.268,51",,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,,"2.720,24",,,,,,"133.976,87",,,,,,"136.697,11",,,,,,"946.107,22",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,,"129,75",,,,,,-,,,,,,"129,75",,,,,,"821,02",,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,,"106,16",,,,,,-,,,,,,"106,16",,,,,,"671,72",,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,,"94,36",,,,,,-,,,,,,"94,36",,,,,,"597,09",,,,,,,,,
ITATIM-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
ITIUBA-BA,,,,,BA,,,,,"114,02",,,,,,-,,,,,,"114,02",,,,,,"721,50",,,,,,,,,
JACOBINA-BA,,,,,BA,,,,,"137,61",,,,,,-,,,,,,"137,61",,,,,,"870,77",,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,,"121,89",,,,,,-,,,,,,"121,89",,,,,,"771,24",,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
JEQUIE-BA,,,,,BA,,,,,"157,27",,,,,,-,,,,,,"157,27",,,,,,"995,16",,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,,"114,02",,,,,,-,,,,,,"114,02",,,,,,"721,50",,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
JITAUNA-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
LAJE-BA,,,,,BA,,,,,"98,29",,,,,,-,,,,,,"98,29",,,,,,"621,96",,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
LAMARAO-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,,"149,41",,,,,,-,,,,,,"149,41",,,,,,"945,42",,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
MACARANI-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,,"1.269.620,17",,,,,,"615.726,75",,,,,,"1.885.346,92",,,,,,"11.925.093,06",,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
MAIRI-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,,"94,36",,,,,,-,,,,,,"94,36",,,,,,"597,09",,,,,,,,,
MARACAS-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,,"121,89",,,,,,-,,,,,,"121,89",,,,,,"771,24",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,,"186.986,19",,,,,,"83.155,78",,,,,,"270.141,97",,,,,,"1.591.124,42",,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
MILAGRES-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
MIRANTE-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,,"125,82",,,,,,-,,,,,,"125,82",,,,,,"796,13",,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
MURITIBA-BA,,,,,BA,,,,,"110,09",,,,,,-,,,,,,"110,09",,,,,,"696,62",,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
NAZARE-BA,,,,,BA,,,,,"106,16",,,,,,-,,,,,,"106,16",,,,,,"671,72",,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,,"82,57",,,,,,-,,,,,,"82,57",,,,,,"522,46",,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,,"90,43",,,,,,-,,,,,,"90,43",,,,,,"572,21",,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,,"106,16",,,,,,-,,,,,,"106,16",,,,,,"671,72",,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,,"86,50",,,,,,-,,,,,,"86,50",,,,,,"547,34",,,,,,,,,
OLINDINA-BA,,,,,BA,,,,,"102,23",,,,,,-,,,,,,"102,23",,,,,,"646,85",,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,,"78,63",,,,,,-,,,,,,"78,63",,,,,,"497,56",,,,,,,,,
