PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,"875,65",,,,,,-,,,,,,,"875,65",,,,,,"7.584,42",,,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,"407.018,50",,,,,,"6.612,31",,,,,,,"413.630,81",,,,,,"2.818.752,64",,,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,"2.091.905,64",,,,,,"1.181,75",,,,,,,"2.093.087,39",,,,,,"15.075.156,69",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,"72.145,03",,,,,,"291,52",,,,,,,"72.436,55",,,,,,"632.243,82",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,"735,54",,,,,,-,,,,,,,"735,54",,,,,,"6.370,92",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,"910,68",,,,,,-,,,,,,,"910,68",,,,,,"7.887,80",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,"1.015,75",,,,,,-,,,,,,,"1.015,75",,,,,,"8.797,95",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,"287.455,35",,,,,,"163.175,72",,,,,,,"450.631,07",,,,,,"4.141.736,60",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,"700,52",,,,,,-,,,,,,,"700,52",,,,,,"6.067,53",,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,"11.587,56",,,,,,"7.473,97",,,,,,,"19.061,53",,,,,,"317.596,97",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,"1.085,81",,,,,,-,,,,,,,"1.085,81",,,,,,"9.404,70",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,"1.155,86",,,,,,-,,,,,,,"1.155,86",,,,,,"10.011,46",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,"945,70",,,,,,-,,,,,,,"945,70",,,,,,"8.191,19",,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"5.948.935,10",,,,,,"490.459,84",,,,,,,"6.439.394,94",,,,,,"49.824.118,93",,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,-,,,,,,"3.161,62",,,,,,,"3.161,62",,,,,,"33.113,01",,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,-,,,,,,"3.161,62",,,,,,,"3.161,62",,,,,,"33.113,01",,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,-,,,,,,"3.161,62",,,,,,,"3.161,62",,,,,,"33.113,01",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,-,,,,,,"3.161,62",,,,,,,"3.161,62",,,,,,"33.113,01",,,,,,,,,,
COARI-AM,,,,,,,,,AM,,"3.338.030,24",,,,,,"3.147.565,71",,,,,,,"6.485.595,95",,,,,,"59.391.780,34",,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,"71.047,19",,,,,,"3.198,35",,,,,,,"74.245,54",,,,,,"239.881,33",,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,-,,,,,,"3.161,62",,,,,,,"3.161,62",,,,,,"33.113,01",,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,-,,,,,,"3.161,62",,,,,,,"3.161,62",,,,,,"33.113,01",,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,"404.022,54",,,,,,"247.318,19",,,,,,,"651.340,73",,,,,,"13.765.386,07",,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
TEFE-AM,,,,,,,,,AM,,-,,,,,,-,,,,,,,-,,,,,,"808.347,79",,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.813.099,97",,,,,,"3.489.602,50",,,,,,,"7.302.702,47",,,,,,"75.196.448,17",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,-,,,,,,"8.061,17",,,,,,,"8.061,17",,,,,,"88.041,62",,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,"24.183,51",,,,,,,"24.183,51",,,,,,"264.124,86",,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,"463.678,09",,,,,,"307.464,20",,,,,,,"771.142,29",,,,,,"6.961.109,20",,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,"1.778,86",,,,,,-,,,,,,,"1.778,86",,,,,,"16.743,20",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,"1.472,16",,,,,,-,,,,,,,"1.472,16",,,,,,"13.856,42",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
APORA-BA,,,,,,,,,BA,,"1.472,16",,,,,,-,,,,,,,"1.472,16",,,,,,"13.856,42",,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,"486.952,14",,,,,,"282.645,20",,,,,,,"769.597,34",,,,,,"6.511.914,20",,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,"1.962,88",,,,,,-,,,,,,,"1.962,88",,,,,,"18.475,25",,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,"1.413,86",,,,,,"52,80",,,,,,,"1.466,66",,,,,,"12.382,18",,,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,"1.349,48",,,,,,-,,,,,,,"1.349,48",,,,,,"12.701,73",,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,"1.778,86",,,,,,-,,,,,,,"1.778,86",,,,,,"16.743,20",,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,"1.472,16",,,,,,-,,,,,,,"1.472,16",,,,,,"13.856,42",,,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,"1.472,16",,,,,,-,,,,,,,"1.472,16",,,,,,"13.856,42",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,"1.533,50",,,,,,-,,,,,,,"1.533,50",,,,,,"14.433,78",,,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,"1.472,16",,,,,,-,,,,,,,"1.472,16",,,,,,"13.856,42",,,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,"1.778,86",,,,,,-,,,,,,,"1.778,86",,,,,,"16.743,20",,,,,,,,,,
CAEM-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,"1.349,48",,,,,,-,,,,,,,"1.349,48",,,,,,"12.701,73",,,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,"42.380,44",,,,,,"469.150,39",,,,,,,"511.530,83",,,,,,"4.868.083,89",,,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,"1.717,52",,,,,,-,,,,,,,"1.717,52",,,,,,"16.165,85",,,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,"406.787,35",,,,,,"284.071,74",,,,,,,"690.859,09",,,,,,"4.641.097,48",,,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,"1.778,86",,,,,,-,,,,,,,"1.778,86",,,,,,"16.743,20",,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,"1.778,86",,,,,,-,,,,,,,"1.778,86",,,,,,"16.743,20",,,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,"609.733,11",,,,,,"518.331,12",,,,,,,"1.128.064,23",,,,,,"9.451.822,31",,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,"1.778,86",,,,,,-,,,,,,,"1.778,86",,,,,,"16.743,20",,,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,"126.721,37",,,,,,"35.507,46",,,,,,,"162.228,83",,,,,,"1.739.820,33",,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
CATU-BA,,,,,,,,,BA,,"307.752,05",,,,,,"171.697,35",,,,,,,"479.449,40",,,,,,"4.875.805,50",,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,"1.778,86",,,,,,-,,,,,,,"1.778,86",,,,,,"16.743,20",,,,,,,,,,
CIPO-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
COARACI-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,"1.472,16",,,,,,-,,,,,,,"1.472,16",,,,,,"13.856,42",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,"2.024,22",,,,,,-,,,,,,,"2.024,22",,,,,,"19.052,60",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,"1.717,52",,,,,,-,,,,,,,"1.717,52",,,,,,"16.165,85",,,,,,,,,,
CONDE-BA,,,,,,,,,BA,,"3.043,88",,,,,,"934,63",,,,,,,"3.978,51",,,,,,"37.582,08",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,"1.472,16",,,,,,-,,,,,,,"1.472,16",,,,,,"13.856,42",,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,"2.024,22",,,,,,-,,,,,,,"2.024,22",,,,,,"19.052,60",,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,"1.349,48",,,,,,-,,,,,,,"1.349,48",,,,,,"12.701,73",,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,"2.085,56",,,,,,-,,,,,,,"2.085,56",,,,,,"19.629,97",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,"427.260,87",,,,,,"290.888,21",,,,,,,"718.149,08",,,,,,"6.547.872,76",,,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,"776.611,44",,,,,,"604.263,80",,,,,,,"1.380.875,24",,,,,,"12.625.975,45",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,"2.024,22",,,,,,-,,,,,,,"2.024,22",,,,,,"19.052,60",,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,"406.292,12",,,,,,"12.346,06",,,,,,,"418.638,18",,,,,,"2.770.918,01",,,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,"1.472,16",,,,,,-,,,,,,,"1.472,16",,,,,,"13.856,42",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,"2.453,60",,,,,,-,,,,,,,"2.453,60",,,,,,"23.094,10",,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,"1.288,14",,,,,,-,,,,,,,"1.288,14",,,,,,"12.124,37",,,,,,,,,,
GANDU-BA,,,,,,,,,BA,,"1.717,52",,,,,,-,,,,,,,"1.717,52",,,,,,"16.165,85",,,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,"1.533,50",,,,,,-,,,,,,,"1.533,50",,,,,,"14.433,78",,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,"1.349,48",,,,,,-,,,,,,,"1.349,48",,,,,,"12.701,73",,,,,,,,,,
IACU-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,"1.594,84",,,,,,-,,,,,,,"1.594,84",,,,,,"15.011,14",,,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
IBIRATAIA-BA,,,,,,,,,BA,,"1.533,50",,,,,,-,,,,,,,"1.533,50",,,,,,"14.433,78",,,,,,,,,,
ICHU-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,,BA,,"1.349,48",,,,,,-,,,,,,,"1.349,48",,,,,,"12.701,73",,,,,,,,,,
IGUAI-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
ILHEUS-BA,,,,,,,,,BA,,"2.453,60",,,,,,-,,,,,,,"2.453,60",,,,,,"23.094,10",,,,,,,,,,
INHAMBUPE-BA,,,,,,,,,BA,,"2.533,00",,,,,,"353,33",,,,,,,"2.886,33",,,,,,"25.419,54",,,,,,,,,,
IPECAETA-BA,,,,,,,,,BA,,"1.410,82",,,,,,-,,,,,,,"1.410,82",,,,,,"13.279,08",,,,,,,,,,
IPIAU-BA,,,,,,,,,BA,,"1.901,54",,,,,,-,,,,,,,"1.901,54",,,,,,"17.897,90",,,,,,,,,,
IPIRA-BA,,,,,,,,,BA,,"2.024,22",,,,,,-,,,,,,,"2.024,22",,,,,,"19.052,60",,,,,,,,,,
IRAJUBA-BA,,,,,,,,,BA,,"1.226,80",,,,,,-,,,,,,,"1.226,80",,,,,,"11.547,03",,,,,,,,,,
IRARA-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
ITABELA-BA,,,,,,,,,BA,,"1.717,52",,,,,,-,,,,,,,"1.717,52",,,,,,"16.165,85",,,,,,,,,,
ITABERABA-BA,,,,,,,,,BA,,"2.024,22",,,,,,-,,,,,,,"2.024,22",,,,,,"19.052,60",,,,,,,,,,
ITABUNA-BA,,,,,,,,,BA,,"406.476,14",,,,,,"4.595,84",,,,,,,"411.071,98",,,,,,"2.736.712,00",,,,,,,,,,
ITACARE-BA,,,,,,,,,BA,,"1.656,18",,,,,,-,,,,,,,"1.656,18",,,,,,"15.588,50",,,,,,,,,,
ITAGI-BA,,,,,,,,,BA,,"1.349,48",,,,,,-,,,,,,,"1.349,48",,,,,,"12.701,73",,,,,,,,,,
