JAPARATINGA-AL,,,,,,,,AL,,"584,67",,,,,-,,,,,,,,"584,67",,,,,,,,"3.696,04",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,"1.762,01",,,,,"469,92",,,,,,,,"2.231,93",,,,,,,,"24.527,84",,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,"760,08",,,,,-,,,,,,,,"760,08",,,,,,,,"4.804,85",,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,"584,67",,,,,-,,,,,,,,"584,67",,,,,,,,"3.696,04",,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,"760,08",,,,,-,,,,,,,,"760,08",,,,,,,,"4.804,85",,,,,,,,,
MACEIO-AL,,,,,,,,AL,,"83.064,87",,,,,"17.438,34",,,,,,,,"100.503,21",,,,,,,,"802.884,42",,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,"818,54",,,,,-,,,,,,,,"818,54",,,,,,,,"5.174,46",,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,"31.386,34",,,,,"25.021,91",,,,,,,,"56.408,25",,,,,,,,"427.264,53",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,"760,08",,,,,-,,,,,,,,"760,08",,,,,,,,"4.804,85",,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,"672,37",,,,,-,,,,,,,,"672,37",,,,,,,,"4.250,44",,,,,,,,,
MURICI-AL,,,,,,,,AL,,"1.553,51",,,,,"492,91",,,,,,,,"2.046,42",,,,,,,,"21.178,62",,,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,"643,14",,,,,-,,,,,,,,"643,14",,,,,,,,"4.065,66",,,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,"613,91",,,,,"4.962,80",,,,,,,,"5.576,71",,,,,,,,"48.157,48",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,"672,37",,,,,-,,,,,,,,"672,37",,,,,,,,"4.250,44",,,,,,,,,
PENEDO-AL,,,,,,,,AL,,"448.240,85",,,,,"62,72",,,,,,,,"448.303,57",,,,,,,,"448.303,57",,,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,"701,61",,,,,-,,,,,,,,"701,61",,,,,,,,"4.435,26",,,,,,,,,
PILAR-AL,,,,,,,,AL,,"215.890,12",,,,,"114.922,19",,,,,,,,"330.812,31",,,,,,,,"1.690.130,97",,,,,,,,,
PINDOBA-AL,,,,,,,,AL,,"584,67",,,,,-,,,,,,,,"584,67",,,,,,,,"3.696,04",,,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,"789,31",,,,,-,,,,,,,,"789,31",,,,,,,,"4.989,67",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,"584,67",,,,,-,,,,,,,,"584,67",,,,,,,,"3.696,04",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,"730,84",,,,,-,,,,,,,,"730,84",,,,,,,,"4.620,05",,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,"644.887,96",,,,,"5.867,98",,,,,,,,"650.755,94",,,,,,,,"715.272,20",,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,"639.969,14",,,,,"1.109,57",,,,,,,,"641.078,71",,,,,,,,"9.869.127,74",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,"586,51",,,,,-,,,,,,,,"586,51",,,,,,,,"487.008,07",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,"613,91",,,,,-,,,,,,,,"613,91",,,,,,,,"3.880,86",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,"760,08",,,,,-,,,,,,,,"760,08",,,,,,,,"4.804,85",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,"847,78",,,,,-,,,,,,,,"847,78",,,,,,,,"5.359,28",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,"226.614,64",,,,,"122.605,87",,,,,,,,"349.220,51",,,,,,,,"2.544.007,79",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,"584,67",,,,,-,,,,,,,,"584,67",,,,,,,,"3.696,04",,,,,,,,,
SATUBA-AL,,,,,,,,AL,,"11.023,00",,,,,"7.109,83",,,,,,,,"18.132,83",,,,,,,,"219.145,71",,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,"906,24",,,,,-,,,,,,,,"906,24",,,,,,,,"5.728,87",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,"964,71",,,,,-,,,,,,,,"964,71",,,,,,,,"6.098,48",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA-AL,,,,,,,,AL,,"789,31",,,,,-,,,,,,,,"789,31",,,,,,,,"4.989,67",,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,"3.095.329,27",,,,,"392.209,18",,,,,,,,"3.487.538,45",,,,,,,,"28.930.205,36",,,,,,,,,
ANAMA-AM,,,,,,,,AM,,-,,,,,"2.838,61",,,,,,,,"2.838,61",,,,,,,,"21.216,18",,,,,,,,,
ANORI-AM,,,,,,,,AM,,-,,,,,"2.838,61",,,,,,,,"2.838,61",,,,,,,,"21.216,18",,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
BERURI-AM,,,,,,,,AM,,-,,,,,"2.838,61",,,,,,,,"2.838,61",,,,,,,,"21.216,18",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,-,,,,,"2.838,61",,,,,,,,"2.838,61",,,,,,,,"21.216,18",,,,,,,,,
COARI-AM,,,,,,,,AM,,"2.899.842,37",,,,,"2.646.523,74",,,,,,,,"5.546.366,11",,,,,,,,"35.571.010,70",,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,-,,,,,"2.838,61",,,,,,,,"2.838,61",,,,,,,,"21.216,18",,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,-,,,,,"2.838,61",,,,,,,,"2.838,61",,,,,,,,"21.216,18",,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,-,,,,,"2.838,61",,,,,,,,"2.838,61",,,,,,,,"21.216,18",,,,,,,,,
MANAUS-AM,,,,,,,,AM,,"637.093,82",,,,,"202.251,41",,,,,,,,"839.345,23",,,,,,,,"10.787.987,82",,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
SILVES-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
TEFE-AM,,,,,,,,AM,,-,,,,,-,,,,,,,,-,,,,,,,,"807.310,78",,,,,,,,,
URUCARA-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,"3.536.936,19",,,,,"2.934.843,48",,,,,,,,"6.471.779,67",,,,,,,,"47.831.254,17",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
MACAPA-AP,,,,,,,,AP,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,-,,,,,"7.355,34",,,,,,,,"7.355,34",,,,,,,,"57.381,29",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,-,,,,,"22.066,02",,,,,,,,"22.066,02",,,,,,,,"172.143,87",,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,"385.037,09",,,,,"254.319,50",,,,,,,,"639.356,59",,,,,,,,"4.114.389,52",,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,"620,22",,,,,-,,,,,,,,"620,22",,,,,,,,"9.273,42",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
ANAGE-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
ANTAS-BA,,,,,,,,BA,,"513,28",,,,,-,,,,,,,,"513,28",,,,,,,,"7.674,54",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
APORA-BA,,,,,,,,BA,,"513,28",,,,,-,,,,,,,,"513,28",,,,,,,,"7.674,54",,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
ARACAS-BA,,,,,,,,BA,,"370.215,63",,,,,"210.545,34",,,,,,,,"580.760,97",,,,,,,,"3.882.102,40",,,,,,,,,
ARACI-BA,,,,,,,,BA,,"684,38",,,,,-,,,,,,,,"684,38",,,,,,,,"10.232,73",,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.794,51",,,,,,,,,
ARATACA-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,"470,51",,,,,-,,,,,,,,"470,51",,,,,,,,"7.035,00",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
BANZAE-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,"620,22",,,,,-,,,,,,,,"620,22",,,,,,,,"9.273,42",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,"513,28",,,,,-,,,,,,,,"513,28",,,,,,,,"7.674,54",,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,"513,28",,,,,-,,,,,,,,"513,28",,,,,,,,"7.674,54",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
BREJOES-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,"534,67",,,,,-,,,,,,,,"534,67",,,,,,,,"7.994,32",,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,"513,28",,,,,-,,,,,,,,"513,28",,,,,,,,"7.674,54",,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,"620,22",,,,,-,,,,,,,,"620,22",,,,,,,,"9.273,42",,,,,,,,,
CAEM-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,"470,51",,,,,-,,,,,,,,"470,51",,,,,,,,"7.035,00",,,,,,,,,
CAIRU-BA,,,,,,,,BA,,"14.776,50",,,,,"150.377,76",,,,,,,,"165.154,26",,,,,,,,"2.709.483,34",,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,"598,83",,,,,-,,,,,,,,"598,83",,,,,,,,"8.953,64",,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,"639.031,23",,,,,"444.204,09",,,,,,,,"1.083.235,32",,,,,,,,"1.095.300,71",,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,"620,22",,,,,-,,,,,,,,"620,22",,,,,,,,"9.273,42",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,"620,22",,,,,-,,,,,,,,"620,22",,,,,,,,"9.273,42",,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,"771.572,52",,,,,"421.509,73",,,,,,,,"1.193.082,25",,,,,,,,"4.739.853,23",,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,"620,22",,,,,-,,,,,,,,"620,22",,,,,,,,"9.273,42",,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,"111.664,42",,,,,"28.690,20",,,,,,,,"140.354,62",,,,,,,,"1.125.526,37",,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
CATU-BA,,,,,,,,BA,,"266.750,66",,,,,"148.288,33",,,,,,,,"415.038,99",,,,,,,,"3.067.839,38",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,"620,22",,,,,-,,,,,,,,"620,22",,,,,,,,"9.273,42",,,,,,,,,
CIPO-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
COARACI-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,"513,28",,,,,-,,,,,,,,"513,28",,,,,,,,"7.674,54",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,"705,77",,,,,-,,,,,,,,"705,77",,,,,,,,"10.552,51",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,"598,83",,,,,-,,,,,,,,"598,83",,,,,,,,"8.953,64",,,,,,,,,
CONDE-BA,,,,,,,,BA,,"1.195,33",,,,,"412,33",,,,,,,,"1.607,66",,,,,,,,"22.870,55",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,"513,28",,,,,-,,,,,,,,"513,28",,,,,,,,"7.674,54",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,"705,77",,,,,-,,,,,,,,"705,77",,,,,,,,"10.552,51",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,"470,51",,,,,-,,,,,,,,"470,51",,,,,,,,"7.035,00",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,"727,16",,,,,-,,,,,,,,"727,16",,,,,,,,"10.872,29",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,"343.486,12",,,,,"227.390,00",,,,,,,,"570.876,12",,,,,,,,"3.965.555,86",,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,"628.133,23",,,,,"490.470,29",,,,,,,,"1.118.603,52",,,,,,,,"7.596.970,29",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,"705,77",,,,,-,,,,,,,,"705,77",,,,,,,,"10.552,51",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,"638.967,07",,,,,"8.750,04",,,,,,,,"647.717,11",,,,,,,,"658.757,40",,,,,,,,,
FATIMA-BA,,,,,,,,BA,,"513,28",,,,,-,,,,,,,,"513,28",,,,,,,,"7.674,54",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,"855,48",,,,,-,,,,,,,,"855,48",,,,,,,,"12.790,94",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,"449,12",,,,,-,,,,,,,,"449,12",,,,,,,,"6.715,22",,,,,,,,,
GANDU-BA,,,,,,,,BA,,"598,83",,,,,-,,,,,,,,"598,83",,,,,,,,"8.953,64",,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
GLORIA-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,"534,67",,,,,-,,,,,,,,"534,67",,,,,,,,"7.994,32",,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,"470,51",,,,,-,,,,,,,,"470,51",,,,,,,,"7.035,00",,,,,,,,,
IACU-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
IBICUI-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,"534,67",,,,,-,,,,,,,,"534,67",,,,,,,,"7.994,32",,,,,,,,,
ICHU-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,"470,51",,,,,-,,,,,,,,"470,51",,,,,,,,"7.035,00",,,,,,,,,
IGUAI-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
ILHEUS-BA,,,,,,,,BA,,"855,48",,,,,-,,,,,,,,"855,48",,,,,,,,"12.790,94",,,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,"1.313,26",,,,,"342,54",,,,,,,,"1.655,80",,,,,,,,"13.941,15",,,,,,,,,
IPECAETA-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
IPIAU-BA,,,,,,,,BA,,"662,99",,,,,-,,,,,,,,"662,99",,,,,,,,"9.912,96",,,,,,,,,
IPIRA-BA,,,,,,,,BA,,"705,77",,,,,-,,,,,,,,"705,77",,,,,,,,"10.552,51",,,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
IRARA-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
ITABELA-BA,,,,,,,,BA,,"598,83",,,,,-,,,,,,,,"598,83",,,,,,,,"8.953,64",,,,,,,,,
ITABERABA-BA,,,,,,,,BA,,"705,77",,,,,-,,,,,,,,"705,77",,,,,,,,"10.552,51",,,,,,,,,
ITABUNA-BA,,,,,,,,BA,,"639.031,23",,,,,"2.727,23",,,,,,,,"641.758,46",,,,,,,,"653.693,92",,,,,,,,,
ITACARE-BA,,,,,,,,BA,,"577,45",,,,,-,,,,,,,,"577,45",,,,,,,,"8.633,88",,,,,,,,,
ITAGI-BA,,,,,,,,BA,,"470,51",,,,,-,,,,,,,,"470,51",,,,,,,,"7.035,00",,,,,,,,,
ITAGIBA-BA,,,,,,,,BA,,"491,90",,,,,-,,,,,,,,"491,90",,,,,,,,"7.354,77",,,,,,,,,
ITAGIMIRIM-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
ITAJU DO COLONIA-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
ITAJUIPE-BA,,,,,,,,BA,,"556,06",,,,,-,,,,,,,,"556,06",,,,,,,,"8.314,10",,,,,,,,,
ITAMARAJU-BA,,,,,,,,BA,,"705,77",,,,,-,,,,,,,,"705,77",,,,,,,,"10.552,51",,,,,,,,,
ITAMARI-BA,,,,,,,,BA,,"427,74",,,,,-,,,,,,,,"427,74",,,,,,,,"6.395,46",,,,,,,,,
