PORTO DE PEDRAS-AL,,,,,,,,AL,,,"549,02",,,,,,,,-,,,,,,,"549,02",,,,,,,,,,"1.578,02",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,,"627,46",,,,,,,,-,,,,,,,"627,46",,,,,,,,,,"1.803,46",,,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,,"11.635,80",,,,,,,,"6.931,75",,,,,,,"18.567,55",,,,,,,,,,"48.190,83",,,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,,"73.383,94",,,,,,,,"1.331,18",,,,,,,"74.715,12",,,,,,,,,,"209.536,85",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,,"71.886,01",,,,,,,,"324,65",,,,,,,"72.210,66",,,,,,,,,,"206.092,76",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,,"549,02",,,,,,,,-,,,,,,,"549,02",,,,,,,,,,"1.578,02",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,,"679,75",,,,,,,,-,,,,,,,"679,75",,,,,,,,,,"1.953,75",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,,"732,03",,,,,,,,-,,,,,,,"732,03",,,,,,,,,,"2.104,03",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,,"309.821,16",,,,,,,,"211.866,69",,,,,,,"521.687,85",,,,,,,,,,"1.403.312,17",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,,"522,88",,,,,,,,-,,,,,,,"522,88",,,,,,,,,,"1.502,88",,,,,,,,,,
SATUBA-AL,,,,,,,,AL,,,"21.570,80",,,,,,,,"13.525,32",,,,,,,"35.096,12",,,,,,,,,,"77.808,58",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,,"810,47",,,,,,,,-,,,,,,,"810,47",,,,,,,,,,"2.329,48",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"862,75",,,,,,,,-,,,,,,,"862,75",,,,,,,,,,"2.479,76",,,,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"705,89",,,,,,,,-,,,,,,,"705,89",,,,,,,,,,"2.028,90",,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"2.518.298,65",,,,,,,,"500.447,20",,,,,,,"3.018.745,85",,,,,,,,,,"8.280.443,43",,,,,,,,,,
ANAMA-AM,,,,,,,,AM,,,-,,,,,,,,"3.093,60",,,,,,,"3.093,60",,,,,,,,,,"8.989,32",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,,AM,,,-,,,,,,,,"3.093,60",,,,,,,"3.093,60",,,,,,,,,,"8.989,32",,,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,,,"3.093,60",,,,,,,"3.093,60",,,,,,,,,,"8.989,32",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,,-,,,,,,,,"3.093,60",,,,,,,"3.093,60",,,,,,,,,,"8.989,32",,,,,,,,,,
COARI-AM,,,,,,,,AM,,,"2.109.719,51",,,,,,,,"2.104.191,99",,,,,,,"4.213.911,50",,,,,,,,,,"12.077.661,10",,,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,,-,,,,,,,,"3.093,60",,,,,,,"3.093,60",,,,,,,,,,"8.989,32",,,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,,,"3.093,60",,,,,,,"3.093,60",,,,,,,,,,"8.989,32",,,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,,,"3.093,60",,,,,,,"3.093,60",,,,,,,,,,"8.989,32",,,,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"1.589.801,64",,,,,,,,"139.664,11",,,,,,,"1.729.465,75",,,,,,,,,,"4.696.242,20",,,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
TEFE-AM,,,,,,,,AM,,,"179.400,31",,,,,,,,"134.550,23",,,,,,,"313.950,54",,,,,,,,,,"858.770,25",,,,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"3.878.921,46",,,,,,,,"2.491.479,75",,,,,,,"6.370.401,21",,,,,,,,,,"17.929.238,07",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,,"10.157,58",,,,,,,"10.157,58",,,,,,,,,,"25.959,92",,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,,"30.472,74",,,,,,,"30.472,74",,,,,,,,,,"77.879,76",,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"439.327,53",,,,,,,,"253.073,89",,,,,,,"692.401,42",,,,,,,,,,"2.011.549,97",,,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.047,49",,,,,,,,-,,,,,,,"1.047,49",,,,,,,,,,"3.592,25",,,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"1.215,09",,,,,,,,-,,,,,,,"1.215,09",,,,,,,,,,"4.167,02",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.131,29",,,,,,,,-,,,,,,,"1.131,29",,,,,,,,,,"3.879,63",,,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.005,59",,,,,,,,-,,,,,,,"1.005,59",,,,,,,,,,"3.448,56",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
APORA-BA,,,,,,,,BA,,,"1.005,59",,,,,,,,-,,,,,,,"1.005,59",,,,,,,,,,"3.448,56",,,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
ARACAS-BA,,,,,,,,BA,,,"288.879,16",,,,,,,,"150.207,32",,,,,,,"439.086,48",,,,,,,,,,"1.275.707,98",,,,,,,,,,
ARACI-BA,,,,,,,,BA,,,"1.340,79",,,,,,,,-,,,,,,,"1.340,79",,,,,,,,,,"4.598,08",,,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,,"955,29",,,,,,,,"49,26",,,,,,,"1.004,55",,,,,,,,,,"4.500,93",,,,,,,,,,
ARATACA-BA,,,,,,,,BA,,,"879,89",,,,,,,,-,,,,,,,"879,89",,,,,,,,,,"3.017,49",,,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
BANZAE-BA,,,,,,,,BA,,,"879,89",,,,,,,,-,,,,,,,"879,89",,,,,,,,,,"3.017,49",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,,"1.215,09",,,,,,,,-,,,,,,,"1.215,09",,,,,,,,,,"4.167,02",,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,,"1.005,59",,,,,,,,-,,,,,,,"1.005,59",,,,,,,,,,"3.448,56",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,,"1.005,59",,,,,,,,-,,,,,,,"1.005,59",,,,,,,,,,"3.448,56",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,,"879,89",,,,,,,,-,,,,,,,"879,89",,,,,,,,,,"3.017,49",,,,,,,,,,
BREJOES-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,,"1.047,49",,,,,,,,-,,,,,,,"1.047,49",,,,,,,,,,"3.592,25",,,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,,"879,89",,,,,,,,-,,,,,,,"879,89",,,,,,,,,,"3.017,49",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,,"1.005,59",,,,,,,,-,,,,,,,"1.005,59",,,,,,,,,,"3.448,56",,,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,,"1.215,09",,,,,,,,-,,,,,,,"1.215,09",,,,,,,,,,"4.167,02",,,,,,,,,,
CAEM-BA,,,,,,,,BA,,,"879,89",,,,,,,,-,,,,,,,"879,89",,,,,,,,,,"3.017,49",,,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
CAIRU-BA,,,,,,,,BA,,,"31.482,49",,,,,,,,"325.526,71",,,,,,,"357.009,20",,,,,,,,,,"1.234.856,24",,,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,,"1.173,19",,,,,,,,-,,,,,,,"1.173,19",,,,,,,,,,"4.023,32",,,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,,"1.960,65",,,,,,,,"119,55",,,,,,,"2.080,20",,,,,,,,,,"7.018,56",,,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,,"1.215,09",,,,,,,,-,,,,,,,"1.215,09",,,,,,,,,,"4.167,02",,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,,"1.215,09",,,,,,,,-,,,,,,,"1.215,09",,,,,,,,,,"4.167,02",,,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,,"232.849,66",,,,,,,,"307.331,38",,,,,,,"540.181,04",,,,,,,,,,"1.576.656,25",,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,,"1.131,29",,,,,,,,-,,,,,,,"1.131,29",,,,,,,,,,"3.879,63",,,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,,"1.215,09",,,,,,,,-,,,,,,,"1.215,09",,,,,,,,,,"4.167,02",,,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,,"1.131,29",,,,,,,,-,,,,,,,"1.131,29",,,,,,,,,,"3.879,63",,,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,,"131.926,33",,,,,,,,"39.057,91",,,,,,,"170.984,24",,,,,,,,,,"480.038,11",,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,,"1.131,29",,,,,,,,-,,,,,,,"1.131,29",,,,,,,,,,"3.879,63",,,,,,,,,,
CATU-BA,,,,,,,,BA,,,"195.418,86",,,,,,,,"104.926,06",,,,,,,"300.344,92",,,,,,,,,,"856.500,37",,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,,"1.173,19",,,,,,,,-,,,,,,,"1.173,19",,,,,,,,,,"4.023,32",,,,,,,,,,
CIPO-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
COARACI-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,,"1.047,49",,,,,,,,-,,,,,,,"1.047,49",,,,,,,,,,"3.592,25",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,,"1.005,59",,,,,,,,-,,,,,,,"1.005,59",,,,,,,,,,"3.448,56",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,,"1.382,69",,,,,,,,-,,,,,,,"1.382,69",,,,,,,,,,"4.741,77",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,,"1.131,29",,,,,,,,-,,,,,,,"1.131,29",,,,,,,,,,"3.879,63",,,,,,,,,,
CONDE-BA,,,,,,,,BA,,,"4.000,00",,,,,,,,"1.877,34",,,,,,,"5.877,34",,,,,,,,,,"13.656,62",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,,"1.047,49",,,,,,,,-,,,,,,,"1.047,49",,,,,,,,,,"3.592,25",,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,,"1.047,49",,,,,,,,-,,,,,,,"1.047,49",,,,,,,,,,"3.592,25",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,,"1.340,79",,,,,,,,-,,,,,,,"1.340,79",,,,,,,,,,"4.598,08",,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,,"1.340,79",,,,,,,,-,,,,,,,"1.340,79",,,,,,,,,,"4.598,08",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,,"286.098,39",,,,,,,,"182.446,69",,,,,,,"468.545,08",,,,,,,,,,"1.291.194,53",,,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,,"561.831,68",,,,,,,,"387.067,43",,,,,,,"948.899,11",,,,,,,,,,"2.719.628,84",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,,"1.382,69",,,,,,,,-,,,,,,,"1.382,69",,,,,,,,,,"4.741,77",,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,,"1.508,39",,,,,,,,-,,,,,,,"1.508,39",,,,,,,,,,"5.172,85",,,,,,,,,,
FATIMA-BA,,,,,,,,BA,,,"1.047,49",,,,,,,,-,,,,,,,"1.047,49",,,,,,,,,,"3.592,25",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,,"1.675,99",,,,,,,,-,,,,,,,"1.675,99",,,,,,,,,,"5.747,61",,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,,"879,89",,,,,,,,-,,,,,,,"879,89",,,,,,,,,,"3.017,49",,,,,,,,,,
GANDU-BA,,,,,,,,BA,,,"1.173,19",,,,,,,,-,,,,,,,"1.173,19",,,,,,,,,,"4.023,32",,,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
GLORIA-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,,"1.047,49",,,,,,,,-,,,,,,,"1.047,49",,,,,,,,,,"3.592,25",,,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
IACU-BA,,,,,,,,BA,,,"1.131,29",,,,,,,,-,,,,,,,"1.131,29",,,,,,,,,,"3.879,63",,,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,,"1.131,29",,,,,,,,-,,,,,,,"1.131,29",,,,,,,,,,"3.879,63",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBICUI-BA,,,,,,,,BA,,,"963,69",,,,,,,,-,,,,,,,"963,69",,,,,,,,,,"3.304,87",,,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,,"1.089,39",,,,,,,,-,,,,,,,"1.089,39",,,,,,,,,,"3.735,94",,,,,,,,,,
ICHU-BA,,,,,,,,BA,,,"837,99",,,,,,,,-,,,,,,,"837,99",,,,,,,,,,"2.873,80",,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,,"921,79",,,,,,,,-,,,,,,,"921,79",,,,,,,,,,"3.161,18",,,,,,,,,,
