ITACARE-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
ITAGI-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
ITAGIBA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
ITAGIMIRIM-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
ITAJU DO COLONIA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
ITAJUIPE-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
ITAMARAJU-BA,,,,,BA,,,"1.916,64",,,,,-,,,,,,,"1.916,64",,,,,,,,"11.486,91",,,,,,,,,,,,
ITAMARI-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
ITAMBE-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,"54.872,75",,,,,"11.947,26",,,,,,,"66.820,01",,,,,,,,"402.692,26",,,,,,,,,,,,
ITANHEM-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,"85.006,95",,,,,"221.915,32",,,,,,,"306.922,27",,,,,,,,"1.730.591,05",,,,,,,,,,,,
ITAPE-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
ITAPEBI-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,"1.974,72",,,,,-,,,,,,,"1.974,72",,,,,,,,"11.835,01",,,,,,,,,,,,
ITAPICURU-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
ITAPITANGA-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
ITAQUARA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
ITARANTIM-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
ITATIM-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
ITIRUCU-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
ITIUBA-BA,,,,,BA,,,"1.742,40",,,,,-,,,,,,,"1.742,40",,,,,,,,"10.442,64",,,,,,,,,,,,
ITORORO-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
ITUBERA-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
JACOBINA-BA,,,,,BA,,,"2.032,80",,,,,-,,,,,,,"2.032,80",,,,,,,,"12.183,09",,,,,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,"1.858,56",,,,,-,,,,,,,"1.858,56",,,,,,,,"11.138,82",,,,,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,"62.590,88",,,,,-,,,,,,,"62.590,88",,,,,,,,"375.124,06",,,,,,,,,,,,
JANDAIRA-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
JEQUIE-BA,,,,,BA,,,"2.323,20",,,,,-,,,,,,,"2.323,20",,,,,,,,"13.923,54",,,,,,,,,,,,
JEREMOABO-BA,,,,,BA,,,"1.742,40",,,,,-,,,,,,,"1.742,40",,,,,,,,"10.442,64",,,,,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
JITAUNA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
JUCURUCU-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
JUSSARI-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
LAJE-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
LAJEDAO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
LAMARAO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,"2.323,20",,,,,-,,,,,,,"2.323,20",,,,,,,,"13.923,54",,,,,,,,,,,,
MACAJUBA-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
MACARANI-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,"1.405.862,67",,,,,"1.027.382,57",,,,,,,"2.433.245,24",,,,,,,,"13.603.324,93",,,,,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
MAIRI-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
MARACAS-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,"54.085,50",,,,,-,,,,,,,"54.085,50",,,,,,,,"324.149,01",,,,,,,,,,,,
MARAU-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
MASCOTE-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,"151.508,64",,,,,"82.983,21",,,,,,,"234.491,85",,,,,,,,"1.469.158,69",,,,,,,,,,,,
MEDEIROS NETO-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
MILAGRES-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
MIRANTE-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,"1.858,56",,,,,-,,,,,,,"1.858,56",,,,,,,,"11.138,82",,,,,,,,,,,,
MUCURI-BA,,,,,BA,,,"244.550,63",,,,,"15.984,84",,,,,,,"260.535,47",,,,,,,,"1.567.347,08",,,,,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
MURITIBA-BA,,,,,BA,,,"1.626,24",,,,,-,,,,,,,"1.626,24",,,,,,,,"9.746,47",,,,,,,,,,,,
MUTUIPE-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
NAZARE-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
NILO PECANHA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
NORDESTINA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
NOVA IBIA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
NOVA VICOSA-BA,,,,,BA,,,"1.742,40",,,,,-,,,,,,,"1.742,40",,,,,,,,"10.442,64",,,,,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
OLINDINA-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
OURICANGAS-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
PARIPIRANGA-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
PAU BRASIL-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
PAULO AFONSO-BA,,,,,BA,,,"2.148,96",,,,,-,,,,,,,"2.148,96",,,,,,,,"12.879,28",,,,,,,,,,,,
PE DE SERRA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
PEDRAO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
PINTADAS-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
PIRAI DO NORTE-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
PIRITIBA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
PLANALTINO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
PLANALTO-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
POCOES-BA,,,,,BA,,,"1.800,48",,,,,-,,,,,,,"1.800,48",,,,,,,,"10.790,73",,,,,,,,,,,,
POJUCA-BA,,,,,BA,,,"378.081,94",,,,,"389.238,57",,,,,,,"767.320,51",,,,,,,,"5.157.353,35",,,,,,,,,,,,
PORTO SEGURO-BA,,,,,BA,,,"2.207,04",,,,,-,,,,,,,"2.207,04",,,,,,,,"13.227,37",,,,,,,,,,,,
POTIRAGUA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
PRADO-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
PRESIDENTE TANCREDO NEVES-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
QUEIMADAS-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
QUIXABEIRA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
RETIROLANDIA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,,BA,,,"1.800,48",,,,,-,,,,,,,"1.800,48",,,,,,,,"10.790,73",,,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
RIO REAL-BA,,,,,BA,,,"1.742,40",,,,,-,,,,,,,"1.742,40",,,,,,,,"10.442,64",,,,,,,,,,,,
RUY BARBOSA-BA,,,,,BA,,,"1.626,24",,,,,-,,,,,,,"1.626,24",,,,,,,,"9.746,47",,,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,BA,,,"38.383,25",,,,,"221.413,96",,,,,,,"259.797,21",,,,,,,,"1.447.020,93",,,,,,,,,,,,
SALVADOR-BA,,,,,BA,,,"69.787,74",,,,,"221.413,96",,,,,,,"291.201,70",,,,,,,,"1.635.236,51",,,,,,,,,,,,
SANTA BARBARA-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
SANTA BRIGIDA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
SANTA CRUZ CABRALIA-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
SANTA CRUZ DA VITORIA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
SANTA INES-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
SANTA LUZIA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
SANTA TERESINHA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
SANTALUZ-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
SANTANOPOLIS-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
SANTO AMARO-BA,,,,,BA,,,"57.574,88",,,,,"221.413,96",,,,,,,"278.988,84",,,,,,,,"1.562.041,56",,,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,,,BA,,,"2.090,88",,,,,-,,,,,,,"2.090,88",,,,,,,,"12.531,19",,,,,,,,,,,,
SANTO ESTEVAO-BA,,,,,BA,,,"1.800,48",,,,,-,,,,,,,"1.800,48",,,,,,,,"10.790,73",,,,,,,,,,,,
SAO DOMINGOS-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
SAO FELIPE-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
SAO FELIX-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,BA,,,"1.745.328,89",,,,,"920.307,18",,,,,,,"2.665.636,07",,,,,,,,"15.138.818,90",,,,,,,,,,,,
SAO GONCALO DOS CAMPOS-BA,,,,,BA,,,"1.684,32",,,,,-,,,,,,,"1.684,32",,,,,,,,"10.094,57",,,,,,,,,,,,
SAO JOSE DA VITORIA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
SAO JOSE DO JACUIPE-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
SAO MIGUEL DAS MATAS-BA,,,,,BA,,,"1.219,68",,,,,-,,,,,,,"1.219,68",,,,,,,,"7.309,84",,,,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,"357.304,62",,,,,"241.948,48",,,,,,,"599.253,10",,,,,,,,"3.548.764,43",,,,,,,,,,,,
SAPEACU-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
SATIRO DIAS-BA,,,,,BA,,,"41.450,86",,,,,"1.243,57",,,,,,,"42.694,43",,,,,,,,"259.503,59",,,,,,,,,,,,
SAUBARA-BA,,,,,BA,,,"36.638,56",,,,,"221.413,96",,,,,,,"258.052,52",,,,,,,,"1.436.564,52",,,,,,,,,,,,
SERRA PRETA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
SERRINHA-BA,,,,,BA,,,"2.032,80",,,,,-,,,,,,,"2.032,80",,,,,,,,"12.183,09",,,,,,,,,,,,
SERROLANDIA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
SIMOES FILHO-BA,,,,,BA,,,"283.235,89",,,,,"20.732,80",,,,,,,"303.968,69",,,,,,,,"1.869.185,90",,,,,,,,,,,,
SITIO DO QUINTO-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
TANQUINHO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
TAPEROA-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
TAPIRAMUTA-BA,,,,,BA,,,"1.393,92",,,,,-,,,,,,,"1.393,92",,,,,,,,"8.354,11",,,,,,,,,,,,
TEIXEIRA DE FREITAS-BA,,,,,BA,,,"2.265,12",,,,,-,,,,,,,"2.265,12",,,,,,,,"13.575,46",,,,,,,,,,,,
TEODORO SAMPAIO-BA,,,,,BA,,,"42.001,19",,,,,"1.903,68",,,,,,,"43.904,87",,,,,,,,"267.415,51",,,,,,,,,,,,
TEOFILANDIA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
TEOLANDIA-BA,,,,,BA,,,"1.335,84",,,,,-,,,,,,,"1.335,84",,,,,,,,"8.006,02",,,,,,,,,,,,
TERRA NOVA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
TUCANO-BA,,,,,BA,,,"1.858,56",,,,,-,,,,,,,"1.858,56",,,,,,,,"11.138,82",,,,,,,,,,,,
UAUA-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
UBAIRA-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
UBAITABA-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
UBATA-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
UNA-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
URUCUCA-BA,,,,,BA,,,"1.452,00",,,,,-,,,,,,,"1.452,00",,,,,,,,"8.702,20",,,,,,,,,,,,
VALENCA-BA,,,,,BA,,,"62.590,88",,,,,-,,,,,,,"62.590,88",,,,,,,,"375.124,06",,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VALENTE-BA,,,,,BA,,,"1.568,16",,,,,-,,,,,,,"1.568,16",,,,,,,,"9.398,38",,,,,,,,,,,,
VARZEA DA ROCA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
VARZEA DO POCO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
VARZEA NOVA-BA,,,,,BA,,,"1.277,76",,,,,-,,,,,,,"1.277,76",,,,,,,,"7.657,93",,,,,,,,,,,,
VARZEDO-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
VERA CRUZ-BA,,,,,BA,,,"43.645,31",,,,,"652,89",,,,,,,"44.298,20",,,,,,,,"261.548,11",,,,,,,,,,,,
VEREDA-BA,,,,,BA,,,"1.161,60",,,,,-,,,,,,,"1.161,60",,,,,,,,"6.961,76",,,,,,,,,,,,
VITORIA DA CONQUISTA-BA,,,,,BA,,,"2.323,20",,,,,-,,,,,,,"2.323,20",,,,,,,,"13.923,54",,,,,,,,,,,,
WENCESLAU GUIMARAES-BA,,,,,BA,,,"1.510,08",,,,,-,,,,,,,"1.510,08",,,,,,,,"9.050,30",,,,,,,,,,,,
BAHIA  TOTAL,,,,,,,,"8.379.883,66",,,,,"5.774.457,98",,,,,,,"14.154.341,64",,,,,,,,"82.763.489,45",,,,,,,,,,,,
ACARAU-CE,,,,,CE,,,"2.401,49",,,,,-,,,,,,,"2.401,49",,,,,,,,"13.267,39",,,,,,,,,,,,
ALCANTARAS-CE,,,,,CE,,,"1.528,22",,,,,-,,,,,,,"1.528,22",,,,,,,,"8.442,87",,,,,,,,,,,,
AMONTADA-CE,,,,,CE,,,"49.383,93",,,,,"12.023,11",,,,,,,"61.407,04",,,,,,,,"499.124,59",,,,,,,,,,,,
APUIARES-CE,,,,,CE,,,"1.600,99",,,,,-,,,,,,,"1.600,99",,,,,,,,"8.844,91",,,,,,,,,,,,
AQUIRAZ-CE,,,,,CE,,,"296.012,73",,,,,"45.344,58",,,,,,,"341.357,31",,,,,,,,"1.618.361,39",,,,,,,,,,,,
ARACATI-CE,,,,,CE,,,"313.935,12",,,,,"18.872,55",,,,,,,"332.807,67",,,,,,,,"2.052.111,96",,,,,,,,,,,,
ARARENDA-CE,,,,,CE,,,"1.528,22",,,,,-,,,,,,,"1.528,22",,,,,,,,"8.442,87",,,,,,,,,,,,
BARROQUINHA-CE,,,,,CE,,,"1.673,76",,,,,-,,,,,,,"1.673,76",,,,,,,,"9.246,95",,,,,,,,,,,,
BELA CRUZ-CE,,,,,CE,,,"2.037,62",,,,,-,,,,,,,"2.037,62",,,,,,,,"11.257,17",,,,,,,,,,,,
CAMOCIM-CE,,,,,CE,,,"2.401,49",,,,,-,,,,,,,"2.401,49",,,,,,,,"13.267,39",,,,,,,,,,,,
CANINDE-CE,,,,,CE,,,"2.547,03",,,,,-,,,,,,,"2.547,03",,,,,,,,"14.071,47",,,,,,,,,,,,
CARIDADE-CE,,,,,CE,,,"1.892,08",,,,,-,,,,,,,"1.892,08",,,,,,,,"10.453,09",,,,,,,,,,,,
CARIRE-CE,,,,,CE,,,"1.819,31",,,,,-,,,,,,,"1.819,31",,,,,,,,"10.051,04",,,,,,,,,,,,
CARNAUBAL-CE,,,,,CE,,,"1.746,53",,,,,-,,,,,,,"1.746,53",,,,,,,,"9.649,00",,,,,,,,,,,,
CATUNDA-CE,,,,,CE,,,"1.455,44",,,,,-,,,,,,,"1.455,44",,,,,,,,"8.040,82",,,,,,,,,,,,
CAUCAIA-CE,,,,,CE,,,"288.107,97",,,,,"46.106,48",,,,,,,"334.214,45",,,,,,,,"1.305.234,40",,,,,,,,,,,,
CHAVAL-CE,,,,,CE,,,"1.600,99",,,,,-,,,,,,,"1.600,99",,,,,,,,"8.844,91",,,,,,,,,,,,
COREAU-CE,,,,,CE,,,"1.892,08",,,,,-,,,,,,,"1.892,08",,,,,,,,"10.453,09",,,,,,,,,,,,
CRATEUS-CE,,,,,CE,,,"2.547,03",,,,,-,,,,,,,"2.547,03",,,,,,,,"14.071,47",,,,,,,,,,,,
CROATA-CE,,,,,CE,,,"1.746,53",,,,,-,,,,,,,"1.746,53",,,,,,,,"9.649,00",,,,,,,,,,,,
CRUZ-CE,,,,,CE,,,"1.892,08",,,,,-,,,,,,,"1.892,08",,,,,,,,"10.453,09",,,,,,,,,,,,
FORQUILHA-CE,,,,,CE,,,"1.892,08",,,,,-,,,,,,,"1.892,08",,,,,,,,"10.453,09",,,,,,,,,,,,
FORTALEZA-CE,,,,,CE,,,"283.989,36",,,,,"60.072,12",,,,,,,"344.061,48",,,,,,,,"1.928.814,48",,,,,,,,,,,,
FRECHEIRINHA-CE,,,,,CE,,,"1.600,99",,,,,-,,,,,,,"1.600,99",,,,,,,,"8.844,91",,,,,,,,,,,,
GENERAL SAMPAIO-CE,,,,,CE,,,"1.455,44",,,,,-,,,,,,,"1.455,44",,,,,,,,"8.040,82",,,,,,,,,,,,
