DARIO MEIRA,,,,,BA,,,,"61,48",,,,,,-,,,,,,"61,48",,,,,,,,"863,57",,,,,,,
DIAS D'AVILA,,,,,BA,,,,"1.076,35",,,,,,"417,26",,,,,,"1.493,61",,,,,,,,"2.574,68",,,,,,,
DOM MACEDO COSTA,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
ELISIO MEDRADO,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
ENCRUZILHADA,,,,,BA,,,,"77,51",,,,,,-,,,,,,"77,51",,,,,,,,"1.088,83",,,,,,,
ENTRE RIOS,,,,,BA,,,,"146.846,88",,,,,,"87.651,40",,,,,,"234.498,28",,,,,,,,"3.018.260,30",,,,,,,
ESPLANADA,,,,,BA,,,,"270.062,66",,,,,,"161.460,40",,,,,,"431.523,06",,,,,,,,"5.196.718,64",,,,,,,
EUCLIDES DA CUNHA,,,,,BA,,,,"85,53",,,,,,-,,,,,,"85,53",,,,,,,,"1.201,47",,,,,,,
FATIMA,,,,,BA,,,,"66,82",,,,,,-,,,,,,"66,82",,,,,,,,"938,65",,,,,,,
FEIRA DE SANTANA,,,,,BA,,,,"106,92",,,,,,-,,,,,,"106,92",,,,,,,,"1.501,86",,,,,,,
GAVIAO,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
GLORIA,,,,,BA,,,,"61,48",,,,,,-,,,,,,"61,48",,,,,,,,"863,57",,,,,,,
GOVERNADOR MANGABEIRA,,,,,BA,,,,"64,15",,,,,,-,,,,,,"64,15",,,,,,,,"901,11",,,,,,,
HELIOPOLIS,,,,,BA,,,,"58,80",,,,,,-,,,,,,"58,80",,,,,,,,"825,99",,,,,,,
IACU,,,,,BA,,,,"74,84",,,,,,-,,,,,,"74,84",,,,,,,,"1.051,29",,,,,,,
IBIQUERA,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
ICHU,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
INHAMBUPE,,,,,BA,,,,"74,84",,,,,,-,,,,,,"74,84",,,,,,,,"1.051,29",,,,,,,
IPECAETA,,,,,BA,,,,"66,82",,,,,,-,,,,,,"66,82",,,,,,,,"938,65",,,,,,,
IPIRA,,,,,BA,,,,"88,21",,,,,,-,,,,,,"88,21",,,,,,,,"1.239,02",,,,,,,
IRAJUBA,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
IRARA,,,,,BA,,,,"72,17",,,,,,-,,,,,,"72,17",,,,,,,,"1.013,75",,,,,,,
ITABERABA,,,,,BA,,,,"88,21",,,,,,-,,,,,,"88,21",,,,,,,,"1.239,02",,,,,,,
ITAGI,,,,,BA,,,,"61,48",,,,,,-,,,,,,"61,48",,,,,,,,"863,57",,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAMBE,,,,,BA,,,,"74,84",,,,,,-,,,,,,"74,84",,,,,,,,"1.051,29",,,,,,,
ITANAGRA,,,,,BA,,,,"69.315,74",,,,,,"11.871,35",,,,,,"81.187,09",,,,,,,,"958.516,88",,,,,,,
ITAPARICA,,,,,BA,,,,"1.850,87",,,,,,"86.238,59",,,,,,"88.089,46",,,,,,,,"1.154.778,85",,,,,,,
ITAPETINGA,,,,,BA,,,,"88,21",,,,,,-,,,,,,"88,21",,,,,,,,"1.239,02",,,,,,,
ITAPICURU,,,,,BA,,,,"72,17",,,,,,-,,,,,,"72,17",,,,,,,,"1.013,75",,,,,,,
ITAQUARA,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
ITARANTIM,,,,,BA,,,,"61,48",,,,,,-,,,,,,"61,48",,,,,,,,"863,57",,,,,,,
ITATIM,,,,,BA,,,,"58,80",,,,,,-,,,,,,"58,80",,,,,,,,"825,99",,,,,,,
ITIRUCU,,,,,BA,,,,"58,80",,,,,,-,,,,,,"58,80",,,,,,,,"825,99",,,,,,,
ITIUBA,,,,,BA,,,,"77,51",,,,,,-,,,,,,"77,51",,,,,,,,"1.088,83",,,,,,,
JACOBINA,,,,,BA,,,,"93,55",,,,,,-,,,,,,"93,55",,,,,,,,"1.314,11",,,,,,,
JAGUAQUARA,,,,,BA,,,,"82,86",,,,,,-,,,,,,"82,86",,,,,,,,"1.163,93",,,,,,,
JAGUARIPE,,,,,BA,,,,"58,80",,,,,,-,,,,,,"58,80",,,,,,,,"825,99",,,,,,,
JANDAIRA,,,,,BA,,,,"56,13",,,,,,-,,,,,,"56,13",,,,,,,,"788,46",,,,,,,
JEQUIE,,,,,BA,,,,"106,92",,,,,,-,,,,,,"106,92",,,,,,,,"1.501,86",,,,,,,
JEREMOABO,,,,,BA,,,,"77,51",,,,,,-,,,,,,"77,51",,,,,,,,"1.088,83",,,,,,,
JIQUIRICA,,,,,BA,,,,"58,80",,,,,,-,,,,,,"58,80",,,,,,,,"825,99",,,,,,,
JITAUNA,,,,,BA,,,,"69,49",,,,,,-,,,,,,"69,49",,,,,,,,"976,18",,,,,,,
LAFAIETE COUTINHO,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
LAJE,,,,,BA,,,,"66,82",,,,,,-,,,,,,"66,82",,,,,,,,"938,65",,,,,,,
LAJEDINHO,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
LAJEDO DO TABOCAL,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
LAMARAO,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
LAURO DE FREITAS,,,,,BA,,,,"101,57",,,,,,-,,,,,,"101,57",,,,,,,,"1.426,76",,,,,,,
MACAJUBA,,,,,BA,,,,"56,13",,,,,,-,,,,,,"56,13",,,,,,,,"788,46",,,,,,,
MACARANI,,,,,BA,,,,"61,48",,,,,,-,,,,,,"61,48",,,,,,,,"863,57",,,,,,,
MADRE DE DEUS,,,,,BA,,,,"774.195,42",,,,,,"394.749,04",,,,,,"1.168.944,46",,,,,,,,"14.804.717,36",,,,,,,
MAIQUINIQUE,,,,,BA,,,,"53,46",,,,,,-,,,,,,"53,46",,,,,,,,"750,90",,,,,,,
MAIRI,,,,,BA,,,,"69,49",,,,,,-,,,,,,"69,49",,,,,,,,"976,18",,,,,,,
MANOEL VITORINO,,,,,BA,,,,"64,15",,,,,,-,,,,,,"64,15",,,,,,,,"901,11",,,,,,,
MARACAS,,,,,BA,,,,"74,84",,,,,,-,,,,,,"74,84",,,,,,,,"1.051,29",,,,,,,
MARAGOGIPE,,,,,BA,,,,"82,86",,,,,,-,,,,,,"82,86",,,,,,,,"1.163,93",,,,,,,
MARCIONILIO SOUZA,,,,,BA,,,,"56,13",,,,,,-,,,,,,"56,13",,,,,,,,"788,46",,,,,,,
MATA DE SAO JOAO,,,,,BA,,,,"127.172,08",,,,,,"53.813,79",,,,,,"180.985,87",,,,,,,,"2.279.531,51",,,,,,,
MIGUEL CALMON,,,,,BA,,,,"74,84",,,,,,-,,,,,,"74,84",,,,,,,,"1.051,29",,,,,,,
MILAGRES,,,,,BA,,,,"58,80",,,,,,-,,,,,,"58,80",,,,,,,,"825,99",,,,,,,
MIRANTE,,,,,BA,,,,"58,80",,,,,,-,,,,,,"58,80",,,,,,,,"825,99",,,,,,,
MONTE SANTO,,,,,BA,,,,"85,53",,,,,,-,,,,,,"85,53",,,,,,,,"1.201,47",,,,,,,
