FLEXEIRAS-AL,,,,,AL,,,,"792,08",,,,,-,,,,,,,"792,08",,,,,,"6.870,99",,,,,,,,,
IBATEGUARA-AL,,,,,AL,,,,"867,52",,,,,-,,,,,,,"867,52",,,,,,"7.525,38",,,,,,,,,
IGREJA NOVA-AL,,,,,AL,,,,"980,68",,,,,-,,,,,,,"980,68",,,,,,"8.506,96",,,,,,,,,
JACUIPE-AL,,,,,AL,,,,"754,37",,,,,-,,,,,,,"754,37",,,,,,"6.543,80",,,,,,,,,
JAPARATINGA-AL,,,,,AL,,,,"754,37",,,,,-,,,,,,,"754,37",,,,,,"6.543,80",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,AL,,,,"829,80",,,,,-,,,,,,,"829,80",,,,,,"26.669,48",,,,,,,,,
JOAQUIM GOMES-AL,,,,,AL,,,,"980,68",,,,,-,,,,,,,"980,68",,,,,,"8.506,96",,,,,,,,,
JUNDIA-AL,,,,,AL,,,,"754,37",,,,,-,,,,,,,"754,37",,,,,,"6.543,80",,,,,,,,,
JUNQUEIRO-AL,,,,,AL,,,,"980,68",,,,,-,,,,,,,"980,68",,,,,,"8.506,96",,,,,,,,,
MACEIO-AL,,,,,AL,,,,"100.011,36",,,,,"24.846,63",,,,,,,"124.857,99",,,,,,"1.102.914,13",,,,,,,,,
MARAGOGI-AL,,,,,AL,,,,"980,68",,,,,-,,,,,,,"980,68",,,,,,"8.506,96",,,,,,,,,
MARECHAL DEODORO-AL,,,,,AL,,,,"137.779,25",,,,,"122.302,35",,,,,,,"260.081,60",,,,,,"2.595.677,51",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,AL,,,,"1.018,40",,,,,-,,,,,,,"1.018,40",,,,,,"8.834,17",,,,,,,,,
MESSIAS-AL,,,,,AL,,,,"792,08",,,,,-,,,,,,,"792,08",,,,,,"6.870,99",,,,,,,,,
MURICI-AL,,,,,AL,,,,"1.018,40",,,,,-,,,,,,,"1.018,40",,,,,,"8.834,17",,,,,,,,,
NOVO LINO-AL,,,,,AL,,,,"792,08",,,,,-,,,,,,,"792,08",,,,,,"6.870,99",,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,,"754,37",,,,,"13.403,86",,,,,,,"14.158,23",,,,,,"107.539,44",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,"829,80",,,,,-,,,,,,,"829,80",,,,,,"7.198,19",,,,,,,,,
PENEDO-AL,,,,,AL,,,,"1.244,71",,,,,-,,,,,,,"1.244,71",,,,,,"10.797,32",,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,"905,24",,,,,-,,,,,,,"905,24",,,,,,"7.852,56",,,,,,,,,
PILAR-AL,,,,,AL,,,,"215.011,03",,,,,"138.000,92",,,,,,,"353.011,95",,,,,,"3.835.918,70",,,,,,,,,
PINDOBA-AL,,,,,AL,,,,"754,37",,,,,-,,,,,,,"754,37",,,,,,"6.543,80",,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,,"980,68",,,,,-,,,,,,,"980,68",,,,,,"8.506,96",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,"792,08",,,,,-,,,,,,,"792,08",,,,,,"6.870,99",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,"942,96",,,,,-,,,,,,,"942,96",,,,,,"8.179,77",,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,"15.140,75",,,,,"8.962,95",,,,,,,"24.103,70",,,,,,"200.585,28",,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,"991,47",,,,,"152,93",,,,,,,"1.144,40",,,,,,"13.996,16",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,"754,37",,,,,-,,,,,,,"754,37",,,,,,"6.543,80",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,"792,08",,,,,-,,,,,,,"792,08",,,,,,"6.870,99",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,"980,68",,,,,-,,,,,,,"980,68",,,,,,"8.506,96",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,"1.056,11",,,,,-,,,,,,,"1.056,11",,,,,,"9.161,33",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,"390.788,39",,,,,"269.673,28",,,,,,,"660.461,67",,,,,,"5.423.913,02",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,"754,37",,,,,-,,,,,,,"754,37",,,,,,"6.543,80",,,,,,,,,
SATUBA-AL,,,,,AL,,,,"47.977,57",,,,,"30.410,31",,,,,,,"78.387,88",,,,,,"456.908,56",,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,"1.131,55",,,,,-,,,,,,,"1.131,55",,,,,,"9.815,73",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,"1.244,71",,,,,-,,,,,,,"1.244,71",,,,,,"10.797,32",,,,,,,,,
VICOSA-AL,,,,,AL,,,,"1.018,40",,,,,-,,,,,,,"1.018,40",,,,,,"8.834,17",,,,,,,,,
ALAGOAS TOTAL,,,,,,,,,"2.266.038,54",,,,,"720.214,22",,,,,,,"2.986.252,76",,,,,,"26.558.679,52",,,,,,,,,
ANAMA-AM,,,,,AM,,,,-,,,,,"2.987,54",,,,,,,"2.987,54",,,,,,"23.800,21",,,,,,,,,
ANORI-AM,,,,,AM,,,,-,,,,,"2.987,54",,,,,,,"2.987,54",,,,,,"23.800,21",,,,,,,,,
AUTAZES-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
BERURI-AM,,,,,AM,,,,-,,,,,"2.987,54",,,,,,,"2.987,54",,,,,,"23.800,21",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
CAREIRO-AM,,,,,AM,,,,-,,,,,"2.987,54",,,,,,,"2.987,54",,,,,,"23.800,21",,,,,,,,,
COARI-AM,,,,,AM,,,,"2.116.851,77",,,,,"2.020.561,98",,,,,,,"4.137.413,75",,,,,,"36.939.080,48",,,,,,,,,
CODAJAS-AM,,,,,AM,,,,-,,,,,"2.987,54",,,,,,,"2.987,54",,,,,,"23.800,21",,,,,,,,,
IRANDUBA-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
ITACOATIARA-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
ITAPIRANGA-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
MANACAPURU-AM,,,,,AM,,,,-,,,,,"2.987,54",,,,,,,"2.987,54",,,,,,"23.800,21",,,,,,,,,
MANAQUIRI-AM,,,,,AM,,,,-,,,,,"2.987,54",,,,,,,"2.987,54",,,,,,"23.800,21",,,,,,,,,
MANAUS-AM,,,,,AM,,,,"1.334.250,79",,,,,"125.404,94",,,,,,,"1.459.655,73",,,,,,"12.629.384,50",,,,,,,,,
PARINTINS-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
SILVES-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
URUCARA-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
URUCURITUBA-AM,,,,,AM,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
AMAZONAS TOTAL,,,,,,,,,"3.451.102,56",,,,,"2.250.754,93",,,,,,,"5.701.857,49",,,,,,"50.332.537,57",,,,,,,,,
LARANJAL DO JARI-AP,,,,,AP,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
MACAPA-AP,,,,,AP,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
MAZAGAO-AP,,,,,AP,,,,-,,,,,"9.319,47",,,,,,,"9.319,47",,,,,,"66.385,68",,,,,,,,,
AMAPA TOTAL,,,,,,,,,-,,,,,"27.958,41",,,,,,,"27.958,41",,,,,,"199.157,04",,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
AIQUARA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,"219.505,12",,,,,"136.738,88",,,,,,,"356.244,00",,,,,,"3.596.495,24",,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,"96,54",,,,,-,,,,,,,"96,54",,,,,,"887,87",,,,,,,,,
ANAGE-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
ANGUERA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
ANTAS-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
APORA-BA,,,,,BA,,,,"85,81",,,,,-,,,,,,,"85,81",,,,,,"789,19",,,,,,,,,
APUAREMA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
ARACAS-BA,,,,,BA,,,,"257.319,53",,,,,"113.935,87",,,,,,,"371.255,40",,,,,,"3.460.133,28",,,,,,,,,
ARACI-BA,,,,,BA,,,,"110,85",,,,,-,,,,,,,"110,85",,,,,,"1.019,40",,,,,,,,,
ARAMARI-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
BANZAE-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,"110,85",,,,,-,,,,,,,"110,85",,,,,,"1.019,40",,,,,,,,,
BARROCAS-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,"85,81",,,,,-,,,,,,,"85,81",,,,,,"789,19",,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,"89,39",,,,,-,,,,,,,"89,39",,,,,,"822,10",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
BREJOES-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
CAATIBA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
CAEM-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
CAETANOS-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
CAMACARI-BA,,,,,BA,,,,"241,59",,,,,"56,17",,,,,,,"297,76",,,,,,"3.069,61",,,,,,,,,
CANDEAL-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,"231.719,53",,,,,"326.768,80",,,,,,,"558.488,33",,,,,,"5.011.552,33",,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
CANUDOS-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,"153.966,03",,,,,"42.982,50",,,,,,,"196.948,53",,,,,,"1.778.147,80",,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,"96,54",,,,,-,,,,,,,"96,54",,,,,,"887,87",,,,,,,,,
CATU-BA,,,,,BA,,,,"276.767,06",,,,,"159.096,58",,,,,,,"435.863,64",,,,,,"3.829.150,14",,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
CIPO-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,"85,81",,,,,-,,,,,,,"85,81",,,,,,"789,19",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,"89,39",,,,,-,,,,,,,"89,39",,,,,,"822,10",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,"118,00",,,,,-,,,,,,,"118,00",,,,,,"1.085,18",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,"96,54",,,,,-,,,,,,,"96,54",,,,,,"887,87",,,,,,,,,
CONDE-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"923,46",,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,"89,39",,,,,-,,,,,,,"89,39",,,,,,"822,10",,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,"89,39",,,,,-,,,,,,,"89,39",,,,,,"822,10",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,"114,42",,,,,-,,,,,,,"114,42",,,,,,"1.052,28",,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,"110,85",,,,,-,,,,,,,"110,85",,,,,,"1.019,40",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,"103,69",,,,,-,,,,,,,"103,69",,,,,,"953,62",,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,"252.087,83",,,,,"162.449,47",,,,,,,"414.537,30",,,,,,"3.981.651,92",,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,"583.977,37",,,,,"370.024,00",,,,,,,"954.001,37",,,,,,"8.248.739,04",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,"114,42",,,,,-,,,,,,,"114,42",,,,,,"1.052,28",,,,,,,,,
FATIMA-BA,,,,,BA,,,,"89,39",,,,,-,,,,,,,"89,39",,,,,,"822,10",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,"143,03",,,,,-,,,,,,,"143,03",,,,,,"1.315,37",,,,,,,,,
GAVIAO-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
GLORIA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,"85,81",,,,,-,,,,,,,"85,81",,,,,,"789,19",,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
IACU-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ICHU-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
IPECAETA-BA,,,,,BA,,,,"89,39",,,,,-,,,,,,,"89,39",,,,,,"822,10",,,,,,,,,
IPIRA-BA,,,,,BA,,,,"118,00",,,,,-,,,,,,,"118,00",,,,,,"1.085,18",,,,,,,,,
IRAJUBA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
IRARA-BA,,,,,BA,,,,"96,54",,,,,-,,,,,,,"96,54",,,,,,"887,87",,,,,,,,,
ITABERABA-BA,,,,,BA,,,,"118,00",,,,,-,,,,,,,"118,00",,,,,,"1.085,18",,,,,,,,,
ITAGI-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
ITAMBE-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,"107.713,25",,,,,"15.172,89",,,,,,,"122.886,14",,,,,,"1.099.114,28",,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"3.228,33",,,,,"209.016,14",,,,,,,"212.244,47",,,,,,"1.723.755,61",,,,,,,,,
ITAPETINGA-BA,,,,,BA,,,,"118,00",,,,,-,,,,,,,"118,00",,,,,,"1.085,18",,,,,,,,,
ITAPICURU-BA,,,,,BA,,,,"96,54",,,,,-,,,,,,,"96,54",,,,,,"887,87",,,,,,,,,
ITAQUARA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
ITARANTIM-BA,,,,,BA,,,,"85,81",,,,,-,,,,,,,"85,81",,,,,,"789,19",,,,,,,,,
ITATIM-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
ITIRUCU-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
ITIUBA-BA,,,,,BA,,,,"103,69",,,,,-,,,,,,,"103,69",,,,,,"953,62",,,,,,,,,
JACOBINA-BA,,,,,BA,,,,"125,15",,,,,-,,,,,,,"125,15",,,,,,"1.150,94",,,,,,,,,
JAGUAQUARA-BA,,,,,BA,,,,"110,85",,,,,-,,,,,,,"110,85",,,,,,"1.019,40",,,,,,,,,
JAGUARIPE-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
JANDAIRA-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
JEQUIE-BA,,,,,BA,,,,"143,03",,,,,-,,,,,,,"143,03",,,,,,"1.315,37",,,,,,,,,
JEREMOABO-BA,,,,,BA,,,,"103,69",,,,,-,,,,,,,"103,69",,,,,,"953,62",,,,,,,,,
JIQUIRICA-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
JITAUNA-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
LAJE-BA,,,,,BA,,,,"89,39",,,,,-,,,,,,,"89,39",,,,,,"822,10",,,,,,,,,
LAJEDINHO-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
LAMARAO-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
LAURO DE FREITAS-BA,,,,,BA,,,,"135,88",,,,,-,,,,,,,"135,88",,,,,,"1.249,61",,,,,,,,,
MACAJUBA-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
MACARANI-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"1.336.427,78",,,,,"962.682,26",,,,,,,"2.299.110,04",,,,,,"19.443.300,83",,,,,,,,,
MAIQUINIQUE-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
MAIRI-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
MANOEL VITORINO-BA,,,,,BA,,,,"85,81",,,,,-,,,,,,,"85,81",,,,,,"789,19",,,,,,,,,
MARACAS-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
MARAGOGIPE-BA,,,,,BA,,,,"110,85",,,,,-,,,,,,,"110,85",,,,,,"1.019,40",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,"207.479,93",,,,,"91.775,35",,,,,,,"299.255,28",,,,,,"2.611.330,23",,,,,,,,,
MIGUEL CALMON-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
MILAGRES-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
MIRANTE-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
MONTE SANTO-BA,,,,,BA,,,,"114,42",,,,,-,,,,,,,"114,42",,,,,,"1.052,28",,,,,,,,,
MUNDO NOVO-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
MUNIZ FERREIRA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
MURITIBA-BA,,,,,BA,,,,"100,12",,,,,-,,,,,,,"100,12",,,,,,"920,75",,,,,,,,,
MUTUIPE-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NAZARE-BA,,,,,BA,,,,"96,54",,,,,-,,,,,,,"96,54",,,,,,"887,87",,,,,,,,,
NORDESTINA-BA,,,,,BA,,,,"75,09",,,,,-,,,,,,,"75,09",,,,,,"690,55",,,,,,,,,
NOVA CANAA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
NOVA FATIMA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
NOVA ITARANA-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
NOVA SOURE-BA,,,,,BA,,,,"96,54",,,,,-,,,,,,,"96,54",,,,,,"887,87",,,,,,,,,
NOVO TRIUNFO-BA,,,,,BA,,,,"78,66",,,,,-,,,,,,,"78,66",,,,,,"723,43",,,,,,,,,
OLINDINA-BA,,,,,BA,,,,"92,97",,,,,-,,,,,,,"92,97",,,,,,"854,97",,,,,,,,,
OURICANGAS-BA,,,,,BA,,,,"71,51",,,,,-,,,,,,,"71,51",,,,,,"657,66",,,,,,,,,
OUROLANDIA-BA,,,,,BA,,,,"82,24",,,,,-,,,,,,,"82,24",,,,,,"756,32",,,,,,,,,
