MARAGOGI-AL,,,,,,,,,AL,,,"444,86",,,,,,,-,,,,,,,"444,86",,,,,,,,,,"1.620,70",,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,,"715.228,60",,,,,,,"20.189,13",,,,,,,"735.417,73",,,,,,,,,,"2.882.453,60",,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,,"413,08",,,,,,,-,,,,,,,"413,08",,,,,,,,,,"1.504,93",,,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,,"365,42",,,,,,,-,,,,,,,"365,42",,,,,,,,,,"1.331,28",,,,,,,,,,
MURICI-AL,,,,,,,,,AL,,,"428,97",,,,,,,-,,,,,,,"428,97",,,,,,,,,,"1.562,81",,,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,,"349,53",,,,,,,-,,,,,,,"349,53",,,,,,,,,,"1.273,40",,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,,"333,64",,,,,,,"4.115,72",,,,,,,"4.449,36",,,,,,,,,,"14.907,80",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,,"365,42",,,,,,,-,,,,,,,"365,42",,,,,,,,,,"1.331,28",,,,,,,,,,
PENEDO-AL,,,,,,,,,AL,,,"31.668,82",,,,,,,"0,01",,,,,,,"31.668,83",,,,,,,,,,"686.071,86",,,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,,"381,31",,,,,,,-,,,,,,,"381,31",,,,,,,,,,"1.389,17",,,,,,,,,,
PILAR-AL,,,,,,,,,AL,,,"109.664,99",,,,,,,"62.124,35",,,,,,,"171.789,34",,,,,,,,,,"666.544,24",,,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,,"317,76",,,,,,,-,,,,,,,"317,76",,,,,,,,,,"1.157,64",,,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,,"428,97",,,,,,,-,,,,,,,"428,97",,,,,,,,,,"1.562,81",,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,,"317,76",,,,,,,-,,,,,,,"317,76",,,,,,,,,,"1.157,64",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,,"397,20",,,,,,,-,,,,,,,"397,20",,,,,,,,,,"1.447,06",,,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,,"32.690,27",,,,,,,"738,52",,,,,,,"33.428,79",,,,,,,,,,"690.978,67",,,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,,"1.042.475,53",,,,,,,"367,07",,,,,,,"1.042.842,60",,,,,,,,,,"3.799.814,42",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,,"31.644,03",,,,,,,"74,92",,,,,,,"31.718,95",,,,,,,,,,"123.016,96",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,,"333,64",,,,,,,-,,,,,,,"333,64",,,,,,,,,,"1.215,51",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,,"413,08",,,,,,,-,,,,,,,"413,08",,,,,,,,,,"1.504,93",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,,"460,75",,,,,,,-,,,,,,,"460,75",,,,,,,,,,"1.678,58",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,,"418.395,83",,,,,,,"107.711,89",,,,,,,"526.107,72",,,,,,,,,,"1.782.914,93",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,"317,76",,,,,,,-,,,,,,,"317,76",,,,,,,,,,"1.157,64",,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,,"8.162,16",,,,,,,"5.028,90",,,,,,,"13.191,06",,,,,,,,,,"49.459,26",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,"492,52",,,,,,,-,,,,,,,"492,52",,,,,,,,,,"1.794,35",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,"524,30",,,,,,,-,,,,,,,"524,30",,,,,,,,,,"1.910,11",,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,,"428,97",,,,,,,-,,,,,,,"428,97",,,,,,,,,,"1.562,81",,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"3.578.148,34",,,,,,,"265.068,22",,,,,,,"3.843.216,56",,,,,,,,,,"15.262.523,12",,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,,"31.422,45",,,,,,,"1.613,01",,,,,,,"33.035,46",,,,,,,,,,"127.233,20",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,,"31.422,45",,,,,,,"1.704,40",,,,,,,"33.126,85",,,,,,,,,,"127.602,42",,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,,-,,,,,,,"1.463,12",,,,,,,"1.463,12",,,,,,,,,,"5.412,05",,,,,,,,,,
CAAPIRANGA-AM,,,,,,,,,AM,,,"31.422,45",,,,,,,"140,65",,,,,,,"31.563,10",,,,,,,,,,"121.810,16",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,-,,,,,,,"1.463,12",,,,,,,"1.463,12",,,,,,,,,,"5.412,05",,,,,,,,,,
COARI-AM,,,,,,,,,AM,,,"1.731.215,11",,,,,,,"1.553.816,69",,,,,,,"3.285.031,80",,,,,,,,,,"12.022.975,92",,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,"31.224,00",,,,,,,"1.804,74",,,,,,,"33.028,74",,,,,,,,,,"127.407,52",,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,-,,,,,,,"1.463,12",,,,,,,"1.463,12",,,,,,,,,,"5.412,05",,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,-,,,,,,,"1.463,12",,,,,,,"1.463,12",,,,,,,,,,"5.412,05",,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,,"276.145,87",,,,,,,"136.519,18",,,,,,,"412.665,05",,,,,,,,,,"1.484.874,61",,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
TEFE-AM,,,,,,,,,AM,,,"121.896,04",,,,,,,"55.132,29",,,,,,,"177.028,33",,,,,,,,,,"664.216,42",,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"2.254.748,37",,,,,,,"1.794.827,86",,,,,,,"4.049.576,23",,,,,,,,,,"14.870.268,75",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,-,,,,,,,"4.249,38",,,,,,,"4.249,38",,,,,,,,,,"19.166,70",,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,,,"12.748,14",,,,,,,"12.748,14",,,,,,,,,,"57.500,10",,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,"216.434,67",,,,,,,"140.544,69",,,,,,,"356.979,36",,,,,,,,,,"1.419.839,52",,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,"1.647,17",,,,,,,-,,,,,,,"1.647,17",,,,,,,,,,"5.191,87",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,"1.533,57",,,,,,,-,,,,,,,"1.533,57",,,,,,,,,,"4.833,81",,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,,"1.533,57",,,,,,,-,,,,,,,"1.533,57",,,,,,,,,,"4.833,81",,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,,"1.363,17",,,,,,,-,,,,,,,"1.363,17",,,,,,,,,,"4.296,71",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
APORA-BA,,,,,,,,,BA,,,"1.363,17",,,,,,,-,,,,,,,"1.363,17",,,,,,,,,,"4.296,71",,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,,"270.829,96",,,,,,,"159.580,74",,,,,,,"430.410,70",,,,,,,,,,"1.735.885,14",,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,,"1.817,56",,,,,,,-,,,,,,,"1.817,56",,,,,,,,,,"5.728,95",,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,"2.212,29",,,,,,,"428,19",,,,,,,"2.640,48",,,,,,,,,,"9.670,91",,,,,,,,,,
ARATACA-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
ARATUIPE-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,,BA,,,"1.249,57",,,,,,,-,,,,,,,"1.249,57",,,,,,,,,,"3.938,65",,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
BANZAE-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,,BA,,,"1.647,17",,,,,,,-,,,,,,,"1.647,17",,,,,,,,,,"5.191,87",,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
BARRO PRETO-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
BARROCAS-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
BELMONTE-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
BELO CAMPO-BA,,,,,,,,,BA,,,"1.363,17",,,,,,,-,,,,,,,"1.363,17",,,,,,,,,,"4.296,71",,,,,,,,,,
BIRITINGA-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
BOA NOVA-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,,BA,,,"1.363,17",,,,,,,-,,,,,,,"1.363,17",,,,,,,,,,"4.296,71",,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
BREJOES-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,,BA,,,"1.419,97",,,,,,,-,,,,,,,"1.419,97",,,,,,,,,,"4.475,74",,,,,,,,,,
CAATIBA-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,,BA,,,"1.363,17",,,,,,,-,,,,,,,"1.363,17",,,,,,,,,,"4.296,71",,,,,,,,,,
CACHOEIRA-BA,,,,,,,,,BA,,,"1.647,17",,,,,,,-,,,,,,,"1.647,17",,,,,,,,,,"5.191,87",,,,,,,,,,
CAEM-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
CAETANOS-BA,,,,,,,,,BA,,,"1.249,57",,,,,,,-,,,,,,,"1.249,57",,,,,,,,,,"3.938,65",,,,,,,,,,
CAIRU-BA,,,,,,,,,BA,,,"39.242,89",,,,,,,"454.609,55",,,,,,,"493.852,44",,,,,,,,,,"1.550.305,57",,,,,,,,,,
CAMACAN-BA,,,,,,,,,BA,,,"1.590,37",,,,,,,-,,,,,,,"1.590,37",,,,,,,,,,"5.012,84",,,,,,,,,,
CAMACARI-BA,,,,,,,,,BA,,,"278.966,50",,,,,,,"124.753,29",,,,,,,"403.719,79",,,,,,,,,,"1.385.350,53",,,,,,,,,,
CAMAMU-BA,,,,,,,,,BA,,,"1.647,17",,,,,,,-,,,,,,,"1.647,17",,,,,,,,,,"5.191,87",,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,,BA,,,"1.647,17",,,,,,,-,,,,,,,"1.647,17",,,,,,,,,,"5.191,87",,,,,,,,,,
CANDEAL-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
CANDEIAS-BA,,,,,,,,,BA,,,"405.877,84",,,,,,,"149.054,51",,,,,,,"554.932,35",,,,,,,,,,"2.316.132,27",,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,,BA,,,"1.533,57",,,,,,,-,,,,,,,"1.533,57",,,,,,,,,,"4.833,81",,,,,,,,,,
CANSANCAO-BA,,,,,,,,,BA,,,"1.647,17",,,,,,,-,,,,,,,"1.647,17",,,,,,,,,,"5.191,87",,,,,,,,,,
CANUDOS-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,,BA,,,"1.533,57",,,,,,,-,,,,,,,"1.533,57",,,,,,,,,,"4.833,81",,,,,,,,,,
CARAVELAS-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,,BA,,,"65.254,07",,,,,,,"21.342,60",,,,,,,"86.596,67",,,,,,,,,,"329.029,60",,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,,BA,,,"1.533,57",,,,,,,-,,,,,,,"1.533,57",,,,,,,,,,"4.833,81",,,,,,,,,,
CATU-BA,,,,,,,,,BA,,,"170.905,64",,,,,,,"81.605,58",,,,,,,"252.511,22",,,,,,,,,,"951.004,56",,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,,BA,,,"1.647,17",,,,,,,-,,,,,,,"1.647,17",,,,,,,,,,"5.191,87",,,,,,,,,,
CIPO-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
COARACI-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,,BA,,,"1.363,17",,,,,,,-,,,,,,,"1.363,17",,,,,,,,,,"4.296,71",,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,,BA,,,"1.874,36",,,,,,,-,,,,,,,"1.874,36",,,,,,,,,,"5.907,98",,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,,BA,,,"1.590,37",,,,,,,-,,,,,,,"1.590,37",,,,,,,,,,"5.012,84",,,,,,,,,,
CONDE-BA,,,,,,,,,BA,,,"2.636,63",,,,,,,"748,11",,,,,,,"3.384,74",,,,,,,,,,"11.910,01",,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,,BA,,,"1.363,17",,,,,,,-,,,,,,,"1.363,17",,,,,,,,,,"4.296,71",,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,,BA,,,"1.874,36",,,,,,,-,,,,,,,"1.874,36",,,,,,,,,,"5.907,98",,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,,BA,,,"1.249,57",,,,,,,-,,,,,,,"1.249,57",,,,,,,,,,"3.938,65",,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,,BA,,,"1.931,16",,,,,,,-,,,,,,,"1.931,16",,,,,,,,,,"6.087,02",,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,,BA,,,"186.234,24",,,,,,,"134.188,24",,,,,,,"320.422,48",,,,,,,,,,"1.221.301,86",,,,,,,,,,
ESPLANADA-BA,,,,,,,,,BA,,,"284.184,86",,,,,,,"219.096,84",,,,,,,"503.281,70",,,,,,,,,,"2.040.322,28",,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,,BA,,,"1.874,36",,,,,,,-,,,,,,,"1.874,36",,,,,,,,,,"5.907,98",,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,,BA,,,"247.102,91",,,,,,,"3.532,74",,,,,,,"250.635,65",,,,,,,,,,"831.139,84",,,,,,,,,,
FATIMA-BA,,,,,,,,,BA,,,"1.363,17",,,,,,,-,,,,,,,"1.363,17",,,,,,,,,,"4.296,71",,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,,BA,,,"2.271,95",,,,,,,-,,,,,,,"2.271,95",,,,,,,,,,"7.161,20",,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,,BA,,,"1.192,77",,,,,,,-,,,,,,,"1.192,77",,,,,,,,,,"3.759,62",,,,,,,,,,
GANDU-BA,,,,,,,,,BA,,,"1.590,37",,,,,,,-,,,,,,,"1.590,37",,,,,,,,,,"5.012,84",,,,,,,,,,
GAVIAO-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
GLORIA-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
GONGOGI-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,,BA,,,"1.419,97",,,,,,,-,,,,,,,"1.419,97",,,,,,,,,,"4.475,74",,,,,,,,,,
GUARATINGA-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,,BA,,,"1.249,57",,,,,,,-,,,,,,,"1.249,57",,,,,,,,,,"3.938,65",,,,,,,,,,
IACU-BA,,,,,,,,,BA,,,"1.533,57",,,,,,,-,,,,,,,"1.533,57",,,,,,,,,,"4.833,81",,,,,,,,,,
IBICARAI-BA,,,,,,,,,BA,,,"1.533,57",,,,,,,-,,,,,,,"1.533,57",,,,,,,,,,"4.833,81",,,,,,,,,,
IBICUI-BA,,,,,,,,,BA,,,"1.306,37",,,,,,,-,,,,,,,"1.306,37",,,,,,,,,,"4.117,68",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IBIQUERA-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,,BA,,,"1.476,77",,,,,,,-,,,,,,,"1.476,77",,,,,,,,,,"4.654,78",,,,,,,,,,
IBIRAPUA-BA,,,,,,,,,BA,,,"1.135,97",,,,,,,-,,,,,,,"1.135,97",,,,,,,,,,"3.580,59",,,,,,,,,,
