UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"1.203,00",,,,,,,,-,,,,,,"1.203,00",,,,,,"2.433,31",,,,,,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"984,27",,,,,,,,-,,,,,,"984,27",,,,,,"1.990,88",,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"1.998.286,77",,,,,,,,"413.191,18",,,,,,"2.411.477,95",,,,,,"5.151.200,34",,,,,,,,,,,,
ANAMA-AM,,,,,,,,AM,,,-,,,,,,,,"1.630,67",,,,,,"1.630,67",,,,,,"3.564,09",,,,,,,,,,,,
ANORI-AM,,,,,,,,AM,,,-,,,,,,,,"1.630,67",,,,,,"1.630,67",,,,,,"3.564,09",,,,,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,,,"1.630,67",,,,,,"1.630,67",,,,,,"3.564,09",,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,,-,,,,,,,,"3.980,27",,,,,,"3.980,27",,,,,,"9.472,29",,,,,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,,-,,,,,,,,"1.630,67",,,,,,"1.630,67",,,,,,"3.564,09",,,,,,,,,,,,
COARI-AM,,,,,,,,AM,,,"1.437.839,29",,,,,,,,"1.349.644,17",,,,,,"2.787.483,46",,,,,,"5.774.046,62",,,,,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,,-,,,,,,,,"1.630,67",,,,,,"1.630,67",,,,,,"3.564,09",,,,,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,,,"3.980,27",,,,,,"3.980,27",,,,,,"9.472,29",,,,,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,,,"1.630,67",,,,,,"1.630,67",,,,,,"3.564,09",,,,,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,,,"1.630,67",,,,,,"1.630,67",,,,,,"3.564,09",,,,,,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"633.001,96",,,,,,,,"47.047,02",,,,,,"680.048,98",,,,,,"1.469.637,96",,,,,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"2.070.841,25",,,,,,,,"1.443.924,25",,,,,,"3.514.765,50",,,,,,"7.353.879,76",,,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,,"3.979,69",,,,,,"3.979,69",,,,,,"9.471,71",,,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,,"11.939,07",,,,,,"11.939,07",,,,,,"28.415,13",,,,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"198.337,15",,,,,,,,"109.076,93",,,,,,"307.414,08",,,,,,"667.051,06",,,,,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.046,00",,,,,,,,-,,,,,,"1.046,00",,,,,,"2.396,35",,,,,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"1.213,36",,,,,,,,-,,,,,,"1.213,36",,,,,,"2.779,76",,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.004,16",,,,,,,,-,,,,,,"1.004,16",,,,,,"2.300,49",,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
APORA-BA,,,,,,,,BA,,,"1.004,16",,,,,,,,-,,,,,,"1.004,16",,,,,,"2.300,49",,,,,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
ARACAS-BA,,,,,,,,BA,,,"177.191,67",,,,,,,,"88.947,90",,,,,,"266.139,57",,,,,,"575.462,50",,,,,,,,,,,,
ARACI-BA,,,,,,,,BA,,,"1.338,89",,,,,,,,-,,,,,,"1.338,89",,,,,,"3.067,33",,,,,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,,"1.876,29",,,,,,,,"436,58",,,,,,"2.312,87",,,,,,"5.878,97",,,,,,,,,,,,
ARATACA-BA,,,,,,,,BA,,,"878,64",,,,,,,,-,,,,,,"878,64",,,,,,"2.012,92",,,,,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
BANZAE-BA,,,,,,,,BA,,,"878,64",,,,,,,,-,,,,,,"878,64",,,,,,"2.012,92",,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,,"1.213,36",,,,,,,,-,,,,,,"1.213,36",,,,,,"2.779,76",,,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,,"1.004,16",,,,,,,,-,,,,,,"1.004,16",,,,,,"2.300,49",,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,,"1.004,16",,,,,,,,-,,,,,,"1.004,16",,,,,,"2.300,49",,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,,"878,64",,,,,,,,-,,,,,,"878,64",,,,,,"2.012,92",,,,,,,,,,,,
BREJOES-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,,"1.046,00",,,,,,,,-,,,,,,"1.046,00",,,,,,"2.396,35",,,,,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,,"878,64",,,,,,,,-,,,,,,"878,64",,,,,,"2.012,92",,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,,"1.004,16",,,,,,,,-,,,,,,"1.004,16",,,,,,"2.300,49",,,,,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,,"1.213,36",,,,,,,,-,,,,,,"1.213,36",,,,,,"2.779,76",,,,,,,,,,,,
CAEM-BA,,,,,,,,BA,,,"878,64",,,,,,,,-,,,,,,"878,64",,,,,,"2.012,92",,,,,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
CAIRU-BA,,,,,,,,BA,,,"39.493,85",,,,,,,,"334.862,07",,,,,,"374.355,92",,,,,,"844.009,69",,,,,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,,"1.171,52",,,,,,,,-,,,,,,"1.171,52",,,,,,"2.683,91",,,,,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,,"2.652,00",,,,,,,,"436,86",,,,,,"3.088,86",,,,,,"6.527,57",,,,,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,,"1.213,36",,,,,,,,-,,,,,,"1.213,36",,,,,,"2.779,76",,,,,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,,"1.213,36",,,,,,,,-,,,,,,"1.213,36",,,,,,"2.779,76",,,,,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,,"163.484,66",,,,,,,,"158.367,71",,,,,,"321.852,37",,,,,,"708.371,04",,,,,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,,"1.213,36",,,,,,,,-,,,,,,"1.213,36",,,,,,"2.779,76",,,,,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,,"1.102,13",,,,,,,,-,,,,,,"1.102,13",,,,,,"2.506,49",,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,,"88.012,98",,,,,,,,"29.132,64",,,,,,"117.145,62",,,,,,"244.450,40",,,,,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
CATU-BA,,,,,,,,BA,,,"135.666,77",,,,,,,,"77.971,05",,,,,,"213.637,82",,,,,,"454.336,04",,,,,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,,"1.171,52",,,,,,,,-,,,,,,"1.171,52",,,,,,"2.683,91",,,,,,,,,,,,
CIPO-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
COARACI-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,,"1.046,00",,,,,,,,-,,,,,,"1.046,00",,,,,,"2.396,35",,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,,"1.004,16",,,,,,,,-,,,,,,"1.004,16",,,,,,"2.300,49",,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,,"1.380,73",,,,,,,,-,,,,,,"1.380,73",,,,,,"3.163,18",,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
CONDE-BA,,,,,,,,BA,,,"2.176,18",,,,,,,,"701,98",,,,,,"2.878,16",,,,,,"6.272,82",,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,,"1.046,00",,,,,,,,-,,,,,,"1.046,00",,,,,,"2.396,35",,,,,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,,"1.046,00",,,,,,,,-,,,,,,"1.046,00",,,,,,"2.396,35",,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,,"1.338,89",,,,,,,,-,,,,,,"1.338,89",,,,,,"3.067,33",,,,,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,,"1.338,89",,,,,,,,-,,,,,,"1.338,89",,,,,,"3.067,33",,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,,"156.735,60",,,,,,,,"109.573,46",,,,,,"266.309,06",,,,,,"558.393,52",,,,,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,,"788.304,85",,,,,,,,"296.442,12",,,,,,"1.084.746,97",,,,,,"2.375.117,28",,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,,"1.380,73",,,,,,,,-,,,,,,"1.380,73",,,,,,"3.163,18",,,,,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,,"1.506,25",,,,,,,,-,,,,,,"1.506,25",,,,,,"3.450,75",,,,,,,,,,,,
FATIMA-BA,,,,,,,,BA,,,"1.046,00",,,,,,,,-,,,,,,"1.046,00",,,,,,"2.396,35",,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,,"1.673,61",,,,,,,,-,,,,,,"1.673,61",,,,,,"3.834,16",,,,,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,,"878,64",,,,,,,,-,,,,,,"878,64",,,,,,"2.012,92",,,,,,,,,,,,
GANDU-BA,,,,,,,,BA,,,"1.171,52",,,,,,,,-,,,,,,"1.171,52",,,,,,"2.683,91",,,,,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
GLORIA-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,,"1.046,00",,,,,,,,-,,,,,,"1.046,00",,,,,,"2.396,35",,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
IACU-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
IBICUI-BA,,,,,,,,BA,,,"962,32",,,,,,,,-,,,,,,"962,32",,,,,,"2.204,63",,,,,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,,"1.087,84",,,,,,,,-,,,,,,"1.087,84",,,,,,"2.492,20",,,,,,,,,,,,
ICHU-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,,"920,48",,,,,,,,-,,,,,,"920,48",,,,,,"2.108,78",,,,,,,,,,,,
IGUAI-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
ILHEUS-BA,,,,,,,,BA,,,"1.673,61",,,,,,,,-,,,,,,"1.673,61",,,,,,"3.834,16",,,,,,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,,"1.957,20",,,,,,,,"379,36",,,,,,"2.336,56",,,,,,"6.311,12",,,,,,,,,,,,
IPECAETA-BA,,,,,,,,BA,,,"1.004,16",,,,,,,,-,,,,,,"1.004,16",,,,,,"2.300,49",,,,,,,,,,,,
IPIAU-BA,,,,,,,,BA,,,"1.297,04",,,,,,,,-,,,,,,"1.297,04",,,,,,"2.971,47",,,,,,,,,,,,
IPIRA-BA,,,,,,,,BA,,,"1.380,73",,,,,,,,-,,,,,,"1.380,73",,,,,,"3.163,18",,,,,,,,,,,,
IRAJUBA-BA,,,,,,,,BA,,,"836,80",,,,,,,,-,,,,,,"836,80",,,,,,"1.917,07",,,,,,,,,,,,
IRARA-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
ITABELA-BA,,,,,,,,BA,,,"1.129,68",,,,,,,,-,,,,,,"1.129,68",,,,,,"2.588,05",,,,,,,,,,,,
