UNIAO DOS PALMARES-AL,,,,,,,,AL,,,"1.148,98",,,,,,,-,,,,,,,,"1.148,98",,,,,,,"4.488,24",,,,,,,,,
VICOSA-AL,,,,,,,,AL,,,"940,07",,,,,,,-,,,,,,,,"940,07",,,,,,,"3.672,18",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,"5.866.663,45",,,,,,,"567.194,92",,,,,,,,"6.433.858,37",,,,,,,"25.659.382,27",,,,,,,,,
ANAMA-AM,,,,,,,,AM,,,"61.714,01",,,,,,,"2.953,54",,,,,,,,"64.667,55",,,,,,,"212.052,52",,,,,,,,,
ANORI-AM,,,,,,,,AM,,,"61.714,01",,,,,,,"3.167,79",,,,,,,,"64.881,80",,,,,,,"212.725,47",,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
BERURI-AM,,,,,,,,AM,,,-,,,,,,,"2.728,68",,,,,,,,"2.728,68",,,,,,,"11.739,75",,,,,,,,,
CAAPIRANGA-AM,,,,,,,,AM,,,"61.714,01",,,,,,,"198,73",,,,,,,,"61.912,74",,,,,,,"259.809,27",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,,-,,,,,,,"2.728,68",,,,,,,,"2.728,68",,,,,,,"11.739,75",,,,,,,,,
COARI-AM,,,,,,,,AM,,,"3.405.842,63",,,,,,,"3.217.876,91",,,,,,,,"6.623.719,54",,,,,,,"26.733.758,00",,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,,"61.714,01",,,,,,,"2.845,89",,,,,,,,"64.559,90",,,,,,,"272.073,80",,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
ITAPIRANGA-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
MANACAPURU-AM,,,,,,,,AM,,,-,,,,,,,"2.728,68",,,,,,,,"2.728,68",,,,,,,"11.739,75",,,,,,,,,
MANAQUIRI-AM,,,,,,,,AM,,,-,,,,,,,"2.728,68",,,,,,,,"2.728,68",,,,,,,"11.739,75",,,,,,,,,
MANAUS-AM,,,,,,,,AM,,,"401.730,89",,,,,,,"279.536,21",,,,,,,,"681.267,10",,,,,,,"2.779.706,57",,,,,,,,,
PARINTINS-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
SILVES-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
TEFE-AM,,,,,,,,AM,,,"8.670,09",,,,,,,"3.121,23",,,,,,,,"11.791,32",,,,,,,"85.068,74",,,,,,,,,
URUCARA-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
URUCURITUBA-AM,,,,,,,,AM,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,"4.063.099,65",,,,,,,"3.603.387,03",,,,,,,,"7.666.486,68",,,,,,,"30.954.584,82",,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,AP,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
MACAPA-AP,,,,,,,,AP,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
MAZAGAO-AP,,,,,,,,AP,,,-,,,,,,,"9.196,89",,,,,,,,"9.196,89",,,,,,,"39.159,05",,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,-,,,,,,,"27.590,67",,,,,,,,"27.590,67",,,,,,,"117.477,15",,,,,,,,,
ACAJUTIBA-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
ADUSTINA-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
AGUA FRIA-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
AIQUARA-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
ALAGOINHAS-BA,,,,,,,,BA,,,"430.467,97",,,,,,,"290.401,67",,,,,,,,"720.869,64",,,,,,,"2.985.495,42",,,,,,,,,
ALCOBACA-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
ALMADINA-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
AMARGOSA-BA,,,,,,,,BA,,,"2.020,25",,,,,,,-,,,,,,,,"2.020,25",,,,,,,"7.869,26",,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,BA,,,"1.880,92",,,,,,,-,,,,,,,,"1.880,92",,,,,,,"7.326,55",,,,,,,,,
ANAGE-BA,,,,,,,,BA,,,"1.880,92",,,,,,,-,,,,,,,,"1.880,92",,,,,,,"7.326,55",,,,,,,,,
ANGUERA-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
ANTAS-BA,,,,,,,,BA,,,"1.671,93",,,,,,,-,,,,,,,,"1.671,93",,,,,,,"6.512,48",,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
APORA-BA,,,,,,,,BA,,,"1.671,93",,,,,,,-,,,,,,,,"1.671,93",,,,,,,"6.512,48",,,,,,,,,
APUAREMA-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
ARACAS-BA,,,,,,,,BA,,,"493.738,46",,,,,,,"294.166,63",,,,,,,,"787.905,09",,,,,,,"3.253.700,84",,,,,,,,,
ARACI-BA,,,,,,,,BA,,,"2.229,24",,,,,,,-,,,,,,,,"2.229,24",,,,,,,"8.683,32",,,,,,,,,
ARAMARI-BA,,,,,,,,BA,,,"3.116,08",,,,,,,"694,31",,,,,,,,"3.810,39",,,,,,,"14.621,59",,,,,,,,,
ARATACA-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
ARATUIPE-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
AURELINO LEAL-BA,,,,,,,,BA,,,"1.532,60",,,,,,,-,,,,,,,,"1.532,60",,,,,,,"5.969,77",,,,,,,,,
BAIXA GRANDE-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
BANZAE-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
BARRA DO CHOCA-BA,,,,,,,,BA,,,"2.020,25",,,,,,,-,,,,,,,,"2.020,25",,,,,,,"7.869,26",,,,,,,,,
BARRA DO ROCHA-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
BARRO PRETO-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
BARROCAS-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
BELMONTE-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
BELO CAMPO-BA,,,,,,,,BA,,,"1.671,93",,,,,,,-,,,,,,,,"1.671,93",,,,,,,"6.512,48",,,,,,,,,
BIRITINGA-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
BOA NOVA-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,,,,BA,,,"1.671,93",,,,,,,-,,,,,,,,"1.671,93",,,,,,,"6.512,48",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
BREJOES-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
BUERAREMA-BA,,,,,,,,BA,,,"1.741,59",,,,,,,-,,,,,,,,"1.741,59",,,,,,,"6.783,83",,,,,,,,,
CAATIBA-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,,,,BA,,,"1.671,93",,,,,,,-,,,,,,,,"1.671,93",,,,,,,"6.512,48",,,,,,,,,
CACHOEIRA-BA,,,,,,,,BA,,,"2.020,25",,,,,,,-,,,,,,,,"2.020,25",,,,,,,"7.869,26",,,,,,,,,
CAEM-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
CAETANOS-BA,,,,,,,,BA,,,"1.532,60",,,,,,,-,,,,,,,,"1.532,60",,,,,,,"5.969,77",,,,,,,,,
CAIRU-BA,,,,,,,,BA,,,"48.131,30",,,,,,,"529.623,26",,,,,,,,"577.754,56",,,,,,,"2.232.078,96",,,,,,,,,
CAMACAN-BA,,,,,,,,BA,,,"1.950,58",,,,,,,-,,,,,,,,"1.950,58",,,,,,,"7.597,91",,,,,,,,,
CAMACARI-BA,,,,,,,,BA,,,"404.538,53",,,,,,,"315.279,52",,,,,,,,"719.818,05",,,,,,,"2.838.502,56",,,,,,,,,
CAMAMU-BA,,,,,,,,BA,,,"2.020,25",,,,,,,-,,,,,,,,"2.020,25",,,,,,,"7.869,26",,,,,,,,,
CANAVIEIRAS-BA,,,,,,,,BA,,,"2.020,25",,,,,,,-,,,,,,,,"2.020,25",,,,,,,"7.869,26",,,,,,,,,
CANDEAL-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
CANDEIAS-BA,,,,,,,,BA,,,"622.142,64",,,,,,,"568.905,47",,,,,,,,"1.191.048,11",,,,,,,"4.777.203,17",,,,,,,,,
CANDIDO SALES-BA,,,,,,,,BA,,,"1.880,92",,,,,,,-,,,,,,,,"1.880,92",,,,,,,"7.326,55",,,,,,,,,
CANSANCAO-BA,,,,,,,,BA,,,"2.020,25",,,,,,,-,,,,,,,,"2.020,25",,,,,,,"7.869,26",,,,,,,,,
CANUDOS-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
CAPIM GROSSO-BA,,,,,,,,BA,,,"1.880,92",,,,,,,-,,,,,,,,"1.880,92",,,,,,,"7.326,55",,,,,,,,,
CARAVELAS-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
CARDEAL DA SILVA-BA,,,,,,,,BA,,,"129.175,62",,,,,,,"43.006,30",,,,,,,,"172.181,92",,,,,,,"679.111,65",,,,,,,,,
CASTRO ALVES-BA,,,,,,,,BA,,,"1.880,92",,,,,,,-,,,,,,,,"1.880,92",,,,,,,"7.326,55",,,,,,,,,
CATU-BA,,,,,,,,BA,,,"328.019,23",,,,,,,"165.639,78",,,,,,,,"493.659,01",,,,,,,"2.059.670,08",,,,,,,,,
CICERO DANTAS-BA,,,,,,,,BA,,,"2.020,25",,,,,,,-,,,,,,,,"2.020,25",,,,,,,"7.869,26",,,,,,,,,
CIPO-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
COARACI-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,,,,BA,,,"1.671,93",,,,,,,-,,,,,,,,"1.671,93",,,,,,,"6.512,48",,,,,,,,,
CONCEICAO DO COITE-BA,,,,,,,,BA,,,"2.298,90",,,,,,,-,,,,,,,,"2.298,90",,,,,,,"8.954,67",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,,,,BA,,,"1.950,58",,,,,,,-,,,,,,,,"1.950,58",,,,,,,"7.597,91",,,,,,,,,
CONDE-BA,,,,,,,,BA,,,"3.506,37",,,,,,,"1.093,35",,,,,,,,"4.599,72",,,,,,,"25.037,01",,,,,,,,,
CORACAO DE MARIA-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
CORONEL JOAO SA-BA,,,,,,,,BA,,,"1.671,93",,,,,,,-,,,,,,,,"1.671,93",,,,,,,"6.512,48",,,,,,,,,
CRAVOLANDIA-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
CRISOPOLIS-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,,,,BA,,,"2.298,90",,,,,,,-,,,,,,,,"2.298,90",,,,,,,"8.954,67",,,,,,,,,
DARIO MEIRA-BA,,,,,,,,BA,,,"1.532,60",,,,,,,-,,,,,,,,"1.532,60",,,,,,,"5.969,77",,,,,,,,,
DIAS D'AVILA-BA,,,,,,,,BA,,,"2.368,56",,,,,,,-,,,,,,,,"2.368,56",,,,,,,"9.226,02",,,,,,,,,
DOM MACEDO COSTA-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
ELISIO MEDRADO-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
ENCRUZILHADA-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
ENTRE RIOS-BA,,,,,,,,BA,,,"377.324,05",,,,,,,"265.863,34",,,,,,,,"643.187,39",,,,,,,"2.772.992,17",,,,,,,,,
ESPLANADA-BA,,,,,,,,BA,,,"697.579,91",,,,,,,"552.722,97",,,,,,,,"1.250.302,88",,,,,,,"5.148.402,43",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,,,,BA,,,"2.298,90",,,,,,,-,,,,,,,,"2.298,90",,,,,,,"8.954,67",,,,,,,,,
EUNAPOLIS-BA,,,,,,,,BA,,,"404.308,45",,,,,,,"9.696,51",,,,,,,,"414.004,96",,,,,,,"1.552.975,60",,,,,,,,,
FATIMA-BA,,,,,,,,BA,,,"1.671,93",,,,,,,-,,,,,,,,"1.671,93",,,,,,,"6.512,48",,,,,,,,,
FEIRA DE SANTANA-BA,,,,,,,,BA,,,"2.786,55",,,,,,,-,,,,,,,,"2.786,55",,,,,,,"10.854,16",,,,,,,,,
FIRMINO ALVES-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
FLORESTA AZUL-BA,,,,,,,,BA,,,"1.462,94",,,,,,,-,,,,,,,,"1.462,94",,,,,,,"5.698,42",,,,,,,,,
GANDU-BA,,,,,,,,BA,,,"1.950,58",,,,,,,-,,,,,,,,"1.950,58",,,,,,,"7.597,91",,,,,,,,,
GAVIAO-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
GLORIA-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
GONGOGI-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,,,,BA,,,"1.741,59",,,,,,,-,,,,,,,,"1.741,59",,,,,,,"6.783,83",,,,,,,,,
GUARATINGA-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
HELIOPOLIS-BA,,,,,,,,BA,,,"1.532,60",,,,,,,-,,,,,,,,"1.532,60",,,,,,,"5.969,77",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IACU-BA,,,,,,,,BA,,,"1.880,92",,,,,,,-,,,,,,,,"1.880,92",,,,,,,"7.326,55",,,,,,,,,
IBICARAI-BA,,,,,,,,BA,,,"1.880,92",,,,,,,-,,,,,,,,"1.880,92",,,,,,,"7.326,55",,,,,,,,,
IBICUI-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
IBIQUERA-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
IBIRAPITANGA-BA,,,,,,,,BA,,,"1.811,25",,,,,,,-,,,,,,,,"1.811,25",,,,,,,"7.055,19",,,,,,,,,
IBIRAPUA-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
IBIRATAIA-BA,,,,,,,,BA,,,"1.741,59",,,,,,,-,,,,,,,,"1.741,59",,,,,,,"6.783,83",,,,,,,,,
ICHU-BA,,,,,,,,BA,,,"1.393,27",,,,,,,-,,,,,,,,"1.393,27",,,,,,,"5.427,06",,,,,,,,,
IGRAPIUNA-BA,,,,,,,,BA,,,"1.532,60",,,,,,,-,,,,,,,,"1.532,60",,,,,,,"5.969,77",,,,,,,,,
IGUAI-BA,,,,,,,,BA,,,"1.880,92",,,,,,,-,,,,,,,,"1.880,92",,,,,,,"7.326,55",,,,,,,,,
ILHEUS-BA,,,,,,,,BA,,,"2.786,55",,,,,,,-,,,,,,,,"2.786,55",,,,,,,"10.854,16",,,,,,,,,
INHAMBUPE-BA,,,,,,,,BA,,,"2.862,50",,,,,,,"394,02",,,,,,,,"3.256,52",,,,,,,"14.702,51",,,,,,,,,
IPECAETA-BA,,,,,,,,BA,,,"1.602,26",,,,,,,-,,,,,,,,"1.602,26",,,,,,,"6.241,13",,,,,,,,,
IPIAU-BA,,,,,,,,BA,,,"2.159,57",,,,,,,-,,,,,,,,"2.159,57",,,,,,,"8.411,96",,,,,,,,,
IPIRA-BA,,,,,,,,BA,,,"2.298,90",,,,,,,-,,,,,,,,"2.298,90",,,,,,,"8.954,67",,,,,,,,,
