ANADIA-AL,,,,,,,,,AL,,,"666,70",,,,,-,,,,,,,"666,70",,,,,,"5.753,21",,,,,,,,,,
ATALAIA-AL,,,,,,,,,AL,,,"861,16",,,,,-,,,,,,,"861,16",,,,,,"7.431,24",,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,,AL,,,"638,92",,,,,-,,,,,,,"638,92",,,,,,"5.513,48",,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
BOCA DA MATA-AL,,,,,,,,,AL,,,"750,04",,,,,-,,,,,,,"750,04",,,,,,"6.472,37",,,,,,,,,,
BRANQUINHA-AL,,,,,,,,,AL,,,"583,36",,,,,-,,,,,,,"583,36",,,,,,"5.034,07",,,,,,,,,,
CAJUEIRO-AL,,,,,,,,,AL,,,"722,26",,,,,-,,,,,,,"722,26",,,,,,"6.232,64",,,,,,,,,,
CAMPESTRE-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,,AL,,,"888,94",,,,,-,,,,,,,"888,94",,,,,,"7.670,97",,,,,,,,,,
CAPELA-AL,,,,,,,,,AL,,,"666,70",,,,,-,,,,,,,"666,70",,,,,,"5.753,21",,,,,,,,,,
CHA PRETA-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,,AL,,,"722,26",,,,,-,,,,,,,"722,26",,,,,,"6.232,64",,,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,,AL,,,"65.985,42",,,,,"319,55",,,,,,,"66.304,97",,,,,,"690.501,72",,,,,,,,,,
CORURIPE-AL,,,,,,,,,AL,,,"1.839.892,46",,,,,"64.089,57",,,,,,,"1.903.982,03",,,,,,"13.198.810,99",,,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,,AL,,,"20.097,36",,,,,"28.086,06",,,,,,,"48.183,42",,,,,,"415.792,00",,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,,AL,,,"611,14",,,,,-,,,,,,,"611,14",,,,,,"5.273,78",,,,,,,,,,
IBATEGUARA-AL,,,,,,,,,AL,,,"638,92",,,,,-,,,,,,,"638,92",,,,,,"5.513,48",,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,,AL,,,"722,26",,,,,-,,,,,,,"722,26",,,,,,"6.232,64",,,,,,,,,,
JACUIPE-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,,"2.185,15",,,,,"661,08",,,,,,,"2.846,23",,,,,,"29.697,12",,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,,"722,26",,,,,-,,,,,,,"722,26",,,,,,"6.232,64",,,,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,,"722,26",,,,,-,,,,,,,"722,26",,,,,,"6.232,64",,,,,,,,,,
MACEIO-AL,,,,,,,,,AL,,,"81.384,80",,,,,"20.526,99",,,,,,,"101.911,79",,,,,,"1.006.454,21",,,,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,,"777,82",,,,,-,,,,,,,"777,82",,,,,,"6.712,08",,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,,"61.624,20",,,,,"46.647,52",,,,,,,"108.271,72",,,,,,"595.878,00",,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,,"722,26",,,,,-,,,,,,,"722,26",,,,,,"6.232,64",,,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,,"638,92",,,,,-,,,,,,,"638,92",,,,,,"5.513,48",,,,,,,,,,
MURICI-AL,,,,,,,,,AL,,,"750,04",,,,,-,,,,,,,"750,04",,,,,,"22.661,32",,,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,,"611,14",,,,,-,,,,,,,"611,14",,,,,,"5.273,78",,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,,"583,36",,,,,"6.900,48",,,,,,,"7.483,84",,,,,,"61.088,65",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,,"638,92",,,,,-,,,,,,,"638,92",,,,,,"5.513,48",,,,,,,,,,
PENEDO-AL,,,,,,,,,AL,,,"554.171,31",,,,,"68,70",,,,,,,"554.240,01",,,,,,"1.614.116,61",,,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,,"666,70",,,,,-,,,,,,,"666,70",,,,,,"5.753,21",,,,,,,,,,
PILAR-AL,,,,,,,,,AL,,,"215.180,40",,,,,"117.842,53",,,,,,,"333.022,93",,,,,,"2.359.085,21",,,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,,"750,04",,,,,-,,,,,,,"750,04",,,,,,"6.472,37",,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,,"694,48",,,,,-,,,,,,,"694,48",,,,,,"5.992,92",,,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,,"558.807,30",,,,,"6.606,83",,,,,,,"565.414,13",,,,,,"1.903.833,68",,,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,,"554.921,41",,,,,"1.007,03",,,,,,,"555.928,44",,,,,,"11.038.389,04",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"488.106,36",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,,"583,36",,,,,-,,,,,,,"583,36",,,,,,"5.034,07",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,,"722,26",,,,,-,,,,,,,"722,26",,,,,,"6.232,64",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,,"805,60",,,,,-,,,,,,,"805,60",,,,,,"6.951,81",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,,AL,,,"238.425,94",,,,,"136.915,54",,,,,,,"375.341,48",,,,,,"3.297.405,97",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,,AL,,,"555,58",,,,,-,,,,,,,"555,58",,,,,,"4.794,33",,,,,,,,,,
SATUBA-AL,,,,,,,,,AL,,,"17.592,55",,,,,"11.347,19",,,,,,,"28.939,74",,,,,,"277.864,47",,,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,,AL,,,"861,16",,,,,-,,,,,,,"861,16",,,,,,"7.431,24",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,,AL,,,"916,72",,,,,-,,,,,,,"916,72",,,,,,"7.910,68",,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
VICOSA-AL,,,,,,,,,AL,,,"750,04",,,,,-,,,,,,,"750,04",,,,,,"6.472,37",,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,,,"4.237.214,10",,,,,"441.019,07",,,,,,,"4.678.233,17",,,,,,"37.215.910,10",,,,,,,,,,
ANAMA-AM,,,,,,,,,AM,,,-,,,,,"2.666,33",,,,,,,"2.666,33",,,,,,"26.712,27",,,,,,,,,,
ANORI-AM,,,,,,,,,AM,,,-,,,,,"2.666,33",,,,,,,"2.666,33",,,,,,"26.712,27",,,,,,,,,,
AUTAZES-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
BERURI-AM,,,,,,,,,AM,,,-,,,,,"2.666,33",,,,,,,"2.666,33",,,,,,"26.712,27",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
CAREIRO-AM,,,,,,,,,AM,,,-,,,,,"2.666,33",,,,,,,"2.666,33",,,,,,"26.712,27",,,,,,,,,,
COARI-AM,,,,,,,,,AM,,,"2.892.028,51",,,,,"2.689.112,34",,,,,,,"5.581.140,85",,,,,,"46.838.611,57",,,,,,,,,,
CODAJAS-AM,,,,,,,,,AM,,,"64.997,40",,,,,"2.791,84",,,,,,,"67.789,24",,,,,,"91.835,18",,,,,,,,,,
IRANDUBA-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
ITACOATIARA-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
ITAPIRANGA-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
MANACAPURU-AM,,,,,,,,,AM,,,-,,,,,"2.666,33",,,,,,,"2.666,33",,,,,,"26.712,27",,,,,,,,,,
MANAQUIRI-AM,,,,,,,,,AM,,,-,,,,,"2.666,33",,,,,,,"2.666,33",,,,,,"26.712,27",,,,,,,,,,
MANAUS-AM,,,,,,,,,AM,,,"553.254,59",,,,,"212.417,80",,,,,,,"765.672,39",,,,,,"12.365.927,01",,,,,,,,,,
PARINTINS-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
SILVES-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
TEFE-AM,,,,,,,,,AM,,,-,,,,,-,,,,,,,-,,,,,,"808.324,48",,,,,,,,,,
URUCARA-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
URUCURITUBA-AM,,,,,,,,,AM,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,,,,"3.510.280,50",,,,,"2.982.982,91",,,,,,,"6.493.263,41",,,,,,"60.905.202,34",,,,,,,,,,
LARANJAL DO JARI-AP,,,,,,,,,AP,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
MACAPA-AP,,,,,,,,,AP,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
MAZAGAO-AP,,,,,,,,,AP,,,-,,,,,"6.962,55",,,,,,,"6.962,55",,,,,,"71.136,72",,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,,,,-,,,,,"20.887,65",,,,,,,"20.887,65",,,,,,"213.410,16",,,,,,,,,,
ACAJUTIBA-BA,,,,,,,,,BA,,,"1.494,95",,,,,-,,,,,,,"1.494,95",,,,,,"10.351,89",,,,,,,,,,
ADUSTINA-BA,,,,,,,,,BA,,,"1.494,95",,,,,-,,,,,,,"1.494,95",,,,,,"10.351,89",,,,,,,,,,
AGUA FRIA-BA,,,,,,,,,BA,,,"1.494,95",,,,,-,,,,,,,"1.494,95",,,,,,"10.351,89",,,,,,,,,,
AIQUARA-BA,,,,,,,,,BA,,,"1.299,95",,,,,-,,,,,,,"1.299,95",,,,,,"9.001,64",,,,,,,,,,
ALAGOINHAS-BA,,,,,,,,,BA,,,"407.742,40",,,,,"270.118,59",,,,,,,"677.860,99",,,,,,"5.448.914,22",,,,,,,,,,
ALCOBACA-BA,,,,,,,,,BA,,,"1.689,94",,,,,-,,,,,,,"1.689,94",,,,,,"11.702,14",,,,,,,,,,
ALMADINA-BA,,,,,,,,,BA,,,"1.299,95",,,,,-,,,,,,,"1.299,95",,,,,,"9.001,64",,,,,,,,,,
AMARGOSA-BA,,,,,,,,,BA,,,"1.884,93",,,,,-,,,,,,,"1.884,93",,,,,,"13.052,39",,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,,,,,BA,,,"1.754,94",,,,,-,,,,,,,"1.754,94",,,,,,"12.152,23",,,,,,,,,,
ANAGE-BA,,,,,,,,,BA,,,"1.754,94",,,,,-,,,,,,,"1.754,94",,,,,,"12.152,23",,,,,,,,,,
ANGUERA-BA,,,,,,,,,BA,,,"1.364,95",,,,,-,,,,,,,"1.364,95",,,,,,"9.451,71",,,,,,,,,,
ANTAS-BA,,,,,,,,,BA,,,"1.559,94",,,,,-,,,,,,,"1.559,94",,,,,,"10.801,96",,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,,,,,BA,,,"1.364,95",,,,,-,,,,,,,"1.364,95",,,,,,"9.451,71",,,,,,,,,,
APORA-BA,,,,,,,,,BA,,,"1.559,94",,,,,-,,,,,,,"1.559,94",,,,,,"10.801,96",,,,,,,,,,
APUAREMA-BA,,,,,,,,,BA,,,"1.299,95",,,,,-,,,,,,,"1.299,95",,,,,,"9.001,64",,,,,,,,,,
ARACAS-BA,,,,,,,,,BA,,,"385.932,44",,,,,"220.927,22",,,,,,,"606.859,66",,,,,,"5.072.045,29",,,,,,,,,,
ARACI-BA,,,,,,,,,BA,,,"2.079,93",,,,,-,,,,,,,"2.079,93",,,,,,"14.402,63",,,,,,,,,,
ARAMARI-BA,,,,,,,,,BA,,,"1.364,95",,,,,-,,,,,,,"1.364,95",,,,,,"9.531,00",,,,,,,,,,
