CAMACARI-BA,,,,,BA,,,,"4.806,77",,,,,,,,"2,7",,,,,,"4.809,47",,,,,"9.931,65",,,,,,,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,"65.749,57",,,,,,,,"26.447,24",,,,,,"92.196,81",,,,,"185.857,18",,,,,,,,,,,,,,
CARAVELAS-BA,,,,,BA,,,,"5.235,54",,,,,,,,"333,28",,,,,,"5.568,82",,,,,"11.296,52",,,,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,"13.595,22",,,,,,,,"5.654,83",,,,,,"19.250,05",,,,,"39.499,67",,,,,,,,,,,,,,
CATU-BA,,,,,BA,,,,"18.424,59",,,,,,,,"8.376,56",,,,,,"26.801,15",,,,,"58.753,52",,,,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,"7,10",,,,,,,,"1,35",,,,,,"8,45",,,,,"63,12",,,,,,,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,"36.705,72",,,,,,,,"20.546,75",,,,,,"57.252,47",,,,,"115.886,06",,,,,,,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,"42.606,55",,,,,,,,"24.352,68",,,,,,"66.959,23",,,,,"138.598,70",,,,,,,,,,,,,,
ITANAGRA-BA,,,,,BA,,,,"6.459,71",,,,,,,,"1.031,77",,,,,,"7.491,48",,,,,"16.026,86",,,,,,,,,,,,,,
ITAPARICA-BA,,,,,BA,,,,"37.449,08",,,,,,,,"463,72",,,,,,"37.912,80",,,,,"74.894,54",,,,,,,,,,,,,,
MADRE DE DEUS-BA,,,,,BA,,,,"37.413,88",,,,,,,,"36.537,14",,,,,,"73.951,02",,,,,"146.566,03",,,,,,,,,,,,,,
MATA DE SAO JOAO-BA,,,,,BA,,,,"23.551,72",,,,,,,,"9.719,13",,,,,,"33.270,85",,,,,"70.643,21",,,,,,,,,,,,,,
POJUCA-BA,,,,,BA,,,,"83.304,57",,,,,,,,"74.219,96",,,,,,"157.524,53",,,,,"329.992,65",,,,,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,,BA,,,,-,,,,,,,,"463,72",,,,,,"463,72",,,,,"933,64",,,,,,,,,,,,,,
SALVADOR-BA,,,,,BA,,,,-,,,,,,,,"8.480,03",,,,,,"8.480,03",,,,,"16.841,10",,,,,,,,,,,,,,
SANTO AMARO-BA,,,,,BA,,,,-,,,,,,,,"463,72",,,,,,"463,72",,,,,"933,64",,,,,,,,,,,,,,
SAO FRANCISCO DO CONDE-BA,,,,,BA,,,,"43.261,08",,,,,,,,"44.425,41",,,,,,"87.686,49",,,,,"172.669,11",,,,,,,,,,,,,,
SAO SEBASTIAO DO PASSE-BA,,,,,BA,,,,"19.343,71",,,,,,,,"8.823,55",,,,,,"28.167,26",,,,,"58.874,65",,,,,,,,,,,,,,
SAUBARA-BA,,,,,BA,,,,-,,,,,,,,"463,72",,,,,,"463,72",,,,,"933,64",,,,,,,,,,,,,,
SIMOES FILHO-BA,,,,,BA,,,,"6.757,30",,,,,,,,"799,59",,,,,,"7.556,89",,,,,"16.652,24",,,,,,,,,,,,,,
TEODORO SAMPAIO-BA,,,,,BA,,,,"4.941,99",,,,,,,,"99,72",,,,,,"5.041,71",,,,,"10.201,14",,,,,,,,,,,,,,
ACARAPE-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
ACARAU-CE,,,,,CE,,,,"239,58",,,,,,,,-,,,,,,"239,58",,,,,"490,12",,,,,,,,,,,,,,
ALCANTARAS-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
ALTO SANTO-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
AMONTADA-CE,,,,,CE,,,,"3.259,00",,,,,,,,"7.680,97",,,,,,"10.939,97",,,,,"22.871,33",,,,,,,,,,,,,,
APUIARES-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
AQUIRAZ-CE,,,,,CE,,,,"247,31",,,,,,,,-,,,,,,"247,31",,,,,"505,93",,,,,,,,,,,,,,
ARACATI-CE,,,,,CE,,,,"12.636,96",,,,,,,,"2.911,32",,,,,,"15.548,28",,,,,"32.277,72",,,,,,,,,,,,,,
ARACOIABA-CE,,,,,CE,,,,"200,94",,,,,,,,-,,,,,,"200,94",,,,,"411,07",,,,,,,,,,,,,,
ARARENDA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
ARATUBA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
BANABUIU-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
BARREIRA-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
BARROQUINHA-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
BATURITE-CE,,,,,CE,,,,"216,4",,,,,,,,-,,,,,,"216,4",,,,,"442,69",,,,,,,,,,,,,,
BEBERIBE-CE,,,,,CE,,,,"231,85",,,,,,,,-,,,,,,"231,85",,,,,"474,31",,,,,,,,,,,,,,
BELA CRUZ-CE,,,,,CE,,,,"208,67",,,,,,,,-,,,,,,"208,67",,,,,"426,88",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOA VIAGEM-CE,,,,,CE,,,,"239,58",,,,,,,,-,,,,,,"239,58",,,,,"490,12",,,,,,,,,,,,,,
CAMOCIM-CE,,,,,CE,,,,"247,31",,,,,,,,-,,,,,,"247,31",,,,,"505,93",,,,,,,,,,,,,,
CANINDE-CE,,,,,CE,,,,"262,77",,,,,,,,-,,,,,,"262,77",,,,,"537,56",,,,,,,,,,,,,,
CAPISTRANO-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
CARIDADE-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
CARIRE-CE,,,,,CE,,,,"193,21",,,,,,,,-,,,,,,"193,21",,,,,"395,26",,,,,,,,,,,,,,
CARNAUBAL-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
CASCAVEL-CE,,,,,CE,,,,"247,31",,,,,,,,-,,,,,,"247,31",,,,,"505,93",,,,,,,,,,,,,,
CATUNDA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
CAUCAIA-CE,,,,,CE,,,,"309,14",,,,,,,,-,,,,,,"309,14",,,,,"632,42",,,,,,,,,,,,,,
CHAVAL-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
CHORO-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
CHOROZINHO-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
COREAU-CE,,,,,CE,,,,"193,21",,,,,,,,-,,,,,,"193,21",,,,,"395,26",,,,,,,,,,,,,,
CRATEUS-CE,,,,,CE,,,,"262,77",,,,,,,,-,,,,,,"262,77",,,,,"537,56",,,,,,,,,,,,,,
CROATA-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
CRUZ-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
DEPUTADO IRAPUAN PINHEIRO-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
ERERE-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
EUSEBIO-CE,,,,,CE,,,,"208,67",,,,,,,,-,,,,,,"208,67",,,,,"426,88",,,,,,,,,,,,,,
FORQUILHA-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
FORTALEZA-CE,,,,,CE,,,,"37.032,75",,,,,,,,"1.819,16",,,,,,"38.851,91",,,,,"76.857,17",,,,,,,,,,,,,,
FORTIM-CE,,,,,CE,,,,"162,3",,,,,,,,"206,5",,,,,,"368,8",,,,,"732,34",,,,,,,,,,,,,,
FRECHEIRINHA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
GENERAL SAMPAIO-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
GRACA-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
GRANJA-CE,,,,,CE,,,,"239,58",,,,,,,,-,,,,,,"239,58",,,,,"490,12",,,,,,,,,,,,,,
GROAIRAS-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
GUAIUBA-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
GUARACIABA DO NORTE-CE,,,,,CE,,,,"216,4",,,,,,,,-,,,,,,"216,4",,,,,"442,69",,,,,,,,,,,,,,
GUARAMIRANGA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
HIDROLANDIA-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
HORIZONTE-CE,,,,,CE,,,,"208,67",,,,,,,,-,,,,,,"208,67",,,,,"426,88",,,,,,,,,,,,,,
IBARETAMA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
IBIAPINA-CE,,,,,CE,,,,"200,94",,,,,,,,-,,,,,,"200,94",,,,,"411,07",,,,,,,,,,,,,,
IBICUITINGA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
ICAPUI-CE,,,,,CE,,,,"16.178,37",,,,,,,,"5.167,69",,,,,,"21.346,06",,,,,"41.233,85",,,,,,,,,,,,,,
INDEPENDENCIA-CE,,,,,CE,,,,"200,94",,,,,,,,-,,,,,,"200,94",,,,,"411,07",,,,,,,,,,,,,,
IPAPORANGA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
IPU-CE,,,,,CE,,,,"224,13",,,,,,,,-,,,,,,"224,13",,,,,"458,51",,,,,,,,,,,,,,
IPUEIRAS-CE,,,,,CE,,,,"224,13",,,,,,,,-,,,,,,"224,13",,,,,"458,51",,,,,,,,,,,,,,
IRACEMA-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
IRAUCUBA-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
ITAICABA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
ITAITINGA-CE,,,,,CE,,,,"208,67",,,,,,,,-,,,,,,"208,67",,,,,"426,88",,,,,,,,,,,,,,
ITAPAGE-CE,,,,,CE,,,,"231,85",,,,,,,,-,,,,,,"231,85",,,,,"474,31",,,,,,,,,,,,,,
ITAPIPOCA-CE,,,,,CE,,,,"4.190,14",,,,,,,,"7.767,34",,,,,,"11.957,48",,,,,"24.517,65",,,,,,,,,,,,,,
ITAPIUNA-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
ITAREMA-CE,,,,,CE,,,,"3.142,61",,,,,,,,"6.773,55",,,,,,"9.916,16",,,,,"19.894,89",,,,,,,,,,,,,,
ITATIRA-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JAGUARETAMA-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
JAGUARIBARA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
JAGUARIBE-CE,,,,,CE,,,,"224,13",,,,,,,,-,,,,,,"224,13",,,,,"458,51",,,,,,,,,,,,,,
JAGUARUANA-CE,,,,,CE,,,,"216,4",,,,,,,,-,,,,,,"216,4",,,,,"442,69",,,,,,,,,,,,,,
JIJOCA DE JERICOACOARA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
LIMOEIRO DO NORTE-CE,,,,,CE,,,,"239,58",,,,,,,,-,,,,,,"239,58",,,,,"490,12",,,,,,,,,,,,,,
MADALENA-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
MARCO-CE,,,,,CE,,,,"193,21",,,,,,,,-,,,,,,"193,21",,,,,"395,26",,,,,,,,,,,,,,
MARACANAU-CE,,,,,CE,,,,"309,14",,,,,,,,-,,,,,,"309,14",,,,,"632,42",,,,,,,,,,,,,,
MARANGUAPE-CE,,,,,CE,,,,"278,23",,,,,,,,-,,,,,,"278,23",,,,,"569,18",,,,,,,,,,,,,,
MARTINOPOLE-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
MASSAPE-CE,,,,,CE,,,,"208,67",,,,,,,,-,,,,,,"208,67",,,,,"426,88",,,,,,,,,,,,,,
MERUOCA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
MILHA-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
MIRAIMA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
MOMBACA-CE,,,,,CE,,,,"231,85",,,,,,,,-,,,,,,"231,85",,,,,"474,31",,,,,,,,,,,,,,
MONSENHOR TABOSA-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
MORADA NOVA-CE,,,,,CE,,,,"255,04",,,,,,,,-,,,,,,"255,04",,,,,"521,74",,,,,,,,,,,,,,
MORAUJO-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
MORRINHOS-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
MUCAMBO-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
MULUNGU-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
NOVA RUSSAS-CE,,,,,CE,,,,"216,4",,,,,,,,-,,,,,,"216,4",,,,,"442,69",,,,,,,,,,,,,,
NOVO ORIENTE-CE,,,,,CE,,,,"208,67",,,,,,,,-,,,,,,"208,67",,,,,"426,88",,,,,,,,,,,,,,
OCARA-CE,,,,,CE,,,,"200,94",,,,,,,,-,,,,,,"200,94",,,,,"411,07",,,,,,,,,,,,,,
PACAJUS-CE,,,,,CE,,,,"231,85",,,,,,,,-,,,,,,"231,85",,,,,"474,31",,,,,,,,,,,,,,
PACATUBA-CE,,,,,CE,,,,"239,58",,,,,,,,-,,,,,,"239,58",,,,,"490,12",,,,,,,,,,,,,,
PACOTI-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
PACUJA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
PALHANO-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
PALMACIA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
PARACURU-CE,,,,,CE,,,,"12.628,63",,,,,,,,"10.174,15",,,,,,"22.802,78",,,,,"47.280,53",,,,,,,,,,,,,,
PARAIPABA-CE,,,,,CE,,,,"200,94",,,,,,,,"497,59",,,,,,"698,53",,,,,"1.400,83",,,,,,,,,,,,,,
PARAMOTI-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
PEDRA BRANCA-CE,,,,,CE,,,,"231,85",,,,,,,,-,,,,,,"231,85",,,,,"474,31",,,,,,,,,,,,,,
PENTECOSTE-CE,,,,,CE,,,,"216,4",,,,,,,,-,,,,,,"216,4",,,,,"442,69",,,,,,,,,,,,,,
PEREIRO-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
PINDORETAMA-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
PIQUET CARNEIRO-CE,,,,,CE,,,,"170,03",,,,,,,,-,,,,,,"170,03",,,,,"347,83",,,,,,,,,,,,,,
PIRES FERREIRA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
PORANGA-CE,,,,,CE,,,,"162,3",,,,,,,,-,,,,,,"162,3",,,,,"332,02",,,,,,,,,,,,,,
POTIRETAMA-CE,,,,,CE,,,,"154,57",,,,,,,,-,,,,,,"154,57",,,,,"316,21",,,,,,,,,,,,,,
QUITERIANOPOLIS-CE,,,,,CE,,,,"185,48",,,,,,,,-,,,,,,"185,48",,,,,"379,45",,,,,,,,,,,,,,
QUIXADA-CE,,,,,CE,,,,"262,77",,,,,,,,-,,,,,,"262,77",,,,,"537,56",,,,,,,,,,,,,,
QUIXERAMOBIM-CE,,,,,CE,,,,"255,04",,,,,,,,-,,,,,,"255,04",,,,,"521,74",,,,,,,,,,,,,,
QUIXERE-CE,,,,,CE,,,,"177,75",,,,,,,,-,,,,,,"177,75",,,,,"363,63",,,,,,,,,,,,,,
REDENCAO-CE,,,,,CE,,,,"200,94",,,,,,,,-,,,,,,"200,94",,,,,"411,07",,,,,,,,,,,,,,
RERIUTABA-CE,,,,,CE,,,,"200,94",,,,,,,,-,,,,,,"200,94",,,,,"411,07",,,,,,,,,,,,,,
RUSSAS-CE,,,,,CE,,,,"247,31",,,,,,,,-,,,,,,"247,31",,,,,"505,93",,,,,,,,,,,,,,
SANTA QUITERIA-CE,,,,,CE,,,,"231,85",,,,,,,,-,,,,,,"231,85",,,,,"474,31",,,,,,,,,,,,,,
