PIACABUCU-AL,,,,AL,,,,,"847,73",,,,,,-,,,,,"847,73",,,,,,,"61.748,56",,,,,,,,,
PILAR-AL,,,,AL,,,,,"52.032,99",,,,,,"25.481,23",,,,,"77.514,22",,,,,,,"438.165,72",,,,,,,,,
PINDOBA-AL,,,,AL,,,,,"244,98",,,,,,-,,,,,"244,98",,,,,,,"1.463,52",,,,,,,,,
PORTO CALVO-AL,,,,AL,,,,,"330,72",,,,,,-,,,,,"330,72",,,,,,,"1.975,75",,,,,,,,,
PORTO DE PEDRAS-AL,,,,AL,,,,,"257,23",,,,,,-,,,,,"257,23",,,,,,,"1.536,67",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,AL,,,,,"293,97",,,,,,-,,,,,"293,97",,,,,,,"1.756,21",,,,,,,,,
RIO LARGO-AL,,,,AL,,,,,"404,22",,,,,,-,,,,,"404,22",,,,,,,"2.414,82",,,,,,,,,
ROTEIRO-AL,,,,AL,,,,,"503,91",,,,,,"167,02",,,,,"670,93",,,,,,,"3.833,66",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,AL,,,,,"12.388,59",,,,,,"1.443,61",,,,,"13.832,20",,,,,,,"81.062,19",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,AL,,,,,"269,48",,,,,,-,,,,,"269,48",,,,,,,"1.609,85",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,AL,,,,,"318,47",,,,,,-,,,,,"318,47",,,,,,,"1.902,56",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,AL,,,,,"342,97",,,,,,-,,,,,"342,97",,,,,,,"2.048,91",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,AL,,,,,"38.666,41",,,,,,"14.171,00",,,,,"52.837,41",,,,,,,"347.812,01",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,AL,,,,,"244,98",,,,,,-,,,,,"244,98",,,,,,,"1.463,52",,,,,,,,,
SATUBA-AL,,,,AL,,,,,"4.998,93",,,,,,"3.055,04",,,,,"8.053,97",,,,,,,"54.763,89",,,,,,,,,
TEOTONIO VILELA-AL,,,,AL,,,,,"355,22",,,,,,-,,,,,"355,22",,,,,,,"2.122,09",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,AL,,,,,"391,97",,,,,,-,,,,,"391,97",,,,,,,"2.341,62",,,,,,,,,
VICOSA-AL,,,,AL,,,,,"330,72",,,,,,-,,,,,"330,72",,,,,,,"1.975,75",,,,,,,,,
COARI-AM,,,,AM,,,,,"375.006,64",,,,,,"391.273,06",,,,,"766.279,70",,,,,,,"3.912.790,25",,,,,,,,,
CODAJAS-AM,,,,AM,,,,,-,,,,,,-,,,,,-,,,,,,,"37.053,96",,,,,,,,,
MANAUS-AM,,,,AM,,,,,"12.143,61",,,,,,"126.860,60",,,,,"139.004,21",,,,,,,"620.811,67",,,,,,,,,
ACAJUTIBA-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
ADUSTINA-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
AGUA FRIA-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
AIQUARA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
ALAGOINHAS-BA,,,,BA,,,,,"78.762,95",,,,,,"41.393,71",,,,,"120.156,66",,,,,,,"687.254,02",,,,,,,,,
AMARGOSA-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
AMELIA RODRIGUES-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
ANAGE-BA,,,,BA,,,,,"27,49",,,,,,-,,,,,"27,49",,,,,,,"169,77",,,,,,,,,
ANGUERA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
ANTAS-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
ANTONIO CARDOSO-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
APORA-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
APUAREMA-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
ARACAS-BA,,,,BA,,,,,"27.014,22",,,,,,"9.422,38",,,,,"36.436,60",,,,,,,"224.277,77",,,,,,,,,
ARACI-BA,,,,BA,,,,,"28,37",,,,,,-,,,,,"28,37",,,,,,,"175,07",,,,,,,,,
ARAMARI-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
ARATUIPE-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
BAIXA GRANDE-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
BANZAE-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
BARRA DO CHOCA-BA,,,,BA,,,,,"26,6",,,,,,-,,,,,"26,6",,,,,,,"164,08",,,,,,,,,
BELO CAMPO-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
BIRITINGA-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
BOA NOVA-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,BA,,,,,"22,17",,,,,,-,,,,,"22,17",,,,,,,"136,75",,,,,,,,,
BOM JESUS DA SERRA-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
BREJOES-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
CAATIBA-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
CACHOEIRA-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
CAEM-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
CAETANOS-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
CAMACARI-BA,,,,BA,,,,,"12.395,10",,,,,,"90,94",,,,,"12.486,04",,,,,,,"72.960,11",,,,,,,,,
CANDEAL-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
CANDEIAS-BA,,,,BA,,,,,"160.468,90",,,,,,"54.587,55",,,,,"215.056,45",,,,,,,"1.376.194,88",,,,,,,,,
CANDIDO SALES-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
CANSANCAO-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
CANUDOS-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
CAPIM GROSSO-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
CARAVELAS-BA,,,,BA,,,,,"13.535,03",,,,,,"1.045,54",,,,,"14.580,57",,,,,,,"83.719,49",,,,,,,,,
CARDEAL DA SILVA-BA,,,,BA,,,,,"29.923,80",,,,,,"11.441,78",,,,,"41.365,58",,,,,,,"263.601,03",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CASTRO ALVES-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
CATU-BA,,,,BA,,,,,"43.970,36",,,,,,"19.623,66",,,,,"63.594,02",,,,,,,"376.535,53",,,,,,,,,
CICERO DANTAS-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
CIPO-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,BA,,,,,"22,17",,,,,,-,,,,,"22,17",,,,,,,"136,75",,,,,,,,,
CONCEICAO DO COITE-BA,,,,BA,,,,,"28,37",,,,,,-,,,,,"28,37",,,,,,,"175,07",,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
CONDE-BA,,,,BA,,,,,"22,17",,,,,,-,,,,,"22,17",,,,,,,"136,75",,,,,,,,,
CORACAO DE MARIA-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
CORONEL JOAO SA-BA,,,,BA,,,,,"22,17",,,,,,-,,,,,"22,17",,,,,,,"136,75",,,,,,,,,
CRAVOLANDIA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
CRISOPOLIS-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
CRUZ DAS ALMAS-BA,,,,BA,,,,,"28,37",,,,,,-,,,,,"28,37",,,,,,,"175,07",,,,,,,,,
DARIO MEIRA-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
DIAS D'AVILA-BA,,,,BA,,,,,"108,9",,,,,,"34,43",,,,,"143,33",,,,,,,"956,82",,,,,,,,,
DOM MACEDO COSTA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
ELISIO MEDRADO-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
ENCRUZILHADA-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
ENTRE RIOS-BA,,,,BA,,,,,"85.738,12",,,,,,"47.402,38",,,,,"133.140,50",,,,,,,"825.383,29",,,,,,,,,
ESPLANADA-BA,,,,BA,,,,,"110.084,92",,,,,,"63.144,45",,,,,"173.229,37",,,,,,,"1.050.336,96",,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,BA,,,,,"28,37",,,,,,-,,,,,"28,37",,,,,,,"175,07",,,,,,,,,
FATIMA-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
FEIRA DE SANTANA-BA,,,,BA,,,,,"35,47",,,,,,-,,,,,"35,47",,,,,,,"218,44",,,,,,,,,
GAVIAO-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
GLORIA-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
HELIOPOLIS-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
IACU-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
IBIQUERA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
ICHU-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
INHAMBUPE-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
IPECAETA-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
IPIRA-BA,,,,BA,,,,,"29,26",,,,,,-,,,,,"29,26",,,,,,,"180,43",,,,,,,,,
IRAJUBA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
IRARA-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
ITABERABA-BA,,,,BA,,,,,"29,26",,,,,,-,,,,,"29,26",,,,,,,"180,43",,,,,,,,,
ITAGI-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
ITAMBE-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
ITANAGRA-BA,,,,BA,,,,,"15.717,49",,,,,,"2.243,79",,,,,"17.961,28",,,,,,,"113.684,84",,,,,,,,,
ITAPARICA-BA,,,,BA,,,,,"1.084,51",,,,,,"831,73",,,,,"1.916,24",,,,,,,"484.280,69",,,,,,,,,
ITAPETINGA-BA,,,,BA,,,,,"28,37",,,,,,-,,,,,"28,37",,,,,,,"175,07",,,,,,,,,
ITAPICURU-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
ITAQUARA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
ITARANTIM-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
ITATIM-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
ITIRUCU-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
ITIUBA-BA,,,,BA,,,,,"25,71",,,,,,-,,,,,"25,71",,,,,,,"158,73",,,,,,,,,
JACOBINA-BA,,,,BA,,,,,"31,92",,,,,,-,,,,,"31,92",,,,,,,"196,76",,,,,,,,,
JAGUAQUARA-BA,,,,BA,,,,,"27,49",,,,,,-,,,,,"27,49",,,,,,,"169,77",,,,,,,,,
JAGUARIPE-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
JANDAIRA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
JEQUIE-BA,,,,BA,,,,,"35,47",,,,,,-,,,,,"35,47",,,,,,,"218,44",,,,,,,,,
JEREMOABO-BA,,,,BA,,,,,"25,71",,,,,,-,,,,,"25,71",,,,,,,"158,73",,,,,,,,,
JIQUIRICA-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
JITAUNA-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
LAFAIETE COUTINHO-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
LAJE-BA,,,,BA,,,,,"22,17",,,,,,-,,,,,"22,17",,,,,,,"136,75",,,,,,,,,
LAJEDINHO-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
LAJEDO DO TABOCAL-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
LAMARAO-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
LAURO DE FREITAS-BA,,,,BA,,,,,"32,81",,,,,,-,,,,,"32,81",,,,,,,"202,12",,,,,,,,,
MACAJUBA-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
MACARANI-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
MADRE DE DEUS-BA,,,,BA,,,,,"98.345,99",,,,,,"64.759,19",,,,,"163.105,18",,,,,,,"1.334.732,18",,,,,,,,,
MAIQUINIQUE-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
MAIRI-BA,,,,BA,,,,,"22,17",,,,,,-,,,,,"22,17",,,,,,,"136,75",,,,,,,,,
MANOEL VITORINO-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
MARACAS-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
MARAGOGIPE-BA,,,,BA,,,,,"25,71",,,,,,-,,,,,"25,71",,,,,,,"158,73",,,,,,,,,
MARCIONILIO SOUZA-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
MATA DE SAO JOAO-BA,,,,BA,,,,,"46.495,56",,,,,,"19.040,94",,,,,"65.536,50",,,,,,,"409.048,77",,,,,,,,,
MIGUEL CALMON-BA,,,,BA,,,,,"25,71",,,,,,-,,,,,"25,71",,,,,,,"158,73",,,,,,,,,
MILAGRES-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
MIRANTE-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
MONTE SANTO-BA,,,,BA,,,,,"28,37",,,,,,-,,,,,"28,37",,,,,,,"175,07",,,,,,,,,
MUNDO NOVO-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
MUNIZ FERREIRA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
MURITIBA-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
MUTUIPE-BA,,,,BA,,,,,"22,17",,,,,,-,,,,,"22,17",,,,,,,"136,75",,,,,,,,,
NAZARE-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
NORDESTINA-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
NOVA CANAA-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
NOVA FATIMA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
NOVA ITARANA-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
NOVA SOURE-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
NOVO TRIUNFO-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
OLINDINA-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
OURICANGAS-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
OUROLANDIA-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
PARIPIRANGA-BA,,,,BA,,,,,"23,94",,,,,,-,,,,,"23,94",,,,,,,"147,77",,,,,,,,,
PAULO AFONSO-BA,,,,BA,,,,,"31,92",,,,,,-,,,,,"31,92",,,,,,,"197,08",,,,,,,,,
PE DE SERRA-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
PEDRAO-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,71",,,,,,,,,
PEDRO ALEXANDRE-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
PINTADAS-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
PIRITIBA-BA,,,,BA,,,,,"22,17",,,,,,-,,,,,"22,17",,,,,,,"136,75",,,,,,,,,
PLANALTINO-BA,,,,BA,,,,,"17,73",,,,,,-,,,,,"17,73",,,,,,,"109,34",,,,,,,,,
PLANALTO-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
POCOES-BA,,,,BA,,,,,"26,60",,,,,,-,,,,,"26,60",,,,,,,"164,08",,,,,,,,,
POJUCA-BA,,,,BA,,,,,"161.678,42",,,,,,"138.605,70",,,,,"300.284,12",,,,,,,"1.929.362,46",,,,,,,,,
QUEIMADAS-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
QUIJINGUE-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
QUIXABEIRA-BA,,,,BA,,,,,"20,39",,,,,,-,,,,,"20,39",,,,,,,"125,71",,,,,,,,,
RAFAEL JAMBEIRO-BA,,,,BA,,,,,"23,05",,,,,,-,,,,,"23,05",,,,,,,"142,06",,,,,,,,,
RETIROLANDIA-BA,,,,BA,,,,,"18,62",,,,,,-,,,,,"18,62",,,,,,,"114,71",,,,,,,,,
RIACHAO DO JACUIPE-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
RIBEIRA DO AMPARO-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
RIBEIRA DO POMBAL-BA,,,,BA,,,,,"27,49",,,,,,-,,,,,"27,49",,,,,,,"169,77",,,,,,,,,
RIBEIRAO DO LARGO-BA,,,,BA,,,,,"19,51",,,,,,-,,,,,"19,51",,,,,,,"120,36",,,,,,,,,
RIO REAL-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
RUY BARBOSA-BA,,,,BA,,,,,"24,83",,,,,,-,,,,,"24,83",,,,,,,"153,08",,,,,,,,,
SALINAS DA MARGARIDA-BA,,,,BA,,,,,"432,08",,,,,,"831,73",,,,,"1.263,81",,,,,,,"9.036,00",,,,,,,,,
SALVADOR-BA,,,,BA,,,,,"864,17",,,,,,"15.037,83",,,,,"15.902,00",,,,,,,"179.163,62",,,,,,,,,
SANTA BARBARA-BA,,,,BA,,,,,"21,28",,,,,,-,,,,,"21,28",,,,,,,"131,37",,,,,,,,,
