ANADIA-AL,,,,,,,,AL,,"736,53",,,,,-,,,,,,,,"736,53",,,,,,,,"4.816,36",,,,,,,,,
ATALAIA-AL,,,,,,,,AL,,"951,35",,,,,-,,,,,,,,"951,35",,,,,,,,"6.221,15",,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,"705,84",,,,,-,,,,,,,,"705,84",,,,,,,,"4.615,68",,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,"828,59",,,,,-,,,,,,,,"828,59",,,,,,,,"5.418,40",,,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,"644,46",,,,,-,,,,,,,,"644,46",,,,,,,,"4.214,32",,,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,"797,90",,,,,-,,,,,,,,"797,90",,,,,,,,"5.217,73",,,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,"982,04",,,,,-,,,,,,,,"982,04",,,,,,,,"6.421,82",,,,,,,,,
CAPELA-AL,,,,,,,,AL,,"736,53",,,,,-,,,,,,,,"736,53",,,,,,,,"4.816,36",,,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,"797,90",,,,,-,,,,,,,,"797,90",,,,,,,,"5.217,73",,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"562.658,95",,,,,,,,,
CORURIPE-AL,,,,,,,,AL,,"1.999.093,68",,,,,"68.562,02",,,,,,,,"2.067.655,70",,,,,,,,"12.989.606,72",,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,"22.202,13",,,,,"31.027,48",,,,,,,,"53.229,61",,,,,,,,"348.084,36",,,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,"675,15",,,,,-,,,,,,,,"675,15",,,,,,,,"4.415,00",,,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,"705,84",,,,,-,,,,,,,,"705,84",,,,,,,,"4.615,68",,,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,"797,90",,,,,-,,,,,,,,"797,90",,,,,,,,"5.217,73",,,,,,,,,
JACUIPE-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,"1.541,34",,,,,"363,80",,,,,,,,"1.905,14",,,,,,,,"16.876,95",,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,"797,90",,,,,-,,,,,,,,"797,90",,,,,,,,"5.217,73",,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,"797,90",,,,,-,,,,,,,,"797,90",,,,,,,,"5.217,73",,,,,,,,,
MACEIO-AL,,,,,,,,AL,,"72.589,80",,,,,"20.277,67",,,,,,,,"92.867,47",,,,,,,,"629.210,23",,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,"859,28",,,,,-,,,,,,,,"859,28",,,,,,,,"5.619,09",,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,"36.828,12",,,,,"29.478,16",,,,,,,,"66.306,28",,,,,,,,"495.361,36",,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,"797,90",,,,,-,,,,,,,,"797,90",,,,,,,,"5.217,73",,,,,,,,,
MESSIAS-AL,,,,,,,,AL,,"705,84",,,,,-,,,,,,,,"705,84",,,,,,,,"4.615,68",,,,,,,,,
MURICI-AL,,,,,,,,AL,,"828,59",,,,,-,,,,,,,,"828,59",,,,,,,,"5.418,40",,,,,,,,,
NOVO LINO-AL,,,,,,,,AL,,"675,15",,,,,-,,,,,,,,"675,15",,,,,,,,"4.415,00",,,,,,,,,
PARIPUEIRA-AL,,,,,,,,AL,,"644,46",,,,,"6.337,64",,,,,,,,"6.982,10",,,,,,,,"48.911,13",,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,AL,,"705,84",,,,,-,,,,,,,,"705,84",,,,,,,,"4.615,68",,,,,,,,,
PENEDO-AL,,,,,,,,AL,,"402.901,73",,,,,"12,21",,,,,,,,"402.913,94",,,,,,,,"2.450.010,59",,,,,,,,,
PIACABUCU-AL,,,,,,,,AL,,"736,53",,,,,-,,,,,,,,"736,53",,,,,,,,"4.816,36",,,,,,,,,
PILAR-AL,,,,,,,,AL,,"207.746,70",,,,,"118.984,55",,,,,,,,"326.731,25",,,,,,,,"2.139.854,75",,,,,,,,,
PINDOBA-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
PORTO CALVO-AL,,,,,,,,AL,,"828,59",,,,,-,,,,,,,,"828,59",,,,,,,,"5.418,40",,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,AL,,"767,21",,,,,-,,,,,,,,"767,21",,,,,,,,"5.017,05",,,,,,,,,
RIO LARGO-AL,,,,,,,,AL,,"403.546,03",,,,,"1.871,40",,,,,,,,"405.417,43",,,,,,,,"2.494.935,50",,,,,,,,,
ROTEIRO-AL,,,,,,,,AL,,"1.961.840,83",,,,,"535,99",,,,,,,,"1.962.376,82",,,,,,,,"12.308.047,65",,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"204.635,10",,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,AL,,"644,46",,,,,-,,,,,,,,"644,46",,,,,,,,"4.214,32",,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,AL,,"797,90",,,,,-,,,,,,,,"797,90",,,,,,,,"5.217,73",,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,AL,,"889,97",,,,,-,,,,,,,,"889,97",,,,,,,,"5.819,77",,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,,,,AL,,"367.914,34",,,,,"248.411,61",,,,,,,,"616.325,95",,,,,,,,"3.349.911,11",,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,,,,AL,,"613,77",,,,,-,,,,,,,,"613,77",,,,,,,,"4.013,64",,,,,,,,,
SATUBA-AL,,,,,,,,AL,,"8.125,69",,,,,"4.785,80",,,,,,,,"12.911,49",,,,,,,,"91.439,89",,,,,,,,,
TEOTONIO VILELA-AL,,,,,,,,AL,,"951,35",,,,,-,,,,,,,,"951,35",,,,,,,,"6.221,15",,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,,,,AL,,"1.012,72",,,,,-,,,,,,,,"1.012,72",,,,,,,,"6.622,51",,,,,,,,,
VICOSA-AL,,,,,,,,AL,,"828,59",,,,,-,,,,,,,,"828,59",,,,,,,,"5.418,40",,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,,"5.514.712,07",,,,,"530.648,33",,,,,,,,"6.045.360,40",,,,,,,,"38.315.977,74",,,,,,,,,
ANAMA-AM,,,,,,,,AM,,"55.254,98",,,,,"2.856,93",,,,,,,,"58.111,91",,,,,,,,"334.944,75",,,,,,,,,
ANORI-AM,,,,,,,,AM,,"55.254,98",,,,,"2.927,81",,,,,,,,"58.182,79",,,,,,,,"335.542,55",,,,,,,,,
AUTAZES-AM,,,,,,,,AM,,-,,,,,"8.988,88",,,,,,,,"8.988,88",,,,,,,,"59.116,53",,,,,,,,,
BERURI-AM,,,,,,,,AM,,-,,,,,"2.596,38",,,,,,,,"2.596,38",,,,,,,,"17.665,08",,,,,,,,,
CAAPIRANGA-AM,,,,,,,,AM,,"55.254,98",,,,,"156,01",,,,,,,,"55.410,99",,,,,,,,"376.581,30",,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,,,,AM,,-,,,,,"8.988,88",,,,,,,,"8.988,88",,,,,,,,"59.116,53",,,,,,,,,
CAREIRO-AM,,,,,,,,AM,,-,,,,,"2.596,38",,,,,,,,"2.596,38",,,,,,,,"17.665,08",,,,,,,,,
COARI-AM,,,,,,,,AM,,"2.994.855,43",,,,,"2.747.041,16",,,,,,,,"5.741.896,59",,,,,,,,"38.869.619,87",,,,,,,,,
CODAJAS-AM,,,,,,,,AM,,"55.254,98",,,,,"3.190,26",,,,,,,,"58.445,24",,,,,,,,"395.035,74",,,,,,,,,
IRANDUBA-AM,,,,,,,,AM,,-,,,,,"8.988,88",,,,,,,,"8.988,88",,,,,,,,"59.116,53",,,,,,,,,
ITACOATIARA-AM,,,,,,,,AM,,-,,,,,"8.988,88",,,,,,,,"8.988,88",,,,,,,,"59.116,53",,,,,,,,,
