ANADIA-AL,,,AL,,,"403,75",,,,,,,,-,,,,,,,"403,75",,,,,,,"1.700,62",,,,,,,,,,
ATALAIA-AL,,,AL,,,"521,71",,,,,,,,-,,,,,,,"521,71",,,,,,,"2.197,05",,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,AL,,,"353,35",,,,,,,,-,,,,,,,"353,35",,,,,,,"1.488,18",,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
BOCA DA MATA-AL,,,AL,,,"454,16",,,,,,,,-,,,,,,,"454,16",,,,,,,"1.913,07",,,,,,,,,,
BRANQUINHA-AL,,,AL,,,"353,35",,,,,,,,-,,,,,,,"353,35",,,,,,,"1.488,18",,,,,,,,,,
CAJUEIRO-AL,,,AL,,,"420,90",,,,,,,,-,,,,,,,"420,90",,,,,,,"1.772,16",,,,,,,,,,
CAMPESTRE-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
CAMPO ALEGRE-AL,,,AL,,,"521,71",,,,,,,,-,,,,,,,"521,71",,,,,,,"2.197,05",,,,,,,,,,
CAPELA-AL,,,AL,,,"420,90",,,,,,,,-,,,,,,,"420,90",,,,,,,"1.772,16",,,,,,,,,,
CHA PRETA-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,AL,,,"403,75",,,,,,,,-,,,,,,,"403,75",,,,,,,"1.700,62",,,,,,,,,,
COQUEIRO SECO-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
CORURIPE-AL,,,AL,,,"483.972,35",,,,,,,,"20.311,88",,,,,,,"504.284,23",,,,,,,"1.220.050,50",,,,,,,,,,
FELIZ DESERTO-AL,,,AL,,,"11.991,63",,,,,,,,"16.758,25",,,,,,,"28.749,88",,,,,,,"121.069,26",,,,,,,,,,
FLEXEIRAS-AL,,,AL,,,"369,98",,,,,,,,-,,,,,,,"369,98",,,,,,,"1.558,64",,,,,,,,,,
IBATEGUARA-AL,,,AL,,,"387,13",,,,,,,,-,,,,,,,"387,13",,,,,,,"1.630,17",,,,,,,,,,
IGREJA NOVA-AL,,,AL,,,"437,53",,,,,,,,-,,,,,,,"437,53",,,,,,,"1.842,61",,,,,,,,,,
JACUIPE-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
JAPARATINGA-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
JEQUIA DA PRAIA-AL,,,AL,,,"369,98",,,,,,,,-,,,,,,,"369,98",,,,,,,"1.558,64",,,,,,,,,,
JOAQUIM GOMES-AL,,,AL,,,"437,53",,,,,,,,-,,,,,,,"437,53",,,,,,,"1.842,61",,,,,,,,,,
JUNDIA-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
JUNQUEIRO-AL,,,AL,,,"437,53",,,,,,,,-,,,,,,,"437,53",,,,,,,"1.842,61",,,,,,,,,,
MACEIO-AL,,,AL,,,"34.761,02",,,,,,,,"8.679,15",,,,,,,"43.440,17",,,,,,,"157.696,27",,,,,,,,,,
MARAGOGI-AL,,,AL,,,"437,53",,,,,,,,-,,,,,,,"437,53",,,,,,,"1.842,61",,,,,,,,,,
MARECHAL DEODORO-AL,,,AL,,,"66.729,09",,,,,,,,"37.020,61",,,,,,,"103.749,70",,,,,,,"381.706,46",,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,AL,,,"437,53",,,,,,,,-,,,,,,,"437,53",,,,,,,"1.842,61",,,,,,,,,,
MESSIAS-AL,,,AL,,,"353,35",,,,,,,,-,,,,,,,"353,35",,,,,,,"1.488,18",,,,,,,,,,
MURICI-AL,,,AL,,,"454,16",,,,,,,,-,,,,,,,"454,16",,,,,,,"1.913,07",,,,,,,,,,
NOVO LINO-AL,,,AL,,,"353,35",,,,,,,,-,,,,,,,"353,35",,,,,,,"1.488,18",,,,,,,,,,
PARIPUEIRA-AL,,,AL,,,"336,72",,,,,,,,"5.402,68",,,,,,,"5.739,40",,,,,,,"11.836,66",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,AL,,,"369,98",,,,,,,,-,,,,,,,"369,98",,,,,,,"1.558,64",,,,,,,,,,
PENEDO-AL,,,AL,,,"555,49",,,,,,,,-,,,,,,,"555,49",,,,,,,"2.339,05",,,,,,,,,,
PIACABUCU-AL,,,AL,,,"403,75",,,,,,,,-,,,,,,,"403,75",,,,,,,"1.700,62",,,,,,,,,,
PILAR-AL,,,AL,,,"63.605,35",,,,,,,,"40.721,45",,,,,,,"104.326,80",,,,,,,"440.616,01",,,,,,,,,,
PINDOBA-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
PORTO CALVO-AL,,,AL,,,"437,53",,,,,,,,-,,,,,,,"437,53",,,,,,,"1.842,61",,,,,,,,,,
PORTO DE PEDRAS-AL,,,AL,,,"353,35",,,,,,,,-,,,,,,,"353,35",,,,,,,"1.488,18",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,AL,,,"420,90",,,,,,,,-,,,,,,,"420,90",,,,,,,"1.772,16",,,,,,,,,,
RIO LARGO-AL,,,AL,,,"1.831,02",,,,,,,,"822,72",,,,,,,"2.653,74",,,,,,,"16.215,57",,,,,,,,,,
ROTEIRO-AL,,,AL,,,"569,52",,,,,,,,"150,15",,,,,,,"719,67",,,,,,,"2.786,26",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"38.597,97",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,AL,,,"353,35",,,,,,,,-,,,,,,,"353,35",,,,,,,"1.488,18",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,AL,,,"437,53",,,,,,,,-,,,,,,,"437,53",,,,,,,"1.842,61",,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,AL,,,"471,31",,,,,,,,-,,,,,,,"471,31",,,,,,,"1.984,62",,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,AL,,,"69.852,95",,,,,,,,"21.563,74",,,,,,,"91.416,69",,,,,,,"349.020,94",,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,AL,,,"336,72",,,,,,,,-,,,,,,,"336,72",,,,,,,"1.417,73",,,,,,,,,,
SATUBA-AL,,,AL,,,"13.078,22",,,,,,,,"8.196,82",,,,,,,"21.275,04",,,,,,,"75.572,14",,,,,,,,,,
TEOTONIO VILELA-AL,,,AL,,,"505,09",,,,,,,,-,,,,,,,"505,09",,,,,,,"2.126,60",,,,,,,,,,
UNIAO DOS PALMARES-AL,,,AL,,,"555,49",,,,,,,,-,,,,,,,"555,49",,,,,,,"2.339,05",,,,,,,,,,
VICOSA-AL,,,AL,,,"454,16",,,,,,,,-,,,,,,,"454,16",,,,,,,"1.913,07",,,,,,,,,,
CAREIRO DA VARZEA-AM,,,AM,,,-,,,,,,,,"2.604,77",,,,,,,"2.604,77",,,,,,,"38.118,26",,,,,,,,,,
COARI-AM,,,AM,,,"707.000,89",,,,,,,,"598.866,38",,,,,,,"1.305.867,27",,,,,,,"5.432.689,83",,,,,,,,,,
IRANDUBA-AM,,,AM,,,-,,,,,,,,"2.604,77",,,,,,,"2.604,77",,,,,,,"38.118,26",,,,,,,,,,
MANAUS-AM,,,AM,,,"31.806,62",,,,,,,,"28.385,22",,,,,,,"60.191,84",,,,,,,"257.030,94",,,,,,,,,,
ACAJUTIBA-BA,,,BA,,,"48,04",,,,,,,,-,,,,,,,"48,04",,,,,,,"208,07",,,,,,,,,,
ADUSTINA-BA,,,BA,,,"48,04",,,,,,,,-,,,,,,,"48,04",,,,,,,"208,07",,,,,,,,,,
AGUA FRIA-BA,,,BA,,,"48,04",,,,,,,,-,,,,,,,"48,04",,,,,,,"208,07",,,,,,,,,,
AIQUARA-BA,,,BA,,,"41,66",,,,,,,,-,,,,,,,"41,66",,,,,,,"180,70",,,,,,,,,,
ALAGOINHAS-BA,,,BA,,,"107.009,92",,,,,,,,"54.192,31",,,,,,,"161.202,23",,,,,,,"618.811,13",,,,,,,,,,
AMARGOSA-BA,,,BA,,,"58,58",,,,,,,,-,,,,,,,"58,58",,,,,,,"253,51",,,,,,,,,,
AMELIA RODRIGUES-BA,,,BA,,,"56,37",,,,,,,,-,,,,,,,"56,37",,,,,,,"244,20",,,,,,,,,,
ANAGE-BA,,,BA,,,"64,71",,,,,,,,-,,,,,,,"64,71",,,,,,,"280,36",,,,,,,,,,
