CORURIPE-AL,,,,,AL,,,,"1.453.818,69",,,,,,"51.781,74",,,,,,,"1.505.600,43",,,,,,,"9.614.156,31",,,,,,,,,,,,,,
FELIZ DESERTO-AL,,,,,AL,,,,"16.156,25",,,,,,"22.578,36",,,,,,,"38.734,61",,,,,,,"242.225,22",,,,,,,,,,,,,,
FLEXEIRAS-AL,,,,,AL,,,,"491,30",,,,,,-,,,,,,,"491,30",,,,,,,"3.072,30",,,,,,,,,,,,,,
IBATEGUARA-AL,,,,,AL,,,,"513,63",,,,,,-,,,,,,,"513,63",,,,,,,"3.211,94",,,,,,,,,,,,,,
IGREJA NOVA-AL,,,,,AL,,,,"580,62",,,,,,-,,,,,,,"580,62",,,,,,,"3.630,90",,,,,,,,,,,,,,
JACUIPE-AL,,,,,AL,,,,"446,63",,,,,,-,,,,,,,"446,63",,,,,,,"2.792,99",,,,,,,,,,,,,,
JAPARATINGA-AL,,,,,AL,,,,"446,63",,,,,,-,,,,,,,"446,63",,,,,,,"2.792,99",,,,,,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,AL,,,,"491,30",,,,,,-,,,,,,,"491,30",,,,,,,"6.637,18",,,,,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,AL,,,,"580,62",,,,,,-,,,,,,,"580,62",,,,,,,"3.630,90",,,,,,,,,,,,,,
JUNDIA-AL,,,,,AL,,,,"446,63",,,,,,-,,,,,,,"446,63",,,,,,,"2.792,99",,,,,,,,,,,,,,
JUNQUEIRO-AL,,,,,AL,,,,"580,62",,,,,,-,,,,,,,"580,62",,,,,,,"3.630,90",,,,,,,,,,,,,,
MACEIO-AL,,,,,AL,,,,"56.939,11",,,,,,"17.146,37",,,,,,,"74.085,48",,,,,,,"490.662,64",,,,,,,,,,,,,,
MARAGOGI-AL,,,,,AL,,,,"625,29",,,,,,-,,,,,,,"625,29",,,,,,,"3.910,21",,,,,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,AL,,,,"1.069.818,63",,,,,,"18.996,11",,,,,,,"1.088.814,74",,,,,,,"6.696.741,25",,,,,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,AL,,,,"580,62",,,,,,-,,,,,,,"580,62",,,,,,,"3.630,90",,,,,,,,,,,,,,
MESSIAS-AL,,,,,AL,,,,"513,63",,,,,,-,,,,,,,"513,63",,,,,,,"3.211,94",,,,,,,,,,,,,,
MURICI-AL,,,,,AL,,,,"602,96",,,,,,-,,,,,,,"602,96",,,,,,,"3.770,55",,,,,,,,,,,,,,
NOVO LINO-AL,,,,,AL,,,,"491,30",,,,,,-,,,,,,,"491,30",,,,,,,"3.072,30",,,,,,,,,,,,,,
PARIPUEIRA-AL,,,,,AL,,,,"468,96",,,,,,"6.465,33",,,,,,,"6.934,29",,,,,,,"38.658,60",,,,,,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,AL,,,,"513,63",,,,,,-,,,,,,,"513,63",,,,,,,"3.211,94",,,,,,,,,,,,,,
PENEDO-AL,,,,,AL,,,,"299.995,06",,,,,,"8,61",,,,,,,"300.003,67",,,,,,,"1.784.039,16",,,,,,,,,,,,,,
PIACABUCU-AL,,,,,AL,,,,"535,96",,,,,,-,,,,,,,"535,96",,,,,,,"3.351,60",,,,,,,,,,,,,,
PILAR-AL,,,,,AL,,,,"184.419,84",,,,,,"106.225,79",,,,,,,"290.645,63",,,,,,,"1.669.027,66",,,,,,,,,,,,,,
PINDOBA-AL,,,,,AL,,,,"446,63",,,,,,-,,,,,,,"446,63",,,,,,,"2.792,99",,,,,,,,,,,,,,
PORTO CALVO-AL,,,,,AL,,,,"602,96",,,,,,-,,,,,,,"602,96",,,,,,,"3.770,55",,,,,,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,AL,,,,"446,63",,,,,,-,,,,,,,"446,63",,,,,,,"2.792,99",,,,,,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,AL,,,,"558,29",,,,,,-,,,,,,,"558,29",,,,,,,"3.491,27",,,,,,,,,,,,,,
RIO LARGO-AL,,,,,AL,,,,"302.209,50",,,,,,"2.243,37",,,,,,,"304.452,87",,,,,,,"1.802.493,08",,,,,,,,,,,,,,
ROTEIRO-AL,,,,,AL,,,,"1.427.082,24",,,,,,"472,52",,,,,,,"1.427.554,76",,,,,,,"9.137.178,79",,,,,,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,AL,,,,"45.295,01",,,,,,"58,71",,,,,,,"45.353,72",,,,,,,"286.379,07",,,,,,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,AL,,,,"468,96",,,,,,-,,,,,,,"468,96",,,,,,,"2.932,62",,,,,,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,AL,,,,"580,62",,,,,,-,,,,,,,"580,62",,,,,,,"3.630,90",,,,,,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,AL,,,,"647,62",,,,,,-,,,,,,,"647,62",,,,,,,"4.049,86",,,,,,,,,,,,,,
SAO MIGUEL DOS CAMPOS-AL,,,,,AL,,,,"1.612.404,95",,,,,,"151.517,78",,,,,,,"1.763.922,73",,,,,,,"6.378.394,63",,,,,,,,,,,,,,
SAO MIGUEL DOS MILAGRES-AL,,,,,AL,,,,"446,63",,,,,,-,,,,,,,"446,63",,,,,,,"2.792,99",,,,,,,,,,,,,,
SATUBA-AL,,,,,AL,,,,"33.367,14",,,,,,"21.190,51",,,,,,,"54.557,65",,,,,,,"228.842,14",,,,,,,,,,,,,,
TEOTONIO VILELA-AL,,,,,AL,,,,"692,28",,,,,,-,,,,,,,"692,28",,,,,,,"4.329,17",,,,,,,,,,,,,,
UNIAO DOS PALMARES-AL,,,,,AL,,,,"736,95",,,,,,-,,,,,,,"736,95",,,,,,,"4.608,46",,,,,,,,,,,,,,
VICOSA-AL,,,,,AL,,,,"602,96",,,,,,-,,,,,,,"602,96",,,,,,,"3.770,55",,,,,,,,,,,,,,
ALAGOAS  TOTAL,,,,,,,,,"6.599.881,09",,,,,,"398.932,44",,,,,,,"6.998.813,53",,,,,,,"38.985.469,81",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ANAMA-AM,,,,,AM,,,,"44.745,18",,,,,,"2.393,09",,,,,,,"47.138,27",,,,,,,"297.918,34",,,,,,,,,,,,,,
ANORI-AM,,,,,AM,,,,"44.745,18",,,,,,"2.531,40",,,,,,,"47.276,58",,,,,,,"299.599,46",,,,,,,,,,,,,,
AUTAZES-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
BERURI-AM,,,,,AM,,,,-,,,,,,"2.150,29",,,,,,,"2.150,29",,,,,,,"12.829,65",,,,,,,,,,,,,,
CAAPIRANGA-AM,,,,,AM,,,,"44.745,18",,,,,,"230,06",,,,,,,"44.975,24",,,,,,,"284.110,57",,,,,,,,,,,,,,
CAREIRO DA VARZEA-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
CAREIRO-AM,,,,,AM,,,,-,,,,,,"2.150,29",,,,,,,"2.150,29",,,,,,,"12.829,65",,,,,,,,,,,,,,
COARI-AM,,,,,AM,,,,"2.343.236,46",,,,,,"2.180.536,11",,,,,,,"4.523.772,57",,,,,,,"28.482.642,86",,,,,,,,,,,,,,
CODAJAS-AM,,,,,AM,,,,"44.745,18",,,,,,"2.731,58",,,,,,,"47.476,76",,,,,,,"296.125,78",,,,,,,,,,,,,,
IRANDUBA-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
ITACOATIARA-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
ITAPIRANGA-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
MANACAPURU-AM,,,,,AM,,,,-,,,,,,"2.150,29",,,,,,,"2.150,29",,,,,,,"12.829,65",,,,,,,,,,,,,,
MANAQUIRI-AM,,,,,AM,,,,-,,,,,,"2.150,29",,,,,,,"2.150,29",,,,,,,"12.829,65",,,,,,,,,,,,,,
MANAUS-AM,,,,,AM,,,,"299.281,43",,,,,,"219.237,08",,,,,,,"518.518,51",,,,,,,"3.317.784,14",,,,,,,,,,,,,,
PARINTINS-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
SILVES-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
TEFE-AM,,,,,AM,,,,"179.737,68",,,,,,"86.433,10",,,,,,,"266.170,78",,,,,,,"1.570.630,48",,,,,,,,,,,,,,
URUCARA-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
URUCURITUBA-AM,,,,,AM,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
AMAZONAS  TOTAL,,,,,,,,,"3.001.236,29",,,,,,"2.561.536,30",,,,,,,"5.562.772,59",,,,,,,"34.980.162,52",,,,,,,,,,,,,,
LARANJAL DO JARI-AP,,,,,AP,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
MACAPA-AP,,,,,AP,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
MAZAGAO-AP,,,,,AP,,,,-,,,,,,"6.538,08",,,,,,,"6.538,08",,,,,,,"42.225,81",,,,,,,,,,,,,,
AMAPA  TOTAL,,,,,,,,,-,,,,,,"19.614,24",,,,,,,"19.614,24",,,,,,,"126.677,43",,,,,,,,,,,,,,
ACAJUTIBA-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
ADUSTINA-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
AGUA FRIA-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
AIQUARA-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
ALAGOINHAS-BA,,,,,BA,,,,"318.737,84",,,,,,"207.652,07",,,,,,,"526.389,91",,,,,,,"3.325.611,05",,,,,,,,,,,,,,
ALCOBACA-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
ALMADINA-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
AMARGOSA-BA,,,,,BA,,,,"1.667,77",,,,,,-,,,,,,,"1.667,77",,,,,,,"11.762,34",,,,,,,,,,,,,,
AMELIA RODRIGUES-BA,,,,,BA,,,,"1.552,75",,,,,,-,,,,,,,"1.552,75",,,,,,,"10.951,13",,,,,,,,,,,,,,
ANAGE-BA,,,,,BA,,,,"1.552,75",,,,,,-,,,,,,,"1.552,75",,,,,,,"10.951,13",,,,,,,,,,,,,,
ANGUERA-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
ANTAS-BA,,,,,BA,,,,"1.380,22",,,,,,-,,,,,,,"1.380,22",,,,,,,"9.734,33",,,,,,,,,,,,,,
ANTONIO CARDOSO-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
APORA-BA,,,,,BA,,,,"1.380,22",,,,,,-,,,,,,,"1.380,22",,,,,,,"9.734,33",,,,,,,,,,,,,,
APUAREMA-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
ARACAS-BA,,,,,BA,,,,"374.940,41",,,,,,"220.084,35",,,,,,,"595.024,76",,,,,,,"3.958.948,59",,,,,,,,,,,,,,
ARACI-BA,,,,,BA,,,,"1.840,30",,,,,,-,,,,,,,"1.840,30",,,,,,,"12.979,12",,,,,,,,,,,,,,
ARAMARI-BA,,,,,BA,,,,"1.613,57",,,,,,"170,46",,,,,,,"1.784,03",,,,,,,"17.467,28",,,,,,,,,,,,,,
ARATACA-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
ARATUIPE-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
AURELINO LEAL-BA,,,,,BA,,,,"1.265,21",,,,,,-,,,,,,,"1.265,21",,,,,,,"8.923,14",,,,,,,,,,,,,,
BAIXA GRANDE-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
BANZAE-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
BARRA DO CHOCA-BA,,,,,BA,,,,"1.667,77",,,,,,-,,,,,,,"1.667,77",,,,,,,"11.762,34",,,,,,,,,,,,,,
BARRA DO ROCHA-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
BARRO PRETO-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
BARROCAS-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
BELMONTE-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
BELO CAMPO-BA,,,,,BA,,,,"1.380,22",,,,,,-,,,,,,,"1.380,22",,,,,,,"9.734,33",,,,,,,,,,,,,,
BIRITINGA-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
BOA NOVA-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,,,BA,,,,"1.380,22",,,,,,-,,,,,,,"1.380,22",,,,,,,"9.734,33",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
BREJOES-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
BUERAREMA-BA,,,,,BA,,,,"1.437,73",,,,,,-,,,,,,,"1.437,73",,,,,,,"10.139,93",,,,,,,,,,,,,,
CAATIBA-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,,,BA,,,,"1.380,22",,,,,,-,,,,,,,"1.380,22",,,,,,,"9.734,33",,,,,,,,,,,,,,
CACHOEIRA-BA,,,,,BA,,,,"1.667,77",,,,,,-,,,,,,,"1.667,77",,,,,,,"11.762,34",,,,,,,,,,,,,,
CAEM-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
CAETANOS-BA,,,,,BA,,,,"1.265,21",,,,,,-,,,,,,,"1.265,21",,,,,,,"8.923,14",,,,,,,,,,,,,,
CAIRU-BA,,,,,BA,,,,"39.733,82",,,,,,"455.003,96",,,,,,,"494.737,78",,,,,,,"3.506.035,94",,,,,,,,,,,,,,
CAMACAN-BA,,,,,BA,,,,"1.610,26",,,,,,-,,,,,,,"1.610,26",,,,,,,"11.356,73",,,,,,,,,,,,,,
CAMACARI-BA,,,,,BA,,,,"309.054,66",,,,,,"209.564,26",,,,,,,"518.618,92",,,,,,,"3.198.878,98",,,,,,,,,,,,,,
CAMAMU-BA,,,,,BA,,,,"1.667,77",,,,,,-,,,,,,,"1.667,77",,,,,,,"11.762,34",,,,,,,,,,,,,,
CANAVIEIRAS-BA,,,,,BA,,,,"1.667,77",,,,,,-,,,,,,,"1.667,77",,,,,,,"11.762,34",,,,,,,,,,,,,,
CANDEAL-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
CANDEIAS-BA,,,,,BA,,,,"450.016,02",,,,,,"396.721,32",,,,,,,"846.737,34",,,,,,,"5.127.914,50",,,,,,,,,,,,,,
CANDIDO SALES-BA,,,,,BA,,,,"1.552,75",,,,,,-,,,,,,,"1.552,75",,,,,,,"10.951,13",,,,,,,,,,,,,,
CANSANCAO-BA,,,,,BA,,,,"1.667,77",,,,,,-,,,,,,,"1.667,77",,,,,,,"11.762,34",,,,,,,,,,,,,,
CANUDOS-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
CAPIM GROSSO-BA,,,,,BA,,,,"1.552,75",,,,,,-,,,,,,,"1.552,75",,,,,,,"10.951,13",,,,,,,,,,,,,,
CARAVELAS-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
CARDEAL DA SILVA-BA,,,,,BA,,,,"92.329,34",,,,,,"30.070,58",,,,,,,"122.399,92",,,,,,,"769.257,89",,,,,,,,,,,,,,
CASTRO ALVES-BA,,,,,BA,,,,"1.552,75",,,,,,-,,,,,,,"1.552,75",,,,,,,"10.951,13",,,,,,,,,,,,,,
CATU-BA,,,,,BA,,,,"256.404,76",,,,,,"131.355,86",,,,,,,"387.760,62",,,,,,,"2.287.285,08",,,,,,,,,,,,,,
CICERO DANTAS-BA,,,,,BA,,,,"1.667,77",,,,,,-,,,,,,,"1.667,77",,,,,,,"11.762,34",,,,,,,,,,,,,,
CIPO-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
COARACI-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,,,BA,,,,"1.380,22",,,,,,-,,,,,,,"1.380,22",,,,,,,"9.734,33",,,,,,,,,,,,,,
CONCEICAO DO COITE-BA,,,,,BA,,,,"1.897,81",,,,,,-,,,,,,,"1.897,81",,,,,,,"13.384,72",,,,,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,,,BA,,,,"1.610,26",,,,,,-,,,,,,,"1.610,26",,,,,,,"11.356,73",,,,,,,,,,,,,,
CONDE-BA,,,,,BA,,,,"3.908,25",,,,,,"1.556,39",,,,,,,"5.464,64",,,,,,,"32.345,76",,,,,,,,,,,,,,
CORACAO DE MARIA-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
CORONEL JOAO SA-BA,,,,,BA,,,,"1.380,22",,,,,,-,,,,,,,"1.380,22",,,,,,,"9.734,33",,,,,,,,,,,,,,
CRAVOLANDIA-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
CRISOPOLIS-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,,,BA,,,,"1.897,81",,,,,,-,,,,,,,"1.897,81",,,,,,,"13.384,72",,,,,,,,,,,,,,
DARIO MEIRA-BA,,,,,BA,,,,"1.265,21",,,,,,-,,,,,,,"1.265,21",,,,,,,"8.923,14",,,,,,,,,,,,,,
DIAS D'AVILA-BA,,,,,BA,,,,"1.955,32",,,,,,-,,,,,,,"1.955,32",,,,,,,"13.790,33",,,,,,,,,,,,,,
DOM MACEDO COSTA-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
ELISIO MEDRADO-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
ENCRUZILHADA-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
ENTRE RIOS-BA,,,,,BA,,,,"262.868,56",,,,,,"191.163,90",,,,,,,"454.032,46",,,,,,,"2.881.725,11",,,,,,,,,,,,,,
ESPLANADA-BA,,,,,BA,,,,"455.931,71",,,,,,"359.005,18",,,,,,,"814.936,89",,,,,,,"4.883.938,50",,,,,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,,,BA,,,,"1.897,81",,,,,,-,,,,,,,"1.897,81",,,,,,,"13.384,72",,,,,,,,,,,,,,
EUNAPOLIS-BA,,,,,BA,,,,"256.640,78",,,,,,"9.200,55",,,,,,,"265.841,33",,,,,,,"1.802.901,11",,,,,,,,,,,,,,
FATIMA-BA,,,,,BA,,,,"1.380,22",,,,,,-,,,,,,,"1.380,22",,,,,,,"9.734,33",,,,,,,,,,,,,,
FEIRA DE SANTANA-BA,,,,,BA,,,,"2.300,38",,,,,,-,,,,,,,"2.300,38",,,,,,,"16.223,92",,,,,,,,,,,,,,
FIRMINO ALVES-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
FLORESTA AZUL-BA,,,,,BA,,,,"1.207,70",,,,,,-,,,,,,,"1.207,70",,,,,,,"8.517,54",,,,,,,,,,,,,,
GANDU-BA,,,,,BA,,,,"1.610,26",,,,,,-,,,,,,,"1.610,26",,,,,,,"11.356,73",,,,,,,,,,,,,,
GAVIAO-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
GLORIA-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
GONGOGI-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,,,BA,,,,"1.437,73",,,,,,-,,,,,,,"1.437,73",,,,,,,"10.139,93",,,,,,,,,,,,,,
GUARATINGA-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
HELIOPOLIS-BA,,,,,BA,,,,"1.265,21",,,,,,-,,,,,,,"1.265,21",,,,,,,"8.923,14",,,,,,,,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
IACU-BA,,,,,BA,,,,"1.552,75",,,,,,-,,,,,,,"1.552,75",,,,,,,"10.951,13",,,,,,,,,,,,,,
IBICARAI-BA,,,,,BA,,,,"1.552,75",,,,,,-,,,,,,,"1.552,75",,,,,,,"10.951,13",,,,,,,,,,,,,,
IBICUI-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
IBIQUERA-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
IBIRAPITANGA-BA,,,,,BA,,,,"1.495,24",,,,,,-,,,,,,,"1.495,24",,,,,,,"10.545,54",,,,,,,,,,,,,,
IBIRAPUA-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
IBIRATAIA-BA,,,,,BA,,,,"1.437,73",,,,,,-,,,,,,,"1.437,73",,,,,,,"10.139,93",,,,,,,,,,,,,,
ICHU-BA,,,,,BA,,,,"1.150,19",,,,,,-,,,,,,,"1.150,19",,,,,,,"8.111,95",,,,,,,,,,,,,,
IGRAPIUNA-BA,,,,,BA,,,,"1.265,21",,,,,,-,,,,,,,"1.265,21",,,,,,,"8.923,14",,,,,,,,,,,,,,
IGUAI-BA,,,,,BA,,,,"1.552,75",,,,,,-,,,,,,,"1.552,75",,,,,,,"10.951,13",,,,,,,,,,,,,,
ILHEUS-BA,,,,,BA,,,,"2.300,38",,,,,,-,,,,,,,"2.300,38",,,,,,,"16.223,92",,,,,,,,,,,,,,
INHAMBUPE-BA,,,,,BA,,,,"2.526,83",,,,,,"408,79",,,,,,,"2.935,62",,,,,,,"20.452,42",,,,,,,,,,,,,,
IPECAETA-BA,,,,,BA,,,,"1.322,71",,,,,,-,,,,,,,"1.322,71",,,,,,,"9.328,73",,,,,,,,,,,,,,
