ANADIA-AL,,,,,,,,AL,,,,"462,99",,,,,,,-,,,,,,"462,99",,,,,,"1.007,86",,,,,,,,,,,,
ATALAIA-AL,,,,,,,,AL,,,,"598,03",,,,,,,-,,,,,,"598,03",,,,,,"1.301,83",,,,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,AL,,,,"443,69",,,,,,,-,,,,,,"443,69",,,,,,"965,86",,,,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,AL,,,,"385,82",,,,,,,-,,,,,,"385,82",,,,,,"839,88",,,,,,,,,,,,
BOCA DA MATA-AL,,,,,,,,AL,,,,"520,86",,,,,,,-,,,,,,"520,86",,,,,,"1.133,84",,,,,,,,,,,,
BRANQUINHA-AL,,,,,,,,AL,,,,"405,11",,,,,,,-,,,,,,"405,11",,,,,,"881,87",,,,,,,,,,,,
CAJUEIRO-AL,,,,,,,,AL,,,,"501,57",,,,,,,-,,,,,,"501,57",,,,,,"1.091,85",,,,,,,,,,,,
CAMPESTRE-AL,,,,,,,,AL,,,,"385,82",,,,,,,-,,,,,,"385,82",,,,,,"839,88",,,,,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,AL,,,,"617,32",,,,,,,-,,,,,,"617,32",,,,,,"1.343,82",,,,,,,,,,,,
CAPELA-AL,,,,,,,,AL,,,,"462,99",,,,,,,-,,,,,,"462,99",,,,,,"1.007,86",,,,,,,,,,,,
CHA PRETA-AL,,,,,,,,AL,,,,"385,82",,,,,,,-,,,,,,"385,82",,,,,,"839,88",,,,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,AL,,,,"501,57",,,,,,,-,,,,,,"501,57",,,,,,"1.091,85",,,,,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,AL,,,,"65.759,49",,,,,,,"326,16",,,,,,"66.085,65",,,,,,"146.455,43",,,,,,,,,,,,
CORURIPE-AL,,,,,,,,AL,,,,"1.172.862,10",,,,,,,"42.006,28",,,,,,"1.214.868,38",,,,,,"2.893.690,53",,,,,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,AL,,,,"13.956,50",,,,,,,"19.504,22",,,,,,"33.460,72",,,,,,"72.839,55",,,,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,AL,,,,"424,40",,,,,,,-,,,,,,"424,40",,,,,,"923,87",,,,,,,,,,,,
IBATEGUARA-AL,,,,,,,,AL,,,,"443,69",,,,,,,-,,,,,,"443,69",,,,,,"965,86",,,,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,AL,,,,"501,57",,,,,,,-,,,,,,"501,57",,,,,,"1.091,85",,,,,,,,,,,,
JACUIPE-AL,,,,,,,,AL,,,,"385,82",,,,,,,-,,,,,,"385,82",,,,,,"839,88",,,,,,,,,,,,
JAPARATINGA-AL,,,,,,,,AL,,,,"385,82",,,,,,,-,,,,,,"385,82",,,,,,"839,88",,,,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,AL,,,,"1.139,41",,,,,,,"300,30",,,,,,"1.439,71",,,,,,"2.817,89",,,,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,AL,,,,"501,57",,,,,,,-,,,,,,"501,57",,,,,,"1.091,85",,,,,,,,,,,,
JUNDIA-AL,,,,,,,,AL,,,,"385,82",,,,,,,-,,,,,,"385,82",,,,,,"839,88",,,,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,AL,,,,"501,57",,,,,,,-,,,,,,"501,57",,,,,,"1.091,85",,,,,,,,,,,,
MACEIO-AL,,,,,,,,AL,,,,"59.519,96",,,,,,,"17.017,55",,,,,,"76.537,51",,,,,,"158.943,25",,,,,,,,,,,,
MARAGOGI-AL,,,,,,,,AL,,,,"540,15",,,,,,,-,,,,,,"540,15",,,,,,"1.175,84",,,,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,AL,,,,"987.821,68",,,,,,,"26.721,72",,,,,,"1.014.543,40",,,,,,"2.147.035,87",,,,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,AL,,,,"501,57",,,,,,,-,,,,,,"501,57",,,,,,"1.091,85",,,,,,,,,,,,
