PORTALEGRE-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
PORTO DO MANGUE-RN,,,,,,,,,,RN,,,,"60.499,00",,,,,,,,"126.547,13",,,,,,"187.046,13",,,,,,,,,"984.966,74",,,,,,,,
RAFAEL FERNANDES-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
RAFAEL GODEIRO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
RIACHO DA CRUZ-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
RIACHO DE SANTANA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
RODOLFO FERNANDES-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SANTANA DO SERIDO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SAO FERNANDO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SAO FRANCISCO DO OESTE-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SAO JOAO DO SABUGI-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SAO JOSE DO SERIDO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SAO MIGUEL-RN,,,,,,,,,,RN,,,,"5.261,08",,,,,,,,-,,,,,,"5.261,08",,,,,,,,,"27.506,81",,,,,,,,
SAO RAFAEL-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SAO VICENTE-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SERRA DO MEL-RN,,,,,,,,,,RN,,,,"125.254,40",,,,,,,,"24.713,79",,,,,,"149.968,19",,,,,,,,,"764.676,97",,,,,,,,
SERRA NEGRA DO NORTE-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SERRINHA DOS PINTOS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
SEVERIANO MELO-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
TABOLEIRO GRANDE-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
TENENTE ANANIAS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
TENENTE LAURENTINO CRUZ-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
TIBAU-RN,,,,,,,,,,RN,,,,"60.499,00",,,,,,,,"10.427,97",,,,,,"70.926,97",,,,,,,,,"368.777,72",,,,,,,,
TIMBAUBA DOS BATISTAS-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
TRIUNFO POTIGUAR-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
UMARIZAL-RN,,,,,,,,,,RN,,,,"4.249,33",,,,,,,,-,,,,,,"4.249,33",,,,,,,,,"22.217,04",,,,,,,,
UPANEMA-RN,,,,,,,,,,RN,,,,"147.587,20",,,,,,,,"77.096,06",,,,,,"224.683,26",,,,,,,,,"1.160.559,61",,,,,,,,
VENHA-VER-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
VICOSA-RN,,,,,,,,,,RN,,,,"4.046,98",,,,,,,,-,,,,,,"4.046,98",,,,,,,,,"21.159,07",,,,,,,,
RIO GRANDE DO NORTE  TOTAL,,,,,,,,,,,,,,"14.447.529,50",,,,,,,,"4.357.825,98",,,,,,"18.805.355,48",,,,,,,,,"98.974.204,96",,,,,,,,
ARAMBARE-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
BARRA DO RIBEIRO-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
CAMAQUA-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
CANOAS-RS,,,,,,,,,,RS,,,,"1.038.503,20",,,,,,,,-,,,,,,"1.038.503,20",,,,,,,,,"5.674.231,57",,,,,,,,
CAPIVARI DO SUL-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
CIDREIRA-RS,,,,,,,,,,RS,,,,-,,,,,,,,"491.776,78",,,,,,"491.776,78",,,,,,,,,"2.926.307,52",,,,,,,,
ELDORADO DO SUL-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
GUAIBA-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
IMBE-RS,,,,,,,,,,RS,,,,-,,,,,,,,"491.776,78",,,,,,"491.776,78",,,,,,,,,"2.926.307,52",,,,,,,,
MOSTARDAS-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
OSORIO-RS,,,,,,,,,,RS,,,,"1.038.503,20",,,,,,,,"1.639.255,97",,,,,,"2.677.759,17",,,,,,,,,"15.441.395,95",,,,,,,,
PALMARES DO SUL-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
PELOTAS-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
PORTO ALEGRE-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
RIO GRANDE-RS,,,,,,,,,,RS,,,,"1.615.449,42",,,,,,,,"102.393,34",,,,,,"1.717.842,76",,,,,,,,,"9.355.951,11",,,,,,,,
SAO JOSE DO NORTE-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
SAO LOURENCO DO SUL-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
TAPES-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
TAVARES-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
TRAMANDAI-RS,,,,,,,,,,RS,,,,"1.615.449,42",,,,,,,,"655.702,38",,,,,,"2.271.151,80",,,,,,,,,"12.721.678,54",,,,,,,,
TURUCU-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
VIAMAO-RS,,,,,,,,,,RS,,,,-,,,,,,,,"9.599,36",,,,,,"9.599,36",,,,,,,,,"58.228,17",,,,,,,,
RIO GRANDE DO SUL  TOTAL,,,,,,,,,,,,,,"5.307.905,24",,,,,,,,"3.534.495,01",,,,,,"8.842.400,25",,,,,,,,,"49.977.522,93",,,,,,,,
ARAQUARI-SC,,,,,,,,,,SC,,,,-,,,,,,,,"421.648,90",,,,,,"421.648,90",,,,,,,,,"2.030.302,97",,,,,,,,
BALNEARIO BARRA DO SUL-SC,,,,,,,,,,SC,,,,-,,,,,,,,"421.648,90",,,,,,"421.648,90",,,,,,,,,"2.030.302,97",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
GARUVA-SC,,,,,,,,,,SC,,,,-,,,,,,,,"421.648,90",,,,,,"421.648,90",,,,,,,,,"2.030.302,97",,,,,,,,
ITAPOA-SC,,,,,,,,,,SC,,,,-,,,,,,,,"421.648,90",,,,,,"421.648,90",,,,,,,,,"2.030.302,97",,,,,,,,
JOINVILLE-SC,,,,,,,,,,SC,,,,-,,,,,,,,"421.648,90",,,,,,"421.648,90",,,,,,,,,"2.030.302,97",,,,,,,,
SAO FRANCISCO DO SUL-SC,,,,,,,,,,SC,,,,"1.615.449,42",,,,,,,,"1.405.496,36",,,,,,"3.020.945,78",,,,,,,,,"15.587.611,84",,,,,,,,
SANTA CATARINA  TOTAL,,,,,,,,,,,,,,"1.615.449,42",,,,,,,,"3.513.740,86",,,,,,"5.129.190,28",,,,,,,,,"25.739.126,69",,,,,,,,
AMPARO DE SAO FRANCISCO-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
AQUIDABA-SE,,,,,,,,,,SE,,,,"6.052,58",,,,,,,,-,,,,,,"6.052,58",,,,,,,,,"31.264,00",,,,,,,,
ARACAJU-SE,,,,,,,,,,SE,,,,"1.850.334,89",,,,,,,,"455.529,88",,,,,,"2.305.864,77",,,,,,,,,"12.809.971,66",,,,,,,,
ARAUA-SE,,,,,,,,,,SE,,,,"4.888,62",,,,,,,,-,,,,,,"4.888,62",,,,,,,,,"25.251,68",,,,,,,,
AREIA BRANCA-SE,,,,,,,,,,SE,,,,"7.621,42",,,,,,,,"1.312,20",,,,,,"8.933,62",,,,,,,,,"46.967,90",,,,,,,,
BARRA DOS COQUEIROS-SE,,,,,,,,,,SE,,,,"89.980,17",,,,,,,,"140.194,82",,,,,,"230.174,99",,,,,,,,,"1.400.910,07",,,,,,,,
BOQUIM-SE,,,,,,,,,,SE,,,,"6.285,38",,,,,,,,-,,,,,,"6.285,38",,,,,,,,,"32.466,47",,,,,,,,
BREJO GRANDE-SE,,,,,,,,,,SE,,,,"110.999,95",,,,,,,,"7.986,79",,,,,,"118.986,74",,,,,,,,,"634.550,98",,,,,,,,
CAMPO DO BRITO-SE,,,,,,,,,,SE,,,,"5.587,00",,,,,,,,-,,,,,,"5.587,00",,,,,,,,,"28.859,08",,,,,,,,
CANHOBA-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
CANINDE DE SAO FRANCISCO-SE,,,,,,,,,,SE,,,,"6.285,38",,,,,,,,-,,,,,,"6.285,38",,,,,,,,,"32.466,47",,,,,,,,
CAPELA-SE,,,,,,,,,,SE,,,,"19.312,50",,,,,,,,"8.252,34",,,,,,"27.564,84",,,,,,,,,"145.239,62",,,,,,,,
CARIRA-SE,,,,,,,,,,SE,,,,"6.052,58",,,,,,,,-,,,,,,"6.052,58",,,,,,,,,"31.264,00",,,,,,,,
CARMOPOLIS-SE,,,,,,,,,,SE,,,,"2.232.130,09",,,,,,,,"634.391,17",,,,,,"2.866.521,26",,,,,,,,,"15.131.422,84",,,,,,,,
CEDRO DE SAO JOAO-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
CRISTINAPOLIS-SE,,,,,,,,,,SE,,,,"5.587,00",,,,,,,,-,,,,,,"5.587,00",,,,,,,,,"28.859,08",,,,,,,,
CUMBE-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
DIVINA PASTORA-SE,,,,,,,,,,SE,,,,"327.314,14",,,,,,,,"195.644,05",,,,,,"522.958,19",,,,,,,,,"2.702.660,32",,,,,,,,
ESTANCIA-SE,,,,,,,,,,SE,,,,"113.308,37",,,,,,,,"179.327,12",,,,,,"292.635,49",,,,,,,,,"1.470.589,24",,,,,,,,
FEIRA NOVA-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
FREI PAULO-SE,,,,,,,,,,SE,,,,"5.121,42",,,,,,,,-,,,,,,"5.121,42",,,,,,,,,"26.454,15",,,,,,,,
GARARU-SE,,,,,,,,,,SE,,,,"4.888,62",,,,,,,,-,,,,,,"4.888,62",,,,,,,,,"25.251,68",,,,,,,,
GENERAL MAYNARD-SE,,,,,,,,,,SE,,,,"6.459,34",,,,,,,,"1.352,63",,,,,,"7.811,97",,,,,,,,,"40.142,20",,,,,,,,
GRACHO CARDOSO-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
ILHA DAS FLORES-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
INDIAROBA-SE,,,,,,,,,,SE,,,,"5.354,21",,,,,,,,-,,,,,,"5.354,21",,,,,,,,,"27.656,61",,,,,,,,
ITABAIANA-SE,,,,,,,,,,SE,,,,"8.380,50",,,,,,,,-,,,,,,"8.380,50",,,,,,,,,"43.288,62",,,,,,,,
ITABAIANINHA-SE,,,,,,,,,,SE,,,,"6.983,75",,,,,,,,-,,,,,,"6.983,75",,,,,,,,,"36.073,84",,,,,,,,
ITABI-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
ITAPORANGA D'AJUDA-SE,,,,,,,,,,SE,,,,"93.312,77",,,,,,,,"240.125,22",,,,,,"333.437,99",,,,,,,,,"2.131.334,06",,,,,,,,
JAPARATUBA-SE,,,,,,,,,,SE,,,,"2.313.949,04",,,,,,,,"496.877,47",,,,,,"2.810.826,51",,,,,,,,,"14.827.517,40",,,,,,,,
JAPOATA-SE,,,,,,,,,,SE,,,,"5.121,42",,,,,,,,-,,,,,,"5.121,42",,,,,,,,,"26.454,15",,,,,,,,
LAGARTO-SE,,,,,,,,,,SE,,,,"8.380,50",,,,,,,,-,,,,,,"8.380,50",,,,,,,,,"43.288,62",,,,,,,,
LARANJEIRAS-SE,,,,,,,,,,SE,,,,"6.285,38",,,,,,,,-,,,,,,"6.285,38",,,,,,,,,"32.466,47",,,,,,,,
MACAMBIRA-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
MALHADA DOS BOIS-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
MALHADOR-SE,,,,,,,,,,SE,,,,"5.121,42",,,,,,,,-,,,,,,"5.121,42",,,,,,,,,"26.454,15",,,,,,,,
MARUIM-SE,,,,,,,,,,SE,,,,"130.143,03",,,,,,,,"25.990,21",,,,,,"156.133,24",,,,,,,,,"789.803,13",,,,,,,,
MOITA BONITA-SE,,,,,,,,,,SE,,,,"4.888,62",,,,,,,,-,,,,,,"4.888,62",,,,,,,,,"25.251,68",,,,,,,,
MONTE ALEGRE DE SERGIPE-SE,,,,,,,,,,SE,,,,"5.121,42",,,,,,,,-,,,,,,"5.121,42",,,,,,,,,"26.454,15",,,,,,,,
MURIBECA-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
NEOPOLIS-SE,,,,,,,,,,SE,,,,"5.819,79",,,,,,,,-,,,,,,"5.819,79",,,,,,,,,"30.061,54",,,,,,,,
NOSSA SENHORA APARECIDA-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
NOSSA SENHORA DA GLORIA-SE,,,,,,,,,,SE,,,,"6.750,96",,,,,,,,-,,,,,,"6.750,96",,,,,,,,,"34.871,39",,,,,,,,
NOSSA SENHORA DAS DORES-SE,,,,,,,,,,SE,,,,"6.285,38",,,,,,,,-,,,,,,"6.285,38",,,,,,,,,"32.466,47",,,,,,,,
NOSSA SENHORA DE LOURDES-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
NOSSA SENHORA DO SOCORRO-SE,,,,,,,,,,SE,,,,"9.311,67",,,,,,,,-,,,,,,"9.311,67",,,,,,,,,"48.098,48",,,,,,,,
PACATUBA-SE,,,,,,,,,,SE,,,,"170.052,37",,,,,,,,"6.861,56",,,,,,"176.913,93",,,,,,,,,"895.505,23",,,,,,,,
PEDRA MOLE-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
PEDRINHAS-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
PINHAO-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
PIRAMBU-SE,,,,,,,,,,SE,,,,"1.787.001,07",,,,,,,,"30.889,76",,,,,,"1.817.890,83",,,,,,,,,"9.700.626,04",,,,,,,,
POCO REDONDO-SE,,,,,,,,,,SE,,,,"6.518,17",,,,,,,,-,,,,,,"6.518,17",,,,,,,,,"33.668,93",,,,,,,,
Superintendência de Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
POCO VERDE-SE,,,,,,,,,,SE,,,,"6.052,58",,,,,,,,-,,,,,,"6.052,58",,,,,,,,,"31.264,00",,,,,,,,
PORTO DA FOLHA-SE,,,,,,,,,,SE,,,,"6.285,38",,,,,,,,-,,,,,,"6.285,38",,,,,,,,,"32.466,47",,,,,,,,
PROPRIA-SE,,,,,,,,,,SE,,,,"6.518,17",,,,,,,,-,,,,,,"6.518,17",,,,,,,,,"33.668,93",,,,,,,,
RIACHAO DO DANTAS-SE,,,,,,,,,,SE,,,,"5.819,79",,,,,,,,-,,,,,,"5.819,79",,,,,,,,,"30.061,54",,,,,,,,
RIACHUELO-SE,,,,,,,,,,SE,,,,"170.539,28",,,,,,,,"45.390,33",,,,,,"215.929,61",,,,,,,,,"1.099.494,05",,,,,,,,
RIBEIROPOLIS-SE,,,,,,,,,,SE,,,,"5.587,00",,,,,,,,-,,,,,,"5.587,00",,,,,,,,,"28.859,08",,,,,,,,
ROSARIO DO CATETE-SE,,,,,,,,,,SE,,,,"243.418,64",,,,,,,,"134.046,97",,,,,,"377.465,61",,,,,,,,,"1.867.745,95",,,,,,,,
SALGADO-SE,,,,,,,,,,SE,,,,"5.819,79",,,,,,,,-,,,,,,"5.819,79",,,,,,,,,"30.061,54",,,,,,,,
SANTA LUZIA DO ITANHY-SE,,,,,,,,,,SE,,,,"5.121,42",,,,,,,,-,,,,,,"5.121,42",,,,,,,,,"26.454,15",,,,,,,,
SANTA ROSA DE LIMA-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
SANTANA DO SAO FRANCISCO-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
SANTO AMARO DAS BROTAS-SE,,,,,,,,,,SE,,,,"144.483,86",,,,,,,,"36.421,91",,,,,,"180.905,77",,,,,,,,,"904.344,83",,,,,,,,
SAO CRISTOVAO-SE,,,,,,,,,,SE,,,,"111.784,35",,,,,,,,"6.030,58",,,,,,"117.814,93",,,,,,,,,"643.296,63",,,,,,,,
SAO DOMINGOS-SE,,,,,,,,,,SE,,,,"4.888,62",,,,,,,,-,,,,,,"4.888,62",,,,,,,,,"25.251,68",,,,,,,,
SAO FRANCISCO-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
SAO MIGUEL DO ALEIXO-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
SIMAO DIAS-SE,,,,,,,,,,SE,,,,"6.983,75",,,,,,,,-,,,,,,"6.983,75",,,,,,,,,"36.073,84",,,,,,,,
SIRIRI-SE,,,,,,,,,,SE,,,,"234.421,37",,,,,,,,"89.685,62",,,,,,"324.106,99",,,,,,,,,"1.720.658,33",,,,,,,,
TELHA-SE,,,,,,,,,,SE,,,,"4.655,83",,,,,,,,-,,,,,,"4.655,83",,,,,,,,,"24.049,22",,,,,,,,
TOBIAS BARRETO-SE,,,,,,,,,,SE,,,,"7.449,33",,,,,,,,-,,,,,,"7.449,33",,,,,,,,,"38.478,77",,,,,,,,
TOMAR DO GERU-SE,,,,,,,,,,SE,,,,"5.121,42",,,,,,,,-,,,,,,"5.121,42",,,,,,,,,"26.454,15",,,,,,,,
UMBAUBA-SE,,,,,,,,,,SE,,,,"6.052,58",,,,,,,,-,,,,,,"6.052,58",,,,,,,,,"31.264,00",,,,,,,,
SERGIPE  TOTAL,,,,,,,,,,,,,,"10.467.110,68",,,,,,,,"2.736.310,63",,,,,,"13.203.421,31",,,,,,,,,"70.566.863,97",,,,,,,,
APARECIDA-SP,,,,,,,,,,SP,,,,"15.253,28",,,,,,,,-,,,,,,"15.253,28",,,,,,,,,"63.769,92",,,,,,,,
ARAPEI-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
AREIAS-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
ARUJA-SP,,,,,,,,,,SP,,,,"18.409,13",,,,,,,,-,,,,,,"18.409,13",,,,,,,,,"76.963,72",,,,,,,,
BANANAL-SP,,,,,,,,,,SP,,,,"11.045,47",,,,,,,,-,,,,,,"11.045,47",,,,,,,,,"46.178,17",,,,,,,,
BARRA DO TURVO-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
BARUERI-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
BERTIOGA-SP,,,,,,,,,,SP,,,,"420.216,15",,,,,,,,"2.941.961,19",,,,,,"3.362.177,34",,,,,,,,,"16.574.635,68",,,,,,,,
BIRITIBA-MIRIM-SP,,,,,,,,,,SP,,,,"14.727,31",,,,,,,,-,,,,,,"14.727,31",,,,,,,,,"61.570,96",,,,,,,,
CACAPAVA-SP,,,,,,,,,,SP,,,,"18.935,11",,,,,,,,-,,,,,,"18.935,11",,,,,,,,,"79.162,66",,,,,,,,
CACHOEIRA PAULISTA-SP,,,,,,,,,,SP,,,,"14.727,31",,,,,,,,-,,,,,,"14.727,31",,,,,,,,,"61.570,96",,,,,,,,
CAIEIRAS-SP,,,,,,,,,,SP,,,,"18.935,11",,,,,,,,-,,,,,,"18.935,11",,,,,,,,,"79.162,66",,,,,,,,
CAJAMAR-SP,,,,,,,,,,SP,,,,"17.883,16",,,,,,,,-,,,,,,"17.883,16",,,,,,,,,"74.764,74",,,,,,,,
CAJATI-SP,,,,,,,,,,SP,,,,"14.727,31",,,,,,,,-,,,,,,"14.727,31",,,,,,,,,"61.570,96",,,,,,,,
CAMPOS DO JORDAO-SP,,,,,,,,,,SP,,,,"16.305,24",,,,,,,,-,,,,,,"16.305,24",,,,,,,,,"68.167,85",,,,,,,,
CANANEIA-SP,,,,,,,,,,SP,,,,"298.217,91",,,,,,,,"113.527,54",,,,,,"411.745,45",,,,,,,,,"1.895.383,02",,,,,,,,
CANAS-SP,,,,,,,,,,SP,,,,"10.519,50",,,,,,,,-,,,,,,"10.519,50",,,,,,,,,"43.979,23",,,,,,,,
CARAGUATATUBA-SP,,,,,,,,,,SP,,,,"2.102.822,14",,,,,,,,"4.265.137,79",,,,,,"6.367.959,93",,,,,,,,,"32.114.002,36",,,,,,,,
CARAPICUIBA-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
COTIA-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
CRUZEIRO-SP,,,,,,,,,,SP,,,,"18.409,13",,,,,,,,-,,,,,,"18.409,13",,,,,,,,,"76.963,72",,,,,,,,
CUBATAO-SP,,,,,,,,,,SP,,,,"2.615.343,34",,,,,,,,"166.908,36",,,,,,"2.782.251,70",,,,,,,,,"13.987.380,49",,,,,,,,
CUNHA-SP,,,,,,,,,,SP,,,,"13.675,36",,,,,,,,-,,,,,,"13.675,36",,,,,,,,,"57.173,05",,,,,,,,
DIADEMA-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
ELDORADO-SP,,,,,,,,,,SP,,,,"12.097,43",,,,,,,,-,,,,,,"12.097,43",,,,,,,,,"50.576,13",,,,,,,,
EMBU-GUACU-SP,,,,,,,,,,SP,,,,"17.357,19",,,,,,,,-,,,,,,"17.357,19",,,,,,,,,"72.565,79",,,,,,,,
EMBU-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
FERRAZ DE VASCONCELOS-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
FRANCISCO MORATO-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
FRANCO DA ROCHA-SP,,,,,,,,,,SP,,,,"20.513,03",,,,,,,,-,,,,,,"20.513,03",,,,,,,,,"85.759,55",,,,,,,,
GUARAREMA-SP,,,,,,,,,,SP,,,,"1.052.704,53",,,,,,,,"5.649.696,52",,,,,,"6.702.401,05",,,,,,,,,"34.370.205,24",,,,,,,,
GUARATINGUETA-SP,,,,,,,,,,SP,,,,"19.987,07",,,,,,,,-,,,,,,"19.987,07",,,,,,,,,"83.560,60",,,,,,,,
GUARUJA-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,66",,,,,,,,
GUARULHOS-SP,,,,,,,,,,SP,,,,"21.039,01",,,,,,,,-,,,,,,"21.039,01",,,,,,,,,"87.958,53",,,,,,,,
