ANADIA-AL,,,,,,,,,AL,,"687,83",,,,,,-,,,,,,,"687,83",,,,,,"3.688,25",,,,,,,,,,
ATALAIA-AL,,,,,,,,,AL,,"888,45",,,,,,-,,,,,,,"888,45",,,,,,"4.764,01",,,,,,,,,,
BARRA DE SANTO ANTONIO-AL,,,,,,,,,AL,,"659,17",,,,,,-,,,,,,,"659,17",,,,,,"3.534,57",,,,,,,,,,
BARRA DE SAO MIGUEL-AL,,,,,,,,,AL,,"573,19",,,,,,-,,,,,,,"573,19",,,,,,"3.073,53",,,,,,,,,,
BOCA DA MATA-AL,,,,,,,,,AL,,"773,81",,,,,,-,,,,,,,"773,81",,,,,,"4.149,28",,,,,,,,,,
BRANQUINHA-AL,,,,,,,,,AL,,"601,85",,,,,,-,,,,,,,"601,85",,,,,,"3.227,21",,,,,,,,,,
CAJUEIRO-AL,,,,,,,,,AL,,"745,15",,,,,,-,,,,,,,"745,15",,,,,,"3.995,60",,,,,,,,,,
CAMPESTRE-AL,,,,,,,,,AL,,"573,19",,,,,,-,,,,,,,"573,19",,,,,,"3.073,53",,,,,,,,,,
CAMPO ALEGRE-AL,,,,,,,,,AL,,"917,11",,,,,,-,,,,,,,"917,11",,,,,,"4.917,68",,,,,,,,,,
CAPELA-AL,,,,,,,,,AL,,"687,83",,,,,,-,,,,,,,"687,83",,,,,,"3.688,25",,,,,,,,,,
CHA PRETA-AL,,,,,,,,,AL,,"573,19",,,,,,-,,,,,,,"573,19",,,,,,"3.073,53",,,,,,,,,,
COLONIA LEOPOLDINA-AL,,,,,,,,,AL,,"745,15",,,,,,-,,,,,,,"745,15",,,,,,"3.995,60",,,,,,,,,,
COQUEIRO SECO-AL,,,,,,,,,AL,,"93.618,72",,,,,,"415,95",,,,,,,"94.034,67",,,,,,"855.604,38",,,,,,,,,,
CORURIPE-AL,,,,,,,,,AL,,"1.763.524,84",,,,,,"71.139,93",,,,,,,"1.834.664,77",,,,,,"14.068.761,53",,,,,,,,,,
FELIZ DESERTO-AL,,,,,,,,,AL,,"20.734,40",,,,,,"28.976,32",,,,,,,"49.710,72",,,,,,"266.555,52",,,,,,,,,,
FLEXEIRAS-AL,,,,,,,,,AL,,"630,51",,,,,,-,,,,,,,"630,51",,,,,,"3.380,89",,,,,,,,,,
IBATEGUARA-AL,,,,,,,,,AL,,"659,17",,,,,,-,,,,,,,"659,17",,,,,,"3.534,57",,,,,,,,,,
IGREJA NOVA-AL,,,,,,,,,AL,,"745,15",,,,,,-,,,,,,,"745,15",,,,,,"3.995,60",,,,,,,,,,
JACUIPE-AL,,,,,,,,,AL,,"573,19",,,,,,-,,,,,,,"573,19",,,,,,"3.073,53",,,,,,,,,,
JAPARATINGA-AL,,,,,,,,,AL,,"573,19",,,,,,-,,,,,,,"573,19",,,,,,"3.073,53",,,,,,,,,,
JEQUIA DA PRAIA-AL,,,,,,,,,AL,,"3.245,71",,,,,,"1.098,38",,,,,,,"4.344,09",,,,,,"40.964,20",,,,,,,,,,
JOAQUIM GOMES-AL,,,,,,,,,AL,,"745,15",,,,,,-,,,,,,,"745,15",,,,,,"3.995,60",,,,,,,,,,
JUNDIA-AL,,,,,,,,,AL,,"573,19",,,,,,-,,,,,,,"573,19",,,,,,"3.073,53",,,,,,,,,,
JUNQUEIRO-AL,,,,,,,,,AL,,"745,15",,,,,,-,,,,,,,"745,15",,,,,,"3.995,60",,,,,,,,,,
MACEIO-AL,,,,,,,,,AL,,"113.078,66",,,,,,"27.984,63",,,,,,,"141.063,29",,,,,,"1.266.284,34",,,,,,,,,,
MARAGOGI-AL,,,,,,,,,AL,,"802,47",,,,,,-,,,,,,,"802,47",,,,,,"4.302,97",,,,,,,,,,
MARECHAL DEODORO-AL,,,,,,,,,AL,,"52.156,08",,,,,,"42.991,89",,,,,,,"95.147,97",,,,,,"1.170.600,64",,,,,,,,,,
MATRIZ DE CAMARAGIBE-AL,,,,,,,,,AL,,"745,15",,,,,,-,,,,,,,"745,15",,,,,,"3.995,60",,,,,,,,,,
MESSIAS-AL,,,,,,,,,AL,,"659,17",,,,,,-,,,,,,,"659,17",,,,,,"3.534,57",,,,,,,,,,
MURICI-AL,,,,,,,,,AL,,"3.752,20",,,,,,"1.921,06",,,,,,,"5.673,26",,,,,,"9.958,56",,,,,,,,,,
NOVO LINO-AL,,,,,,,,,AL,,"630,51",,,,,,-,,,,,,,"630,51",,,,,,"3.380,89",,,,,,,,,,
PARIPUEIRA-AL,,,,,,,,,AL,,"601,85",,,,,,"9.971,71",,,,,,,"10.573,56",,,,,,"88.907,77",,,,,,,,,,
PASSO DE CAMARAGIBE-AL,,,,,,,,,AL,,"659,17",,,,,,-,,,,,,,"659,17",,,,,,"3.534,57",,,,,,,,,,
PIACABUCU-AL,,,,,,,,,AL,,"687,83",,,,,,-,,,,,,,"687,83",,,,,,"3.688,25",,,,,,,,,,
PILAR-AL,,,,,,,,,AL,,"125.176,79",,,,,,"80.195,78",,,,,,,"205.372,57",,,,,,"2.719.682,65",,,,,,,,,,
PINDOBA-AL,,,,,,,,,AL,,"573,19",,,,,,-,,,,,,,"573,19",,,,,,"3.073,53",,,,,,,,,,
PORTO CALVO-AL,,,,,,,,,AL,,"773,81",,,,,,-,,,,,,,"773,81",,,,,,"4.149,28",,,,,,,,,,
PORTO DE PEDRAS-AL,,,,,,,,,AL,,"573,19",,,,,,-,,,,,,,"573,19",,,,,,"3.073,53",,,,,,,,,,
PORTO REAL DO COLEGIO-AL,,,,,,,,,AL,,"716,49",,,,,,-,,,,,,,"716,49",,,,,,"3.841,92",,,,,,,,,,
RIO LARGO-AL,,,,,,,,,AL,,"5.962,53",,,,,,"3.217,32",,,,,,,"9.179,85",,,,,,"90.614,76",,,,,,,,,,
ROTEIRO-AL,,,,,,,,,AL,,"94.561,37",,,,,,"1.443,39",,,,,,,"96.004,76",,,,,,"871.203,25",,,,,,,,,,
SANTA LUZIA DO NORTE-AL,,,,,,,,,AL,,"93.501,86",,,,,,"331,96",,,,,,,"93.833,82",,,,,,"855.068,19",,,,,,,,,,
SANTANA DO MUNDAU-AL,,,,,,,,,AL,,"601,85",,,,,,-,,,,,,,"601,85",,,,,,"3.227,21",,,,,,,,,,
SAO JOSE DA LAJE-AL,,,,,,,,,AL,,"745,15",,,,,,-,,,,,,,"745,15",,,,,,"3.995,60",,,,,,,,,,
SAO LUIS DO QUITUNDE-AL,,,,,,,,,AL,,"831,13",,,,,,-,,,,,,,"831,13",,,,,,"4.456,66",,,,,,,,,,
