BAIXA GRANDE-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
BANZAE-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
BARRA DO CHOCA-BA,,,BA,,,,"47,70",,,,,,-,,,,,"47,70",,,,,"47,70",,,,,,,,,,,
BELO CAMPO-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
BIRITINGA-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
BOA NOVA-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
BOA VISTA DO TUPIM-BA,,,BA,,,,"39,75",,,,,,-,,,,,"39,75",,,,,"39,75",,,,,,,,,,,
BOM JESUS DA SERRA-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
BREJOES-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
CAATIBA-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
CABACEIRAS DO PARAGUACU-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
CACHOEIRA-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
CAEM-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
CAETANOS-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
CAMACARI-BA,,,BA,,,,"23.136,46",,,,,,-,,,,,"23.136,46",,,,,"23.136,46",,,,,,,,,,,
CANDEAL-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
CANDEIAS-BA,,,BA,,,,"308.652,10",,,,,,"121.734,95",,,,,"430.387,05",,,,,"430.387,05",,,,,,,,,,,
CANDIDO SALES-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
CANSANCAO-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
CANUDOS-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
CAPELA DO ALTO ALEGRE-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
CAPIM GROSSO-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
CARAVELAS-BA,,,BA,,,,"23.074,45",,,,,,-,,,,,"23.074,45",,,,,"23.074,45",,,,,,,,,,,
CARDEAL DA SILVA-BA,,,BA,,,,"57.718,53",,,,,,"22.326,70",,,,,"80.045,23",,,,,"80.045,23",,,,,,,,,,,
CASTRO ALVES-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
CATU-BA,,,BA,,,,"85.389,65",,,,,,"161.272,11",,,,,"246.661,76",,,,,"246.661,76",,,,,,,,,,,
CICERO DANTAS-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
CIPO-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
CONCEICAO DA FEIRA-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
CONCEICAO DO ALMEIDA-BA,,,BA,,,,"39,75",,,,,,-,,,,,"39,75",,,,,"39,75",,,,,,,,,,,
CONCEICAO DO COITE-BA,,,BA,,,,"50,88",,,,,,-,,,,,"50,88",,,,,"50,88",,,,,,,,,,,
CONCEICAO DO JACUIPE-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
CONDE-BA,,,BA,,,,"39,75",,,,,,-,,,,,"39,75",,,,,"39,75",,,,,,,,,,,
CORACAO DE MARIA-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
CORONEL JOAO SA-BA,,,BA,,,,"39,75",,,,,,-,,,,,"39,75",,,,,"39,75",,,,,,,,,,,
CRAVOLANDIA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
CRISOPOLIS-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
CRUZ DAS ALMAS-BA,,,BA,,,,"50,88",,,,,,-,,,,,"50,88",,,,,"50,88",,,,,,,,,,,
DARIO MEIRA-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
DIAS D'AVILA-BA,,,BA,,,,"47,70",,,,,,-,,,,,"47,70",,,,,"47,70",,,,,,,,,,,
DOM MACEDO COSTA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
ELISIO MEDRADO-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
ENCRUZILHADA-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
ENTRE RIOS-BA,,,BA,,,,"171.335,61",,,,,,"95.621,03",,,,,"266.956,64",,,,,"266.956,64",,,,,,,,,,,
ESPLANADA-BA,,,BA,,,,"213.381,21",,,,,,"122.754,80",,,,,"336.136,01",,,,,"336.136,01",,,,,,,,,,,
EUCLIDES DA CUNHA-BA,,,BA,,,,"50,88",,,,,,-,,,,,"50,88",,,,,"50,88",,,,,,,,,,,
FATIMA-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
FEIRA DE SANTANA-BA,,,BA,,,,"63,60",,,,,,-,,,,,"63,60",,,,,"63,60",,,,,,,,,,,
GAVIAO-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
GLORIA-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
GOVERNADOR MANGABEIRA-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
HELIOPOLIS-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
IACU-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
IBIQUERA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
ICHU-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
INHAMBUPE-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
IPECAETA-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
IPIRA-BA,,,BA,,,,"52,47",,,,,,-,,,,,"52,47",,,,,"52,47",,,,,,,,,,,
IRAJUBA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
IRARA-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
ITABERABA-BA,,,BA,,,,"52,47",,,,,,-,,,,,"52,47",,,,,"52,47",,,,,,,,,,,
ITAGI-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
ITAMBE-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
ITANAGRA-BA,,,BA,,,,"32.174,73",,,,,,"5.793,30",,,,,"37.968,03",,,,,"37.968,03",,,,,,,,,,,
ITAPARICA-BA,,,BA,,,,"1.067,08",,,,,,"1.481,73",,,,,"2.548,81",,,,,"2.548,81",,,,,,,,,,,
ITAPETINGA-BA,,,BA,,,,"50,88",,,,,,-,,,,,"50,88",,,,,"50,88",,,,,,,,,,,
ITAPICURU-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ITAQUARA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
ITARANTIM-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
ITATIM-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
ITIRUCU-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
ITIUBA-BA,,,BA,,,,"46,11",,,,,,-,,,,,"46,11",,,,,"46,11",,,,,,,,,,,
JACOBINA-BA,,,BA,,,,"57,24",,,,,,-,,,,,"57,24",,,,,"57,24",,,,,,,,,,,
JAGUAQUARA-BA,,,BA,,,,"49,29",,,,,,-,,,,,"49,29",,,,,"49,29",,,,,,,,,,,
JAGUARIPE-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
JANDAIRA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
JEQUIE-BA,,,BA,,,,"63,60",,,,,,-,,,,,"63,60",,,,,"63,60",,,,,,,,,,,
JEREMOABO-BA,,,BA,,,,"46,11",,,,,,-,,,,,"46,11",,,,,"46,11",,,,,,,,,,,
JIQUIRICA-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
JITAUNA-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
LAFAIETE COUTINHO-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
LAJE-BA,,,BA,,,,"39,75",,,,,,-,,,,,"39,75",,,,,"39,75",,,,,,,,,,,
LAJEDINHO-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
LAJEDO DO TABOCAL-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
LAMARAO-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
LAURO DE FREITAS-BA,,,BA,,,,"58,83",,,,,,-,,,,,"58,83",,,,,"58,83",,,,,,,,,,,
MACAJUBA-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
MACARANI-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
MADRE DE DEUS-BA,,,BA,,,,"207.257,27",,,,,,"250.267,21",,,,,"457.524,48",,,,,"457.524,48",,,,,,,,,,,
MAIQUINIQUE-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
MAIRI-BA,,,BA,,,,"39,75",,,,,,-,,,,,"39,75",,,,,"39,75",,,,,,,,,,,
MANOEL VITORINO-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
MARACAS-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
MARAGOGIPE-BA,,,BA,,,,"46,11",,,,,,-,,,,,"46,11",,,,,"46,11",,,,,,,,,,,
MARCIONILIO SOUZA-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
MATA DE SAO JOAO-BA,,,BA,,,,"84.797,40",,,,,,"35.512,43",,,,,"120.309,83",,,,,"120.309,83",,,,,,,,,,,
MIGUEL CALMON-BA,,,BA,,,,"46,11",,,,,,-,,,,,"46,11",,,,,"46,11",,,,,,,,,,,
MILAGRES-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
MIRANTE-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
MONTE SANTO-BA,,,BA,,,,"50,88",,,,,,-,,,,,"50,88",,,,,"50,88",,,,,,,,,,,
MUNDO NOVO-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
MUNIZ FERREIRA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
MURITIBA-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
MUTUIPE-BA,,,BA,,,,"39,75",,,,,,-,,,,,"39,75",,,,,"39,75",,,,,,,,,,,
NAZARE-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
NORDESTINA-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
NOVA CANAA-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
NOVA FATIMA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
NOVA ITARANA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
NOVA SOURE-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
NOVO TRIUNFO-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
OLINDINA-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
OURICANGAS-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
OUROLANDIA-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
PARIPIRANGA-BA,,,BA,,,,"42,93",,,,,,-,,,,,"42,93",,,,,"42,93",,,,,,,,,,,
PAULO AFONSO-BA,,,BA,,,,"57,24",,,,,,-,,,,,"57,24",,,,,"57,24",,,,,,,,,,,
Superintendência de Controle das Participações Governamentais,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PE DE SERRA-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
PEDRAO-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
PEDRO ALEXANDRE-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
PINTADAS-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
PIRITIBA-BA,,,BA,,,,"39,75",,,,,,-,,,,,"39,75",,,,,"39,75",,,,,,,,,,,
PLANALTINO-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
PLANALTO-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
POCOES-BA,,,BA,,,,"47,70",,,,,,-,,,,,"47,70",,,,,"47,70",,,,,,,,,,,
POJUCA-BA,,,BA,,,,"271.547,95",,,,,,"177.096,57",,,,,"448.644,52",,,,,"448.644,52",,,,,,,,,,,
QUEIMADAS-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
QUIJINGUE-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
QUIXABEIRA-BA,,,BA,,,,"36,57",,,,,,-,,,,,"36,57",,,,,"36,57",,,,,,,,,,,
RAFAEL JAMBEIRO-BA,,,BA,,,,"41,34",,,,,,-,,,,,"41,34",,,,,"41,34",,,,,,,,,,,
RETIROLANDIA-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
RIACHAO DO JACUIPE-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
RIBEIRA DO AMPARO-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
RIBEIRA DO POMBAL-BA,,,BA,,,,"49,29",,,,,,-,,,,,"49,29",,,,,"49,29",,,,,,,,,,,
RIBEIRAO DO LARGO-BA,,,BA,,,,"34,98",,,,,,-,,,,,"34,98",,,,,"34,98",,,,,,,,,,,
RIO REAL-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
RUY BARBOSA-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
SALINAS DA MARGARIDA-BA,,,BA,,,,"889,23",,,,,,"1.481,73",,,,,"2.370,96",,,,,"2.370,96",,,,,,,,,,,
SALVADOR-BA,,,BA,,,,"1.778,47",,,,,,"56.767,39",,,,,"58.545,86",,,,,"58.545,86",,,,,,,,,,,
SANTA BARBARA-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
SANTA BRIGIDA-BA,,,BA,,,,"38,16",,,,,,-,,,,,"38,16",,,,,"38,16",,,,,,,,,,,
SANTA INES-BA,,,BA,,,,"33,39",,,,,,-,,,,,"33,39",,,,,"33,39",,,,,,,,,,,
SANTA TERESINHA-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
SANTALUZ-BA,,,BA,,,,"44,52",,,,,,-,,,,,"44,52",,,,,"44,52",,,,,,,,,,,
SANTANOPOLIS-BA,,,BA,,,,"31,80",,,,,,-,,,,,"31,80",,,,,"31,80",,,,,,,,,,,
SANTO AMARO-BA,,,BA,,,,"1.467,24",,,,,,"1.481,73",,,,,"2.948,97",,,,,"2.948,97",,,,,,,,,,,
SANTO ANTONIO DE JESUS-BA,,,BA,,,,"54,06",,,,,,-,,,,,"54,06",,,,,"54,06",,,,,,,,,,,
